,Solitary One,Rosas Routine,Chase Me Chopper,My Mates Barney,Thriller Strike,Heslea,Flying Caliente,Rev Up Rusty
14-12-2022 19:08:23.601860,"(2.0, 2.36, 2.293333333333333)","(14.0, 22.0, 20.42857142857143)","(10.0, 19.0, 16.548387096774192)","(26.0, 60.0, 55.33333333333333)","(7.5, 14.0, 13.5)","(4.0, 5.3, 5.184615384615385)","(7.0, 8.2, 7.258823529411765)","(31.0, 70.0, 60.0)"
14-12-2022 19:08:24.813188,"(2.0, 2.36, 2.2725)","(14.0, 21.0, 20.71875)","(10.0, 19.0, 16.548387096774192)","(26.0, 60.0, 59.16666666666667)","(7.5, 14.0, 13.5)","(4.0, 5.3, 5.1125)","(7.0, 8.2, 7.258823529411765)","(31.0, 70.0, 61.33333333333333)"
14-12-2022 19:08:26.042478,"(2.0, 2.32, 2.29)","(14.0, 21.0, 20.71875)","(10.0, 19.0, 16.548387096774192)","(26.0, 60.0, 60.53571428571429)","(7.5, 14.0, 13.727272727272727)","(4.0, 5.3, 5.085714285714285)","(7.0, 8.2, 7.2625)","(31.0, 70.0, 61.33333333333333)"
14-12-2022 19:08:27.252659,"(2.0, 2.3, 2.2887999999999997)","(14.0, 21.0, 20.71875)","(10.0, 19.0, 16.548387096774192)","(26.0, 65.0, 60.53571428571429)","(7.5, 14.0, 13.727272727272727)","(4.0, 5.2, 5.133333333333334)","(7.0, 8.2, 7.2625)","(31.0, 70.0, 61.33333333333333)"
14-12-2022 19:08:28.465336,"(2.0, 2.28, 2.2704)","(14.0, 21.0, 20.71875)","(10.0, 19.0, 16.548387096774192)","(26.0, 65.0, 60.53571428571429)","(7.5, 14.0, 12.9)","(4.0, 5.2, 5.184615384615385)","(7.0, 8.2, 7.2625)","(31.0, 70.0, 63.88235294117647)"
14-12-2022 19:08:29.670488,"(2.0, 2.28, 2.2704)","(14.0, 23.0, 22.59375)","(10.0, 19.0, 16.548387096774192)","(26.0, 65.0, 60.53571428571429)","(7.5, 14.0, 12.9)","(4.0, 5.3, 5.184615384615385)","(7.0, 8.2, 7.2625)","(31.0, 70.0, 64.0)"
14-12-2022 19:08:30.835435,"(2.0, 2.3, 2.288)","(14.0, 23.0, 22.59375)","(10.0, 19.0, 16.548387096774192)","(26.0, 65.0, 57.333333333333336)","(7.5, 14.0, 12.9)","(3.9, 5.3, 5.027272727272727)","(7.0, 8.2, 7.2625)","(31.0, 70.0, 64.0)"
14-12-2022 19:08:31.980199,"(2.0, 2.3, 2.288)","(14.0, 23.0, 22.59375)","(10.0, 19.0, 16.548387096774192)","(26.0, 65.0, 57.333333333333336)","(7.5, 14.0, 12.961538461538462)","(3.9, 5.3, 5.05)","(7.0, 8.2, 7.2625)","(31.0, 70.0, 64.0)"
14-12-2022 19:08:33.125143,"(2.0, 2.3, 2.2664)","(14.0, 23.0, 20.5625)","(10.0, 19.0, 16.548387096774192)","(26.0, 65.0, 59.75)","(7.5, 14.0, 13.25)","(3.9, 5.1, 5.184)","(7.0, 8.2, 7.2625)","(31.0, 70.0, 64.0)"
14-12-2022 19:08:34.338497,"(2.0, 2.28, 2.2666666666666666)","(14.0, 23.0, 19.823529411764707)","(10.0, 19.0, 16.548387096774192)","(26.0, 65.0, 56.6)","(7.5, 14.0, 13.25)","(3.9, 5.2, 5.187096774193549)","(7.0, 8.2, 7.252631578947368)","(31.0, 70.0, 65.42857142857143)"
14-12-2022 19:08:35.603973,"(2.0, 2.28, 2.2666666666666666)","(14.0, 23.0, 18.09090909090909)","(10.0, 19.0, 16.548387096774192)","(26.0, 65.0, 58.0)","(7.5, 14.0, 12.961538461538462)","(3.9, 5.2, 5.175)","(7.0, 8.2, 7.252631578947368)","(31.0, 70.0, 65.42857142857143)"
14-12-2022 19:08:36.849981,"(2.0, 2.28, 2.2666666666666666)","(14.0, 23.0, 22.454545454545453)","(10.0, 19.0, 16.548387096774192)","(26.0, 65.0, 59.75)","(7.5, 14.0, 12.961538461538462)","(3.9, 5.2, 5.08125)","(7.0, 8.2, 7.252631578947368)","(31.0, 70.0, 66.3076923076923)"
14-12-2022 19:08:37.986537,"(2.0, 2.28, 2.2666666666666666)","(14.0, 23.0, 22.083333333333332)","(10.0, 19.0, 16.548387096774192)","(26.0, 65.0, 59.75)","(7.5, 14.0, 13.25)","(3.9, 5.1, 5.187096774193549)","(7.0, 8.2, 7.252631578947368)","(31.0, 70.0, 66.44444444444444)"
14-12-2022 19:08:39.027909,"(2.0, 2.28, 2.2666666666666666)","(14.0, 23.0, 22.38888888888889)","(10.0, 19.0, 16.548387096774192)","(26.0, 65.0, 55.45454545454545)","(7.5, 14.0, 13.25)","(3.9, 5.2, 5.187096774193549)","(7.0, 8.2, 7.252631578947368)","(31.0, 70.0, 66.44444444444444)"
14-12-2022 19:08:40.204422,"(2.0, 2.28, 2.2666666666666666)","(14.0, 23.0, 22.38888888888889)","(10.0, 19.0, 16.548387096774192)","(26.0, 65.0, 55.45454545454545)","(7.5, 14.0, 13.25)","(3.9, 5.2, 5.187096774193549)","(7.0, 8.2, 7.252631578947368)","(31.0, 70.0, 66.44444444444444)"
14-12-2022 19:08:41.366628,"(2.0, 2.28, 2.2666666666666666)","(14.0, 23.0, 22.083333333333332)","(10.0, 19.0, 16.548387096774192)","(26.0, 65.0, 59.57142857142857)","(7.5, 14.0, 12.961538461538462)","(3.9, 5.2, 5.175)","(7.0, 8.0, 7.214285714285714)","(31.0, 70.0, 61.2)"
14-12-2022 19:08:42.514608,"(2.0, 2.28, 2.21)","(14.0, 23.0, 22.3125)","(10.0, 19.0, 16.548387096774192)","(26.0, 65.0, 59.57142857142857)","(7.5, 14.5, 13.7)","(3.9, 5.2, 5.133333333333334)","(7.0, 8.0, 7.15)","(31.0, 75.0, 69.0)"
14-12-2022 19:08:43.647011,"(2.0, 2.28, 2.2415384615384615)","(14.0, 23.0, 23.0)","(10.0, 19.0, 16.548387096774192)","(26.0, 65.0, 61.83333333333333)","(7.5, 14.5, 13.552631578947368)","(3.9, 5.2, 5.152941176470589)","(7.0, 8.0, 7.157894736842105)","(31.0, 75.0, 72.42857142857143)"
14-12-2022 19:08:44.749466,"(2.0, 2.26, 2.18)","(14.0, 24.0, 23.076923076923077)","(10.0, 18.0, 17.76923076923077)","(26.0, 65.0, 61.83333333333333)","(7.5, 14.5, 13.552631578947368)","(3.9, 5.1, 5.08125)","(7.0, 8.0, 7.125)","(31.0, 75.0, 70.34482758620689)"
14-12-2022 19:08:45.792569,"(2.0, 2.26, 2.2415789473684207)","(14.0, 23.0, 21.235294117647058)","(10.0, 18.0, 17.76923076923077)","(26.0, 65.0, 57.44444444444444)","(7.5, 14.5, 13.95)","(3.9, 5.1, 5.08125)","(7.0, 8.0, 7.125)","(31.0, 75.0, 70.34482758620689)"
14-12-2022 19:08:46.858988,"(2.0, 2.26, 2.2257142857142855)","(14.0, 23.0, 19.571428571428573)","(10.0, 18.0, 17.76923076923077)","(26.0, 65.0, 60.14285714285714)","(7.5, 14.5, 14.25)","(3.9, 5.2, 5.187096774193549)","(7.0, 8.0, 7.125)","(31.0, 75.0, 70.34482758620689)"
14-12-2022 19:08:48.022265,"(2.0, 2.26, 2.2199999999999998)","(14.0, 23.0, 21.0)","(10.0, 18.0, 17.76923076923077)","(26.0, 65.0, 57.44444444444444)","(7.5, 14.5, 14.107142857142858)","(3.9, 5.2, 5.187096774193549)","(7.0, 8.0, 7.125)","(31.0, 75.0, 70.34482758620689)"
14-12-2022 19:08:49.221516,"(2.0, 2.26, 2.2155555555555555)","(14.0, 23.0, 21.0)","(10.0, 18.0, 17.76923076923077)","(26.0, 65.0, 57.44444444444444)","(7.5, 14.5, 14.107142857142858)","(3.9, 5.2, 5.187096774193549)","(7.0, 8.0, 7.125)","(31.0, 75.0, 70.34482758620689)"
14-12-2022 19:08:50.367064,"(2.0, 2.26, 2.2415384615384615)","(14.0, 24.0, 22.333333333333332)","(10.0, 18.0, 17.76923076923077)","(26.0, 65.0, 60.14285714285714)","(7.5, 14.5, 14.055555555555555)","(3.9, 5.2, 5.187096774193549)","(7.0, 8.0, 7.125)","(31.0, 75.0, 70.34482758620689)"
14-12-2022 19:08:51.479996,"(2.0, 2.18, 2.1693333333333333)","(14.0, 24.0, 23.0)","(10.0, 18.0, 17.76923076923077)","(26.0, 65.0, 57.44444444444444)","(7.5, 14.5, 12.88888888888889)","(3.9, 5.2, 5.187096774193549)","(7.0, 8.0, 7.125)","(31.0, 75.0, 70.34482758620689)"
14-12-2022 19:08:52.584354,"(2.0, 2.26, 2.228181818181818)","(14.0, 24.0, 22.6)","(10.0, 18.0, 17.76923076923077)","(26.0, 65.0, 60.14285714285714)","(7.5, 14.5, 13.9)","(3.9, 5.2, 5.187096774193549)","(7.0, 8.0, 7.125)","(31.0, 75.0, 69.375)"
14-12-2022 19:08:53.794183,"(2.0, 2.24, 2.230588235294118)","(14.0, 24.0, 22.6)","(10.0, 18.0, 17.76923076923077)","(26.0, 65.0, 57.44444444444444)","(7.5, 14.5, 13.136363636363637)","(3.9, 5.2, 5.187096774193549)","(7.0, 8.0, 7.125)","(31.0, 75.0, 69.375)"
14-12-2022 19:08:54.954552,"(2.0, 2.24, 2.230588235294118)","(14.0, 24.0, 22.6)","(10.0, 18.0, 17.76923076923077)","(26.0, 65.0, 60.14285714285714)","(7.5, 14.5, 13.136363636363637)","(3.9, 5.2, 5.187096774193549)","(7.0, 8.0, 7.125)","(31.0, 75.0, 65.35714285714286)"
14-12-2022 19:08:56.156165,"(2.0, 2.24, 2.226666666666667)","(14.0, 24.0, 22.6)","(10.0, 18.0, 17.76923076923077)","(26.0, 65.0, 53.666666666666664)","(7.5, 14.5, 13.136363636363637)","(3.9, 5.2, 5.187096774193549)","(7.0, 8.0, 7.125)","(31.0, 75.0, 66.07142857142857)"
14-12-2022 19:08:57.282248,"(2.0, 2.24, 2.226666666666667)","(14.0, 24.0, 22.6)","(10.0, 18.0, 17.76923076923077)","(26.0, 65.0, 53.666666666666664)","(7.5, 14.5, 12.833333333333334)","(3.9, 5.2, 5.187096774193549)","(7.0, 8.0, 7.125)","(31.0, 75.0, 66.07142857142857)"
14-12-2022 19:08:58.604038,"(2.0, 2.24, 2.226666666666667)","(14.0, 24.0, 22.6)","(10.0, 18.0, 17.76923076923077)","(26.0, 65.0, 56.5)","(7.5, 14.5, 12.833333333333334)","(3.9, 5.2, 5.187096774193549)","(7.0, 8.0, 7.218181818181818)","(31.0, 75.0, 68.42105263157895)"
14-12-2022 19:08:59.849851,"(2.0, 2.24, 2.192)","(14.0, 24.0, 22.6)","(10.0, 18.0, 17.76923076923077)","(26.0, 65.0, 53.666666666666664)","(7.5, 14.5, 12.833333333333334)","(3.9, 5.2, 5.187096774193549)","(7.0, 7.8, 7.15)","(31.0, 75.0, 69.79166666666667)"
14-12-2022 19:09:01.029451,"(2.0, 2.24, 2.192)","(14.0, 24.0, 21.884615384615383)","(10.0, 18.0, 17.76923076923077)","(26.0, 65.0, 53.666666666666664)","(7.5, 14.5, 12.833333333333334)","(3.9, 5.2, 5.187096774193549)","(7.0, 7.8, 7.057142857142857)","(31.0, 75.0, 69.79166666666667)"
14-12-2022 19:09:02.192127,"(2.0, 2.24, 2.192)","(14.0, 24.0, 21.884615384615383)","(10.0, 18.0, 17.76923076923077)","(26.0, 65.0, 56.5)","(7.5, 14.5, 11.5)","(3.9, 5.2, 5.187096774193549)","(7.0, 7.8, 7.2)","(31.0, 75.0, 68.75)"
14-12-2022 19:09:03.301578,"(2.0, 2.24, 2.203076923076923)","(14.0, 23.0, 21.857142857142858)","(10.0, 18.0, 17.76923076923077)","(26.0, 65.0, 56.5)","(7.5, 14.0, 11.5)","(3.9, 5.2, 5.187096774193549)","(7.0, 7.8, 7.133333333333333)","(31.0, 75.0, 68.75)"
14-12-2022 19:09:04.428417,"(2.0, 2.32, 2.3179999999999996)","(14.0, 23.0, 21.4)","(10.0, 18.0, 17.76923076923077)","(26.0, 65.0, 53.666666666666664)","(7.5, 13.5, 11.58)","(3.9, 5.2, 5.172727272727273)","(7.0, 7.8, 7.053333333333334)","(31.0, 75.0, 70.83333333333333)"
14-12-2022 19:09:05.581732,"(2.0, 2.32, 2.3184)","(14.0, 23.0, 21.4)","(10.0, 18.0, 17.76923076923077)","(26.0, 70.0, 52.0)","(7.5, 13.5, 11.58)","(3.9, 5.2, 5.15)","(7.0, 7.8, 7.053333333333334)","(31.0, 75.0, 70.83333333333333)"
14-12-2022 19:09:06.739365,"(2.0, 2.32, 2.3184)","(14.0, 23.0, 21.4)","(10.0, 18.0, 17.76923076923077)","(26.0, 70.0, 52.0)","(7.5, 13.5, 11.421052631578947)","(3.9, 5.2, 5.185714285714286)","(7.0, 7.8, 7.05)","(31.0, 75.0, 70.83333333333333)"
14-12-2022 19:09:08.206201,"(2.0, 2.36, 2.3125)","(14.0, 23.0, 22.157894736842106)","(10.0, 18.0, 17.76923076923077)","(26.0, 70.0, 52.0)","(7.5, 13.0, 11.421052631578947)","(3.9, 5.2, 5.25)","(7.0, 7.8, 7.038095238095238)","(31.0, 75.0, 70.83333333333333)"
14-12-2022 19:09:09.538209,"(2.0, 2.32, 2.3125)","(14.0, 23.0, 22.157894736842106)","(10.0, 18.0, 17.76923076923077)","(26.0, 70.0, 52.0)","(7.5, 13.0, 11.421052631578947)","(3.9, 5.5, 5.1866666666666665)","(7.0, 7.8, 7.038095238095238)","(31.0, 75.0, 70.83333333333333)"
14-12-2022 19:09:10.745737,"(2.0, 2.32, 2.3099999999999996)","(14.0, 23.0, 22.157894736842106)","(10.0, 18.0, 17.76923076923077)","(26.0, 70.0, 52.0)","(7.5, 13.0, 11.421052631578947)","(3.9, 5.4, 5.208695652173914)","(7.0, 7.8, 7.054545454545455)","(31.0, 75.0, 70.83333333333333)"
14-12-2022 19:09:11.842103,"(1.95, 2.3, 2.2977777777777777)","(15.0, 23.0, 22.157894736842106)","(11.0, 18.0, 17.76923076923077)","(31.0, 70.0, 52.0)","(8.0, 13.0, 11.421052631578947)","(4.0, 5.4, 5.208695652173914)","(6.5, 7.6, 7.054545454545455)","(31.0, 75.0, 70.83333333333333)"
14-12-2022 19:09:12.888403,"(1.95, 2.3, 2.2977777777777777)","(15.0, 23.0, 22.157894736842106)","(11.0, 18.0, 17.76923076923077)","(31.0, 70.0, 52.0)","(8.0, 13.0, 11.421052631578947)","(4.0, 5.4, 5.208695652173914)","(6.5, 7.6, 7.054545454545455)","(31.0, 75.0, 70.83333333333333)"
14-12-2022 19:09:14.089076,"(1.95, 2.3, 2.2977777777777777)","(15.0, 23.0, 22.157894736842106)","(11.0, 18.0, 16.5)","(31.0, 70.0, 52.0)","(8.0, 13.0, 11.421052631578947)","(4.0, 5.4, 5.208695652173914)","(6.5, 7.6, 7.054545454545455)","(31.0, 75.0, 70.83333333333333)"
14-12-2022 19:09:15.217392,"(1.95, 2.32, 2.317142857142857)","(15.0, 23.0, 22.157894736842106)","(11.0, 18.0, 16.5)","(31.0, 70.0, 52.0)","(8.0, 13.0, 11.421052631578947)","(4.0, 5.4, 5.208695652173914)","(6.5, 7.6, 7.054545454545455)","(31.0, 75.0, 70.83333333333333)"
14-12-2022 19:09:16.524678,"(1.95, 2.32, 2.317142857142857)","(15.0, 23.0, 22.157894736842106)","(11.0, 18.0, 17.4)","(31.0, 70.0, 52.0)","(8.0, 13.0, 11.421052631578947)","(4.0, 5.4, 5.208695652173914)","(6.5, 7.6, 7.0375)","(31.0, 75.0, 70.83333333333333)"
14-12-2022 19:09:17.715138,"(1.95, 2.32, 2.317142857142857)","(15.0, 23.0, 22.157894736842106)","(11.0, 18.0, 16.8)","(31.0, 70.0, 52.0)","(8.0, 13.0, 11.421052631578947)","(4.0, 5.4, 5.190476190476191)","(6.5, 7.6, 7.0375)","(31.0, 75.0, 70.83333333333333)"
14-12-2022 19:09:18.888099,"(1.95, 2.32, 2.317142857142857)","(15.0, 23.0, 21.857142857142858)","(11.0, 18.0, 16.8)","(31.0, 70.0, 52.0)","(8.0, 13.0, 11.421052631578947)","(4.0, 5.4, 5.125)","(6.5, 7.6, 7.03)","(31.0, 75.0, 70.83333333333333)"
14-12-2022 19:09:20.072365,"(1.95, 2.32, 2.317142857142857)","(15.0, 23.0, 21.857142857142858)","(11.0, 18.0, 17.4)","(31.0, 70.0, 52.0)","(8.0, 13.0, 11.421052631578947)","(4.0, 5.4, 5.125)","(6.5, 7.6, 7.025)","(31.0, 75.0, 70.83333333333333)"
14-12-2022 19:09:21.286122,"(1.95, 2.32, 2.317142857142857)","(15.0, 23.0, 21.857142857142858)","(11.0, 18.0, 16.8)","(31.0, 70.0, 52.0)","(8.0, 13.0, 11.421052631578947)","(4.0, 5.4, 5.125)","(6.5, 7.4, 7.025)","(31.0, 75.0, 70.83333333333333)"
14-12-2022 19:09:22.494844,"(1.95, 2.32, 2.317142857142857)","(15.0, 23.0, 21.857142857142858)","(11.0, 18.0, 16.8)","(31.0, 70.0, 51.142857142857146)","(8.0, 13.0, 11.421052631578947)","(4.0, 5.4, 5.113043478260869)","(6.5, 7.4, 7.015384615384615)","(31.0, 75.0, 70.83333333333333)"
14-12-2022 19:09:23.787491,"(1.95, 2.32, 2.317142857142857)","(15.0, 23.0, 21.857142857142858)","(11.0, 18.0, 17.4)","(31.0, 70.0, 51.142857142857146)","(8.0, 13.0, 12.130434782608695)","(4.0, 5.4, 5.113043478260869)","(6.5, 7.4, 7.015384615384615)","(31.0, 75.0, 70.83333333333333)"
14-12-2022 19:09:25.107158,"(1.95, 2.32, 2.317142857142857)","(15.0, 23.0, 21.857142857142858)","(11.0, 18.0, 16.8)","(31.0, 70.0, 52.0)","(8.0, 13.0, 12.130434782608695)","(4.0, 5.4, 5.113043478260869)","(6.5, 7.4, 7.015384615384615)","(31.0, 75.0, 71.66666666666667)"
14-12-2022 19:09:26.367107,"(1.95, 2.34, 2.324)","(15.0, 23.0, 21.857142857142858)","(11.0, 18.0, 16.8)","(31.0, 70.0, 52.0)","(8.0, 13.0, 11.642857142857142)","(4.0, 5.4, 5.113043478260869)","(6.5, 7.4, 7.025)","(31.0, 75.0, 70.83333333333333)"
14-12-2022 19:09:27.597758,"(1.95, 2.34, 2.315652173913043)","(15.0, 23.0, 21.857142857142858)","(11.0, 18.0, 17.4)","(31.0, 70.0, 52.0)","(8.0, 13.0, 11.642857142857142)","(4.0, 5.4, 5.164285714285715)","(6.5, 7.4, 6.76)","(31.0, 75.0, 70.83333333333333)"
14-12-2022 19:09:28.737081,"(1.95, 2.34, 2.324)","(15.0, 23.0, 21.857142857142858)","(11.0, 18.0, 16.8)","(31.0, 70.0, 52.0)","(8.0, 13.0, 11.642857142857142)","(4.0, 5.4, 5.164285714285715)","(6.5, 7.4, 6.8538461538461535)","(31.0, 75.0, 67.85714285714286)"
14-12-2022 19:09:29.926125,"(1.95, 2.34, 2.324)","(15.0, 23.0, 21.857142857142858)","(11.0, 18.0, 17.4)","(31.0, 70.0, 52.0)","(8.0, 13.0, 11.642857142857142)","(4.0, 5.4, 5.164285714285715)","(6.5, 7.2, 6.8538461538461535)","(31.0, 75.0, 67.85714285714286)"
14-12-2022 19:09:31.285554,"(1.95, 2.34, 2.332)","(15.0, 23.0, 21.857142857142858)","(11.0, 18.0, 17.4)","(31.0, 70.0, 52.0)","(8.0, 13.0, 11.642857142857142)","(4.0, 5.4, 5.164285714285715)","(6.5, 7.2, 6.857142857142857)","(31.0, 75.0, 67.85714285714286)"
14-12-2022 19:09:32.480242,"(1.95, 2.36, 2.312)","(15.0, 23.0, 21.857142857142858)","(11.0, 18.0, 17.4)","(31.0, 70.0, 52.0)","(8.0, 13.0, 11.642857142857142)","(4.0, 5.4, 5.2)","(6.5, 7.2, 6.779999999999999)","(31.0, 75.0, 67.85714285714286)"
14-12-2022 19:09:33.513041,"(1.95, 2.36, 2.312)","(15.0, 23.0, 21.857142857142858)","(11.0, 18.0, 16.8)","(31.0, 70.0, 52.0)","(8.0, 13.0, 11.642857142857142)","(4.0, 5.4, 5.2)","(6.5, 7.2, 6.744)","(31.0, 75.0, 67.85714285714286)"
14-12-2022 19:09:34.649158,"(1.95, 2.36, 2.34)","(15.0, 23.0, 21.857142857142858)","(11.0, 18.0, 17.4)","(31.0, 70.0, 52.0)","(8.0, 13.0, 11.642857142857142)","(4.0, 5.4, 5.2)","(6.5, 7.2, 6.744)","(31.0, 75.0, 67.85714285714286)"
14-12-2022 19:09:35.627385,"(1.95, 2.36, 2.34)","(15.0, 23.0, 21.857142857142858)","(11.0, 18.0, 17.4)","(31.0, 70.0, 61.42857142857143)","(8.0, 13.0, 11.642857142857142)","(4.0, 5.4, 5.2)","(6.5, 7.2, 6.744)","(31.0, 75.0, 67.85714285714286)"
14-12-2022 19:09:36.750732,"(1.95, 2.36, 2.34)","(15.0, 23.0, 21.857142857142858)","(11.0, 18.0, 16.8)","(31.0, 70.0, 61.42857142857143)","(8.0, 13.0, 11.642857142857142)","(4.0, 5.4, 5.2)","(6.5, 7.2, 6.744)","(31.0, 75.0, 67.85714285714286)"
14-12-2022 19:09:37.844600,"(1.95, 2.36, 2.34)","(15.0, 23.0, 21.857142857142858)","(11.0, 18.0, 17.4)","(31.0, 70.0, 61.42857142857143)","(8.0, 13.0, 11.630434782608695)","(4.0, 5.4, 5.2)","(6.5, 7.2, 6.744)","(31.0, 75.0, 67.85714285714286)"
14-12-2022 19:09:38.972525,"(1.95, 2.36, 2.34)","(15.0, 23.0, 21.857142857142858)","(11.0, 18.0, 17.4)","(31.0, 70.0, 61.42857142857143)","(8.0, 13.0, 11.630434782608695)","(4.0, 5.4, 5.2)","(6.5, 7.2, 6.744)","(31.0, 75.0, 67.85714285714286)"
14-12-2022 19:09:40.051326,"(1.95, 2.32, 2.312)","(15.0, 23.0, 21.857142857142858)","(11.0, 18.0, 16.8)","(31.0, 70.0, 61.42857142857143)","(8.0, 12.5, 11.6)","(4.0, 5.4, 5.2214285714285715)","(6.5, 7.2, 6.744)","(31.0, 75.0, 67.85714285714286)"
14-12-2022 19:09:41.127501,"(1.95, 2.3, 2.28)","(15.0, 23.0, 21.857142857142858)","(11.0, 16.5, 16.285714285714285)","(31.0, 70.0, 61.42857142857143)","(8.0, 11.5, 11.291666666666666)","(4.0, 5.4, 5.2555555555555555)","(6.5, 7.6, 7.288888888888889)","(31.0, 75.0, 68.04347826086956)"
14-12-2022 19:09:42.166187,"(1.95, 2.32, 2.246153846153846)","(15.0, 23.0, 21.285714285714285)","(11.0, 16.5, 15.947368421052632)","(31.0, 60.0, 57.05882352941177)","(8.0, 11.5, 11.115384615384615)","(4.0, 5.4, 5.2555555555555555)","(6.5, 7.4, 7.323076923076924)","(31.0, 75.0, 69.28571428571428)"
14-12-2022 19:09:43.343296,"(1.95, 2.32, 2.246153846153846)","(15.0, 23.0, 21.285714285714285)","(11.0, 16.5, 16.0)","(31.0, 60.0, 55.294117647058826)","(8.0, 13.0, 11.375)","(4.0, 5.4, 5.232)","(6.5, 7.4, 7.6173913043478265)","(31.0, 75.0, 69.28571428571428)"
14-12-2022 19:09:44.358245,"(1.95, 2.3, 2.2454545454545456)","(15.0, 23.0, 20.77777777777778)","(11.0, 16.5, 15.782608695652174)","(31.0, 60.0, 55.294117647058826)","(8.0, 12.5, 11.375)","(4.0, 5.4, 5.232)","(6.5, 8.0, 7.721739130434782)","(31.0, 75.0, 69.28571428571428)"
14-12-2022 19:09:45.460915,"(1.95, 2.28, 2.232)","(15.0, 23.0, 20.77777777777778)","(11.0, 16.5, 15.782608695652174)","(31.0, 60.0, 55.78947368421053)","(8.0, 12.5, 11.375)","(4.0, 5.4, 5.12)","(6.5, 7.8, 7.68)","(31.0, 75.0, 67.0)"
14-12-2022 19:09:46.502259,"(1.95, 2.28, 2.2533333333333334)","(15.0, 22.0, 20.09090909090909)","(11.0, 16.5, 15.782608695652174)","(31.0, 60.0, 55.78947368421053)","(8.0, 12.5, 11.375)","(4.0, 5.4, 5.1187499999999995)","(6.5, 7.8, 7.751724137931035)","(31.0, 70.0, 67.5)"
14-12-2022 19:09:47.556347,"(1.95, 2.28, 2.2533333333333334)","(15.0, 22.0, 20.09090909090909)","(11.0, 16.5, 16.2)","(31.0, 60.0, 57.85714285714286)","(8.0, 12.5, 11.833333333333334)","(4.0, 5.4, 5.1000000000000005)","(6.5, 8.0, 7.751724137931035)","(31.0, 70.0, 67.5)"
14-12-2022 19:09:48.523680,"(1.95, 2.28, 2.27)","(15.0, 22.0, 20.0)","(11.0, 16.5, 15.9)","(31.0, 60.0, 56.470588235294116)","(8.0, 12.5, 11.833333333333334)","(4.0, 5.4, 5.111538461538462)","(6.5, 8.0, 7.961904761904762)","(31.0, 70.0, 67.5)"
14-12-2022 19:09:49.646434,"(1.95, 2.28, 2.273846153846154)","(15.0, 22.0, 20.0)","(11.0, 16.5, 15.9)","(31.0, 60.0, 56.470588235294116)","(8.0, 11.5, 11.25)","(4.0, 5.4, 5.194736842105263)","(6.5, 8.0, 7.733333333333333)","(31.0, 70.0, 67.5)"
14-12-2022 19:09:50.773403,"(1.95, 2.28, 2.278181818181818)","(15.0, 21.0, 19.736842105263158)","(11.0, 16.5, 16.2)","(31.0, 55.0, 54.5)","(8.0, 11.5, 11.115384615384615)","(4.0, 5.4, 5.283333333333333)","(6.5, 7.6, 7.496296296296296)","(31.0, 70.0, 67.5)"
14-12-2022 19:09:51.851044,"(1.95, 2.3, 2.28)","(15.0, 21.0, 18.2)","(11.0, 16.5, 15.9)","(31.0, 55.0, 54.5)","(8.0, 11.5, 11.1875)","(4.0, 5.5, 5.32)","(6.5, 7.6, 7.538461538461538)","(31.0, 70.0, 67.5)"
14-12-2022 19:09:52.939069,"(1.95, 2.32, 2.2866666666666666)","(15.0, 21.0, 18.88235294117647)","(11.0, 16.5, 15.72)","(31.0, 55.0, 54.642857142857146)","(8.0, 11.5, 11.307692307692308)","(4.0, 5.5, 5.35)","(6.5, 7.6, 7.391304347826087)","(31.0, 70.0, 65.0)"
14-12-2022 19:09:54.024845,"(1.95, 2.32, 2.3185333333333333)","(15.0, 20.0, 19.625)","(11.0, 16.5, 15.72)","(31.0, 55.0, 54.642857142857146)","(8.0, 11.5, 11.222222222222221)","(4.0, 5.5, 5.266666666666667)","(6.5, 7.6, 7.371428571428571)","(31.0, 70.0, 68.46153846153847)"
14-12-2022 19:09:55.086320,"(1.95, 2.32, 2.318993710691824)","(15.0, 20.0, 17.75)","(11.0, 16.5, 15.72)","(31.0, 55.0, 54.642857142857146)","(8.0, 11.5, 11.1875)","(4.0, 5.5, 5.266666666666667)","(6.5, 7.6, 7.371428571428571)","(31.0, 70.0, 68.75)"
14-12-2022 19:09:56.108873,"(1.95, 2.32, 2.318993710691824)","(15.0, 19.5, 18.458333333333332)","(11.0, 16.5, 15.72)","(31.0, 60.0, 58.125)","(8.0, 11.5, 11.307692307692308)","(4.0, 5.4, 5.380000000000001)","(6.5, 7.6, 7.304347826086957)","(31.0, 70.0, 68.75)"
14-12-2022 19:09:57.156307,"(1.95, 2.38, 2.335)","(15.0, 19.5, 18.0)","(11.0, 16.5, 15.72)","(31.0, 60.0, 58.125)","(8.0, 12.5, 12.038461538461538)","(4.0, 5.4, 5.366666666666667)","(6.5, 7.6, 7.304347826086957)","(31.0, 75.0, 64.65517241379311)"
14-12-2022 19:09:58.197643,"(1.95, 2.38, 2.335)","(15.0, 19.5, 18.0)","(11.0, 16.5, 15.72)","(31.0, 60.0, 58.125)","(8.0, 12.5, 12.038461538461538)","(4.0, 5.4, 5.366666666666667)","(6.5, 7.6, 7.304347826086957)","(31.0, 75.0, 64.65517241379311)"
