,Smug Doug,Jills A Star,Red Fog,Evelyn Dawn,Flying Jarrad,Coconut Santiago,Tonics Girl,Kraken Chino
15-12-2022 11:01:30.855884,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 16.052631578947366)","(10.0, 27.0, 21.6875)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:01:31.837497,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 16.052631578947366)","(10.0, 27.0, 21.6875)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:01:32.857442,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 16.052631578947366)","(10.0, 27.0, 21.6875)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:01:33.826910,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 16.052631578947366)","(10.0, 27.0, 21.6875)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:01:34.839503,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 16.052631578947366)","(10.0, 27.0, 21.6875)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:01:35.859722,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 16.052631578947366)","(10.0, 27.0, 21.6875)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:01:36.866095,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 16.052631578947366)","(10.0, 27.0, 21.6875)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:01:37.908528,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 16.052631578947366)","(10.0, 27.0, 21.6875)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:01:38.928796,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 12.0)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:01:39.907338,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:01:40.883146,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:01:41.971419,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:01:43.102646,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:01:44.104546,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:01:45.124436,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:01:46.108004,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:01:47.107557,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 22.0, 21.114285714285714)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:01:48.115409,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 22.0, 21.114285714285714)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:01:49.178982,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 22.0, 21.114285714285714)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:01:50.238759,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 22.0, 21.114285714285714)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:01:51.350121,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 22.0, 21.114285714285714)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:01:52.389373,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 22.0, 21.114285714285714)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:01:53.510777,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 22.0, 21.114285714285714)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:01:54.571822,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 22.0, 21.114285714285714)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:01:55.555861,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 22.0, 21.114285714285714)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:01:56.537481,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 22.0, 21.114285714285714)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:01:57.523399,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 22.0, 21.114285714285714)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:01:58.493975,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 22.0, 21.114285714285714)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:01:59.476077,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 22.0, 21.114285714285714)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:02:00.471438,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 22.0, 21.114285714285714)","(18.0, 65.0, 33.888888888888886)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:02:01.470231,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 22.0, 21.114285714285714)","(18.0, 60.0, 35.0)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:02:02.476114,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 22.0, 21.114285714285714)","(18.0, 60.0, 35.0)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:02:03.555917,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 22.0, 21.114285714285714)","(18.0, 60.0, 35.0)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:02:04.678056,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 22.0, 21.114285714285714)","(18.0, 60.0, 35.0)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:02:05.744694,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 22.0, 21.114285714285714)","(18.0, 60.0, 35.0)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:02:07.160848,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 22.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:02:08.353508,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:02:09.524350,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 22.0, 21.114285714285714)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:02:10.801982,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 22.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:02:12.029884,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:02:13.271964,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:02:14.521881,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:02:15.746439,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:02:16.887079,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:02:17.930073,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:02:18.960652,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:02:19.998009,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:02:21.101710,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:02:22.202517,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:02:23.570608,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:02:24.807882,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:02:26.089353,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.2)"
15-12-2022 11:02:27.268596,"(4.6, 8.0, 6.653846153846153)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.323076923076924)"
15-12-2022 11:02:28.587392,"(4.6, 8.0, 6.866666666666666)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.375)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.323076923076924)"
15-12-2022 11:02:29.983692,"(4.6, 8.0, 6.866666666666666)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.375)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.323076923076924)"
15-12-2022 11:02:31.242055,"(4.6, 8.0, 6.866666666666666)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 60.0, 33.333333333333336)","(8.5, 19.0, 12.375)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.323076923076924)"
15-12-2022 11:02:32.424257,"(4.6, 8.0, 6.866666666666666)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 55.0, 32.77777777777778)","(8.5, 19.0, 12.375)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.323076923076924)"
15-12-2022 11:02:33.694088,"(4.6, 8.0, 6.866666666666666)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 55.0, 32.77777777777778)","(8.5, 19.0, 12.375)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.323076923076924)"
15-12-2022 11:02:34.772045,"(4.6, 8.0, 6.866666666666666)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 55.0, 32.77777777777778)","(8.5, 19.0, 13.6)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.323076923076924)"
15-12-2022 11:02:35.940691,"(4.6, 8.0, 6.866666666666666)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 55.0, 32.77777777777778)","(8.5, 19.0, 13.6)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.323076923076924)"
15-12-2022 11:02:37.069632,"(4.6, 8.0, 6.866666666666666)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 55.0, 32.77777777777778)","(8.5, 19.0, 13.6)","(10.0, 27.0, 19.842105263157897)","(5.0, 9.4, 6.614285714285715)","(4.8, 8.4, 7.323076923076924)"
15-12-2022 11:02:38.285574,"(4.6, 8.0, 6.866666666666666)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 55.0, 32.77777777777778)","(8.5, 19.0, 12.375)","(10.0, 27.0, 19.35)","(5.0, 9.4, 8.722222222222221)","(4.8, 8.4, 7.323076923076924)"
15-12-2022 11:02:39.461582,"(4.6, 7.8, 7.50909090909091)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 55.0, 32.77777777777778)","(8.5, 19.0, 12.375)","(10.0, 27.0, 19.35)","(5.0, 9.2, 8.722222222222221)","(4.8, 8.4, 7.323076923076924)"
15-12-2022 11:02:40.606482,"(4.6, 7.8, 7.50909090909091)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 55.0, 32.77777777777778)","(8.5, 19.0, 12.375)","(10.0, 27.0, 19.35)","(5.0, 9.2, 8.722222222222221)","(4.8, 8.4, 7.323076923076924)"
15-12-2022 11:02:41.735150,"(4.6, 7.8, 7.50909090909091)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 55.0, 32.77777777777778)","(8.5, 19.0, 12.375)","(10.0, 27.0, 19.35)","(5.0, 9.2, 8.722222222222221)","(4.8, 8.4, 7.323076923076924)"
15-12-2022 11:02:42.877878,"(4.6, 7.8, 7.50909090909091)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 55.0, 32.77777777777778)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.35)","(5.0, 9.2, 8.722222222222221)","(4.8, 8.4, 7.323076923076924)"
15-12-2022 11:02:44.091380,"(4.6, 7.8, 7.50909090909091)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 55.0, 32.77777777777778)","(8.5, 19.0, 12.125)","(10.0, 27.0, 19.35)","(5.0, 9.2, 8.722222222222221)","(4.8, 8.4, 7.323076923076924)"
15-12-2022 11:02:45.288190,"(4.6, 7.8, 7.50909090909091)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 55.0, 34.166666666666664)","(8.5, 19.0, 13.5)","(10.0, 27.0, 21.6875)","(5.0, 9.2, 8.722222222222221)","(4.8, 8.4, 7.323076923076924)"
15-12-2022 11:02:46.407920,"(4.6, 7.8, 7.50909090909091)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 55.0, 34.166666666666664)","(8.5, 19.0, 13.5)","(10.0, 27.0, 21.6875)","(5.0, 9.2, 8.722222222222221)","(4.8, 8.4, 7.323076923076924)"
15-12-2022 11:02:47.592051,"(4.6, 7.8, 7.50909090909091)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 55.0, 34.166666666666664)","(8.5, 19.0, 13.5)","(10.0, 27.0, 21.6875)","(5.0, 9.2, 8.722222222222221)","(4.8, 8.4, 7.323076923076924)"
15-12-2022 11:02:48.779149,"(4.6, 7.8, 7.50909090909091)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 55.0, 34.166666666666664)","(8.5, 19.0, 13.5)","(10.0, 27.0, 21.6875)","(5.0, 9.2, 8.722222222222221)","(4.8, 8.4, 7.323076923076924)"
15-12-2022 11:02:49.981298,"(4.6, 7.8, 7.50909090909091)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 55.0, 34.166666666666664)","(8.5, 19.0, 13.5)","(10.0, 27.0, 21.6875)","(5.0, 9.2, 8.722222222222221)","(4.8, 8.4, 7.323076923076924)"
15-12-2022 11:02:51.241242,"(4.6, 7.8, 7.50909090909091)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 13.5)","(10.0, 27.0, 21.6875)","(5.0, 9.2, 8.722222222222221)","(4.8, 8.4, 7.323076923076924)"
15-12-2022 11:02:52.417448,"(4.6, 7.8, 7.50909090909091)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 13.5)","(10.0, 27.0, 21.6875)","(5.0, 9.2, 8.722222222222221)","(4.8, 8.4, 7.323076923076924)"
15-12-2022 11:02:53.608757,"(4.6, 7.8, 7.50909090909091)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 13.5)","(10.0, 27.0, 21.6875)","(5.0, 9.2, 8.722222222222221)","(4.8, 8.4, 7.323076923076924)"
15-12-2022 11:02:54.811934,"(4.6, 7.8, 7.50909090909091)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 13.5)","(10.0, 27.0, 21.6875)","(5.0, 9.2, 8.722222222222221)","(4.8, 8.4, 7.323076923076924)"
15-12-2022 11:02:56.068462,"(4.6, 7.8, 7.50909090909091)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 13.5)","(10.0, 27.0, 21.6875)","(5.0, 9.2, 8.722222222222221)","(4.8, 8.4, 7.323076923076924)"
15-12-2022 11:02:57.311711,"(4.6, 7.8, 7.50909090909091)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 13.5)","(10.0, 27.0, 21.6875)","(5.0, 9.2, 8.722222222222221)","(4.8, 8.4, 7.323076923076924)"
15-12-2022 11:02:58.475903,"(4.6, 7.8, 7.50909090909091)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 13.5)","(10.0, 27.0, 21.6875)","(5.0, 9.2, 8.722222222222221)","(4.8, 8.4, 7.323076923076924)"
15-12-2022 11:02:59.612924,"(4.6, 7.8, 7.50909090909091)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 13.5)","(10.0, 27.0, 21.6875)","(5.0, 9.2, 8.722222222222221)","(4.8, 8.4, 7.323076923076924)"
15-12-2022 11:03:00.721897,"(4.6, 7.8, 7.50909090909091)","(2.9, 4.2, 3.4126315789473685)","(11.0, 21.0, 20.185714285714283)","(18.0, 65.0, 35.833333333333336)","(8.5, 19.0, 13.5)","(10.0, 27.0, 21.6875)","(5.0, 9.2, 8.722222222222221)","(4.8, 8.4, 7.323076923076924)"
