,Aussie Summer,Sin Rap Miss,Wong Bias,Zipping Swazi,Rich Mans World,Mud Muffin
12-01-2023 17:58:16.639504,"(9.0, 17.0, 14.120000000000001)","(3.1, 4.8, 3.7392857142857143)","(6.5, 11.0, 8.6)","(2.05, 3.3, 2.2248)","(7.0, 12.5, 11.225)","(18.0, 40.0, 32.5)"
12-01-2023 17:58:17.746287,"(9.0, 17.0, 14.120000000000001)","(3.1, 4.8, 3.7392857142857143)","(6.5, 11.0, 8.6)","(2.05, 3.3, 2.2248)","(7.0, 12.5, 11.225)","(18.0, 40.0, 32.5)"
12-01-2023 17:58:18.808211,"(9.0, 17.0, 14.120000000000001)","(3.1, 4.8, 3.7392857142857143)","(6.5, 11.0, 8.6)","(2.05, 3.3, 2.2248)","(7.0, 12.5, 11.225)","(18.0, 40.0, 32.5)"
12-01-2023 17:58:19.900668,"(9.0, 17.0, 14.120000000000001)","(3.1, 4.8, 3.7392857142857143)","(6.5, 11.0, 8.6)","(2.05, 3.3, 2.2248)","(7.0, 12.5, 11.225)","(18.0, 40.0, 32.5)"
12-01-2023 17:58:21.033249,"(9.0, 17.0, 14.120000000000001)","(3.1, 4.8, 3.7392857142857143)","(6.5, 11.0, 8.6)","(2.05, 3.3, 2.2248)","(7.0, 12.5, 11.225)","(18.0, 40.0, 32.5)"
12-01-2023 17:58:22.142106,"(9.0, 17.0, 14.120000000000001)","(3.1, 4.8, 3.7392857142857143)","(6.5, 11.0, 8.6)","(2.05, 3.3, 2.2248)","(7.0, 12.5, 11.225)","(18.0, 40.0, 32.5)"
12-01-2023 17:58:23.091661,"(9.0, 17.0, 14.120000000000001)","(3.1, 4.8, 3.7392857142857143)","(6.5, 11.0, 8.6)","(2.05, 3.3, 2.2248)","(7.0, 12.5, 11.225)","(18.0, 40.0, 32.5)"
12-01-2023 17:58:24.124633,"(9.0, 17.0, 14.120000000000001)","(3.1, 4.8, 3.7392857142857143)","(6.5, 11.0, 8.6)","(2.05, 3.3, 2.2248)","(7.0, 12.5, 11.225)","(18.0, 40.0, 32.5)"
12-01-2023 17:58:25.224415,"(9.0, 17.0, 14.120000000000001)","(3.1, 4.8, 3.7392857142857143)","(6.5, 11.0, 8.6)","(2.05, 3.3, 2.2248)","(7.0, 12.5, 11.225)","(18.0, 40.0, 32.5)"
12-01-2023 17:58:26.227992,"(9.0, 17.0, 14.120000000000001)","(3.1, 4.8, 3.7392857142857143)","(6.5, 11.0, 8.6)","(2.05, 3.3, 2.2248)","(7.0, 12.5, 11.225)","(18.0, 40.0, 32.5)"
12-01-2023 17:58:27.338537,"(9.0, 17.0, 14.120000000000001)","(3.1, 4.8, 3.7392857142857143)","(6.5, 11.0, 8.6)","(2.05, 3.3, 2.2248)","(7.0, 12.5, 11.225)","(18.0, 40.0, 32.5)"
12-01-2023 17:58:28.364837,"(9.0, 17.0, 14.120000000000001)","(3.1, 4.8, 3.7392857142857143)","(6.5, 11.0, 8.6)","(2.05, 3.3, 2.2248)","(7.0, 12.5, 11.225)","(18.0, 40.0, 32.5)"
12-01-2023 17:58:29.414631,"(9.0, 17.0, 14.120000000000001)","(3.1, 4.8, 3.7392857142857143)","(6.5, 11.0, 8.6)","(2.05, 3.3, 2.2248)","(7.0, 12.5, 11.225)","(18.0, 40.0, 32.5)"
12-01-2023 17:58:30.434391,"(9.0, 17.0, 14.120000000000001)","(3.1, 4.8, 3.7392857142857143)","(6.5, 11.0, 8.6)","(2.05, 3.3, 2.2248)","(7.0, 12.5, 11.225)","(18.0, 40.0, 32.5)"
12-01-2023 17:58:31.557046,"(9.0, 17.0, 14.120000000000001)","(3.1, 4.8, 3.7392857142857143)","(6.5, 11.0, 8.6)","(2.05, 3.3, 2.2248)","(7.0, 12.5, 11.225)","(18.0, 40.0, 32.5)"
12-01-2023 17:58:32.581475,"(9.0, 17.0, 14.120000000000001)","(3.1, 4.8, 3.7392857142857143)","(6.5, 11.0, 8.6)","(2.05, 3.3, 2.2248)","(7.0, 12.5, 11.225)","(18.0, 40.0, 32.5)"
12-01-2023 17:58:33.698216,"(9.0, 17.0, 14.120000000000001)","(3.1, 4.8, 3.7392857142857143)","(6.5, 11.0, 8.6)","(2.05, 3.3, 2.2248)","(7.0, 12.5, 11.225)","(18.0, 40.0, 32.5)"
12-01-2023 17:58:34.936511,"(9.0, 17.0, 14.120000000000001)","(3.1, 4.8, 3.7392857142857143)","(6.5, 11.0, 8.6)","(2.05, 3.3, 2.2248)","(7.0, 12.5, 11.225)","(18.0, 40.0, 32.5)"
12-01-2023 17:58:36.191816,"(9.0, 17.0, 14.120000000000001)","(3.1, 4.8, 3.7392857142857143)","(6.5, 11.0, 8.6)","(2.05, 3.3, 2.2248)","(7.0, 12.5, 11.225)","(18.0, 40.0, 32.5)"
12-01-2023 17:58:37.305950,"(9.0, 17.0, 14.120000000000001)","(3.1, 4.8, 3.7392857142857143)","(6.5, 11.0, 8.6)","(2.05, 3.3, 2.2248)","(7.0, 12.5, 8.825)","(18.0, 40.0, 32.5)"
12-01-2023 17:58:38.421432,"(9.0, 17.0, 14.120000000000001)","(3.1, 4.8, 3.7392857142857143)","(6.5, 11.0, 8.6)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 32.5)"
12-01-2023 17:58:39.611488,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:58:40.704946,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:58:41.885403,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:58:43.017447,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:58:44.110252,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:58:45.172348,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:58:46.257227,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:58:47.326238,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:58:48.343691,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:58:49.423739,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:58:50.576201,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:58:51.620139,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:58:52.749088,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:58:53.819360,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:58:54.828323,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:58:56.008092,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:58:57.167214,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:58:58.290988,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:58:59.527734,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:00.651172,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:01.748889,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:02.882190,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:03.993790,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:05.072216,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:06.219646,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:07.320216,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:08.442129,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:09.591519,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:10.559721,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:11.615957,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:12.841432,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:13.953462,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:15.094534,"(9.0, 17.0, 12.333333333333334)","(3.1, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.05, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:16.328245,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.0, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:17.494514,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.0, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:18.570490,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.0, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:19.715023,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.0, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:20.810882,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.0, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:21.830274,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.0, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:22.994493,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.0, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:24.078516,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.0, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:25.235781,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.0, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:26.414526,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.0, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:27.496678,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.0, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:28.644123,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.0, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:29.789057,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.0, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:30.869852,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.0, 3.3, 2.266153846153846)","(7.0, 12.5, 8.825)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:32.081336,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.0, 3.3, 2.266153846153846)","(7.0, 12.5, 9.4)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:33.257053,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.0, 3.3, 2.266153846153846)","(7.0, 13.0, 9.4)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:34.393503,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.0, 3.3, 2.266153846153846)","(7.0, 13.0, 9.4)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:35.586384,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.0, 3.3, 2.266153846153846)","(7.0, 13.0, 9.4)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:36.660863,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.0, 3.3, 2.266153846153846)","(7.0, 13.0, 9.4)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:37.755070,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.0, 3.3, 2.266153846153846)","(7.0, 13.0, 9.4)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:38.939541,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.0, 3.3, 2.266153846153846)","(7.0, 13.0, 9.4)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:40.004742,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.0, 3.3, 2.266153846153846)","(7.0, 13.0, 9.4)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:41.145093,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.0, 3.3, 2.266153846153846)","(7.0, 13.0, 9.4)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:42.312353,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.0, 3.3, 2.266153846153846)","(7.0, 13.0, 9.4)","(18.0, 40.0, 22.916666666666668)"
12-01-2023 17:59:43.261739,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 3.81)","(6.5, 11.0, 7.444444444444445)","(2.0, 3.3, 2.266153846153846)","(7.0, 13.0, 9.4)","(18.0, 40.0, 27.1875)"
12-01-2023 17:59:44.456174,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 4.0928571428571425)","(6.5, 11.0, 8.875)","(2.0, 3.3, 2.2920000000000003)","(7.0, 13.0, 9.4)","(18.0, 40.0, 27.1875)"
12-01-2023 17:59:45.615541,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 4.0928571428571425)","(6.5, 11.0, 8.875)","(2.0, 3.3, 2.2920000000000003)","(7.0, 13.0, 9.4)","(18.0, 40.0, 27.1875)"
12-01-2023 17:59:46.736141,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 4.0928571428571425)","(6.5, 11.0, 8.875)","(2.0, 3.3, 2.2920000000000003)","(7.0, 13.0, 9.4)","(18.0, 40.0, 27.1875)"
12-01-2023 17:59:47.974191,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 4.0928571428571425)","(6.5, 11.0, 8.875)","(2.0, 3.3, 2.2920000000000003)","(7.0, 13.0, 9.4)","(18.0, 40.0, 27.1875)"
12-01-2023 17:59:49.175518,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 4.0928571428571425)","(6.5, 11.0, 8.875)","(2.0, 3.3, 2.2920000000000003)","(7.0, 13.0, 9.4)","(18.0, 40.0, 27.1875)"
12-01-2023 17:59:50.250815,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 4.0928571428571425)","(6.5, 11.0, 8.875)","(2.0, 3.3, 2.2920000000000003)","(7.0, 13.0, 9.4)","(18.0, 40.0, 27.1875)"
12-01-2023 17:59:51.366426,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 4.0928571428571425)","(6.5, 11.0, 6.3125)","(2.0, 3.3, 2.2920000000000003)","(7.0, 13.0, 9.566666666666666)","(18.0, 40.0, 27.1875)"
12-01-2023 17:59:52.521481,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 4.0928571428571425)","(6.5, 11.0, 8.708333333333334)","(2.0, 3.3, 2.2920000000000003)","(7.0, 13.5, 9.566666666666666)","(18.0, 40.0, 27.1875)"
12-01-2023 17:59:53.736215,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 4.0928571428571425)","(6.5, 11.0, 5.9375)","(2.0, 3.3, 2.2920000000000003)","(7.0, 13.5, 9.566666666666666)","(18.0, 40.0, 27.1875)"
12-01-2023 17:59:54.914236,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 4.173913043478261)","(6.5, 11.0, 8.6)","(2.0, 3.3, 2.4483870967741934)","(7.0, 13.5, 9.566666666666666)","(18.0, 40.0, 27.1875)"
12-01-2023 17:59:56.167889,"(9.0, 17.0, 12.333333333333334)","(3.2, 4.8, 3.9281249999999996)","(6.5, 11.0, 8.9)","(2.0, 3.3, 2.4483870967741934)","(7.0, 13.5, 9.566666666666666)","(18.0, 40.0, 27.1875)"
12-01-2023 17:59:57.391384,"(9.0, 17.0, 11.75)","(3.2, 4.8, 3.9794117647058824)","(6.5, 11.0, 8.9)","(2.0, 3.3, 2.4483870967741934)","(7.0, 13.5, 9.566666666666666)","(18.0, 40.0, 27.1875)"
12-01-2023 17:59:58.732149,"(9.0, 17.0, 11.75)","(3.2, 4.8, 3.9794117647058824)","(6.5, 11.0, 8.9)","(2.0, 3.3, 2.4483870967741934)","(7.0, 13.5, 9.566666666666666)","(18.0, 40.0, 27.1875)"
12-01-2023 18:00:00.060827,"(9.0, 17.0, 11.75)","(3.2, 4.8, 3.9794117647058824)","(6.5, 11.0, 8.9)","(2.0, 3.3, 2.4483870967741934)","(7.0, 13.5, 12.782352941176471)","(18.0, 40.0, 27.1875)"
12-01-2023 18:00:01.290671,"(9.0, 17.0, 11.75)","(3.2, 4.8, 3.9794117647058824)","(6.5, 11.0, 8.9)","(2.0, 3.3, 2.4483870967741934)","(7.0, 13.5, 9.566666666666666)","(18.0, 40.0, 27.1875)"
12-01-2023 18:00:02.469190,"(9.0, 17.0, 11.75)","(3.2, 4.8, 4.518181818181818)","(6.5, 11.0, 10.557894736842105)","(2.0, 3.3, 3.0166666666666666)","(7.0, 13.5, 10.3)","(18.0, 40.0, 30.6)"
12-01-2023 18:00:03.593162,"(9.0, 17.0, 11.75)","(3.2, 4.8, 4.518181818181818)","(6.5, 11.0, 9.822222222222223)","(2.0, 3.25, 3.0166666666666666)","(7.0, 13.0, 10.3)","(18.0, 38.0, 30.6)"
12-01-2023 18:00:04.799135,"(9.0, 17.0, 11.75)","(3.2, 4.8, 4.518181818181818)","(6.5, 10.0, 8.5)","(2.0, 3.25, 3.0166666666666666)","(7.0, 13.0, 10.3)","(18.0, 38.0, 30.6)"
12-01-2023 18:00:05.953502,"(9.0, 17.0, 11.75)","(3.2, 4.8, 4.518181818181818)","(6.5, 10.0, 8.5)","(2.0, 3.25, 3.0166666666666666)","(7.0, 13.0, 10.3)","(18.0, 38.0, 30.6)"
12-01-2023 18:00:07.069364,"(9.0, 17.0, 11.75)","(3.2, 4.8, 4.518181818181818)","(6.5, 10.0, 8.5)","(2.0, 3.25, 3.0166666666666666)","(7.0, 13.0, 10.3)","(18.0, 38.0, 30.6)"
12-01-2023 18:00:08.227603,"(9.0, 17.0, 11.75)","(3.2, 4.8, 4.518181818181818)","(6.5, 10.0, 8.75)","(2.0, 3.25, 3.0166666666666666)","(7.0, 13.0, 10.3)","(18.0, 38.0, 30.6)"
12-01-2023 18:00:09.381911,"(9.0, 17.0, 11.75)","(3.2, 4.8, 4.518181818181818)","(6.5, 10.5, 8.75)","(2.0, 3.25, 3.0166666666666666)","(7.0, 13.0, 10.3)","(18.0, 38.0, 30.6)"
12-01-2023 18:00:10.483766,"(9.0, 17.0, 11.75)","(3.2, 4.8, 4.518181818181818)","(6.5, 10.5, 8.75)","(2.0, 3.25, 3.0166666666666666)","(7.0, 13.0, 10.3)","(18.0, 38.0, 30.6)"
12-01-2023 18:00:11.711668,"(9.0, 17.0, 11.75)","(3.2, 4.8, 4.518181818181818)","(6.5, 10.5, 8.75)","(2.0, 3.25, 3.0166666666666666)","(7.0, 13.0, 10.3)","(18.0, 38.0, 30.6)"
12-01-2023 18:00:12.857806,"(9.0, 17.0, 11.75)","(3.2, 4.8, 4.518181818181818)","(6.5, 10.5, 8.75)","(2.0, 3.25, 3.0166666666666666)","(7.0, 13.0, 10.3)","(18.0, 38.0, 30.6)"
12-01-2023 18:00:13.925843,"(9.0, 17.0, 11.75)","(3.2, 4.8, 4.518181818181818)","(6.5, 10.5, 8.166666666666666)","(2.0, 3.25, 3.0166666666666666)","(7.0, 13.0, 10.3)","(18.0, 38.0, 30.6)"
12-01-2023 18:00:15.100144,"(9.0, 17.0, 11.75)","(3.2, 4.8, 4.518181818181818)","(6.5, 11.0, 8.333333333333334)","(2.0, 3.25, 2.83)","(7.0, 13.0, 10.3)","(18.0, 38.0, 30.6)"
12-01-2023 18:00:16.203550,"(9.0, 17.0, 11.75)","(3.2, 4.8, 4.518181818181818)","(7.0, 11.0, 8.333333333333334)","(2.0, 3.25, 2.83)","(7.0, 13.0, 10.3)","(19.0, 38.0, 30.6)"
12-01-2023 18:00:17.208740,"(9.0, 17.0, 11.75)","(3.2, 4.8, 4.518181818181818)","(7.0, 11.0, 8.333333333333334)","(2.0, 3.25, 3.078333333333333)","(7.0, 13.0, 10.3)","(19.0, 38.0, 30.6)"
