,Velocity Framed,Kilcoy Castle,Bermuda Sky,Far Out Lexi,Caledonia,Barking Bush
09-01-2023 17:41:06.286865,"(5.0, 9.4, 8.600000000000001)","(4.4, 5.9, 5.1000000000000005)","(4.4, 5.9, 5.75)","(7.5, 14.5, 13.3)","(3.5, 4.2, 4.171428571428572)","(4.8, 7.0, 6.714285714285714)"
09-01-2023 17:41:07.355432,"(5.0, 9.4, 8.600000000000001)","(4.4, 5.9, 5.1000000000000005)","(4.4, 5.9, 5.75)","(7.5, 14.5, 13.3)","(3.5, 4.2, 4.171428571428572)","(4.8, 7.0, 6.714285714285714)"
09-01-2023 17:41:08.397068,"(5.0, 9.4, 8.600000000000001)","(4.4, 5.9, 5.1000000000000005)","(4.4, 5.9, 5.75)","(7.5, 14.5, 13.3)","(3.5, 4.2, 4.171428571428572)","(4.8, 7.0, 6.714285714285714)"
09-01-2023 17:41:11.065696,"(5.0, 9.4, 8.600000000000001)","(4.4, 5.9, 5.1000000000000005)","(4.4, 5.9, 5.75)","(7.5, 14.5, 13.3)","(3.5, 4.2, 4.171428571428572)","(4.8, 7.0, 6.714285714285714)"
09-01-2023 17:41:12.337324,"(5.0, 9.4, 8.600000000000001)","(4.4, 5.9, 5.1000000000000005)","(4.4, 5.9, 5.671428571428572)","(7.5, 14.5, 13.3)","(3.5, 4.2, 4.171428571428572)","(4.8, 7.0, 6.685714285714286)"
09-01-2023 17:41:13.608801,"(5.0, 9.4, 8.600000000000001)","(4.4, 5.9, 5.1000000000000005)","(4.4, 5.9, 5.671428571428572)","(7.5, 14.5, 13.5)","(3.5, 4.2, 4.175)","(4.8, 7.0, 6.771428571428571)"
09-01-2023 17:41:14.724773,"(5.0, 9.4, 8.600000000000001)","(4.4, 5.9, 5.1000000000000005)","(4.4, 5.9, 5.671428571428572)","(7.5, 14.5, 13.5)","(3.5, 4.2, 4.175)","(4.8, 7.0, 6.771428571428571)"
09-01-2023 17:41:15.889221,"(5.0, 9.4, 8.600000000000001)","(4.4, 5.9, 5.1000000000000005)","(4.4, 5.9, 5.671428571428572)","(7.5, 14.5, 13.5)","(3.5, 4.2, 4.175)","(4.8, 7.0, 6.771428571428571)"
09-01-2023 17:41:17.019320,"(5.0, 9.4, 8.600000000000001)","(4.4, 5.9, 5.1000000000000005)","(4.4, 5.9, 5.671428571428572)","(7.5, 14.5, 13.5)","(3.5, 4.2, 4.175)","(4.8, 7.0, 6.771428571428571)"
09-01-2023 17:41:18.178091,"(5.0, 9.4, 8.0)","(4.4, 5.9, 5.1000000000000005)","(4.4, 5.9, 5.671428571428572)","(7.5, 14.5, 13.5)","(3.5, 4.2, 4.175)","(4.8, 7.0, 6.771428571428571)"
09-01-2023 17:41:19.341656,"(5.0, 9.4, 8.0)","(4.4, 5.9, 5.1000000000000005)","(4.4, 5.9, 5.671428571428572)","(7.5, 14.5, 13.5)","(3.5, 4.2, 4.175)","(4.8, 7.0, 6.771428571428571)"
09-01-2023 17:41:20.562730,"(5.0, 9.4, 8.0)","(4.4, 5.9, 4.944444444444445)","(4.4, 5.9, 5.642857142857143)","(7.5, 14.5, 13.5)","(3.5, 4.2, 4.175)","(4.8, 7.0, 6.828571428571428)"
09-01-2023 17:41:21.702182,"(5.0, 9.4, 8.0)","(4.4, 5.7, 5.263636363636364)","(4.4, 5.9, 5.720000000000001)","(7.5, 14.5, 13.5)","(3.5, 4.2, 4.141666666666667)","(4.8, 7.0, 6.828571428571428)"
09-01-2023 17:41:22.828111,"(5.0, 9.4, 8.0)","(4.4, 5.7, 5.263636363636364)","(4.4, 5.9, 5.633333333333334)","(7.5, 14.5, 13.5)","(3.5, 4.2, 4.141666666666667)","(4.8, 7.0, 6.828571428571428)"
09-01-2023 17:41:24.187023,"(5.0, 9.4, 8.0)","(4.4, 5.7, 5.263636363636364)","(4.4, 5.9, 5.633333333333334)","(7.5, 14.5, 13.5)","(3.5, 4.2, 4.141666666666667)","(4.8, 7.0, 6.828571428571428)"
09-01-2023 17:41:25.374174,"(5.0, 9.4, 8.0)","(4.4, 5.7, 5.263636363636364)","(4.4, 5.9, 5.633333333333334)","(7.5, 14.5, 13.5)","(3.5, 4.2, 4.141666666666667)","(4.8, 7.0, 6.828571428571428)"
09-01-2023 17:41:26.618745,"(5.0, 9.4, 8.0)","(4.4, 5.7, 5.1)","(4.4, 5.9, 5.7)","(7.5, 14.5, 13.5)","(3.5, 4.2, 4.141666666666667)","(4.8, 7.0, 6.333333333333333)"
09-01-2023 17:41:27.712600,"(5.0, 9.4, 8.0)","(4.4, 5.7, 5.1)","(4.4, 5.9, 5.7)","(7.5, 14.5, 12.75)","(3.5, 4.2, 4.175)","(4.8, 7.0, 6.2)"
09-01-2023 17:41:28.840046,"(5.0, 9.4, 8.0)","(4.4, 5.7, 5.272222222222222)","(4.4, 5.9, 5.7)","(7.5, 14.0, 12.75)","(3.5, 4.2, 4.175)","(4.8, 7.0, 6.2)"
09-01-2023 17:41:30.061816,"(5.0, 9.4, 8.0)","(4.4, 5.7, 5.294736842105263)","(4.4, 5.9, 5.7)","(7.5, 14.0, 12.75)","(3.5, 4.2, 4.175)","(4.8, 7.0, 6.2)"
09-01-2023 17:41:31.205132,"(5.0, 9.4, 8.0)","(4.4, 5.7, 5.294736842105263)","(4.4, 5.9, 5.7)","(7.5, 14.0, 12.75)","(3.4, 4.2, 4.175)","(4.8, 7.0, 6.2)"
09-01-2023 17:41:32.427237,"(5.0, 9.4, 8.0)","(4.4, 5.7, 5.294736842105263)","(4.4, 5.9, 5.7)","(7.5, 14.0, 12.75)","(3.4, 4.2, 4.175)","(4.8, 7.0, 6.2)"
09-01-2023 17:41:33.622166,"(5.0, 9.4, 8.0)","(4.4, 5.7, 5.294736842105263)","(4.4, 5.9, 5.675)","(7.5, 14.0, 12.75)","(3.4, 4.2, 4.173076923076923)","(4.8, 7.0, 6.828571428571428)"
09-01-2023 17:41:34.708130,"(5.0, 9.4, 8.0)","(4.4, 5.7, 5.294736842105263)","(4.4, 5.9, 5.675)","(7.5, 14.0, 12.75)","(3.4, 4.2, 4.173076923076923)","(4.8, 7.0, 6.828571428571428)"
09-01-2023 17:41:35.753370,"(5.0, 9.4, 8.0)","(4.4, 5.7, 5.294736842105263)","(4.4, 5.9, 5.675)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.2, 4.173076923076923)","(4.8, 7.0, 6.828571428571428)"
09-01-2023 17:41:36.873278,"(5.0, 9.4, 8.0)","(4.4, 5.7, 5.2)","(4.4, 5.9, 5.6)","(7.5, 14.0, 12.75)","(3.4, 4.2, 4.0600000000000005)","(4.8, 7.0, 6.672727272727273)"
09-01-2023 17:41:37.970895,"(5.0, 9.4, 8.105882352941176)","(4.4, 5.7, 5.2)","(4.4, 5.9, 5.6)","(7.5, 14.0, 12.75)","(3.4, 4.2, 4.05)","(4.8, 7.0, 6.672727272727273)"
09-01-2023 17:41:39.103652,"(5.0, 9.4, 7.933333333333334)","(4.4, 5.7, 5.2)","(4.4, 5.9, 5.6)","(7.5, 14.0, 12.75)","(3.4, 4.2, 4.05)","(4.8, 7.0, 6.672727272727273)"
09-01-2023 17:41:40.203458,"(5.0, 9.4, 7.933333333333334)","(4.4, 5.7, 5.2)","(4.4, 5.9, 5.6)","(7.5, 14.0, 12.75)","(3.4, 4.2, 4.05)","(4.8, 7.0, 6.781818181818181)"
09-01-2023 17:41:41.369257,"(5.0, 9.4, 8.0)","(4.4, 5.7, 5.276923076923077)","(4.4, 5.8, 5.333333333333333)","(7.5, 14.0, 12.75)","(3.4, 4.2, 4.05)","(4.8, 7.0, 6.781818181818181)"
09-01-2023 17:41:42.554167,"(5.0, 9.4, 7.933333333333334)","(4.4, 5.7, 5.276923076923077)","(4.4, 5.8, 4.8999999999999995)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.2, 4.018518518518519)","(4.8, 7.0, 6.885714285714285)"
09-01-2023 17:41:43.646317,"(5.0, 9.4, 7.933333333333334)","(4.4, 5.7, 5.276923076923077)","(4.4, 5.7, 4.8999999999999995)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.2, 4.018518518518519)","(4.8, 7.0, 6.885714285714285)"
09-01-2023 17:41:44.745907,"(5.0, 9.4, 7.933333333333334)","(4.4, 5.7, 5.276923076923077)","(4.4, 5.6, 4.866666666666666)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.2, 4.018518518518519)","(4.8, 7.0, 6.885714285714285)"
09-01-2023 17:41:45.771019,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.7, 5.276923076923077)","(4.4, 5.6, 4.866666666666666)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.2, 4.018518518518519)","(4.8, 7.0, 6.885714285714285)"
09-01-2023 17:41:46.856344,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.5, 5.275)","(4.4, 5.6, 5.11875)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.2, 4.018518518518519)","(4.8, 7.0, 6.828571428571428)"
09-01-2023 17:41:47.876776,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.5, 4.917647058823529)","(4.4, 5.6, 5.11875)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.2, 4.018518518518519)","(4.8, 7.0, 6.828571428571428)"
09-01-2023 17:41:48.954458,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.5, 4.8999999999999995)","(4.4, 5.6, 5.11875)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.2, 4.018518518518519)","(4.8, 7.0, 6.828571428571428)"
09-01-2023 17:41:49.959925,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.5, 4.8999999999999995)","(4.4, 5.6, 5.11875)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.2, 4.018518518518519)","(4.8, 7.0, 6.828571428571428)"
09-01-2023 17:41:51.098669,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.5, 4.8999999999999995)","(4.4, 5.6, 5.15)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.2, 4.018518518518519)","(4.8, 7.0, 6.828571428571428)"
09-01-2023 17:41:52.150013,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.5, 4.8999999999999995)","(4.4, 5.5, 5.076470588235295)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.2, 4.07037037037037)","(4.8, 7.0, 6.828571428571428)"
09-01-2023 17:41:53.261872,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.5, 4.8999999999999995)","(4.4, 5.5, 5.078571428571429)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.2, 4.0125)","(4.8, 7.0, 6.828571428571428)"
09-01-2023 17:41:54.344700,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.5, 4.8999999999999995)","(4.4, 5.4, 5.108333333333333)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.2, 4.0125)","(4.8, 7.0, 6.828571428571428)"
09-01-2023 17:41:55.451704,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.5, 4.8999999999999995)","(4.4, 5.4, 5.108333333333333)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.2, 4.0125)","(4.8, 7.0, 6.828571428571428)"
09-01-2023 17:41:56.691036,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.5, 4.8999999999999995)","(4.4, 5.4, 5.108333333333333)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.2, 4.0125)","(4.8, 7.0, 6.828571428571428)"
09-01-2023 17:41:57.831363,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.5, 4.8999999999999995)","(4.4, 5.4, 5.108333333333333)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.2, 4.0125)","(4.8, 7.0, 6.828571428571428)"
09-01-2023 17:41:58.994423,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.5, 4.8999999999999995)","(4.4, 5.4, 5.05625)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.2, 4.0359375)","(4.8, 7.0, 6.828571428571428)"
09-01-2023 17:42:00.103156,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.5, 4.8999999999999995)","(4.4, 5.4, 5.05625)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.2, 4.083333333333334)","(4.8, 7.0, 6.742857142857143)"
09-01-2023 17:42:01.272213,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.5, 4.8999999999999995)","(4.4, 5.4, 5.185714285714286)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.2, 4.054166666666667)","(4.8, 7.0, 6.885714285714285)"
09-01-2023 17:42:02.439911,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.5, 4.8999999999999995)","(4.4, 5.3, 5.185714285714286)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.2, 4.054166666666667)","(4.8, 7.0, 6.822222222222222)"
09-01-2023 17:42:03.687444,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.5, 5.199999999999999)","(4.4, 5.3, 5.185714285714286)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.2, 4.181578947368421)","(4.8, 7.0, 6.885714285714285)"
09-01-2023 17:42:04.810252,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 5.199999999999999)","(4.4, 5.3, 5.185714285714286)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.15)","(4.8, 7.0, 6.885714285714285)"
09-01-2023 17:42:05.931728,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 4.8999999999999995)","(4.4, 5.3, 5.1)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.042857142857143)","(4.8, 7.0, 6.885714285714285)"
09-01-2023 17:42:07.057002,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 4.8999999999999995)","(4.4, 5.3, 5.066666666666666)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.088235294117647)","(4.8, 7.0, 6.885714285714285)"
09-01-2023 17:42:08.481710,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 4.847058823529411)","(4.4, 5.3, 5.066666666666666)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.088235294117647)","(4.8, 7.0, 6.672727272727273)"
09-01-2023 17:42:09.663498,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 4.847058823529411)","(4.4, 5.3, 5.066666666666666)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.088235294117647)","(4.8, 7.0, 6.828571428571428)"
09-01-2023 17:42:11.070965,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 4.847058823529411)","(4.4, 5.3, 5.066666666666666)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.088235294117647)","(4.8, 7.0, 6.828571428571428)"
09-01-2023 17:42:12.440629,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 4.847058823529411)","(4.4, 5.3, 5.066666666666666)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.088235294117647)","(4.8, 7.0, 6.828571428571428)"
09-01-2023 17:42:13.698006,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 4.847058823529411)","(4.4, 5.3, 5.085714285714285)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.146153846153846)","(4.8, 7.0, 6.828571428571428)"
09-01-2023 17:42:14.884613,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 4.847058823529411)","(4.4, 5.2, 5.008333333333333)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.088235294117647)","(4.8, 7.0, 6.76)"
09-01-2023 17:42:16.091891,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 4.847058823529411)","(4.4, 5.3, 5.008333333333333)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.088235294117647)","(4.8, 7.0, 6.885714285714285)"
09-01-2023 17:42:17.413156,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 4.847058823529411)","(4.4, 5.3, 5.008333333333333)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.088235294117647)","(4.8, 7.0, 6.885714285714285)"
09-01-2023 17:42:18.737221,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 4.847058823529411)","(4.4, 5.3, 5.008333333333333)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.088235294117647)","(4.8, 7.0, 6.885714285714285)"
09-01-2023 17:42:19.694174,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 4.847058823529411)","(4.4, 5.3, 5.008333333333333)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.1)","(4.8, 7.0, 6.885714285714285)"
09-01-2023 17:42:20.636802,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 4.833333333333333)","(4.4, 5.3, 4.6000000000000005)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.1)","(4.8, 7.0, 6.885714285714285)"
09-01-2023 17:42:21.709288,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 4.833333333333333)","(4.4, 5.2, 5.008333333333333)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.075)","(4.8, 7.0, 6.76)"
09-01-2023 17:42:22.922954,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 4.833333333333333)","(4.4, 5.3, 5.008333333333333)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.075)","(4.8, 7.0, 6.885714285714285)"
09-01-2023 17:42:24.070934,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 4.833333333333333)","(4.4, 5.3, 5.008333333333333)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.075)","(4.8, 7.0, 6.885714285714285)"
09-01-2023 17:42:25.176071,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 4.833333333333333)","(4.4, 5.3, 5.008333333333333)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.075)","(4.8, 7.0, 6.885714285714285)"
09-01-2023 17:42:26.279442,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 4.833333333333333)","(4.4, 5.3, 5.008333333333333)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.075)","(4.8, 7.0, 6.885714285714285)"
09-01-2023 17:42:27.381856,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 4.833333333333333)","(4.4, 5.3, 5.008333333333333)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.125)","(4.8, 7.0, 6.885714285714285)"
09-01-2023 17:42:28.384321,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 4.833333333333333)","(4.4, 5.2, 5.008333333333333)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.075)","(4.8, 7.0, 6.885714285714285)"
09-01-2023 17:42:29.268192,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 4.833333333333333)","(4.4, 5.3, 5.008333333333333)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.075)","(4.8, 7.0, 6.800000000000001)"
09-01-2023 17:42:30.322303,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 4.833333333333333)","(4.4, 5.3, 5.008333333333333)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.075)","(4.8, 7.2, 6.800000000000001)"
09-01-2023 17:42:31.309774,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 4.833333333333333)","(4.4, 5.3, 5.008333333333333)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.075)","(4.8, 7.2, 6.800000000000001)"
09-01-2023 17:42:32.346333,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 4.833333333333333)","(4.4, 5.3, 5.008333333333333)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.075)","(4.8, 7.2, 6.7)"
09-01-2023 17:42:33.424071,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 4.833333333333333)","(4.4, 5.3, 5.008333333333333)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.075)","(4.8, 7.2, 6.618181818181818)"
09-01-2023 17:42:34.481141,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 4.833333333333333)","(4.4, 5.3, 5.008333333333333)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.075)","(4.8, 7.2, 6.8307692307692305)"
09-01-2023 17:42:35.530204,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 4.833333333333333)","(4.4, 5.3, 5.008333333333333)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.075)","(4.8, 7.2, 6.947368421052632)"
09-01-2023 17:42:36.573624,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 4.821052631578947)","(4.4, 5.3, 5.008333333333333)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.075)","(4.8, 7.2, 7.04)"
09-01-2023 17:42:37.627682,"(5.0, 9.4, 8.127272727272727)","(4.4, 5.3, 4.821052631578947)","(4.4, 5.3, 5.008333333333333)","(7.5, 14.0, 12.333333333333334)","(3.4, 4.3, 4.075)","(4.8, 7.2, 6.8307692307692305)"
09-01-2023 17:42:38.642407,"(5.0, 9.4, 8.127272727272727)","(4.6, 5.3, 4.821052631578947)","(4.2, 5.3, 5.008333333333333)","(8.0, 14.0, 12.333333333333334)","(3.4, 4.3, 4.075)","(5.0, 7.2, 6.8307692307692305)"
09-01-2023 17:42:39.716944,"(5.0, 9.4, 8.127272727272727)","(4.6, 5.3, 4.821052631578947)","(4.2, 5.3, 5.008333333333333)","(8.0, 14.0, 12.333333333333334)","(3.4, 4.3, 4.042105263157895)","(5.0, 7.2, 6.8307692307692305)"
09-01-2023 17:42:40.690869,"(5.0, 9.4, 8.127272727272727)","(4.6, 5.3, 4.821052631578947)","(4.2, 5.3, 5.008333333333333)","(8.0, 14.0, 12.333333333333334)","(3.4, 4.3, 4.042105263157895)","(5.0, 7.2, 6.666666666666667)"
09-01-2023 17:42:41.659452,"(5.0, 9.4, 8.127272727272727)","(4.6, 5.3, 4.821052631578947)","(4.2, 5.3, 5.008333333333333)","(8.0, 14.0, 12.333333333333334)","(3.4, 4.3, 4.042105263157895)","(5.0, 7.2, 6.933333333333334)"
09-01-2023 17:42:42.567015,"(5.0, 9.4, 8.127272727272727)","(4.6, 5.3, 4.821052631578947)","(4.2, 5.3, 5.008333333333333)","(8.0, 14.0, 12.333333333333334)","(3.4, 4.3, 4.042105263157895)","(5.0, 7.2, 6.88)"
09-01-2023 17:42:43.581200,"(5.0, 9.4, 8.127272727272727)","(4.6, 5.3, 4.821052631578947)","(4.2, 5.3, 5.008333333333333)","(8.0, 14.0, 12.076923076923077)","(3.4, 4.3, 4.042105263157895)","(5.0, 7.2, 6.88)"
09-01-2023 17:42:44.714637,"(5.0, 9.4, 8.127272727272727)","(4.6, 5.3, 4.821052631578947)","(4.2, 5.3, 5.008333333333333)","(8.0, 14.0, 12.035714285714286)","(3.4, 4.3, 4.042105263157895)","(5.0, 7.2, 6.88)"
09-01-2023 17:42:45.804003,"(5.0, 9.4, 8.127272727272727)","(4.6, 5.3, 4.821052631578947)","(4.2, 5.3, 5.008333333333333)","(8.0, 14.0, 12.0)","(3.4, 4.3, 4.042105263157895)","(5.0, 7.2, 6.88)"
09-01-2023 17:42:46.907550,"(5.0, 9.4, 8.127272727272727)","(4.6, 5.3, 4.821052631578947)","(4.2, 5.3, 5.008333333333333)","(8.0, 14.0, 12.0)","(3.4, 4.3, 4.042105263157895)","(5.0, 7.2, 6.88)"
09-01-2023 17:42:47.971869,"(5.0, 9.4, 8.127272727272727)","(4.6, 5.3, 4.821052631578947)","(4.2, 5.3, 5.008333333333333)","(8.0, 14.0, 12.0)","(3.4, 4.3, 4.042105263157895)","(5.0, 7.2, 6.8307692307692305)"
09-01-2023 17:42:48.997014,"(5.0, 9.4, 8.066666666666666)","(4.6, 5.3, 4.821052631578947)","(4.2, 5.3, 5.008333333333333)","(8.0, 14.0, 12.0)","(3.4, 4.3, 4.042105263157895)","(5.0, 7.2, 6.8307692307692305)"
09-01-2023 17:42:50.024076,"(5.0, 9.4, 8.066666666666666)","(4.6, 5.3, 4.821052631578947)","(4.2, 5.2, 5.05)","(8.0, 14.0, 12.0)","(3.4, 4.3, 4.042105263157895)","(5.0, 7.2, 6.947368421052632)"
09-01-2023 17:42:50.956375,"(5.0, 9.4, 8.066666666666666)","(4.6, 5.3, 4.821052631578947)","(4.2, 5.2, 5.05)","(8.0, 14.0, 12.0)","(3.4, 4.3, 4.042105263157895)","(5.0, 7.2, 6.947368421052632)"
09-01-2023 17:42:51.853437,"(5.0, 9.4, 8.066666666666666)","(4.6, 5.3, 4.821052631578947)","(4.2, 5.2, 5.05)","(8.0, 14.0, 12.0)","(3.4, 4.3, 4.042105263157895)","(5.0, 7.2, 6.947368421052632)"
09-01-2023 17:42:52.736852,"(5.0, 9.4, 8.066666666666666)","(4.6, 5.3, 4.821052631578947)","(4.2, 5.2, 5.05)","(8.0, 14.0, 12.0)","(3.4, 4.3, 4.042105263157895)","(5.0, 7.2, 6.8307692307692305)"
09-01-2023 17:42:53.609590,"(5.0, 9.4, 7.9)","(4.6, 5.3, 4.821052631578947)","(4.2, 5.2, 5.05)","(8.0, 14.0, 12.0)","(3.4, 4.3, 4.042105263157895)","(5.0, 7.2, 6.8307692307692305)"
09-01-2023 17:42:54.587795,"(5.0, 9.4, 8.066666666666666)","(4.6, 5.3, 4.821052631578947)","(4.2, 5.2, 5.05)","(8.0, 14.0, 12.0)","(3.4, 4.3, 4.042105263157895)","(5.0, 7.2, 6.666666666666667)"
09-01-2023 17:42:55.528147,"(5.0, 9.4, 8.066666666666666)","(4.6, 5.3, 4.821052631578947)","(4.2, 5.2, 4.577777777777778)","(8.0, 14.0, 12.0)","(3.4, 4.3, 4.042105263157895)","(5.0, 7.2, 6.953846153846154)"
09-01-2023 17:42:56.510488,"(5.0, 9.4, 7.96)","(4.6, 5.3, 4.742857142857143)","(4.2, 5.2, 4.966666666666667)","(8.0, 14.0, 12.0)","(3.4, 4.3, 4.042105263157895)","(5.0, 7.2, 6.953846153846154)"
09-01-2023 17:42:57.513870,"(5.0, 9.4, 8.2)","(4.6, 5.3, 4.742857142857143)","(4.2, 5.2, 4.966666666666667)","(8.0, 14.0, 12.0)","(3.4, 4.3, 4.042105263157895)","(5.0, 7.2, 6.953846153846154)"
09-01-2023 17:42:58.765171,"(5.0, 9.2, 8.31111111111111)","(4.6, 5.2, 4.729411764705882)","(4.2, 5.2, 4.966666666666667)","(8.0, 14.0, 12.0)","(3.4, 4.3, 4.042105263157895)","(5.0, 7.2, 6.953846153846154)"
09-01-2023 17:42:59.795545,"(5.0, 9.0, 8.3)","(4.6, 5.2, 4.729411764705882)","(4.2, 5.2, 4.966666666666667)","(8.0, 14.0, 12.0)","(3.4, 4.3, 4.042105263157895)","(5.0, 7.2, 6.953846153846154)"
09-01-2023 17:43:00.717556,"(5.0, 9.0, 8.3)","(4.6, 5.1, 4.85)","(4.2, 5.2, 4.966666666666667)","(8.0, 14.0, 12.0)","(3.4, 4.3, 4.042105263157895)","(5.0, 7.2, 6.953846153846154)"
09-01-2023 17:43:01.671523,"(5.0, 9.0, 8.3)","(4.6, 5.1, 4.7875)","(4.2, 5.2, 4.966666666666667)","(8.0, 14.0, 12.035714285714286)","(3.4, 4.3, 4.042105263157895)","(5.0, 7.2, 6.8307692307692305)"
09-01-2023 17:43:02.647398,"(5.0, 9.0, 8.3)","(4.6, 5.1, 4.7875)","(4.2, 5.2, 4.99)","(8.0, 14.0, 12.035714285714286)","(3.4, 4.3, 4.042105263157895)","(5.0, 7.2, 6.8307692307692305)"
