,Billy Buttons,Knighted Shadow,Wyndsor Rose,Corporal Trigger,Real Steel,Effect On Me,From The Area,Tap Out Diesel
11-01-2023 14:53:22.434293,"(2.8, 3.2, 2.8826666666666667)","(20.0, 50.0, 42.0)","(3.8, 7.4, 4.377777777777778)","(20.0, 65.0, 56.0)","(4.8, 8.6, 6.199999999999999)","(14.0, 38.0, 32.25)","(4.8, 7.6, 7.08)","(9.0, 18.0, 15.133333333333333)"
11-01-2023 14:53:23.615076,"(2.8, 3.2, 2.8826666666666667)","(20.0, 50.0, 42.0)","(3.8, 7.4, 4.377777777777778)","(20.0, 65.0, 56.0)","(4.8, 8.6, 6.199999999999999)","(14.0, 38.0, 32.25)","(4.8, 7.6, 7.08)","(9.0, 18.0, 15.133333333333333)"
11-01-2023 14:53:24.773100,"(2.8, 3.2, 2.8826666666666667)","(20.0, 50.0, 42.0)","(3.8, 7.4, 4.377777777777778)","(20.0, 65.0, 56.0)","(4.8, 8.6, 6.199999999999999)","(14.0, 38.0, 32.25)","(4.8, 7.6, 7.08)","(9.0, 18.0, 15.133333333333333)"
11-01-2023 14:53:25.978704,"(2.8, 3.2, 2.8826666666666667)","(20.0, 50.0, 42.0)","(3.8, 7.4, 4.377777777777778)","(20.0, 65.0, 56.0)","(4.8, 8.6, 6.199999999999999)","(14.0, 38.0, 32.25)","(4.8, 7.6, 7.08)","(9.0, 18.0, 15.133333333333333)"
11-01-2023 14:53:27.065348,"(2.8, 3.2, 2.8826666666666667)","(20.0, 50.0, 42.0)","(3.8, 7.4, 4.377777777777778)","(20.0, 65.0, 56.0)","(4.8, 8.6, 6.199999999999999)","(14.0, 38.0, 32.25)","(4.8, 7.6, 7.08)","(9.0, 18.0, 15.133333333333333)"
11-01-2023 14:53:28.166276,"(2.8, 3.2, 2.8826666666666667)","(20.0, 60.0, 33.75)","(3.8, 7.4, 4.377777777777778)","(20.0, 65.0, 56.0)","(4.8, 8.6, 6.199999999999999)","(14.0, 38.0, 32.25)","(4.8, 7.6, 7.08)","(9.0, 18.0, 15.133333333333333)"
11-01-2023 14:53:29.339469,"(2.8, 3.2, 2.8826666666666667)","(20.0, 60.0, 33.75)","(3.8, 7.4, 4.377777777777778)","(20.0, 65.0, 56.0)","(4.8, 8.6, 6.199999999999999)","(14.0, 38.0, 32.25)","(4.8, 7.6, 7.08)","(9.0, 18.0, 15.133333333333333)"
11-01-2023 14:53:30.530684,"(2.8, 3.2, 2.8826666666666667)","(20.0, 60.0, 33.75)","(3.8, 7.4, 4.377777777777778)","(20.0, 65.0, 56.0)","(4.8, 8.6, 6.199999999999999)","(14.0, 38.0, 32.25)","(4.8, 7.6, 7.08)","(9.0, 18.0, 15.133333333333333)"
11-01-2023 14:53:31.696196,"(2.8, 3.2, 2.8826666666666667)","(20.0, 60.0, 33.75)","(3.8, 7.4, 4.377777777777778)","(20.0, 65.0, 56.0)","(4.8, 8.6, 6.199999999999999)","(14.0, 38.0, 32.25)","(4.8, 7.6, 7.08)","(9.0, 18.0, 15.133333333333333)"
11-01-2023 14:53:32.841528,"(2.8, 3.2, 2.8826666666666667)","(20.0, 60.0, 33.75)","(3.8, 7.4, 4.377777777777778)","(20.0, 65.0, 56.0)","(4.8, 8.6, 6.199999999999999)","(14.0, 38.0, 32.25)","(4.8, 7.6, 7.08)","(9.0, 18.0, 15.133333333333333)"
11-01-2023 14:53:33.947400,"(2.8, 3.2, 2.8826666666666667)","(20.0, 60.0, 33.75)","(3.8, 7.4, 4.377777777777778)","(20.0, 65.0, 56.0)","(4.8, 8.6, 6.199999999999999)","(14.0, 38.0, 32.25)","(4.8, 7.6, 7.08)","(9.0, 18.0, 15.133333333333333)"
11-01-2023 14:53:35.045617,"(2.8, 3.2, 2.8826666666666667)","(20.0, 60.0, 33.75)","(3.8, 7.4, 4.377777777777778)","(20.0, 65.0, 56.0)","(4.8, 8.6, 6.199999999999999)","(14.0, 38.0, 32.25)","(4.8, 7.6, 7.08)","(9.0, 18.0, 15.133333333333333)"
11-01-2023 14:53:36.145877,"(2.8, 3.2, 2.8826666666666667)","(20.0, 60.0, 33.75)","(3.8, 7.4, 4.377777777777778)","(20.0, 65.0, 56.0)","(4.8, 8.6, 6.199999999999999)","(14.0, 38.0, 32.25)","(4.8, 7.6, 7.08)","(9.0, 18.0, 15.133333333333333)"
11-01-2023 14:53:37.236974,"(2.8, 3.2, 2.8826666666666667)","(20.0, 60.0, 33.75)","(3.8, 7.4, 4.377777777777778)","(20.0, 65.0, 56.0)","(4.8, 8.6, 6.199999999999999)","(14.0, 38.0, 32.25)","(4.8, 7.6, 7.08)","(9.0, 18.0, 15.133333333333333)"
11-01-2023 14:53:38.309363,"(2.8, 3.2, 2.8826666666666667)","(20.0, 60.0, 29.454545454545453)","(3.8, 7.4, 4.377777777777778)","(20.0, 65.0, 59.375)","(4.8, 8.6, 6.199999999999999)","(14.0, 38.0, 35.125)","(4.8, 7.6, 7.08)","(9.0, 18.0, 15.133333333333333)"
11-01-2023 14:53:39.451125,"(2.8, 3.2, 2.8826666666666667)","(20.0, 60.0, 37.599999999999994)","(3.8, 7.4, 4.377777777777778)","(20.0, 65.0, 59.375)","(4.8, 8.6, 6.199999999999999)","(14.0, 38.0, 35.125)","(4.8, 7.6, 7.08)","(9.0, 18.0, 15.133333333333333)"
11-01-2023 14:53:40.554490,"(2.8, 3.2, 2.8826666666666667)","(20.0, 60.0, 37.599999999999994)","(3.8, 7.4, 4.377777777777778)","(20.0, 65.0, 59.375)","(4.8, 8.6, 6.199999999999999)","(14.0, 38.0, 35.125)","(4.8, 7.6, 7.08)","(9.0, 18.0, 15.133333333333333)"
11-01-2023 14:53:41.710599,"(2.8, 3.2, 2.8826666666666667)","(20.0, 60.0, 37.599999999999994)","(3.8, 7.4, 4.377777777777778)","(20.0, 65.0, 59.375)","(4.8, 8.6, 6.199999999999999)","(14.0, 38.0, 35.125)","(4.8, 7.6, 7.08)","(9.0, 18.0, 15.133333333333333)"
11-01-2023 14:53:42.896880,"(2.8, 3.2, 2.8826666666666667)","(20.0, 60.0, 37.599999999999994)","(3.8, 7.4, 4.377777777777778)","(20.0, 65.0, 59.375)","(4.8, 8.6, 6.199999999999999)","(14.0, 38.0, 35.125)","(4.8, 7.6, 7.08)","(9.0, 18.0, 15.133333333333333)"
11-01-2023 14:53:44.097749,"(2.8, 3.2, 2.8826666666666667)","(20.0, 60.0, 37.599999999999994)","(3.8, 7.4, 4.377777777777778)","(20.0, 65.0, 59.375)","(4.8, 8.6, 6.199999999999999)","(14.0, 38.0, 35.125)","(4.8, 7.6, 7.08)","(9.0, 18.0, 15.133333333333333)"
11-01-2023 14:53:45.302952,"(2.8, 3.2, 2.8826666666666667)","(20.0, 60.0, 37.599999999999994)","(3.8, 7.4, 4.377777777777778)","(20.0, 65.0, 59.375)","(4.8, 8.6, 6.199999999999999)","(14.0, 38.0, 35.125)","(4.8, 7.6, 7.08)","(9.0, 18.0, 15.133333333333333)"
