,Mollidor,Hear The Call Nz,Harry Croft,My Ultimate Heston,Chasin Dreamz,Downtown Lucca,Awayovernight Nz,Jaydes Terror,Rocco Variety
08-12-2022 15:05:01.449576,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.433333333333334)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 19.0)"
08-12-2022 15:05:02.739445,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.5, 11.266666666666667)","(3.0, 99999, 99990)","(26.0, 48.0, 44.15384615384615)","(16.0, 28.0, 24.4)"
08-12-2022 15:05:04.067823,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 15.0, 14.984615384615385)","(3.0, 99999, 99990)","(26.0, 48.0, 44.15384615384615)","(16.0, 28.0, 24.4)"
08-12-2022 15:05:05.407164,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 16.0, 14.984615384615385)","(3.0, 99999, 99990)","(26.0, 48.0, 44.15384615384615)","(16.0, 28.0, 24.4)"
08-12-2022 15:05:06.803330,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 16.0, 14.984615384615385)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 17.2)"
08-12-2022 15:05:08.236932,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 16.0, 11.6)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 24.4)"
08-12-2022 15:05:09.637070,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 16.0, 11.6)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 24.4)"
08-12-2022 15:05:11.047580,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 21.5)","(14.0, 27.0, 19.333333333333332)","(9.0, 16.0, 11.6)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 24.4)"
08-12-2022 15:05:12.344331,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 21.666666666666664)","(14.0, 27.0, 17.8)","(9.0, 16.0, 11.6)","(3.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(16.0, 28.0, 26.529411764705884)"
08-12-2022 15:05:13.607594,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 21.666666666666664)","(14.0, 27.0, 23.933333333333334)","(9.0, 16.0, 11.6)","(3.0, 99999, 99990)","(26.0, 48.0, 40.0)","(16.0, 28.0, 24.8)"
08-12-2022 15:05:14.825719,"(19.0, 36.0, 30.666666666666664)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.0)","(14.0, 27.0, 18.2)","(9.0, 16.0, 11.6)","(3.0, 99999, 99990)","(26.0, 48.0, 40.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:05:16.012772,"(19.0, 36.0, 30.666666666666664)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.0)","(14.0, 27.0, 18.2)","(9.0, 16.0, 11.6)","(3.0, 99999, 99990)","(26.0, 48.0, 40.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:05:17.262715,"(19.0, 36.0, 30.666666666666664)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 27.0, 18.2)","(9.0, 16.0, 11.6)","(3.0, 99999, 99990)","(26.0, 48.0, 40.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:05:18.509496,"(19.0, 36.0, 30.666666666666664)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 27.0, 18.2)","(9.0, 16.0, 11.6)","(3.0, 99999, 99990)","(26.0, 48.0, 41.75)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:05:19.831882,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 27.0, 18.2)","(9.0, 16.0, 11.6)","(3.0, 99999, 99990)","(26.0, 48.0, 41.75)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:05:21.186005,"(19.0, 36.0, 33.5)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 24.083333333333336)","(14.0, 27.0, 24.066666666666666)","(9.0, 16.0, 11.6)","(3.0, 99999, 99990)","(26.0, 48.0, 40.333333333333336)","(16.0, 28.0, 24.857142857142858)"
08-12-2022 15:05:22.518720,"(19.0, 36.0, 33.5)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 24.083333333333336)","(14.0, 27.0, 25.240000000000002)","(9.0, 16.0, 11.6)","(3.0, 99999, 99990)","(26.0, 48.0, 40.333333333333336)","(16.0, 28.0, 26.166666666666664)"
08-12-2022 15:05:23.979290,"(19.0, 36.0, 33.5)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 24.083333333333336)","(14.0, 27.0, 25.240000000000002)","(9.0, 16.0, 11.6)","(3.0, 99999, 99990)","(26.0, 48.0, 40.333333333333336)","(16.0, 28.0, 26.166666666666664)"
08-12-2022 15:05:25.470099,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 18.0)","(14.0, 27.0, 24.642857142857142)","(9.0, 16.0, 11.6)","(3.0, 99999, 99990)","(26.0, 48.0, 40.333333333333336)","(16.0, 28.0, 26.166666666666664)"
08-12-2022 15:05:26.950920,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 27.0, 18.2)","(9.0, 16.0, 11.6)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:05:28.353316,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 27.0, 18.2)","(9.0, 16.0, 11.6)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:05:29.740528,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 27.0, 18.2)","(9.0, 16.0, 11.6)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:05:31.109708,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 27.0, 18.2)","(9.0, 16.0, 11.6)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:05:32.611190,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 27.0, 18.2)","(9.0, 16.0, 11.6)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:05:34.004974,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 27.0, 18.2)","(9.0, 16.0, 11.6)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:05:35.367586,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 27.0, 18.2)","(9.0, 16.0, 11.6)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:05:37.021383,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 27.0, 18.2)","(9.0, 16.0, 11.6)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:05:38.708375,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 27.0, 18.2)","(9.0, 16.0, 11.6)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:05:40.141784,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 27.0, 18.5)","(9.0, 16.0, 11.6)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:05:41.457127,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 27.333333333333332)","(14.0, 26.0, 22.57142857142857)","(14.0, 26.0, 18.666666666666668)","(9.0, 16.0, 11.6)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:05:42.773414,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 24.0, 18.666666666666668)","(9.0, 16.0, 10.799999999999999)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:05:44.110566,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 24.0, 18.666666666666668)","(9.0, 14.0, 11.25)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:05:45.443797,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 24.0, 18.666666666666668)","(9.0, 13.5, 11.25)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:05:46.817415,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 24.0, 18.666666666666668)","(9.0, 13.5, 12.783333333333333)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:05:48.237297,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 24.0, 18.666666666666668)","(9.0, 13.5, 12.783333333333333)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:05:49.662322,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 24.0, 18.666666666666668)","(9.0, 13.5, 11.7)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:05:51.030891,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 24.0, 18.666666666666668)","(9.0, 13.5, 11.7)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:05:52.508734,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 24.0, 18.666666666666668)","(9.0, 13.5, 12.783333333333333)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:05:53.881316,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 24.0, 18.666666666666668)","(9.0, 13.5, 12.783333333333333)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:05:55.253130,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 24.0, 18.666666666666668)","(9.0, 13.5, 11.7)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:05:56.554237,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 24.0, 18.666666666666668)","(9.0, 13.5, 11.7)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:05:57.915279,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 24.0, 18.666666666666668)","(9.0, 13.5, 12.783333333333333)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:05:59.292129,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 24.0, 18.666666666666668)","(9.0, 13.5, 12.783333333333333)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:06:00.601541,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 24.0, 18.666666666666668)","(9.0, 13.5, 11.7)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:06:01.915800,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 24.0, 18.666666666666668)","(9.0, 13.5, 12.783333333333333)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:06:03.180215,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 24.0, 18.666666666666668)","(9.0, 13.5, 12.783333333333333)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:06:04.446734,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 24.0, 18.666666666666668)","(9.0, 13.5, 12.783333333333333)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:06:05.743589,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 35.333333333333336)","(14.0, 26.0, 22.57142857142857)","(14.0, 24.0, 18.666666666666668)","(9.0, 13.5, 11.7)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:06:07.158146,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 40.888888888888886)","(14.0, 26.0, 22.57142857142857)","(14.0, 24.0, 18.666666666666668)","(9.0, 13.5, 10.928571428571429)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:06:08.573351,"(19.0, 36.0, 25.333333333333332)","(1.85, 99999, 99990)","(21.0, 42.0, 39.07692307692308)","(14.0, 26.0, 24.083333333333336)","(14.0, 24.0, 22.76923076923077)","(9.0, 13.5, 10.928571428571429)","(3.0, 99999, 99990)","(26.0, 48.0, 44.30769230769231)","(16.0, 28.0, 24.857142857142858)"
08-12-2022 15:06:09.903458,"(19.0, 36.0, 29.6)","(1.85, 99999, 99990)","(21.0, 42.0, 39.07692307692308)","(14.0, 26.0, 22.857142857142858)","(14.0, 24.0, 22.76923076923077)","(9.0, 13.5, 10.928571428571429)","(3.0, 99999, 99990)","(26.0, 48.0, 40.333333333333336)","(16.0, 28.0, 24.857142857142858)"
08-12-2022 15:06:11.439146,"(19.0, 36.0, 30.0)","(1.85, 99999, 99990)","(21.0, 42.0, 39.07692307692308)","(14.0, 26.0, 22.857142857142858)","(14.0, 24.0, 22.76923076923077)","(9.0, 13.5, 10.928571428571429)","(3.0, 99999, 99990)","(26.0, 48.0, 40.333333333333336)","(16.0, 28.0, 24.857142857142858)"
08-12-2022 15:06:12.949285,"(19.0, 36.0, 26.0)","(1.85, 99999, 99990)","(21.0, 42.0, 34.4)","(14.0, 26.0, 18.666666666666668)","(14.0, 24.0, 18.666666666666668)","(9.0, 13.5, 10.928571428571429)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:06:14.299962,"(19.0, 36.0, 26.0)","(1.85, 99999, 99990)","(21.0, 42.0, 30.0)","(14.0, 26.0, 18.666666666666668)","(14.0, 24.0, 22.76923076923077)","(9.0, 13.5, 10.928571428571429)","(3.0, 99999, 99990)","(26.0, 48.0, 44.30769230769231)","(16.0, 28.0, 25.294117647058826)"
08-12-2022 15:06:15.626292,"(19.0, 36.0, 26.0)","(1.85, 99999, 99990)","(21.0, 42.0, 30.0)","(14.0, 26.0, 18.666666666666668)","(14.0, 24.0, 22.76923076923077)","(9.0, 13.5, 10.928571428571429)","(3.0, 99999, 99990)","(26.0, 48.0, 44.30769230769231)","(16.0, 28.0, 25.294117647058826)"
08-12-2022 15:06:16.970817,"(19.0, 36.0, 26.0)","(1.85, 99999, 99990)","(21.0, 42.0, 30.0)","(14.0, 26.0, 18.666666666666668)","(14.0, 24.0, 22.76923076923077)","(9.0, 13.5, 10.928571428571429)","(3.0, 99999, 99990)","(26.0, 48.0, 44.30769230769231)","(16.0, 28.0, 25.294117647058826)"
08-12-2022 15:06:18.364923,"(19.0, 36.0, 26.0)","(1.85, 99999, 99990)","(21.0, 42.0, 30.0)","(14.0, 26.0, 18.666666666666668)","(14.0, 24.0, 18.666666666666668)","(9.0, 13.5, 10.928571428571429)","(3.0, 99999, 99990)","(26.0, 48.0, 40.333333333333336)","(16.0, 28.0, 21.42857142857143)"
08-12-2022 15:06:19.715858,"(19.0, 36.0, 31.0)","(1.85, 99999, 99990)","(21.0, 42.0, 39.230769230769226)","(14.0, 26.0, 18.666666666666668)","(14.0, 24.0, 22.76923076923077)","(9.0, 13.5, 10.928571428571429)","(3.0, 99999, 99990)","(26.0, 48.0, 40.333333333333336)","(16.0, 28.0, 26.166666666666664)"
08-12-2022 15:06:21.070082,"(19.0, 36.0, 31.0)","(1.85, 99999, 99990)","(21.0, 42.0, 39.230769230769226)","(14.0, 26.0, 18.666666666666668)","(14.0, 24.0, 22.76923076923077)","(9.0, 13.5, 10.928571428571429)","(3.0, 99999, 99990)","(26.0, 48.0, 40.333333333333336)","(16.0, 28.0, 26.166666666666664)"
08-12-2022 15:06:22.333614,"(19.0, 36.0, 31.0)","(1.85, 99999, 99990)","(21.0, 42.0, 39.230769230769226)","(14.0, 26.0, 18.666666666666668)","(14.0, 24.0, 23.304347826086957)","(9.0, 13.5, 10.928571428571429)","(3.0, 99999, 99990)","(26.0, 48.0, 40.333333333333336)","(16.0, 28.0, 27.0)"
08-12-2022 15:06:23.581787,"(19.0, 36.0, 31.0)","(1.85, 99999, 99990)","(21.0, 42.0, 40.434782608695656)","(14.0, 26.0, 18.666666666666668)","(14.0, 24.0, 19.0)","(9.0, 13.5, 10.928571428571429)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 26.166666666666664)"
08-12-2022 15:06:24.754258,"(19.0, 36.0, 26.0)","(1.85, 99999, 99990)","(21.0, 42.0, 30.666666666666668)","(14.0, 26.0, 18.666666666666668)","(14.0, 24.0, 19.0)","(9.0, 13.5, 10.928571428571429)","(3.0, 99999, 99990)","(26.0, 48.0, 32.0)","(16.0, 28.0, 23.4)"
08-12-2022 15:06:25.915418,"(19.0, 36.0, 26.0)","(1.85, 99999, 99990)","(21.0, 42.0, 30.666666666666668)","(14.0, 26.0, 18.666666666666668)","(14.0, 24.0, 19.0)","(9.0, 13.5, 10.227272727272727)","(3.0, 99999, 99990)","(26.0, 48.0, 44.30769230769231)","(16.0, 28.0, 23.4)"
08-12-2022 15:06:27.182046,"(19.0, 36.0, 31.0)","(1.85, 99999, 99990)","(21.0, 42.0, 39.38461538461539)","(14.0, 26.0, 18.666666666666668)","(14.0, 24.0, 22.846153846153847)","(9.0, 13.5, 10.227272727272727)","(3.0, 99999, 99990)","(26.0, 48.0, 36.5)","(16.0, 28.0, 26.166666666666664)"
08-12-2022 15:06:28.406237,"(19.0, 36.0, 31.0)","(1.85, 99999, 99990)","(21.0, 42.0, 39.38461538461539)","(14.0, 26.0, 18.666666666666668)","(14.0, 24.0, 22.846153846153847)","(9.0, 13.5, 10.227272727272727)","(3.0, 99999, 99990)","(26.0, 48.0, 42.25)","(16.0, 28.0, 26.166666666666664)"
08-12-2022 15:06:29.682436,"(19.0, 36.0, 31.0)","(1.85, 99999, 99990)","(21.0, 42.0, 39.38461538461539)","(14.0, 26.0, 18.666666666666668)","(14.0, 24.0, 22.846153846153847)","(9.0, 13.5, 10.227272727272727)","(3.0, 99999, 99990)","(26.0, 48.0, 42.25)","(16.0, 28.0, 26.166666666666664)"
08-12-2022 15:06:30.964670,"(19.0, 36.0, 31.0)","(1.85, 99999, 99990)","(21.0, 42.0, 30.666666666666668)","(14.0, 26.0, 18.666666666666668)","(14.0, 24.0, 19.0)","(9.0, 13.5, 10.227272727272727)","(3.0, 99999, 99990)","(26.0, 48.0, 42.25)","(16.0, 28.0, 25.333333333333332)"
08-12-2022 15:06:32.270735,"(19.0, 36.0, 26.0)","(1.85, 99999, 99990)","(21.0, 42.0, 39.38461538461539)","(14.0, 26.0, 18.666666666666668)","(14.0, 24.0, 22.846153846153847)","(9.0, 13.5, 10.227272727272727)","(3.0, 99999, 99990)","(26.0, 48.0, 42.25)","(16.0, 28.0, 26.46666666666667)"
08-12-2022 15:06:33.576355,"(19.0, 36.0, 26.0)","(1.85, 99999, 99990)","(21.0, 42.0, 40.52173913043478)","(14.0, 26.0, 18.666666666666668)","(14.0, 24.0, 23.347826086956523)","(9.0, 13.5, 10.227272727272727)","(3.0, 99999, 99990)","(26.0, 48.0, 42.25)","(16.0, 28.0, 26.166666666666664)"
08-12-2022 15:06:34.781897,"(19.0, 36.0, 33.69230769230769)","(1.85, 99999, 99990)","(21.0, 42.0, 40.52173913043478)","(14.0, 26.0, 18.666666666666668)","(14.0, 24.0, 19.333333333333332)","(9.0, 13.5, 10.227272727272727)","(3.0, 99999, 99990)","(26.0, 48.0, 42.25)","(16.0, 28.0, 26.307692307692307)"
08-12-2022 15:06:36.006718,"(19.0, 36.0, 34.69565217391305)","(1.85, 99999, 99990)","(21.0, 42.0, 39.38461538461539)","(14.0, 26.0, 18.666666666666668)","(14.0, 24.0, 19.333333333333332)","(9.0, 13.5, 10.227272727272727)","(3.0, 99999, 99990)","(26.0, 48.0, 42.25)","(16.0, 28.0, 26.307692307692307)"
08-12-2022 15:06:37.222568,"(19.0, 36.0, 30.4)","(1.85, 99999, 99990)","(21.0, 42.0, 39.33333333333333)","(14.0, 26.0, 18.666666666666668)","(14.0, 24.0, 19.0)","(9.0, 13.5, 10.227272727272727)","(3.0, 99999, 99990)","(26.0, 48.0, 42.25)","(16.0, 28.0, 26.25)"
08-12-2022 15:06:38.422818,"(19.0, 36.0, 30.4)","(1.85, 99999, 99990)","(21.0, 42.0, 39.33333333333333)","(14.0, 26.0, 18.666666666666668)","(14.0, 24.0, 19.0)","(9.0, 13.5, 10.227272727272727)","(3.0, 99999, 99990)","(26.0, 48.0, 42.25)","(16.0, 28.0, 26.25)"
08-12-2022 15:06:39.629667,"(19.0, 36.0, 30.4)","(1.85, 99999, 99990)","(21.0, 42.0, 39.33333333333333)","(14.0, 26.0, 18.666666666666668)","(14.0, 24.0, 22.846153846153847)","(9.0, 13.5, 10.227272727272727)","(3.0, 99999, 99990)","(26.0, 48.0, 42.25)","(16.0, 28.0, 26.25)"
08-12-2022 15:06:40.880557,"(19.0, 36.0, 30.4)","(1.85, 99999, 99990)","(21.0, 42.0, 39.33333333333333)","(14.0, 26.0, 18.666666666666668)","(14.0, 24.0, 22.846153846153847)","(9.0, 13.5, 10.227272727272727)","(3.0, 99999, 99990)","(26.0, 48.0, 42.25)","(16.0, 28.0, 20.666666666666668)"
08-12-2022 15:06:42.100094,"(19.0, 36.0, 30.4)","(1.85, 99999, 99990)","(21.0, 42.0, 30.666666666666668)","(14.0, 26.0, 18.666666666666668)","(14.0, 24.0, 19.0)","(9.0, 13.5, 10.227272727272727)","(3.0, 99999, 99990)","(26.0, 48.0, 42.25)","(16.0, 28.0, 20.666666666666668)"
08-12-2022 15:06:43.280144,"(19.0, 36.0, 26.0)","(1.85, 99999, 99990)","(21.0, 42.0, 30.666666666666668)","(14.0, 26.0, 18.666666666666668)","(14.0, 24.0, 19.0)","(9.0, 13.5, 10.227272727272727)","(3.0, 99999, 99990)","(26.0, 48.0, 42.25)","(16.0, 28.0, 26.307692307692307)"
08-12-2022 15:06:44.408420,"(19.0, 36.0, 26.0)","(1.85, 99999, 99990)","(21.0, 42.0, 39.38461538461539)","(14.0, 26.0, 18.666666666666668)","(14.0, 24.0, 22.846153846153847)","(9.0, 13.5, 10.227272727272727)","(3.0, 99999, 99990)","(26.0, 48.0, 42.25)","(16.0, 28.0, 26.307692307692307)"
