,Smiling Walnut,Chinotto Girl,Jingalong Lotte,Ginger Jess,Shaq Owes,Eris Lucy,Winter Skye,Shrimp Boat
10-01-2023 18:24:35.865089,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.0)","(4.6, 7.4, 6.328571428571429)","(21.0, 95.0, 58.0)","(16.0, 42.0, 29.5)","(31.0, 180.0, 105.0)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 30.25)"
10-01-2023 18:24:36.968186,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.0)","(4.6, 7.4, 6.328571428571429)","(21.0, 95.0, 58.0)","(16.0, 42.0, 29.5)","(31.0, 180.0, 105.0)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 30.25)"
10-01-2023 18:24:38.253138,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.0)","(4.6, 7.4, 6.328571428571429)","(21.0, 95.0, 58.0)","(16.0, 42.0, 29.5)","(31.0, 180.0, 105.0)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 30.25)"
10-01-2023 18:24:39.635475,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.0)","(4.6, 7.4, 6.328571428571429)","(21.0, 95.0, 41.90909090909091)","(16.0, 42.0, 29.5)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:24:40.848516,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.0)","(4.6, 7.4, 6.328571428571429)","(21.0, 95.0, 41.90909090909091)","(16.0, 42.0, 29.5)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:24:42.051423,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.0)","(4.6, 7.4, 6.328571428571429)","(21.0, 95.0, 41.90909090909091)","(16.0, 42.0, 29.5)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:24:43.328714,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.0)","(4.6, 7.4, 6.328571428571429)","(21.0, 95.0, 41.90909090909091)","(16.0, 42.0, 29.5)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:24:44.531822,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.0)","(4.6, 7.4, 6.328571428571429)","(21.0, 95.0, 41.90909090909091)","(16.0, 42.0, 29.5)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:24:45.742942,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.0)","(4.6, 7.4, 6.328571428571429)","(21.0, 95.0, 41.90909090909091)","(16.0, 42.0, 29.5)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:24:46.947329,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.0)","(4.6, 7.4, 6.328571428571429)","(21.0, 95.0, 41.90909090909091)","(16.0, 42.0, 29.5)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:24:48.096560,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.0)","(4.6, 7.4, 6.328571428571429)","(21.0, 95.0, 41.90909090909091)","(16.0, 42.0, 29.5)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:24:49.213320,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.0)","(4.6, 7.4, 6.328571428571429)","(21.0, 95.0, 41.90909090909091)","(16.0, 42.0, 29.5)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:24:50.287977,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.0)","(4.6, 7.4, 6.328571428571429)","(21.0, 95.0, 41.90909090909091)","(16.0, 42.0, 29.5)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:24:51.388392,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.0)","(4.6, 7.4, 6.328571428571429)","(21.0, 95.0, 41.90909090909091)","(16.0, 42.0, 29.5)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:24:52.421797,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.0)","(4.6, 7.4, 6.328571428571429)","(21.0, 95.0, 41.90909090909091)","(16.0, 42.0, 29.5)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:24:53.487879,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.0)","(4.6, 7.4, 6.328571428571429)","(21.0, 95.0, 41.90909090909091)","(16.0, 42.0, 29.5)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:24:54.606871,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.0)","(4.6, 7.4, 6.328571428571429)","(21.0, 95.0, 41.90909090909091)","(16.0, 42.0, 29.5)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:24:55.687179,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.0)","(4.6, 7.4, 6.328571428571429)","(21.0, 95.0, 46.27272727272727)","(16.0, 42.0, 29.5)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:24:56.865967,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.0)","(4.6, 7.4, 6.328571428571429)","(21.0, 95.0, 46.27272727272727)","(16.0, 42.0, 29.5)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:24:58.068690,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.0)","(4.6, 7.4, 6.328571428571429)","(21.0, 95.0, 46.27272727272727)","(16.0, 42.0, 29.5)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:24:59.279523,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.0)","(4.6, 7.4, 6.328571428571429)","(21.0, 95.0, 46.27272727272727)","(16.0, 42.0, 29.5)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:25:00.518946,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.0)","(4.6, 7.4, 6.328571428571429)","(21.0, 95.0, 46.27272727272727)","(16.0, 42.0, 29.5)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:25:01.682344,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.0)","(4.6, 7.4, 6.328571428571429)","(21.0, 95.0, 46.27272727272727)","(16.0, 42.0, 29.5)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:25:02.884466,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.0)","(4.6, 7.4, 6.328571428571429)","(21.0, 95.0, 46.27272727272727)","(16.0, 42.0, 29.5)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:25:04.110336,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.057142857142857)","(4.6, 7.4, 6.328571428571429)","(21.0, 95.0, 46.27272727272727)","(16.0, 42.0, 29.5)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:25:05.297293,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.057142857142857)","(4.6, 7.4, 6.328571428571429)","(21.0, 95.0, 46.27272727272727)","(16.0, 42.0, 29.5)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:25:06.518725,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.057142857142857)","(4.6, 7.4, 6.328571428571429)","(21.0, 95.0, 46.27272727272727)","(16.0, 42.0, 29.5)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:25:07.705063,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.057142857142857)","(4.6, 7.4, 6.328571428571429)","(21.0, 95.0, 46.27272727272727)","(16.0, 42.0, 29.5)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:25:08.903062,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.057142857142857)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 46.27272727272727)","(16.0, 42.0, 29.5)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:25:10.134386,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.057142857142857)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 46.27272727272727)","(16.0, 42.0, 29.5)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:25:11.262740,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.057142857142857)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 46.27272727272727)","(16.0, 42.0, 29.5)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:25:12.410549,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.057142857142857)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 46.27272727272727)","(16.0, 42.0, 29.5)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:25:13.472719,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.057142857142857)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 46.27272727272727)","(16.0, 42.0, 30.88888888888889)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:25:14.613638,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.057142857142857)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 46.27272727272727)","(16.0, 42.0, 30.88888888888889)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:25:15.768485,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.057142857142857)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 46.27272727272727)","(16.0, 42.0, 30.88888888888889)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:25:16.948009,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.057142857142857)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 46.27272727272727)","(16.0, 42.0, 30.88888888888889)","(31.0, 180.0, 83.57142857142857)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:25:18.139599,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.057142857142857)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 44.75)","(16.0, 42.0, 30.88888888888889)","(31.0, 180.0, 121.66666666666666)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:25:19.330978,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.057142857142857)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 44.75)","(16.0, 42.0, 30.88888888888889)","(31.0, 140.0, 121.66666666666666)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:25:20.478951,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.057142857142857)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 44.75)","(16.0, 42.0, 30.88888888888889)","(31.0, 140.0, 121.66666666666666)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:25:21.640170,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.057142857142857)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 44.75)","(16.0, 42.0, 30.88888888888889)","(31.0, 140.0, 121.66666666666666)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:25:22.842164,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.057142857142857)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 44.75)","(16.0, 42.0, 30.88888888888889)","(31.0, 140.0, 121.66666666666666)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:25:24.049142,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.057142857142857)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 44.75)","(16.0, 42.0, 30.88888888888889)","(31.0, 140.0, 121.66666666666666)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:25:25.315270,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.057142857142857)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 44.75)","(16.0, 42.0, 30.88888888888889)","(31.0, 140.0, 121.66666666666666)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:25:26.515333,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.057142857142857)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 44.75)","(16.0, 42.0, 30.88888888888889)","(31.0, 140.0, 121.66666666666666)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 26.625)"
10-01-2023 18:25:27.701150,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.057142857142857)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 46.25)","(16.0, 42.0, 30.88888888888889)","(31.0, 140.0, 121.66666666666666)","(3.5, 5.8, 3.5043478260869563)","(17.0, 46.0, 23.454545454545453)"
10-01-2023 18:25:28.929009,"(3.4, 7.0, 5.3)","(3.1, 4.2, 4.057142857142857)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 46.25)","(16.0, 42.0, 30.88888888888889)","(31.0, 140.0, 121.66666666666666)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 23.454545454545453)"
10-01-2023 18:25:30.352302,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 46.25)","(16.0, 42.0, 30.88888888888889)","(31.0, 140.0, 130.54545454545456)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 23.454545454545453)"
10-01-2023 18:25:31.653070,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 46.25)","(16.0, 42.0, 30.88888888888889)","(31.0, 140.0, 114.5)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 23.454545454545453)"
10-01-2023 18:25:32.877425,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 46.25)","(16.0, 42.0, 30.88888888888889)","(31.0, 140.0, 114.5)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 23.454545454545453)"
10-01-2023 18:25:34.106840,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 46.25)","(16.0, 42.0, 30.88888888888889)","(31.0, 140.0, 114.5)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 23.454545454545453)"
10-01-2023 18:25:35.278941,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 46.25)","(16.0, 42.0, 30.88888888888889)","(31.0, 140.0, 114.5)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 23.454545454545453)"
10-01-2023 18:25:36.572542,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 46.25)","(16.0, 42.0, 30.88888888888889)","(31.0, 140.0, 114.5)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 23.454545454545453)"
10-01-2023 18:25:37.834606,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 46.25)","(16.0, 42.0, 30.88888888888889)","(31.0, 140.0, 137.0)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 23.454545454545453)"
10-01-2023 18:25:39.036214,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 46.25)","(16.0, 42.0, 30.88888888888889)","(31.0, 170.0, 137.0)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 23.454545454545453)"
10-01-2023 18:25:40.247983,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 46.25)","(16.0, 42.0, 30.88888888888889)","(31.0, 170.0, 137.0)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 23.454545454545453)"
10-01-2023 18:25:41.361659,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 46.25)","(16.0, 42.0, 30.88888888888889)","(31.0, 170.0, 137.0)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 23.454545454545453)"
10-01-2023 18:25:42.547192,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 46.25)","(16.0, 42.0, 30.88888888888889)","(31.0, 170.0, 73.5)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 23.454545454545453)"
10-01-2023 18:25:43.749655,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 46.25)","(16.0, 42.0, 30.88888888888889)","(31.0, 180.0, 137.0)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 23.454545454545453)"
10-01-2023 18:25:44.996723,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 46.25)","(16.0, 42.0, 30.88888888888889)","(31.0, 170.0, 137.0)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 23.454545454545453)"
10-01-2023 18:25:46.212322,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 46.25)","(16.0, 42.0, 30.88888888888889)","(31.0, 170.0, 137.0)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 23.454545454545453)"
10-01-2023 18:25:47.406761,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 59.529411764705884)","(16.0, 42.0, 30.88888888888889)","(31.0, 170.0, 137.0)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 23.454545454545453)"
10-01-2023 18:25:48.643112,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 59.529411764705884)","(16.0, 42.0, 30.88888888888889)","(31.0, 170.0, 137.0)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 23.454545454545453)"
10-01-2023 18:25:49.904036,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 59.529411764705884)","(16.0, 42.0, 30.88888888888889)","(31.0, 170.0, 137.0)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 23.454545454545453)"
10-01-2023 18:25:51.232260,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 61.5)","(16.0, 42.0, 33.66666666666667)","(31.0, 170.0, 157.8181818181818)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 30.25)"
10-01-2023 18:25:52.662080,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 61.5)","(16.0, 42.0, 33.66666666666667)","(31.0, 170.0, 157.8181818181818)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 36.33333333333333)"
10-01-2023 18:25:54.022062,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 61.5)","(16.0, 42.0, 33.66666666666667)","(31.0, 170.0, 157.8181818181818)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 36.33333333333333)"
10-01-2023 18:25:55.459810,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 61.5)","(16.0, 42.0, 33.66666666666667)","(31.0, 170.0, 157.8181818181818)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 36.33333333333333)"
10-01-2023 18:25:56.682906,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 61.5)","(16.0, 42.0, 33.66666666666667)","(31.0, 170.0, 157.8181818181818)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 36.33333333333333)"
10-01-2023 18:25:57.877450,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 61.5)","(16.0, 42.0, 33.66666666666667)","(31.0, 170.0, 157.8181818181818)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 36.33333333333333)"
10-01-2023 18:25:59.060708,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 61.5)","(16.0, 42.0, 33.66666666666667)","(31.0, 170.0, 157.8181818181818)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 36.33333333333333)"
10-01-2023 18:26:00.277075,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 61.5)","(16.0, 42.0, 33.66666666666667)","(31.0, 170.0, 157.8181818181818)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 36.33333333333333)"
10-01-2023 18:26:01.469797,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 61.5)","(16.0, 42.0, 33.66666666666667)","(31.0, 170.0, 157.8181818181818)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 36.33333333333333)"
10-01-2023 18:26:02.766958,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 61.5)","(16.0, 42.0, 33.66666666666667)","(31.0, 170.0, 157.8181818181818)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 36.33333333333333)"
10-01-2023 18:26:04.060757,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 61.5)","(16.0, 42.0, 33.66666666666667)","(31.0, 170.0, 157.8181818181818)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 36.33333333333333)"
10-01-2023 18:26:05.270243,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 61.5)","(16.0, 42.0, 33.66666666666667)","(31.0, 170.0, 157.8181818181818)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 36.33333333333333)"
10-01-2023 18:26:06.788331,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 61.5)","(16.0, 42.0, 33.66666666666667)","(31.0, 170.0, 157.8181818181818)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 36.33333333333333)"
10-01-2023 18:26:08.387136,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 61.5)","(16.0, 42.0, 33.66666666666667)","(31.0, 170.0, 148.0)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 36.33333333333333)"
10-01-2023 18:26:10.650372,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 61.5)","(16.0, 42.0, 33.66666666666667)","(31.0, 170.0, 148.0)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 36.33333333333333)"
10-01-2023 18:26:12.046216,"(3.4, 7.0, 5.3)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 61.5)","(16.0, 42.0, 33.66666666666667)","(31.0, 170.0, 148.0)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 36.33333333333333)"
10-01-2023 18:26:13.331653,"(3.4, 6.8, 6.463157894736842)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 61.5)","(16.0, 42.0, 33.66666666666667)","(31.0, 170.0, 148.0)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 36.33333333333333)"
10-01-2023 18:26:14.582554,"(3.4, 6.8, 6.463157894736842)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 61.5)","(16.0, 42.0, 33.66666666666667)","(31.0, 170.0, 148.0)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 36.33333333333333)"
10-01-2023 18:26:15.830346,"(3.4, 6.8, 6.463157894736842)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 61.5)","(16.0, 42.0, 33.66666666666667)","(31.0, 170.0, 148.0)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 36.33333333333333)"
10-01-2023 18:26:17.029642,"(3.4, 6.8, 6.463157894736842)","(3.1, 4.2, 3.9625000000000004)","(4.6, 7.4, 6.433333333333334)","(21.0, 95.0, 61.5)","(16.0, 42.0, 33.66666666666667)","(31.0, 170.0, 148.0)","(3.5, 5.8, 3.8444444444444446)","(17.0, 46.0, 36.33333333333333)"
