,Smiling Walnut,Chinotto Girl,Jingalong Lotte,Ginger Jess,Shaq Owes,Eris Lucy,Winter Skye,Shrimp Boat
10-01-2023 18:29:53.527826,"(3.4, 6.8, 4.733333333333333)","(3.1, 4.2, 4.105)","(4.6, 7.4, 5.066666666666666)","(21.0, 95.0, 35.0)","(16.0, 42.0, 21.583333333333332)","(31.0, 140.0, 86.0)","(3.5, 5.8, 4.247058823529412)","(17.0, 46.0, 24.57142857142857)"
10-01-2023 18:29:54.774681,"(3.4, 6.8, 4.733333333333333)","(3.1, 4.2, 4.105)","(4.6, 7.4, 5.066666666666666)","(21.0, 95.0, 35.0)","(16.0, 42.0, 21.583333333333332)","(31.0, 140.0, 86.0)","(3.5, 5.8, 4.247058823529412)","(17.0, 46.0, 24.57142857142857)"
10-01-2023 18:29:56.007350,"(3.4, 6.8, 4.733333333333333)","(3.1, 4.2, 4.105)","(4.6, 7.4, 5.066666666666666)","(21.0, 95.0, 35.0)","(16.0, 42.0, 21.583333333333332)","(31.0, 140.0, 86.0)","(3.5, 5.8, 4.247058823529412)","(17.0, 46.0, 24.57142857142857)"
10-01-2023 18:29:57.224446,"(3.4, 6.8, 4.733333333333333)","(3.1, 4.2, 4.105)","(4.6, 7.4, 5.066666666666666)","(21.0, 95.0, 35.0)","(16.0, 42.0, 21.583333333333332)","(31.0, 140.0, 86.0)","(3.5, 5.8, 4.247058823529412)","(17.0, 46.0, 24.57142857142857)"
10-01-2023 18:29:58.373051,"(3.4, 6.8, 4.733333333333333)","(3.1, 4.2, 4.105)","(4.6, 7.4, 5.066666666666666)","(21.0, 95.0, 35.0)","(16.0, 42.0, 21.583333333333332)","(31.0, 140.0, 55.0)","(3.5, 5.8, 4.247058823529412)","(17.0, 46.0, 24.57142857142857)"
10-01-2023 18:29:59.516509,"(3.4, 6.8, 4.733333333333333)","(3.1, 4.2, 4.105)","(4.6, 7.4, 5.066666666666666)","(21.0, 95.0, 35.0)","(16.0, 42.0, 21.583333333333332)","(31.0, 170.0, 86.0)","(3.5, 5.8, 4.247058823529412)","(17.0, 46.0, 24.57142857142857)"
10-01-2023 18:30:00.674179,"(3.4, 6.8, 4.733333333333333)","(3.1, 4.2, 4.105)","(4.6, 7.4, 5.066666666666666)","(21.0, 95.0, 35.0)","(16.0, 42.0, 21.583333333333332)","(31.0, 140.0, 86.0)","(3.5, 5.8, 4.247058823529412)","(17.0, 46.0, 24.57142857142857)"
10-01-2023 18:30:01.915570,"(3.4, 6.8, 4.733333333333333)","(3.1, 4.2, 4.105)","(4.6, 7.4, 5.066666666666666)","(21.0, 95.0, 35.0)","(16.0, 42.0, 21.583333333333332)","(31.0, 140.0, 86.0)","(3.5, 5.8, 4.247058823529412)","(17.0, 46.0, 24.57142857142857)"
10-01-2023 18:30:03.157408,"(3.4, 6.8, 4.733333333333333)","(3.1, 4.2, 4.105)","(4.6, 7.4, 6.766666666666667)","(21.0, 95.0, 45.33333333333333)","(16.0, 42.0, 25.0)","(31.0, 140.0, 86.0)","(3.5, 5.8, 5.15)","(17.0, 46.0, 30.0)"
10-01-2023 18:30:04.377761,"(3.4, 6.8, 5.6375)","(3.1, 4.2, 3.75)","(4.6, 7.2, 6.766666666666667)","(21.0, 90.0, 36.4)","(16.0, 40.0, 25.0)","(31.0, 140.0, 86.0)","(3.5, 5.7, 4.625)","(17.0, 44.0, 30.0)"
10-01-2023 18:30:05.564800,"(3.4, 6.8, 5.869999999999999)","(3.1, 4.2, 3.75)","(4.6, 7.2, 6.766666666666667)","(21.0, 90.0, 36.4)","(16.0, 40.0, 25.0)","(31.0, 140.0, 86.0)","(3.5, 5.7, 5.341666666666667)","(17.0, 44.0, 30.0)"
10-01-2023 18:30:06.726959,"(3.4, 6.8, 5.869999999999999)","(3.1, 4.2, 3.75)","(4.6, 7.2, 6.766666666666667)","(21.0, 90.0, 36.4)","(16.0, 40.0, 25.0)","(31.0, 140.0, 86.0)","(3.5, 5.7, 5.4)","(17.0, 44.0, 30.0)"
10-01-2023 18:30:07.907900,"(3.4, 6.8, 5.869999999999999)","(3.1, 4.2, 3.75)","(4.6, 7.2, 6.766666666666667)","(21.0, 90.0, 37.2)","(16.0, 40.0, 25.0)","(31.0, 140.0, 86.0)","(3.5, 5.7, 4.675)","(17.0, 44.0, 30.0)"
10-01-2023 18:30:09.124073,"(3.4, 6.8, 5.869999999999999)","(3.1, 4.2, 3.75)","(4.6, 7.2, 6.766666666666667)","(21.0, 90.0, 37.2)","(16.0, 40.0, 25.0)","(31.0, 140.0, 86.0)","(3.5, 5.7, 5.358333333333333)","(17.0, 44.0, 30.0)"
10-01-2023 18:30:10.409895,"(3.4, 6.8, 5.869999999999999)","(3.1, 4.2, 3.75)","(4.6, 7.2, 6.766666666666667)","(21.0, 90.0, 37.2)","(16.0, 40.0, 25.0)","(31.0, 140.0, 86.0)","(3.5, 5.7, 4.725)","(17.0, 44.0, 30.0)"
10-01-2023 18:30:11.633957,"(3.4, 6.8, 4.5125)","(3.1, 4.2, 3.75)","(4.6, 7.2, 6.766666666666667)","(21.0, 90.0, 37.2)","(16.0, 40.0, 25.0)","(31.0, 140.0, 122.0)","(3.5, 5.7, 5.225)","(17.0, 44.0, 30.0)"
10-01-2023 18:30:12.866826,"(3.3, 6.8, 4.5125)","(3.1, 4.2, 3.75)","(4.6, 7.2, 4.85)","(21.0, 90.0, 33.125)","(16.0, 40.0, 25.0)","(31.0, 140.0, 124.85714285714286)","(3.5, 5.7, 4.05625)","(17.0, 44.0, 25.333333333333336)"
10-01-2023 18:30:14.043974,"(3.3, 6.8, 4.5125)","(3.1, 4.2, 3.75)","(4.6, 5.2, 5.446153846153846)","(21.0, 90.0, 33.125)","(16.0, 40.0, 25.0)","(31.0, 140.0, 88.0)","(3.5, 5.5, 5.141666666666667)","(17.0, 44.0, 25.333333333333336)"
10-01-2023 18:30:15.287863,"(3.3, 6.8, 4.5125)","(3.1, 4.2, 3.75)","(4.6, 6.8, 5.446153846153846)","(21.0, 90.0, 34.0)","(16.0, 40.0, 25.0)","(31.0, 140.0, 74.0)","(3.5, 5.4, 4.675000000000001)","(17.0, 44.0, 36.75)"
10-01-2023 18:30:16.565583,"(3.3, 6.8, 4.5125)","(3.1, 4.2, 3.75)","(4.6, 6.8, 5.446153846153846)","(21.0, 90.0, 34.0)","(16.0, 40.0, 25.0)","(31.0, 150.0, 88.0)","(3.5, 5.4, 4.675000000000001)","(17.0, 44.0, 30.25)"
10-01-2023 18:30:17.827778,"(3.3, 6.8, 4.5125)","(3.1, 4.2, 3.75)","(4.6, 6.8, 5.446153846153846)","(21.0, 90.0, 34.0)","(16.0, 40.0, 25.0)","(31.0, 140.0, 88.0)","(3.5, 5.4, 5.2)","(17.0, 44.0, 30.25)"
10-01-2023 18:30:19.023507,"(3.3, 6.8, 5.075)","(3.1, 4.2, 3.75)","(4.6, 6.8, 5.95)","(21.0, 90.0, 34.0)","(16.0, 40.0, 25.0)","(31.0, 140.0, 88.0)","(3.5, 5.4, 4.690909090909091)","(17.0, 44.0, 30.25)"
10-01-2023 18:30:20.202285,"(3.3, 6.4, 5.075)","(3.1, 4.2, 4.071428571428571)","(4.6, 6.4, 6.175000000000001)","(21.0, 90.0, 34.0)","(16.0, 40.0, 25.0)","(31.0, 140.0, 88.0)","(3.5, 5.4, 4.85)","(17.0, 44.0, 30.25)"
10-01-2023 18:30:21.448235,"(3.3, 6.4, 6.021428571428572)","(3.1, 4.2, 4.071428571428571)","(4.6, 6.4, 6.175000000000001)","(21.0, 90.0, 34.0)","(16.0, 40.0, 25.0)","(31.0, 140.0, 88.0)","(3.5, 5.4, 5.216666666666667)","(17.0, 44.0, 30.25)"
10-01-2023 18:30:22.659315,"(3.3, 6.4, 6.196153846153846)","(3.1, 4.2, 4.078571428571429)","(4.6, 6.4, 6.2875000000000005)","(21.0, 90.0, 34.0)","(16.0, 40.0, 21.25)","(31.0, 140.0, 88.0)","(3.5, 5.4, 4.95)","(17.0, 44.0, 25.666666666666664)"
10-01-2023 18:30:23.895201,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 6.2875000000000005)","(21.0, 90.0, 34.0)","(16.0, 40.0, 21.25)","(31.0, 140.0, 88.0)","(3.5, 5.4, 5.0)","(17.0, 44.0, 34.83333333333333)"
10-01-2023 18:30:25.125843,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 6.2875000000000005)","(21.0, 90.0, 34.875)","(16.0, 40.0, 21.25)","(31.0, 140.0, 88.0)","(3.5, 5.5, 5.275)","(17.0, 44.0, 34.83333333333333)"
10-01-2023 18:30:26.314908,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 6.2875000000000005)","(21.0, 90.0, 34.875)","(16.0, 40.0, 21.25)","(31.0, 140.0, 88.0)","(3.5, 5.5, 5.1)","(17.0, 44.0, 34.83333333333333)"
10-01-2023 18:30:27.515277,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 6.2875000000000005)","(21.0, 90.0, 34.875)","(16.0, 40.0, 21.25)","(31.0, 140.0, 88.0)","(3.5, 5.5, 5.1)","(17.0, 44.0, 34.83333333333333)"
10-01-2023 18:30:28.722090,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 6.2875000000000005)","(21.0, 90.0, 34.875)","(16.0, 40.0, 27.0)","(31.0, 140.0, 88.0)","(3.5, 5.5, 5.1)","(17.0, 44.0, 34.83333333333333)"
10-01-2023 18:30:29.916314,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 6.2875000000000005)","(21.0, 90.0, 34.875)","(16.0, 46.0, 27.0)","(31.0, 140.0, 88.0)","(3.5, 5.5, 5.1)","(17.0, 44.0, 34.83333333333333)"
10-01-2023 18:30:31.184691,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 6.2875000000000005)","(21.0, 90.0, 34.875)","(16.0, 46.0, 27.0)","(31.0, 140.0, 88.0)","(3.5, 5.5, 5.1)","(17.0, 44.0, 34.83333333333333)"
10-01-2023 18:30:32.369395,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 6.2875000000000005)","(21.0, 90.0, 34.875)","(16.0, 46.0, 27.0)","(31.0, 140.0, 88.0)","(3.5, 5.5, 5.1)","(17.0, 44.0, 34.83333333333333)"
10-01-2023 18:30:33.574203,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 6.2875000000000005)","(21.0, 90.0, 35.75)","(16.0, 46.0, 27.0)","(31.0, 140.0, 88.0)","(3.5, 5.5, 5.1)","(17.0, 44.0, 37.888888888888886)"
10-01-2023 18:30:34.757256,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 6.2875000000000005)","(21.0, 90.0, 35.75)","(16.0, 46.0, 27.0)","(31.0, 140.0, 88.0)","(3.5, 5.5, 5.1)","(17.0, 44.0, 37.888888888888886)"
10-01-2023 18:30:35.965361,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 6.2875000000000005)","(21.0, 90.0, 32.72727272727273)","(16.0, 46.0, 27.0)","(31.0, 140.0, 88.0)","(3.5, 5.5, 5.1)","(17.0, 44.0, 37.888888888888886)"
10-01-2023 18:30:37.138137,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 6.2875000000000005)","(21.0, 80.0, 32.72727272727273)","(16.0, 46.0, 27.0)","(31.0, 140.0, 88.0)","(3.5, 5.5, 5.1)","(17.0, 44.0, 37.888888888888886)"
10-01-2023 18:30:38.352040,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 6.2875000000000005)","(21.0, 80.0, 32.72727272727273)","(16.0, 46.0, 27.0)","(31.0, 140.0, 88.0)","(3.5, 5.5, 5.1)","(17.0, 44.0, 37.888888888888886)"
10-01-2023 18:30:39.620138,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 6.2875000000000005)","(21.0, 80.0, 32.72727272727273)","(16.0, 46.0, 27.0)","(31.0, 140.0, 88.0)","(3.5, 5.5, 5.1)","(17.0, 44.0, 37.888888888888886)"
10-01-2023 18:30:40.770638,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 6.2875000000000005)","(21.0, 80.0, 39.75)","(16.0, 46.0, 27.0)","(31.0, 140.0, 88.0)","(3.5, 5.5, 4.775)","(17.0, 44.0, 37.888888888888886)"
10-01-2023 18:30:41.917450,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 6.2875000000000005)","(21.0, 75.0, 49.0)","(16.0, 46.0, 27.0)","(31.0, 140.0, 88.0)","(3.5, 5.3, 4.95)","(17.0, 44.0, 37.888888888888886)"
10-01-2023 18:30:43.083036,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 6.2875000000000005)","(21.0, 70.0, 48.0)","(16.0, 46.0, 31.75)","(31.0, 140.0, 88.0)","(3.5, 5.2, 4.95)","(17.0, 44.0, 37.888888888888886)"
10-01-2023 18:30:44.204366,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.9750000000000005)","(21.0, 70.0, 48.0)","(16.0, 46.0, 27.0)","(31.0, 140.0, 88.0)","(3.5, 5.2, 4.95)","(17.0, 44.0, 37.888888888888886)"
10-01-2023 18:30:45.347503,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.0)","(16.0, 46.0, 27.0)","(31.0, 140.0, 88.0)","(3.5, 5.2, 4.95)","(17.0, 44.0, 37.888888888888886)"
10-01-2023 18:30:46.511890,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.0)","(16.0, 46.0, 27.0)","(31.0, 140.0, 88.0)","(3.5, 5.2, 4.95)","(17.0, 44.0, 37.888888888888886)"
10-01-2023 18:30:47.681714,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.0)","(16.0, 46.0, 29.75)","(31.0, 140.0, 83.0)","(3.5, 5.2, 4.95)","(17.0, 44.0, 37.0625)"
10-01-2023 18:30:48.886755,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.0)","(16.0, 42.0, 29.75)","(31.0, 130.0, 67.33333333333333)","(3.5, 5.2, 5.0)","(17.0, 40.0, 37.0625)"
10-01-2023 18:30:50.053567,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.0)","(16.0, 42.0, 29.75)","(31.0, 130.0, 67.33333333333333)","(3.5, 5.3, 5.0)","(17.0, 40.0, 37.0625)"
10-01-2023 18:30:51.211784,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.0)","(16.0, 42.0, 29.75)","(31.0, 130.0, 67.33333333333333)","(3.5, 5.3, 5.0)","(17.0, 40.0, 37.0625)"
10-01-2023 18:30:52.390262,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.0)","(16.0, 42.0, 29.75)","(31.0, 130.0, 67.33333333333333)","(3.5, 5.3, 5.0)","(17.0, 40.0, 37.0625)"
10-01-2023 18:30:53.675611,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.0)","(16.0, 42.0, 29.75)","(31.0, 130.0, 67.33333333333333)","(3.5, 5.3, 5.0)","(17.0, 40.0, 37.0625)"
10-01-2023 18:30:54.960466,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.0)","(16.0, 42.0, 29.75)","(31.0, 130.0, 67.33333333333333)","(3.5, 5.3, 5.0)","(17.0, 40.0, 37.0625)"
10-01-2023 18:30:56.269253,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.0)","(16.0, 42.0, 29.75)","(31.0, 130.0, 67.33333333333333)","(3.5, 5.3, 5.0)","(17.0, 40.0, 37.0625)"
10-01-2023 18:30:57.820087,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.0)","(16.0, 42.0, 29.75)","(31.0, 130.0, 115.53846153846153)","(3.5, 5.3, 5.0)","(17.0, 40.0, 37.0625)"
10-01-2023 18:30:59.550340,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.0)","(16.0, 42.0, 29.75)","(31.0, 130.0, 115.53846153846153)","(3.5, 5.3, 5.0)","(17.0, 40.0, 37.0625)"
10-01-2023 18:31:01.005618,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.0)","(16.0, 42.0, 29.75)","(31.0, 130.0, 115.53846153846153)","(3.5, 5.3, 5.0)","(17.0, 40.0, 37.0625)"
10-01-2023 18:31:02.261185,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.0)","(16.0, 42.0, 29.75)","(31.0, 130.0, 115.53846153846153)","(3.5, 5.3, 5.0)","(17.0, 40.0, 37.0625)"
10-01-2023 18:31:03.448471,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.0)","(16.0, 42.0, 29.75)","(31.0, 130.0, 115.53846153846153)","(3.5, 5.3, 5.0)","(17.0, 40.0, 37.0625)"
10-01-2023 18:31:04.600148,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.0)","(16.0, 42.0, 29.75)","(31.0, 130.0, 115.53846153846153)","(3.5, 5.3, 5.0)","(17.0, 40.0, 37.0625)"
10-01-2023 18:31:05.828446,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.0)","(16.0, 42.0, 29.75)","(31.0, 130.0, 115.53846153846153)","(3.5, 5.3, 5.0)","(17.0, 40.0, 37.0625)"
10-01-2023 18:31:07.019327,"(3.3, 6.4, 5.1)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.0)","(16.0, 42.0, 29.75)","(31.0, 130.0, 115.53846153846153)","(3.5, 5.3, 5.0)","(17.0, 40.0, 37.0625)"
10-01-2023 18:31:08.241603,"(3.3, 6.4, 6.155)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 66.61538461538461)","(16.0, 42.0, 29.75)","(31.0, 130.0, 90.26666666666667)","(3.5, 5.3, 5.0)","(17.0, 40.0, 37.0625)"
10-01-2023 18:31:09.610553,"(3.3, 6.4, 5.300000000000001)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.5)","(16.0, 42.0, 29.75)","(31.0, 110.0, 83.88235294117646)","(3.5, 5.3, 5.0)","(17.0, 40.0, 37.0625)"
10-01-2023 18:31:11.058662,"(3.3, 6.4, 6.300000000000001)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.5)","(16.0, 42.0, 29.75)","(31.0, 110.0, 83.88235294117646)","(3.5, 5.3, 5.0)","(17.0, 40.0, 37.0625)"
10-01-2023 18:31:12.355421,"(3.3, 6.4, 5.4)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.5)","(16.0, 42.0, 29.75)","(31.0, 110.0, 83.88235294117646)","(3.5, 5.3, 4.9)","(17.0, 40.0, 37.0625)"
10-01-2023 18:31:13.658147,"(3.3, 6.4, 5.4)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.5)","(16.0, 42.0, 29.75)","(31.0, 110.0, 48.285714285714285)","(3.5, 5.3, 4.9)","(17.0, 40.0, 37.0625)"
10-01-2023 18:31:15.039930,"(3.3, 6.4, 5.4)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.5)","(16.0, 42.0, 29.75)","(31.0, 110.0, 48.285714285714285)","(3.5, 5.3, 4.9)","(17.0, 40.0, 37.0625)"
10-01-2023 18:31:16.357614,"(3.3, 6.4, 5.550000000000001)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.5)","(16.0, 42.0, 29.75)","(31.0, 110.0, 81.19999999999999)","(3.5, 5.3, 4.9)","(17.0, 40.0, 37.0625)"
10-01-2023 18:31:17.629605,"(3.3, 6.4, 5.550000000000001)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.5)","(16.0, 42.0, 27.0)","(31.0, 110.0, 47.0)","(3.5, 5.3, 4.9)","(17.0, 40.0, 38.8125)"
10-01-2023 18:31:18.826220,"(3.3, 6.4, 5.550000000000001)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.5)","(16.0, 46.0, 27.0)","(31.0, 110.0, 46.36363636363636)","(3.5, 5.3, 4.9)","(17.0, 42.0, 38.8125)"
10-01-2023 18:31:19.987058,"(3.3, 6.4, 5.550000000000001)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.5)","(16.0, 46.0, 27.0)","(31.0, 110.0, 46.36363636363636)","(3.5, 5.3, 4.9)","(17.0, 42.0, 38.8125)"
10-01-2023 18:31:21.144356,"(3.3, 6.4, 5.550000000000001)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.5)","(16.0, 46.0, 27.0)","(31.0, 110.0, 46.36363636363636)","(3.5, 5.3, 4.9)","(17.0, 42.0, 38.8125)"
10-01-2023 18:31:22.302111,"(3.3, 6.4, 6.166666666666667)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.5)","(16.0, 46.0, 27.0)","(31.0, 110.0, 46.36363636363636)","(3.5, 5.3, 4.9)","(17.0, 42.0, 38.8125)"
10-01-2023 18:31:23.471941,"(3.3, 6.8, 5.5249999999999995)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.5)","(16.0, 46.0, 27.0)","(31.0, 110.0, 46.36363636363636)","(3.5, 5.3, 5.1)","(17.0, 42.0, 38.8125)"
10-01-2023 18:31:24.715035,"(3.3, 6.6, 5.85)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.5)","(16.0, 46.0, 27.0)","(31.0, 110.0, 46.36363636363636)","(3.5, 5.3, 4.933333333333334)","(17.0, 42.0, 38.8125)"
10-01-2023 18:31:25.935037,"(3.3, 6.6, 5.85)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.5)","(16.0, 46.0, 27.0)","(31.0, 110.0, 46.36363636363636)","(3.5, 5.3, 5.116666666666666)","(17.0, 42.0, 38.8125)"
10-01-2023 18:31:27.122759,"(3.3, 6.6, 5.85)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.5)","(16.0, 46.0, 27.0)","(31.0, 110.0, 46.36363636363636)","(3.5, 5.3, 5.116666666666666)","(17.0, 42.0, 38.8125)"
10-01-2023 18:31:28.315837,"(3.3, 6.6, 5.85)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.5)","(16.0, 46.0, 27.0)","(31.0, 110.0, 46.36363636363636)","(3.5, 5.3, 4.7555555555555555)","(17.0, 42.0, 38.8125)"
10-01-2023 18:31:29.439481,"(3.3, 6.6, 6.0)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.6)","(21.0, 70.0, 48.5)","(16.0, 46.0, 41.92857142857143)","(31.0, 110.0, 46.36363636363636)","(3.5, 5.2, 4.65)","(17.0, 42.0, 38.8125)"
10-01-2023 18:31:30.555855,"(3.3, 6.6, 6.0)","(3.1, 4.2, 3.825)","(4.6, 6.4, 6.305882352941177)","(21.0, 70.0, 48.5)","(16.0, 46.0, 42.2)","(31.0, 110.0, 46.36363636363636)","(3.5, 5.1, 4.65)","(17.0, 42.0, 38.8125)"
10-01-2023 18:31:31.682081,"(3.3, 6.6, 6.0)","(3.1, 4.2, 3.825)","(4.6, 6.4, 6.305882352941177)","(21.0, 70.0, 48.5)","(16.0, 46.0, 42.2)","(31.0, 110.0, 46.36363636363636)","(3.5, 5.1, 4.65)","(17.0, 42.0, 38.8125)"
10-01-2023 18:31:32.823984,"(3.3, 6.6, 6.0)","(3.1, 4.2, 3.825)","(4.6, 6.4, 6.311111111111112)","(21.0, 70.0, 48.5)","(16.0, 46.0, 42.2)","(31.0, 110.0, 46.36363636363636)","(3.5, 5.1, 4.65)","(17.0, 42.0, 38.8125)"
10-01-2023 18:31:33.953404,"(3.3, 6.6, 6.0)","(3.1, 4.2, 3.825)","(4.6, 6.4, 6.311111111111112)","(21.0, 70.0, 48.5)","(16.0, 46.0, 42.2)","(31.0, 110.0, 46.36363636363636)","(3.5, 5.1, 4.65)","(17.0, 42.0, 38.8125)"
10-01-2023 18:31:35.069045,"(3.3, 6.6, 6.0)","(3.1, 4.2, 3.825)","(4.6, 6.4, 6.338461538461539)","(21.0, 70.0, 48.5)","(16.0, 46.0, 42.2)","(31.0, 110.0, 46.36363636363636)","(3.5, 5.1, 4.65)","(17.0, 42.0, 38.8125)"
10-01-2023 18:31:36.195019,"(3.3, 6.6, 6.449999999999999)","(3.1, 4.2, 3.825)","(4.6, 6.4, 6.338461538461539)","(21.0, 70.0, 48.5)","(16.0, 46.0, 42.2)","(31.0, 110.0, 46.36363636363636)","(3.5, 5.1, 4.7)","(17.0, 42.0, 39.16666666666667)"
10-01-2023 18:31:37.316877,"(3.3, 6.6, 6.199999999999999)","(3.1, 4.2, 3.825)","(4.6, 6.4, 5.2)","(21.0, 70.0, 48.5)","(16.0, 46.0, 43.625)","(31.0, 110.0, 46.36363636363636)","(3.5, 5.2, 4.7)","(17.0, 42.0, 39.16666666666667)"
10-01-2023 18:31:38.398584,"(3.3, 6.6, 6.199999999999999)","(3.1, 4.2, 3.825)","(4.6, 7.0, 6.0)","(21.0, 70.0, 48.5)","(16.0, 46.0, 39.77777777777778)","(31.0, 110.0, 46.36363636363636)","(3.5, 5.2, 4.7)","(17.0, 42.0, 39.16666666666667)"
10-01-2023 18:31:39.486871,"(3.3, 6.6, 6.199999999999999)","(3.1, 4.2, 3.825)","(4.6, 6.8, 6.2)","(21.0, 70.0, 48.5)","(16.0, 46.0, 39.77777777777778)","(31.0, 110.0, 46.36363636363636)","(3.5, 5.2, 4.7)","(17.0, 42.0, 39.16666666666667)"
10-01-2023 18:31:40.508228,"(3.3, 6.6, 6.199999999999999)","(3.1, 4.2, 3.825)","(4.6, 6.8, 6.2)","(21.0, 70.0, 48.5)","(16.0, 46.0, 39.77777777777778)","(31.0, 110.0, 46.36363636363636)","(3.5, 5.2, 4.7)","(17.0, 42.0, 39.16666666666667)"
