,Yuna Bale,Bruisin Bull,Silver Lad,Tiger Worm,Whiskey Roll,Muddle Puddle,Bye Bye Blues,Nitro Britt
09-01-2023 18:41:46.406844,"(12.0, 26.0, 19.75)","(9.0, 14.5, 13.333333333333334)","(4.8, 9.8, 8.666666666666668)","(7.5, 16.0, 9.766666666666666)","(3.4, 4.9, 4.708)","(11.0, 18.0, 16.0)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.700000000000001)"
09-01-2023 18:41:47.458444,"(12.0, 26.0, 20.0)","(9.0, 14.5, 12.866666666666667)","(4.8, 9.8, 7.666666666666667)","(7.5, 16.0, 10.246153846153845)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.700000000000001)"
09-01-2023 18:41:48.523129,"(12.0, 26.0, 24.0)","(9.0, 15.0, 13.125)","(4.8, 9.8, 7.666666666666667)","(7.5, 16.0, 10.246153846153845)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.700000000000001)"
09-01-2023 18:41:49.582512,"(12.0, 26.0, 24.0)","(9.0, 15.0, 12.5)","(4.8, 9.8, 7.666666666666667)","(7.5, 16.0, 11.4625)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:41:50.671633,"(12.0, 26.0, 24.0)","(9.0, 15.0, 12.5)","(4.8, 9.8, 7.666666666666667)","(7.5, 16.0, 9.766666666666666)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:41:51.739509,"(12.0, 26.0, 24.0)","(9.0, 15.0, 12.5)","(4.8, 9.8, 7.666666666666667)","(7.5, 16.0, 9.766666666666666)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:41:52.840474,"(12.0, 26.0, 24.0)","(9.0, 15.0, 13.125)","(4.8, 9.8, 7.666666666666667)","(7.5, 16.0, 10.133333333333333)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:41:53.940575,"(12.0, 26.0, 24.0)","(9.0, 15.0, 13.125)","(4.8, 9.8, 7.666666666666667)","(7.5, 16.0, 10.133333333333333)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:41:55.066733,"(12.0, 26.0, 24.0)","(9.0, 15.0, 13.125)","(4.8, 9.8, 7.666666666666667)","(7.5, 16.0, 10.133333333333333)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:41:56.186033,"(12.0, 26.0, 24.0)","(9.0, 15.0, 13.65)","(4.8, 9.8, 7.666666666666667)","(7.5, 16.0, 10.133333333333333)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:41:57.269993,"(12.0, 26.0, 24.0)","(9.0, 15.0, 13.65)","(4.8, 9.8, 7.666666666666667)","(7.5, 16.0, 10.133333333333333)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:41:58.365292,"(12.0, 26.0, 24.0)","(9.0, 15.0, 13.65)","(4.8, 9.8, 7.666666666666667)","(7.5, 16.0, 10.133333333333333)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:41:59.449503,"(12.0, 26.0, 24.0)","(9.0, 15.0, 13.65)","(4.8, 9.8, 7.666666666666667)","(7.5, 16.0, 10.133333333333333)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:00.569021,"(12.0, 26.0, 24.0)","(9.0, 15.0, 13.65)","(4.8, 9.8, 7.666666666666667)","(7.5, 16.0, 10.5)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:01.834315,"(12.0, 26.0, 24.0)","(9.0, 15.0, 12.6)","(4.8, 9.8, 7.666666666666667)","(7.5, 15.0, 10.5)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:03.093221,"(12.0, 26.0, 24.0)","(9.0, 15.0, 12.6)","(4.8, 9.8, 7.24)","(7.5, 15.0, 10.5)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:04.270753,"(12.0, 26.0, 24.0)","(9.0, 15.0, 12.6)","(4.8, 9.8, 7.24)","(7.5, 15.0, 10.5)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:05.550227,"(12.0, 26.0, 24.0)","(9.0, 15.0, 12.6)","(4.8, 9.6, 7.6)","(7.5, 15.0, 10.5)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:06.862721,"(12.0, 26.0, 24.0)","(9.0, 15.0, 12.6)","(4.8, 9.8, 7.24)","(7.5, 15.0, 10.5)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:08.087193,"(12.0, 26.0, 24.0)","(9.0, 15.0, 12.6)","(4.8, 9.8, 7.24)","(7.5, 15.0, 10.5)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:09.287832,"(12.0, 26.0, 24.0)","(9.0, 15.0, 12.6)","(4.8, 9.8, 7.24)","(7.5, 15.0, 10.5)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:10.463384,"(12.0, 26.0, 24.0)","(9.0, 15.0, 12.6)","(4.8, 9.8, 7.24)","(7.5, 15.0, 10.98)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 7.550000000000001)"
09-01-2023 18:42:11.625756,"(12.0, 26.0, 24.0)","(9.0, 15.0, 12.6)","(4.8, 9.8, 7.24)","(7.5, 16.5, 11.2)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:12.804895,"(12.0, 26.0, 24.0)","(9.0, 15.0, 12.6)","(4.8, 9.8, 7.24)","(7.5, 16.0, 11.2)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:13.943779,"(12.0, 26.0, 24.0)","(9.0, 15.0, 12.6)","(4.8, 9.8, 7.24)","(7.5, 16.0, 11.2)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:15.096939,"(12.0, 26.0, 20.25)","(9.0, 15.0, 12.6)","(4.8, 9.8, 7.24)","(7.5, 16.0, 11.2)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:16.226692,"(12.0, 26.0, 20.25)","(9.0, 14.5, 13.3)","(4.8, 9.8, 7.24)","(7.5, 16.0, 11.2)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:17.325660,"(12.0, 26.0, 20.25)","(9.0, 14.5, 12.833333333333332)","(4.8, 9.8, 7.24)","(7.5, 16.0, 11.2)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:18.405685,"(12.0, 26.0, 20.25)","(9.0, 14.5, 12.833333333333332)","(4.8, 9.8, 7.24)","(7.5, 16.0, 11.2)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:19.566870,"(12.0, 26.0, 20.25)","(9.0, 14.5, 12.833333333333332)","(4.8, 9.8, 7.24)","(7.5, 16.0, 11.2)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:20.704500,"(12.0, 26.0, 20.25)","(9.0, 14.5, 12.833333333333332)","(4.8, 9.8, 7.24)","(7.5, 16.0, 11.2)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:21.823496,"(12.0, 26.0, 20.25)","(9.0, 14.5, 12.833333333333332)","(4.8, 9.8, 7.24)","(7.5, 16.0, 11.2)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:22.974455,"(12.0, 26.0, 20.25)","(9.0, 14.5, 12.833333333333332)","(4.8, 9.8, 7.24)","(7.5, 16.0, 11.2)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:24.153993,"(12.0, 26.0, 20.25)","(9.0, 14.5, 12.833333333333332)","(4.8, 9.8, 7.24)","(7.5, 16.0, 11.2)","(3.4, 4.9, 4.708)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:25.289612,"(12.0, 26.0, 20.25)","(9.0, 14.5, 12.833333333333332)","(4.8, 9.8, 7.24)","(7.5, 16.0, 11.2)","(3.4, 4.9, 4.708)","(11.0, 18.0, 13.285714285714286)","(4.8, 5.0, 4.769230769230769)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:26.415983,"(12.0, 26.0, 15.777777777777779)","(9.0, 14.5, 12.884615384615385)","(4.8, 9.8, 8.184615384615384)","(7.5, 15.5, 11.4)","(3.4, 4.9, 4.214285714285714)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:27.583374,"(12.0, 25.0, 18.0)","(9.0, 14.5, 13.0)","(4.8, 9.8, 8.2)","(7.5, 15.0, 10.275)","(3.4, 4.9, 4.214285714285714)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:28.736814,"(12.0, 24.0, 15.555555555555555)","(9.0, 14.5, 13.0)","(4.8, 9.8, 9.177777777777777)","(7.5, 15.0, 10.275)","(3.4, 4.9, 4.214285714285714)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:29.864594,"(12.0, 23.0, 15.916666666666666)","(9.0, 14.5, 13.0)","(4.8, 9.8, 9.177777777777777)","(7.5, 15.0, 10.275)","(3.4, 4.9, 4.214285714285714)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:31.027376,"(12.0, 23.0, 15.5625)","(9.0, 14.5, 13.0)","(4.8, 9.8, 9.177777777777777)","(7.5, 15.0, 10.275)","(3.4, 4.9, 4.214285714285714)","(11.0, 18.0, 14.333333333333334)","(4.8, 5.0, 4.778947368421052)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:32.140900,"(12.0, 23.0, 15.5625)","(9.0, 14.5, 13.0)","(4.8, 9.8, 9.177777777777777)","(7.5, 15.0, 10.275)","(3.4, 4.9, 4.214285714285714)","(11.0, 18.0, 13.285714285714286)","(4.8, 5.0, 4.817391304347826)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:33.285697,"(12.0, 23.0, 15.5625)","(9.0, 14.5, 12.884615384615385)","(4.8, 9.8, 7.878260869565218)","(7.5, 15.0, 10.275)","(3.4, 4.9, 4.029166666666667)","(11.0, 18.0, 13.285714285714286)","(4.8, 5.0, 4.7555555555555555)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:34.464483,"(12.0, 23.0, 15.5625)","(9.0, 14.5, 13.1875)","(4.8, 9.8, 8.173913043478262)","(7.5, 15.0, 10.275)","(3.4, 4.9, 4.1625)","(11.0, 18.0, 13.1875)","(4.8, 5.0, 4.7555555555555555)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:35.678769,"(12.0, 23.0, 15.5625)","(9.0, 14.5, 13.333333333333334)","(4.8, 9.8, 9.371428571428572)","(7.5, 15.0, 10.275)","(3.4, 4.8, 4.1625)","(11.0, 18.0, 13.1875)","(4.8, 5.0, 4.72)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:36.845699,"(12.0, 23.0, 15.5625)","(9.0, 14.5, 13.333333333333334)","(5.0, 9.8, 9.371428571428572)","(8.0, 15.0, 10.275)","(3.4, 4.8, 4.1625)","(11.0, 18.0, 13.1875)","(4.4, 5.0, 4.72)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:38.043312,"(12.0, 23.0, 15.5625)","(9.0, 14.5, 13.333333333333334)","(5.0, 9.8, 9.371428571428572)","(8.0, 15.0, 10.275)","(3.4, 4.8, 4.1625)","(11.0, 18.0, 13.1875)","(4.4, 5.0, 4.7555555555555555)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:39.309639,"(12.0, 23.0, 15.5625)","(9.0, 14.5, 13.333333333333334)","(5.0, 9.8, 9.371428571428572)","(8.0, 15.0, 10.275)","(3.4, 4.8, 4.1625)","(11.0, 18.0, 13.1875)","(4.4, 5.0, 4.7555555555555555)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:40.610344,"(12.0, 23.0, 15.5625)","(9.0, 14.5, 13.333333333333334)","(5.0, 9.8, 9.371428571428572)","(8.0, 15.0, 10.275)","(3.4, 4.8, 4.1625)","(11.0, 18.0, 13.75)","(4.4, 5.0, 4.7555555555555555)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:41.855794,"(12.0, 23.0, 15.5625)","(9.0, 14.5, 13.333333333333334)","(5.0, 9.8, 9.371428571428572)","(8.0, 15.0, 10.275)","(3.4, 4.8, 4.640625)","(11.0, 17.5, 13.6)","(4.4, 5.0, 4.7555555555555555)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:43.066608,"(12.0, 23.0, 15.5625)","(9.0, 14.5, 13.333333333333334)","(5.0, 9.8, 9.371428571428572)","(8.0, 15.0, 10.275)","(3.4, 4.8, 4.695652173913043)","(11.0, 18.0, 13.6)","(4.4, 5.0, 4.7555555555555555)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:44.280872,"(12.0, 23.0, 15.5625)","(9.0, 14.5, 13.333333333333334)","(5.0, 9.8, 9.371428571428572)","(8.0, 15.0, 10.275)","(3.4, 4.8, 4.695652173913043)","(11.0, 18.0, 13.6)","(4.4, 5.0, 4.7555555555555555)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:45.468408,"(12.0, 23.0, 15.5625)","(9.0, 14.5, 13.333333333333334)","(5.0, 9.8, 9.254545454545456)","(8.0, 15.0, 10.275)","(3.4, 4.8, 4.7)","(11.0, 18.0, 13.6)","(4.4, 5.0, 4.7555555555555555)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:46.668196,"(12.0, 23.0, 15.5625)","(9.0, 14.5, 13.333333333333334)","(5.0, 9.8, 9.254545454545456)","(8.0, 15.0, 10.275)","(3.4, 4.8, 4.685714285714285)","(11.0, 18.0, 13.6)","(4.4, 5.0, 4.7555555555555555)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:47.974196,"(12.0, 23.0, 15.5625)","(9.0, 14.5, 13.333333333333334)","(5.0, 9.8, 9.254545454545456)","(8.0, 15.0, 10.275)","(3.4, 4.8, 4.685714285714285)","(11.0, 18.0, 13.6)","(4.4, 5.0, 4.7555555555555555)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:49.122291,"(12.0, 23.0, 15.5625)","(9.0, 14.5, 13.333333333333334)","(5.0, 9.8, 9.254545454545456)","(8.0, 15.0, 10.275)","(3.4, 4.8, 4.685714285714285)","(11.0, 18.0, 13.6)","(4.4, 5.0, 4.7555555555555555)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:50.273991,"(12.0, 23.0, 15.5625)","(9.0, 14.5, 12.826086956521738)","(5.0, 9.8, 9.254545454545456)","(8.0, 15.0, 10.275)","(3.4, 4.8, 4.685714285714285)","(11.0, 18.0, 13.6)","(4.4, 5.0, 4.7555555555555555)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:51.395362,"(12.0, 23.0, 15.5625)","(9.0, 14.5, 12.826086956521738)","(5.0, 9.8, 9.254545454545456)","(8.0, 15.0, 10.275)","(3.4, 4.8, 4.646153846153846)","(11.0, 18.0, 13.6)","(4.4, 5.0, 4.7555555555555555)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:52.483974,"(12.0, 23.0, 15.5625)","(9.0, 14.5, 12.826086956521738)","(5.0, 9.8, 9.254545454545456)","(8.0, 15.0, 10.275)","(3.4, 4.8, 4.646153846153846)","(11.0, 18.0, 13.6)","(4.4, 5.0, 4.7555555555555555)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:53.577079,"(12.0, 23.0, 15.5625)","(9.0, 14.5, 12.826086956521738)","(5.0, 9.8, 9.254545454545456)","(8.0, 15.0, 10.275)","(3.4, 4.8, 4.646153846153846)","(11.0, 18.0, 13.6)","(4.4, 5.0, 4.7555555555555555)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:54.671238,"(12.0, 23.0, 15.5625)","(9.0, 14.0, 12.8)","(5.0, 9.8, 9.254545454545456)","(8.0, 15.0, 10.275)","(3.4, 4.8, 4.646153846153846)","(11.0, 18.0, 13.875)","(4.4, 5.0, 4.7555555555555555)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:55.794042,"(12.0, 23.0, 15.5625)","(9.0, 14.5, 12.826086956521738)","(5.0, 9.8, 9.133333333333333)","(8.0, 15.0, 10.275)","(3.4, 4.8, 4.646153846153846)","(11.0, 18.0, 13.875)","(4.4, 5.0, 4.7555555555555555)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:56.896955,"(12.0, 23.0, 15.5625)","(9.0, 14.5, 12.826086956521738)","(5.0, 9.8, 9.133333333333333)","(8.0, 15.0, 10.275)","(3.4, 4.8, 4.646153846153846)","(11.0, 18.0, 13.875)","(4.4, 5.0, 4.7555555555555555)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:57.973716,"(12.0, 23.0, 15.5625)","(9.0, 14.5, 12.826086956521738)","(5.0, 9.8, 9.133333333333333)","(8.0, 15.0, 10.275)","(3.4, 4.8, 4.730434782608696)","(11.0, 18.0, 13.875)","(4.4, 5.0, 4.676923076923077)","(5.0, 9.8, 8.3)"
09-01-2023 18:42:59.220730,"(12.0, 23.0, 15.5625)","(9.0, 14.5, 12.826086956521738)","(5.0, 9.8, 9.133333333333333)","(8.0, 15.0, 10.275)","(3.4, 4.8, 4.730434782608696)","(11.0, 18.0, 13.875)","(4.4, 5.0, 4.618181818181818)","(5.0, 9.8, 8.3)"
09-01-2023 18:43:00.388067,"(12.0, 23.0, 15.5625)","(9.0, 14.5, 12.826086956521738)","(5.0, 9.8, 9.133333333333333)","(8.0, 15.0, 10.275)","(3.4, 4.8, 4.730434782608696)","(11.0, 18.0, 13.875)","(4.4, 5.0, 4.618181818181818)","(5.0, 9.8, 8.3)"
09-01-2023 18:43:01.624214,"(12.0, 23.0, 15.5625)","(9.0, 14.5, 13.6)","(5.0, 9.8, 9.375)","(8.0, 15.0, 13.56)","(3.4, 4.8, 4.670833333333333)","(11.0, 18.0, 15.0)","(4.4, 5.0, 4.6000000000000005)","(5.0, 9.8, 7.1)"
09-01-2023 18:43:02.929691,"(12.0, 22.0, 20.75)","(9.0, 14.0, 13.294117647058824)","(5.0, 9.6, 8.705882352941176)","(8.0, 14.5, 13.2125)","(3.4, 4.7, 4.670833333333333)","(11.0, 17.5, 13.333333333333334)","(4.4, 5.0, 4.6571428571428575)","(5.0, 9.8, 5.8625)"
09-01-2023 18:43:04.214108,"(12.0, 20.0, 16.791666666666668)","(9.0, 14.0, 13.294117647058824)","(5.0, 10.0, 9.200000000000001)","(8.0, 14.0, 12.625)","(3.4, 4.7, 4.58)","(11.0, 17.5, 13.333333333333334)","(4.4, 5.0, 4.6571428571428575)","(5.0, 9.8, 5.8625)"
09-01-2023 18:43:05.607589,"(12.0, 20.0, 15.1875)","(9.0, 14.0, 13.294117647058824)","(5.0, 9.8, 9.157142857142858)","(8.0, 13.5, 12.625)","(3.4, 4.7, 4.58)","(11.0, 17.5, 13.333333333333334)","(4.4, 5.0, 4.6571428571428575)","(5.0, 9.8, 5.8625)"
09-01-2023 18:43:06.788127,"(12.0, 20.0, 15.1875)","(9.0, 14.0, 13.166666666666666)","(5.0, 9.8, 9.472727272727273)","(8.0, 13.5, 12.625)","(3.4, 4.7, 4.6454545454545455)","(11.0, 17.5, 13.928571428571429)","(4.4, 5.0, 4.6571428571428575)","(5.0, 9.8, 5.8625)"
09-01-2023 18:43:07.935192,"(12.0, 20.0, 18.0)","(9.0, 14.0, 13.166666666666666)","(5.0, 9.8, 9.472727272727273)","(8.0, 13.5, 12.625)","(3.4, 4.7, 4.6454545454545455)","(11.0, 17.5, 13.928571428571429)","(4.4, 5.0, 4.6571428571428575)","(5.0, 9.8, 5.8625)"
09-01-2023 18:43:09.030954,"(12.0, 20.0, 18.363636363636363)","(9.0, 14.0, 13.166666666666666)","(5.0, 9.8, 9.472727272727273)","(8.0, 13.5, 12.5)","(3.4, 4.7, 4.66)","(11.0, 17.5, 13.928571428571429)","(4.4, 5.0, 4.6571428571428575)","(5.0, 9.8, 5.8625)"
09-01-2023 18:43:10.135486,"(12.0, 20.0, 18.363636363636363)","(9.0, 14.0, 13.166666666666666)","(5.0, 9.8, 9.157142857142858)","(8.0, 13.5, 12.681818181818182)","(3.4, 4.7, 4.66)","(11.0, 17.5, 13.928571428571429)","(4.4, 5.0, 4.6571428571428575)","(5.0, 9.8, 5.8625)"
09-01-2023 18:43:11.321058,"(12.0, 20.0, 18.363636363636363)","(9.0, 14.0, 13.166666666666666)","(5.0, 9.8, 9.472727272727273)","(8.0, 13.5, 13.0)","(3.4, 4.7, 4.66)","(11.0, 17.5, 13.928571428571429)","(4.4, 5.0, 4.6000000000000005)","(5.0, 9.8, 5.8625)"
09-01-2023 18:43:12.471478,"(12.0, 20.0, 18.363636363636363)","(9.0, 14.0, 13.166666666666666)","(5.0, 9.8, 9.472727272727273)","(8.0, 13.5, 13.5)","(3.4, 4.7, 4.640000000000001)","(11.0, 17.5, 13.928571428571429)","(4.4, 5.0, 4.6000000000000005)","(5.0, 9.8, 5.8625)"
09-01-2023 18:43:13.810723,"(12.0, 20.0, 17.0)","(9.0, 14.0, 12.03448275862069)","(5.0, 9.8, 9.472727272727273)","(8.0, 14.5, 14.125)","(3.4, 4.7, 4.636363636363637)","(11.0, 17.5, 13.928571428571429)","(4.4, 5.0, 4.6000000000000005)","(5.0, 9.8, 5.8625)"
09-01-2023 18:43:15.238123,"(12.0, 20.0, 18.444444444444443)","(9.0, 14.0, 12.03448275862069)","(5.0, 9.8, 9.472727272727273)","(8.0, 14.5, 14.125)","(3.4, 4.8, 4.552941176470588)","(11.0, 17.5, 13.928571428571429)","(4.4, 5.0, 4.6000000000000005)","(5.0, 9.8, 5.8625)"
09-01-2023 18:43:16.553435,"(12.0, 20.0, 18.444444444444443)","(9.0, 14.0, 12.03448275862069)","(5.0, 9.8, 9.157142857142858)","(8.0, 14.5, 15.0)","(3.4, 4.8, 4.533333333333333)","(11.0, 17.5, 13.928571428571429)","(4.4, 5.0, 4.6000000000000005)","(5.0, 9.8, 5.8625)"
09-01-2023 18:43:17.879380,"(12.0, 20.0, 18.444444444444443)","(9.0, 14.0, 12.03448275862069)","(5.0, 9.8, 9.157142857142858)","(8.0, 16.5, 13.818181818181818)","(3.4, 4.8, 4.55)","(11.0, 17.5, 13.928571428571429)","(4.4, 5.0, 4.6000000000000005)","(5.0, 9.8, 5.8625)"
09-01-2023 18:43:19.207391,"(12.0, 20.0, 18.444444444444443)","(9.0, 14.0, 12.03448275862069)","(5.0, 9.8, 9.157142857142858)","(8.0, 16.0, 13.0)","(3.4, 4.8, 4.45)","(11.0, 17.5, 13.928571428571429)","(4.4, 5.0, 4.6000000000000005)","(5.0, 9.8, 6.3)"
09-01-2023 18:43:20.497470,"(12.0, 20.0, 17.958333333333332)","(9.0, 14.0, 11.807692307692308)","(5.0, 9.8, 9.157142857142858)","(8.0, 16.0, 13.0)","(3.4, 4.9, 4.4714285714285715)","(11.0, 17.5, 13.928571428571429)","(4.4, 5.0, 4.6000000000000005)","(5.0, 9.8, 5.8)"
09-01-2023 18:43:21.715123,"(12.0, 20.0, 18.5)","(9.0, 14.0, 11.807692307692308)","(5.0, 9.8, 8.228571428571428)","(8.0, 16.0, 14.3)","(3.4, 4.9, 4.4714285714285715)","(11.0, 17.5, 13.928571428571429)","(4.4, 5.0, 4.6000000000000005)","(5.0, 9.8, 5.8625)"
09-01-2023 18:43:22.848068,"(12.0, 20.0, 16.625)","(9.0, 14.0, 11.807692307692308)","(5.0, 9.8, 8.228571428571428)","(8.0, 15.0, 13.055555555555555)","(3.4, 4.9, 4.5)","(11.0, 17.5, 13.928571428571429)","(4.4, 5.0, 4.6000000000000005)","(5.0, 9.8, 5.8625)"
09-01-2023 18:43:24.074422,"(12.0, 20.0, 17.0)","(9.0, 14.0, 12.105263157894736)","(5.0, 9.8, 8.8)","(8.0, 15.0, 13.653846153846153)","(3.4, 4.9, 4.521052631578947)","(11.0, 17.5, 14.5)","(4.4, 5.0, 4.6000000000000005)","(5.0, 9.8, 5.8625)"
09-01-2023 18:43:25.275904,"(12.0, 19.0, 16.5)","(9.0, 14.0, 12.105263157894736)","(5.0, 9.8, 9.175)","(8.0, 15.0, 13.653846153846153)","(3.4, 4.9, 4.521052631578947)","(11.0, 16.5, 13.25)","(4.4, 5.0, 4.6000000000000005)","(5.0, 9.8, 5.8625)"
