,Yuna Bale,Bruisin Bull,Silver Lad,Tiger Worm,Whiskey Roll,Muddle Puddle,Bye Bye Blues,Nitro Britt
09-01-2023 18:46:07.805996,"(12.0, 15.5, 13.25)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.25)","(8.5, 14.0, 12.90625)","(3.5, 5.1, 4.814285714285714)","(11.0, 13.5, 12.095744680851064)","(4.4, 4.9, 4.760869565217392)","(5.0, 6.4, 5.945454545454546)"
09-01-2023 18:46:09.387788,"(12.0, 15.5, 13.25)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.25)","(8.5, 14.0, 12.90625)","(3.5, 5.1, 4.814285714285714)","(11.0, 13.5, 12.095744680851064)","(4.4, 4.9, 4.760869565217392)","(5.0, 6.4, 6.266666666666667)"
09-01-2023 18:46:10.604870,"(12.0, 15.5, 13.25)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.25)","(8.5, 14.0, 12.571428571428571)","(3.5, 5.1, 4.814285714285714)","(11.0, 13.5, 12.071428571428571)","(4.4, 4.9, 4.760869565217392)","(5.0, 6.4, 6.300000000000001)"
09-01-2023 18:46:11.889001,"(12.0, 15.5, 13.25)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.25)","(8.5, 14.0, 12.571428571428571)","(3.5, 5.1, 4.814285714285714)","(11.0, 13.0, 11.947368421052632)","(4.4, 4.9, 4.760869565217392)","(5.0, 6.4, 6.300000000000001)"
09-01-2023 18:46:13.083738,"(12.0, 15.5, 13.25)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.25)","(8.5, 14.0, 12.571428571428571)","(3.5, 5.1, 4.814285714285714)","(11.0, 13.0, 12.615384615384615)","(4.4, 4.9, 4.760869565217392)","(5.0, 6.4, 6.300000000000001)"
09-01-2023 18:46:14.346102,"(12.0, 15.5, 13.25)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.25)","(8.5, 14.0, 12.571428571428571)","(3.5, 5.1, 4.814285714285714)","(11.0, 12.5, 10.75)","(4.4, 4.9, 4.760869565217392)","(5.0, 6.4, 6.300000000000001)"
09-01-2023 18:46:15.420765,"(12.0, 15.5, 13.25)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.25)","(8.5, 14.0, 12.571428571428571)","(3.5, 5.1, 4.814285714285714)","(11.0, 12.5, 10.75)","(4.4, 4.9, 4.760869565217392)","(5.0, 6.4, 6.290909090909091)"
09-01-2023 18:46:16.515309,"(12.0, 15.5, 13.25)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.25)","(8.5, 14.0, 12.571428571428571)","(3.5, 5.1, 4.814285714285714)","(11.0, 12.5, 10.75)","(4.4, 4.9, 4.769387755102041)","(5.0, 6.4, 6.325)"
09-01-2023 18:46:17.619196,"(12.0, 15.5, 13.25)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.25)","(8.5, 14.0, 12.571428571428571)","(3.5, 5.1, 4.814285714285714)","(11.0, 12.5, 10.375)","(4.4, 4.9, 4.760869565217392)","(5.0, 6.4, 6.290909090909091)"
09-01-2023 18:46:18.786923,"(12.0, 15.5, 13.25)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.25)","(8.5, 14.0, 12.660714285714286)","(3.5, 5.1, 4.814285714285714)","(11.0, 12.5, 10.375)","(4.4, 4.9, 4.760869565217392)","(5.0, 6.4, 6.290909090909091)"
09-01-2023 18:46:19.926847,"(12.0, 15.5, 13.25)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.25)","(8.5, 14.0, 12.660714285714286)","(3.5, 5.1, 4.814285714285714)","(11.0, 12.5, 10.375)","(4.4, 4.9, 4.760869565217392)","(5.0, 6.4, 6.290909090909091)"
09-01-2023 18:46:21.074681,"(12.0, 15.5, 13.25)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.25)","(8.5, 14.0, 12.660714285714286)","(3.5, 5.1, 4.814285714285714)","(11.0, 12.5, 10.375)","(4.4, 4.9, 4.760869565217392)","(5.0, 6.4, 6.290909090909091)"
09-01-2023 18:46:22.273397,"(12.0, 15.5, 13.25)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.25)","(8.5, 14.0, 12.660714285714286)","(3.5, 5.1, 4.814285714285714)","(11.0, 12.5, 10.375)","(4.4, 4.9, 4.760869565217392)","(5.0, 6.4, 5.9714285714285715)"
09-01-2023 18:46:23.426597,"(12.0, 15.5, 13.25)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.25)","(8.5, 14.0, 12.660714285714286)","(3.5, 5.1, 4.814285714285714)","(11.0, 12.5, 10.375)","(4.4, 4.9, 4.760869565217392)","(5.0, 6.4, 6.266666666666667)"
09-01-2023 18:46:24.592698,"(12.0, 15.5, 13.25)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.25)","(8.5, 14.0, 12.660714285714286)","(3.5, 5.1, 4.814285714285714)","(11.0, 12.5, 10.375)","(4.4, 4.9, 4.760869565217392)","(5.0, 6.4, 6.290909090909091)"
09-01-2023 18:46:25.776729,"(12.0, 15.5, 13.25)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.25)","(8.5, 14.0, 12.660714285714286)","(3.5, 5.1, 4.814285714285714)","(11.0, 12.5, 10.375)","(4.4, 4.9, 4.744897959183674)","(5.0, 6.4, 6.290909090909091)"
09-01-2023 18:46:26.982762,"(12.0, 15.5, 13.25)","(9.0, 12.5, 11.166666666666666)","(5.0, 12.5, 12.25)","(8.5, 14.0, 12.660714285714286)","(3.5, 5.1, 4.814285714285714)","(11.0, 12.5, 10.375)","(4.4, 4.9, 4.744897959183674)","(5.0, 6.4, 6.290909090909091)"
09-01-2023 18:46:28.267191,"(12.0, 15.5, 13.25)","(9.0, 12.5, 11.166666666666666)","(5.0, 12.5, 12.25)","(8.5, 14.0, 12.660714285714286)","(3.5, 5.1, 4.814285714285714)","(11.0, 12.5, 10.375)","(4.4, 4.9, 4.744897959183674)","(5.0, 6.4, 6.133333333333334)"
09-01-2023 18:46:29.721144,"(12.0, 15.5, 13.25)","(9.0, 12.5, 11.166666666666666)","(5.0, 12.5, 12.25)","(8.5, 14.0, 12.660714285714286)","(3.5, 5.1, 4.814285714285714)","(11.0, 12.5, 10.375)","(4.4, 4.9, 4.760869565217392)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:46:31.030878,"(12.0, 15.5, 13.25)","(9.0, 12.5, 11.166666666666666)","(5.0, 12.5, 12.25)","(8.5, 14.0, 12.115384615384615)","(3.5, 5.1, 4.814285714285714)","(11.0, 12.5, 10.375)","(4.4, 4.9, 4.769387755102041)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:46:32.200797,"(12.0, 15.5, 13.25)","(9.0, 12.5, 11.166666666666666)","(5.0, 12.5, 12.25)","(8.5, 13.5, 12.115384615384615)","(3.5, 5.1, 4.814285714285714)","(11.0, 12.5, 10.375)","(4.4, 4.9, 4.769387755102041)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:46:33.355588,"(12.0, 15.5, 13.142857142857142)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.25)","(8.5, 13.5, 12.25)","(3.5, 5.1, 4.814285714285714)","(11.0, 12.5, 10.375)","(4.4, 4.9, 4.769387755102041)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:46:34.466465,"(12.0, 15.5, 13.142857142857142)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.25)","(8.5, 13.5, 12.833333333333334)","(3.5, 5.1, 4.814285714285714)","(11.0, 12.5, 10.375)","(4.4, 4.9, 4.769387755102041)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:46:35.595330,"(12.0, 15.5, 13.142857142857142)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.25)","(8.5, 13.5, 12.045454545454545)","(3.5, 5.0, 4.84375)","(11.0, 12.5, 10.375)","(4.4, 4.9, 4.769387755102041)","(5.0, 6.4, 6.133333333333334)"
09-01-2023 18:46:36.701929,"(12.0, 15.5, 13.142857142857142)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.25)","(8.5, 13.5, 12.045454545454545)","(3.5, 5.0, 4.72)","(11.0, 12.5, 10.921052631578947)","(4.4, 4.9, 4.769387755102041)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:46:37.778827,"(12.0, 15.5, 13.142857142857142)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.25)","(8.5, 13.5, 12.045454545454545)","(3.5, 5.0, 4.72)","(11.0, 12.5, 10.921052631578947)","(4.4, 4.9, 4.769387755102041)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:46:38.840746,"(12.0, 15.5, 13.142857142857142)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.25)","(8.5, 13.5, 12.045454545454545)","(3.5, 5.0, 4.89)","(11.0, 12.5, 10.921052631578947)","(4.4, 4.9, 4.769387755102041)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:46:39.872787,"(12.0, 15.5, 13.142857142857142)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.25)","(8.5, 13.0, 12.25)","(3.5, 5.0, 4.89)","(11.0, 12.5, 10.921052631578947)","(4.4, 4.9, 4.769387755102041)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:46:40.965052,"(12.0, 15.5, 13.142857142857142)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 12.25)","(3.5, 5.0, 4.89)","(11.0, 12.5, 10.921052631578947)","(4.4, 4.9, 4.769387755102041)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:46:42.056440,"(12.0, 15.5, 13.142857142857142)","(9.0, 12.5, 11.166666666666666)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 12.25)","(3.5, 5.0, 4.89)","(11.0, 12.5, 10.921052631578947)","(4.4, 4.9, 4.769387755102041)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:46:43.151938,"(12.0, 15.5, 13.25)","(9.0, 12.5, 11.166666666666666)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 12.25)","(3.5, 5.0, 4.89)","(11.0, 12.5, 10.921052631578947)","(4.4, 4.9, 4.769387755102041)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:46:44.241864,"(12.0, 15.5, 13.25)","(9.0, 12.5, 11.166666666666666)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 12.25)","(3.5, 5.0, 4.78)","(11.0, 12.5, 10.921052631578947)","(4.4, 4.9, 4.769387755102041)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:46:45.419053,"(12.0, 15.5, 13.25)","(9.0, 12.5, 11.166666666666666)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 12.25)","(3.5, 5.0, 4.75)","(11.0, 12.5, 10.921052631578947)","(4.4, 4.9, 4.769387755102041)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:46:46.757262,"(12.0, 15.5, 13.25)","(9.0, 12.5, 11.166666666666666)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 12.25)","(3.5, 5.0, 4.75)","(11.0, 12.5, 10.921052631578947)","(4.4, 4.9, 4.749056603773585)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:46:48.210764,"(12.0, 15.5, 13.25)","(9.0, 12.5, 11.166666666666666)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 12.25)","(3.5, 5.0, 4.75)","(11.0, 12.5, 10.921052631578947)","(4.4, 4.9, 4.749056603773585)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:46:49.661314,"(12.0, 15.5, 13.25)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 12.25)","(3.5, 5.0, 4.75)","(11.0, 12.5, 10.921052631578947)","(4.4, 4.9, 4.749056603773585)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:46:50.857149,"(12.0, 15.5, 13.25)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 12.25)","(3.5, 5.0, 4.75)","(11.0, 12.5, 10.921052631578947)","(4.4, 4.9, 4.749056603773585)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:46:52.285297,"(11.0, 15.5, 13.25)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 12.25)","(3.6, 5.0, 4.78)","(11.0, 12.5, 10.921052631578947)","(4.4, 4.9, 4.749056603773585)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:46:53.625074,"(11.0, 15.5, 13.25)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 12.25)","(3.6, 5.0, 4.78)","(11.0, 12.5, 10.921052631578947)","(4.4, 4.9, 4.749056603773585)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:46:55.008139,"(11.0, 15.5, 13.25)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 12.25)","(3.6, 5.0, 4.75)","(11.0, 12.5, 10.921052631578947)","(4.4, 4.9, 4.749056603773585)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:46:56.297417,"(11.0, 15.5, 13.625)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 11.833333333333334)","(3.6, 5.0, 4.75)","(11.0, 12.5, 10.921052631578947)","(4.4, 4.9, 4.749056603773585)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:46:57.566107,"(11.0, 15.5, 13.625)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 11.833333333333334)","(3.6, 5.0, 4.75)","(11.0, 12.5, 10.921052631578947)","(4.4, 4.9, 4.749056603773585)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:46:58.858253,"(11.0, 15.5, 13.625)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 11.833333333333334)","(3.6, 5.0, 4.75)","(11.0, 12.5, 11.3)","(4.4, 4.9, 4.749056603773585)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:47:00.081827,"(11.0, 15.5, 13.625)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 11.833333333333334)","(3.6, 5.0, 4.75)","(11.0, 12.5, 11.3)","(4.4, 4.9, 4.7682926829268295)","(5.0, 6.4, 6.133333333333334)"
09-01-2023 18:47:01.285099,"(11.0, 15.5, 13.625)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 11.833333333333334)","(3.6, 5.0, 4.75)","(11.0, 12.5, 11.3)","(4.4, 4.9, 4.782926829268293)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:47:02.519733,"(11.0, 15.5, 13.625)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 11.833333333333334)","(3.6, 5.0, 4.75)","(11.0, 12.5, 11.3)","(4.4, 4.9, 4.782926829268293)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:47:03.630104,"(11.0, 15.5, 13.625)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 11.833333333333334)","(3.6, 5.0, 4.75)","(11.0, 12.5, 11.3)","(4.4, 4.9, 4.782926829268293)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:47:04.812673,"(11.0, 15.5, 13.625)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 11.833333333333334)","(3.6, 5.0, 4.75)","(11.0, 12.5, 11.3)","(4.4, 4.9, 4.782926829268293)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:47:06.036757,"(11.0, 15.5, 13.625)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 11.833333333333334)","(3.6, 5.0, 4.75)","(11.0, 12.5, 11.3)","(4.4, 4.9, 4.782926829268293)","(5.0, 6.4, 6.133333333333334)"
09-01-2023 18:47:07.220765,"(11.0, 15.5, 12.887096774193548)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 11.833333333333334)","(3.6, 5.0, 4.75)","(11.0, 12.5, 11.3)","(4.4, 4.9, 4.782926829268293)","(5.0, 6.4, 6.133333333333334)"
09-01-2023 18:47:08.477911,"(11.0, 15.5, 13.185714285714285)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 11.833333333333334)","(3.6, 5.0, 4.75)","(11.0, 12.5, 11.3)","(4.4, 4.9, 4.782926829268293)","(5.0, 6.4, 6.133333333333334)"
09-01-2023 18:47:09.708828,"(11.0, 15.5, 13.185714285714285)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 11.833333333333334)","(3.6, 5.0, 4.75)","(11.0, 12.5, 11.3)","(4.4, 4.9, 4.782926829268293)","(5.0, 6.4, 6.133333333333334)"
09-01-2023 18:47:10.956831,"(11.0, 15.5, 13.185714285714285)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 11.833333333333334)","(3.6, 5.0, 4.75)","(11.0, 12.5, 11.3)","(4.4, 4.9, 4.782926829268293)","(5.0, 6.4, 6.133333333333334)"
09-01-2023 18:47:12.210003,"(11.0, 15.5, 13.185714285714285)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 12.0)","(3.6, 5.0, 4.75)","(11.0, 12.5, 12.625)","(4.4, 4.9, 4.782926829268293)","(5.0, 6.4, 6.133333333333334)"
09-01-2023 18:47:13.500243,"(11.0, 15.5, 13.185714285714285)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 12.125)","(3.6, 5.0, 4.75)","(11.0, 13.0, 12.785714285714286)","(4.4, 4.9, 4.7318181818181815)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:47:14.712415,"(11.0, 15.5, 12.887096774193548)","(9.0, 12.5, 11.166666666666666)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 12.125)","(3.6, 5.0, 4.75)","(11.0, 14.5, 13.0)","(4.4, 4.8, 4.682608695652174)","(5.0, 6.4, 6.133333333333334)"
09-01-2023 18:47:15.917498,"(11.0, 15.0, 12.857142857142858)","(9.0, 12.5, 11.166666666666666)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 12.125)","(3.6, 5.0, 4.75)","(11.0, 14.5, 12.653846153846153)","(4.4, 4.8, 4.661538461538462)","(5.0, 6.4, 6.133333333333334)"
09-01-2023 18:47:17.079924,"(11.0, 15.0, 12.857142857142858)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 12.125)","(3.6, 5.0, 4.75)","(11.0, 14.5, 12.653846153846153)","(4.4, 4.8, 4.661538461538462)","(5.0, 6.4, 6.133333333333334)"
09-01-2023 18:47:18.250763,"(11.0, 15.0, 12.857142857142858)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 12.125)","(3.6, 5.0, 4.78)","(11.0, 14.5, 12.653846153846153)","(4.4, 4.8, 4.661538461538462)","(5.0, 6.4, 6.133333333333334)"
09-01-2023 18:47:19.431640,"(11.0, 15.0, 12.857142857142858)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 12.125)","(3.6, 5.0, 4.78)","(11.0, 14.5, 12.653846153846153)","(4.4, 4.8, 4.661538461538462)","(5.0, 6.4, 6.133333333333334)"
09-01-2023 18:47:20.605650,"(11.0, 15.0, 12.613636363636363)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 12.125)","(3.6, 5.0, 4.78)","(11.0, 14.5, 12.653846153846153)","(4.4, 4.8, 4.6909090909090905)","(5.0, 6.4, 6.133333333333334)"
09-01-2023 18:47:21.793923,"(11.0, 14.5, 12.9)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 12.125)","(3.6, 5.0, 4.78)","(11.0, 14.5, 12.653846153846153)","(4.4, 4.8, 4.6909090909090905)","(5.0, 6.4, 6.133333333333334)"
09-01-2023 18:47:23.072414,"(11.0, 14.5, 12.9)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 12.125)","(3.6, 5.0, 4.78)","(11.0, 14.5, 12.653846153846153)","(4.4, 4.8, 4.6909090909090905)","(5.0, 6.4, 6.133333333333334)"
09-01-2023 18:47:24.339287,"(11.0, 14.5, 12.58695652173913)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 12.125)","(3.6, 5.0, 4.78)","(11.0, 14.5, 12.653846153846153)","(4.4, 4.8, 4.646808510638298)","(5.0, 6.4, 6.133333333333334)"
09-01-2023 18:47:25.627436,"(11.0, 14.5, 12.58695652173913)","(9.0, 12.5, 11.314814814814815)","(5.0, 12.5, 12.382352941176471)","(8.5, 13.0, 12.125)","(3.6, 5.0, 4.78)","(11.0, 14.5, 12.653846153846153)","(4.4, 4.8, 4.646808510638298)","(5.0, 6.4, 6.133333333333334)"
09-01-2023 18:47:26.991267,"(11.0, 14.5, 12.58695652173913)","(9.0, 12.5, 11.357142857142858)","(5.0, 12.5, 12.4)","(8.5, 13.0, 12.045454545454545)","(3.6, 5.0, 4.766666666666667)","(11.0, 14.5, 12.653846153846153)","(4.4, 4.8, 4.738636363636363)","(5.0, 6.4, 6.092307692307692)"
09-01-2023 18:47:28.354147,"(11.0, 14.5, 12.928571428571429)","(9.0, 12.5, 11.46875)","(5.0, 12.5, 12.22)","(8.5, 13.0, 11.875)","(3.6, 4.9, 4.776470588235294)","(11.0, 14.5, 12.7)","(4.4, 4.8, 4.699999999999999)","(5.0, 6.4, 6.1000000000000005)"
09-01-2023 18:47:29.664222,"(11.0, 14.0, 13.34375)","(9.0, 12.0, 11.272727272727273)","(5.0, 12.5, 12.22)","(8.5, 12.5, 11.916666666666666)","(3.6, 4.9, 4.776470588235294)","(11.0, 13.5, 12.61111111111111)","(4.4, 4.8, 4.72)","(5.0, 6.2, 6.1000000000000005)"
09-01-2023 18:47:30.910551,"(11.0, 14.0, 13.34375)","(9.0, 12.0, 11.272727272727273)","(5.0, 12.5, 12.22)","(8.5, 12.5, 11.916666666666666)","(3.6, 4.9, 4.776470588235294)","(11.0, 13.5, 12.61111111111111)","(4.4, 4.8, 4.72)","(5.0, 6.2, 6.1000000000000005)"
09-01-2023 18:47:32.118634,"(11.0, 14.0, 13.34375)","(9.0, 12.0, 11.272727272727273)","(5.0, 12.5, 12.22)","(8.5, 12.5, 11.975)","(3.6, 4.9, 4.776470588235294)","(11.0, 13.5, 12.552631578947368)","(4.4, 4.8, 4.72)","(5.0, 6.2, 6.1000000000000005)"
09-01-2023 18:47:33.300172,"(11.0, 14.0, 12.982142857142858)","(9.0, 12.0, 11.176470588235293)","(5.0, 12.5, 12.22)","(8.5, 12.5, 11.975)","(3.6, 4.9, 4.776470588235294)","(11.0, 13.5, 12.552631578947368)","(4.4, 4.8, 4.72)","(5.0, 6.2, 6.1000000000000005)"
09-01-2023 18:47:34.530166,"(11.0, 14.0, 12.982142857142858)","(9.0, 12.0, 11.176470588235293)","(5.0, 12.5, 12.22)","(8.5, 12.5, 11.847826086956522)","(3.6, 4.9, 4.776470588235294)","(11.0, 13.5, 12.552631578947368)","(4.4, 4.8, 4.72)","(5.0, 6.2, 6.1000000000000005)"
09-01-2023 18:47:35.736004,"(11.0, 14.0, 12.982142857142858)","(9.0, 12.0, 11.176470588235293)","(5.0, 12.5, 12.22)","(8.5, 12.5, 11.847826086956522)","(3.6, 4.9, 4.776470588235294)","(11.0, 13.5, 12.09375)","(4.4, 4.8, 4.72)","(5.0, 6.2, 6.1000000000000005)"
09-01-2023 18:47:36.944952,"(11.0, 14.0, 12.982142857142858)","(9.0, 12.0, 11.176470588235293)","(5.0, 12.5, 12.22)","(8.5, 12.5, 11.847826086956522)","(3.6, 4.9, 4.776470588235294)","(11.0, 13.5, 12.09375)","(4.4, 4.8, 4.72)","(5.0, 6.2, 6.1000000000000005)"
09-01-2023 18:47:38.208169,"(11.0, 14.0, 12.982142857142858)","(9.0, 12.0, 11.176470588235293)","(5.0, 12.5, 12.22)","(8.5, 12.5, 11.847826086956522)","(3.6, 4.9, 4.776470588235294)","(11.0, 13.5, 12.09375)","(4.4, 4.8, 4.72)","(5.0, 6.2, 6.1000000000000005)"
09-01-2023 18:47:39.403196,"(11.0, 14.0, 12.982142857142858)","(9.0, 12.0, 11.176470588235293)","(5.0, 12.5, 12.22)","(8.5, 12.5, 11.777777777777779)","(3.6, 4.9, 4.776470588235294)","(11.0, 13.5, 12.09375)","(4.4, 4.8, 4.72)","(5.0, 6.2, 6.1000000000000005)"
09-01-2023 18:47:40.622611,"(11.0, 14.0, 12.982142857142858)","(9.0, 12.0, 11.176470588235293)","(5.0, 12.5, 12.22)","(8.5, 12.0, 11.5)","(3.6, 4.9, 4.776470588235294)","(11.0, 13.5, 12.09375)","(4.4, 4.8, 4.785714285714286)","(5.0, 6.2, 6.1000000000000005)"
09-01-2023 18:47:41.883209,"(11.0, 14.0, 12.982142857142858)","(9.0, 12.0, 11.176470588235293)","(5.0, 12.5, 12.176470588235293)","(8.5, 12.0, 11.25)","(3.6, 4.9, 4.776470588235294)","(11.0, 13.5, 12.285714285714286)","(4.4, 4.8, 4.79047619047619)","(5.0, 6.2, 6.1000000000000005)"
09-01-2023 18:47:43.128362,"(11.0, 14.0, 13.067567567567568)","(9.0, 12.0, 11.176470588235293)","(5.0, 12.5, 12.176470588235293)","(8.5, 12.0, 11.533333333333333)","(3.6, 4.9, 4.814285714285715)","(11.0, 13.0, 12.1)","(4.4, 4.8, 4.79047619047619)","(5.0, 6.2, 6.133333333333334)"
09-01-2023 18:47:44.409147,"(11.0, 14.0, 13.067567567567568)","(9.0, 12.0, 11.307692307692308)","(5.0, 12.5, 12.321428571428571)","(8.5, 12.0, 11.083333333333334)","(3.6, 4.9, 4.814285714285715)","(11.0, 12.5, 11.28125)","(4.4, 4.8, 4.79047619047619)","(5.0, 6.2, 6.133333333333334)"
09-01-2023 18:47:45.743275,"(11.0, 14.0, 13.067567567567568)","(9.0, 12.0, 11.307692307692308)","(5.0, 13.0, 12.40625)","(8.5, 12.0, 11.214285714285714)","(3.6, 4.9, 4.814285714285715)","(11.0, 12.5, 11.321428571428571)","(4.4, 4.8, 4.79047619047619)","(5.0, 6.2, 6.133333333333334)"
09-01-2023 18:47:46.938818,"(11.0, 14.0, 13.067567567567568)","(9.0, 12.0, 11.307692307692308)","(5.0, 13.0, 12.40625)","(8.5, 12.0, 11.214285714285714)","(3.6, 4.9, 4.814285714285715)","(11.0, 12.5, 11.26086956521739)","(4.4, 4.8, 4.79047619047619)","(5.0, 6.2, 6.105882352941177)"
