,Cyber Crime,Minor Ash,Curly Fries,Hosey Sidekick,Hang A Boot,Call Me Kiah,Mepunga Reject,Jagger Bale
07-12-2022 19:14:53.556624,"(14.0, 32.0, 31.23076923076923)","(2.05, 2.04, 2.0108333333333333)","(4.6, 7.2, 7.133333333333334)","(16.0, 29.0, 24.894736842105264)","(9.0, 23.0, 21.444444444444443)","(4.2, 4.9, 4.776190476190476)","(18.0, 36.0, 35.578947368421055)","(26.0, 120.0, 113.0)"
07-12-2022 19:14:54.807011,"(14.0, 32.0, 31.515151515151516)","(2.05, 2.04, 2.0108333333333333)","(4.6, 7.2, 6.966666666666667)","(16.0, 29.0, 25.0)","(9.0, 23.0, 21.710526315789473)","(4.2, 4.9, 4.7956521739130435)","(18.0, 36.0, 35.578947368421055)","(26.0, 120.0, 113.0)"
07-12-2022 19:14:56.120245,"(14.0, 36.0, 35.2)","(2.05, 2.04, 2.0108333333333333)","(4.6, 7.0, 6.966666666666667)","(16.0, 29.0, 23.75)","(9.0, 23.0, 21.47826086956522)","(4.2, 4.9, 4.7956521739130435)","(18.0, 36.0, 35.578947368421055)","(26.0, 120.0, 113.0)"
07-12-2022 19:14:57.420437,"(14.0, 36.0, 35.714285714285715)","(2.05, 2.04, 2.0108333333333333)","(4.6, 7.0, 7.16)","(16.0, 29.0, 24.357142857142858)","(9.0, 23.0, 21.740000000000002)","(4.2, 4.9, 4.327272727272727)","(18.0, 36.0, 35.63157894736842)","(26.0, 120.0, 100.0)"
07-12-2022 19:14:58.719283,"(14.0, 38.0, 35.5)","(2.05, 2.04, 2.0242105263157897)","(4.6, 7.2, 7.057142857142857)","(16.0, 29.0, 26.333333333333332)","(9.0, 23.0, 22.666666666666668)","(4.2, 4.4, 4.565384615384615)","(18.0, 36.0, 35.68421052631579)","(26.0, 120.0, 105.0)"
07-12-2022 19:14:59.956647,"(14.0, 40.0, 34.1578947368421)","(2.05, 1.97, 1.9603804347826086)","(4.6, 7.4, 7.208)","(16.0, 29.0, 27.666666666666668)","(9.0, 25.0, 23.666666666666668)","(4.2, 4.6, 4.525925925925926)","(18.0, 36.0, 37.78947368421053)","(26.0, 120.0, 116.11111111111111)"
07-12-2022 19:15:01.245497,"(14.0, 38.0, 36.11764705882353)","(2.05, 2.04, 2.0263636363636364)","(4.6, 7.6, 7.11)","(16.0, 29.0, 27.72)","(9.0, 24.0, 23.666666666666668)","(4.2, 4.6, 4.485)","(18.0, 40.0, 37.78947368421053)","(26.0, 120.0, 116.11111111111111)"
07-12-2022 19:15:02.607929,"(14.0, 38.0, 37.714285714285715)","(2.05, 2.04, 2.02)","(4.6, 7.6, 7.11)","(16.0, 29.0, 27.72)","(9.0, 24.0, 23.666666666666668)","(4.2, 4.5, 4.560869565217391)","(18.0, 40.0, 38.55172413793103)","(26.0, 120.0, 118.23529411764706)"
07-12-2022 19:15:03.960306,"(14.0, 38.0, 37.76923076923077)","(2.05, 2.04, 2.02)","(4.6, 7.6, 7.36923076923077)","(16.0, 29.0, 27.666666666666668)","(9.0, 24.0, 23.25)","(4.2, 4.6, 4.580952380952381)","(18.0, 40.0, 38.92307692307692)","(26.0, 120.0, 118.23529411764706)"
07-12-2022 19:15:05.188760,"(14.0, 38.0, 37.43859649122807)","(2.05, 2.06, 2.013913043478261)","(4.6, 7.4, 7.342857142857143)","(16.0, 29.0, 27.666666666666668)","(9.0, 24.0, 22.5)","(4.2, 4.6, 4.571929824561403)","(18.0, 40.0, 39.294117647058826)","(26.0, 120.0, 117.5)"
07-12-2022 19:15:06.480686,"(14.0, 38.0, 37.43859649122807)","(2.05, 2.04, 2.013913043478261)","(4.6, 7.4, 7.342857142857143)","(16.0, 29.0, 27.666666666666668)","(9.0, 24.0, 21.666666666666668)","(4.2, 4.6, 4.571929824561403)","(18.0, 40.0, 39.333333333333336)","(26.0, 120.0, 111.66666666666667)"
07-12-2022 19:15:07.840699,"(14.0, 38.0, 36.465753424657535)","(2.05, 2.04, 2.028888888888889)","(4.6, 7.4, 7.16)","(16.0, 29.0, 27.0)","(9.0, 22.0, 22.5)","(4.2, 4.6, 4.485714285714286)","(18.0, 40.0, 39.333333333333336)","(26.0, 120.0, 117.72727272727273)"
07-12-2022 19:15:09.212552,"(14.0, 38.0, 36.465753424657535)","(2.05, 2.04, 2.028888888888889)","(4.6, 7.4, 7.294117647058823)","(16.0, 29.0, 27.22222222222222)","(9.0, 23.0, 22.5)","(4.2, 4.5, 4.485714285714286)","(18.0, 40.0, 39.333333333333336)","(26.0, 120.0, 117.5)"
07-12-2022 19:15:10.608800,"(14.0, 38.0, 36.465753424657535)","(2.05, 2.04, 1.9849999999999999)","(4.6, 7.4, 7.275)","(16.0, 29.0, 27.95)","(9.0, 23.0, 23.666666666666668)","(4.2, 4.5, 4.631428571428572)","(18.0, 40.0, 39.714285714285715)","(26.0, 120.0, 117.5)"
07-12-2022 19:15:11.943366,"(14.0, 38.0, 36.465753424657535)","(2.05, 1.99, 1.9842857142857142)","(4.6, 7.4, 7.275)","(16.0, 29.0, 27.6875)","(9.0, 25.0, 24.25)","(4.2, 4.7, 4.61304347826087)","(18.0, 40.0, 43.2)","(26.0, 120.0, 117.5)"
07-12-2022 19:15:13.241938,"(14.0, 38.0, 36.54545454545455)","(2.05, 1.99, 1.9681818181818183)","(4.6, 7.4, 7.275)","(16.0, 29.0, 27.6875)","(9.0, 25.0, 23.0)","(4.2, 4.7, 4.663793103448276)","(18.0, 46.0, 43.2)","(26.0, 120.0, 117.5)"
07-12-2022 19:15:14.709798,"(14.0, 38.0, 36.54545454545455)","(2.05, 1.99, 1.9729032258064516)","(4.6, 7.4, 6.204237288135594)","(16.0, 29.0, 27.8)","(9.0, 25.0, 23.5)","(4.2, 4.7, 4.654545454545454)","(18.0, 46.0, 43.375)","(26.0, 120.0, 117.5)"
07-12-2022 19:15:16.078709,"(14.0, 38.0, 36.54545454545455)","(2.05, 2.04, 2.013846153846154)","(4.6, 6.4, 6.2081967213114755)","(16.0, 29.0, 28.05263157894737)","(9.0, 25.0, 24.1)","(4.2, 4.8, 4.7625)","(18.0, 46.0, 43.1764705882353)","(26.0, 120.0, 117.5)"
07-12-2022 19:15:17.342085,"(20.0, 38.0, 36.845360824742265)","(1.85, 2.04, 2.0225641025641026)","(5.0, 6.4, 6.2081967213114755)","(17.0, 29.0, 28.05263157894737)","(12.0, 25.0, 24.1)","(3.8, 4.8, 4.765714285714285)","(21.0, 46.0, 41.30434782608695)","(41.0, 120.0, 117.5)"
07-12-2022 19:15:18.639192,"(20.0, 38.0, 37.0)","(1.85, 2.06, 2.041714285714286)","(5.0, 6.0, 5.915346534653466)","(17.0, 29.0, 27.95)","(12.0, 25.0, 24.375)","(3.8, 4.8, 4.766666666666667)","(21.0, 46.0, 41.25)","(41.0, 120.0, 117.5)"
07-12-2022 19:15:20.010980,"(20.0, 38.0, 36.845360824742265)","(1.85, 2.06, 2.041714285714286)","(5.0, 6.0, 5.917730496453901)","(17.0, 29.0, 28.05263157894737)","(12.0, 27.0, 24.4)","(3.8, 4.8, 4.7625)","(21.0, 44.0, 41.25)","(41.0, 120.0, 117.5)"
07-12-2022 19:15:21.396259,"(20.0, 38.0, 36.845360824742265)","(1.85, 2.06, 2.041714285714286)","(5.0, 6.0, 5.917730496453901)","(17.0, 29.0, 28.470588235294116)","(12.0, 26.0, 24.25)","(3.8, 4.8, 4.7622641509433965)","(21.0, 44.0, 39.0)","(41.0, 120.0, 135.0)"
07-12-2022 19:15:22.812330,"(20.0, 38.0, 36.4375)","(1.85, 2.12, 2.046808510638298)","(5.0, 6.0, 5.943548387096774)","(17.0, 29.0, 28.454545454545453)","(12.0, 26.0, 25.142857142857142)","(3.8, 4.8, 4.475510204081632)","(21.0, 42.0, 38.166666666666664)","(41.0, 150.0, 143.88888888888889)"
07-12-2022 19:15:24.378197,"(20.0, 38.0, 37.21311475409836)","(1.85, 2.12, 2.1054545454545455)","(5.0, 6.0, 6.189090909090909)","(17.0, 29.0, 28.333333333333332)","(12.0, 28.0, 26.6)","(3.8, 4.5, 4.4365853658536585)","(21.0, 42.0, 38.111111111111114)","(41.0, 150.0, 143.88888888888889)"
07-12-2022 19:15:25.802375,"(20.0, 38.0, 41.9277108433735)","(1.85, 2.12, 2.1100000000000003)","(5.0, 6.2, 6.166037735849057)","(17.0, 29.0, 27.5)","(12.0, 27.0, 25.176470588235293)","(3.8, 4.5, 4.354054054054054)","(21.0, 42.0, 38.1)","(41.0, 150.0, 143.125)"
07-12-2022 19:15:27.274395,"(20.0, 42.0, 41.94174757281554)","(1.85, 2.12, 2.0828571428571427)","(5.0, 6.2, 6.152380952380953)","(17.0, 29.0, 27.5)","(12.0, 28.0, 25.176470588235293)","(3.8, 4.4, 4.354054054054054)","(21.0, 42.0, 38.1)","(41.0, 150.0, 143.125)"
07-12-2022 19:15:28.740615,"(20.0, 42.0, 39.84466019417476)","(1.85, 2.1, 2.103076923076923)","(5.0, 6.4, 6.327272727272727)","(17.0, 29.0, 27.5)","(12.0, 28.0, 25.176470588235293)","(3.8, 4.4, 4.354054054054054)","(21.0, 42.0, 37.2)","(41.0, 150.0, 143.125)"
07-12-2022 19:15:30.153076,"(20.0, 40.0, 39.84466019417476)","(1.85, 2.12, 2.103076923076923)","(5.0, 6.4, 6.342857142857143)","(17.0, 29.0, 27.5)","(12.0, 28.0, 25.7)","(3.8, 4.4, 4.328169014084507)","(21.0, 42.0, 36.15)","(41.0, 150.0, 125.625)"
07-12-2022 19:15:31.584351,"(21.0, 40.0, 39.84466019417476)","(1.85, 2.12, 2.1031578947368423)","(5.0, 6.4, 6.342857142857143)","(18.0, 29.0, 27.5)","(14.0, 26.0, 25.0)","(3.7, 4.4, 4.328169014084507)","(21.0, 42.0, 36.292682926829265)","(41.0, 130.0, 125.625)"
07-12-2022 19:15:33.012608,"(21.0, 40.0, 39.6)","(1.85, 2.12, 2.1114285714285717)","(5.0, 6.4, 6.3875)","(18.0, 29.0, 27.5)","(14.0, 27.0, 25.153846153846153)","(3.7, 4.4, 4.319607843137255)","(21.0, 42.0, 36.30769230769231)","(41.0, 130.0, 125.625)"
07-12-2022 19:15:34.503535,"(21.0, 44.0, 40.526315789473685)","(1.85, 2.12, 2.101935483870968)","(5.0, 6.4, 6.3909090909090915)","(18.0, 29.0, 28.18181818181818)","(14.0, 27.0, 24.23076923076923)","(3.7, 4.4, 4.317094017094017)","(21.0, 42.0, 36.30769230769231)","(41.0, 130.0, 125.625)"
07-12-2022 19:15:35.904081,"(21.0, 44.0, 42.95238095238095)","(1.85, 2.12, 2.0933333333333333)","(5.0, 6.4, 6.3909090909090915)","(18.0, 29.0, 28.18181818181818)","(14.0, 27.0, 24.176470588235293)","(3.7, 4.4, 4.317543859649123)","(21.0, 42.0, 36.30769230769231)","(41.0, 130.0, 112.5)"
07-12-2022 19:15:37.345184,"(21.0, 44.0, 43.04761904761905)","(1.85, 2.12, 2.1046153846153848)","(5.0, 6.4, 6.3909090909090915)","(18.0, 29.0, 28.25)","(14.0, 27.0, 24.176470588235293)","(3.7, 4.4, 4.31639344262295)","(21.0, 42.0, 37.142857142857146)","(41.0, 120.0, 108.0)"
07-12-2022 19:15:38.693807,"(21.0, 44.0, 43.04761904761905)","(1.8, 2.12, 2.109777777777778)","(5.0, 6.4, 6.3909090909090915)","(18.0, 29.0, 28.4)","(14.0, 27.0, 24.176470588235293)","(3.7, 4.4, 4.2325)","(21.0, 40.0, 36.72727272727273)","(41.0, 120.0, 114.54545454545455)"
07-12-2022 19:15:40.074183,"(21.0, 44.0, 43.25)","(1.8, 2.14, 2.11375)","(5.0, 6.4, 6.3909090909090915)","(18.0, 29.0, 28.4)","(14.0, 27.0, 25.0)","(3.7, 4.3, 4.24)","(21.0, 40.0, 36.72727272727273)","(41.0, 120.0, 114.54545454545455)"
07-12-2022 19:15:41.401035,"(21.0, 44.0, 43.25)","(1.8, 2.12, 2.116)","(5.0, 6.4, 6.3909090909090915)","(18.0, 29.0, 28.470588235294116)","(14.0, 26.0, 25.0)","(3.7, 4.3, 4.242553191489362)","(21.0, 40.0, 37.0)","(41.0, 120.0, 114.54545454545455)"
07-12-2022 19:15:42.804892,"(21.0, 44.0, 41.77777777777778)","(1.8, 2.12, 2.1081818181818184)","(5.0, 6.4, 6.391304347826087)","(18.0, 29.0, 28.4375)","(14.0, 26.0, 24.733333333333334)","(3.7, 4.3, 4.312931034482759)","(21.0, 40.0, 37.666666666666664)","(41.0, 120.0, 102.5)"
07-12-2022 19:15:44.170392,"(21.0, 44.0, 41.77777777777778)","(1.8, 2.12, 2.1011111111111114)","(5.0, 6.4, 6.391304347826087)","(18.0, 29.0, 28.4375)","(14.0, 27.0, 24.733333333333334)","(3.7, 4.4, 4.312931034482759)","(21.0, 38.0, 37.666666666666664)","(41.0, 120.0, 94.16666666666667)"
07-12-2022 19:15:45.510581,"(21.0, 44.0, 43.09090909090909)","(1.8, 2.12, 2.0776470588235294)","(5.0, 6.4, 6.380392156862745)","(18.0, 29.0, 27.666666666666668)","(14.0, 27.0, 25.666666666666668)","(3.7, 4.4, 4.3130434782608695)","(21.0, 38.0, 37.666666666666664)","(41.0, 95.0, 94.16666666666667)"
07-12-2022 19:15:46.788118,"(21.0, 50.0, 46.57142857142857)","(1.8, 2.08, 2.0690909090909093)","(5.0, 6.6, 6.59047619047619)","(18.0, 29.0, 27.666666666666668)","(14.0, 26.0, 24.681818181818183)","(3.7, 4.4, 4.216666666666667)","(21.0, 38.0, 37.666666666666664)","(41.0, 95.0, 94.16666666666667)"
07-12-2022 19:15:48.135335,"(21.0, 48.0, 47.2)","(1.8, 2.08, 2.0705454545454547)","(5.0, 6.6, 6.580952380952381)","(18.0, 29.0, 30.09090909090909)","(14.0, 27.0, 25.153846153846153)","(3.7, 4.3, 4.223255813953489)","(21.0, 38.0, 38.22222222222222)","(41.0, 95.0, 94.16666666666667)"
07-12-2022 19:15:49.431457,"(21.0, 55.0, 50.25)","(1.8, 2.08, 2.0705454545454547)","(5.0, 6.6, 6.580952380952381)","(18.0, 32.0, 30.125)","(14.0, 27.0, 25.227272727272727)","(3.7, 4.3, 4.216279069767442)","(21.0, 40.0, 38.22222222222222)","(41.0, 95.0, 94.16666666666667)"
07-12-2022 19:15:50.808874,"(21.0, 55.0, 50.54761904761905)","(1.8, 2.08, 2.0705454545454547)","(5.0, 6.6, 6.580952380952381)","(18.0, 32.0, 30.5)","(14.0, 27.0, 25.555555555555557)","(3.7, 4.3, 4.223255813953489)","(21.0, 40.0, 38.22222222222222)","(41.0, 95.0, 94.16666666666667)"
07-12-2022 19:15:52.204643,"(21.0, 55.0, 52.285714285714285)","(1.8, 2.08, 2.051851851851852)","(5.0, 6.6, 6.652173913043478)","(18.0, 32.0, 30.5)","(14.0, 27.0, 25.666666666666668)","(3.7, 4.3, 4.043661971830986)","(21.0, 40.0, 43.0)","(41.0, 95.0, 94.28571428571429)"
07-12-2022 19:15:53.600241,"(21.0, 50.0, 48.074074074074076)","(1.8, 2.06, 2.0625)","(5.0, 6.8, 6.699999999999999)","(18.0, 32.0, 31.25)","(14.0, 27.0, 25.714285714285715)","(3.7, 4.2, 4.056410256410256)","(21.0, 46.0, 42.0)","(41.0, 95.0, 108.0)"
07-12-2022 19:15:55.033908,"(21.0, 55.0, 50.666666666666664)","(1.8, 2.08, 2.0625)","(5.0, 6.8, 6.706666666666667)","(18.0, 32.0, 31.46666666666667)","(14.0, 27.0, 25.555555555555557)","(3.6, 4.1, 4.126845637583893)","(21.0, 46.0, 43.0)","(41.0, 120.0, 108.0)"
07-12-2022 19:15:56.442397,"(21.0, 55.0, 51.875)","(1.8, 2.08, 2.0655)","(5.0, 6.8, 6.7)","(18.0, 32.0, 28.0)","(14.0, 27.0, 25.555555555555557)","(3.6, 4.2, 4.135294117647059)","(21.0, 48.0, 44.0)","(41.0, 120.0, 106.36363636363636)"
07-12-2022 19:15:57.875052,"(21.0, 55.0, 51.875)","(1.8, 2.1, 2.0655)","(5.0, 6.8, 6.666666666666667)","(18.0, 29.0, 27.78125)","(14.0, 27.0, 25.555555555555557)","(3.6, 4.2, 4.117241379310345)","(21.0, 46.0, 40.22222222222222)","(41.0, 120.0, 106.36363636363636)"
07-12-2022 19:15:59.370522,"(21.0, 55.0, 53.41269841269841)","(1.8, 2.1, 2.064472049689441)","(5.0, 6.8, 6.7)","(18.0, 32.0, 29.727272727272727)","(14.0, 27.0, 25.5)","(3.6, 4.2, 4.116417910447761)","(21.0, 46.0, 41.88235294117647)","(41.0, 120.0, 110.625)"
07-12-2022 19:16:00.856820,"(21.0, 55.0, 53.795180722891565)","(1.8, 2.1, 2.064472049689441)","(5.0, 6.8, 6.7)","(18.0, 30.0, 27.862068965517242)","(15.0, 27.0, 25.342105263157894)","(3.6, 4.2, 4.104615384615385)","(21.0, 44.0, 42.75)","(41.0, 120.0, 110.625)"
07-12-2022 19:16:02.337244,"(21.0, 55.0, 53.795180722891565)","(1.8, 2.1, 2.064472049689441)","(5.0, 6.8, 6.70204081632653)","(18.0, 32.0, 27.348837209302324)","(15.0, 27.0, 25.342105263157894)","(3.6, 4.2, 4.097142857142857)","(21.0, 44.0, 42.75)","(41.0, 120.0, 105.0)"
07-12-2022 19:16:03.863109,"(26.0, 55.0, 53.898305084745765)","(1.8, 2.1, 2.0649079754601227)","(5.0, 6.8, 6.7344262295081965)","(18.0, 30.0, 27.8)","(15.0, 27.0, 25.454545454545453)","(3.6, 4.1, 4.097142857142857)","(21.0, 44.0, 41.375)","(41.0, 120.0, 115.83333333333334)"
07-12-2022 19:16:05.366711,"(26.0, 55.0, 53.71621621621622)","(1.8, 2.1, 2.075593220338983)","(5.0, 6.8, 6.942857142857143)","(18.0, 28.0, 26.625)","(15.0, 27.0, 25.454545454545453)","(3.6, 4.1, 4.124050632911392)","(21.0, 44.0, 41.25714285714286)","(41.0, 120.0, 116.0)"
07-12-2022 19:16:06.801928,"(26.0, 55.0, 53.984375)","(1.8, 2.1, 2.0791666666666666)","(5.0, 7.0, 6.778947368421052)","(18.0, 28.0, 26.73076923076923)","(15.0, 27.0, 25.454545454545453)","(3.5, 4.2, 4.125)","(21.0, 44.0, 41.25714285714286)","(51.0, 120.0, 108.84615384615384)"
07-12-2022 19:16:08.180557,"(26.0, 55.0, 53.984375)","(1.8, 2.08, 2.0691891891891894)","(5.0, 6.8, 6.875862068965517)","(18.0, 28.0, 26.73076923076923)","(15.0, 27.0, 25.454545454545453)","(3.5, 4.2, 4.124050632911392)","(21.0, 44.0, 41.22222222222222)","(51.0, 110.0, 109.0625)"
07-12-2022 19:16:09.535498,"(26.0, 55.0, 53.984375)","(1.8, 2.08, 2.058867924528302)","(5.0, 7.0, 6.875862068965517)","(18.0, 28.0, 26.428571428571427)","(15.0, 27.0, 25.454545454545453)","(3.5, 4.2, 4.124050632911392)","(21.0, 44.0, 41.2972972972973)","(51.0, 110.0, 109.0625)"
07-12-2022 19:16:10.832761,"(26.0, 55.0, 54.473684210526315)","(1.8, 2.08, 2.0685714285714285)","(5.0, 7.0, 6.855555555555555)","(18.0, 27.0, 26.333333333333332)","(15.0, 27.0, 25.11764705882353)","(3.5, 4.2, 4.123076923076923)","(21.0, 44.0, 41.368421052631575)","(51.0, 110.0, 115.0)"
07-12-2022 19:16:12.074440,"(26.0, 55.0, 54.50819672131148)","(1.8, 2.08, 2.0685714285714285)","(5.0, 7.0, 6.855555555555555)","(18.0, 27.0, 26.5)","(15.0, 27.0, 25.22222222222222)","(3.5, 4.2, 4.150980392156863)","(21.0, 44.0, 41.4054054054054)","(51.0, 120.0, 114.11764705882354)"
07-12-2022 19:16:13.291588,"(26.0, 55.0, 54.741379310344826)","(1.8, 2.08, 2.0685714285714285)","(5.0, 7.0, 6.842424242424242)","(18.0, 27.0, 26.333333333333332)","(15.0, 27.0, 25.4)","(3.5, 4.2, 4.150980392156863)","(21.0, 44.0, 41.4054054054054)","(51.0, 120.0, 114.11764705882354)"
07-12-2022 19:16:14.478470,"(26.0, 55.0, 54.741379310344826)","(1.8, 2.08, 2.0685714285714285)","(5.0, 7.0, 6.933333333333334)","(18.0, 27.0, 26.333333333333332)","(15.0, 27.0, 25.22222222222222)","(3.5, 4.2, 4.131818181818182)","(21.0, 44.0, 41.4054054054054)","(51.0, 120.0, 114.11764705882354)"
07-12-2022 19:16:15.820982,"(26.0, 55.0, 54.741379310344826)","(1.8, 2.1, 2.0962264150943395)","(5.0, 6.8, 6.805128205128205)","(18.0, 27.0, 26.333333333333332)","(15.0, 27.0, 25.4)","(3.5, 4.2, 4.092063492063492)","(21.0, 44.0, 41.4054054054054)","(51.0, 120.0, 114.11764705882354)"
07-12-2022 19:16:17.302384,"(26.0, 55.0, 54.72727272727273)","(1.8, 2.1, 2.0962264150943395)","(5.0, 7.0, 6.805128205128205)","(18.0, 27.0, 26.333333333333332)","(15.0, 27.0, 25.4)","(3.5, 4.1, 4.092063492063492)","(21.0, 44.0, 41.2972972972973)","(51.0, 120.0, 108.92857142857143)"
07-12-2022 19:16:18.575054,"(26.0, 55.0, 54.72727272727273)","(1.8, 2.1, 2.090617283950617)","(5.0, 7.0, 7.24)","(18.0, 27.0, 26.333333333333332)","(15.0, 27.0, 25.4)","(3.5, 4.1, 4.067088607594936)","(21.0, 44.0, 41.333333333333336)","(51.0, 110.0, 108.92857142857143)"
07-12-2022 19:16:19.951008,"(26.0, 55.0, 54.72727272727273)","(1.8, 2.1, 2.0813793103448277)","(5.0, 7.4, 7.195614035087719)","(18.0, 27.0, 26.09090909090909)","(15.0, 27.0, 25.22222222222222)","(3.5, 4.1, 4.015151515151515)","(21.0, 44.0, 41.2972972972973)","(51.0, 110.0, 108.92857142857143)"
07-12-2022 19:16:21.243374,"(26.0, 55.0, 54.72727272727273)","(1.8, 2.1, 2.081538461538462)","(5.0, 7.2, 7.342238267148015)","(18.0, 27.0, 26.09090909090909)","(15.0, 27.0, 25.22222222222222)","(3.5, 4.1, 3.95)","(21.0, 44.0, 41.2972972972973)","(51.0, 110.0, 108.92857142857143)"
07-12-2022 19:16:22.411033,"(26.0, 55.0, 54.72727272727273)","(1.8, 2.12, 2.1085714285714285)","(5.0, 7.4, 7.3459854014598545)","(18.0, 27.0, 26.142857142857142)","(15.0, 27.0, 25.4)","(3.5, 4.0, 3.9299999999999997)","(21.0, 44.0, 41.2972972972973)","(51.0, 110.0, 108.92857142857143)"
07-12-2022 19:16:23.711244,"(26.0, 55.0, 54.72727272727273)","(1.8, 2.1, 2.0993548387096777)","(5.0, 7.4, 7.528421052631579)","(18.0, 27.0, 26.142857142857142)","(15.0, 27.0, 25.22222222222222)","(3.5, 4.0, 3.892857142857143)","(21.0, 44.0, 41.333333333333336)","(51.0, 110.0, 108.92857142857143)"
07-12-2022 19:16:24.865283,"(26.0, 55.0, 54.72727272727273)","(1.8, 2.12, 2.112888888888889)","(5.0, 7.6, 7.526966292134832)","(18.0, 27.0, 25.862068965517242)","(15.0, 27.0, 25.22222222222222)","(3.5, 3.9, 3.8948275862068966)","(21.0, 44.0, 41.2972972972973)","(51.0, 110.0, 108.92857142857143)"
07-12-2022 19:16:26.106455,"(26.0, 55.0, 54.72727272727273)","(1.8, 2.12, 2.08)","(5.0, 7.6, 7.525)","(18.0, 27.0, 25.862068965517242)","(15.0, 27.0, 25.22222222222222)","(3.4, 3.9, 3.9119047619047618)","(21.0, 44.0, 41.333333333333336)","(51.0, 110.0, 108.92857142857143)"
07-12-2022 19:16:27.291492,"(26.0, 55.0, 54.716981132075475)","(1.8, 2.08, 2.0944444444444446)","(5.0, 7.6, 7.523076923076923)","(18.0, 27.0, 25.862068965517242)","(15.0, 27.0, 25.5)","(3.4, 3.95, 3.8916666666666666)","(21.0, 44.0, 40.42857142857143)","(51.0, 110.0, 108.84615384615384)"
07-12-2022 19:16:28.510084,"(26.0, 55.0, 54.71153846153846)","(1.8, 2.1, 2.0883333333333334)","(5.0, 7.6, 7.5172932330827065)","(18.0, 27.0, 25.8)","(15.0, 27.0, 25.11111111111111)","(3.4, 3.9, 3.893103448275862)","(21.0, 44.0, 42.333333333333336)","(51.0, 110.0, 108.84615384615384)"
07-12-2022 19:16:29.765016,"(26.0, 55.0, 54.71153846153846)","(1.8, 2.1, 2.0933333333333333)","(5.0, 7.6, 7.5172932330827065)","(18.0, 26.0, 25.741935483870968)","(15.0, 27.0, 25.142857142857142)","(3.4, 3.9, 3.898)","(21.0, 44.0, 39.5)","(51.0, 110.0, 108.84615384615384)"
07-12-2022 19:16:31.091087,"(26.0, 55.0, 54.71153846153846)","(1.8, 2.1, 2.085777777777778)","(5.0, 7.6, 7.520863309352518)","(18.0, 27.0, 25.58823529411765)","(15.0, 27.0, 25.142857142857142)","(3.4, 3.9, 3.8976190476190475)","(26.0, 40.0, 39.5)","(51.0, 110.0, 108.84615384615384)"
07-12-2022 19:16:32.441885,"(26.0, 55.0, 54.53703703703704)","(1.85, 2.1, 2.0576470588235294)","(5.0, 7.6, 7.543478260869565)","(18.0, 27.0, 26.06896551724138)","(15.0, 27.0, 26.8)","(3.4, 3.9, 3.92)","(26.0, 40.0, 38.888888888888886)","(51.0, 110.0, 116.84210526315789)"
07-12-2022 19:16:33.650046,"(26.0, 55.0, 54.53703703703704)","(1.85, 2.06, 2.062222222222222)","(5.0, 7.6, 7.543478260869565)","(18.0, 27.0, 26.05263157894737)","(15.0, 27.0, 26.823529411764707)","(3.4, 4.0, 3.9235294117647057)","(26.0, 42.0, 38.888888888888886)","(51.0, 120.0, 116.92307692307692)"
07-12-2022 19:16:34.888675,"(26.0, 60.0, 58.166666666666664)","(1.85, 2.08, 2.0672727272727274)","(5.0, 7.6, 7.037837837837838)","(18.0, 27.0, 30.666666666666668)","(15.0, 27.0, 25.133333333333333)","(3.4, 4.0, 3.9681818181818183)","(26.0, 42.0, 39.10344827586207)","(51.0, 120.0, 117.03703703703704)"
07-12-2022 19:16:36.044468,"(26.0, 60.0, 58.225806451612904)","(1.85, 2.08, 2.0672727272727274)","(5.0, 7.2, 7.037837837837838)","(18.0, 34.0, 29.88888888888889)","(15.0, 27.0, 25.764705882352942)","(3.4, 4.0, 4.005405405405406)","(26.0, 42.0, 39.142857142857146)","(51.0, 120.0, 117.03703703703704)"
07-12-2022 19:16:37.320566,"(26.0, 60.0, 57.638888888888886)","(1.85, 2.1, 2.0809756097560976)","(5.0, 7.2, 7.0038709677419355)","(18.0, 30.0, 30.14814814814815)","(15.0, 27.0, 25.764705882352942)","(3.4, 4.1, 3.99)","(26.0, 42.0, 38.64)","(51.0, 120.0, 117.03703703703704)"
07-12-2022 19:16:38.562549,"(26.0, 60.0, 57.638888888888886)","(1.85, 2.1, 2.0809756097560976)","(5.0, 7.2, 7.01)","(18.0, 32.0, 30.14814814814815)","(15.0, 27.0, 24.952380952380953)","(3.4, 4.0, 3.9986486486486488)","(26.0, 42.0, 38.666666666666664)","(51.0, 120.0, 117.03703703703704)"
07-12-2022 19:16:39.798633,"(26.0, 60.0, 57.638888888888886)","(1.85, 2.1, 2.082051282051282)","(5.0, 7.2, 7.01)","(18.0, 32.0, 30.14814814814815)","(15.0, 25.0, 24.952380952380953)","(3.4, 4.1, 4.033333333333333)","(26.0, 42.0, 38.64)","(51.0, 120.0, 116.8)"
07-12-2022 19:16:41.252151,"(26.0, 60.0, 57.5)","(1.85, 2.1, 2.0839080459770116)","(5.0, 7.0, 6.81744966442953)","(18.0, 32.0, 30.095238095238095)","(15.0, 25.0, 24.952380952380953)","(3.4, 4.1, 4.029411764705882)","(26.0, 42.0, 38.64)","(51.0, 120.0, 116.66666666666667)"
