,Bare Knuckles,Scott Monster,Rainbows Gold,Tabasco Lad,Jolly Johnny,Gabriella Maree,Tinker Mike,Aston Cigar
10-01-2023 15:01:29.486359,"(6.0, 10.5, 9.375)","(18.0, 42.0, 27.833333333333332)","(8.0, 14.5, 14.3)","(3.9, 5.6, 4.717647058823529)","(4.2, 5.3, 5.18)","(7.5, 11.5, 11.118181818181819)","(5.5, 7.8, 6.555555555555556)","(6.0, 7.4, 6.566666666666667)"
10-01-2023 15:01:30.860391,"(6.0, 10.5, 9.375)","(18.0, 42.0, 27.833333333333332)","(8.0, 14.5, 14.3)","(3.9, 5.6, 4.717647058823529)","(4.2, 5.3, 5.18)","(7.5, 11.5, 11.118181818181819)","(5.5, 7.8, 6.555555555555556)","(6.0, 7.4, 6.566666666666667)"
10-01-2023 15:01:32.194985,"(6.0, 10.5, 9.375)","(18.0, 42.0, 27.833333333333332)","(8.0, 14.5, 14.3)","(3.9, 5.6, 4.717647058823529)","(4.2, 5.3, 5.18)","(7.5, 11.5, 11.118181818181819)","(5.5, 7.8, 6.555555555555556)","(6.0, 7.4, 6.763636363636364)"
10-01-2023 15:01:33.763315,"(6.0, 10.5, 9.340909090909092)","(18.0, 42.0, 27.833333333333332)","(8.0, 14.5, 14.3)","(3.9, 5.6, 4.717647058823529)","(4.2, 5.3, 5.18)","(7.5, 11.5, 11.118181818181819)","(5.5, 7.8, 6.555555555555556)","(6.0, 7.4, 6.666666666666667)"
10-01-2023 15:01:35.099645,"(6.0, 10.5, 9.340909090909092)","(18.0, 42.0, 27.833333333333332)","(8.0, 14.5, 14.3)","(3.9, 5.6, 4.717647058823529)","(4.2, 5.3, 5.18)","(7.5, 11.5, 11.118181818181819)","(5.5, 7.8, 6.555555555555556)","(6.0, 7.4, 6.666666666666667)"
10-01-2023 15:01:36.309690,"(6.0, 10.5, 9.340909090909092)","(18.0, 42.0, 27.833333333333332)","(8.0, 14.5, 14.3)","(3.9, 5.6, 4.717647058823529)","(4.2, 5.3, 5.18)","(7.5, 11.5, 11.118181818181819)","(5.5, 7.8, 6.555555555555556)","(6.0, 7.4, 6.666666666666667)"
10-01-2023 15:01:37.548939,"(6.0, 10.5, 9.340909090909092)","(18.0, 42.0, 27.833333333333332)","(8.0, 14.5, 14.3)","(3.9, 5.6, 4.717647058823529)","(4.2, 5.3, 5.18)","(7.5, 11.5, 11.118181818181819)","(5.5, 7.8, 6.555555555555556)","(6.0, 7.4, 6.666666666666667)"
10-01-2023 15:01:38.792602,"(6.0, 10.5, 9.340909090909092)","(18.0, 42.0, 27.833333333333332)","(8.0, 14.5, 14.3)","(3.9, 5.6, 4.717647058823529)","(4.2, 5.3, 5.18)","(7.5, 11.5, 11.118181818181819)","(5.5, 7.8, 6.555555555555556)","(6.0, 7.4, 6.666666666666667)"
10-01-2023 15:01:40.126659,"(6.0, 10.5, 9.0)","(18.0, 42.0, 27.833333333333332)","(8.0, 14.5, 14.3)","(3.9, 5.6, 4.717647058823529)","(4.2, 5.3, 5.117391304347826)","(7.5, 11.5, 11.118181818181819)","(5.5, 7.8, 6.555555555555556)","(6.0, 7.4, 6.666666666666667)"
10-01-2023 15:01:41.481725,"(6.0, 10.5, 9.477272727272727)","(18.0, 42.0, 27.833333333333332)","(8.0, 14.5, 14.3)","(3.9, 5.6, 4.717647058823529)","(4.2, 5.3, 5.18)","(7.5, 11.5, 11.118181818181819)","(5.5, 7.8, 6.781818181818182)","(6.0, 7.4, 6.666666666666667)"
10-01-2023 15:01:42.803924,"(6.0, 10.5, 9.477272727272727)","(18.0, 42.0, 27.833333333333332)","(8.0, 14.5, 14.3)","(3.9, 5.6, 4.717647058823529)","(4.2, 5.3, 5.18)","(7.5, 11.5, 11.118181818181819)","(5.5, 7.8, 6.933333333333334)","(6.0, 7.4, 6.7555555555555555)"
10-01-2023 15:01:44.205607,"(6.0, 10.5, 9.477272727272727)","(18.0, 42.0, 27.833333333333332)","(8.0, 14.5, 14.3)","(3.9, 5.6, 4.717647058823529)","(4.2, 5.3, 5.18)","(7.5, 11.5, 11.118181818181819)","(5.5, 7.8, 6.933333333333334)","(6.0, 7.2, 6.933333333333334)"
10-01-2023 15:01:45.544995,"(6.0, 10.5, 9.5625)","(18.0, 42.0, 27.833333333333332)","(8.0, 14.5, 14.3)","(3.9, 5.6, 4.717647058823529)","(4.2, 5.3, 5.18)","(7.5, 11.5, 11.118181818181819)","(5.5, 7.8, 7.23125)","(6.0, 7.2, 6.933333333333334)"
10-01-2023 15:01:46.888063,"(6.0, 10.5, 9.428571428571429)","(18.0, 42.0, 27.833333333333332)","(8.0, 14.5, 14.3)","(3.9, 5.6, 4.717647058823529)","(4.2, 5.3, 5.18)","(7.5, 11.5, 11.118181818181819)","(5.5, 7.8, 7.23125)","(6.0, 7.2, 6.7555555555555555)"
10-01-2023 15:01:48.182252,"(6.0, 10.5, 9.25)","(18.0, 42.0, 27.833333333333332)","(8.0, 14.5, 14.3)","(3.9, 5.6, 4.717647058823529)","(4.2, 5.3, 5.18)","(7.5, 11.5, 11.118181818181819)","(5.5, 7.8, 7.23125)","(6.0, 7.2, 7.066666666666666)"
10-01-2023 15:01:49.486753,"(6.0, 10.5, 9.176470588235293)","(18.0, 42.0, 27.833333333333332)","(8.0, 14.5, 14.3)","(3.9, 5.6, 4.771428571428571)","(4.2, 5.3, 5.18)","(7.5, 11.5, 11.118181818181819)","(5.5, 7.8, 7.222222222222222)","(6.0, 7.2, 7.0588235294117645)"
10-01-2023 15:01:50.767574,"(6.0, 10.5, 9.176470588235293)","(18.0, 42.0, 27.833333333333332)","(8.0, 14.5, 14.3)","(3.9, 5.4, 4.7125)","(4.2, 5.3, 5.18)","(7.5, 11.5, 11.118181818181819)","(5.5, 7.8, 7.222222222222222)","(6.0, 7.2, 7.0588235294117645)"
10-01-2023 15:01:51.987791,"(6.0, 10.0, 9.02)","(18.0, 42.0, 27.833333333333332)","(8.0, 14.5, 14.3)","(3.9, 5.3, 4.675)","(4.2, 5.3, 5.18)","(7.5, 11.5, 11.118181818181819)","(5.5, 7.8, 7.222222222222222)","(6.0, 7.2, 7.0588235294117645)"
10-01-2023 15:01:53.231864,"(6.0, 10.0, 9.563636363636363)","(18.0, 42.0, 27.833333333333332)","(8.0, 14.5, 14.3)","(3.9, 5.3, 4.514285714285714)","(4.2, 5.3, 5.18)","(7.5, 11.0, 10.889655172413793)","(5.5, 7.8, 7.222222222222222)","(6.0, 7.2, 7.083333333333333)"
10-01-2023 15:01:54.383252,"(6.0, 10.5, 9.790909090909091)","(18.0, 42.0, 27.833333333333332)","(8.0, 14.5, 14.3)","(3.9, 5.1, 4.833333333333333)","(4.2, 5.3, 5.18)","(7.5, 11.0, 10.75)","(5.5, 7.8, 7.222222222222222)","(6.0, 7.2, 7.083333333333333)"
10-01-2023 15:01:55.504349,"(6.0, 10.5, 9.7)","(18.0, 42.0, 33.5)","(8.0, 14.5, 14.3)","(3.9, 5.1, 4.56)","(4.2, 5.3, 4.785714285714286)","(7.5, 11.0, 10.889655172413793)","(5.5, 7.8, 7.125925925925926)","(6.0, 7.2, 6.779999999999999)"
10-01-2023 15:01:56.726584,"(6.0, 10.5, 9.7)","(18.0, 42.0, 33.5)","(8.0, 14.5, 12.214285714285714)","(3.9, 5.1, 4.569230769230769)","(4.2, 5.3, 4.9)","(7.5, 11.0, 10.92)","(5.5, 7.8, 7.18095238095238)","(6.0, 7.2, 6.9714285714285715)"
10-01-2023 15:01:57.966117,"(6.0, 10.5, 10.0)","(18.0, 42.0, 35.92857142857143)","(8.0, 14.0, 12.61111111111111)","(3.9, 5.0, 4.48)","(4.2, 5.3, 4.9)","(7.5, 11.0, 10.76)","(5.5, 7.8, 7.18095238095238)","(6.0, 7.2, 6.9714285714285715)"
10-01-2023 15:01:59.233952,"(6.0, 10.5, 9.6875)","(18.0, 42.0, 34.72727272727273)","(8.0, 14.0, 13.192307692307693)","(3.9, 4.9, 4.48)","(4.2, 5.3, 4.9)","(7.5, 11.0, 10.76)","(5.5, 7.8, 7.18095238095238)","(6.0, 7.2, 7.0)"
10-01-2023 15:02:00.527412,"(6.0, 10.5, 9.825)","(18.0, 42.0, 36.666666666666664)","(8.0, 13.5, 13.227272727272727)","(3.9, 4.9, 4.48)","(4.2, 5.3, 5.175)","(7.5, 11.0, 11.073684210526316)","(5.5, 7.8, 7.335714285714285)","(6.0, 7.2, 7.066666666666666)"
10-01-2023 15:02:01.830328,"(6.0, 10.5, 9.825)","(18.0, 42.0, 36.666666666666664)","(8.0, 13.5, 12.846153846153847)","(3.9, 4.9, 4.476923076923077)","(4.2, 5.3, 5.175)","(7.5, 12.0, 11.361290322580645)","(5.5, 7.8, 7.335714285714285)","(6.0, 7.2, 7.236363636363636)"
10-01-2023 15:02:03.213434,"(6.0, 10.5, 9.825)","(18.0, 42.0, 36.0)","(8.0, 14.0, 12.846153846153847)","(3.9, 4.8, 4.414285714285715)","(4.2, 5.3, 5.226829268292683)","(7.5, 12.0, 11.1)","(5.5, 7.8, 7.366666666666667)","(6.0, 7.6, 7.061538461538461)"
10-01-2023 15:02:04.502216,"(6.0, 10.5, 9.825)","(18.0, 40.0, 33.5)","(8.0, 14.0, 13.038461538461538)","(3.9, 4.7, 4.3875)","(4.2, 5.3, 5.226829268292683)","(7.5, 12.0, 11.217391304347826)","(5.5, 7.8, 7.3875)","(6.0, 7.6, 7.061538461538461)"
10-01-2023 15:02:06.166558,"(6.0, 10.5, 9.825)","(18.0, 42.0, 35.18181818181818)","(8.0, 14.0, 13.166666666666666)","(3.9, 4.7, 4.384615384615384)","(4.2, 5.3, 5.226829268292683)","(7.5, 12.0, 11.035714285714286)","(5.5, 7.8, 7.414285714285715)","(6.0, 7.6, 7.061538461538461)"
10-01-2023 15:02:07.503918,"(6.0, 10.5, 9.26896551724138)","(18.0, 42.0, 35.18181818181818)","(8.0, 14.0, 13.166666666666666)","(3.9, 4.6, 4.384615384615384)","(4.2, 5.3, 5.226829268292683)","(7.5, 12.0, 11.289473684210526)","(5.5, 7.8, 7.472727272727273)","(6.0, 7.6, 7.061538461538461)"
10-01-2023 15:02:09.283555,"(6.0, 10.5, 9.384375)","(18.0, 42.0, 37.0)","(8.0, 14.0, 13.038461538461538)","(3.9, 4.6, 4.35)","(4.2, 5.3, 5.226829268292683)","(7.5, 12.0, 11.289473684210526)","(5.5, 7.8, 7.430769230769231)","(6.0, 7.6, 7.366666666666666)"
10-01-2023 15:02:10.950466,"(6.0, 10.5, 9.384375)","(18.0, 42.0, 37.0)","(8.0, 14.0, 13.166666666666666)","(3.9, 4.6, 4.384615384615384)","(4.2, 5.3, 5.226829268292683)","(7.5, 12.0, 11.289473684210526)","(5.5, 7.8, 6.72)","(6.0, 7.6, 7.4222222222222225)"
10-01-2023 15:02:12.183026,"(6.0, 10.5, 9.384375)","(18.0, 42.0, 37.0)","(8.0, 14.0, 13.166666666666666)","(3.9, 4.6, 4.384615384615384)","(4.2, 5.3, 5.226829268292683)","(7.5, 12.0, 11.578125)","(5.5, 7.8, 7.0285714285714285)","(6.0, 7.6, 7.4222222222222225)"
10-01-2023 15:02:13.399892,"(6.0, 10.5, 9.773076923076923)","(18.0, 42.0, 37.0)","(8.0, 14.0, 13.038461538461538)","(3.9, 4.6, 4.35)","(4.2, 5.3, 5.226829268292683)","(7.5, 12.0, 11.578125)","(5.5, 7.8, 7.155555555555555)","(6.0, 7.6, 7.4222222222222225)"
10-01-2023 15:02:14.646388,"(6.0, 10.5, 9.773076923076923)","(18.0, 42.0, 37.0)","(8.0, 14.0, 13.038461538461538)","(3.9, 4.6, 4.35)","(4.2, 5.3, 5.226829268292683)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.377777777777777)","(6.0, 7.6, 7.4222222222222225)"
10-01-2023 15:02:15.893792,"(6.0, 10.5, 9.773076923076923)","(18.0, 42.0, 37.0)","(8.0, 14.0, 13.038461538461538)","(3.9, 4.6, 4.35)","(4.2, 5.3, 5.081818181818182)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.457142857142856)","(6.0, 7.6, 7.288888888888889)"
10-01-2023 15:02:17.147284,"(6.0, 10.5, 9.773076923076923)","(18.0, 42.0, 37.0)","(8.0, 14.0, 12.571428571428571)","(3.9, 4.6, 4.35)","(4.2, 5.3, 5.081818181818182)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.488888888888889)","(6.0, 7.6, 7.288888888888889)"
10-01-2023 15:02:18.383684,"(6.0, 10.5, 9.773076923076923)","(18.0, 42.0, 37.0)","(8.0, 14.0, 13.0)","(3.9, 4.6, 4.384615384615384)","(4.2, 5.3, 5.081818181818182)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.488888888888889)","(6.0, 7.6, 7.288888888888889)"
10-01-2023 15:02:19.414609,"(6.0, 10.5, 9.773076923076923)","(18.0, 42.0, 37.0)","(8.0, 14.0, 13.0)","(3.9, 4.6, 4.384615384615384)","(4.2, 5.3, 5.14)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.488888888888889)","(6.0, 7.6, 7.288888888888889)"
10-01-2023 15:02:20.595364,"(6.0, 10.5, 9.773076923076923)","(18.0, 42.0, 37.0)","(8.0, 14.0, 13.130434782608695)","(3.9, 4.6, 4.384615384615384)","(4.2, 5.3, 5.185714285714286)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.428571428571428)","(6.0, 7.6, 7.288888888888889)"
10-01-2023 15:02:21.857892,"(6.0, 10.5, 9.773076923076923)","(18.0, 42.0, 37.0)","(8.0, 14.0, 12.947368421052632)","(3.9, 4.6, 4.333333333333333)","(4.2, 5.3, 5.185714285714286)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.428571428571428)","(6.0, 7.6, 7.169230769230769)"
10-01-2023 15:02:23.135514,"(6.0, 10.5, 9.773076923076923)","(18.0, 42.0, 37.0)","(8.0, 14.0, 12.947368421052632)","(3.9, 4.6, 4.254545454545455)","(4.2, 5.3, 5.185714285714286)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.428571428571428)","(6.0, 7.6, 7.288888888888889)"
10-01-2023 15:02:24.404248,"(6.0, 10.5, 9.773076923076923)","(18.0, 42.0, 37.0)","(8.0, 14.0, 12.947368421052632)","(3.9, 4.6, 4.26)","(4.2, 5.3, 5.185714285714286)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.428571428571428)","(6.0, 7.6, 7.288888888888889)"
10-01-2023 15:02:25.678048,"(6.0, 10.5, 9.773076923076923)","(18.0, 42.0, 37.0)","(8.0, 14.0, 12.947368421052632)","(3.9, 4.6, 4.26)","(4.2, 5.3, 5.185714285714286)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.428571428571428)","(6.0, 7.6, 7.288888888888889)"
10-01-2023 15:02:26.933335,"(6.0, 10.5, 9.012500000000001)","(18.0, 42.0, 37.0)","(8.0, 14.0, 12.947368421052632)","(3.9, 4.6, 4.26)","(4.2, 5.3, 5.185714285714286)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.428571428571428)","(6.0, 7.6, 7.288888888888889)"
10-01-2023 15:02:28.108637,"(6.0, 10.5, 9.773076923076923)","(18.0, 42.0, 37.0)","(8.0, 14.0, 12.947368421052632)","(3.9, 4.6, 4.26)","(4.2, 5.3, 5.185714285714286)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.428571428571428)","(6.0, 7.6, 7.288888888888889)"
10-01-2023 15:02:29.261795,"(6.0, 10.5, 9.773076923076923)","(18.0, 42.0, 37.0)","(8.0, 14.0, 12.947368421052632)","(3.9, 4.6, 4.26)","(4.2, 5.3, 5.185714285714286)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.3)","(6.0, 7.6, 7.25)"
10-01-2023 15:02:30.384215,"(6.0, 10.5, 9.773076923076923)","(18.0, 42.0, 37.0)","(8.0, 14.0, 12.947368421052632)","(3.9, 4.6, 4.26)","(4.2, 5.3, 5.185714285714286)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.3)","(6.0, 7.6, 7.25)"
10-01-2023 15:02:31.577348,"(6.0, 10.5, 9.773076923076923)","(18.0, 42.0, 37.0)","(8.0, 14.0, 12.947368421052632)","(3.9, 4.6, 4.26)","(4.2, 5.3, 5.185714285714286)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.3999999999999995)","(6.0, 7.6, 7.25)"
10-01-2023 15:02:32.809168,"(6.0, 10.5, 9.012500000000001)","(18.0, 42.0, 37.0)","(8.0, 14.0, 12.947368421052632)","(3.9, 4.6, 4.26)","(4.2, 5.3, 5.185714285714286)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.3999999999999995)","(6.0, 7.6, 7.25)"
10-01-2023 15:02:34.143453,"(6.0, 10.5, 9.773076923076923)","(18.0, 42.0, 37.0)","(8.0, 14.0, 12.947368421052632)","(3.9, 4.6, 4.26)","(4.2, 5.3, 5.185714285714286)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.3)","(6.0, 7.6, 7.25)"
10-01-2023 15:02:35.401377,"(6.0, 10.5, 9.773076923076923)","(18.0, 42.0, 37.0)","(8.0, 14.0, 12.947368421052632)","(3.9, 4.6, 4.26)","(4.2, 5.3, 5.185714285714286)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.4)","(6.0, 7.6, 7.25)"
10-01-2023 15:02:36.633677,"(6.0, 10.5, 9.773076923076923)","(18.0, 42.0, 37.0)","(8.0, 14.0, 12.947368421052632)","(3.9, 4.6, 4.26)","(4.2, 5.3, 5.185714285714286)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.4)","(6.0, 7.6, 7.25)"
10-01-2023 15:02:37.904848,"(6.0, 10.5, 9.773076923076923)","(18.0, 42.0, 37.0)","(8.0, 14.0, 12.947368421052632)","(3.9, 4.6, 4.26)","(4.2, 5.3, 5.185714285714286)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.4)","(6.0, 7.6, 7.25)"
10-01-2023 15:02:39.180028,"(6.0, 10.5, 9.773076923076923)","(18.0, 42.0, 37.0)","(8.0, 14.0, 12.947368421052632)","(3.9, 4.6, 4.276190476190476)","(4.2, 5.3, 5.185714285714286)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.4)","(6.0, 7.6, 7.25)"
10-01-2023 15:02:40.440902,"(6.0, 10.5, 9.773076923076923)","(18.0, 42.0, 37.0)","(8.0, 14.0, 12.75)","(3.9, 4.6, 4.211428571428572)","(4.2, 5.3, 5.185714285714286)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.485714285714286)","(6.0, 7.6, 7.25)"
10-01-2023 15:02:41.712443,"(6.0, 10.5, 9.26896551724138)","(18.0, 42.0, 37.0)","(8.0, 14.0, 12.75)","(3.9, 4.6, 4.175)","(4.2, 5.3, 5.1909090909090905)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.485714285714286)","(6.0, 7.6, 7.25)"
10-01-2023 15:02:42.916430,"(6.0, 10.5, 9.26896551724138)","(18.0, 42.0, 37.0)","(8.0, 14.0, 13.333333333333334)","(3.9, 4.6, 4.22)","(4.2, 5.3, 5.185714285714286)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.485714285714286)","(6.0, 7.6, 7.199999999999999)"
10-01-2023 15:02:44.120441,"(6.0, 10.5, 9.26896551724138)","(18.0, 42.0, 37.0)","(8.0, 14.0, 13.333333333333334)","(3.9, 4.5, 4.25)","(4.2, 5.3, 5.185714285714286)","(7.5, 12.0, 11.614285714285714)","(5.5, 7.6, 7.485714285714286)","(6.0, 7.6, 7.25)"
10-01-2023 15:02:45.297108,"(6.0, 10.5, 9.26896551724138)","(18.0, 42.0, 37.0)","(8.0, 14.0, 13.333333333333334)","(3.9, 4.5, 4.25)","(4.2, 5.3, 5.185714285714286)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.485714285714286)","(6.0, 7.6, 7.25)"
10-01-2023 15:02:46.478707,"(6.0, 10.5, 9.26896551724138)","(18.0, 42.0, 37.0)","(8.0, 14.0, 13.333333333333334)","(3.9, 4.5, 4.25)","(4.2, 5.3, 5.185714285714286)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.485714285714286)","(6.0, 7.6, 7.25)"
10-01-2023 15:02:47.683476,"(6.0, 10.5, 9.26896551724138)","(18.0, 42.0, 37.0)","(8.0, 14.0, 13.333333333333334)","(3.9, 4.5, 4.166666666666666)","(4.2, 5.3, 5.185714285714286)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.485714285714286)","(6.0, 7.6, 7.333333333333333)"
10-01-2023 15:02:48.873760,"(6.0, 10.5, 9.26896551724138)","(18.0, 42.0, 37.0)","(8.0, 14.0, 13.333333333333334)","(3.9, 4.4, 4.213333333333334)","(4.2, 5.3, 5.294736842105263)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.485714285714286)","(6.0, 7.6, 7.533333333333333)"
10-01-2023 15:02:50.134671,"(6.0, 10.5, 9.26896551724138)","(18.0, 42.0, 37.0)","(8.0, 14.0, 12.833333333333334)","(3.9, 4.4, 4.2)","(4.2, 5.4, 5.240909090909091)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.485714285714286)","(6.0, 8.0, 7.883333333333333)"
10-01-2023 15:02:51.416861,"(6.0, 10.5, 9.26896551724138)","(18.0, 42.0, 37.0)","(8.0, 14.0, 10.571428571428571)","(3.9, 4.4, 4.213333333333334)","(4.2, 5.4, 5.240909090909091)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.485714285714286)","(6.0, 8.0, 7.569230769230769)"
10-01-2023 15:02:52.670090,"(6.0, 10.5, 9.26896551724138)","(18.0, 42.0, 37.0)","(8.0, 11.0, 12.041666666666666)","(3.9, 4.4, 4.213333333333334)","(4.2, 5.4, 5.311111111111112)","(7.5, 12.0, 11.578125)","(5.5, 7.6, 7.430769230769231)","(6.0, 8.0, 7.68)"
10-01-2023 15:02:54.006281,"(6.0, 10.5, 9.348387096774195)","(18.0, 42.0, 37.0)","(8.0, 13.5, 12.370967741935484)","(3.9, 4.4, 4.213333333333334)","(4.2, 5.4, 5.323809523809524)","(7.5, 12.0, 11.578125)","(5.5, 7.8, 7.430769230769231)","(6.0, 8.0, 7.569230769230769)"
10-01-2023 15:02:55.309395,"(6.0, 10.5, 9.348387096774195)","(18.0, 42.0, 37.0)","(8.0, 13.5, 12.40625)","(3.9, 4.4, 4.213333333333334)","(4.2, 5.4, 5.236363636363636)","(7.5, 12.0, 11.578125)","(5.5, 7.8, 7.184615384615385)","(6.0, 8.0, 7.569230769230769)"
10-01-2023 15:02:56.579497,"(6.0, 10.5, 9.348387096774195)","(18.0, 42.0, 37.0)","(8.0, 13.5, 12.40625)","(3.9, 4.4, 4.213333333333334)","(4.2, 5.6, 5.199999999999999)","(7.5, 12.0, 11.578125)","(5.5, 7.8, 7.4)","(6.0, 8.0, 7.466666666666667)"
10-01-2023 15:02:57.840985,"(6.0, 10.5, 9.348387096774195)","(18.0, 42.0, 37.0)","(8.0, 13.5, 12.40625)","(3.9, 4.4, 4.213333333333334)","(4.2, 5.5, 5.22)","(7.5, 12.0, 11.578125)","(5.5, 7.8, 7.4)","(6.0, 8.0, 7.68)"
10-01-2023 15:02:59.116142,"(6.0, 10.5, 9.26896551724138)","(18.0, 42.0, 37.0)","(8.0, 13.5, 12.40625)","(3.9, 4.4, 4.213333333333334)","(4.2, 5.4, 5.269565217391305)","(7.5, 12.0, 11.614285714285714)","(5.5, 7.8, 7.4)","(6.0, 8.0, 7.68)"
10-01-2023 15:03:00.397520,"(6.0, 10.5, 9.26896551724138)","(18.0, 42.0, 37.0)","(8.0, 13.5, 12.40625)","(3.9, 4.4, 4.213333333333334)","(4.2, 5.4, 5.24)","(7.5, 12.0, 11.614285714285714)","(5.5, 7.8, 7.4)","(6.0, 8.0, 7.68)"
10-01-2023 15:03:01.701408,"(6.0, 10.5, 9.26896551724138)","(18.0, 42.0, 37.0)","(8.0, 13.5, 12.40625)","(3.9, 4.4, 4.213333333333334)","(4.2, 5.4, 5.22)","(7.5, 12.0, 11.614285714285714)","(5.5, 7.8, 7.4)","(6.0, 8.0, 7.68)"
10-01-2023 15:03:02.981802,"(6.0, 10.5, 9.413793103448276)","(18.0, 42.0, 37.0)","(8.0, 13.5, 12.40625)","(3.9, 4.4, 4.213333333333334)","(4.2, 5.4, 5.22)","(7.5, 12.0, 11.578125)","(5.5, 7.8, 7.430769230769231)","(6.0, 8.0, 7.569230769230769)"
10-01-2023 15:03:04.272836,"(6.0, 10.5, 9.413793103448276)","(18.0, 42.0, 37.0)","(8.0, 13.5, 12.40625)","(3.9, 4.4, 4.213333333333334)","(4.2, 5.4, 5.22)","(7.5, 12.0, 11.614285714285714)","(5.5, 7.8, 7.430769230769231)","(6.0, 8.0, 7.377777777777778)"
10-01-2023 15:03:05.566469,"(6.0, 10.5, 9.413793103448276)","(18.0, 42.0, 37.0)","(8.0, 13.5, 12.25)","(3.9, 4.4, 4.213333333333334)","(4.2, 5.4, 5.22)","(7.5, 12.0, 11.307692307692308)","(5.5, 7.8, 7.430769230769231)","(6.0, 8.0, 7.377777777777778)"
10-01-2023 15:03:06.808306,"(6.0, 10.5, 9.413793103448276)","(18.0, 42.0, 37.0)","(8.0, 13.5, 12.25)","(3.9, 4.4, 4.125)","(4.2, 5.4, 5.22)","(7.5, 12.0, 11.307692307692308)","(5.5, 7.8, 7.430769230769231)","(6.0, 8.0, 7.236363636363636)"
10-01-2023 15:03:08.125465,"(6.0, 10.5, 9.413793103448276)","(18.0, 42.0, 37.0)","(8.0, 13.5, 12.25)","(3.9, 4.4, 4.105263157894737)","(4.2, 5.4, 5.22)","(7.5, 12.0, 11.307692307692308)","(5.5, 7.8, 7.430769230769231)","(6.0, 8.0, 7.4399999999999995)"
10-01-2023 15:03:09.356422,"(6.0, 10.5, 9.31)","(18.0, 42.0, 37.0)","(8.0, 13.5, 11.892857142857142)","(3.9, 4.4, 4.125)","(4.2, 5.4, 5.22)","(7.5, 12.0, 11.666666666666666)","(5.5, 7.8, 7.430769230769231)","(6.0, 8.0, 7.4399999999999995)"
10-01-2023 15:03:10.461968,"(6.0, 10.5, 9.804545454545455)","(18.0, 42.0, 37.0)","(8.0, 13.5, 11.892857142857142)","(3.9, 4.4, 4.125)","(4.2, 5.4, 5.22)","(7.5, 12.0, 11.666666666666666)","(5.5, 7.8, 7.430769230769231)","(6.0, 8.0, 7.4399999999999995)"
10-01-2023 15:03:11.549441,"(6.0, 10.5, 9.804545454545455)","(18.0, 42.0, 37.0)","(8.0, 13.5, 11.892857142857142)","(3.9, 4.4, 4.125)","(4.2, 5.4, 5.22)","(7.5, 12.0, 11.666666666666666)","(5.5, 7.8, 7.430769230769231)","(6.0, 8.0, 7.4399999999999995)"
10-01-2023 15:03:12.801478,"(6.0, 10.5, 9.804545454545455)","(18.0, 42.0, 37.0)","(8.0, 13.5, 11.833333333333334)","(3.9, 4.4, 4.125)","(4.2, 5.4, 5.22)","(7.5, 12.0, 11.608695652173914)","(5.5, 7.8, 7.430769230769231)","(6.0, 8.0, 7.4399999999999995)"
10-01-2023 15:03:14.055160,"(6.0, 10.5, 9.804545454545455)","(18.0, 42.0, 37.0)","(8.0, 13.5, 11.833333333333334)","(3.9, 4.4, 4.1066666666666665)","(4.2, 5.4, 5.22)","(7.5, 12.0, 11.608695652173914)","(5.5, 7.8, 7.430769230769231)","(6.0, 8.0, 7.4399999999999995)"
