,Bailing Out,Raw Eleven,Juniors Junior,Roma Blue,Freddie Loco
07-12-2022 18:39:40.345614,"(10.0, 12.5, 12.3)","(2.05, 2.28, 2.273103448275862)","(19.0, 30.0, 29.333333333333332)","(3.0, 3.7, 3.658695652173913)","(5.0, 5.9, 5.797674418604651)"
07-12-2022 18:39:41.315965,"(10.0, 12.5, 12.3)","(2.05, 2.3, 2.264021164021164)","(19.0, 30.0, 29.333333333333332)","(3.0, 3.7, 3.635294117647059)","(5.0, 5.9, 5.800000000000001)"
07-12-2022 18:39:42.240613,"(10.0, 12.5, 12.454545454545455)","(2.05, 2.3, 2.2634355828220856)","(19.0, 30.0, 29.11111111111111)","(3.0, 3.7, 3.629166666666667)","(5.0, 5.9, 5.824137931034483)"
07-12-2022 18:39:43.186033,"(10.0, 12.5, 12.461538461538462)","(2.05, 2.3, 2.276470588235294)","(19.0, 30.0, 29.11111111111111)","(3.0, 3.7, 3.6433333333333335)","(5.0, 5.9, 5.821428571428572)"
07-12-2022 18:39:44.058633,"(10.0, 12.5, 12.461538461538462)","(2.05, 2.28, 2.2637837837837838)","(19.0, 30.0, 29.0)","(3.0, 3.7, 3.6433333333333335)","(5.0, 5.9, 5.821428571428572)"
07-12-2022 18:39:44.955499,"(10.0, 12.5, 12.461538461538462)","(2.05, 2.3, 2.2636842105263155)","(19.0, 30.0, 29.0)","(3.0, 3.7, 3.6794117647058826)","(5.0, 5.9, 5.892307692307693)"
07-12-2022 18:39:45.802646,"(10.0, 13.0, 12.722222222222221)","(2.05, 2.24, 2.203292181069959)","(19.0, 30.0, 29.25)","(3.0, 3.75, 3.7416666666666667)","(5.0, 5.9, 5.892307692307693)"
07-12-2022 18:39:46.697315,"(10.0, 13.0, 12.529411764705882)","(2.05, 2.24, 2.220279069767442)","(19.0, 34.0, 29.2)","(3.0, 3.8, 3.767857142857143)","(5.0, 5.9, 5.892307692307693)"
07-12-2022 18:39:47.535569,"(10.0, 12.5, 12.375)","(2.05, 2.24, 2.206265060240964)","(19.0, 29.0, 28.25)","(3.0, 3.8, 3.75)","(5.0, 5.9, 5.892307692307693)"
07-12-2022 18:39:48.352654,"(10.0, 13.0, 12.5625)","(2.05, 2.24, 2.2047257383966246)","(19.0, 29.0, 28.4)","(3.0, 3.8, 3.7393939393939393)","(5.0, 6.0, 5.815116279069767)"
07-12-2022 18:39:49.299878,"(10.0, 12.5, 11.663934426229508)","(2.05, 2.24, 2.2057831325301205)","(19.0, 29.0, 28.333333333333332)","(3.1, 3.8, 3.7714285714285714)","(5.0, 6.0, 5.829545454545454)"
07-12-2022 18:39:50.101724,"(10.0, 12.5, 11.65702479338843)","(2.05, 2.22, 2.2146153846153847)","(19.0, 29.0, 28.333333333333332)","(3.1, 3.8, 3.783333333333333)","(5.0, 6.0, 5.829545454545454)"
07-12-2022 18:39:50.937939,"(10.0, 12.0, 11.954545454545455)","(2.05, 2.22, 2.214901960784314)","(19.0, 29.0, 28.333333333333332)","(3.1, 3.9, 3.8615384615384616)","(5.0, 6.0, 5.841269841269841)"
07-12-2022 18:39:51.792106,"(10.0, 12.0, 11.954545454545455)","(2.05, 2.22, 2.2140909090909093)","(19.0, 29.0, 28.333333333333332)","(3.1, 3.9, 3.848076923076923)","(5.0, 6.0, 5.7502617801047125)"
07-12-2022 18:39:52.703037,"(10.0, 12.0, 11.8125)","(2.05, 2.24, 2.2051882845188286)","(19.0, 29.0, 28.333333333333332)","(3.1, 3.9, 3.8262295081967213)","(5.0, 5.9, 5.862962962962963)"
07-12-2022 18:39:53.573431,"(10.0, 12.0, 11.742424242424242)","(2.05, 2.24, 2.2065573770491804)","(19.0, 29.0, 28.333333333333332)","(3.1, 3.9, 3.8260869565217392)","(5.0, 5.9, 5.846666666666667)"
07-12-2022 18:39:54.472836,"(10.0, 12.0, 11.742857142857142)","(2.05, 2.22, 2.2115686274509807)","(19.0, 27.0, 26.307692307692307)","(3.1, 3.9, 3.860909090909091)","(5.0, 5.9, 5.865957446808511)"
07-12-2022 18:39:55.403449,"(10.0, 12.0, 11.727272727272727)","(2.0, 2.22, 2.2114851485148517)","(19.0, 27.0, 26.63157894736842)","(3.1, 3.9, 3.8577777777777778)","(5.0, 5.9, 5.881395348837209)"
07-12-2022 18:39:56.515250,"(10.0, 12.0, 11.63)","(2.0, 2.22, 2.2126760563380286)","(19.0, 28.0, 27.25)","(3.1, 3.9, 3.836470588235294)","(5.0, 6.0, 5.81625)"
07-12-2022 18:39:57.439723,"(10.0, 12.0, 11.317460317460318)","(2.0, 2.22, 2.2142222222222223)","(19.0, 27.0, 26.625)","(3.1, 3.9, 3.836470588235294)","(5.0, 6.0, 5.81625)"
07-12-2022 18:39:58.396662,"(10.0, 12.0, 11.383333333333333)","(2.0, 2.22, 2.2161290322580647)","(19.0, 28.0, 26.714285714285715)","(3.1, 3.85, 3.8406015037593986)","(5.0, 6.0, 5.823448275862069)"
07-12-2022 18:39:59.422879,"(10.0, 12.0, 11.602272727272727)","(2.0, 2.24, 2.2013270142180095)","(19.0, 28.0, 25.642857142857142)","(3.1, 3.9, 3.809090909090909)","(5.0, 6.0, 5.823611111111111)"
07-12-2022 18:40:00.683683,"(10.0, 12.0, 11.6125)","(2.0, 2.24, 2.189)","(19.0, 28.0, 26.4)","(3.1, 3.85, 3.8794392523364487)","(5.0, 6.0, 5.863087248322148)"
07-12-2022 18:40:01.914140,"(10.0, 12.0, 11.69)","(2.0, 2.2, 2.189)","(19.0, 28.0, 26.4)","(3.1, 3.9, 3.9454545454545458)","(5.0, 6.0, 5.921686746987952)"
07-12-2022 18:40:02.786550,"(10.0, 12.0, 11.56060606060606)","(2.0, 2.18, 2.172)","(19.0, 28.0, 26.6875)","(3.1, 3.95, 3.9363636363636365)","(5.0, 6.0, 5.921686746987952)"
07-12-2022 18:40:03.732353,"(10.0, 12.0, 11.548387096774194)","(2.0, 2.18, 2.17)","(19.0, 28.0, 26.392156862745097)","(3.1, 4.0, 3.9454545454545453)","(5.0, 6.2, 6.084615384615384)"
07-12-2022 18:40:04.884712,"(10.0, 11.5, 11.375)","(2.0, 2.18, 2.156)","(19.0, 28.0, 26.392156862745097)","(3.1, 4.1, 3.9811320754716983)","(5.0, 6.2, 6.1)"
07-12-2022 18:40:05.893753,"(10.0, 11.5, 11.39655172413793)","(2.0, 2.18, 2.1567441860465117)","(19.0, 28.0, 26.392156862745097)","(3.1, 4.1, 3.98375)","(5.0, 6.2, 6.1)"
07-12-2022 18:40:06.814662,"(10.0, 11.5, 11.39655172413793)","(2.0, 2.18, 2.1625)","(19.0, 28.0, 26.392156862745097)","(3.1, 4.1, 3.9966666666666666)","(5.0, 6.2, 6.10625)"
07-12-2022 18:40:07.749209,"(10.0, 11.5, 11.39655172413793)","(2.0, 2.18, 2.1625)","(19.0, 28.0, 26.392156862745097)","(3.1, 4.1, 3.9916666666666667)","(5.0, 6.2, 6.10625)"
07-12-2022 18:40:08.730471,"(10.0, 11.5, 11.383333333333333)","(2.0, 2.18, 2.1575609756097562)","(19.0, 28.0, 26.392156862745097)","(3.2, 4.1, 4.074999999999999)","(5.0, 6.2, 6.10625)"
07-12-2022 18:40:09.886556,"(10.0, 11.5, 11.472222222222221)","(2.0, 2.18, 2.1544444444444446)","(19.0, 28.0, 26.452830188679247)","(3.2, 4.1, 4.060869565217391)","(5.0, 6.2, 6.083333333333334)"
07-12-2022 18:40:10.910228,"(10.0, 11.5, 11.464285714285714)","(2.0, 2.18, 2.1503225806451614)","(19.0, 28.0, 26.392156862745097)","(3.2, 4.1, 4.060869565217391)","(5.0, 6.2, 6.083333333333334)"
07-12-2022 18:40:11.863331,"(10.0, 11.5, 11.464285714285714)","(2.0, 2.18, 2.150909090909091)","(19.0, 28.0, 26.425531914893618)","(3.2, 4.1, 4.04516129032258)","(5.0, 6.2, 6.0600000000000005)"
07-12-2022 18:40:12.936396,"(10.0, 11.5, 11.36111111111111)","(2.0, 2.18, 2.148888888888889)","(19.0, 28.0, 26.434782608695652)","(3.2, 4.1, 4.022222222222222)","(5.0, 6.2, 6.050000000000001)"
07-12-2022 18:40:13.959001,"(10.0, 11.5, 11.40625)","(2.0, 2.2, 2.1494117647058824)","(19.0, 28.0, 26.46511627906977)","(3.2, 4.1, 4.037037037037037)","(5.0, 6.0, 5.9818181818181815)"
07-12-2022 18:40:15.102374,"(10.0, 12.0, 11.27659574468085)","(2.0, 2.2, 2.11840490797546)","(19.0, 28.0, 26.48780487804878)","(3.2, 4.1, 4.0625)","(5.0, 6.2, 6.0125)"
07-12-2022 18:40:15.926386,"(10.0, 12.0, 11.34)","(2.0, 2.18, 2.1490909090909094)","(19.0, 28.0, 27.032258064516128)","(3.2, 4.1, 4.06140350877193)","(5.0, 6.2, 6.0125)"
07-12-2022 18:40:16.949492,"(10.0, 12.0, 11.34)","(2.0, 2.18, 2.1470000000000002)","(19.0, 28.0, 27.032258064516128)","(3.2, 4.1, 4.070967741935484)","(5.0, 6.2, 6.010526315789473)"
07-12-2022 18:40:17.969361,"(10.0, 12.0, 11.34)","(2.0, 2.18, 2.1527659574468085)","(19.0, 28.0, 27.032258064516128)","(3.2, 4.2, 4.087179487179487)","(5.0, 6.2, 6.050000000000001)"
07-12-2022 18:40:19.137185,"(10.0, 12.0, 11.34)","(2.0, 2.2, 2.16025)","(19.0, 28.0, 27.032258064516128)","(3.2, 4.2, 4.0377777777777775)","(5.0, 6.2, 6.050000000000001)"
07-12-2022 18:40:20.149090,"(10.0, 12.0, 11.34)","(2.0, 2.2, 2.159746835443038)","(19.0, 28.0, 27.032258064516128)","(3.2, 4.2, 4.0377777777777775)","(5.0, 6.2, 6.050000000000001)"
07-12-2022 18:40:21.028344,"(10.0, 12.0, 11.298245614035087)","(2.0, 2.2, 2.161219512195122)","(19.0, 28.0, 27.032258064516128)","(3.2, 4.2, 4.0377777777777775)","(5.0, 6.2, 6.050000000000001)"
07-12-2022 18:40:21.958629,"(10.0, 11.5, 11.477272727272727)","(2.0, 2.2, 2.1950000000000003)","(19.0, 28.0, 27.032258064516128)","(3.2, 4.1, 4.013333333333334)","(5.0, 6.2, 6.045945945945946)"
07-12-2022 18:40:22.917891,"(10.0, 11.5, 11.342105263157894)","(2.0, 2.2, 2.195609756097561)","(19.0, 28.0, 27.032258064516128)","(3.2, 4.1, 4.017241379310345)","(5.0, 6.2, 6.050000000000001)"
07-12-2022 18:40:24.033178,"(10.0, 12.0, 11.320754716981131)","(2.0, 2.18, 2.1605000000000003)","(19.0, 28.0, 27.032258064516128)","(3.2, 4.1, 4.007692307692308)","(5.0, 6.2, 6.045714285714286)"
07-12-2022 18:40:25.081459,"(10.0, 12.0, 11.285714285714286)","(1.95, 2.18, 2.175555555555556)","(19.0, 28.0, 27.029411764705884)","(3.3, 4.1, 4.007692307692308)","(5.0, 6.2, 6.023529411764706)"
07-12-2022 18:40:25.968090,"(10.0, 12.0, 11.285714285714286)","(1.95, 2.18, 2.1492307692307695)","(19.0, 28.0, 27.029411764705884)","(3.3, 4.1, 4.0027027027027025)","(5.0, 6.2, 6.0125)"
07-12-2022 18:40:27.066302,"(10.0, 12.0, 11.513157894736842)","(1.95, 2.18, 2.1556521739130434)","(19.0, 28.0, 27.029411764705884)","(3.3, 4.1, 3.9941176470588236)","(5.0, 6.2, 6.050000000000001)"
07-12-2022 18:40:28.064540,"(10.0, 12.0, 11.58108108108108)","(1.95, 2.18, 2.1492307692307695)","(19.0, 28.0, 27.25)","(3.3, 4.1, 4.005263157894737)","(5.0, 6.2, 6.062162162162163)"
07-12-2022 18:40:29.050133,"(10.0, 12.0, 11.588235294117647)","(1.95, 2.16, 2.1270270270270273)","(19.0, 29.0, 28.416666666666668)","(3.3, 4.1, 4.005263157894737)","(5.0, 6.2, 6.062162162162163)"
07-12-2022 18:40:30.020107,"(10.0, 12.0, 11.548387096774194)","(1.95, 2.12, 2.107142857142857)","(19.0, 29.0, 28.666666666666668)","(3.3, 4.1, 4.029411764705882)","(5.0, 6.2, 6.052173913043478)"
07-12-2022 18:40:30.903493,"(10.0, 12.0, 11.621621621621621)","(1.95, 2.12, 2.1100000000000003)","(19.0, 29.0, 28.666666666666668)","(3.3, 4.1, 4.056)","(5.0, 6.2, 6.121739130434783)"
07-12-2022 18:40:31.782396,"(10.0, 12.0, 11.65)","(1.95, 2.14, 2.1025806451612903)","(19.0, 29.0, 28.666666666666668)","(3.3, 4.1, 4.056)","(5.0, 6.2, 6.114285714285715)"
07-12-2022 18:40:32.595357,"(10.0, 12.0, 11.65)","(1.95, 2.14, 2.1025498007968126)","(19.0, 29.0, 28.666666666666668)","(3.3, 4.1, 4.0476190476190474)","(5.0, 6.2, 6.114285714285715)"
07-12-2022 18:40:33.537343,"(10.0, 12.0, 11.65)","(1.95, 2.12, 2.118823529411765)","(19.0, 29.0, 28.666666666666668)","(3.3, 4.1, 4.05)","(5.0, 6.2, 6.114285714285715)"
07-12-2022 18:40:34.422489,"(10.0, 12.0, 11.65)","(1.95, 2.12, 2.118823529411765)","(19.0, 30.0, 29.53846153846154)","(3.3, 4.1, 4.0476190476190474)","(5.0, 6.2, 6.114285714285715)"
07-12-2022 18:40:35.251829,"(10.0, 12.0, 11.65)","(1.95, 2.12, 2.116842105263158)","(19.0, 30.0, 29.25)","(3.3, 4.1, 4.037037037037037)","(5.0, 6.2, 6.114285714285715)"
07-12-2022 18:40:36.221614,"(10.0, 12.0, 11.65)","(1.95, 2.14, 2.1025498007968126)","(19.0, 30.0, 29.25)","(3.3, 4.1, 4.039285714285715)","(5.0, 6.2, 6.114285714285715)"
07-12-2022 18:40:37.242586,"(10.0, 12.0, 11.65)","(1.95, 2.14, 2.1025498007968126)","(20.0, 30.0, 29.25)","(3.3, 4.1, 4.039285714285715)","(5.0, 6.2, 6.114285714285715)"
07-12-2022 18:40:38.126684,"(10.0, 12.0, 11.621212121212121)","(1.95, 2.14, 2.1028318584070798)","(20.0, 30.0, 29.25)","(3.3, 4.1, 4.039285714285715)","(5.0, 6.2, 6.114285714285715)"
07-12-2022 18:40:38.958800,"(10.0, 12.0, 11.61111111111111)","(1.95, 2.14, 2.1028318584070798)","(20.0, 30.0, 29.25)","(3.3, 4.1, 4.039285714285715)","(5.0, 6.2, 6.11)"
07-12-2022 18:40:39.805374,"(10.0, 12.0, 11.61111111111111)","(1.95, 2.14, 2.1028318584070798)","(20.0, 30.0, 29.25)","(3.3, 4.1, 4.039285714285715)","(5.0, 6.2, 6.11)"
07-12-2022 18:40:40.711923,"(10.0, 12.0, 11.61111111111111)","(1.95, 2.14, 2.1028318584070798)","(20.0, 30.0, 29.25)","(3.3, 4.1, 4.039285714285715)","(5.0, 6.2, 6.11)"
07-12-2022 18:40:41.646326,"(10.0, 12.0, 11.61111111111111)","(1.95, 2.14, 2.1047058823529414)","(20.0, 30.0, 29.25)","(3.3, 4.1, 4.069090909090908)","(5.0, 6.2, 5.9366666666666665)"
07-12-2022 18:40:42.575151,"(10.0, 12.0, 11.655172413793103)","(1.95, 2.14, 2.120487804878049)","(20.0, 32.0, 29.705882352941178)","(3.3, 4.1, 4.05)","(5.0, 6.0, 5.938000000000001)"
07-12-2022 18:40:43.468476,"(10.0, 12.0, 11.8)","(1.95, 2.14, 2.126923076923077)","(20.0, 32.0, 30.625)","(3.3, 4.1, 4.058333333333334)","(5.0, 6.4, 6.229665071770335)"
07-12-2022 18:40:44.310252,"(10.0, 12.0, 11.8)","(1.95, 2.14, 2.126923076923077)","(20.0, 32.0, 30.625)","(3.3, 4.1, 4.058333333333334)","(5.0, 6.4, 6.229665071770335)"
07-12-2022 18:40:45.218217,"(10.0, 12.5, 12.008849557522124)","(1.95, 2.14, 2.13)","(20.0, 32.0, 30.0)","(3.3, 4.1, 4.009090909090909)","(5.0, 6.2, 6.128)"
07-12-2022 18:40:46.155755,"(10.0, 12.5, 12.008849557522124)","(1.95, 2.16, 2.1224615384615384)","(20.0, 32.0, 30.08)","(3.3, 4.1, 4.02875)","(5.0, 6.2, 6.103448275862069)"
07-12-2022 18:40:47.031574,"(10.0, 12.5, 12.008849557522124)","(1.95, 2.16, 2.1223529411764708)","(20.0, 32.0, 30.08)","(3.3, 4.1, 4.026923076923077)","(5.0, 6.2, 6.09375)"
07-12-2022 18:40:47.929194,"(10.0, 12.5, 12.008849557522124)","(1.95, 2.16, 2.1107692307692307)","(20.0, 32.0, 30.153846153846153)","(3.3, 4.1, 4.026923076923077)","(5.0, 6.2, 6.09375)"
07-12-2022 18:40:48.954766,"(10.0, 12.5, 12.008849557522124)","(1.95, 2.16, 2.1411764705882352)","(20.0, 32.0, 30.153846153846153)","(3.3, 4.1, 4.026923076923077)","(5.0, 6.2, 6.09375)"
07-12-2022 18:40:49.859247,"(10.0, 12.5, 12.008849557522124)","(1.95, 2.16, 2.1411764705882352)","(20.0, 32.0, 30.153846153846153)","(3.4, 4.1, 4.026923076923077)","(5.0, 6.2, 6.09375)"
07-12-2022 18:40:50.718481,"(10.0, 12.5, 12.008849557522124)","(1.95, 2.16, 2.1411764705882352)","(20.0, 32.0, 30.153846153846153)","(3.4, 4.1, 4.026923076923077)","(5.0, 6.2, 6.09375)"
07-12-2022 18:40:51.578096,"(10.0, 12.5, 12.008849557522124)","(1.95, 2.16, 2.1404580152671757)","(20.0, 32.0, 30.153846153846153)","(3.4, 4.1, 4.015853658536585)","(5.0, 6.2, 6.09375)"
07-12-2022 18:40:52.472934,"(10.0, 12.5, 12.008849557522124)","(1.95, 2.16, 2.1419718309859155)","(20.0, 32.0, 30.153846153846153)","(3.4, 4.1, 4.00921052631579)","(5.0, 6.2, 6.09375)"
07-12-2022 18:40:53.366632,"(10.0, 12.5, 12.008849557522124)","(1.95, 2.16, 2.1419718309859155)","(20.0, 32.0, 30.153846153846153)","(3.4, 4.1, 4.00921052631579)","(5.0, 6.2, 6.09375)"
07-12-2022 18:40:54.256817,"(10.0, 12.5, 12.008849557522124)","(1.95, 2.14, 2.136595744680851)","(20.0, 32.0, 30.153846153846153)","(3.4, 4.1, 4.00921052631579)","(5.0, 6.2, 6.09375)"
07-12-2022 18:40:55.235530,"(10.0, 12.5, 12.008849557522124)","(1.95, 2.14, 2.1392592592592594)","(20.0, 32.0, 30.153846153846153)","(3.4, 4.1, 4.00921052631579)","(5.0, 6.2, 6.09375)"
07-12-2022 18:40:56.081972,"(10.0, 12.5, 12.008849557522124)","(1.95, 2.14, 2.1392592592592594)","(20.0, 32.0, 30.153846153846153)","(3.4, 4.1, 4.00921052631579)","(5.0, 6.2, 6.09375)"
07-12-2022 18:40:56.972021,"(10.0, 12.5, 12.008849557522124)","(1.95, 2.14, 2.136041666666667)","(20.0, 32.0, 30.153846153846153)","(3.4, 4.1, 4.00921052631579)","(5.0, 6.2, 6.09375)"
07-12-2022 18:40:57.896505,"(10.0, 12.5, 12.008849557522124)","(1.95, 2.14, 2.136041666666667)","(20.0, 32.0, 30.153846153846153)","(3.4, 4.1, 4.00921052631579)","(5.0, 6.2, 6.09375)"
07-12-2022 18:40:58.876762,"(10.0, 12.5, 12.008849557522124)","(1.95, 2.14, 2.136041666666667)","(20.0, 32.0, 30.153846153846153)","(3.4, 4.1, 4.00921052631579)","(5.0, 6.2, 6.09375)"
07-12-2022 18:40:59.794059,"(10.0, 12.5, 12.008849557522124)","(1.95, 2.14, 2.136041666666667)","(20.0, 32.0, 30.153846153846153)","(3.4, 4.1, 4.00921052631579)","(5.0, 6.2, 6.09375)"
07-12-2022 18:41:00.726308,"(10.0, 12.5, 12.008849557522124)","(1.95, 2.14, 2.1291428571428574)","(20.0, 32.0, 30.153846153846153)","(3.4, 4.1, 4.00921052631579)","(5.0, 6.2, 6.09375)"
07-12-2022 18:41:01.653586,"(10.0, 12.5, 12.008849557522124)","(1.95, 2.14, 2.1291428571428574)","(20.0, 32.0, 30.153846153846153)","(3.4, 4.1, 4.00921052631579)","(5.0, 6.2, 6.09375)"
07-12-2022 18:41:02.531017,"(10.0, 12.5, 12.025641025641026)","(1.95, 2.14, 2.1291428571428574)","(20.0, 32.0, 30.153846153846153)","(3.4, 4.1, 4.00921052631579)","(5.0, 6.2, 6.09375)"
07-12-2022 18:41:03.440522,"(10.0, 99998, 9998.5)","(1.95, 99998, 9998.5)","(20.0, 99998, 9998.5)","(3.4, 99998, 9998.5)","(5.0, 99998, 9998.5)"
07-12-2022 18:41:04.324399,"(10.0, 99998, 9998.5)","(1.95, 99998, 9998.5)","(20.0, 99998, 9998.5)","(3.4, 99998, 9998.5)","(5.0, 99998, 9998.5)"
07-12-2022 18:41:05.190827,"(10.0, 99998, 9998.5)","(1.95, 99998, 9998.5)","(20.0, 99998, 9998.5)","(3.4, 99998, 9998.5)","(5.0, 99998, 9998.5)"
07-12-2022 18:41:06.054981,"(10.0, 99998, 9998.5)","(1.95, 99998, 9998.5)","(20.0, 99998, 9998.5)","(3.4, 99998, 9998.5)","(5.0, 99998, 9998.5)"
07-12-2022 18:41:07.034298,"(10.0, 99998, 9998.5)","(1.95, 99998, 9998.5)","(20.0, 99998, 9998.5)","(3.4, 99998, 9998.5)","(5.0, 99998, 9998.5)"
07-12-2022 18:41:08.001714,"(10.0, 99998, 9998.5)","(1.95, 99998, 9998.5)","(20.0, 99998, 9998.5)","(3.4, 99998, 9998.5)","(5.0, 99998, 9998.5)"
07-12-2022 18:41:08.840301,"(10.0, 99998, 9998.5)","(1.95, 99998, 9998.5)","(20.0, 99998, 9998.5)","(3.4, 99998, 9998.5)","(5.0, 99998, 9998.5)"
07-12-2022 18:41:09.652678,"(10.0, 99998, 9998.5)","(1.95, 99998, 9998.5)","(20.0, 99998, 9998.5)","(3.4, 99998, 9998.5)","(5.0, 99998, 9998.5)"
07-12-2022 18:41:10.544474,"(10.0, 99998, 9998.5)","(1.95, 99998, 9998.5)","(20.0, 99998, 9998.5)","(3.4, 99998, 9998.5)","(5.0, 99998, 9998.5)"
07-12-2022 18:41:11.491587,"(10.0, 99998, 9998.5)","(1.95, 99998, 9998.5)","(20.0, 99998, 9998.5)","(3.4, 99998, 9998.5)","(5.0, 99998, 9998.5)"
07-12-2022 18:41:12.488908,"(10.0, 99998, 9998.5)","(1.95, 99998, 9998.5)","(20.0, 99998, 9998.5)","(3.4, 99998, 9998.5)","(5.0, 99998, 9998.5)"
07-12-2022 18:41:13.352884,"(10.0, 99998, 9998.5)","(1.95, 99998, 9998.5)","(20.0, 99998, 9998.5)","(3.4, 99998, 9998.5)","(5.0, 99998, 9998.5)"
