,Superb,Blue Cascade,Burn Rate,Down Under Boy,Dr Gwen,Dr Bella,Grumpy Ellie
07-12-2022 19:21:16.717370,"(10.0, 15.5, 11.270967741935484)","(41.0, 360.0, 205.0)","(2.9, 4.0, 3.841666666666667)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.449999999999999)","(12.0, 18.5, 17.375)","(10.0, 16.5, 11.192307692307692)"
07-12-2022 19:21:18.245279,"(10.0, 15.5, 13.218181818181819)","(41.0, 360.0, 298.0)","(2.9, 4.0, 3.841666666666667)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.449999999999999)","(12.0, 18.5, 17.375)","(10.0, 16.5, 13.0)"
07-12-2022 19:21:19.610451,"(10.0, 14.5, 13.218181818181819)","(41.0, 360.0, 298.0)","(2.9, 4.0, 3.1085714285714285)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.699999999999999)","(12.0, 18.5, 17.375)","(10.0, 15.5, 13.0)"
07-12-2022 19:21:21.282570,"(10.0, 14.5, 13.218181818181819)","(41.0, 360.0, 309.1666666666667)","(2.9, 4.0, 3.4818181818181815)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.449999999999999)","(12.0, 18.5, 17.375)","(10.0, 15.5, 13.0)"
07-12-2022 19:21:22.503089,"(10.0, 14.5, 13.218181818181819)","(41.0, 360.0, 310.0)","(2.9, 4.0, 3.841666666666667)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.449999999999999)","(12.0, 18.5, 17.375)","(10.0, 15.5, 11.076923076923077)"
07-12-2022 19:21:23.750630,"(10.0, 14.5, 10.905882352941177)","(41.0, 360.0, 173.33333333333331)","(2.9, 4.0, 3.48)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.699999999999999)","(12.0, 18.5, 17.375)","(10.0, 15.5, 11.076923076923077)"
07-12-2022 19:21:25.067127,"(10.0, 14.5, 10.905882352941177)","(41.0, 400.0, 230.0)","(2.9, 4.0, 3.48)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.699999999999999)","(12.0, 18.5, 17.375)","(10.0, 15.5, 11.076923076923077)"
07-12-2022 19:21:26.404531,"(10.0, 14.5, 10.905882352941177)","(41.0, 400.0, 351.42857142857144)","(2.9, 4.0, 3.3892857142857142)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.449999999999999)","(12.0, 18.5, 17.375)","(10.0, 15.5, 11.076923076923077)"
07-12-2022 19:21:27.537557,"(10.0, 14.5, 10.905882352941177)","(41.0, 400.0, 351.42857142857144)","(2.9, 4.0, 3.3892857142857142)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.449999999999999)","(12.0, 18.5, 17.375)","(10.0, 15.5, 11.076923076923077)"
07-12-2022 19:21:28.639309,"(10.0, 14.5, 10.905882352941177)","(41.0, 400.0, 351.42857142857144)","(2.9, 4.0, 3.3892857142857142)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.449999999999999)","(12.0, 18.5, 17.375)","(10.0, 15.5, 11.076923076923077)"
07-12-2022 19:21:29.757712,"(10.0, 14.5, 10.905882352941177)","(41.0, 400.0, 351.42857142857144)","(2.9, 4.0, 3.3)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.699999999999999)","(12.0, 18.5, 17.375)","(10.0, 15.5, 13.5)"
07-12-2022 19:21:30.829976,"(10.0, 14.5, 10.905882352941177)","(41.0, 400.0, 230.0)","(2.9, 4.0, 3.052857142857143)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.449999999999999)","(12.0, 18.5, 17.375)","(10.0, 14.5, 13.5)"
07-12-2022 19:21:31.955756,"(10.0, 14.5, 10.905882352941177)","(41.0, 360.0, 210.0)","(2.9, 4.0, 3.134821428571428)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.449999999999999)","(12.0, 18.5, 17.375)","(10.0, 14.5, 12.5)"
07-12-2022 19:21:33.142394,"(10.0, 14.5, 10.905882352941177)","(41.0, 360.0, 210.0)","(2.9, 4.0, 3.134821428571428)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.449999999999999)","(12.0, 18.5, 17.375)","(10.0, 14.5, 12.5)"
07-12-2022 19:21:34.334852,"(10.0, 14.5, 10.905882352941177)","(41.0, 360.0, 210.0)","(2.9, 4.0, 2.98)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.699999999999999)","(12.0, 18.5, 17.375)","(10.0, 14.5, 10.928571428571429)"
07-12-2022 19:21:35.402098,"(10.0, 14.5, 10.905882352941177)","(41.0, 360.0, 210.0)","(2.9, 4.0, 2.98)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.699999999999999)","(12.0, 18.5, 17.375)","(10.0, 14.5, 10.928571428571429)"
07-12-2022 19:21:36.500460,"(10.0, 14.5, 10.905882352941177)","(41.0, 360.0, 210.0)","(2.9, 4.0, 3.134821428571428)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.449999999999999)","(12.0, 18.5, 17.375)","(10.0, 14.5, 10.928571428571429)"
07-12-2022 19:21:37.817010,"(10.0, 14.5, 10.905882352941177)","(41.0, 360.0, 210.0)","(2.9, 4.0, 3.134821428571428)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.449999999999999)","(12.0, 18.5, 17.375)","(10.0, 14.5, 10.928571428571429)"
07-12-2022 19:21:38.985609,"(10.0, 14.5, 10.905882352941177)","(41.0, 360.0, 210.0)","(2.9, 4.0, 3.134821428571428)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.449999999999999)","(12.0, 18.5, 17.375)","(10.0, 14.5, 10.928571428571429)"
07-12-2022 19:21:39.984813,"(10.0, 14.5, 10.905882352941177)","(41.0, 360.0, 210.0)","(2.9, 4.0, 3.134821428571428)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.699999999999999)","(12.0, 18.5, 17.375)","(10.0, 14.5, 10.928571428571429)"
07-12-2022 19:21:41.139312,"(10.0, 14.5, 10.905882352941177)","(41.0, 360.0, 210.0)","(2.9, 4.0, 2.98)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.449999999999999)","(12.0, 18.5, 17.375)","(10.0, 14.5, 10.928571428571429)"
07-12-2022 19:21:42.425424,"(10.0, 14.5, 10.905882352941177)","(41.0, 360.0, 210.0)","(2.9, 4.0, 3.134821428571428)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.449999999999999)","(12.0, 18.5, 17.375)","(10.0, 14.5, 10.928571428571429)"
07-12-2022 19:21:43.911701,"(10.0, 14.5, 10.905882352941177)","(41.0, 360.0, 210.0)","(2.9, 4.0, 3.134821428571428)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.449999999999999)","(12.0, 18.5, 17.375)","(10.0, 14.5, 10.928571428571429)"
07-12-2022 19:21:45.028836,"(10.0, 14.5, 10.905882352941177)","(41.0, 360.0, 210.0)","(2.9, 4.0, 3.134821428571428)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.699999999999999)","(12.0, 18.5, 17.375)","(10.0, 14.5, 12.75)"
07-12-2022 19:21:46.344953,"(10.0, 14.5, 10.905882352941177)","(41.0, 360.0, 210.0)","(2.9, 3.9, 3.7583333333333333)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.449999999999999)","(12.0, 18.5, 17.375)","(10.0, 13.5, 10.875)"
07-12-2022 19:21:47.593323,"(10.0, 14.5, 10.905882352941177)","(41.0, 360.0, 210.0)","(2.9, 3.9, 3.7583333333333333)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.449999999999999)","(12.0, 18.5, 17.375)","(10.0, 13.5, 10.875)"
07-12-2022 19:21:48.695678,"(10.0, 14.5, 10.905882352941177)","(41.0, 360.0, 210.0)","(2.9, 3.9, 3.7583333333333333)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.449999999999999)","(12.0, 18.5, 17.375)","(10.0, 13.5, 10.12962962962963)"
07-12-2022 19:21:49.783214,"(10.0, 14.5, 10.905882352941177)","(41.0, 360.0, 210.0)","(2.9, 3.9, 3.7583333333333333)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.699999999999999)","(12.0, 18.5, 17.375)","(10.0, 13.5, 10.12962962962963)"
07-12-2022 19:21:50.990746,"(10.0, 14.5, 10.905882352941177)","(41.0, 360.0, 210.0)","(2.9, 3.9, 3.8)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.449999999999999)","(12.0, 18.5, 17.375)","(10.0, 13.5, 10.12962962962963)"
07-12-2022 19:21:52.252641,"(10.0, 14.5, 10.905882352941177)","(41.0, 360.0, 210.0)","(2.9, 3.95, 3.8)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.449999999999999)","(12.0, 18.5, 17.375)","(10.0, 13.5, 10.12962962962963)"
07-12-2022 19:21:53.470471,"(10.0, 14.5, 10.905882352941177)","(41.0, 360.0, 210.0)","(2.9, 3.95, 3.8)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.625)","(12.0, 18.5, 17.375)","(10.0, 13.5, 10.12962962962963)"
07-12-2022 19:21:54.592115,"(10.0, 13.5, 13.088888888888889)","(41.0, 360.0, 210.0)","(2.9, 3.95, 3.8)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.719230769230769)","(12.0, 18.5, 17.375)","(10.0, 13.5, 10.12962962962963)"
07-12-2022 19:21:55.802204,"(10.0, 13.5, 13.088888888888889)","(41.0, 360.0, 210.0)","(2.9, 3.95, 3.1014285714285714)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.719230769230769)","(12.0, 18.5, 17.375)","(10.0, 13.5, 10.12962962962963)"
07-12-2022 19:21:56.908517,"(10.0, 13.5, 13.088888888888889)","(41.0, 360.0, 210.0)","(2.9, 3.95, 3.1014285714285714)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.719230769230769)","(12.0, 18.5, 17.375)","(10.0, 13.5, 10.564516129032258)"
07-12-2022 19:21:58.037174,"(10.0, 13.5, 13.088888888888889)","(41.0, 360.0, 210.0)","(2.9, 3.95, 3.459090909090909)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.5777777777777775)","(12.0, 18.5, 17.375)","(10.0, 13.5, 10.482758620689655)"
07-12-2022 19:21:59.019565,"(10.0, 13.5, 12.490909090909092)","(41.0, 360.0, 210.0)","(2.9, 3.95, 3.8)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.5777777777777775)","(12.0, 18.5, 17.375)","(10.0, 13.5, 11.5)"
07-12-2022 19:22:00.138386,"(10.0, 13.5, 12.490909090909092)","(41.0, 360.0, 210.0)","(2.9, 3.95, 3.8)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 7.5777777777777775)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:01.333790,"(10.0, 13.5, 11.82857142857143)","(41.0, 360.0, 210.0)","(2.9, 3.95, 3.275)","(2.4, 3.2, 3.1746153846153846)","(4.6, 7.8, 6.775)","(12.0, 18.5, 17.375)","(10.0, 13.0, 10.583333333333334)"
07-12-2022 19:22:02.459014,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 210.0)","(2.9, 3.95, 3.275)","(2.4, 3.2, 3.1746153846153846)","(4.6, 8.0, 7.0200000000000005)","(12.0, 18.5, 17.375)","(10.0, 13.5, 10.583333333333334)"
07-12-2022 19:22:03.615257,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 210.0)","(2.9, 3.95, 3.275)","(2.4, 3.2, 3.1746153846153846)","(4.6, 8.0, 7.081250000000001)","(12.0, 18.5, 17.375)","(10.0, 13.5, 10.134615384615385)"
07-12-2022 19:22:04.858988,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 210.0)","(2.9, 3.95, 3.33125)","(2.4, 3.2, 3.1746153846153846)","(4.6, 8.0, 6.663636363636364)","(12.0, 18.5, 17.375)","(10.0, 13.5, 11.25)"
07-12-2022 19:22:05.957104,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 210.0)","(2.9, 3.95, 3.8085714285714287)","(2.4, 3.2, 3.1746153846153846)","(4.6, 8.0, 6.833333333333333)","(12.0, 18.5, 17.375)","(10.0, 12.5, 11.25)"
07-12-2022 19:22:07.055982,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 210.0)","(2.9, 3.85, 3.716666666666667)","(2.4, 3.2, 3.1746153846153846)","(4.6, 8.0, 6.833333333333333)","(12.0, 18.5, 17.375)","(10.0, 12.5, 11.5)"
07-12-2022 19:22:08.401218,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 210.0)","(2.9, 3.85, 3.716666666666667)","(2.4, 3.2, 3.1746153846153846)","(4.6, 8.0, 6.833333333333333)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:09.747479,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 210.0)","(2.9, 3.85, 3.716666666666667)","(2.4, 3.2, 3.1746153846153846)","(4.6, 8.0, 6.833333333333333)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:10.980080,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 210.0)","(2.9, 3.85, 3.4050000000000002)","(2.4, 3.2, 3.1746153846153846)","(4.6, 8.0, 7.3875)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:12.226749,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 210.0)","(2.9, 3.85, 3.716666666666667)","(2.4, 3.2, 3.1746153846153846)","(4.6, 8.0, 6.833333333333333)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:13.282271,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 210.0)","(2.9, 3.85, 3.716666666666667)","(2.4, 3.2, 3.1746153846153846)","(4.6, 8.0, 6.833333333333333)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:14.385737,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 210.0)","(2.9, 3.85, 3.4136363636363636)","(2.4, 3.2, 3.1746153846153846)","(4.6, 8.0, 6.833333333333333)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:15.509666,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 210.0)","(2.9, 3.85, 3.3)","(2.4, 3.2, 3.1746153846153846)","(4.6, 8.0, 7.3875)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:16.842437,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 210.0)","(2.9, 3.85, 3.0023809523809524)","(2.4, 3.2, 3.1746153846153846)","(4.6, 8.0, 7.3875)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:18.053780,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 210.0)","(2.9, 3.85, 3.126923076923077)","(2.4, 3.2, 3.1746153846153846)","(4.6, 8.0, 6.833333333333333)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:19.185250,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 210.0)","(2.9, 3.85, 3.126923076923077)","(2.4, 3.2, 3.1746153846153846)","(4.6, 8.0, 6.833333333333333)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:20.260261,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 210.0)","(2.9, 3.85, 3.45)","(2.4, 3.2, 3.1746153846153846)","(4.6, 8.0, 6.833333333333333)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:21.356320,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 210.0)","(2.9, 3.8, 3.425)","(2.4, 3.2, 3.1746153846153846)","(4.6, 8.0, 7.416666666666666)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:22.527856,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 210.0)","(2.9, 3.75, 3.618333333333333)","(2.4, 3.2, 3.0727272727272728)","(4.6, 8.0, 6.833333333333333)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:23.600421,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 210.0)","(2.9, 3.75, 3.6333333333333333)","(2.4, 3.15, 3.0727272727272728)","(4.6, 8.0, 6.833333333333333)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:24.706323,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 210.0)","(2.9, 3.75, 3.6333333333333333)","(2.4, 3.15, 3.0727272727272728)","(4.6, 8.0, 6.833333333333333)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:25.862481,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 210.0)","(2.9, 3.8, 3.675)","(2.4, 3.15, 3.0727272727272728)","(4.6, 8.0, 6.833333333333333)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:27.073091,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 210.0)","(2.9, 3.8, 3.38)","(2.4, 3.15, 3.0727272727272728)","(4.6, 8.0, 7.3875)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:28.484304,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 210.0)","(2.9, 3.8, 3.3909090909090907)","(2.4, 3.15, 3.0727272727272728)","(4.6, 8.0, 6.833333333333333)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:29.679188,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 210.0)","(2.9, 3.8, 3.3)","(2.4, 3.15, 3.0727272727272728)","(4.6, 8.0, 6.833333333333333)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:30.894393,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 210.0)","(2.9, 3.8, 3.425)","(2.4, 3.15, 3.0742857142857143)","(4.6, 8.0, 6.833333333333333)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:31.984517,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 210.0)","(2.9, 3.8, 3.07027027027027)","(2.4, 3.2, 3.126666666666667)","(4.6, 8.0, 6.95)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:33.180927,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 242.0)","(2.9, 3.8, 3.091666666666667)","(2.4, 3.2, 3.126666666666667)","(4.6, 8.0, 6.95)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:34.514563,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 261.66666666666663)","(2.9, 3.75, 3.591666666666667)","(2.4, 3.2, 3.126666666666667)","(4.6, 8.0, 7.066666666666666)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:35.882404,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 215.0)","(2.9, 3.7, 3.591666666666667)","(2.4, 3.2, 3.126666666666667)","(4.6, 8.0, 7.066666666666666)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:37.192641,"(10.0, 13.5, 10.103225806451613)","(41.0, 360.0, 230.0)","(2.9, 3.7, 3.6333333333333333)","(2.4, 3.2, 3.126666666666667)","(4.6, 8.0, 7.066666666666666)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:38.619405,"(10.0, 13.5, 10.103225806451613)","(41.0, 390.0, 230.0)","(2.9, 3.75, 3.355)","(2.4, 3.2, 3.126666666666667)","(4.6, 8.0, 7.3875)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:40.601643,"(10.0, 13.5, 10.103225806451613)","(41.0, 390.0, 180.0)","(2.9, 3.75, 3.368181818181818)","(2.4, 3.2, 3.126666666666667)","(4.6, 8.0, 6.833333333333333)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:41.948554,"(10.0, 13.5, 10.103225806451613)","(41.0, 400.0, 180.0)","(2.9, 3.75, 3.2558823529411764)","(2.4, 3.2, 3.208666666666667)","(4.6, 8.0, 6.74)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:43.042335,"(10.0, 13.5, 10.103225806451613)","(41.0, 400.0, 180.0)","(2.9, 3.75, 3.341666666666667)","(2.4, 3.25, 3.2092857142857145)","(4.6, 8.0, 6.74)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:44.162603,"(10.0, 13.5, 10.103225806451613)","(41.0, 400.0, 180.0)","(2.9, 3.75, 3.05875)","(2.4, 3.25, 3.2147727272727273)","(4.6, 8.0, 7.066666666666666)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:45.381814,"(10.0, 13.5, 10.103225806451613)","(41.0, 400.0, 180.0)","(2.9, 3.75, 3.341666666666667)","(2.4, 3.25, 3.2147727272727273)","(4.6, 8.0, 7.066666666666666)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:46.614204,"(10.0, 13.5, 10.103225806451613)","(41.0, 400.0, 180.0)","(2.9, 3.75, 3.55)","(2.4, 3.25, 3.2147727272727273)","(4.6, 8.0, 7.066666666666666)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:47.810584,"(10.0, 13.5, 10.103225806451613)","(41.0, 400.0, 180.0)","(2.9, 3.65, 3.55)","(2.4, 3.25, 3.2147727272727273)","(4.6, 8.0, 7.412)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:49.052874,"(10.0, 13.5, 10.103225806451613)","(41.0, 400.0, 180.0)","(2.9, 3.65, 3.368181818181818)","(2.4, 3.25, 3.222413793103448)","(4.6, 8.0, 6.95)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:50.257329,"(10.0, 13.5, 10.103225806451613)","(41.0, 400.0, 290.0)","(2.9, 3.75, 3.591666666666667)","(2.4, 3.25, 3.222413793103448)","(4.6, 8.0, 6.95)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:51.517208,"(10.0, 13.5, 10.103225806451613)","(41.0, 400.0, 290.0)","(2.9, 3.7, 3.591666666666667)","(2.4, 3.25, 3.222413793103448)","(4.6, 8.0, 7.066666666666666)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:52.763447,"(10.0, 13.5, 10.103225806451613)","(41.0, 400.0, 290.0)","(2.9, 3.7, 3.5942857142857143)","(2.4, 3.25, 3.222413793103448)","(4.6, 8.0, 7.066666666666666)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:54.025273,"(10.0, 13.5, 10.103225806451613)","(41.0, 400.0, 290.0)","(2.9, 3.7, 3.065714285714286)","(2.4, 3.25, 3.222413793103448)","(4.6, 8.0, 7.066666666666666)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:55.158608,"(10.0, 13.5, 10.103225806451613)","(41.0, 400.0, 290.0)","(2.9, 3.7, 3.3454545454545457)","(2.4, 3.25, 3.222413793103448)","(4.6, 8.0, 7.183333333333334)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:56.528044,"(10.0, 13.5, 10.103225806451613)","(41.0, 400.0, 180.0)","(2.9, 3.7, 3.3454545454545457)","(2.4, 3.25, 3.222413793103448)","(4.6, 8.0, 7.183333333333334)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:57.673899,"(10.0, 13.5, 10.103225806451613)","(41.0, 400.0, 180.0)","(2.9, 3.7, 3.33)","(2.4, 3.25, 3.222413793103448)","(4.6, 8.0, 7.412)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:58.678748,"(10.0, 13.5, 10.103225806451613)","(41.0, 400.0, 180.0)","(2.9, 3.7, 3.33)","(2.4, 3.25, 3.222413793103448)","(4.6, 8.0, 7.412)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:22:59.675772,"(10.0, 13.5, 10.103225806451613)","(41.0, 400.0, 180.0)","(2.9, 3.7, 3.33)","(2.4, 3.25, 3.222413793103448)","(4.6, 8.0, 6.95)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:23:00.851673,"(10.0, 13.5, 10.103225806451613)","(41.0, 400.0, 235.0)","(2.9, 3.7, 3.591666666666667)","(2.4, 3.25, 3.222413793103448)","(4.6, 8.0, 6.95)","(12.0, 18.5, 17.375)","(10.0, 13.0, 11.5)"
07-12-2022 19:23:02.044778,"(10.0, 13.5, 10.103225806451613)","(41.0, 400.0, 235.0)","(2.9, 3.7, 3.3454545454545457)","(2.4, 3.25, 3.222413793103448)","(4.6, 8.0, 6.95)","(12.0, 18.5, 17.375)","(10.0, 13.0, 12.2)"
07-12-2022 19:23:03.219926,"(10.0, 13.5, 10.103225806451613)","(41.0, 400.0, 235.0)","(2.9, 3.7, 3.065714285714286)","(2.4, 3.25, 3.218)","(4.6, 8.0, 6.7272727272727275)","(12.0, 18.5, 17.375)","(10.0, 13.0, 12.2)"
07-12-2022 19:23:04.240734,"(10.0, 13.5, 10.575)","(41.0, 400.0, 235.0)","(2.9, 3.7, 3.065714285714286)","(2.4, 3.25, 3.218)","(4.6, 8.0, 6.95)","(12.0, 18.5, 17.375)","(10.0, 13.0, 12.2)"
07-12-2022 19:23:05.223719,"(10.0, 13.5, 10.575)","(41.0, 400.0, 235.0)","(2.9, 3.7, 3.3454545454545457)","(2.4, 3.25, 3.218)","(4.6, 8.0, 6.95)","(12.0, 18.5, 17.375)","(10.0, 13.0, 12.2)"
07-12-2022 19:23:06.317547,"(10.0, 13.5, 10.575)","(41.0, 400.0, 180.0)","(2.9, 3.7, 3.591666666666667)","(2.4, 3.25, 3.218)","(4.6, 8.0, 7.258823529411765)","(12.0, 18.5, 17.375)","(10.0, 13.0, 12.2)"
07-12-2022 19:23:07.463537,"(10.0, 13.5, 10.103225806451613)","(41.0, 400.0, 183.33333333333331)","(2.9, 3.7, 3.591666666666667)","(2.4, 3.25, 3.218)","(4.6, 8.0, 7.258823529411765)","(12.0, 18.5, 17.375)","(10.0, 13.0, 12.2)"
07-12-2022 19:23:08.572392,"(10.0, 13.5, 10.103225806451613)","(41.0, 400.0, 183.33333333333331)","(2.9, 3.7, 3.591666666666667)","(2.4, 3.25, 3.218)","(4.6, 8.0, 6.95)","(12.0, 18.5, 17.375)","(10.0, 13.0, 12.2)"
07-12-2022 19:23:09.650101,"(10.0, 13.5, 10.103225806451613)","(41.0, 400.0, 183.33333333333331)","(2.9, 3.7, 3.33)","(2.4, 3.25, 3.218)","(4.6, 8.0, 6.95)","(12.0, 18.5, 17.375)","(10.0, 13.0, 12.5)"
