,Boomer Shannon,Onya Sonya,Limousine Cheeky,Wellsaidmylady,Lady Rockabellum,Magic Tulhurst,Our Redemption,Special Spin
07-12-2022 20:06:16.238920,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 13.280000000000001)","(14.0, 32.0, 20.0)","(2.7, 3.75, 3.346)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:17.484668,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 13.280000000000001)","(14.0, 32.0, 20.0)","(2.7, 3.75, 3.346)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:18.715962,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 13.280000000000001)","(14.0, 32.0, 20.0)","(2.7, 3.75, 3.346)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:19.941057,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 13.280000000000001)","(14.0, 32.0, 20.0)","(2.7, 3.75, 3.346)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:21.196774,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 14.685714285714287)","(14.0, 32.0, 20.0)","(2.7, 3.75, 3.346)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:22.520999,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 13.280000000000001)","(14.0, 32.0, 20.0)","(2.7, 3.75, 3.346)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:23.806440,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 13.280000000000001)","(14.0, 32.0, 20.0)","(2.7, 3.75, 3.346)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:25.103924,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 13.280000000000001)","(14.0, 32.0, 20.0)","(2.7, 3.75, 3.346)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:26.410786,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 13.280000000000001)","(14.0, 32.0, 20.0)","(2.7, 3.75, 3.346)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:27.552221,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 13.280000000000001)","(14.0, 32.0, 20.0)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:28.771828,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 13.280000000000001)","(14.0, 32.0, 20.0)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:29.959311,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 13.280000000000001)","(14.0, 32.0, 20.0)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:31.182959,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 13.280000000000001)","(14.0, 32.0, 20.0)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:32.433248,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 13.280000000000001)","(14.0, 32.0, 20.0)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:33.621406,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 13.280000000000001)","(14.0, 32.0, 20.0)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:34.818205,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 13.280000000000001)","(14.0, 32.0, 20.0)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:35.962663,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 13.280000000000001)","(14.0, 32.0, 20.0)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:37.117123,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 13.280000000000001)","(14.0, 32.0, 20.0)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:38.381424,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 13.280000000000001)","(14.0, 32.0, 20.0)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:39.645000,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 13.280000000000001)","(14.0, 32.0, 20.0)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:40.922325,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 13.280000000000001)","(14.0, 32.0, 20.0)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:42.302900,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 13.280000000000001)","(14.0, 32.0, 20.0)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:43.509937,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 13.280000000000001)","(14.0, 32.0, 20.0)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:44.708236,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 13.280000000000001)","(14.0, 32.0, 20.0)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:45.962067,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 11.825)","(14.0, 32.0, 20.0)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:47.182709,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 11.825)","(14.0, 32.0, 20.0)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:48.535179,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 11.825)","(14.0, 32.0, 20.0)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:49.794951,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 11.825)","(14.0, 32.0, 28.923076923076923)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:51.019341,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 11.825)","(14.0, 32.0, 19.0)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:52.245348,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 11.825)","(14.0, 32.0, 19.0)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:53.460757,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 11.825)","(14.0, 32.0, 19.0)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:54.892092,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 11.825)","(14.0, 32.0, 19.0)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:56.381380,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 11.825)","(14.0, 32.0, 19.0)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:57.767138,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 11.825)","(14.0, 32.0, 19.0)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:06:59.172460,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 11.825)","(14.0, 32.0, 19.0)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:00.608430,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 11.825)","(14.0, 32.0, 19.0)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:02.073924,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 11.825)","(14.0, 32.0, 19.0)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:03.515235,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 11.825)","(14.0, 32.0, 19.0)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:05.000869,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 11.825)","(14.0, 32.0, 25.5)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:06.480356,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 11.825)","(14.0, 32.0, 25.5)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:07.808197,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 11.825)","(14.0, 32.0, 25.5)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:09.187287,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 11.825)","(14.0, 32.0, 25.5)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:10.489234,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 11.825)","(14.0, 32.0, 25.5)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:11.836982,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 11.825)","(14.0, 32.0, 25.5)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:13.154176,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 11.825)","(14.0, 32.0, 25.5)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:14.553307,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 11.825)","(14.0, 32.0, 25.5)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:15.865965,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 11.825)","(14.0, 32.0, 25.5)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:17.202964,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 11.825)","(14.0, 32.0, 25.5)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:18.610578,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 11.825)","(14.0, 32.0, 25.5)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:19.895767,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 11.825)","(14.0, 32.0, 25.5)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:21.174337,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 16.894117647058824)","(14.0, 32.0, 25.5)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:22.390200,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 16.894117647058824)","(14.0, 32.0, 25.5)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:23.554136,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 16.894117647058824)","(14.0, 32.0, 25.5)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:24.852002,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 16.894117647058824)","(14.0, 32.0, 25.5)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:26.164520,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 16.894117647058824)","(14.0, 32.0, 25.5)","(2.7, 3.75, 3.0500000000000003)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:27.509787,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 15.1625)","(14.0, 32.0, 26.571428571428573)","(2.7, 3.75, 3.6)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:28.813961,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 15.1625)","(14.0, 32.0, 26.571428571428573)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:30.086521,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 15.1625)","(14.0, 32.0, 26.571428571428573)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:31.398649,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 15.1625)","(14.0, 32.0, 26.571428571428573)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:32.691357,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 15.1625)","(14.0, 32.0, 26.571428571428573)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:34.006402,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 15.1625)","(14.0, 32.0, 26.571428571428573)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:35.246195,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 15.1625)","(14.0, 32.0, 26.571428571428573)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:36.593843,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 14.771428571428572)","(14.0, 32.0, 26.571428571428573)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:37.897857,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 14.771428571428572)","(14.0, 32.0, 26.571428571428573)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:39.192371,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 14.771428571428572)","(14.0, 32.0, 26.571428571428573)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:40.464098,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 14.771428571428572)","(14.0, 32.0, 26.571428571428573)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:41.622488,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 16.75)","(10.0, 18.5, 14.771428571428572)","(14.0, 32.0, 28.2)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:42.812846,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 19.42857142857143)","(10.0, 18.5, 14.771428571428572)","(14.0, 32.0, 28.2)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:44.057605,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 15.0)","(10.0, 18.5, 16.325)","(14.0, 32.0, 28.2)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:45.307386,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.075)","(11.0, 23.0, 15.0)","(10.0, 18.5, 16.325)","(14.0, 32.0, 28.2)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:46.600671,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 15.0)","(10.0, 18.5, 16.325)","(14.0, 32.0, 28.2)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:47.882925,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 15.0)","(10.0, 18.5, 16.325)","(14.0, 32.0, 28.2)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:49.113935,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.225)","(11.0, 23.0, 15.0)","(10.0, 18.5, 16.325)","(14.0, 32.0, 28.2)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:50.368851,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.225)","(11.0, 23.0, 15.0)","(10.0, 18.5, 16.325)","(14.0, 32.0, 28.2)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:51.572457,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 15.0)","(10.0, 18.5, 12.125)","(14.0, 32.0, 27.375)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:52.796555,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 15.0)","(10.0, 18.5, 12.125)","(14.0, 32.0, 24.8)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:54.072350,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 15.0)","(10.0, 18.5, 12.125)","(14.0, 32.0, 24.8)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:55.324152,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 15.0)","(10.0, 18.5, 12.125)","(14.0, 32.0, 24.8)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:56.610061,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 15.0)","(10.0, 18.5, 12.125)","(14.0, 32.0, 24.8)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:57.950354,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 15.0)","(10.0, 18.5, 12.125)","(14.0, 32.0, 24.8)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:07:59.161640,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 15.0)","(10.0, 18.5, 12.125)","(14.0, 32.0, 24.8)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:08:00.297415,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 15.0)","(10.0, 18.5, 12.125)","(14.0, 32.0, 24.8)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:08:01.418152,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 15.0)","(10.0, 18.5, 12.125)","(14.0, 32.0, 24.8)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:08:02.874152,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 15.0)","(10.0, 18.5, 12.125)","(14.0, 32.0, 24.8)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:08:04.341102,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 18.4)","(10.0, 18.5, 12.125)","(14.0, 32.0, 24.8)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:08:05.738764,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 18.4)","(10.0, 18.5, 12.125)","(14.0, 32.0, 24.8)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:08:07.082841,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 18.4)","(10.0, 18.5, 12.125)","(14.0, 32.0, 24.8)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:08:08.482117,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 18.4)","(10.0, 18.5, 12.125)","(14.0, 32.0, 24.8)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
07-12-2022 20:08:09.700177,"(5.0, 7.2, 6.78)","(71.0, 360.0, 275.7142857142857)","(4.0, 5.3, 5.1125)","(11.0, 23.0, 15.0)","(10.0, 18.5, 12.125)","(14.0, 32.0, 24.8)","(2.7, 3.75, 3.338)","(4.4, 6.0, 5.0)"
