,My Mums Value,Westar Storm,My Place Friday,Makani Girl,Mepunga Echo,Bourne Brett,Rage Quit,Jessore
10-01-2023 13:05:48.322711,"(4.2, 4.6, 4.183333333333333)","(21.0, 110.0, 63.06666666666666)","(8.0, 18.0, 17.0)","(3.4, 4.9, 4.536363636363636)","(4.0, 5.8, 5.125)","(26.0, 70.0, 52.0)","(4.6, 5.0, 4.788235294117647)","(10.0, 20.0, 19.333333333333332)"
10-01-2023 13:05:49.393851,"(4.2, 4.6, 4.183333333333333)","(21.0, 110.0, 68.58823529411765)","(8.0, 18.0, 17.636363636363637)","(3.4, 4.9, 4.536363636363636)","(4.0, 5.8, 5.125)","(26.0, 70.0, 52.0)","(4.6, 5.0, 4.788235294117647)","(10.0, 20.0, 19.333333333333332)"
10-01-2023 13:05:50.474414,"(4.2, 4.6, 4.183333333333333)","(21.0, 110.0, 68.58823529411765)","(8.0, 18.0, 17.636363636363637)","(3.4, 4.9, 4.536363636363636)","(4.0, 5.7, 5.273333333333333)","(26.0, 70.0, 54.0)","(4.6, 5.0, 4.788235294117647)","(10.0, 20.0, 19.333333333333332)"
10-01-2023 13:05:51.527188,"(4.2, 4.6, 4.183333333333333)","(21.0, 110.0, 68.58823529411765)","(8.0, 18.0, 17.636363636363637)","(3.4, 4.9, 4.536363636363636)","(4.0, 5.7, 5.273333333333333)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.578571428571429)","(10.0, 20.0, 19.333333333333332)"
10-01-2023 13:05:52.586578,"(4.2, 4.6, 4.183333333333333)","(21.0, 110.0, 68.58823529411765)","(8.0, 18.0, 17.636363636363637)","(3.4, 4.9, 4.533333333333333)","(4.0, 5.7, 5.273333333333333)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.578571428571429)","(10.0, 20.0, 19.333333333333332)"
10-01-2023 13:05:53.585450,"(4.2, 4.6, 4.183333333333333)","(21.0, 110.0, 68.58823529411765)","(8.0, 18.0, 17.636363636363637)","(3.4, 4.8, 4.533333333333333)","(4.0, 5.7, 5.273333333333333)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.578571428571429)","(10.0, 20.0, 19.333333333333332)"
10-01-2023 13:05:54.594479,"(4.2, 4.6, 4.183333333333333)","(21.0, 110.0, 68.58823529411765)","(8.0, 18.0, 17.636363636363637)","(3.4, 4.8, 4.533333333333333)","(4.0, 5.7, 5.0600000000000005)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.578571428571429)","(10.0, 20.0, 19.333333333333332)"
10-01-2023 13:05:55.605958,"(4.2, 4.6, 4.183333333333333)","(21.0, 110.0, 68.58823529411765)","(8.0, 18.0, 17.636363636363637)","(3.4, 4.8, 4.533333333333333)","(4.0, 5.7, 5.392307692307693)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.578571428571429)","(10.0, 20.0, 19.333333333333332)"
10-01-2023 13:05:56.754986,"(4.2, 4.6, 4.183333333333333)","(21.0, 110.0, 68.58823529411765)","(8.0, 18.0, 17.636363636363637)","(3.4, 4.8, 4.533333333333333)","(4.0, 5.7, 5.392307692307693)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.359999999999999)","(10.0, 20.0, 19.333333333333332)"
10-01-2023 13:05:57.898373,"(4.2, 4.6, 4.183333333333333)","(21.0, 110.0, 68.58823529411765)","(8.0, 18.0, 17.357142857142858)","(3.4, 4.8, 4.533333333333333)","(4.0, 5.7, 5.477777777777778)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.642857142857143)","(10.0, 20.0, 19.333333333333332)"
10-01-2023 13:05:59.173124,"(4.2, 4.6, 4.183333333333333)","(21.0, 110.0, 68.58823529411765)","(8.0, 18.5, 17.0)","(3.4, 4.8, 4.533333333333333)","(4.0, 5.7, 5.477777777777778)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.642857142857143)","(10.0, 20.0, 17.923076923076923)"
10-01-2023 13:06:00.307019,"(4.2, 4.6, 4.183333333333333)","(21.0, 110.0, 68.58823529411765)","(8.0, 18.5, 17.0)","(3.4, 4.8, 4.533333333333333)","(4.0, 5.7, 5.477777777777778)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.642857142857143)","(10.0, 21.0, 17.727272727272727)"
10-01-2023 13:06:01.484205,"(4.2, 4.6, 4.183333333333333)","(21.0, 110.0, 68.58823529411765)","(8.0, 18.5, 18.0)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.477777777777778)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.642857142857143)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:02.628392,"(4.2, 4.6, 4.1909090909090905)","(21.0, 110.0, 53.166666666666664)","(8.0, 18.5, 18.0)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.409090909090909)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.642857142857143)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:03.661530,"(4.2, 4.6, 4.1909090909090905)","(21.0, 110.0, 53.166666666666664)","(8.0, 18.5, 18.0)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.300000000000001)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.359999999999999)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:04.757345,"(4.2, 4.6, 4.1909090909090905)","(21.0, 110.0, 53.166666666666664)","(8.0, 19.0, 17.81578947368421)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.330769230769231)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.736363636363636)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:05.767044,"(4.2, 4.6, 4.1909090909090905)","(21.0, 110.0, 69.88235294117646)","(8.0, 19.0, 17.81578947368421)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.330769230769231)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.736363636363636)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:06.795211,"(4.2, 4.6, 4.1909090909090905)","(21.0, 110.0, 69.88235294117646)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.330769230769231)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.736363636363636)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:07.860195,"(4.2, 4.6, 4.1909090909090905)","(21.0, 110.0, 69.88235294117646)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.330769230769231)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.736363636363636)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:08.937341,"(4.2, 4.6, 4.1909090909090905)","(21.0, 110.0, 69.88235294117646)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.330769230769231)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.736363636363636)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:10.102466,"(4.2, 4.6, 4.1909090909090905)","(21.0, 110.0, 69.88235294117646)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.1000000000000005)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.736363636363636)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:11.297750,"(4.2, 4.6, 4.1909090909090905)","(21.0, 110.0, 69.88235294117646)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.475)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.736363636363636)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:12.411832,"(4.2, 4.6, 4.1909090909090905)","(21.0, 110.0, 69.88235294117646)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.475)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.736363636363636)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:13.491887,"(4.2, 4.6, 4.1909090909090905)","(21.0, 110.0, 69.88235294117646)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.475)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.736363636363636)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:14.623640,"(4.2, 4.6, 4.1909090909090905)","(21.0, 110.0, 69.88235294117646)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.475)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.736363636363636)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:15.729302,"(4.2, 4.6, 4.1909090909090905)","(21.0, 110.0, 69.88235294117646)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.475)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.736363636363636)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:16.803624,"(4.2, 4.6, 4.1909090909090905)","(21.0, 110.0, 69.88235294117646)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.4375)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.736363636363636)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:17.965503,"(4.2, 4.6, 4.1909090909090905)","(21.0, 100.0, 83.33333333333334)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.291666666666667)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.681818181818182)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:19.095989,"(4.2, 4.6, 4.1909090909090905)","(21.0, 100.0, 90.0)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.291666666666667)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.681818181818182)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:20.174962,"(4.2, 4.6, 4.1625)","(21.0, 100.0, 90.0)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.291666666666667)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.681818181818182)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:21.291228,"(4.2, 4.6, 4.1625)","(21.0, 100.0, 87.5)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.291666666666667)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.681818181818182)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:22.522501,"(4.2, 4.6, 4.158823529411764)","(21.0, 100.0, 90.0)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.291666666666667)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.681818181818182)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:23.647967,"(4.2, 4.6, 4.208695652173913)","(21.0, 100.0, 90.0)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.291666666666667)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.681818181818182)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:24.816921,"(4.2, 4.6, 4.208695652173913)","(21.0, 100.0, 83.33333333333334)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.291666666666667)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.385714285714285)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:25.934386,"(4.2, 4.6, 4.208695652173913)","(21.0, 100.0, 91.0)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.291666666666667)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.681818181818182)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:27.060484,"(4.2, 4.6, 4.208695652173913)","(21.0, 110.0, 75.0)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.291666666666667)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.681818181818182)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:28.138243,"(4.2, 4.6, 4.208695652173913)","(21.0, 110.0, 79.375)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.291666666666667)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.681818181818182)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:29.308604,"(4.2, 4.6, 4.208695652173913)","(21.0, 110.0, 79.375)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.291666666666667)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.681818181818182)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:30.442054,"(4.2, 4.6, 4.208695652173913)","(21.0, 110.0, 79.375)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.291666666666667)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.82)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:31.524361,"(4.2, 4.6, 4.208695652173913)","(21.0, 110.0, 86.66666666666667)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.291666666666667)","(26.0, 70.0, 64.66666666666666)","(4.6, 4.9, 4.823529411764706)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:32.748466,"(4.2, 4.6, 4.208695652173913)","(21.0, 110.0, 82.0)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.318181818181818)","(26.0, 70.0, 64.66666666666666)","(4.6, 5.0, 4.828571428571428)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:33.970155,"(4.2, 4.6, 4.208695652173913)","(21.0, 110.0, 78.88888888888889)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.318181818181818)","(26.0, 70.0, 67.0)","(4.6, 5.0, 4.828571428571428)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:35.160491,"(4.2, 4.6, 4.208695652173913)","(21.0, 110.0, 78.88888888888889)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.318181818181818)","(26.0, 70.0, 62.916666666666664)","(4.6, 5.0, 4.828571428571428)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:36.311926,"(4.2, 4.6, 4.208695652173913)","(21.0, 110.0, 78.88888888888889)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.318181818181818)","(26.0, 75.0, 62.916666666666664)","(4.6, 5.0, 4.828571428571428)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:37.481531,"(4.2, 4.6, 4.208695652173913)","(21.0, 110.0, 82.0)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 4.875)","(26.0, 75.0, 62.916666666666664)","(4.6, 5.0, 4.828571428571428)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:38.602793,"(4.2, 4.6, 4.3)","(21.0, 110.0, 82.0)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.209090909090909)","(26.0, 75.0, 62.916666666666664)","(4.6, 5.0, 4.828571428571428)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:39.695629,"(4.2, 4.6, 4.3)","(21.0, 110.0, 82.0)","(8.0, 19.0, 17.875)","(3.4, 4.8, 4.523076923076923)","(4.0, 5.7, 5.0)","(26.0, 75.0, 62.916666666666664)","(4.6, 5.0, 4.828571428571428)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:40.775421,"(4.2, 4.6, 4.3)","(21.0, 110.0, 82.0)","(8.0, 18.0, 17.78125)","(3.4, 4.8, 4.671428571428572)","(4.0, 5.6, 5.118181818181818)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.828571428571428)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:41.890709,"(4.2, 4.6, 4.3)","(21.0, 110.0, 82.0)","(8.0, 18.0, 18.029411764705884)","(3.4, 4.8, 4.671428571428572)","(4.0, 5.5, 5.118181818181818)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.68)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:43.090219,"(4.2, 4.6, 4.372727272727272)","(21.0, 110.0, 82.0)","(8.0, 18.5, 18.029411764705884)","(3.4, 4.8, 4.671428571428572)","(4.0, 5.5, 5.118181818181818)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.877777777777777)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:44.273591,"(4.2, 4.6, 4.372727272727272)","(21.0, 110.0, 82.0)","(8.0, 18.5, 18.029411764705884)","(3.4, 4.8, 4.671428571428572)","(4.0, 5.5, 4.824999999999999)","(26.0, 75.0, 58.6875)","(4.6, 5.1, 4.869565217391305)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:45.472382,"(4.2, 4.6, 4.372727272727272)","(21.0, 110.0, 82.0)","(8.0, 18.5, 17.78125)","(3.4, 4.8, 4.6499999999999995)","(4.0, 5.5, 5.0058823529411764)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.826923076923077)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:46.639311,"(4.2, 4.6, 4.372727272727272)","(21.0, 110.0, 82.0)","(8.0, 18.0, 17.78125)","(3.4, 4.8, 4.675)","(4.0, 5.5, 5.0058823529411764)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.826923076923077)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:47.820624,"(4.2, 4.6, 4.372727272727272)","(21.0, 100.0, 91.66666666666667)","(8.0, 18.0, 17.78125)","(3.4, 4.9, 4.675)","(4.0, 5.5, 4.894594594594595)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.742857142857143)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:48.968135,"(4.2, 4.6, 4.372727272727272)","(21.0, 100.0, 91.66666666666667)","(8.0, 18.0, 17.78125)","(3.4, 4.9, 4.675)","(4.0, 5.5, 4.957894736842105)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.742857142857143)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:50.038207,"(4.2, 4.6, 4.372727272727272)","(21.0, 100.0, 91.66666666666667)","(8.0, 18.0, 17.78125)","(3.4, 4.9, 4.675)","(4.0, 5.4, 4.881081081081081)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.742857142857143)","(10.0, 21.0, 18.375)"
10-01-2023 13:06:51.104124,"(4.2, 4.6, 4.372727272727272)","(21.0, 100.0, 91.66666666666667)","(8.0, 18.0, 17.78125)","(3.4, 4.9, 4.675)","(4.0, 5.4, 4.881081081081081)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.742857142857143)","(10.0, 21.0, 18.166666666666668)"
10-01-2023 13:06:52.378941,"(4.2, 4.6, 4.372727272727272)","(21.0, 100.0, 91.66666666666667)","(8.0, 18.0, 17.78125)","(3.4, 4.9, 4.675)","(4.0, 5.4, 5.081818181818182)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.742857142857143)","(10.0, 18.5, 18.166666666666668)"
10-01-2023 13:06:53.656106,"(4.2, 4.6, 4.372727272727272)","(21.0, 100.0, 91.66666666666667)","(8.0, 18.0, 17.78125)","(3.4, 4.9, 4.675)","(4.0, 5.3, 5.081818181818182)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.742857142857143)","(10.0, 18.5, 18.166666666666668)"
10-01-2023 13:06:54.864547,"(4.2, 4.6, 4.372727272727272)","(21.0, 100.0, 91.66666666666667)","(8.0, 18.0, 17.78125)","(3.4, 4.9, 4.675)","(4.0, 5.3, 5.081818181818182)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.742857142857143)","(10.0, 18.5, 18.166666666666668)"
10-01-2023 13:06:56.104509,"(4.2, 4.6, 4.372727272727272)","(21.0, 100.0, 91.66666666666667)","(8.0, 18.0, 17.78125)","(3.4, 4.9, 4.675)","(4.0, 5.3, 5.081818181818182)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.742857142857143)","(10.0, 18.5, 18.166666666666668)"
10-01-2023 13:06:57.461397,"(4.2, 4.6, 4.3068965517241375)","(21.0, 100.0, 91.66666666666667)","(8.0, 18.0, 17.78125)","(3.4, 4.9, 4.666666666666666)","(4.0, 5.3, 5.081818181818182)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.742857142857143)","(10.0, 18.5, 19.416666666666668)"
10-01-2023 13:06:58.641809,"(4.2, 4.6, 4.3068965517241375)","(21.0, 100.0, 91.66666666666667)","(8.0, 18.0, 17.78125)","(3.4, 5.0, 4.666666666666666)","(4.0, 5.3, 5.081818181818182)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.742857142857143)","(10.0, 20.0, 19.416666666666668)"
10-01-2023 13:06:59.695218,"(4.2, 4.6, 4.3068965517241375)","(21.0, 100.0, 90.0)","(8.0, 18.0, 17.78125)","(3.4, 5.0, 4.666666666666666)","(4.0, 5.3, 5.081818181818182)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.742857142857143)","(10.0, 20.0, 19.416666666666668)"
10-01-2023 13:07:00.853477,"(4.2, 4.6, 4.3068965517241375)","(21.0, 110.0, 83.33333333333333)","(8.0, 18.0, 17.78125)","(3.4, 5.0, 4.666666666666666)","(4.0, 5.3, 5.027272727272727)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.742857142857143)","(10.0, 20.0, 19.416666666666668)"
10-01-2023 13:07:01.943599,"(4.2, 4.6, 4.3068965517241375)","(21.0, 110.0, 83.33333333333333)","(8.0, 18.0, 17.78125)","(3.4, 5.0, 4.666666666666666)","(4.0, 5.3, 5.027272727272727)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.742857142857143)","(10.0, 20.0, 19.416666666666668)"
10-01-2023 13:07:03.113475,"(4.2, 4.5, 4.366666666666666)","(21.0, 110.0, 84.54545454545455)","(8.0, 18.0, 17.78125)","(3.4, 5.0, 4.666666666666666)","(4.0, 5.3, 5.027272727272727)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.742857142857143)","(10.0, 20.0, 19.416666666666668)"
10-01-2023 13:07:04.517052,"(4.2, 4.5, 4.366666666666666)","(21.0, 110.0, 84.54545454545455)","(8.0, 18.0, 17.78125)","(3.4, 5.0, 4.666666666666666)","(4.0, 5.3, 5.027272727272727)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.788235294117647)","(10.0, 20.0, 19.416666666666668)"
10-01-2023 13:07:05.862797,"(4.2, 4.5, 4.366666666666666)","(21.0, 110.0, 84.54545454545455)","(8.5, 18.0, 17.78125)","(3.4, 5.0, 4.666666666666666)","(4.0, 5.3, 5.027272727272727)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.788235294117647)","(10.0, 20.0, 19.416666666666668)"
10-01-2023 13:07:07.096509,"(4.2, 4.5, 4.366666666666666)","(21.0, 110.0, 84.54545454545455)","(8.5, 18.0, 17.78125)","(3.4, 5.0, 4.666666666666666)","(4.0, 5.3, 5.027272727272727)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.92)","(10.0, 20.0, 19.416666666666668)"
10-01-2023 13:07:08.319501,"(4.2, 4.5, 4.366666666666666)","(21.0, 110.0, 84.54545454545455)","(8.5, 18.0, 17.78125)","(3.4, 5.0, 4.666666666666666)","(4.0, 5.3, 5.027272727272727)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.92)","(10.0, 20.0, 19.416666666666668)"
10-01-2023 13:07:09.447421,"(4.2, 4.5, 4.366666666666666)","(21.0, 110.0, 84.54545454545455)","(8.5, 18.0, 17.78125)","(3.4, 5.0, 4.666666666666666)","(4.0, 5.3, 5.027272727272727)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.771428571428571)","(10.0, 20.0, 19.416666666666668)"
10-01-2023 13:07:10.606053,"(4.2, 4.5, 4.366666666666666)","(21.0, 110.0, 84.54545454545455)","(8.5, 18.0, 17.78125)","(3.4, 5.0, 4.699999999999999)","(4.0, 5.3, 5.027272727272727)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.699999999999999)","(10.0, 20.0, 19.416666666666668)"
10-01-2023 13:07:11.805239,"(4.2, 4.5, 4.366666666666666)","(21.0, 110.0, 84.54545454545455)","(8.5, 18.0, 17.78125)","(3.4, 5.2, 4.699999999999999)","(4.0, 5.3, 5.027272727272727)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.699999999999999)","(10.0, 20.0, 18.75)"
10-01-2023 13:07:13.054650,"(4.2, 4.5, 4.366666666666666)","(21.0, 110.0, 82.0)","(8.5, 18.0, 17.78125)","(3.4, 5.2, 4.699999999999999)","(4.0, 5.3, 5.027272727272727)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.699999999999999)","(10.0, 21.0, 18.75)"
10-01-2023 13:07:14.336742,"(4.2, 4.5, 4.366666666666666)","(21.0, 110.0, 82.77777777777777)","(8.5, 18.0, 17.78125)","(3.4, 5.2, 4.699999999999999)","(4.0, 5.3, 4.918181818181818)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.733333333333333)","(10.0, 21.0, 18.75)"
10-01-2023 13:07:15.578420,"(4.2, 4.5, 4.366666666666666)","(21.0, 110.0, 82.0)","(8.5, 18.0, 17.78125)","(3.4, 5.2, 4.699999999999999)","(4.0, 5.3, 4.918181818181818)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.828571428571428)","(10.0, 21.0, 18.75)"
10-01-2023 13:07:16.762475,"(4.2, 4.5, 4.366666666666666)","(21.0, 110.0, 82.0)","(8.5, 18.0, 17.78125)","(3.4, 5.2, 4.699999999999999)","(4.0, 5.3, 4.918181818181818)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.828571428571428)","(10.0, 21.0, 18.75)"
10-01-2023 13:07:17.941421,"(4.2, 4.5, 4.366666666666666)","(21.0, 100.0, 91.66666666666667)","(8.5, 18.0, 17.78125)","(3.4, 5.2, 4.699999999999999)","(4.0, 5.3, 4.918181818181818)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.828571428571428)","(10.0, 21.0, 18.75)"
10-01-2023 13:07:19.172155,"(4.2, 4.5, 4.366666666666666)","(21.0, 100.0, 91.66666666666667)","(8.5, 18.0, 17.78125)","(3.4, 5.2, 4.699999999999999)","(4.0, 5.3, 4.918181818181818)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.828571428571428)","(10.0, 21.0, 18.75)"
10-01-2023 13:07:20.314849,"(4.2, 4.5, 4.366666666666666)","(21.0, 100.0, 91.66666666666667)","(8.5, 18.0, 17.78125)","(3.4, 5.2, 4.699999999999999)","(4.0, 5.3, 4.918181818181818)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.828571428571428)","(10.0, 21.0, 18.75)"
10-01-2023 13:07:21.460455,"(4.2, 4.5, 4.366666666666666)","(21.0, 100.0, 91.66666666666667)","(8.5, 18.0, 17.78125)","(3.4, 5.2, 4.699999999999999)","(4.0, 5.3, 4.918181818181818)","(26.0, 75.0, 58.6875)","(4.6, 5.0, 4.733333333333333)","(10.0, 21.0, 18.75)"
