,Onya Doug,Favreau,Vanity Bay,Roclea Ruler,Raani,The Weekend,Artful Master,Yarraman Rocky,Courageous Sam
11-01-2023 17:46:13.674825,"(4.0, 5.9, 5.8090909090909095)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 36.5)","(5.0, 6.8, 6.246153846153846)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.415384615384616)"
11-01-2023 17:46:14.785764,"(4.0, 5.9, 5.8090909090909095)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 36.5)","(5.0, 6.8, 6.246153846153846)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.415384615384616)"
11-01-2023 17:46:15.881144,"(4.0, 5.9, 5.433333333333334)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 36.5)","(5.0, 6.8, 6.246153846153846)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.415384615384616)"
11-01-2023 17:46:17.034521,"(4.0, 5.9, 5.760000000000001)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 36.5)","(5.0, 6.8, 6.246153846153846)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.415384615384616)"
11-01-2023 17:46:18.237247,"(4.0, 5.9, 5.822222222222223)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 36.5)","(5.0, 6.8, 6.246153846153846)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.415384615384616)"
11-01-2023 17:46:19.320582,"(4.0, 5.9, 5.822222222222223)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 36.5)","(5.0, 6.8, 6.246153846153846)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.415384615384616)"
11-01-2023 17:46:21.056162,"(4.0, 5.9, 5.822222222222223)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 36.5)","(5.0, 6.8, 6.246153846153846)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.415384615384616)"
11-01-2023 17:46:22.288085,"(4.0, 5.9, 5.833333333333334)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 36.5)","(5.0, 6.8, 6.246153846153846)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.415384615384616)"
11-01-2023 17:46:23.476509,"(4.0, 5.9, 5.833333333333334)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 36.5)","(5.0, 6.8, 6.246153846153846)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.415384615384616)"
11-01-2023 17:46:24.975890,"(4.0, 5.9, 5.833333333333334)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 36.5)","(5.0, 6.8, 6.246153846153846)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.415384615384616)"
11-01-2023 17:46:26.221596,"(4.0, 5.9, 5.833333333333334)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 36.5)","(5.0, 6.8, 6.433333333333333)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.415384615384616)"
11-01-2023 17:46:27.452918,"(4.0, 6.0, 5.7)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 36.5)","(5.0, 6.6, 6.225)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 170.0, 103.33333333333334)","(5.5, 8.6, 8.415384615384616)"
11-01-2023 17:46:28.668551,"(4.0, 6.0, 5.82)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 36.5)","(5.0, 6.6, 6.0888888888888895)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 170.0, 147.77777777777777)","(5.5, 8.6, 8.415384615384616)"
11-01-2023 17:46:29.732593,"(4.0, 6.0, 5.82)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 36.5)","(5.0, 6.4, 6.0888888888888895)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 170.0, 147.77777777777777)","(5.5, 8.6, 8.415384615384616)"
11-01-2023 17:46:30.803851,"(4.0, 6.0, 5.82)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 36.5)","(5.0, 6.4, 6.0888888888888895)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 170.0, 147.77777777777777)","(5.5, 8.6, 8.415384615384616)"
11-01-2023 17:46:31.980389,"(4.0, 6.0, 5.82)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 36.5)","(5.0, 6.4, 6.0888888888888895)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 170.0, 140.0)","(6.0, 8.6, 8.415384615384616)"
11-01-2023 17:46:33.033100,"(3.9, 6.0, 5.82)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 36.5)","(5.0, 6.4, 6.2250000000000005)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 160.0, 140.0)","(6.0, 8.6, 8.415384615384616)"
11-01-2023 17:46:34.070299,"(3.9, 6.0, 5.82)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 36.5)","(5.0, 6.4, 6.3)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 160.0, 132.22222222222223)","(6.0, 8.6, 8.415384615384616)"
11-01-2023 17:46:35.108433,"(3.9, 6.0, 5.82)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 36.5)","(5.0, 6.6, 6.3)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 150.0, 132.22222222222223)","(6.0, 8.6, 8.415384615384616)"
11-01-2023 17:46:36.197505,"(3.9, 6.0, 5.7)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 36.5)","(5.0, 6.6, 6.3)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 150.0, 132.22222222222223)","(6.0, 8.6, 8.415384615384616)"
11-01-2023 17:46:37.546368,"(3.9, 6.0, 5.82)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 34.8)","(5.0, 6.6, 6.3)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 150.0, 132.22222222222223)","(6.0, 8.6, 8.415384615384616)"
11-01-2023 17:46:38.679354,"(3.9, 6.0, 5.82)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 34.8)","(5.0, 6.6, 6.3)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 150.0, 132.22222222222223)","(6.0, 8.6, 8.415384615384616)"
11-01-2023 17:46:39.886499,"(3.9, 6.0, 5.82)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 9.6875)","(18.0, 40.0, 34.8)","(5.0, 6.6, 6.3)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 150.0, 132.22222222222223)","(6.0, 8.6, 8.415384615384616)"
11-01-2023 17:46:41.180723,"(3.9, 6.0, 5.7)","(3.4, 4.4, 3.8333333333333335)","(7.5, 11.5, 10.34)","(18.0, 40.0, 34.8)","(5.0, 6.6, 6.3)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 152.5)","(71.0, 150.0, 132.22222222222223)","(6.0, 8.6, 8.415384615384616)"
11-01-2023 17:46:42.390362,"(3.9, 6.0, 5.685)","(3.4, 4.4, 4.175)","(7.5, 11.5, 11.15)","(18.0, 40.0, 36.57142857142857)","(5.0, 6.6, 6.3)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 160.71428571428572)","(71.0, 150.0, 105.0)","(6.0, 8.6, 8.415384615384616)"
11-01-2023 17:46:43.605689,"(3.9, 5.9, 5.677777777777778)","(3.4, 4.3, 4.183333333333334)","(7.5, 12.0, 11.15)","(18.0, 40.0, 36.57142857142857)","(5.0, 6.6, 6.3)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 179.0)","(71.0, 150.0, 118.33333333333334)","(6.0, 8.6, 8.415384615384616)"
11-01-2023 17:46:44.763481,"(3.9, 5.9, 5.677777777777778)","(3.4, 4.3, 4.183333333333334)","(7.5, 12.0, 9.733333333333333)","(18.0, 40.0, 36.57142857142857)","(5.0, 6.6, 6.184615384615385)","(5.0, 7.0, 6.666666666666666)","(91.0, 200.0, 179.0)","(71.0, 140.0, 93.33333333333333)","(6.0, 8.6, 8.415384615384616)"
11-01-2023 17:46:45.889855,"(3.9, 5.9, 5.677777777777778)","(3.4, 4.3, 4.183333333333334)","(7.5, 12.0, 9.733333333333333)","(18.0, 40.0, 36.57142857142857)","(5.0, 6.6, 6.184615384615385)","(5.0, 7.0, 6.666666666666666)","(91.0, 200.0, 187.0)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.6, 8.415384615384616)"
11-01-2023 17:46:47.065669,"(3.9, 5.9, 5.677777777777778)","(3.4, 4.3, 4.183333333333334)","(7.5, 12.0, 10.775)","(18.0, 40.0, 36.57142857142857)","(5.0, 6.6, 6.184615384615385)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 187.0)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.6, 8.415384615384616)"
11-01-2023 17:46:48.210164,"(3.9, 5.9, 5.811111111111112)","(3.4, 4.3, 3.8666666666666667)","(7.5, 11.5, 10.775)","(18.0, 40.0, 36.57142857142857)","(5.0, 6.6, 6.184615384615385)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 187.0)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.6, 8.415384615384616)"
11-01-2023 17:46:49.299569,"(3.9, 5.9, 5.7)","(3.4, 4.3, 4.114285714285714)","(7.5, 11.5, 10.775)","(18.0, 40.0, 36.57142857142857)","(5.0, 6.6, 6.184615384615385)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 187.0)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.6, 8.415384615384616)"
11-01-2023 17:46:50.509608,"(3.9, 5.9, 5.66)","(3.4, 4.3, 4.114285714285714)","(7.5, 11.5, 10.775)","(18.0, 40.0, 36.57142857142857)","(5.0, 6.6, 6.184615384615385)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 187.0)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.6, 8.415384615384616)"
11-01-2023 17:46:51.628260,"(3.9, 6.0, 5.533333333333333)","(3.4, 4.3, 4.114285714285714)","(7.5, 11.5, 10.775)","(18.0, 40.0, 36.57142857142857)","(5.0, 6.6, 6.184615384615385)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 187.0)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.6, 8.415384615384616)"
11-01-2023 17:46:52.742643,"(3.9, 6.0, 5.65)","(3.4, 4.3, 4.114285714285714)","(7.5, 11.5, 10.775)","(18.0, 40.0, 36.57142857142857)","(5.0, 6.6, 6.184615384615385)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 187.0)","(71.0, 130.0, 114.28571428571428)","(6.0, 8.6, 8.415384615384616)"
11-01-2023 17:46:53.899529,"(3.9, 6.0, 5.65)","(3.4, 4.3, 4.114285714285714)","(7.5, 11.5, 10.775)","(18.0, 40.0, 36.57142857142857)","(5.0, 6.6, 6.184615384615385)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 187.0)","(71.0, 130.0, 114.28571428571428)","(6.0, 8.6, 8.415384615384616)"
11-01-2023 17:46:55.044884,"(3.9, 6.0, 5.65)","(3.4, 4.3, 4.114285714285714)","(7.5, 11.5, 10.775)","(18.0, 40.0, 36.57142857142857)","(5.0, 6.6, 6.184615384615385)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 187.0)","(71.0, 130.0, 114.28571428571428)","(6.0, 8.6, 8.415384615384616)"
11-01-2023 17:46:56.111920,"(3.9, 5.9, 5.65)","(3.4, 4.3, 4.114285714285714)","(7.5, 11.5, 10.775)","(18.0, 40.0, 36.57142857142857)","(5.0, 6.6, 6.184615384615385)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 187.0)","(71.0, 130.0, 114.28571428571428)","(6.0, 8.6, 8.415384615384616)"
11-01-2023 17:46:57.225379,"(3.9, 5.9, 5.65)","(3.4, 4.3, 4.114285714285714)","(7.5, 11.5, 10.775)","(18.0, 40.0, 36.57142857142857)","(5.0, 6.6, 6.184615384615385)","(5.0, 7.0, 6.666666666666666)","(91.0, 210.0, 187.0)","(71.0, 130.0, 114.28571428571428)","(6.0, 8.6, 8.415384615384616)"
11-01-2023 17:46:58.344502,"(3.9, 6.0, 5.775)","(3.4, 4.3, 4.114285714285714)","(7.5, 11.5, 10.775)","(18.0, 40.0, 34.0)","(5.0, 6.6, 6.12)","(5.0, 7.0, 6.666666666666666)","(91.0, 220.0, 178.33333333333331)","(71.0, 130.0, 111.66666666666666)","(6.0, 8.6, 8.415384615384616)"
11-01-2023 17:46:59.739865,"(3.9, 6.0, 5.775)","(3.4, 4.3, 3.8125)","(7.5, 11.5, 10.775)","(18.0, 40.0, 34.0)","(5.0, 6.6, 6.12)","(5.0, 7.0, 6.68)","(91.0, 220.0, 195.0)","(71.0, 130.0, 111.66666666666666)","(6.0, 8.6, 8.28)"
11-01-2023 17:47:01.025395,"(3.9, 6.0, 5.775)","(3.4, 4.3, 3.8125)","(7.5, 11.5, 10.775)","(18.0, 40.0, 34.0)","(5.0, 6.6, 6.12)","(5.0, 7.0, 6.68)","(91.0, 220.0, 187.0)","(71.0, 130.0, 111.66666666666666)","(6.0, 8.6, 8.210526315789474)"
11-01-2023 17:47:02.253244,"(3.9, 6.0, 5.785714285714286)","(3.4, 4.3, 3.8125)","(7.5, 11.5, 9.733333333333333)","(18.0, 40.0, 34.0)","(5.0, 6.6, 6.12)","(5.0, 7.0, 6.68)","(91.0, 210.0, 187.0)","(71.0, 130.0, 111.66666666666666)","(6.0, 8.8, 8.28)"
11-01-2023 17:47:03.656989,"(3.9, 6.0, 5.85)","(3.4, 4.3, 3.7666666666666666)","(7.5, 12.0, 9.733333333333333)","(18.0, 40.0, 34.0)","(5.0, 6.6, 6.12)","(5.0, 7.0, 6.68)","(91.0, 210.0, 165.0)","(71.0, 130.0, 111.66666666666666)","(6.0, 8.6, 8.246153846153847)"
11-01-2023 17:47:05.009193,"(3.9, 6.0, 5.85)","(3.4, 4.2, 4.1000000000000005)","(7.5, 12.0, 9.733333333333333)","(18.0, 40.0, 34.0)","(5.0, 6.6, 6.12)","(5.0, 7.0, 6.68)","(91.0, 200.0, 165.0)","(71.0, 130.0, 111.66666666666666)","(6.0, 8.4, 8.246153846153847)"
11-01-2023 17:47:06.202830,"(3.9, 6.0, 5.76)","(3.4, 4.4, 4.1000000000000005)","(7.5, 12.0, 9.733333333333333)","(18.0, 40.0, 34.0)","(5.0, 6.6, 6.12)","(5.0, 7.0, 6.68)","(91.0, 200.0, 133.33333333333334)","(71.0, 130.0, 111.66666666666666)","(6.0, 8.4, 8.246153846153847)"
11-01-2023 17:47:07.352879,"(3.9, 6.0, 5.85)","(3.4, 4.4, 4.1000000000000005)","(7.5, 12.0, 9.733333333333333)","(18.0, 40.0, 35.2)","(5.0, 6.6, 6.199999999999999)","(5.0, 7.0, 6.68)","(91.0, 200.0, 133.33333333333334)","(71.0, 130.0, 111.66666666666666)","(6.0, 8.4, 8.246153846153847)"
11-01-2023 17:47:08.594954,"(3.9, 6.0, 5.85)","(3.4, 4.4, 4.1000000000000005)","(7.5, 12.0, 9.733333333333333)","(18.0, 40.0, 35.2)","(5.0, 6.6, 6.199999999999999)","(5.0, 7.0, 6.68)","(91.0, 200.0, 133.33333333333334)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.246153846153847)"
11-01-2023 17:47:09.765834,"(3.9, 6.0, 5.85)","(3.4, 4.4, 4.1000000000000005)","(7.5, 12.0, 9.733333333333333)","(18.0, 40.0, 35.2)","(5.0, 6.6, 6.199999999999999)","(5.0, 7.0, 6.68)","(91.0, 200.0, 133.33333333333334)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.246153846153847)"
11-01-2023 17:47:10.887651,"(3.9, 6.0, 5.85)","(3.4, 4.4, 4.1000000000000005)","(7.5, 12.0, 9.733333333333333)","(18.0, 40.0, 35.2)","(5.0, 6.6, 6.199999999999999)","(5.0, 7.0, 6.68)","(91.0, 200.0, 133.33333333333334)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 7.775)"
11-01-2023 17:47:11.984247,"(3.9, 6.0, 5.85)","(3.4, 4.4, 4.1000000000000005)","(7.5, 12.0, 9.733333333333333)","(18.0, 40.0, 35.2)","(5.0, 6.6, 6.199999999999999)","(5.0, 7.0, 6.68)","(91.0, 200.0, 133.33333333333334)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.0)"
11-01-2023 17:47:13.188697,"(3.9, 6.0, 5.85)","(3.4, 4.4, 4.1000000000000005)","(7.5, 12.0, 9.733333333333333)","(18.0, 40.0, 35.2)","(5.0, 6.6, 6.199999999999999)","(5.0, 7.0, 6.68)","(91.0, 200.0, 133.33333333333334)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.0)"
11-01-2023 17:47:14.362569,"(3.9, 6.0, 5.85)","(3.4, 4.4, 4.1000000000000005)","(7.5, 12.0, 9.733333333333333)","(18.0, 40.0, 32.0)","(5.0, 6.6, 6.199999999999999)","(5.0, 7.0, 6.68)","(91.0, 200.0, 133.33333333333334)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.0)"
11-01-2023 17:47:15.487549,"(3.9, 6.0, 5.85)","(3.4, 4.4, 4.1000000000000005)","(7.5, 12.0, 9.733333333333333)","(18.0, 40.0, 32.0)","(5.0, 6.6, 6.199999999999999)","(5.0, 7.0, 6.68)","(91.0, 200.0, 133.33333333333334)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.066666666666666)"
11-01-2023 17:47:16.671033,"(3.9, 6.0, 5.85)","(3.4, 4.4, 4.1000000000000005)","(7.5, 12.0, 9.733333333333333)","(18.0, 40.0, 32.0)","(5.0, 6.6, 6.199999999999999)","(5.0, 7.0, 6.68)","(91.0, 200.0, 133.33333333333334)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.066666666666666)"
11-01-2023 17:47:17.826071,"(3.9, 6.0, 5.85)","(3.4, 4.4, 4.1000000000000005)","(7.5, 12.0, 9.733333333333333)","(18.0, 40.0, 32.0)","(5.0, 6.6, 6.199999999999999)","(5.0, 7.0, 6.68)","(91.0, 200.0, 133.33333333333334)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.066666666666666)"
11-01-2023 17:47:19.070313,"(3.9, 6.0, 5.792307692307692)","(3.4, 4.4, 3.95)","(7.5, 11.5, 10.775)","(18.0, 40.0, 35.2)","(5.0, 6.6, 6.199999999999999)","(5.0, 7.0, 6.68)","(91.0, 200.0, 133.33333333333334)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.066666666666666)"
11-01-2023 17:47:20.292477,"(3.9, 5.9, 5.842857142857143)","(3.4, 4.4, 3.95)","(7.5, 11.5, 10.775)","(18.0, 40.0, 35.2)","(5.0, 6.6, 6.3)","(5.0, 7.0, 6.68)","(91.0, 200.0, 133.33333333333334)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.066666666666666)"
11-01-2023 17:47:21.575416,"(3.9, 5.9, 5.608333333333333)","(3.4, 4.4, 3.95)","(7.5, 11.5, 10.775)","(18.0, 40.0, 35.2)","(5.0, 6.6, 6.25)","(5.0, 7.0, 6.68)","(91.0, 200.0, 133.33333333333334)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.066666666666666)"
11-01-2023 17:47:22.753406,"(3.9, 5.9, 5.6692307692307695)","(3.4, 4.4, 3.95)","(7.5, 11.5, 10.775)","(18.0, 40.0, 35.2)","(5.0, 6.6, 6.276923076923077)","(5.0, 7.0, 6.68)","(91.0, 200.0, 133.33333333333334)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.114285714285714)"
11-01-2023 17:47:23.962873,"(3.9, 6.0, 5.7375)","(3.4, 4.4, 3.95)","(7.5, 11.5, 10.775)","(18.0, 40.0, 35.2)","(5.0, 6.6, 6.276923076923077)","(5.0, 7.0, 6.68)","(91.0, 200.0, 133.33333333333334)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.114285714285714)"
11-01-2023 17:47:25.214515,"(3.9, 5.9, 5.800000000000001)","(3.4, 4.4, 3.95)","(7.5, 11.5, 10.775)","(18.0, 40.0, 35.2)","(5.0, 6.6, 6.276923076923077)","(5.0, 7.0, 6.68)","(91.0, 200.0, 133.33333333333334)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.114285714285714)"
11-01-2023 17:47:26.455206,"(3.9, 5.9, 5.800000000000001)","(3.4, 4.4, 3.95)","(7.5, 11.5, 10.775)","(18.0, 40.0, 35.2)","(5.0, 6.6, 6.444444444444445)","(5.0, 7.0, 6.68)","(91.0, 200.0, 133.33333333333334)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.114285714285714)"
11-01-2023 17:47:27.769477,"(3.9, 5.9, 5.800000000000001)","(3.4, 4.4, 3.95)","(7.5, 11.5, 10.775)","(18.0, 40.0, 35.2)","(5.0, 6.6, 6.444444444444445)","(5.0, 7.0, 6.68)","(91.0, 200.0, 133.33333333333334)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.114285714285714)"
11-01-2023 17:47:29.168200,"(3.9, 5.9, 5.800000000000001)","(3.4, 4.4, 3.95)","(7.5, 11.5, 10.775)","(18.0, 40.0, 35.2)","(5.0, 6.6, 6.444444444444445)","(5.0, 7.0, 6.68)","(91.0, 200.0, 133.33333333333334)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.114285714285714)"
11-01-2023 17:47:30.480835,"(3.9, 5.9, 5.87)","(3.4, 4.4, 3.95)","(7.5, 11.5, 10.775)","(18.0, 40.0, 35.2)","(5.0, 6.6, 6.444444444444445)","(5.0, 7.0, 6.68)","(91.0, 200.0, 133.33333333333334)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.114285714285714)"
11-01-2023 17:47:31.803326,"(3.9, 5.9, 5.866666666666667)","(3.5, 4.4, 3.95)","(7.5, 11.5, 11.15)","(18.0, 40.0, 35.2)","(5.0, 6.6, 6.444444444444445)","(5.0, 7.0, 6.68)","(101.0, 200.0, 133.33333333333334)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.114285714285714)"
11-01-2023 17:47:33.268297,"(3.9, 5.9, 5.866666666666667)","(3.5, 4.4, 4.1000000000000005)","(7.5, 12.0, 11.15)","(18.0, 40.0, 35.2)","(5.0, 6.6, 6.276923076923077)","(5.0, 7.0, 6.68)","(101.0, 200.0, 164.0)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.114285714285714)"
11-01-2023 17:47:34.539241,"(3.9, 5.9, 5.873913043478261)","(3.5, 4.4, 4.1000000000000005)","(7.5, 12.0, 11.15)","(18.0, 40.0, 35.2)","(5.0, 6.6, 6.276923076923077)","(5.0, 7.0, 6.68)","(101.0, 200.0, 164.0)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.114285714285714)"
11-01-2023 17:47:35.855690,"(3.9, 5.9, 5.873913043478261)","(3.5, 4.4, 4.1000000000000005)","(7.5, 12.0, 11.15)","(18.0, 40.0, 32.0)","(5.0, 6.6, 8.899999999999999)","(5.0, 7.0, 6.68)","(101.0, 200.0, 164.0)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.114285714285714)"
11-01-2023 17:47:37.106312,"(3.9, 5.9, 5.873913043478261)","(3.5, 4.4, 4.1000000000000005)","(7.5, 12.0, 11.15)","(18.0, 40.0, 32.0)","(5.0, 9.2, 8.899999999999999)","(5.0, 7.0, 6.68)","(101.0, 200.0, 164.0)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.066666666666666)"
11-01-2023 17:47:38.253592,"(3.9, 5.9, 5.818181818181818)","(3.5, 4.4, 4.1875)","(7.5, 12.0, 11.15)","(18.0, 40.0, 32.0)","(5.0, 8.0, 7.833333333333333)","(5.0, 7.0, 6.68)","(101.0, 200.0, 164.0)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.066666666666666)"
11-01-2023 17:47:39.379816,"(3.9, 5.9, 5.828)","(3.5, 4.4, 4.1875)","(7.5, 12.0, 11.15)","(18.0, 40.0, 32.0)","(5.0, 7.8, 6.946666666666666)","(5.0, 7.0, 6.68)","(101.0, 200.0, 164.0)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.066666666666666)"
11-01-2023 17:47:40.592674,"(3.9, 6.0, 5.916)","(3.5, 4.4, 4.1875)","(7.5, 12.0, 11.15)","(18.0, 40.0, 32.0)","(5.0, 7.8, 6.946666666666666)","(5.0, 7.0, 6.68)","(101.0, 200.0, 164.0)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.066666666666666)"
11-01-2023 17:47:41.700700,"(3.9, 5.9, 5.775)","(3.5, 4.4, 4.1875)","(7.5, 12.0, 11.15)","(18.0, 40.0, 32.0)","(5.0, 7.8, 7.25)","(5.0, 7.0, 6.68)","(101.0, 200.0, 164.0)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.066666666666666)"
11-01-2023 17:47:42.870219,"(3.9, 6.0, 5.82)","(3.5, 4.4, 4.1875)","(7.5, 12.0, 11.15)","(18.0, 40.0, 32.0)","(5.0, 7.4, 7.25)","(5.0, 7.0, 6.68)","(101.0, 200.0, 164.0)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.066666666666666)"
11-01-2023 17:47:44.113211,"(3.9, 6.0, 5.82)","(3.5, 4.4, 4.1875)","(7.5, 12.0, 11.15)","(18.0, 40.0, 32.0)","(5.0, 7.4, 7.25)","(5.0, 7.0, 6.68)","(101.0, 200.0, 164.0)","(71.0, 130.0, 93.33333333333333)","(6.0, 8.4, 8.066666666666666)"
