,Elusive Eagle,Swan Island,Arthur In Charge,Turboart,Wait A Minute,Dont Diss Around,The Power Of One,Expensive To Keep,Secret Cash,Got The Lot
05-01-2023 16:40:36.844341,"(10.0, 13.0, 11.921875)","(21.0, 28.0, 26.266666666666666)","(8.0, 13.0, 12.1)","(2.9, 3.5, 3.419230769230769)","(51.0, 200.0, 184.28571428571428)","(4.6, 6.4, 5.947058823529412)","(17.0, 36.0, 30.6)","(11.0, 23.0, 22.5)","(3.8, 4.3, 4.102564102564102)","(31.0, 120.0, 85.0)"
05-01-2023 16:40:38.278169,"(10.0, 13.0, 11.921875)","(21.0, 28.0, 26.266666666666666)","(8.0, 13.0, 12.142857142857142)","(2.9, 3.5, 3.419230769230769)","(51.0, 200.0, 184.28571428571428)","(4.6, 6.4, 5.947058823529412)","(17.0, 36.0, 30.6)","(11.0, 23.0, 22.5)","(3.8, 4.3, 4.102564102564102)","(31.0, 110.0, 85.0)"
05-01-2023 16:40:39.656126,"(10.0, 13.0, 11.921875)","(21.0, 28.0, 26.266666666666666)","(8.0, 13.0, 12.142857142857142)","(2.9, 3.5, 3.419230769230769)","(51.0, 200.0, 186.25)","(4.6, 6.4, 5.947058823529412)","(17.0, 36.0, 30.6)","(11.0, 23.0, 22.5)","(3.8, 4.3, 4.102564102564102)","(31.0, 110.0, 85.0)"
05-01-2023 16:40:40.975793,"(10.0, 13.0, 11.921875)","(21.0, 28.0, 26.266666666666666)","(8.0, 13.0, 12.318181818181818)","(2.9, 3.5, 3.419230769230769)","(51.0, 200.0, 186.25)","(4.6, 6.4, 5.947058823529412)","(17.0, 36.0, 32.57142857142857)","(11.0, 23.0, 22.5)","(3.8, 4.3, 4.102564102564102)","(31.0, 110.0, 85.0)"
05-01-2023 16:40:42.351414,"(10.0, 13.0, 11.921875)","(21.0, 28.0, 26.266666666666666)","(8.0, 13.0, 12.318181818181818)","(2.9, 3.5, 3.419230769230769)","(51.0, 200.0, 181.66666666666666)","(4.6, 6.4, 5.947058823529412)","(17.0, 36.0, 32.57142857142857)","(11.0, 23.0, 22.5)","(3.8, 4.3, 4.102564102564102)","(31.0, 110.0, 85.0)"
05-01-2023 16:40:43.640338,"(10.0, 13.0, 11.921875)","(21.0, 28.0, 26.266666666666666)","(8.0, 13.0, 12.318181818181818)","(2.9, 3.5, 3.419230769230769)","(51.0, 200.0, 181.66666666666666)","(4.6, 6.4, 5.947058823529412)","(17.0, 36.0, 32.57142857142857)","(11.0, 23.0, 22.2)","(3.8, 4.3, 4.102564102564102)","(31.0, 110.0, 64.16666666666667)"
05-01-2023 16:40:44.943768,"(10.0, 13.0, 11.921875)","(21.0, 28.0, 26.266666666666666)","(8.0, 13.0, 12.318181818181818)","(2.9, 3.5, 3.419230769230769)","(51.0, 200.0, 181.66666666666666)","(4.6, 6.4, 5.947058823529412)","(17.0, 36.0, 33.81818181818182)","(11.0, 23.0, 22.428571428571427)","(3.8, 4.3, 4.102564102564102)","(31.0, 110.0, 64.16666666666667)"
05-01-2023 16:40:46.237282,"(10.0, 13.0, 11.921875)","(21.0, 28.0, 26.266666666666666)","(8.0, 13.0, 12.375)","(2.9, 3.5, 3.419230769230769)","(51.0, 200.0, 181.66666666666666)","(4.6, 6.4, 5.947058823529412)","(17.0, 36.0, 32.0)","(11.0, 23.0, 22.428571428571427)","(3.8, 4.3, 4.102564102564102)","(31.0, 110.0, 64.16666666666667)"
05-01-2023 16:40:47.548024,"(10.0, 13.0, 11.921875)","(21.0, 27.0, 26.5)","(8.0, 13.0, 12.5)","(2.9, 3.5, 3.419230769230769)","(51.0, 200.0, 181.66666666666666)","(4.6, 6.4, 6.033333333333333)","(17.0, 36.0, 31.285714285714285)","(11.0, 23.0, 22.428571428571427)","(3.8, 4.3, 4.102564102564102)","(31.0, 110.0, 64.16666666666667)"
05-01-2023 16:40:48.923326,"(10.0, 13.0, 11.921875)","(21.0, 28.0, 26.235294117647058)","(8.0, 13.0, 12.5)","(2.9, 3.5, 3.419230769230769)","(51.0, 200.0, 181.66666666666666)","(4.6, 6.4, 6.033333333333333)","(17.0, 36.0, 28.0)","(11.0, 23.0, 22.428571428571427)","(3.8, 4.3, 4.102564102564102)","(31.0, 110.0, 64.16666666666667)"
05-01-2023 16:40:50.329725,"(10.0, 13.0, 11.921875)","(21.0, 28.0, 26.235294117647058)","(8.0, 13.0, 12.5)","(2.9, 3.5, 3.419230769230769)","(51.0, 200.0, 181.66666666666666)","(4.6, 6.4, 6.033333333333333)","(17.0, 36.0, 31.555555555555557)","(11.0, 23.0, 22.428571428571427)","(3.8, 4.3, 4.102564102564102)","(31.0, 110.0, 64.16666666666667)"
05-01-2023 16:40:51.684680,"(10.0, 13.0, 11.921875)","(21.0, 28.0, 26.235294117647058)","(8.0, 13.0, 12.5)","(2.9, 3.5, 3.419230769230769)","(51.0, 200.0, 181.66666666666666)","(4.6, 6.4, 6.033333333333333)","(17.0, 36.0, 29.88888888888889)","(11.0, 23.0, 22.428571428571427)","(3.8, 4.3, 4.102564102564102)","(31.0, 110.0, 64.16666666666667)"
05-01-2023 16:40:53.206880,"(10.0, 13.0, 12.646153846153846)","(21.0, 28.0, 26.235294117647058)","(8.0, 13.0, 12.5)","(2.9, 3.5, 3.4384615384615382)","(51.0, 200.0, 181.66666666666666)","(4.6, 6.4, 6.033333333333333)","(17.0, 36.0, 32.2)","(11.0, 23.0, 22.428571428571427)","(3.8, 4.3, 4.102564102564102)","(31.0, 110.0, 64.16666666666667)"
05-01-2023 16:40:54.688252,"(10.0, 13.0, 12.634920634920634)","(21.0, 28.0, 26.235294117647058)","(8.0, 13.0, 12.5)","(2.9, 3.5, 3.4384615384615382)","(51.0, 200.0, 181.66666666666666)","(4.6, 6.4, 6.033333333333333)","(17.0, 34.0, 32.2)","(11.0, 23.0, 22.428571428571427)","(3.8, 4.3, 4.102564102564102)","(31.0, 110.0, 64.16666666666667)"
05-01-2023 16:40:56.330115,"(10.0, 13.0, 12.634920634920634)","(21.0, 28.0, 26.235294117647058)","(8.0, 13.0, 12.5)","(2.9, 3.5, 3.4384615384615382)","(51.0, 200.0, 181.66666666666666)","(4.6, 6.4, 6.033333333333333)","(17.0, 34.0, 32.2)","(11.0, 23.0, 22.428571428571427)","(3.8, 4.3, 4.102564102564102)","(31.0, 110.0, 64.16666666666667)"
05-01-2023 16:40:57.785905,"(10.0, 13.0, 12.656716417910447)","(21.0, 28.0, 26.235294117647058)","(8.0, 13.0, 12.5)","(2.9, 3.5, 3.4384615384615382)","(51.0, 200.0, 181.66666666666666)","(4.6, 6.4, 6.033333333333333)","(17.0, 34.0, 32.2)","(11.0, 23.0, 22.428571428571427)","(3.8, 4.3, 4.102564102564102)","(31.0, 110.0, 64.16666666666667)"
05-01-2023 16:40:59.321643,"(10.0, 13.0, 12.656716417910447)","(21.0, 28.0, 26.235294117647058)","(8.0, 13.0, 12.5)","(2.9, 3.55, 3.4111940298507464)","(51.0, 200.0, 181.66666666666666)","(4.6, 6.4, 6.033333333333333)","(17.0, 34.0, 32.666666666666664)","(11.0, 23.0, 22.428571428571427)","(3.8, 4.3, 4.102564102564102)","(31.0, 110.0, 64.16666666666667)"
05-01-2023 16:41:00.693517,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.5)","(8.0, 13.0, 12.5)","(2.9, 3.55, 3.4123287671232876)","(51.0, 200.0, 181.66666666666666)","(4.6, 6.4, 6.033333333333333)","(17.0, 34.0, 32.666666666666664)","(11.0, 23.0, 22.428571428571427)","(3.8, 4.3, 4.102564102564102)","(31.0, 110.0, 64.16666666666667)"
05-01-2023 16:41:02.061206,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.5)","(8.0, 13.0, 12.052631578947368)","(2.9, 3.55, 3.4022058823529413)","(51.0, 200.0, 145.0)","(4.6, 6.4, 6.033333333333333)","(17.0, 34.0, 32.666666666666664)","(11.0, 23.0, 22.428571428571427)","(3.8, 4.3, 4.125)","(31.0, 110.0, 85.0)"
05-01-2023 16:41:03.399553,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.5)","(8.0, 13.0, 12.052631578947368)","(2.9, 3.55, 3.4130434782608696)","(51.0, 200.0, 145.0)","(4.6, 6.4, 6.033333333333333)","(17.0, 34.0, 29.636363636363637)","(11.0, 23.0, 22.428571428571427)","(3.8, 4.2, 4.125)","(31.0, 110.0, 85.0)"
05-01-2023 16:41:04.700605,"(10.0, 13.0, 12.61111111111111)","(21.0, 27.0, 26.5)","(8.0, 13.0, 12.052631578947368)","(2.9, 3.55, 3.4130434782608696)","(51.0, 200.0, 145.0)","(4.6, 6.4, 6.033333333333333)","(17.0, 34.0, 28.857142857142858)","(11.0, 23.0, 22.428571428571427)","(3.8, 4.2, 4.125)","(31.0, 110.0, 85.0)"
05-01-2023 16:41:06.060907,"(10.0, 13.0, 12.61111111111111)","(21.0, 27.0, 26.5)","(8.0, 13.0, 12.052631578947368)","(2.9, 3.55, 3.4214285714285713)","(51.0, 200.0, 145.0)","(4.6, 6.4, 6.033333333333333)","(17.0, 34.0, 28.857142857142858)","(11.0, 23.0, 22.428571428571427)","(3.8, 4.2, 4.125)","(31.0, 110.0, 85.0)"
05-01-2023 16:41:07.457507,"(10.0, 13.0, 12.61111111111111)","(21.0, 27.0, 26.75)","(8.0, 13.0, 12.052631578947368)","(2.9, 3.5, 3.4214285714285713)","(51.0, 200.0, 178.0)","(4.6, 6.4, 5.96)","(17.0, 34.0, 28.857142857142858)","(11.0, 23.0, 22.428571428571427)","(3.8, 4.2, 4.119354838709677)","(31.0, 110.0, 78.75)"
05-01-2023 16:41:08.880246,"(10.0, 13.0, 12.61111111111111)","(21.0, 27.0, 26.75)","(8.0, 13.0, 12.052631578947368)","(2.9, 3.5, 3.4214285714285713)","(51.0, 200.0, 178.0)","(4.6, 6.4, 5.96)","(17.0, 34.0, 30.444444444444443)","(11.0, 23.0, 22.428571428571427)","(3.8, 4.2, 4.119354838709677)","(31.0, 110.0, 78.75)"
05-01-2023 16:41:10.292886,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 13.0, 12.052631578947368)","(2.9, 3.5, 3.4214285714285713)","(51.0, 200.0, 178.0)","(4.6, 6.4, 5.96)","(17.0, 34.0, 30.444444444444443)","(11.0, 23.0, 22.428571428571427)","(3.8, 4.2, 4.119354838709677)","(31.0, 110.0, 86.66666666666667)"
05-01-2023 16:41:11.720238,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 13.0, 12.052631578947368)","(2.9, 3.5, 3.4214285714285713)","(51.0, 200.0, 178.0)","(4.6, 6.4, 5.96)","(17.0, 34.0, 30.444444444444443)","(11.0, 23.0, 22.428571428571427)","(3.8, 4.2, 4.119354838709677)","(31.0, 100.0, 86.66666666666667)"
05-01-2023 16:41:13.124000,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 13.0, 12.052631578947368)","(2.9, 3.5, 3.4214285714285713)","(51.0, 200.0, 178.0)","(4.6, 6.4, 5.96)","(17.0, 34.0, 30.444444444444443)","(11.0, 23.0, 22.428571428571427)","(3.8, 4.2, 4.119354838709677)","(31.0, 100.0, 86.66666666666667)"
05-01-2023 16:41:14.474894,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 13.0, 12.052631578947368)","(2.9, 3.5, 3.38695652173913)","(51.0, 200.0, 178.0)","(4.6, 6.4, 5.766666666666667)","(17.0, 34.0, 30.444444444444443)","(11.0, 23.0, 21.0)","(3.8, 4.2, 4.033333333333333)","(31.0, 100.0, 86.66666666666667)"
05-01-2023 16:41:15.864746,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 13.0, 12.052631578947368)","(2.9, 3.4, 3.4272727272727272)","(51.0, 200.0, 178.0)","(4.6, 5.8, 5.945454545454545)","(17.0, 34.0, 30.444444444444443)","(11.0, 23.0, 20.846153846153847)","(3.8, 4.2, 4.019444444444445)","(31.0, 100.0, 86.66666666666667)"
05-01-2023 16:41:17.227988,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 13.0, 12.052631578947368)","(2.9, 3.5, 3.4272727272727272)","(51.0, 200.0, 178.0)","(4.6, 6.2, 5.906666666666666)","(17.0, 34.0, 30.444444444444443)","(11.0, 23.0, 20.846153846153847)","(3.8, 4.2, 4.019444444444445)","(31.0, 100.0, 86.66666666666667)"
05-01-2023 16:41:18.580100,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 13.0, 12.052631578947368)","(2.9, 3.5, 3.4272727272727272)","(51.0, 200.0, 178.0)","(4.6, 6.2, 5.885714285714285)","(17.0, 34.0, 30.444444444444443)","(11.0, 23.0, 20.846153846153847)","(3.8, 4.2, 4.019444444444445)","(31.0, 100.0, 86.66666666666667)"
05-01-2023 16:41:19.934260,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 13.0, 12.052631578947368)","(2.9, 3.5, 3.4272727272727272)","(51.0, 200.0, 178.0)","(4.6, 6.2, 5.885714285714285)","(17.0, 34.0, 30.444444444444443)","(11.0, 23.0, 20.846153846153847)","(3.8, 4.2, 4.019444444444445)","(31.0, 100.0, 86.66666666666667)"
05-01-2023 16:41:21.218301,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 13.0, 12.071428571428571)","(2.9, 3.5, 3.67)","(51.0, 200.0, 145.0)","(4.6, 6.2, 5.885714285714285)","(17.0, 34.0, 30.444444444444443)","(11.0, 23.0, 20.846153846153847)","(3.8, 4.2, 3.967857142857143)","(31.0, 100.0, 87.14285714285714)"
05-01-2023 16:41:22.531793,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 12.5, 11.833333333333334)","(2.9, 3.75, 3.675)","(51.0, 200.0, 145.0)","(4.6, 6.2, 5.885714285714285)","(17.0, 34.0, 30.444444444444443)","(11.0, 23.0, 20.846153846153847)","(3.8, 4.2, 3.967857142857143)","(31.0, 100.0, 87.14285714285714)"
05-01-2023 16:41:23.943974,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.5)","(8.0, 12.5, 11.833333333333334)","(2.9, 3.8, 3.675)","(51.0, 200.0, 145.0)","(4.6, 6.2, 5.885714285714285)","(17.0, 34.0, 30.444444444444443)","(11.0, 23.0, 20.846153846153847)","(3.8, 4.2, 3.967857142857143)","(31.0, 100.0, 87.14285714285714)"
05-01-2023 16:41:25.380812,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.5)","(8.0, 12.5, 11.833333333333334)","(2.9, 3.75, 3.723076923076923)","(51.0, 200.0, 145.0)","(4.6, 6.2, 5.885714285714285)","(17.0, 34.0, 29.5)","(11.0, 23.0, 20.846153846153847)","(3.8, 4.2, 3.967857142857143)","(31.0, 100.0, 81.875)"
05-01-2023 16:41:26.786648,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.5)","(8.0, 12.5, 11.26923076923077)","(2.9, 3.75, 3.723076923076923)","(51.0, 200.0, 145.0)","(4.6, 6.2, 5.885714285714285)","(17.0, 34.0, 29.5)","(11.0, 23.0, 20.846153846153847)","(3.8, 4.2, 3.967857142857143)","(31.0, 95.0, 81.875)"
05-01-2023 16:41:28.194026,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.5)","(8.0, 12.5, 11.26923076923077)","(2.9, 3.75, 3.5924528301886793)","(51.0, 200.0, 145.0)","(4.6, 6.2, 5.885714285714285)","(17.0, 34.0, 29.5)","(11.0, 23.0, 20.846153846153847)","(3.8, 4.2, 3.967857142857143)","(31.0, 95.0, 81.875)"
05-01-2023 16:41:29.577122,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 12.5, 11.26923076923077)","(2.9, 3.6, 3.5924528301886793)","(51.0, 200.0, 145.0)","(4.6, 6.2, 5.885714285714285)","(17.0, 34.0, 29.5)","(11.0, 23.0, 20.846153846153847)","(3.8, 4.2, 3.967857142857143)","(31.0, 95.0, 81.875)"
05-01-2023 16:41:30.913953,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.818181818181817)","(8.0, 12.5, 11.5)","(2.9, 3.6, 3.59344262295082)","(51.0, 200.0, 145.0)","(4.6, 6.2, 5.885714285714285)","(17.0, 34.0, 29.5)","(11.0, 23.0, 20.846153846153847)","(3.8, 4.2, 3.967857142857143)","(31.0, 95.0, 81.875)"
05-01-2023 16:41:32.186318,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.818181818181817)","(8.0, 12.5, 11.5)","(2.9, 3.6, 3.59344262295082)","(51.0, 200.0, 147.5)","(4.6, 6.2, 5.885714285714285)","(17.0, 34.0, 27.2)","(11.0, 23.0, 20.384615384615383)","(3.8, 4.2, 3.967857142857143)","(31.0, 95.0, 72.5)"
05-01-2023 16:41:33.456353,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.818181818181817)","(8.0, 12.5, 11.5)","(2.9, 3.6, 3.59344262295082)","(51.0, 200.0, 147.5)","(4.6, 6.2, 5.885714285714285)","(17.0, 32.0, 27.2)","(11.0, 22.0, 20.384615384615383)","(3.8, 4.2, 3.967857142857143)","(31.0, 95.0, 69.16666666666667)"
05-01-2023 16:41:34.781308,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.818181818181817)","(8.0, 12.5, 11.5)","(2.9, 3.6, 3.718421052631579)","(51.0, 200.0, 147.5)","(4.6, 6.2, 5.885714285714285)","(17.0, 32.0, 27.2)","(11.0, 22.0, 20.384615384615383)","(3.8, 4.2, 3.967857142857143)","(31.0, 90.0, 69.16666666666667)"
05-01-2023 16:41:36.111671,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 12.5, 11.26923076923077)","(2.9, 3.75, 3.718421052631579)","(51.0, 200.0, 147.5)","(4.6, 6.2, 5.885714285714285)","(17.0, 32.0, 27.2)","(11.0, 22.0, 20.384615384615383)","(3.8, 4.2, 3.967857142857143)","(31.0, 90.0, 69.16666666666667)"
05-01-2023 16:41:37.438007,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 12.5, 11.26923076923077)","(2.9, 3.75, 3.718421052631579)","(51.0, 200.0, 147.5)","(4.6, 6.2, 5.885714285714285)","(17.0, 32.0, 27.2)","(11.0, 22.0, 20.384615384615383)","(3.8, 4.2, 3.967857142857143)","(31.0, 90.0, 69.16666666666667)"
05-01-2023 16:41:38.824193,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 12.5, 11.26923076923077)","(2.9, 3.75, 3.7466666666666666)","(51.0, 200.0, 147.5)","(4.6, 6.2, 5.885714285714285)","(17.0, 32.0, 27.2)","(11.0, 22.0, 20.384615384615383)","(3.8, 4.2, 3.967857142857143)","(31.0, 90.0, 69.16666666666667)"
05-01-2023 16:41:40.175289,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 12.5, 11.26923076923077)","(2.9, 3.8, 3.7466666666666666)","(51.0, 200.0, 147.5)","(4.6, 6.2, 5.885714285714285)","(17.0, 32.0, 27.2)","(11.0, 22.0, 20.384615384615383)","(3.8, 4.2, 3.967857142857143)","(31.0, 90.0, 69.16666666666667)"
05-01-2023 16:41:41.564854,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 12.5, 11.26923076923077)","(2.9, 3.8, 3.7294117647058824)","(51.0, 200.0, 147.5)","(4.6, 6.2, 5.885714285714285)","(17.0, 32.0, 27.2)","(11.0, 22.0, 20.384615384615383)","(3.8, 4.2, 3.967857142857143)","(31.0, 95.0, 69.28571428571429)"
05-01-2023 16:41:42.966775,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 12.5, 11.26923076923077)","(2.9, 3.8, 3.7294117647058824)","(51.0, 200.0, 147.5)","(4.6, 6.2, 5.745454545454545)","(17.0, 32.0, 27.2)","(11.0, 22.0, 20.384615384615383)","(3.8, 4.2, 3.967857142857143)","(31.0, 95.0, 69.28571428571429)"
05-01-2023 16:41:44.272713,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 12.5, 11.26923076923077)","(2.9, 3.8, 3.741463414634146)","(51.0, 200.0, 147.5)","(4.6, 5.8, 5.833333333333334)","(17.0, 32.0, 27.2)","(11.0, 22.0, 20.384615384615383)","(3.8, 4.2, 3.958823529411765)","(31.0, 95.0, 69.28571428571429)"
05-01-2023 16:41:45.607259,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 12.5, 11.26923076923077)","(2.9, 3.8, 3.741463414634146)","(51.0, 200.0, 147.5)","(4.6, 6.2, 5.833333333333334)","(17.0, 32.0, 27.2)","(11.0, 22.0, 20.384615384615383)","(3.8, 4.1, 3.958823529411765)","(31.0, 95.0, 69.28571428571429)"
05-01-2023 16:41:46.988157,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 12.5, 11.055555555555555)","(2.9, 3.8, 3.7555555555555555)","(51.0, 200.0, 150.0)","(4.6, 6.2, 5.833333333333334)","(17.0, 32.0, 27.2)","(11.0, 22.0, 20.384615384615383)","(3.8, 4.1, 3.9575)","(31.0, 95.0, 69.28571428571429)"
05-01-2023 16:41:48.324211,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 12.5, 11.055555555555555)","(2.9, 3.8, 3.7666666666666666)","(51.0, 200.0, 150.0)","(4.6, 6.2, 5.833333333333334)","(17.0, 32.0, 27.2)","(11.0, 22.0, 20.384615384615383)","(3.8, 4.1, 3.9575)","(31.0, 95.0, 69.28571428571429)"
05-01-2023 16:41:49.695060,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 12.5, 11.055555555555555)","(2.9, 3.8, 3.7666666666666666)","(51.0, 200.0, 150.0)","(4.6, 6.2, 5.833333333333334)","(17.0, 32.0, 27.2)","(11.0, 22.0, 20.384615384615383)","(3.8, 4.1, 3.9575)","(31.0, 95.0, 69.28571428571429)"
05-01-2023 16:41:50.999183,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 12.5, 11.055555555555555)","(2.9, 3.8, 3.7666666666666666)","(51.0, 200.0, 150.0)","(4.6, 6.2, 5.908333333333333)","(17.0, 32.0, 27.2)","(11.0, 22.0, 20.384615384615383)","(3.8, 4.1, 3.958823529411765)","(31.0, 95.0, 69.28571428571429)"
05-01-2023 16:41:52.299204,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.818181818181817)","(8.0, 12.5, 11.055555555555555)","(2.9, 3.8, 3.7666666666666666)","(51.0, 200.0, 150.0)","(4.6, 6.2, 5.85625)","(17.0, 32.0, 27.2)","(11.0, 22.0, 20.384615384615383)","(3.8, 4.1, 3.9575)","(31.0, 95.0, 69.28571428571429)"
05-01-2023 16:41:53.680039,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 12.5, 11.055555555555555)","(2.9, 3.8, 3.7666666666666666)","(51.0, 200.0, 150.0)","(4.6, 6.2, 5.85625)","(17.0, 32.0, 27.2)","(11.0, 22.0, 20.384615384615383)","(3.8, 4.1, 3.9575)","(31.0, 95.0, 69.28571428571429)"
05-01-2023 16:41:55.019160,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 12.5, 11.055555555555555)","(2.9, 3.8, 3.7666666666666666)","(51.0, 200.0, 150.0)","(4.6, 6.2, 5.85625)","(17.0, 32.0, 27.2)","(11.0, 22.0, 20.384615384615383)","(3.8, 4.1, 3.9575)","(31.0, 95.0, 69.28571428571429)"
05-01-2023 16:41:56.467433,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 12.5, 11.369565217391305)","(2.9, 3.8, 3.7666666666666666)","(51.0, 200.0, 150.0)","(4.6, 6.2, 5.85625)","(17.0, 32.0, 27.2)","(11.0, 22.0, 20.384615384615383)","(3.8, 4.1, 3.9575)","(31.0, 95.0, 69.28571428571429)"
05-01-2023 16:41:57.861454,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 12.5, 11.369565217391305)","(2.9, 3.8, 3.7666666666666666)","(51.0, 200.0, 150.0)","(4.6, 6.2, 6.044444444444444)","(17.0, 32.0, 27.2)","(11.0, 22.0, 20.384615384615383)","(3.8, 4.1, 3.958823529411765)","(31.0, 95.0, 69.28571428571429)"
05-01-2023 16:41:59.216710,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 12.5, 11.369565217391305)","(2.9, 3.8, 3.7555555555555555)","(51.0, 200.0, 150.0)","(4.6, 6.2, 5.987096774193549)","(17.0, 32.0, 27.2)","(11.0, 22.0, 20.384615384615383)","(3.8, 4.1, 3.975)","(31.0, 95.0, 69.28571428571429)"
05-01-2023 16:42:00.553887,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 12.5, 11.369565217391305)","(2.9, 3.8, 3.7666666666666666)","(51.0, 200.0, 150.0)","(4.6, 6.2, 5.987096774193549)","(17.0, 32.0, 27.2)","(11.0, 22.0, 20.384615384615383)","(3.8, 4.2, 3.975)","(31.0, 95.0, 69.28571428571429)"
05-01-2023 16:42:01.905225,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 12.5, 11.369565217391305)","(2.9, 3.8, 3.7666666666666666)","(51.0, 200.0, 150.0)","(4.6, 6.2, 5.987096774193549)","(17.0, 32.0, 27.2)","(11.0, 22.0, 19.666666666666668)","(3.8, 4.2, 3.982608695652174)","(31.0, 95.0, 69.28571428571429)"
05-01-2023 16:42:03.285843,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 12.5, 11.055555555555555)","(2.9, 3.8, 3.7666666666666666)","(51.0, 200.0, 150.0)","(4.6, 6.2, 5.987096774193549)","(17.0, 32.0, 27.2)","(11.0, 22.0, 19.666666666666668)","(3.8, 4.2, 4.025)","(31.0, 95.0, 69.28571428571429)"
05-01-2023 16:42:04.668990,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 12.5, 11.055555555555555)","(2.9, 3.8, 3.7666666666666666)","(51.0, 200.0, 150.0)","(4.6, 6.2, 5.973529411764706)","(17.0, 32.0, 27.2)","(11.0, 22.0, 19.666666666666668)","(3.8, 4.2, 4.025)","(31.0, 95.0, 69.28571428571429)"
05-01-2023 16:42:06.116743,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 12.5, 11.055555555555555)","(2.9, 3.8, 3.7666666666666666)","(51.0, 200.0, 150.0)","(4.6, 6.2, 5.997368421052632)","(17.0, 32.0, 27.2)","(11.0, 22.0, 19.666666666666668)","(3.8, 4.2, 4.170833333333333)","(31.0, 95.0, 69.28571428571429)"
05-01-2023 16:42:07.431195,"(10.0, 13.0, 12.656716417910447)","(21.0, 27.0, 26.75)","(8.0, 12.5, 11.055555555555555)","(2.9, 3.8, 3.7666666666666666)","(51.0, 200.0, 150.0)","(4.6, 6.2, 5.997368421052632)","(17.0, 32.0, 27.2)","(11.0, 22.0, 19.666666666666668)","(3.8, 4.2, 4.1722222222222225)","(31.0, 95.0, 69.28571428571429)"
