,Shes The Grouse,Learned Lesson,Spotted Bull,Pennys Jade,Caesars Palace
04-01-2023 11:42:56.891716,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.234782608695652)","(3.2, 4.5, 3.962962962962963)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.6, 4.625)"
04-01-2023 11:42:57.743661,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.234782608695652)","(3.2, 4.5, 3.962962962962963)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.6, 4.625)"
04-01-2023 11:42:58.711283,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.234782608695652)","(3.2, 4.5, 3.962962962962963)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.6, 4.625)"
04-01-2023 11:42:59.620188,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.234782608695652)","(3.2, 4.5, 3.962962962962963)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.6, 4.625)"
04-01-2023 11:43:00.458870,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.83030303030303)","(3.2, 4.5, 3.962962962962963)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.6, 4.625)"
04-01-2023 11:43:01.325487,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.83030303030303)","(3.2, 4.5, 3.962962962962963)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.6, 4.625)"
04-01-2023 11:43:02.287623,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.83030303030303)","(3.2, 4.5, 3.962962962962963)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.6, 4.625)"
04-01-2023 11:43:03.197407,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.83030303030303)","(3.2, 4.5, 3.962962962962963)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.6, 4.625)"
04-01-2023 11:43:04.037880,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.83030303030303)","(3.2, 4.5, 3.962962962962963)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.6, 4.625)"
04-01-2023 11:43:04.934108,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.83030303030303)","(3.2, 4.5, 3.962962962962963)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.6, 4.625)"
04-01-2023 11:43:05.881164,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 6.14)","(3.2, 4.5, 3.962962962962963)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.6, 4.625)"
04-01-2023 11:43:06.771096,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 6.14)","(3.2, 4.5, 3.962962962962963)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.6, 4.9)"
04-01-2023 11:43:07.609864,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.466666666666667)","(3.2, 4.5, 3.962962962962963)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.6, 4.9)"
04-01-2023 11:43:08.499884,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.466666666666667)","(3.2, 4.5, 3.962962962962963)","(6.0, 12.0, 10.309090909090909)","(3.8, 5.6, 4.9)"
04-01-2023 11:43:09.514049,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.466666666666667)","(3.2, 4.5, 3.4230769230769234)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 4.9)"
04-01-2023 11:43:10.428276,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.466666666666667)","(3.2, 4.5, 3.4230769230769234)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 4.9)"
04-01-2023 11:43:11.266592,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.466666666666667)","(3.2, 4.5, 3.4230769230769234)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 4.9)"
04-01-2023 11:43:12.209322,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.466666666666667)","(3.2, 4.5, 3.4230769230769234)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 4.9)"
04-01-2023 11:43:13.078443,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.466666666666667)","(3.2, 4.5, 3.4230769230769234)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 4.9)"
04-01-2023 11:43:13.973004,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.466666666666667)","(3.2, 4.5, 3.4230769230769234)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 4.9)"
04-01-2023 11:43:14.886914,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.466666666666667)","(3.2, 4.5, 3.4230769230769234)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:15.822148,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.466666666666667)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:16.664351,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.466666666666667)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:17.526885,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.466666666666667)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:18.419772,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.466666666666667)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:19.361073,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.466666666666667)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:20.226132,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.466666666666667)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:21.105413,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.466666666666667)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:22.173478,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.466666666666667)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:23.389901,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.466666666666667)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:24.444307,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.466666666666667)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:25.491482,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.466666666666667)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:26.461058,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.466666666666667)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:27.306396,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.466666666666667)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:28.259862,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.8)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:29.227652,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.8)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:30.186037,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.8)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:31.080947,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.8)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:31.907854,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.8)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:32.851172,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.8)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:33.806707,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.8)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:34.698008,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.8)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:35.573523,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.8)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:36.540229,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.8)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:37.559086,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.8)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:38.477533,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.8)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:39.508091,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.8)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:40.510735,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.8)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:41.613622,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.8)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:42.502689,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.8)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:43.597666,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.8)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:44.535244,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.8)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:45.399530,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.8)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:46.339956,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.8)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:47.297251,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.8)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:48.255603,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.8)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:49.100149,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.8)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:50.047721,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.8)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:50.968708,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.8)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:51.828226,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.8)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:52.741715,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.8)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:53.571680,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 6.08421052631579)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:54.457553,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 6.08421052631579)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:55.367316,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 6.08421052631579)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:56.324388,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 6.08421052631579)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:57.274560,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 6.08421052631579)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:58.181141,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 6.08421052631579)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:58.991802,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 6.08421052631579)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:43:59.898812,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 6.08421052631579)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:00.800329,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 6.08421052631579)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:01.699527,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 6.08421052631579)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:02.604053,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 6.08421052631579)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:03.484240,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 6.08421052631579)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:04.329168,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 6.08421052631579)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:05.217969,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 6.08421052631579)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:06.176088,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 6.08421052631579)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:07.040614,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 6.08421052631579)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:07.839418,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 6.08421052631579)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:08.696070,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 6.08421052631579)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:09.579856,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 6.08421052631579)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:10.382987,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 6.08421052631579)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:11.197343,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 6.08421052631579)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:12.057045,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 6.08421052631579)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:12.934029,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 6.08421052631579)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:13.756211,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 6.08421052631579)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:14.580690,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 6.08421052631579)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.425000000000001)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:15.408457,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.652631578947368)","(3.2, 4.4, 3.4000000000000004)","(6.0, 12.0, 7.090909090909091)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:16.347122,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.652631578947368)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:17.295859,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.652631578947368)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:18.202592,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.652631578947368)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:19.112107,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.652631578947368)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:20.067272,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.652631578947368)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:20.863498,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.652631578947368)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:21.698275,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.652631578947368)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:22.622439,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.652631578947368)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:23.426957,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.652631578947368)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:24.287207,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.652631578947368)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:25.126834,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.652631578947368)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:25.952944,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.234782608695652)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:26.776922,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.821052631578947)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:27.594475,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.821052631578947)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:28.441607,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.821052631578947)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:29.250964,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.821052631578947)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:30.099413,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.821052631578947)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:30.940910,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 5.384615384615384)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:31.740966,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.652631578947368)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:32.552780,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.652631578947368)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:33.423870,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.652631578947368)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:34.265192,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.652631578947368)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:35.103785,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.652631578947368)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:35.919468,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.652631578947368)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:36.779362,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.652631578947368)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:37.674476,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.821052631578947)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:38.567597,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.821052631578947)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:39.396337,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.821052631578947)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:40.190557,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.821052631578947)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:41.029491,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.821052631578947)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:41.887800,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.821052631578947)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
04-01-2023 11:44:42.730768,"(4.0, 5.9, 4.800000000000001)","(4.0, 7.6, 4.652631578947368)","(3.2, 4.4, 3.4000000000000004)","(6.0, 11.5, 9.666666666666666)","(3.8, 5.6, 5.021739130434782)"
