,Call Me Thor,Pretty Reef,Wild Assassin,Will She Stay,Kelseys Girl,Interfere,Alvin Delight
15-12-2022 11:32:00.288772,"(2.2, 2.28, 2.225945945945946)","(4.0, 5.4, 4.757142857142857)","(4.2, 6.8, 6.05)","(7.0, 12.0, 10.751999999999999)","(12.0, 24.0, 20.842105263157894)","(11.0, 16.0, 14.31578947368421)","(71.0, 460.0, 299.2857142857143)"
15-12-2022 11:32:01.424681,"(2.2, 2.28, 2.2)","(4.0, 5.4, 4.8130434782608695)","(4.2, 6.8, 6.05)","(7.0, 12.0, 10.751999999999999)","(12.0, 24.0, 21.375)","(11.0, 16.0, 14.31578947368421)","(71.0, 460.0, 299.2857142857143)"
15-12-2022 11:32:02.529362,"(2.15, 2.28, 2.146666666666667)","(4.0, 5.4, 4.8130434782608695)","(4.4, 6.8, 6.05)","(7.5, 12.0, 10.751999999999999)","(12.0, 24.0, 21.375)","(11.0, 16.0, 14.31578947368421)","(71.0, 460.0, 299.2857142857143)"
15-12-2022 11:32:03.542926,"(2.15, 2.36, 2.35953125)","(4.0, 5.4, 4.8130434782608695)","(4.4, 6.8, 5.4399999999999995)","(7.5, 12.0, 10.751999999999999)","(12.0, 24.0, 21.375)","(11.0, 16.0, 14.31578947368421)","(71.0, 460.0, 299.2857142857143)"
15-12-2022 11:32:04.476653,"(2.15, 2.44, 2.4252631578947366)","(4.0, 5.4, 5.15)","(4.4, 6.8, 5.753846153846154)","(7.5, 12.0, 10.755555555555556)","(12.0, 24.0, 21.88235294117647)","(11.0, 16.0, 14.4)","(71.0, 460.0, 123.63636363636363)"
15-12-2022 11:32:05.609536,"(2.15, 2.44, 2.38)","(4.0, 5.4, 5.489473684210527)","(4.4, 6.8, 5.830769230769231)","(7.5, 12.0, 10.539130434782608)","(12.0, 24.0, 21.88235294117647)","(11.0, 16.0, 14.4)","(71.0, 450.0, 210.0)"
15-12-2022 11:32:06.666069,"(2.15, 2.44, 2.392)","(4.0, 5.7, 5.4714285714285715)","(4.4, 6.8, 5.96)","(7.5, 12.0, 10.539130434782608)","(12.0, 24.0, 21.88235294117647)","(11.0, 16.0, 14.4)","(71.0, 430.0, 260.0)"
15-12-2022 11:32:07.723154,"(2.15, 2.44, 2.392)","(4.0, 5.7, 5.4714285714285715)","(4.4, 6.8, 5.96)","(7.5, 12.0, 10.539130434782608)","(12.0, 24.0, 21.88235294117647)","(11.0, 16.0, 14.4)","(71.0, 430.0, 260.0)"
15-12-2022 11:32:08.873650,"(2.15, 2.44, 2.38)","(4.0, 5.7, 5.35)","(4.4, 6.0, 5.8)","(7.5, 12.0, 10.472727272727273)","(12.0, 24.0, 21.88235294117647)","(11.0, 16.0, 13.92)","(71.0, 440.0, 251.8181818181818)"
15-12-2022 11:32:09.896232,"(2.15, 2.44, 2.38)","(4.0, 5.7, 5.35)","(4.4, 6.0, 5.71304347826087)","(7.5, 12.0, 10.472727272727273)","(12.0, 24.0, 20.57142857142857)","(11.0, 16.0, 13.92)","(71.0, 440.0, 374.1666666666667)"
15-12-2022 11:32:10.919333,"(2.15, 2.44, 2.392)","(4.0, 5.7, 5.30625)","(4.4, 6.0, 5.71304347826087)","(7.5, 12.0, 10.472727272727273)","(12.0, 24.0, 20.57142857142857)","(11.0, 16.0, 13.92)","(71.0, 430.0, 164.0)"
15-12-2022 11:32:11.989780,"(2.15, 2.44, 2.392)","(4.0, 5.7, 5.2153846153846155)","(4.4, 6.0, 5.71304347826087)","(7.5, 12.0, 10.472727272727273)","(12.0, 24.0, 20.57142857142857)","(11.0, 16.0, 13.92)","(71.0, 420.0, 293.33333333333337)"
15-12-2022 11:32:13.123309,"(2.15, 2.44, 2.392)","(4.0, 5.7, 5.522222222222222)","(4.4, 6.0, 5.71304347826087)","(7.5, 11.5, 10.444444444444445)","(12.0, 24.0, 21.88235294117647)","(11.0, 16.0, 13.92)","(71.0, 390.0, 205.0)"
15-12-2022 11:32:14.220903,"(2.15, 2.44, 2.416421052631579)","(4.0, 5.7, 5.442857142857143)","(4.4, 6.0, 5.633333333333334)","(7.5, 11.5, 10.444444444444445)","(12.0, 24.0, 21.88235294117647)","(11.0, 16.0, 13.92)","(71.0, 380.0, 273.33333333333337)"
15-12-2022 11:32:15.274574,"(2.15, 2.44, 2.4175999999999997)","(4.0, 5.7, 5.566666666666666)","(4.4, 5.9, 5.12)","(7.5, 11.5, 10.67391304347826)","(12.0, 24.0, 21.681818181818183)","(11.0, 16.0, 13.92)","(71.0, 360.0, 262.0)"
15-12-2022 11:32:16.207311,"(2.15, 2.44, 2.4175999999999997)","(4.0, 5.8, 5.55)","(4.4, 5.7, 5.116666666666667)","(7.5, 11.5, 10.67391304347826)","(12.0, 24.0, 21.681818181818183)","(11.0, 16.0, 13.6)","(71.0, 370.0, 235.0)"
15-12-2022 11:32:17.285658,"(2.15, 2.44, 2.4175999999999997)","(4.0, 5.9, 5.829411764705883)","(4.4, 5.7, 5.12)","(7.5, 11.5, 10.67391304347826)","(12.0, 24.0, 19.363636363636363)","(11.0, 16.0, 13.6)","(71.0, 370.0, 295.7142857142857)"
15-12-2022 11:32:18.353445,"(2.15, 2.44, 2.4175999999999997)","(4.0, 5.3, 4.9125000000000005)","(4.4, 5.6, 5.12)","(7.5, 11.5, 10.67391304347826)","(12.0, 24.0, 20.076923076923077)","(11.0, 16.0, 13.6)","(71.0, 370.0, 295.7142857142857)"
15-12-2022 11:32:19.444422,"(2.15, 2.44, 2.369090909090909)","(4.0, 5.3, 4.953333333333334)","(4.4, 5.5, 5.1875)","(7.5, 11.5, 10.67391304347826)","(12.0, 24.0, 20.076923076923077)","(11.0, 16.0, 13.6)","(71.0, 370.0, 295.7142857142857)"
15-12-2022 11:32:20.473535,"(2.15, 2.44, 2.3425)","(4.0, 5.3, 4.953333333333334)","(4.4, 5.5, 5.1875)","(7.5, 11.5, 10.67391304347826)","(12.0, 24.0, 21.782608695652172)","(11.0, 16.0, 13.6)","(71.0, 370.0, 272.5)"
15-12-2022 11:32:21.411118,"(2.15, 2.44, 2.388)","(4.0, 5.3, 5.134042553191489)","(4.4, 5.5, 5.115384615384615)","(7.5, 11.5, 10.67391304347826)","(12.0, 24.0, 21.782608695652172)","(11.0, 16.0, 13.6)","(71.0, 370.0, 272.5)"
15-12-2022 11:32:22.397727,"(2.15, 2.44, 2.388)","(4.0, 5.3, 5.134042553191489)","(4.4, 5.5, 5.181818181818182)","(7.5, 11.5, 10.972222222222221)","(12.0, 24.0, 21.94736842105263)","(11.0, 16.0, 13.631578947368421)","(71.0, 370.0, 295.7142857142857)"
15-12-2022 11:32:23.304487,"(2.15, 2.46, 2.444)","(4.0, 5.3, 5.134042553191489)","(4.4, 5.0, 4.711250000000001)","(7.5, 11.5, 10.25)","(12.0, 24.0, 21.94736842105263)","(11.0, 16.0, 13.631578947368421)","(71.0, 370.0, 295.7142857142857)"
15-12-2022 11:32:24.261882,"(2.15, 2.54, 2.5336)","(4.0, 5.3, 5.168749999999999)","(4.4, 5.0, 4.51875)","(7.5, 11.5, 10.972222222222221)","(12.0, 24.0, 21.94736842105263)","(11.0, 16.0, 14.461538461538462)","(71.0, 370.0, 295.7142857142857)"
15-12-2022 11:32:25.152666,"(2.15, 2.54, 2.5166666666666666)","(4.0, 5.3, 5.155172413793103)","(4.4, 5.0, 4.517647058823529)","(7.5, 11.5, 10.972222222222221)","(12.0, 24.0, 21.782608695652172)","(11.0, 16.0, 14.461538461538462)","(71.0, 370.0, 295.7142857142857)"
15-12-2022 11:32:26.047577,"(2.15, 2.54, 2.5358823529411767)","(4.0, 5.3, 5.048)","(4.4, 4.9, 4.585714285714285)","(7.5, 11.5, 10.972222222222221)","(12.0, 24.0, 19.666666666666668)","(11.0, 16.0, 14.461538461538462)","(71.0, 370.0, 295.7142857142857)"
15-12-2022 11:32:27.000916,"(2.15, 2.54, 2.5351724137931035)","(4.0, 5.3, 5.082758620689655)","(4.4, 4.9, 4.585714285714285)","(7.5, 11.5, 10.972222222222221)","(12.0, 24.0, 19.666666666666668)","(11.0, 16.0, 14.461538461538462)","(71.0, 370.0, 295.7142857142857)"
15-12-2022 11:32:28.025053,"(2.15, 2.54, 2.5358823529411767)","(4.0, 5.3, 5.082758620689655)","(4.4, 4.9, 4.585714285714285)","(7.5, 11.5, 10.972222222222221)","(12.0, 24.0, 19.666666666666668)","(11.0, 16.0, 14.333333333333334)","(71.0, 370.0, 295.7142857142857)"
15-12-2022 11:32:28.967235,"(2.15, 2.54, 2.5351724137931035)","(4.0, 5.3, 5.082758620689655)","(4.4, 4.9, 4.585714285714285)","(7.5, 11.5, 10.972222222222221)","(12.0, 24.0, 21.94736842105263)","(11.0, 16.0, 14.75)","(71.0, 370.0, 295.7142857142857)"
15-12-2022 11:32:29.867128,"(2.15, 2.54, 2.530666666666667)","(4.0, 5.3, 5.16)","(4.4, 4.9, 4.585714285714285)","(7.5, 11.5, 10.972222222222221)","(12.0, 24.0, 21.94736842105263)","(11.0, 16.0, 14.75)","(71.0, 370.0, 295.7142857142857)"
15-12-2022 11:32:30.896041,"(2.15, 2.54, 2.532)","(4.0, 5.3, 5.16)","(4.4, 4.9, 4.585714285714285)","(7.5, 11.5, 11.08695652173913)","(12.0, 24.0, 21.94736842105263)","(11.0, 16.0, 15.038461538461538)","(71.0, 370.0, 295.7142857142857)"
15-12-2022 11:32:31.934654,"(2.15, 2.54, 2.530666666666667)","(4.0, 5.3, 5.16)","(4.4, 4.9, 4.585714285714285)","(7.5, 11.5, 11.08695652173913)","(12.0, 24.0, 21.94736842105263)","(11.0, 16.0, 15.09090909090909)","(71.0, 370.0, 295.7142857142857)"
15-12-2022 11:32:32.936066,"(2.15, 2.54, 2.532)","(4.0, 5.3, 5.16)","(4.4, 4.9, 4.585714285714285)","(7.5, 11.5, 11.08695652173913)","(12.0, 24.0, 21.94736842105263)","(11.0, 16.0, 15.09090909090909)","(71.0, 370.0, 295.7142857142857)"
15-12-2022 11:32:33.883393,"(2.15, 2.54, 2.530666666666667)","(4.0, 5.3, 5.16)","(4.4, 4.9, 4.585714285714285)","(7.5, 11.5, 11.08695652173913)","(12.0, 24.0, 21.94736842105263)","(11.0, 16.0, 15.09090909090909)","(71.0, 370.0, 295.7142857142857)"
15-12-2022 11:32:34.911868,"(2.15, 2.54, 2.521578947368421)","(4.0, 5.3, 5.144444444444444)","(4.4, 4.9, 4.585714285714285)","(7.5, 11.5, 11.08695652173913)","(12.0, 24.0, 19.794117647058822)","(11.0, 16.0, 15.09090909090909)","(71.0, 370.0, 295.7142857142857)"
15-12-2022 11:32:35.994804,"(2.15, 2.54, 2.5)","(4.0, 5.3, 5.048)","(4.4, 5.0, 4.51875)","(7.5, 11.5, 11.08695652173913)","(12.0, 24.0, 19.794117647058822)","(11.0, 16.0, 15.09090909090909)","(71.0, 370.0, 272.5)"
15-12-2022 11:32:37.026187,"(2.15, 2.54, 2.5166666666666666)","(4.0, 5.3, 5.048)","(4.4, 5.0, 4.517647058823529)","(7.5, 11.5, 11.08695652173913)","(12.0, 24.0, 21.94736842105263)","(11.0, 16.0, 15.09090909090909)","(71.0, 370.0, 272.5)"
15-12-2022 11:32:38.135002,"(2.15, 2.54, 2.5166666666666666)","(4.0, 5.3, 4.976923076923077)","(4.4, 5.0, 4.517647058823529)","(7.5, 11.5, 11.08695652173913)","(12.0, 24.0, 22.266666666666666)","(11.0, 16.0, 15.09090909090909)","(71.0, 370.0, 272.5)"
15-12-2022 11:32:39.066900,"(2.15, 2.54, 2.5)","(4.0, 5.3, 5.138461538461538)","(4.4, 5.0, 4.517647058823529)","(7.5, 11.5, 11.08695652173913)","(12.0, 24.0, 22.266666666666666)","(11.0, 16.0, 15.09090909090909)","(71.0, 370.0, 272.5)"
15-12-2022 11:32:40.054618,"(2.15, 2.54, 2.486153846153846)","(4.0, 5.3, 5.138461538461538)","(4.4, 5.0, 4.517647058823529)","(7.5, 11.5, 11.08695652173913)","(12.0, 24.0, 22.266666666666666)","(11.0, 16.0, 15.09090909090909)","(71.0, 370.0, 272.5)"
15-12-2022 11:32:40.982112,"(2.15, 2.54, 2.493333333333333)","(4.0, 5.3, 5.138461538461538)","(4.4, 5.0, 4.517647058823529)","(7.5, 11.5, 11.08695652173913)","(12.0, 24.0, 22.266666666666666)","(11.0, 16.0, 15.09090909090909)","(71.0, 370.0, 272.5)"
15-12-2022 11:32:41.983130,"(2.15, 2.54, 2.505)","(4.0, 5.3, 5.138461538461538)","(4.4, 5.0, 4.517647058823529)","(7.5, 11.5, 11.154545454545454)","(12.0, 24.0, 22.266666666666666)","(11.0, 16.0, 15.09090909090909)","(71.0, 370.0, 318.3333333333333)"
15-12-2022 11:32:43.224119,"(2.15, 2.54, 2.53125)","(4.0, 5.3, 5.138461538461538)","(4.4, 5.0, 4.517647058823529)","(7.5, 11.5, 11.154545454545454)","(12.0, 24.0, 22.266666666666666)","(11.0, 16.0, 15.09090909090909)","(71.0, 360.0, 318.3333333333333)"
15-12-2022 11:32:44.201080,"(2.15, 2.54, 2.53125)","(4.0, 5.3, 4.934782608695652)","(4.4, 5.0, 4.440909090909091)","(7.5, 11.5, 11.154545454545454)","(12.0, 24.0, 19.794117647058822)","(11.0, 16.0, 15.09090909090909)","(71.0, 350.0, 219.09090909090907)"
15-12-2022 11:32:45.131051,"(2.15, 2.54, 2.534)","(4.0, 5.3, 4.976923076923077)","(4.4, 4.9, 4.65)","(7.5, 11.5, 10.75)","(12.0, 24.0, 19.794117647058822)","(11.0, 16.0, 15.09090909090909)","(71.0, 340.0, 301.6666666666667)"
15-12-2022 11:32:46.051194,"(2.15, 2.54, 2.534)","(4.0, 5.3, 4.976923076923077)","(4.4, 4.9, 4.6000000000000005)","(7.5, 11.5, 11.0)","(12.0, 24.0, 21.94736842105263)","(11.0, 16.0, 15.09090909090909)","(71.0, 340.0, 301.6666666666667)"
15-12-2022 11:32:46.966811,"(2.15, 2.54, 2.534)","(4.0, 5.3, 4.976923076923077)","(4.4, 4.9, 4.6000000000000005)","(7.5, 11.5, 11.0)","(12.0, 24.0, 21.94736842105263)","(11.0, 16.0, 15.09090909090909)","(71.0, 340.0, 301.6666666666667)"
15-12-2022 11:32:48.012316,"(2.15, 2.54, 2.534)","(4.0, 5.3, 4.976923076923077)","(4.4, 4.9, 4.6000000000000005)","(7.5, 11.5, 10.75)","(13.0, 24.0, 22.266666666666666)","(11.0, 16.0, 15.09090909090909)","(71.0, 340.0, 301.6666666666667)"
15-12-2022 11:32:49.049732,"(2.15, 2.54, 2.5344444444444445)","(4.0, 5.3, 5.138461538461538)","(4.4, 4.9, 4.525)","(7.5, 11.5, 11.147058823529411)","(13.0, 24.0, 22.266666666666666)","(11.0, 16.0, 15.09090909090909)","(71.0, 340.0, 294.0)"
15-12-2022 11:32:50.057657,"(2.15, 2.54, 2.532857142857143)","(4.0, 5.3, 5.138461538461538)","(4.4, 4.9, 4.483333333333333)","(7.5, 11.5, 10.9)","(13.0, 24.0, 22.266666666666666)","(11.0, 16.0, 15.09090909090909)","(71.0, 340.0, 294.0)"
15-12-2022 11:32:51.067764,"(2.15, 2.54, 2.532857142857143)","(4.0, 5.3, 5.138461538461538)","(4.4, 4.9, 4.483333333333333)","(7.5, 11.5, 10.9)","(13.0, 24.0, 22.266666666666666)","(11.0, 16.0, 15.09090909090909)","(71.0, 340.0, 294.0)"
15-12-2022 11:32:51.973424,"(2.15, 2.54, 2.532857142857143)","(4.0, 5.3, 5.138461538461538)","(4.4, 4.9, 4.483333333333333)","(7.5, 11.5, 10.9)","(13.0, 24.0, 22.266666666666666)","(11.0, 16.0, 15.09090909090909)","(71.0, 340.0, 294.0)"
15-12-2022 11:32:53.180781,"(2.15, 2.54, 2.533333333333333)","(4.0, 5.3, 4.976923076923077)","(4.4, 4.9, 4.5)","(7.5, 11.5, 10.9)","(13.0, 24.0, 19.794117647058822)","(11.0, 16.0, 15.09090909090909)","(71.0, 340.0, 294.0)"
15-12-2022 11:32:54.209510,"(2.15, 2.54, 2.533333333333333)","(4.0, 5.3, 4.976923076923077)","(4.4, 4.9, 4.5)","(7.5, 11.5, 10.9)","(13.0, 24.0, 19.794117647058822)","(11.0, 16.0, 15.09090909090909)","(71.0, 340.0, 294.0)"
15-12-2022 11:32:55.201047,"(2.15, 2.54, 2.5347368421052634)","(4.0, 5.3, 4.976923076923077)","(4.4, 4.9, 4.5)","(7.5, 11.5, 10.9)","(13.0, 24.0, 22.25)","(11.0, 16.0, 15.09090909090909)","(71.0, 340.0, 294.0)"
15-12-2022 11:32:56.172900,"(2.15, 2.54, 2.533333333333333)","(4.0, 5.3, 5.138461538461538)","(4.4, 4.9, 4.566666666666667)","(7.5, 11.5, 10.9)","(13.0, 23.0, 22.428571428571427)","(11.0, 16.0, 15.09090909090909)","(71.0, 340.0, 294.0)"
15-12-2022 11:32:57.100675,"(2.15, 2.54, 2.533333333333333)","(4.0, 5.3, 5.138461538461538)","(4.4, 4.9, 4.566666666666667)","(7.5, 11.5, 10.9)","(13.0, 23.0, 22.428571428571427)","(11.0, 16.0, 15.09090909090909)","(71.0, 340.0, 294.0)"
15-12-2022 11:32:58.022119,"(2.15, 2.54, 2.533333333333333)","(4.0, 5.3, 5.138461538461538)","(4.4, 4.9, 4.52962962962963)","(7.5, 11.5, 10.9)","(13.0, 23.0, 22.25)","(11.0, 16.0, 15.09090909090909)","(71.0, 340.0, 294.0)"
15-12-2022 11:32:58.955968,"(2.15, 2.54, 2.533333333333333)","(4.0, 5.3, 5.138461538461538)","(4.4, 4.9, 4.566666666666667)","(7.5, 11.5, 10.9)","(13.0, 23.0, 22.428571428571427)","(11.0, 16.0, 15.09090909090909)","(71.0, 340.0, 294.0)"
15-12-2022 11:32:59.856570,"(2.15, 2.64, 2.6276923076923078)","(4.0, 5.3, 5.138461538461538)","(4.4, 4.9, 4.5)","(7.5, 11.5, 10.9)","(13.0, 23.0, 22.0)","(11.0, 16.0, 15.09090909090909)","(71.0, 340.0, 294.0)"
15-12-2022 11:33:00.795645,"(2.15, 2.64, 2.618666666666667)","(4.0, 5.3, 4.918181818181819)","(4.4, 4.9, 4.5)","(7.5, 11.5, 10.9)","(13.0, 23.0, 20.1875)","(11.0, 16.0, 15.09090909090909)","(71.0, 340.0, 282.5)"
15-12-2022 11:33:01.736089,"(2.15, 2.66, 2.6333333333333333)","(4.0, 5.3, 4.915384615384616)","(4.4, 4.9, 4.5)","(7.5, 11.5, 10.9)","(13.0, 23.0, 21.342105263157894)","(11.0, 16.0, 15.09090909090909)","(71.0, 340.0, 282.5)"
15-12-2022 11:33:02.710459,"(2.15, 2.68, 2.5855555555555556)","(4.0, 5.3, 4.915384615384616)","(4.4, 4.9, 4.5)","(7.5, 11.5, 10.9)","(13.0, 23.0, 21.444444444444443)","(11.0, 16.0, 15.09090909090909)","(71.0, 340.0, 282.5)"
15-12-2022 11:33:03.697161,"(2.15, 2.68, 2.5855555555555556)","(4.0, 5.3, 4.915384615384616)","(4.4, 4.8, 4.6421052631578945)","(7.5, 11.5, 10.9)","(13.0, 23.0, 21.444444444444443)","(11.0, 16.0, 15.09090909090909)","(71.0, 340.0, 282.5)"
15-12-2022 11:33:04.679797,"(2.15, 2.64, 2.6371428571428575)","(4.0, 5.3, 5.138461538461538)","(4.4, 4.8, 4.609090909090909)","(7.5, 11.5, 10.9)","(13.0, 23.0, 21.444444444444443)","(11.0, 16.0, 15.09090909090909)","(71.0, 330.0, 242.0)"
15-12-2022 11:33:05.636629,"(2.15, 2.66, 2.6564285714285716)","(4.0, 5.3, 5.138461538461538)","(4.4, 4.8, 4.523076923076923)","(7.5, 11.5, 10.9)","(13.0, 23.0, 21.8)","(11.0, 16.0, 15.09090909090909)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:06.694651,"(2.15, 2.66, 2.6564285714285716)","(4.0, 5.3, 5.138461538461538)","(4.4, 4.8, 4.581818181818182)","(7.5, 11.5, 10.9)","(13.0, 23.0, 21.571428571428573)","(11.0, 16.0, 15.09090909090909)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:07.712968,"(2.15, 2.66, 2.6564285714285716)","(4.0, 5.3, 5.138461538461538)","(4.4, 4.8, 4.581818181818182)","(7.5, 11.5, 10.9)","(13.0, 23.0, 21.444444444444443)","(11.0, 16.0, 15.09090909090909)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:08.770859,"(2.15, 2.66, 2.6564285714285716)","(4.0, 5.3, 5.138461538461538)","(4.4, 4.8, 4.581818181818182)","(7.5, 11.5, 10.9)","(13.0, 23.0, 21.425)","(11.0, 16.0, 15.09090909090909)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:09.767935,"(2.15, 2.64, 2.6350000000000002)","(4.0, 5.3, 4.918181818181819)","(4.4, 4.8, 4.588235294117647)","(7.5, 11.5, 10.9)","(13.0, 23.0, 21.425)","(11.0, 16.0, 15.09090909090909)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:10.962088,"(2.15, 2.64, 2.6350000000000002)","(4.0, 5.3, 4.976923076923077)","(4.4, 4.8, 4.588235294117647)","(7.5, 11.5, 10.9)","(13.0, 23.0, 21.6875)","(11.0, 16.0, 15.09090909090909)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:12.007096,"(2.15, 2.64, 2.6350000000000002)","(4.0, 5.3, 4.976923076923077)","(4.2, 4.8, 4.588235294117647)","(7.5, 11.5, 10.9)","(14.0, 23.0, 21.444444444444443)","(11.0, 16.0, 15.09090909090909)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:13.120311,"(2.15, 2.66, 2.6482352941176472)","(4.0, 5.3, 5.138461538461538)","(4.2, 4.8, 4.577142857142857)","(7.5, 11.5, 10.9)","(14.0, 23.0, 21.444444444444443)","(11.0, 16.0, 15.09090909090909)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:14.239378,"(2.15, 2.66, 2.6482352941176472)","(4.0, 5.3, 5.138461538461538)","(4.2, 4.8, 4.548387096774194)","(7.5, 11.5, 10.9)","(14.0, 23.0, 21.444444444444443)","(11.0, 16.0, 15.09090909090909)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:15.360247,"(2.15, 2.66, 2.6376)","(4.0, 5.3, 5.138461538461538)","(4.2, 4.8, 4.491891891891892)","(7.5, 11.5, 10.9)","(14.0, 23.0, 21.444444444444443)","(11.0, 16.0, 15.09090909090909)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:16.363401,"(2.15, 2.66, 2.6376)","(4.0, 5.3, 5.138461538461538)","(4.2, 4.8, 4.491891891891892)","(7.5, 11.5, 10.9)","(14.0, 23.0, 21.444444444444443)","(11.0, 16.0, 15.09090909090909)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:17.381506,"(2.15, 2.66, 2.6376)","(4.0, 5.3, 5.138461538461538)","(4.2, 4.8, 4.491891891891892)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 21.147058823529413)","(11.0, 16.0, 15.09090909090909)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:18.382160,"(2.15, 2.66, 2.6557894736842105)","(4.0, 5.3, 4.918181818181819)","(4.2, 4.8, 4.491891891891892)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 21.425)","(11.0, 16.0, 15.09090909090909)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:19.351999,"(2.15, 2.66, 2.652727272727273)","(4.0, 5.3, 4.976923076923077)","(4.2, 4.8, 4.491891891891892)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 21.425)","(11.0, 16.0, 15.09090909090909)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:20.429684,"(2.15, 2.66, 2.6163636363636367)","(4.0, 5.3, 4.976923076923077)","(4.2, 4.8, 4.491891891891892)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 21.444444444444443)","(11.0, 16.0, 15.09090909090909)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:21.529085,"(2.15, 2.66, 2.6163636363636367)","(4.0, 5.3, 5.138461538461538)","(4.2, 4.8, 4.491891891891892)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 21.444444444444443)","(11.0, 16.0, 15.09090909090909)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:22.630661,"(2.15, 2.66, 2.628)","(4.0, 5.3, 5.138461538461538)","(4.2, 4.8, 4.491891891891892)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 22.0)","(11.0, 16.0, 15.09090909090909)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:23.679430,"(2.15, 2.66, 2.6371428571428575)","(4.0, 5.3, 5.138461538461538)","(4.2, 4.8, 4.491891891891892)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 22.0)","(11.0, 16.0, 15.09090909090909)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:24.733906,"(2.15, 2.64, 2.6228571428571428)","(4.0, 5.3, 5.138461538461538)","(4.2, 4.8, 4.5)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 21.8)","(11.0, 16.0, 15.09090909090909)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:25.754421,"(2.15, 2.66, 2.625714285714286)","(4.0, 5.3, 5.138461538461538)","(4.2, 4.8, 4.491891891891892)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 22.0)","(11.0, 16.0, 15.09090909090909)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:26.869577,"(2.15, 2.66, 2.6323076923076925)","(4.0, 5.3, 4.976923076923077)","(4.2, 4.8, 4.491891891891892)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 21.425)","(11.0, 16.0, 14.91304347826087)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:27.970575,"(2.15, 2.66, 2.6333333333333333)","(4.0, 5.3, 4.976923076923077)","(4.2, 4.8, 4.491891891891892)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 21.425)","(11.0, 16.0, 14.91304347826087)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:29.027094,"(2.15, 2.66, 2.58)","(4.0, 5.3, 4.976923076923077)","(4.2, 4.8, 4.491891891891892)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 22.0)","(11.0, 16.0, 14.91304347826087)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:30.049779,"(2.15, 2.66, 2.5454545454545454)","(4.0, 5.3, 5.138461538461538)","(4.2, 4.8, 4.535294117647059)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 21.8)","(11.0, 16.0, 14.91304347826087)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:31.053941,"(2.15, 2.66, 2.602727272727273)","(4.0, 5.3, 5.138461538461538)","(4.2, 4.8, 4.5)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 22.0)","(11.0, 16.0, 14.91304347826087)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:31.975414,"(2.15, 2.66, 2.602727272727273)","(4.0, 5.3, 5.138461538461538)","(4.2, 4.8, 4.5)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 22.0)","(11.0, 16.0, 14.076923076923077)","(71.0, 330.0, 183.33333333333331)"
15-12-2022 11:33:32.939698,"(2.15, 2.64, 2.58)","(4.0, 5.3, 5.138461538461538)","(4.2, 4.6, 4.511111111111111)","(7.5, 11.5, 10.833333333333334)","(14.0, 23.0, 22.142857142857142)","(11.0, 16.0, 14.846153846153847)","(71.0, 330.0, 183.33333333333331)"
