,Bertas Babe,Special Thunder,Bellas Blessed,Underwater,Tiki Bar,Go Girl,Futures Changed,Alpha Humbug
10-01-2023 16:14:17.880947,"(6.5, 13.0, 8.975)","(3.8, 4.4, 3.808888888888889)","(8.0, 11.5, 10.204761904761906)","(11.0, 34.0, 32.26315789473684)","(5.5, 11.0, 10.86)","(3.7, 6.0, 5.241379310344827)","(5.0, 5.1, 5.02)","(31.0, 60.0, 46.0)"
10-01-2023 16:14:19.021736,"(6.5, 13.0, 8.975)","(3.8, 4.2, 4.1375)","(8.0, 11.5, 10.204761904761906)","(11.0, 34.0, 32.26315789473684)","(5.5, 11.0, 10.86)","(3.7, 6.0, 5.241379310344827)","(5.0, 5.1, 5.02)","(31.0, 60.0, 46.0)"
10-01-2023 16:14:20.115959,"(6.5, 13.0, 8.975)","(3.8, 4.2, 4.1375)","(8.0, 11.5, 10.204761904761906)","(11.0, 34.0, 28.5)","(5.5, 11.0, 10.86)","(3.7, 6.0, 5.241379310344827)","(5.0, 5.1, 5.02)","(31.0, 60.0, 46.0)"
10-01-2023 16:14:21.213709,"(6.5, 13.0, 10.523076923076923)","(3.8, 4.2, 4.1375)","(8.0, 11.5, 10.204761904761906)","(11.0, 34.0, 30.142857142857142)","(5.5, 11.0, 10.86)","(3.7, 6.0, 5.241379310344827)","(5.0, 5.1, 5.02)","(31.0, 60.0, 46.0)"
10-01-2023 16:14:22.372602,"(6.5, 13.0, 11.6)","(3.8, 4.2, 4.1375)","(8.0, 11.5, 10.204761904761906)","(11.0, 34.0, 30.142857142857142)","(5.5, 11.0, 10.86)","(3.7, 6.0, 5.241379310344827)","(5.0, 5.1, 5.02)","(31.0, 60.0, 46.0)"
10-01-2023 16:14:23.616171,"(6.5, 13.0, 12.23)","(3.8, 4.2, 3.924137931034483)","(8.0, 11.5, 10.204761904761906)","(11.0, 34.0, 30.142857142857142)","(5.5, 11.0, 10.86)","(3.7, 6.0, 5.241379310344827)","(5.0, 5.1, 5.02)","(31.0, 60.0, 46.0)"
10-01-2023 16:14:24.879477,"(6.5, 13.0, 12.23)","(3.8, 4.2, 3.924137931034483)","(8.0, 11.5, 10.204761904761906)","(11.0, 34.0, 30.142857142857142)","(5.5, 11.0, 10.86)","(3.7, 6.0, 5.241379310344827)","(5.0, 5.1, 5.02)","(31.0, 60.0, 46.0)"
10-01-2023 16:14:26.098227,"(6.5, 13.0, 12.23)","(3.8, 4.2, 3.8029411764705885)","(8.0, 11.5, 10.204761904761906)","(11.0, 34.0, 26.81818181818182)","(5.5, 11.0, 10.86)","(3.7, 6.0, 5.241379310344827)","(5.0, 5.1, 5.02)","(31.0, 60.0, 46.0)"
10-01-2023 16:14:27.313935,"(6.5, 13.0, 12.23)","(3.8, 4.2, 3.8029411764705885)","(8.0, 11.5, 10.204761904761906)","(11.0, 27.0, 29.545454545454547)","(5.5, 11.0, 10.86)","(3.7, 6.0, 5.241379310344827)","(5.0, 5.1, 5.02)","(31.0, 60.0, 46.0)"
10-01-2023 16:14:28.497625,"(6.5, 13.0, 12.23)","(3.8, 4.2, 3.8029411764705885)","(8.0, 11.5, 10.204761904761906)","(11.0, 30.0, 29.545454545454547)","(5.5, 11.0, 10.86)","(3.7, 6.0, 5.241379310344827)","(5.0, 5.1, 5.02)","(31.0, 60.0, 46.0)"
10-01-2023 16:14:29.666139,"(6.5, 13.0, 12.23)","(3.8, 4.2, 3.8029411764705885)","(8.0, 11.5, 10.204761904761906)","(11.0, 30.0, 29.545454545454547)","(5.5, 11.0, 10.86)","(3.7, 6.0, 5.241379310344827)","(5.0, 5.1, 5.02)","(31.0, 60.0, 46.0)"
10-01-2023 16:14:30.756574,"(6.5, 13.0, 12.23)","(3.8, 4.2, 3.8029411764705885)","(8.0, 11.5, 10.204761904761906)","(11.0, 30.0, 29.545454545454547)","(5.5, 11.0, 10.86)","(3.7, 6.0, 5.241379310344827)","(5.0, 5.1, 5.02)","(31.0, 60.0, 46.0)"
10-01-2023 16:14:31.948934,"(6.5, 13.0, 12.23)","(3.8, 4.2, 3.8029411764705885)","(8.0, 11.5, 10.204761904761906)","(11.0, 30.0, 29.545454545454547)","(5.5, 11.0, 10.86)","(3.7, 6.0, 5.241379310344827)","(5.0, 5.1, 5.02)","(31.0, 60.0, 46.0)"
10-01-2023 16:14:33.142488,"(6.5, 13.0, 12.23)","(3.8, 4.2, 3.8029411764705885)","(8.0, 11.5, 10.204761904761906)","(11.0, 30.0, 29.545454545454547)","(5.5, 11.0, 10.86)","(3.7, 6.0, 5.241379310344827)","(5.0, 5.1, 5.02)","(31.0, 60.0, 46.0)"
10-01-2023 16:14:34.361430,"(6.5, 13.0, 12.23)","(3.8, 4.2, 3.8029411764705885)","(8.0, 11.5, 10.204761904761906)","(11.0, 30.0, 29.545454545454547)","(5.5, 11.0, 10.86)","(3.7, 6.0, 5.241379310344827)","(5.0, 5.1, 5.02)","(31.0, 60.0, 46.0)"
10-01-2023 16:14:35.561735,"(6.5, 13.0, 12.23)","(3.8, 4.2, 3.8029411764705885)","(8.0, 11.5, 10.204761904761906)","(11.0, 30.0, 29.545454545454547)","(5.5, 11.0, 10.86)","(3.7, 6.0, 5.241379310344827)","(5.0, 5.1, 5.02)","(31.0, 60.0, 46.0)"
10-01-2023 16:14:36.796972,"(6.5, 13.0, 12.23)","(3.8, 4.2, 3.8029411764705885)","(8.0, 11.5, 10.204761904761906)","(11.0, 30.0, 29.545454545454547)","(5.5, 11.0, 10.86)","(3.7, 6.0, 5.523076923076923)","(5.0, 5.1, 5.02)","(31.0, 60.0, 46.0)"
10-01-2023 16:14:38.000837,"(6.5, 13.0, 12.23)","(3.8, 4.2, 3.8029411764705885)","(8.0, 11.5, 10.204761904761906)","(11.0, 30.0, 28.5)","(5.5, 11.0, 10.6)","(3.7, 5.8, 5.523076923076923)","(5.0, 5.1, 5.02)","(31.0, 60.0, 46.0)"
10-01-2023 16:14:39.123296,"(6.5, 13.0, 10.454545454545455)","(3.8, 4.2, 3.8029411764705885)","(8.0, 11.5, 10.204761904761906)","(12.0, 29.0, 28.5)","(5.5, 11.0, 10.4)","(3.8, 5.8, 5.523076923076923)","(4.8, 5.1, 5.02)","(31.0, 60.0, 46.0)"
10-01-2023 16:14:40.274489,"(6.5, 13.0, 10.454545454545455)","(3.8, 4.2, 3.8029411764705885)","(8.0, 11.5, 10.412)","(12.0, 29.0, 28.5)","(5.5, 11.0, 10.6)","(3.8, 5.8, 5.285714285714286)","(4.8, 5.1, 5.02)","(31.0, 60.0, 46.0)"
10-01-2023 16:14:41.458766,"(6.5, 13.0, 10.454545454545455)","(3.8, 4.2, 3.8029411764705885)","(8.0, 11.5, 10.317391304347826)","(12.0, 29.0, 28.5)","(5.5, 11.0, 10.6)","(3.8, 5.8, 5.158974358974358)","(4.8, 5.1, 5.02)","(31.0, 60.0, 46.0)"
10-01-2023 16:14:42.649088,"(6.5, 13.0, 10.454545454545455)","(3.8, 4.2, 3.8029411764705885)","(8.0, 11.5, 10.317391304347826)","(12.0, 29.0, 28.5)","(5.5, 11.0, 10.84)","(3.8, 5.8, 5.08)","(4.8, 5.1, 5.02)","(31.0, 60.0, 46.0)"
10-01-2023 16:14:43.889083,"(6.5, 13.0, 11.962962962962962)","(3.8, 4.2, 3.7660714285714287)","(8.0, 11.5, 10.317391304347826)","(12.0, 29.0, 28.5)","(5.5, 11.0, 10.56)","(3.8, 5.8, 4.947368421052632)","(4.8, 5.1, 5.02)","(31.0, 60.0, 46.0)"
10-01-2023 16:14:45.108405,"(6.5, 13.0, 11.962962962962962)","(3.8, 4.2, 3.7660714285714287)","(8.0, 11.5, 10.317391304347826)","(12.0, 29.0, 28.5)","(5.5, 11.0, 10.56)","(3.8, 5.8, 4.947368421052632)","(4.8, 5.1, 5.02)","(31.0, 60.0, 46.0)"
10-01-2023 16:14:46.344747,"(6.5, 13.0, 11.962962962962962)","(3.8, 4.0, 3.875)","(8.0, 11.5, 10.317391304347826)","(12.0, 29.0, 26.256410256410255)","(5.5, 11.0, 10.56)","(3.8, 5.8, 4.947368421052632)","(4.8, 5.1, 5.02)","(31.0, 60.0, 46.0)"
10-01-2023 16:14:47.501626,"(6.5, 13.0, 11.962962962962962)","(3.8, 4.0, 3.875)","(8.0, 11.5, 10.317391304347826)","(12.0, 32.0, 26.256410256410255)","(5.5, 11.0, 10.45)","(3.8, 5.8, 4.947368421052632)","(4.8, 5.1, 5.02)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:14:48.631018,"(6.5, 13.0, 10.709090909090909)","(3.8, 4.0, 3.875)","(8.0, 11.5, 10.317391304347826)","(12.0, 32.0, 26.256410256410255)","(5.5, 11.0, 9.4)","(3.8, 5.8, 4.947368421052632)","(4.8, 5.1, 5.02)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:14:49.828737,"(6.5, 13.0, 10.709090909090909)","(3.8, 4.0, 3.875)","(8.0, 11.5, 10.276)","(12.0, 32.0, 27.116279069767444)","(5.5, 10.0, 10.48235294117647)","(3.8, 5.8, 4.947368421052632)","(4.8, 5.1, 4.75)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:14:51.066320,"(6.5, 13.0, 11.466666666666667)","(3.8, 3.95, 3.7892857142857146)","(8.0, 11.5, 10.276)","(12.0, 32.0, 27.116279069767444)","(5.5, 11.0, 9.742857142857144)","(3.8, 5.8, 4.99)","(4.8, 5.0, 4.75)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:14:52.396675,"(6.5, 12.5, 12.1)","(3.8, 3.95, 3.7892857142857146)","(8.0, 11.5, 10.276)","(12.0, 32.0, 27.116279069767444)","(5.5, 11.0, 9.742857142857144)","(3.8, 5.8, 4.99)","(4.8, 5.0, 4.75)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:14:53.706125,"(6.5, 13.0, 11.11111111111111)","(3.8, 3.95, 3.85625)","(8.0, 11.5, 10.276)","(12.0, 32.0, 27.116279069767444)","(5.5, 11.0, 9.742857142857144)","(3.8, 5.8, 5.0636363636363635)","(4.8, 5.0, 4.75)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:14:54.910332,"(6.5, 13.0, 11.11111111111111)","(3.8, 3.95, 3.85625)","(8.0, 11.5, 10.276)","(12.0, 32.0, 27.116279069767444)","(5.5, 11.0, 9.7)","(3.8, 5.8, 5.0636363636363635)","(4.8, 5.0, 4.992857142857143)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:14:56.106940,"(6.5, 13.0, 12.19047619047619)","(3.8, 3.95, 3.85625)","(8.0, 11.5, 10.276)","(12.0, 32.0, 27.116279069767444)","(5.5, 10.0, 9.4375)","(3.8, 5.8, 5.0636363636363635)","(4.8, 5.1, 4.683333333333333)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:14:57.235327,"(6.5, 13.0, 12.19047619047619)","(3.8, 3.9, 3.7666666666666666)","(8.0, 11.5, 10.276)","(12.0, 32.0, 27.116279069767444)","(5.5, 10.5, 9.7)","(3.8, 5.8, 5.0636363636363635)","(4.8, 5.1, 4.683333333333333)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:14:58.304902,"(6.5, 13.0, 12.19047619047619)","(3.8, 3.9, 3.75)","(8.0, 11.5, 10.276)","(12.0, 32.0, 27.116279069767444)","(5.5, 10.0, 9.7)","(3.8, 5.8, 5.0636363636363635)","(4.8, 5.1, 4.683333333333333)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:14:59.474049,"(6.5, 13.0, 12.19047619047619)","(3.8, 3.9, 3.7714285714285714)","(8.0, 11.5, 10.276)","(12.0, 32.0, 27.116279069767444)","(5.5, 10.0, 9.742857142857144)","(3.8, 5.8, 5.0636363636363635)","(4.8, 5.1, 4.683333333333333)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:00.659487,"(6.5, 14.5, 14.211764705882352)","(3.8, 3.9, 3.839189189189189)","(8.0, 11.5, 10.276)","(12.0, 32.0, 27.116279069767444)","(5.5, 11.0, 9.7)","(3.8, 5.8, 5.0636363636363635)","(4.8, 5.1, 4.683333333333333)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:01.800852,"(6.5, 14.5, 13.0)","(3.8, 3.9, 3.77)","(8.0, 11.5, 10.276)","(12.0, 32.0, 27.116279069767444)","(5.5, 10.0, 9.528571428571428)","(3.8, 5.8, 5.00909090909091)","(4.8, 5.1, 4.683333333333333)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:02.982032,"(6.5, 14.5, 13.6)","(3.8, 3.85, 3.7973684210526315)","(8.0, 11.5, 10.276)","(12.0, 32.0, 29.642857142857142)","(5.5, 10.5, 9.7)","(3.8, 5.8, 5.00909090909091)","(4.8, 5.1, 4.683333333333333)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:04.120453,"(6.5, 14.5, 13.6)","(3.8, 3.85, 3.7973684210526315)","(8.0, 11.5, 10.276)","(12.0, 30.0, 29.642857142857142)","(5.5, 10.0, 9.82)","(3.8, 5.8, 5.094594594594595)","(4.8, 5.1, 4.683333333333333)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:05.241172,"(6.5, 14.5, 14.125)","(3.8, 3.85, 3.7973684210526315)","(8.0, 11.5, 10.276)","(12.0, 30.0, 29.642857142857142)","(5.5, 10.5, 9.528571428571428)","(3.8, 5.8, 5.094594594594595)","(4.8, 5.1, 4.683333333333333)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:06.280090,"(6.5, 14.5, 12.633333333333333)","(3.8, 3.85, 3.825)","(8.0, 11.5, 10.276)","(12.0, 30.0, 29.642857142857142)","(5.5, 10.5, 9.528571428571428)","(3.8, 5.8, 5.094594594594595)","(4.8, 5.1, 4.683333333333333)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:07.363710,"(6.5, 14.5, 12.633333333333333)","(3.8, 3.85, 3.81969696969697)","(8.0, 11.5, 10.276)","(12.0, 30.0, 29.642857142857142)","(5.5, 10.5, 9.25)","(3.9, 5.8, 5.094594594594595)","(4.8, 5.1, 4.683333333333333)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:08.501666,"(6.5, 14.5, 12.5)","(3.8, 3.8, 3.763513513513513)","(8.0, 11.5, 10.276)","(12.0, 30.0, 29.642857142857142)","(5.5, 10.0, 9.55)","(3.9, 5.8, 5.094594594594595)","(4.8, 5.1, 4.683333333333333)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:09.740504,"(6.5, 14.5, 12.5)","(3.8, 3.8, 3.763513513513513)","(8.0, 11.5, 10.276)","(12.0, 30.0, 29.642857142857142)","(5.5, 9.8, 9.55)","(3.9, 5.8, 5.094594594594595)","(4.8, 5.1, 4.683333333333333)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:11.124607,"(6.5, 14.5, 12.5)","(3.8, 3.8, 3.7772727272727273)","(8.5, 11.5, 10.276)","(12.0, 30.0, 29.642857142857142)","(5.5, 9.8, 9.55)","(3.9, 5.8, 5.094594594594595)","(4.8, 5.1, 4.683333333333333)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:12.509068,"(6.5, 14.5, 12.5)","(3.8, 3.85, 3.825)","(8.5, 11.5, 10.276)","(12.0, 30.0, 29.642857142857142)","(5.5, 9.8, 9.55)","(3.9, 5.8, 5.094594594594595)","(4.8, 5.1, 5.055357142857143)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:13.780493,"(6.5, 14.5, 12.5)","(3.8, 3.85, 3.7772727272727273)","(8.5, 11.5, 10.276)","(12.0, 30.0, 29.642857142857142)","(5.5, 9.8, 9.266666666666667)","(3.9, 5.8, 5.094594594594595)","(4.8, 5.1, 5.053703703703703)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:14.946627,"(6.5, 14.5, 12.5)","(3.8, 3.8, 3.7772727272727273)","(8.5, 11.5, 10.276)","(12.0, 30.0, 29.642857142857142)","(5.5, 9.8, 9.266666666666667)","(3.9, 5.8, 5.094594594594595)","(4.8, 5.1, 5.053703703703703)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:16.113754,"(6.5, 14.5, 12.633333333333333)","(3.8, 3.8, 3.744736842105263)","(8.5, 11.5, 10.276)","(12.0, 30.0, 28.714285714285715)","(5.5, 9.8, 9.4)","(3.9, 5.8, 5.094594594594595)","(4.8, 5.1, 5.053703703703703)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:17.233480,"(6.5, 14.5, 12.633333333333333)","(3.8, 3.8, 3.71)","(8.5, 11.5, 10.276)","(12.0, 29.0, 28.714285714285715)","(5.5, 10.0, 9.4)","(3.9, 5.8, 5.094594594594595)","(4.8, 5.1, 5.053703703703703)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:18.399796,"(6.5, 14.0, 13.61111111111111)","(3.8, 3.8, 3.7780487804878047)","(8.5, 11.5, 10.276)","(12.0, 29.0, 28.714285714285715)","(5.5, 10.0, 9.4)","(3.9, 5.8, 5.094594594594595)","(4.8, 5.1, 5.053703703703703)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:19.534217,"(6.5, 14.0, 13.794117647058822)","(3.8, 3.8, 3.7375)","(8.5, 11.5, 10.276)","(12.0, 29.0, 28.714285714285715)","(5.5, 10.0, 9.4)","(3.9, 5.8, 5.094594594594595)","(4.8, 5.1, 5.053703703703703)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:20.738741,"(6.5, 13.5, 13.323529411764707)","(3.8, 3.75, 3.764)","(8.5, 11.5, 10.276)","(12.0, 29.0, 28.714285714285715)","(5.5, 10.0, 9.4)","(3.9, 5.8, 5.125)","(4.8, 5.1, 5.053703703703703)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:22.000539,"(6.5, 13.5, 13.227272727272727)","(3.8, 3.8, 3.775)","(8.5, 11.5, 10.276)","(12.0, 29.0, 28.714285714285715)","(5.5, 10.0, 9.4)","(3.9, 5.8, 5.175)","(4.8, 5.1, 5.053703703703703)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:23.130067,"(6.5, 13.5, 13.25)","(3.8, 3.8, 3.775)","(8.5, 11.5, 10.276)","(12.0, 29.0, 28.714285714285715)","(5.5, 10.0, 9.4)","(3.9, 5.7, 5.24)","(4.8, 5.1, 5.053703703703703)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:24.286580,"(6.5, 13.5, 13.25)","(3.8, 3.8, 3.775)","(8.5, 11.5, 10.276)","(12.0, 29.0, 28.714285714285715)","(5.5, 10.0, 9.4)","(3.9, 5.6, 5.24)","(4.8, 5.1, 5.053703703703703)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:25.642875,"(6.5, 13.5, 13.25)","(3.8, 3.8, 3.775)","(8.5, 11.5, 10.276)","(12.0, 29.0, 28.714285714285715)","(5.5, 10.0, 9.4)","(3.9, 5.6, 5.2)","(4.8, 5.1, 5.053703703703703)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:26.929990,"(6.5, 13.5, 13.25)","(3.8, 3.8, 3.775)","(8.5, 11.5, 10.395)","(12.0, 29.0, 28.714285714285715)","(5.5, 10.0, 9.4)","(3.9, 5.6, 5.2)","(4.8, 5.1, 5.053703703703703)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:28.109577,"(6.5, 13.5, 13.25)","(3.8, 3.8, 3.775)","(8.5, 11.5, 10.200000000000001)","(12.0, 29.0, 28.714285714285715)","(5.5, 10.0, 9.4)","(3.9, 5.6, 5.2)","(4.8, 5.1, 5.053703703703703)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:29.256524,"(6.5, 13.5, 13.25)","(3.8, 3.8, 3.775)","(8.5, 11.5, 10.200000000000001)","(12.0, 29.0, 28.714285714285715)","(5.5, 10.0, 9.4)","(3.9, 5.6, 5.2)","(4.8, 5.1, 5.053703703703703)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:30.484958,"(6.5, 14.0, 11.6)","(3.8, 3.8, 3.775)","(8.5, 11.5, 10.200000000000001)","(12.0, 29.0, 28.714285714285715)","(5.5, 10.0, 9.4)","(3.9, 5.6, 5.2)","(4.8, 5.1, 5.053703703703703)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:31.662047,"(6.5, 13.5, 12.666666666666666)","(3.8, 3.8, 3.775)","(8.5, 11.5, 10.200000000000001)","(12.0, 29.0, 28.714285714285715)","(5.5, 10.0, 9.4)","(3.9, 5.6, 5.2)","(4.8, 5.1, 5.053703703703703)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:32.839777,"(6.5, 13.5, 12.666666666666666)","(3.8, 3.8, 3.775)","(8.5, 11.5, 10.200000000000001)","(12.0, 29.0, 28.714285714285715)","(5.5, 10.0, 9.4)","(3.9, 5.6, 5.2)","(4.8, 5.1, 5.053703703703703)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:33.962050,"(6.5, 13.5, 12.666666666666666)","(3.8, 3.8, 3.775)","(8.5, 11.5, 10.200000000000001)","(12.0, 29.0, 28.714285714285715)","(5.5, 10.0, 9.4)","(3.9, 5.6, 5.2)","(4.8, 5.1, 5.053703703703703)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:35.083437,"(6.5, 13.5, 12.666666666666666)","(3.8, 3.8, 3.775)","(8.5, 11.5, 10.200000000000001)","(12.0, 29.0, 28.714285714285715)","(5.5, 10.0, 9.4)","(3.9, 5.6, 5.2)","(4.8, 5.1, 5.053703703703703)","(31.0, 60.0, 37.714285714285715)"
10-01-2023 16:15:36.145798,"(6.5, 13.5, 12.666666666666666)","(3.8, 3.8, 3.775)","(8.5, 11.5, 10.200000000000001)","(12.0, 29.0, 28.714285714285715)","(5.5, 10.0, 9.3)","(3.9, 5.6, 5.199999999999999)","(4.8, 5.1, 4.814285714285714)","(31.0, 60.0, 37.333333333333336)"
10-01-2023 16:15:37.367844,"(6.5, 13.5, 12.875)","(3.8, 3.45, 3.4875)","(8.5, 11.5, 10.200000000000001)","(12.0, 29.0, 28.714285714285715)","(5.5, 10.0, 9.4)","(3.9, 5.6, 5.24)","(4.8, 5.1, 5.053703703703703)","(31.0, 40.0, 38.4)"
10-01-2023 16:15:38.603018,"(6.5, 13.5, 12.666666666666666)","(3.8, 3.75, 3.5250000000000004)","(8.5, 11.5, 10.321428571428571)","(12.0, 29.0, 28.684210526315788)","(5.5, 10.0, 9.4)","(3.9, 5.6, 5.24)","(4.8, 5.1, 5.053703703703703)","(31.0, 40.0, 38.4)"
10-01-2023 16:15:39.848270,"(6.5, 13.5, 12.666666666666666)","(3.8, 3.75, 3.664285714285714)","(8.5, 11.5, 10.583333333333334)","(12.0, 30.0, 28.863636363636363)","(5.5, 10.0, 8.815384615384616)","(3.9, 5.6, 5.315789473684211)","(4.8, 5.1, 5.053703703703703)","(31.0, 40.0, 36.57142857142857)"
10-01-2023 16:15:41.085600,"(6.5, 13.5, 12.666666666666666)","(3.8, 3.75, 3.7026315789473685)","(8.5, 11.5, 10.321428571428571)","(12.0, 30.0, 28.863636363636363)","(5.5, 9.8, 8.511111111111111)","(3.9, 5.6, 5.31875)","(4.8, 5.1, 5.053703703703703)","(31.0, 40.0, 34.90909090909091)"
10-01-2023 16:15:42.248216,"(6.5, 13.5, 12.666666666666666)","(3.8, 3.75, 3.7026315789473685)","(8.5, 11.5, 10.321428571428571)","(12.0, 30.0, 28.863636363636363)","(5.5, 9.6, 8.8)","(3.9, 5.6, 5.285714285714286)","(4.8, 5.1, 5.056140350877192)","(31.0, 40.0, 34.90909090909091)"
10-01-2023 16:15:43.429134,"(6.5, 13.5, 12.666666666666666)","(3.8, 3.75, 3.7026315789473685)","(8.5, 11.5, 10.321428571428571)","(12.0, 30.0, 29.0)","(5.5, 9.4, 8.6)","(3.9, 5.5, 5.333333333333333)","(4.8, 5.1, 5.058333333333333)","(31.0, 40.0, 34.90909090909091)"
10-01-2023 16:15:44.594440,"(6.5, 13.5, 12.666666666666666)","(3.8, 3.75, 3.7189655172413794)","(8.5, 11.5, 10.60952380952381)","(12.0, 30.0, 29.0)","(5.5, 9.4, 8.755555555555555)","(3.9, 5.5, 5.333333333333333)","(4.8, 5.1, 5.058333333333333)","(31.0, 40.0, 34.90909090909091)"
10-01-2023 16:15:45.713113,"(6.5, 13.5, 12.666666666666666)","(3.8, 3.75, 3.7189655172413794)","(8.5, 11.5, 10.60952380952381)","(12.0, 30.0, 29.0)","(5.5, 9.2, 8.879999999999999)","(3.9, 5.5, 5.333333333333333)","(4.8, 5.1, 5.058333333333333)","(31.0, 40.0, 34.90909090909091)"
10-01-2023 16:15:46.807077,"(6.5, 13.5, 12.666666666666666)","(3.8, 3.75, 3.727777777777778)","(8.5, 11.5, 10.461111111111112)","(12.0, 30.0, 27.636363636363637)","(5.5, 9.2, 9.093333333333332)","(3.9, 5.5, 5.333333333333333)","(4.8, 5.1, 5.058333333333333)","(31.0, 40.0, 34.90909090909091)"
10-01-2023 16:15:47.942799,"(6.5, 13.5, 12.666666666666666)","(3.8, 3.8, 3.7268292682926827)","(8.5, 11.5, 10.33125)","(12.0, 32.0, 27.636363636363637)","(5.5, 9.2, 9.093333333333332)","(3.9, 5.5, 5.285714285714286)","(4.8, 5.1, 5.058333333333333)","(31.0, 40.0, 34.90909090909091)"
10-01-2023 16:15:49.126720,"(6.5, 13.5, 12.666666666666666)","(3.8, 3.8, 3.7268292682926827)","(8.5, 11.5, 10.33125)","(12.0, 32.0, 27.636363636363637)","(5.5, 9.2, 9.093333333333332)","(3.9, 5.5, 5.285714285714286)","(4.8, 5.1, 5.058333333333333)","(31.0, 40.0, 34.90909090909091)"
10-01-2023 16:15:50.351470,"(6.5, 13.5, 12.666666666666666)","(3.8, 3.8, 3.7423076923076923)","(8.5, 11.5, 10.565000000000001)","(12.0, 32.0, 27.636363636363637)","(5.5, 9.2, 9.1)","(3.9, 5.5, 5.285714285714286)","(4.8, 5.1, 5.058333333333333)","(31.0, 40.0, 34.90909090909091)"
10-01-2023 16:15:51.496518,"(6.5, 13.5, 12.666666666666666)","(3.8, 3.8, 3.7423076923076923)","(8.5, 11.5, 10.565000000000001)","(12.0, 32.0, 27.636363636363637)","(5.5, 9.2, 9.1)","(3.9, 5.5, 5.285714285714286)","(4.8, 5.1, 5.058333333333333)","(31.0, 40.0, 34.90909090909091)"
10-01-2023 16:15:52.635207,"(6.5, 13.5, 12.666666666666666)","(3.8, 3.8, 3.7423076923076923)","(8.5, 11.5, 10.565000000000001)","(12.0, 32.0, 27.636363636363637)","(5.5, 9.2, 9.1)","(3.9, 5.5, 5.285714285714286)","(4.8, 5.1, 4.814285714285714)","(31.0, 40.0, 34.90909090909091)"
10-01-2023 16:15:53.703240,"(6.5, 13.5, 12.666666666666666)","(3.8, 3.8, 3.7423076923076923)","(8.5, 11.0, 10.88)","(12.0, 32.0, 27.636363636363637)","(5.5, 9.2, 9.1)","(3.9, 5.5, 5.285714285714286)","(4.8, 5.1, 4.814285714285714)","(31.0, 40.0, 34.90909090909091)"
10-01-2023 16:15:54.760273,"(6.5, 13.5, 12.666666666666666)","(3.8, 3.8, 3.7423076923076923)","(8.5, 11.0, 10.88)","(12.0, 32.0, 27.636363636363637)","(5.5, 9.2, 9.1)","(3.9, 5.5, 5.285714285714286)","(4.8, 5.1, 4.918181818181818)","(31.0, 40.0, 34.90909090909091)"
