,Betcha By Golly,Sheriffs Kid,Dulcimer Dame,China Cat,Magic In Me,Sax,Marketability
06-01-2023 09:30:34.132374,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.48, 2.2530909090909095)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:30:35.120498,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.48, 2.2530909090909095)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:30:36.068152,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.48, 2.2530909090909095)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:30:36.999181,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.48, 2.2530909090909095)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:30:37.914117,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.48, 2.2530909090909095)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:30:38.859606,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.48, 2.2530909090909095)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:30:39.784391,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.48, 2.2530909090909095)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:30:40.820528,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.48, 2.2530909090909095)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:30:41.782370,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.48, 2.2530909090909095)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:30:42.786019,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.48, 2.2530909090909095)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:30:43.797394,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.48, 2.2530909090909095)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:30:44.828181,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.48, 2.2530909090909095)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:30:45.793963,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.48, 2.2530909090909095)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:30:46.751709,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.48, 2.2530909090909095)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:30:47.692566,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.48, 2.2530909090909095)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:30:48.617640,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.48, 2.2530909090909095)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:30:49.525981,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.48, 2.2530909090909095)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:30:50.509157,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.48, 2.2530909090909095)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:30:51.444342,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.48, 2.2530909090909095)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:30:52.389066,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.48, 2.2530909090909095)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:30:53.391605,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.48, 2.2530909090909095)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:30:54.369778,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.48, 2.2530909090909095)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:30:55.362204,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.48, 2.2530909090909095)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:30:56.309757,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.48, 2.2530909090909095)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:30:57.315778,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.48, 2.2530909090909095)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:30:58.262170,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.48, 2.2530909090909095)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:30:59.265964,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.48, 2.2530909090909095)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:00.224968,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.48, 2.2530909090909095)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:01.197104,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.48, 2.2530909090909095)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:02.119813,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:03.083034,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:03.988602,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:04.916039,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:05.841381,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:06.777727,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:07.730347,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:08.732934,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:09.698626,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:10.714230,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:11.689317,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:12.647445,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:13.634157,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:14.579565,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:15.507454,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:16.429144,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:17.345339,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:18.278146,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:19.228041,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:20.195073,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:21.154403,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:22.128320,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:23.127460,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:24.140311,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:25.096059,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:26.073233,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:27.054035,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:28.006739,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:28.944182,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:29.850949,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:30.774353,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:31.701440,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:32.643877,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:33.607587,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:34.569778,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:35.549734,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:36.529193,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:37.482595,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:38.425054,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:39.368550,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:40.300243,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:41.210907,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:42.124405,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:43.089318,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:44.029935,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:44.976734,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:45.928425,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:46.941587,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:47.873477,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:48.899958,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:49.822112,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:50.808371,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:51.714447,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:52.643888,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:53.601011,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:54.525576,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:55.479459,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:56.397176,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:57.348686,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:58.311735,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:31:59.309819,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:32:00.288352,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:32:01.303630,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:32:02.244896,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:32:03.225633,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:32:04.166354,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:32:05.117386,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.46, 2.4050000000000002)","(10.0, 230.0, 175.0)","(15.0, 230.0, 156.83333333333334)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
