,Betcha By Golly,Sheriffs Kid,Dulcimer Dame,China Cat,Magic In Me,Sax,Marketability
06-01-2023 09:50:52.107527,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:50:53.048386,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:50:53.970742,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:50:54.893368,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:50:55.818294,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:50:56.726050,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:50:57.636898,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:50:58.534326,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:50:59.446675,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:00.352032,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:01.281002,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:02.194757,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:03.130036,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:04.060342,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:05.025647,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:05.978633,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:06.939821,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:07.907155,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:08.843607,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:09.783674,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:10.715874,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:11.649060,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:12.547501,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:13.463707,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:14.389506,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:15.280906,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:16.200282,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:17.102073,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:17.990442,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:18.916262,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:19.821445,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:20.776987,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:21.731485,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:22.664024,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:23.603712,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:24.579948,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:25.514768,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:26.474839,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:27.420527,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:28.370653,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:29.280629,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:30.191873,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:31.084748,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:31.978928,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:32.917778,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:33.803483,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:34.719456,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:35.635928,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:36.543436,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:37.447276,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:38.385421,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:39.282712,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:40.217717,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:41.142127,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:42.087519,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:43.000131,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:43.938008,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:44.867702,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:45.834984,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:46.769585,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:47.702870,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:48.612975,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:49.509836,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:50.424259,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:51.325233,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:52.218921,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:53.120321,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:54.056891,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:54.983055,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:55.906180,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:56.862410,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:57.774380,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:58.742900,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:51:59.655672,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:52:00.588197,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:52:01.518649,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:52:02.462901,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:52:03.388075,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:52:04.304453,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:52:05.246815,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:52:06.159850,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:52:07.077159,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:52:07.983055,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:52:08.872295,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:52:09.779880,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:52:10.695577,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.4055555555555554)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:52:11.617791,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.44, 2.3722222222222222)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:52:12.555044,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.4, 2.286)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:52:13.489413,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.4, 2.2133333333333334)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:52:14.430907,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.38, 1.9383333333333335)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:52:15.367305,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.38, 1.9383333333333335)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:52:16.299514,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.38, 1.9383333333333335)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:52:17.229405,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.38, 1.9383333333333335)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:52:18.161458,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.38, 1.9383333333333335)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:52:19.117331,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.38, 1.9383333333333335)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
06-01-2023 09:52:20.031551,"(2.9, 230.0, 173.3375)","(7.0, 12.0, 9.466666666666667)","(2.0, 2.38, 1.9383333333333335)","(10.0, 230.0, 175.0)","(15.0, 230.0, 198.64285714285714)","(26.0, 230.0, 175.125)","(17.0, 150.0, 103.5)"
