,Mighty Night,Little Mac,Tah Ash,Nitro Cannon,Brookes Girl,Monos Spirit,Monos Typhoon,Tah Darcy
10-01-2023 11:37:26.481518,"(7.0, 12.5, 10.892857142857142)","(3.7, 7.0, 6.74)","(41.0, 210.0, 85.0)","(2.6, 3.85, 3.4311764705882353)","(3.2, 4.2, 3.4208333333333334)","(13.0, 38.0, 27.25)","(10.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:27.476649,"(7.0, 12.5, 10.892857142857142)","(3.7, 7.0, 6.74)","(41.0, 210.0, 85.0)","(2.6, 3.85, 3.4311764705882353)","(3.2, 4.2, 3.4208333333333334)","(13.0, 38.0, 27.25)","(10.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:28.502726,"(7.0, 12.5, 10.588888888888889)","(3.7, 7.0, 6.74)","(41.0, 210.0, 85.0)","(2.6, 3.85, 3.4311764705882353)","(3.2, 4.2, 3.4208333333333334)","(13.0, 38.0, 27.25)","(10.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:29.531395,"(7.0, 12.5, 10.78)","(3.7, 7.0, 6.74)","(41.0, 210.0, 85.0)","(2.6, 3.85, 3.4311764705882353)","(3.2, 4.2, 3.4208333333333334)","(13.0, 38.0, 27.25)","(10.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:30.530221,"(7.0, 12.5, 10.78)","(3.7, 7.0, 6.74)","(41.0, 210.0, 85.0)","(2.6, 3.85, 3.4311764705882353)","(3.2, 4.2, 3.4208333333333334)","(13.0, 38.0, 27.25)","(10.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:31.560350,"(7.0, 12.5, 10.78)","(3.7, 7.0, 6.74)","(41.0, 210.0, 85.0)","(2.6, 3.85, 3.4311764705882353)","(3.2, 4.2, 3.4208333333333334)","(13.0, 38.0, 27.25)","(10.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:32.540682,"(7.0, 12.5, 10.78)","(3.7, 7.0, 6.74)","(41.0, 210.0, 85.0)","(2.6, 3.85, 3.4311764705882353)","(3.2, 4.2, 3.4208333333333334)","(13.0, 38.0, 27.25)","(10.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:33.538740,"(7.0, 12.5, 10.78)","(3.7, 7.0, 6.74)","(41.0, 210.0, 85.0)","(2.6, 3.85, 3.4050000000000002)","(3.2, 4.2, 3.4208333333333334)","(13.0, 38.0, 27.25)","(10.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:34.540688,"(7.0, 12.5, 10.78)","(3.7, 7.0, 6.74)","(41.0, 210.0, 85.0)","(2.6, 3.85, 3.4050000000000002)","(3.2, 4.2, 3.4208333333333334)","(13.0, 38.0, 27.25)","(10.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:35.517043,"(7.0, 12.5, 10.78)","(3.7, 7.0, 6.74)","(41.0, 210.0, 85.0)","(2.6, 3.85, 3.4050000000000002)","(3.2, 4.2, 3.4208333333333334)","(13.0, 38.0, 27.25)","(10.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:36.496016,"(7.0, 12.5, 10.78)","(3.7, 7.0, 6.74)","(41.0, 210.0, 85.0)","(2.6, 3.85, 3.4050000000000002)","(3.2, 4.2, 3.4208333333333334)","(13.0, 38.0, 23.666666666666668)","(10.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:37.473795,"(7.0, 12.5, 10.78)","(3.7, 7.0, 6.74)","(41.0, 210.0, 90.0)","(2.6, 3.85, 3.4050000000000002)","(3.2, 4.2, 3.4208333333333334)","(13.0, 38.0, 23.666666666666668)","(10.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:38.433858,"(7.0, 12.5, 10.78)","(3.7, 7.0, 6.74)","(41.0, 200.0, 130.0)","(2.6, 3.85, 3.4050000000000002)","(3.2, 4.2, 3.4153846153846157)","(13.0, 38.0, 27.25)","(10.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:39.396686,"(7.0, 12.5, 10.78)","(3.7, 7.0, 6.74)","(41.0, 200.0, 130.0)","(2.6, 3.85, 3.4050000000000002)","(3.2, 4.2, 3.4153846153846157)","(13.0, 38.0, 27.25)","(10.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:40.349492,"(7.0, 12.5, 10.78)","(3.7, 7.0, 6.74)","(41.0, 200.0, 130.0)","(2.6, 3.85, 3.4050000000000002)","(3.2, 4.2, 3.4153846153846157)","(14.0, 38.0, 27.25)","(11.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:41.302844,"(7.0, 12.5, 10.78)","(3.7, 7.0, 6.74)","(41.0, 200.0, 130.0)","(2.6, 3.85, 3.4050000000000002)","(3.2, 4.2, 3.4153846153846157)","(14.0, 34.0, 28.166666666666664)","(11.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:42.274365,"(7.0, 12.5, 10.78)","(3.7, 7.0, 6.74)","(41.0, 200.0, 130.0)","(2.6, 3.8, 3.3899999999999997)","(3.2, 4.2, 3.4153846153846157)","(14.0, 34.0, 28.166666666666664)","(11.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:43.240734,"(7.0, 12.5, 10.78)","(3.7, 7.0, 6.74)","(41.0, 200.0, 130.0)","(2.6, 3.8, 3.3899999999999997)","(3.2, 4.2, 3.4153846153846157)","(14.0, 34.0, 28.166666666666664)","(11.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:44.212484,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 200.0, 130.0)","(2.6, 3.55, 3.2536)","(3.2, 4.2, 3.4153846153846157)","(14.0, 34.0, 28.166666666666664)","(11.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:45.227572,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 200.0, 130.0)","(2.6, 3.5, 3.175)","(3.2, 4.2, 3.4153846153846157)","(14.0, 34.0, 28.166666666666664)","(11.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:46.228878,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 200.0, 130.0)","(2.6, 3.45, 3.413846153846154)","(3.2, 4.2, 3.4153846153846157)","(14.0, 34.0, 28.166666666666664)","(11.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:47.201520,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 200.0, 130.0)","(2.6, 3.45, 3.413846153846154)","(3.2, 4.2, 3.4153846153846157)","(14.0, 34.0, 28.166666666666664)","(11.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:48.186222,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 200.0, 130.0)","(2.6, 3.45, 3.413846153846154)","(3.2, 4.2, 3.4153846153846157)","(14.0, 34.0, 25.25)","(11.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:49.155104,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 200.0, 130.0)","(2.6, 3.45, 3.413846153846154)","(3.2, 4.2, 3.4153846153846157)","(14.0, 34.0, 28.166666666666664)","(11.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:50.129546,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 200.0, 130.0)","(2.6, 3.45, 3.413846153846154)","(3.2, 4.2, 3.4153846153846157)","(14.0, 34.0, 28.166666666666664)","(11.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:51.116222,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 200.0, 130.0)","(2.6, 3.45, 3.413846153846154)","(3.2, 4.2, 3.4153846153846157)","(14.0, 34.0, 28.166666666666664)","(11.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:52.111302,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 200.0, 130.0)","(2.6, 3.45, 3.413846153846154)","(3.2, 4.2, 3.4153846153846157)","(14.0, 34.0, 28.166666666666664)","(11.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:53.052662,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 210.0, 90.0)","(2.6, 3.45, 3.413846153846154)","(3.2, 4.2, 3.4153846153846157)","(14.0, 34.0, 28.166666666666664)","(11.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:54.029360,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 200.0, 130.0)","(2.6, 3.45, 3.413846153846154)","(3.2, 4.2, 3.4107142857142856)","(14.0, 34.0, 28.166666666666664)","(11.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:54.980493,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 200.0, 130.0)","(2.6, 3.45, 3.413846153846154)","(3.2, 4.2, 3.4107142857142856)","(14.0, 34.0, 28.166666666666664)","(11.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:55.954360,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 200.0, 130.0)","(2.6, 3.45, 3.413846153846154)","(3.2, 4.2, 3.4107142857142856)","(14.0, 34.0, 28.166666666666664)","(11.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:56.903341,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 200.0, 130.0)","(2.6, 3.45, 3.413846153846154)","(3.2, 4.2, 3.4107142857142856)","(14.0, 34.0, 28.166666666666664)","(11.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:57.853895,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 200.0, 130.0)","(2.6, 3.45, 3.413846153846154)","(3.2, 4.2, 3.4107142857142856)","(14.0, 34.0, 28.166666666666664)","(11.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:58.786179,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 200.0, 130.0)","(2.6, 3.45, 3.413846153846154)","(3.2, 4.2, 3.4107142857142856)","(14.0, 34.0, 28.166666666666664)","(11.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:37:59.730740,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 200.0, 130.0)","(2.6, 3.45, 3.413846153846154)","(3.2, 4.2, 3.4107142857142856)","(14.0, 34.0, 25.25)","(11.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:38:00.683305,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 200.0, 130.0)","(2.6, 3.45, 3.413846153846154)","(3.2, 4.2, 3.4107142857142856)","(14.0, 34.0, 28.166666666666664)","(11.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:38:01.634374,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 200.0, 130.0)","(2.6, 3.45, 3.413846153846154)","(3.2, 4.2, 3.4107142857142856)","(14.0, 34.0, 28.166666666666664)","(11.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:38:02.568960,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 200.0, 130.0)","(2.6, 3.45, 3.371666666666667)","(3.2, 4.2, 3.4107142857142856)","(14.0, 34.0, 28.166666666666664)","(11.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:38:03.525953,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 190.0, 92.5)","(2.6, 3.45, 3.371666666666667)","(3.2, 4.2, 3.4107142857142856)","(14.0, 34.0, 28.166666666666664)","(11.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:38:04.465165,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 190.0, 76.25)","(2.6, 3.45, 3.371666666666667)","(3.2, 4.2, 3.4107142857142856)","(14.0, 34.0, 28.166666666666664)","(11.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:38:05.427596,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 190.0, 76.25)","(2.6, 3.45, 3.371666666666667)","(3.2, 4.2, 3.4107142857142856)","(14.0, 34.0, 28.166666666666664)","(11.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:38:06.364339,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 190.0, 76.25)","(2.6, 3.45, 3.371666666666667)","(3.2, 4.2, 3.4107142857142856)","(14.0, 34.0, 28.166666666666664)","(11.0, 29.0, 16.142857142857142)","(91.0, 580.0, 238.0)"
10-01-2023 11:38:07.316903,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 190.0, 119.0)","(2.6, 3.45, 3.371666666666667)","(3.2, 4.2, 3.4107142857142856)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:08.286190,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 190.0, 90.6)","(2.6, 3.45, 3.371666666666667)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:09.220391,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 190.0, 88.57142857142857)","(2.6, 3.45, 3.371666666666667)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:10.207090,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 190.0, 88.57142857142857)","(2.6, 3.45, 3.371666666666667)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:11.190254,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 190.0, 88.57142857142857)","(2.6, 3.45, 3.2883333333333336)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:12.185226,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 190.0, 88.57142857142857)","(2.6, 3.35, 3.2883333333333336)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:13.186335,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 190.0, 88.57142857142857)","(2.6, 3.35, 3.2883333333333336)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:14.189981,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 190.0, 88.57142857142857)","(2.6, 3.35, 3.2883333333333336)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:15.186664,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 190.0, 88.57142857142857)","(2.6, 3.35, 3.2883333333333336)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:16.195006,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 190.0, 88.57142857142857)","(2.6, 3.35, 3.2883333333333336)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:17.207290,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 190.0, 88.57142857142857)","(2.6, 3.35, 3.2883333333333336)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:18.183453,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.74)","(41.0, 190.0, 88.57142857142857)","(2.6, 3.35, 3.2883333333333336)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:19.156701,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 6.071428571428571)","(41.0, 190.0, 88.57142857142857)","(2.6, 3.35, 3.2883333333333336)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:20.122584,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 5.631578947368421)","(41.0, 190.0, 88.57142857142857)","(2.6, 3.35, 3.2883333333333336)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:21.097516,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 5.514285714285714)","(41.0, 190.0, 88.57142857142857)","(2.6, 3.35, 3.2883333333333336)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:22.090639,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 5.514285714285714)","(41.0, 190.0, 88.57142857142857)","(2.6, 3.35, 3.2883333333333336)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:23.055557,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 5.514285714285714)","(41.0, 190.0, 88.57142857142857)","(2.6, 3.35, 3.2883333333333336)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:24.040315,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 5.514285714285714)","(41.0, 190.0, 88.57142857142857)","(2.6, 3.35, 3.2883333333333336)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:25.024981,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 5.514285714285714)","(41.0, 190.0, 88.57142857142857)","(2.6, 3.35, 3.2883333333333336)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:25.985901,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 5.514285714285714)","(41.0, 190.0, 88.57142857142857)","(2.6, 3.35, 3.2883333333333336)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:26.964594,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 5.514285714285714)","(41.0, 190.0, 88.57142857142857)","(2.6, 3.35, 3.2883333333333336)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:27.966066,"(7.0, 12.5, 11.235294117647058)","(3.7, 7.0, 5.514285714285714)","(41.0, 190.0, 88.57142857142857)","(2.6, 3.35, 3.2883333333333336)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:28.930731,"(7.0, 12.5, 11.035714285714285)","(3.7, 7.0, 5.514285714285714)","(41.0, 190.0, 80.76923076923077)","(2.6, 3.35, 3.2883333333333336)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:29.935065,"(7.0, 12.5, 11.21875)","(3.7, 7.0, 5.514285714285714)","(41.0, 190.0, 88.57142857142857)","(2.6, 3.35, 3.2883333333333336)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:30.907676,"(7.0, 12.5, 11.21875)","(3.7, 7.0, 5.514285714285714)","(41.0, 190.0, 88.57142857142857)","(2.6, 3.35, 3.2883333333333336)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:31.884701,"(7.0, 12.5, 11.21875)","(3.7, 7.0, 5.514285714285714)","(41.0, 190.0, 88.57142857142857)","(2.6, 3.35, 3.2883333333333336)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:32.854963,"(7.0, 12.5, 11.21875)","(3.7, 7.0, 5.514285714285714)","(41.0, 190.0, 88.57142857142857)","(2.6, 3.35, 3.2883333333333336)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:33.852751,"(7.0, 12.5, 11.21875)","(3.7, 7.0, 5.514285714285714)","(41.0, 190.0, 88.57142857142857)","(2.6, 3.35, 3.2883333333333336)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:34.834381,"(7.0, 12.5, 11.21875)","(3.7, 7.0, 5.514285714285714)","(41.0, 180.0, 153.6)","(2.6, 3.35, 3.2883333333333336)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:35.816739,"(7.0, 12.5, 11.21875)","(3.7, 7.0, 5.514285714285714)","(41.0, 180.0, 153.6)","(2.6, 3.35, 3.2883333333333336)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 15.5)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:36.821858,"(7.0, 12.5, 11.21875)","(3.7, 7.0, 5.514285714285714)","(41.0, 180.0, 153.6)","(2.6, 3.35, 3.2883333333333336)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 20.794117647058822)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:37.810780,"(7.0, 12.5, 11.21875)","(3.7, 7.0, 5.514285714285714)","(41.0, 180.0, 153.6)","(2.6, 3.35, 3.2883333333333336)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 20.38888888888889)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:38.795999,"(7.0, 12.5, 11.21875)","(3.7, 7.0, 5.514285714285714)","(41.0, 180.0, 153.6)","(2.6, 3.35, 3.2883333333333336)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 20.38888888888889)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:39.801822,"(7.0, 12.5, 11.21875)","(3.7, 7.0, 5.514285714285714)","(41.0, 180.0, 163.5)","(2.6, 3.35, 3.1481818181818184)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 20.38888888888889)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:40.766072,"(7.0, 12.5, 11.21875)","(3.7, 7.0, 5.514285714285714)","(41.0, 180.0, 163.5)","(2.6, 3.35, 3.1481818181818184)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 20.38888888888889)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:41.787594,"(7.0, 12.5, 11.21875)","(3.7, 7.0, 5.514285714285714)","(41.0, 180.0, 163.5)","(2.6, 3.35, 3.0888235294117647)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 20.38888888888889)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:42.775678,"(7.0, 12.0, 10.05)","(3.7, 7.0, 5.514285714285714)","(41.0, 180.0, 153.6)","(2.6, 3.35, 3.0888235294117647)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 20.38888888888889)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:43.758431,"(7.0, 12.0, 10.05)","(3.7, 7.0, 5.514285714285714)","(41.0, 180.0, 153.6)","(2.6, 3.35, 3.0888235294117647)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 20.38888888888889)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:44.756023,"(7.0, 12.0, 10.05)","(3.7, 7.0, 5.514285714285714)","(41.0, 180.0, 153.6)","(2.6, 3.35, 3.0888235294117647)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 20.38888888888889)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:45.737989,"(7.0, 12.0, 10.05)","(3.7, 7.0, 5.514285714285714)","(41.0, 180.0, 153.6)","(2.6, 3.35, 3.0888235294117647)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 20.38888888888889)","(91.0, 580.0, 337.5)"
10-01-2023 11:38:46.750458,"(7.0, 12.0, 10.05)","(3.7, 7.0, 5.514285714285714)","(41.0, 180.0, 153.6)","(2.6, 3.35, 3.0888235294117647)","(3.2, 4.2, 3.8225806451612905)","(14.0, 34.0, 32.150000000000006)","(11.0, 29.0, 20.38888888888889)","(91.0, 580.0, 337.5)"
