,Wong Way,Joint Forces,Saturday Vibes,Lady Luna,Wisheart,Bellas In Command,Dream Luv,Heros Choice,Talk Crazy
08-12-2022 14:44:14.215403,"(2.2, 2.54, 2.5354054054054056)","(26.0, 46.0, 45.78947368421053)","(2.2, 2.5, 2.4980782918149464)","(12.0, 14.5, 14.357142857142858)","(31.0, 48.0, 45.46153846153846)","(101.0, 260.0, 227.27272727272728)","(31.0, 50.0, 49.47826086956522)","(21.0, 46.0, 45.294117647058826)","(15.0, 25.0, 24.57894736842105)"
08-12-2022 14:44:15.714660,"(2.2, 2.54, 2.5354054054054056)","(26.0, 46.0, 45.8)","(2.2, 2.52, 2.4980782918149464)","(12.0, 14.5, 14.338842975206612)","(31.0, 48.0, 43.25)","(101.0, 260.0, 228.0)","(31.0, 50.0, 46.333333333333336)","(21.0, 46.0, 43.75)","(15.0, 25.0, 24.57894736842105)"
08-12-2022 14:44:17.267874,"(2.2, 2.54, 2.5354054054054056)","(26.0, 46.0, 45.8)","(2.2, 2.52, 2.4980782918149464)","(12.0, 14.5, 14.338842975206612)","(31.0, 46.0, 43.1764705882353)","(101.0, 240.0, 228.0)","(31.0, 48.0, 46.06060606060606)","(21.0, 44.0, 43.7037037037037)","(15.0, 25.0, 24.57894736842105)"
08-12-2022 14:44:18.756432,"(2.2, 2.54, 2.5354054054054056)","(26.0, 46.0, 45.8)","(2.2, 2.52, 2.50032)","(12.0, 14.5, 14.347457627118644)","(31.0, 46.0, 43.1764705882353)","(101.0, 240.0, 228.0)","(31.0, 48.0, 46.06060606060606)","(21.0, 44.0, 43.44827586206897)","(15.0, 25.0, 24.57894736842105)"
08-12-2022 14:44:20.324120,"(2.2, 2.56, 2.5438095238095237)","(26.0, 46.0, 45.8)","(2.2, 2.52, 2.5030344827586206)","(12.0, 14.5, 14.347457627118644)","(31.0, 46.0, 43.1764705882353)","(101.0, 240.0, 225.0)","(31.0, 48.0, 46.06060606060606)","(21.0, 44.0, 42.857142857142854)","(15.0, 25.0, 24.666666666666668)"
08-12-2022 14:44:21.804138,"(2.2, 2.56, 2.545109489051095)","(26.0, 46.0, 45.8)","(2.2, 2.52, 2.5109090909090908)","(12.0, 14.5, 14.336065573770492)","(31.0, 46.0, 43.76470588235294)","(101.0, 240.0, 225.0)","(31.0, 48.0, 46.06060606060606)","(21.0, 44.0, 42.857142857142854)","(15.0, 25.0, 24.6)"
08-12-2022 14:44:23.482497,"(2.2, 2.56, 2.545109489051095)","(26.0, 46.0, 45.8)","(2.2, 2.52, 2.532929292929293)","(12.0, 14.5, 14.336065573770492)","(31.0, 44.0, 43.42857142857143)","(101.0, 240.0, 225.0)","(31.0, 48.0, 46.06060606060606)","(21.0, 44.0, 42.608695652173914)","(15.0, 25.0, 24.29032258064516)"
08-12-2022 14:44:24.906936,"(2.2, 2.54, 2.5386301369863014)","(26.0, 46.0, 45.8)","(2.2, 2.54, 2.532929292929293)","(12.0, 14.5, 14.336065573770492)","(31.0, 44.0, 43.42857142857143)","(101.0, 240.0, 225.0)","(31.0, 48.0, 46.06060606060606)","(21.0, 44.0, 42.608695652173914)","(15.0, 25.0, 24.29032258064516)"
08-12-2022 14:44:26.316832,"(2.2, 2.54, 2.5386301369863014)","(26.0, 46.0, 45.86666666666667)","(2.2, 2.54, 2.5283333333333333)","(12.0, 14.5, 14.31651376146789)","(31.0, 44.0, 43.42857142857143)","(101.0, 240.0, 225.0)","(31.0, 48.0, 46.06060606060606)","(21.0, 44.0, 42.608695652173914)","(15.0, 25.0, 24.29032258064516)"
08-12-2022 14:44:27.706171,"(2.2, 2.54, 2.535945945945946)","(26.0, 46.0, 45.81818181818182)","(2.2, 2.54, 2.5283333333333333)","(12.0, 14.5, 14.31651376146789)","(31.0, 44.0, 43.42857142857143)","(101.0, 240.0, 225.0)","(31.0, 48.0, 46.06060606060606)","(21.0, 44.0, 42.608695652173914)","(15.0, 25.0, 24.0)"
08-12-2022 14:44:29.139402,"(2.2, 2.54, 2.535945945945946)","(26.0, 48.0, 46.94736842105263)","(2.2, 2.54, 2.5283333333333333)","(12.0, 14.5, 14.31651376146789)","(31.0, 44.0, 43.42857142857143)","(101.0, 240.0, 225.0)","(31.0, 48.0, 46.06060606060606)","(21.0, 44.0, 42.608695652173914)","(15.0, 25.0, 24.0)"
08-12-2022 14:44:30.460914,"(2.2, 2.54, 2.532967032967033)","(26.0, 48.0, 46.666666666666664)","(2.2, 2.54, 2.467682119205298)","(12.0, 14.5, 14.403571428571428)","(31.0, 44.0, 43.42857142857143)","(101.0, 240.0, 225.0)","(31.0, 48.0, 45.41935483870968)","(21.0, 44.0, 42.608695652173914)","(15.0, 25.0, 24.09090909090909)"
08-12-2022 14:44:31.727841,"(2.2, 2.54, 2.5364835164835164)","(26.0, 48.0, 46.5)","(2.2, 2.48, 2.5046808510638296)","(12.0, 14.5, 14.698019801980198)","(31.0, 44.0, 43.42857142857143)","(101.0, 240.0, 225.0)","(31.0, 48.0, 45.41935483870968)","(21.0, 44.0, 42.608695652173914)","(15.0, 25.0, 24.09090909090909)"
08-12-2022 14:44:33.007911,"(2.2, 2.56, 2.551111111111111)","(26.0, 48.0, 46.8)","(2.2, 2.52, 2.498313253012048)","(12.0, 15.0, 14.698019801980198)","(31.0, 44.0, 43.666666666666664)","(101.0, 240.0, 230.0)","(31.0, 48.0, 45.41935483870968)","(21.0, 44.0, 42.608695652173914)","(15.0, 25.0, 24.09090909090909)"
08-12-2022 14:44:34.243755,"(2.2, 2.56, 2.551317829457364)","(26.0, 48.0, 46.8)","(2.2, 2.52, 2.498313253012048)","(12.0, 15.0, 14.712121212121213)","(31.0, 44.0, 43.473684210526315)","(101.0, 240.0, 230.0)","(31.0, 48.0, 45.93939393939394)","(21.0, 44.0, 43.529411764705884)","(15.0, 25.0, 24.09090909090909)"
08-12-2022 14:44:35.535579,"(2.2, 2.56, 2.548888888888889)","(26.0, 48.0, 46.8)","(2.2, 2.5, 2.4859310344827588)","(12.0, 15.0, 14.803448275862069)","(31.0, 44.0, 43.4)","(101.0, 240.0, 230.0)","(31.0, 48.0, 45.93939393939394)","(21.0, 44.0, 43.529411764705884)","(15.0, 25.0, 24.24137931034483)"
08-12-2022 14:44:36.859711,"(2.2, 2.56, 2.5541176470588236)","(26.0, 48.0, 46.8)","(2.2, 2.5, 2.484736842105263)","(12.0, 15.0, 14.803448275862069)","(31.0, 44.0, 43.4)","(101.0, 240.0, 230.0)","(31.0, 48.0, 45.93939393939394)","(21.0, 44.0, 43.529411764705884)","(15.0, 25.0, 24.24137931034483)"
08-12-2022 14:44:38.289217,"(2.2, 2.56, 2.5541176470588236)","(26.0, 48.0, 46.8)","(2.2, 2.5, 2.5118954248366014)","(12.0, 15.0, 14.656626506024097)","(31.0, 44.0, 40.17142857142857)","(101.0, 240.0, 233.33333333333334)","(31.0, 48.0, 46.76923076923077)","(21.0, 44.0, 43.857142857142854)","(15.0, 25.0, 24.24137931034483)"
08-12-2022 14:44:39.683106,"(2.2, 2.56, 2.5519444444444446)","(26.0, 48.0, 45.6)","(2.15, 2.52, 2.493333333333333)","(12.0, 15.0, 14.489583333333334)","(31.0, 42.0, 40.15384615384615)","(101.0, 260.0, 233.33333333333334)","(31.0, 48.0, 46.93333333333333)","(21.0, 46.0, 44.0)","(15.0, 25.0, 24.24137931034483)"
08-12-2022 14:44:41.050907,"(2.2, 2.56, 2.5519444444444446)","(26.0, 48.0, 46.4)","(2.15, 2.5, 2.493333333333333)","(12.0, 14.5, 14.489583333333334)","(31.0, 42.0, 40.15384615384615)","(101.0, 260.0, 233.33333333333334)","(31.0, 48.0, 46.93333333333333)","(21.0, 46.0, 44.0)","(15.0, 25.0, 24.24137931034483)"
08-12-2022 14:44:42.362548,"(2.2, 2.58, 2.5640963855421686)","(26.0, 48.0, 46.4)","(2.15, 2.5, 2.493333333333333)","(12.0, 14.5, 14.489583333333334)","(31.0, 42.0, 40.15384615384615)","(101.0, 260.0, 233.33333333333334)","(31.0, 48.0, 46.93333333333333)","(21.0, 46.0, 44.0)","(15.0, 25.0, 24.24137931034483)"
08-12-2022 14:44:43.594933,"(2.2, 2.58, 2.564651162790698)","(26.0, 48.0, 46.4)","(2.15, 2.5, 2.493333333333333)","(12.0, 14.5, 14.489583333333334)","(31.0, 42.0, 40.15384615384615)","(101.0, 260.0, 242.0)","(31.0, 48.0, 46.93333333333333)","(21.0, 46.0, 43.142857142857146)","(15.0, 25.0, 24.24137931034483)"
08-12-2022 14:44:44.856795,"(2.2, 2.56, 2.5542857142857143)","(26.0, 48.0, 46.4)","(2.15, 2.5, 2.4896103896103896)","(12.0, 14.5, 14.698019801980198)","(31.0, 42.0, 40.142857142857146)","(101.0, 260.0, 242.0)","(31.0, 48.0, 46.93333333333333)","(21.0, 46.0, 43.142857142857146)","(15.0, 25.0, 24.24137931034483)"
08-12-2022 14:44:46.097526,"(2.2, 2.56, 2.5575)","(26.0, 48.0, 46.4)","(2.15, 2.5, 2.4896103896103896)","(12.0, 15.0, 14.684466019417476)","(31.0, 42.0, 38.45454545454545)","(101.0, 260.0, 242.0)","(31.0, 48.0, 46.93333333333333)","(21.0, 46.0, 43.142857142857146)","(15.0, 25.0, 24.607142857142858)"
08-12-2022 14:44:47.333405,"(2.2, 2.56, 2.5548936170212766)","(26.0, 48.0, 44.666666666666664)","(2.15, 2.5, 2.495833333333333)","(12.0, 15.0, 14.567796610169491)","(31.0, 42.0, 38.53333333333333)","(101.0, 260.0, 245.0)","(31.0, 48.0, 47.05882352941177)","(21.0, 46.0, 43.142857142857146)","(15.0, 25.0, 24.607142857142858)"
08-12-2022 14:44:48.515077,"(2.2, 2.56, 2.556756756756757)","(26.0, 46.0, 44.666666666666664)","(2.2, 2.5, 2.4809756097560975)","(12.0, 15.0, 14.643939393939394)","(31.0, 42.0, 38.340425531914896)","(101.0, 270.0, 245.0)","(31.0, 48.0, 46.666666666666664)","(21.0, 46.0, 43.77777777777778)","(15.0, 25.0, 24.266666666666666)"
08-12-2022 14:44:49.696175,"(2.2, 2.6, 2.598110749185668)","(26.0, 46.0, 42.666666666666664)","(2.2, 2.5, 2.4809756097560975)","(12.0, 15.0, 14.67142857142857)","(31.0, 42.0, 38.340425531914896)","(101.0, 260.0, 245.0)","(31.0, 48.0, 46.666666666666664)","(21.0, 46.0, 43.77777777777778)","(15.0, 25.0, 24.266666666666666)"
08-12-2022 14:44:50.937466,"(2.2, 2.6, 2.5994405594405596)","(26.0, 44.0, 40.666666666666664)","(2.2, 2.48, 2.4709677419354836)","(12.0, 15.0, 14.738636363636363)","(31.0, 42.0, 38.36363636363637)","(101.0, 260.0, 240.9090909090909)","(31.0, 48.0, 46.666666666666664)","(21.0, 46.0, 43.77777777777778)","(15.0, 25.0, 24.266666666666666)"
08-12-2022 14:44:52.139985,"(2.2, 2.6, 2.596220472440945)","(26.0, 44.0, 40.92307692307692)","(2.2, 2.48, 2.47710843373494)","(12.0, 15.0, 14.738636363636363)","(31.0, 42.0, 38.8)","(101.0, 270.0, 240.9090909090909)","(31.0, 48.0, 46.666666666666664)","(21.0, 46.0, 44.13333333333333)","(15.0, 25.0, 24.266666666666666)"
08-12-2022 14:44:53.373112,"(2.2, 2.6, 2.5961904761904764)","(26.0, 44.0, 40.92307692307692)","(2.2, 2.48, 2.479722222222222)","(12.0, 15.0, 14.738636363636363)","(31.0, 40.0, 38.8)","(101.0, 270.0, 240.9090909090909)","(31.0, 48.0, 46.666666666666664)","(21.0, 46.0, 43.77777777777778)","(15.0, 25.0, 24.266666666666666)"
08-12-2022 14:44:54.674300,"(2.2, 2.6, 2.5961290322580646)","(26.0, 44.0, 40.92307692307692)","(2.15, 2.48, 2.479722222222222)","(12.0, 15.0, 14.738636363636363)","(31.0, 40.0, 38.8)","(101.0, 270.0, 240.9090909090909)","(31.0, 48.0, 47.05882352941177)","(21.0, 46.0, 43.77777777777778)","(15.0, 25.0, 24.266666666666666)"
08-12-2022 14:44:55.905545,"(2.2, 2.6, 2.5961290322580646)","(26.0, 42.0, 40.666666666666664)","(2.15, 2.48, 2.458127659574468)","(12.0, 15.0, 14.738636363636363)","(31.0, 40.0, 38.8)","(101.0, 270.0, 240.9090909090909)","(31.0, 48.0, 47.05882352941177)","(21.0, 46.0, 43.77777777777778)","(15.0, 25.0, 24.266666666666666)"
08-12-2022 14:44:57.048353,"(2.2, 2.62, 2.6156521739130434)","(26.0, 42.0, 40.857142857142854)","(2.15, 2.46, 2.458127659574468)","(12.0, 15.0, 14.738636363636363)","(31.0, 40.0, 38.8)","(101.0, 270.0, 240.9090909090909)","(31.0, 48.0, 47.05882352941177)","(21.0, 46.0, 43.77777777777778)","(15.0, 25.0, 24.266666666666666)"
08-12-2022 14:44:58.273723,"(2.2, 2.64, 2.624)","(26.0, 42.0, 40.857142857142854)","(2.15, 2.46, 2.457703349282297)","(12.0, 15.0, 14.738636363636363)","(31.0, 40.0, 38.57142857142857)","(101.0, 270.0, 240.9090909090909)","(31.0, 48.0, 47.111111111111114)","(21.0, 46.0, 43.77777777777778)","(15.0, 25.0, 24.42105263157895)"
08-12-2022 14:44:59.416983,"(2.2, 2.64, 2.623950617283951)","(26.0, 42.0, 40.857142857142854)","(2.15, 2.44, 2.436378418329638)","(12.0, 15.0, 14.783783783783784)","(31.0, 40.0, 38.57142857142857)","(101.0, 270.0, 243.33333333333334)","(31.0, 48.0, 47.111111111111114)","(21.0, 46.0, 43.77777777777778)","(15.0, 25.0, 24.42105263157895)"
08-12-2022 14:45:00.642333,"(2.2, 2.64, 2.623950617283951)","(26.0, 42.0, 40.857142857142854)","(2.15, 2.44, 2.436462093862816)","(12.0, 15.0, 14.724137931034482)","(31.0, 40.0, 38.57142857142857)","(101.0, 270.0, 240.9090909090909)","(31.0, 48.0, 47.111111111111114)","(21.0, 46.0, 43.77777777777778)","(15.0, 25.0, 24.42105263157895)"
08-12-2022 14:45:01.891220,"(2.2, 2.64, 2.611904761904762)","(26.0, 42.0, 40.666666666666664)","(2.15, 2.44, 2.453643410852713)","(12.0, 15.0, 14.830708661417322)","(31.0, 40.0, 39.07692307692308)","(101.0, 270.0, 240.9090909090909)","(31.0, 48.0, 47.724137931034484)","(21.0, 46.0, 44.8235294117647)","(15.0, 25.0, 24.391304347826086)"
08-12-2022 14:45:03.105331,"(2.2, 2.6, 2.5951923076923076)","(26.0, 42.0, 40.666666666666664)","(2.15, 2.46, 2.468235294117647)","(12.0, 15.0, 14.830708661417322)","(31.0, 40.0, 39.07692307692308)","(101.0, 270.0, 240.9090909090909)","(31.0, 50.0, 47.724137931034484)","(21.0, 46.0, 44.72727272727273)","(15.0, 26.0, 24.391304347826086)"
08-12-2022 14:45:04.269226,"(2.2, 2.6, 2.5917903930131003)","(26.0, 42.0, 40.666666666666664)","(2.15, 2.48, 2.468235294117647)","(12.0, 15.0, 14.830708661417322)","(31.0, 40.0, 36.212765957446805)","(101.0, 270.0, 202.06896551724137)","(31.0, 50.0, 41.2)","(21.0, 46.0, 42.666666666666664)","(15.0, 26.0, 24.644444444444446)"
08-12-2022 14:45:05.484026,"(2.2, 2.6, 2.5944444444444446)","(26.0, 42.0, 40.125)","(2.15, 2.52, 2.5030379746835445)","(12.0, 14.5, 14.460829493087557)","(31.0, 38.0, 36.023529411764706)","(101.0, 210.0, 202.06896551724137)","(31.0, 42.0, 42.36363636363636)","(21.0, 44.0, 42.666666666666664)","(15.0, 25.0, 24.608695652173914)"
08-12-2022 14:45:06.755375,"(2.2, 2.6, 2.5926415094339625)","(26.0, 42.0, 40.125)","(2.15, 2.52, 2.5030379746835445)","(12.0, 14.5, 14.460829493087557)","(31.0, 38.0, 36.023529411764706)","(101.0, 210.0, 162.0)","(31.0, 44.0, 41.75)","(21.0, 44.0, 41.77777777777778)","(15.0, 25.0, 24.666666666666668)"
08-12-2022 14:45:07.957478,"(2.2, 2.6, 2.5926415094339625)","(26.0, 42.0, 40.30769230769231)","(2.15, 2.52, 2.5056818181818183)","(12.0, 14.5, 14.459905660377359)","(31.0, 38.0, 36.023529411764706)","(101.0, 210.0, 185.0)","(31.0, 44.0, 41.75)","(21.0, 44.0, 41.23076923076923)","(15.0, 25.0, 23.9)"
08-12-2022 14:45:09.182258,"(2.2, 2.6, 2.595402298850575)","(26.0, 42.0, 40.57142857142857)","(2.15, 2.52, 2.5128125)","(12.0, 14.5, 14.459905660377359)","(31.0, 38.0, 36.023529411764706)","(101.0, 200.0, 185.0)","(31.0, 44.0, 41.42857142857143)","(21.0, 44.0, 41.23076923076923)","(15.0, 24.0, 23.9)"
08-12-2022 14:45:10.483523,"(2.2, 2.6, 2.595402298850575)","(26.0, 42.0, 40.57142857142857)","(2.15, 2.52, 2.5354098360655737)","(12.0, 14.5, 14.679442508710801)","(31.0, 38.0, 35.95454545454545)","(101.0, 190.0, 185.0)","(31.0, 44.0, 41.42857142857143)","(26.0, 44.0, 41.77777777777778)","(15.0, 24.0, 24.666666666666668)"
08-12-2022 14:45:11.686419,"(2.2, 2.58, 2.5608333333333335)","(26.0, 42.0, 40.57142857142857)","(2.15, 2.54, 2.5354098360655737)","(12.0, 15.0, 14.679442508710801)","(31.0, 38.0, 35.95454545454545)","(101.0, 190.0, 185.0)","(31.0, 44.0, 41.42857142857143)","(26.0, 44.0, 41.77777777777778)","(15.0, 25.0, 24.666666666666668)"
08-12-2022 14:45:13.028226,"(2.2, 2.58, 2.555421686746988)","(26.0, 42.0, 40.57142857142857)","(2.15, 2.54, 2.5380000000000003)","(12.0, 15.0, 14.777408637873755)","(31.0, 38.0, 36.125)","(101.0, 190.0, 153.33333333333334)","(31.0, 44.0, 43.0)","(26.0, 44.0, 41.23076923076923)","(15.0, 25.0, 24.608695652173914)"
08-12-2022 14:45:14.411418,"(2.2, 2.54, 2.532568306010929)","(26.0, 42.0, 40.57142857142857)","(2.15, 2.58, 2.5797169811320755)","(12.0, 15.0, 14.80754716981132)","(31.0, 38.0, 36.13333333333333)","(101.0, 180.0, 167.3684210526316)","(31.0, 44.0, 43.0)","(26.0, 44.0, 41.23076923076923)","(15.0, 25.0, 24.345454545454544)"
08-12-2022 14:45:15.687949,"(2.2, 2.54, 2.5210909090909093)","(26.0, 42.0, 41.333333333333336)","(2.15, 2.6, 2.5933067729083668)","(12.0, 15.0, 14.80754716981132)","(31.0, 38.0, 36.13333333333333)","(101.0, 180.0, 167.3684210526316)","(31.0, 44.0, 43.0)","(26.0, 44.0, 41.23076923076923)","(15.0, 25.0, 24.345454545454544)"
08-12-2022 14:45:16.917372,"(2.2, 2.52, 2.517005988023952)","(26.0, 44.0, 43.09090909090909)","(2.15, 2.6, 2.585977011494253)","(12.0, 15.0, 14.843076923076923)","(31.0, 38.0, 36.130434782608695)","(101.0, 190.0, 167.14285714285714)","(31.0, 44.0, 43.0)","(21.0, 44.0, 42.0)","(15.0, 25.0, 24.345454545454544)"
08-12-2022 14:45:18.124856,"(2.2, 2.52, 2.5105172413793104)","(26.0, 44.0, 43.09090909090909)","(2.15, 2.6, 2.5871578947368423)","(12.0, 15.0, 14.843076923076923)","(31.0, 38.0, 36.130434782608695)","(101.0, 180.0, 163.84615384615384)","(31.0, 44.0, 43.0)","(21.0, 44.0, 42.57142857142857)","(15.0, 25.0, 24.142857142857142)"
08-12-2022 14:45:19.280334,"(2.2, 2.52, 2.5054245283018868)","(26.0, 42.0, 40.57142857142857)","(2.15, 2.6, 2.5871578947368423)","(12.0, 15.0, 14.847887323943661)","(31.0, 38.0, 36.130434782608695)","(101.0, 180.0, 163.84615384615384)","(31.0, 44.0, 43.0)","(21.0, 44.0, 42.75)","(15.0, 25.0, 24.142857142857142)"
08-12-2022 14:45:20.505538,"(2.2, 2.5, 2.486326530612245)","(26.0, 42.0, 40.57142857142857)","(2.15, 2.64, 2.632905027932961)","(12.0, 15.0, 14.847887323943661)","(31.0, 38.0, 36.130434782608695)","(101.0, 180.0, 163.84615384615384)","(31.0, 44.0, 43.0)","(21.0, 44.0, 42.75)","(15.0, 25.0, 24.142857142857142)"
08-12-2022 14:45:21.832122,"(2.2, 2.5, 2.4851111111111113)","(26.0, 42.0, 40.8)","(2.15, 2.64, 2.6388617886178865)","(12.0, 15.0, 14.836158192090396)","(31.0, 38.0, 36.130434782608695)","(101.0, 180.0, 163.84615384615384)","(31.0, 44.0, 41.25)","(21.0, 44.0, 42.2)","(15.0, 25.0, 26.3)"
08-12-2022 14:45:23.054786,"(2.2, 2.48, 2.4725)","(26.0, 42.0, 41.0)","(2.15, 2.66, 2.631764705882353)","(12.0, 15.0, 14.787798408488063)","(31.0, 38.0, 36.130434782608695)","(101.0, 180.0, 156.66666666666666)","(31.0, 44.0, 41.25)","(21.0, 44.0, 42.2)","(15.0, 27.0, 26.23076923076923)"
08-12-2022 14:45:24.452495,"(2.2, 2.48, 2.4746835443037973)","(26.0, 42.0, 41.0)","(2.15, 2.64, 2.6336986301369865)","(12.0, 15.0, 14.48371335504886)","(31.0, 38.0, 35.822784810126585)","(101.0, 170.0, 153.33333333333334)","(31.0, 44.0, 40.857142857142854)","(21.0, 44.0, 42.2)","(15.0, 27.0, 26.3)"
08-12-2022 14:45:25.588082,"(2.2, 2.5, 2.4975862068965515)","(26.0, 42.0, 41.0)","(2.15, 2.62, 2.6128125)","(12.0, 14.5, 14.498322147651006)","(31.0, 38.0, 35.951219512195124)","(101.0, 170.0, 152.5)","(31.0, 44.0, 40.857142857142854)","(21.0, 44.0, 42.31578947368421)","(15.0, 27.0, 26.3)"
08-12-2022 14:45:26.776248,"(2.2, 2.52, 2.491027027027027)","(26.0, 46.0, 44.333333333333336)","(2.15, 2.6, 2.5961344537815125)","(12.0, 14.5, 14.498322147651006)","(31.0, 38.0, 35.951219512195124)","(101.0, 160.0, 136.42857142857142)","(31.0, 44.0, 40.857142857142854)","(21.0, 44.0, 42.31578947368421)","(16.0, 27.0, 26.3)"
08-12-2022 14:45:28.032927,"(2.2, 2.52, 2.4957635467980297)","(26.0, 46.0, 43.86666666666667)","(2.15, 2.6, 2.5966176470588236)","(12.0, 14.5, 14.697058823529412)","(31.0, 38.0, 33.81818181818182)","(101.0, 160.0, 139.41176470588235)","(31.0, 44.0, 39.55555555555556)","(21.0, 44.0, 41.89473684210526)","(16.0, 27.0, 26.3)"
08-12-2022 14:45:29.275744,"(2.2, 2.52, 2.503931623931624)","(26.0, 46.0, 43.86666666666667)","(2.15, 2.62, 2.6134939759036144)","(12.0, 15.0, 14.451178451178452)","(31.0, 34.0, 35.27272727272727)","(101.0, 150.0, 135.71428571428572)","(31.0, 40.0, 41.0)","(21.0, 44.0, 41.89473684210526)","(16.0, 27.0, 26.272727272727273)"
08-12-2022 14:45:30.365118,"(2.2, 2.52, 2.506277372262774)","(26.0, 46.0, 43.86666666666667)","(2.15, 2.62, 2.614087591240876)","(12.0, 14.5, 14.451178451178452)","(31.0, 36.0, 35.27272727272727)","(101.0, 140.0, 133.75)","(31.0, 44.0, 40.526315789473685)","(21.0, 44.0, 41.142857142857146)","(16.0, 27.0, 26.272727272727273)"
08-12-2022 14:45:31.495921,"(2.2, 2.48, 2.465910290237467)","(26.0, 46.0, 44.0)","(2.15, 2.62, 2.6128275862068966)","(12.0, 14.5, 14.522321428571429)","(31.0, 36.0, 34.032786885245905)","(101.0, 140.0, 133.75)","(31.0, 44.0, 40.526315789473685)","(21.0, 42.0, 41.25)","(16.0, 27.0, 26.25)"
08-12-2022 14:45:32.616990,"(2.2, 2.48, 2.465497382198953)","(26.0, 46.0, 44.25)","(2.15, 2.64, 2.633953488372093)","(12.0, 15.0, 14.522321428571429)","(31.0, 36.0, 34.032786885245905)","(101.0, 140.0, 124.0)","(31.0, 44.0, 40.61538461538461)","(21.0, 42.0, 41.4)","(16.0, 27.0, 26.4375)"
08-12-2022 14:45:33.756051,"(2.2, 2.48, 2.465234899328859)","(26.0, 46.0, 44.25)","(2.15, 2.64, 2.633571428571429)","(12.0, 15.0, 14.522321428571429)","(31.0, 36.0, 33.984)","(101.0, 130.0, 124.0)","(31.0, 44.0, 40.61538461538461)","(21.0, 42.0, 41.4)","(16.0, 27.0, 26.4375)"
08-12-2022 14:45:34.896517,"(2.2, 2.48, 2.465234899328859)","(26.0, 46.0, 44.25)","(2.15, 2.64, 2.6294827586206897)","(12.0, 15.0, 14.522321428571429)","(31.0, 36.0, 33.984)","(101.0, 130.0, 125.71428571428571)","(31.0, 44.0, 40.61538461538461)","(21.0, 42.0, 41.4)","(16.0, 27.0, 26.4375)"
08-12-2022 14:45:36.042252,"(2.2, 2.48, 2.461223709369025)","(26.0, 46.0, 44.25)","(2.15, 2.66, 2.635081967213115)","(12.0, 15.0, 14.529411764705882)","(31.0, 36.0, 33.984)","(101.0, 140.0, 124.0)","(31.0, 44.0, 40.61538461538461)","(21.0, 42.0, 41.4)","(16.0, 27.0, 26.4375)"
08-12-2022 14:45:37.214313,"(2.2, 2.46, 2.444722222222222)","(26.0, 46.0, 44.25)","(2.15, 2.66, 2.646842105263158)","(12.0, 15.0, 14.727611940298507)","(31.0, 36.0, 33.23076923076923)","(101.0, 130.0, 122.5)","(31.0, 44.0, 40.61538461538461)","(21.0, 42.0, 41.4)","(16.0, 27.0, 26.4375)"
08-12-2022 14:45:38.456781,"(2.2, 2.46, 2.445074626865672)","(26.0, 48.0, 46.90909090909091)","(2.25, 2.66, 2.646190476190476)","(12.0, 15.0, 14.722627737226277)","(26.0, 36.0, 33.21739130434783)","(101.0, 130.0, 122.0)","(31.0, 44.0, 40.61538461538461)","(21.0, 42.0, 41.4)","(16.0, 27.0, 26.4375)"
08-12-2022 14:45:39.673802,"(2.2, 2.46, 2.444927536231884)","(26.0, 48.0, 46.588235294117645)","(2.25, 2.66, 2.6477894736842105)","(12.0, 15.0, 14.722627737226277)","(26.0, 36.0, 33.629629629629626)","(101.0, 140.0, 125.71428571428571)","(31.0, 44.0, 40.61538461538461)","(21.0, 42.0, 41.4)","(16.0, 27.0, 26.5)"
08-12-2022 14:45:40.885809,"(2.2, 2.44, 2.4299999999999997)","(26.0, 46.0, 44.666666666666664)","(2.25, 2.7, 2.692972972972973)","(12.0, 15.0, 14.705426356589147)","(26.0, 36.0, 33.795918367346935)","(101.0, 130.0, 128.88888888888889)","(31.0, 44.0, 40.61538461538461)","(21.0, 42.0, 40.608695652173914)","(16.0, 27.0, 26.5)"
08-12-2022 14:45:42.377873,"(2.2, 2.44, 2.4285)","(26.0, 46.0, 44.666666666666664)","(2.25, 2.7, 2.691707317073171)","(12.0, 15.0, 14.708661417322835)","(26.0, 34.0, 33.67619047619048)","(101.0, 140.0, 128.88888888888889)","(31.0, 44.0, 40.61538461538461)","(21.0, 42.0, 40.22222222222222)","(16.0, 27.0, 26.727272727272727)"
08-12-2022 14:45:43.771179,"(2.2, 2.42, 2.4183240223463685)","(26.0, 46.0, 44.333333333333336)","(2.25, 2.7, 2.690689655172414)","(12.0, 15.0, 14.790960451977401)","(26.0, 36.0, 33.629629629629626)","(101.0, 140.0, 125.0)","(31.0, 44.0, 40.61538461538461)","(21.0, 42.0, 39.55555555555556)","(16.0, 28.0, 26.64)"
08-12-2022 14:45:44.984969,"(2.2, 2.42, 2.418192771084337)","(26.0, 46.0, 44.333333333333336)","(2.25, 2.7, 2.690689655172414)","(12.0, 15.0, 14.915929203539823)","(26.0, 36.0, 33.629629629629626)","(101.0, 130.0, 125.0)","(31.0, 44.0, 40.61538461538461)","(21.0, 42.0, 39.55555555555556)","(16.0, 28.0, 27.09090909090909)"
