,Eight Gifts,Nick The Quick,Dashing Daph,Ferocious Barbie,River Raging,Velocity Lara
07-12-2022 18:50:06.022865,"(6.0, 9.8, 6.155555555555556)","(1.7, 2.1, 1.9027272727272728)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 6.285714285714286)","(17.0, 65.0, 46.964285714285715)","(4.2, 6.6, 6.225)"
07-12-2022 18:50:07.507725,"(6.0, 9.6, 6.814285714285714)","(1.7, 2.08, 1.84875)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 6.285714285714286)","(17.0, 65.0, 46.964285714285715)","(4.2, 6.6, 6.225)"
07-12-2022 18:50:08.861719,"(6.0, 9.6, 6.285714285714286)","(1.7, 2.08, 1.788)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 5.6421052631578945)","(17.0, 65.0, 36.94444444444444)","(4.2, 6.6, 6.225)"
07-12-2022 18:50:10.227721,"(6.0, 9.8, 6.285714285714286)","(1.7, 2.1, 1.788)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.4, 5.6421052631578945)","(17.0, 65.0, 36.94444444444444)","(4.2, 6.6, 6.225)"
07-12-2022 18:50:11.598506,"(6.0, 9.8, 6.285714285714286)","(1.7, 2.1, 1.788)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.4, 6.3428571428571425)","(17.0, 65.0, 40.0)","(4.2, 6.6, 7.285714285714286)"
07-12-2022 18:50:12.777157,"(6.0, 9.8, 6.285714285714286)","(1.7, 2.08, 1.84875)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 6.3428571428571425)","(17.0, 65.0, 40.0)","(4.2, 9.0, 7.055555555555555)"
07-12-2022 18:50:14.054703,"(6.0, 9.8, 6.285714285714286)","(1.7, 2.08, 1.788)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 5.6421052631578945)","(17.0, 65.0, 22.916666666666664)","(4.2, 9.0, 7.407692307692308)"
07-12-2022 18:50:15.460914,"(6.0, 9.8, 6.285714285714286)","(1.7, 2.1, 1.788)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.4, 5.527777777777778)","(17.0, 65.0, 22.916666666666664)","(4.2, 8.6, 7.407692307692308)"
07-12-2022 18:50:16.715180,"(6.0, 9.8, 6.285714285714286)","(1.7, 2.1, 1.84875)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.4, 5.949999999999999)","(17.0, 65.0, 33.75)","(4.2, 8.6, 7.407692307692308)"
07-12-2022 18:50:18.068442,"(6.0, 9.8, 6.285714285714286)","(1.7, 2.08, 1.84875)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 5.949999999999999)","(17.0, 65.0, 33.75)","(4.2, 8.6, 7.236363636363636)"
07-12-2022 18:50:19.215959,"(6.0, 9.8, 6.285714285714286)","(1.7, 2.08, 1.84875)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 5.527777777777778)","(17.0, 65.0, 33.75)","(4.2, 8.6, 7.236363636363636)"
07-12-2022 18:50:20.815428,"(6.0, 9.8, 6.285714285714286)","(1.7, 2.1, 1.788)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.4, 5.527777777777778)","(17.0, 65.0, 33.75)","(4.2, 8.6, 7.236363636363636)"
07-12-2022 18:50:22.075420,"(6.0, 9.8, 6.285714285714286)","(1.7, 2.1, 1.7953846153846154)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.4, 5.527777777777778)","(17.0, 65.0, 40.25)","(4.2, 8.6, 6.5600000000000005)"
07-12-2022 18:50:23.697905,"(6.0, 9.8, 6.285714285714286)","(1.7, 2.08, 1.7953846153846154)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.4, 5.527777777777778)","(17.0, 65.0, 40.25)","(4.2, 7.2, 6.5600000000000005)"
07-12-2022 18:50:24.929982,"(6.0, 9.8, 6.285714285714286)","(1.7, 2.08, 1.7953846153846154)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.4, 5.6)","(17.0, 65.0, 22.916666666666664)","(4.2, 7.2, 5.933333333333334)"
07-12-2022 18:50:26.157342,"(6.0, 9.8, 6.285714285714286)","(1.7, 2.08, 1.788)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 5.6)","(17.0, 65.0, 22.916666666666664)","(4.2, 7.2, 5.266666666666667)"
07-12-2022 18:50:27.392527,"(6.0, 10.0, 7.133333333333334)","(1.7, 2.1, 1.788)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 5.6)","(17.0, 65.0, 33.75)","(4.2, 7.2, 5.266666666666667)"
07-12-2022 18:50:28.721479,"(6.0, 10.0, 7.133333333333334)","(1.7, 2.1, 1.8266666666666667)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 5.6)","(17.0, 65.0, 33.75)","(4.2, 7.2, 5.266666666666667)"
07-12-2022 18:50:30.112213,"(6.0, 10.0, 7.133333333333334)","(1.7, 2.1, 1.9027272727272728)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 5.6)","(17.0, 65.0, 33.75)","(4.2, 7.2, 5.266666666666667)"
07-12-2022 18:50:31.536332,"(6.0, 10.0, 7.133333333333334)","(1.7, 2.08, 1.83625)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 5.6)","(17.0, 65.0, 33.75)","(4.2, 7.2, 5.266666666666667)"
07-12-2022 18:50:32.813527,"(6.0, 10.0, 7.133333333333334)","(1.7, 2.08, 1.9027272727272728)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 5.6)","(17.0, 65.0, 40.25)","(4.2, 7.2, 5.266666666666667)"
07-12-2022 18:50:34.181673,"(6.0, 10.0, 7.133333333333334)","(1.7, 2.08, 1.8)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 5.6)","(17.0, 65.0, 40.25)","(4.2, 7.2, 5.266666666666667)"
07-12-2022 18:50:35.379379,"(6.0, 10.0, 7.133333333333334)","(1.7, 2.1, 1.788)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 5.6)","(17.0, 65.0, 22.916666666666664)","(4.2, 7.2, 6.428571428571429)"
07-12-2022 18:50:36.642480,"(6.0, 10.0, 7.133333333333334)","(1.7, 2.1, 1.84875)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 5.6)","(17.0, 65.0, 22.916666666666664)","(4.2, 7.2, 6.428571428571429)"
07-12-2022 18:50:37.889300,"(6.0, 10.0, 7.133333333333334)","(1.7, 2.08, 1.84875)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 5.6)","(17.0, 65.0, 33.75)","(4.2, 7.2, 6.428571428571429)"
07-12-2022 18:50:39.020798,"(6.0, 10.0, 7.133333333333334)","(1.7, 2.08, 1.7953846153846154)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 5.6)","(17.0, 65.0, 33.75)","(4.2, 7.2, 6.428571428571429)"
07-12-2022 18:50:40.137472,"(6.0, 10.0, 7.133333333333334)","(1.7, 2.08, 1.788)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 5.6)","(17.0, 65.0, 33.75)","(4.2, 7.2, 6.428571428571429)"
07-12-2022 18:50:41.495447,"(6.0, 10.0, 7.133333333333334)","(1.7, 2.1, 1.84875)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 5.6)","(17.0, 65.0, 40.25)","(4.2, 7.2, 6.428571428571429)"
07-12-2022 18:50:42.714515,"(6.0, 10.0, 7.133333333333334)","(1.7, 2.08, 1.84875)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 5.6)","(17.0, 65.0, 40.25)","(4.2, 7.2, 6.428571428571429)"
07-12-2022 18:50:44.027580,"(6.0, 10.0, 7.133333333333334)","(1.7, 2.08, 1.788)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 5.942857142857143)","(17.0, 65.0, 22.916666666666664)","(4.2, 7.2, 6.428571428571429)"
07-12-2022 18:50:45.319809,"(6.0, 10.0, 7.133333333333334)","(1.7, 2.1, 1.7485714285714284)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 5.942857142857143)","(17.0, 65.0, 22.916666666666664)","(4.2, 7.2, 6.428571428571429)"
07-12-2022 18:50:46.987728,"(6.0, 10.0, 7.133333333333334)","(1.7, 2.1, 1.698)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 6.9411764705882355)","(17.0, 65.0, 33.75)","(4.2, 7.2, 6.266666666666667)"
07-12-2022 18:50:48.224895,"(6.0, 10.0, 7.6000000000000005)","(1.7, 1.75, 1.698)","(31.0, 130.0, 66.25)","(5.0, 9.2, 7.5)","(17.0, 65.0, 37.22222222222222)","(4.2, 7.2, 6.2)"
07-12-2022 18:50:49.661957,"(6.0, 9.8, 8.100000000000001)","(1.7, 1.75, 1.6929268292682926)","(31.0, 130.0, 66.25)","(5.0, 9.0, 7.5)","(17.0, 65.0, 37.22222222222222)","(4.2, 7.2, 6.2)"
07-12-2022 18:50:50.891826,"(6.0, 9.8, 8.100000000000001)","(1.7, 1.75, 1.6929268292682926)","(31.0, 130.0, 66.25)","(5.0, 9.0, 7.5)","(17.0, 65.0, 37.22222222222222)","(4.2, 7.2, 6.2)"
07-12-2022 18:50:52.026675,"(6.0, 9.8, 8.100000000000001)","(1.7, 1.75, 1.6929268292682926)","(31.0, 130.0, 66.25)","(5.0, 9.0, 7.0)","(17.0, 65.0, 37.22222222222222)","(4.2, 7.2, 6.2)"
07-12-2022 18:50:53.128216,"(6.0, 9.8, 7.533333333333333)","(1.7, 1.75, 1.6757142857142857)","(31.0, 130.0, 66.25)","(5.0, 9.0, 7.6000000000000005)","(17.0, 65.0, 24.583333333333336)","(4.2, 7.2, 6.2)"
07-12-2022 18:50:54.289000,"(6.0, 9.6, 8.2)","(1.7, 1.75, 1.6757142857142857)","(31.0, 130.0, 66.25)","(5.0, 8.8, 7.6000000000000005)","(17.0, 65.0, 24.583333333333336)","(4.2, 7.0, 6.2)"
07-12-2022 18:50:55.447876,"(6.0, 9.6, 8.2)","(1.7, 1.75, 1.6757142857142857)","(31.0, 130.0, 66.25)","(5.0, 8.8, 7.6000000000000005)","(17.0, 65.0, 24.583333333333336)","(4.2, 7.0, 6.2)"
07-12-2022 18:50:56.632352,"(6.0, 9.6, 8.2)","(1.7, 1.75, 1.702)","(31.0, 130.0, 66.25)","(5.0, 8.8, 6.457142857142857)","(17.0, 65.0, 36.66666666666667)","(4.2, 7.0, 6.0)"
07-12-2022 18:50:57.781599,"(6.0, 10.5, 7.033333333333333)","(1.7, 1.75, 1.702)","(31.0, 130.0, 66.25)","(5.0, 9.2, 7.6)","(17.0, 65.0, 28.92857142857143)","(4.2, 7.0, 6.1)"
07-12-2022 18:50:58.922674,"(6.0, 10.0, 8.3)","(1.7, 1.75, 1.7041176470588235)","(31.0, 130.0, 66.25)","(5.0, 9.0, 7.6)","(17.0, 65.0, 28.92857142857143)","(4.2, 7.0, 6.1)"
07-12-2022 18:51:00.042645,"(6.0, 10.0, 8.3)","(1.7, 1.75, 1.7041176470588235)","(31.0, 130.0, 66.25)","(5.0, 9.0, 7.6)","(17.0, 65.0, 28.92857142857143)","(4.2, 7.0, 6.1)"
07-12-2022 18:51:01.240442,"(6.0, 10.0, 8.3)","(1.7, 1.75, 1.7041176470588235)","(31.0, 130.0, 66.25)","(5.0, 9.0, 7.7)","(17.0, 65.0, 24.583333333333336)","(4.2, 7.0, 6.433333333333334)"
07-12-2022 18:51:02.477126,"(6.0, 9.4, 7.3999999999999995)","(1.7, 1.75, 1.7041176470588235)","(31.0, 130.0, 66.25)","(5.0, 9.0, 8.120000000000001)","(17.0, 65.0, 26.666666666666668)","(4.2, 7.0, 5.877777777777777)"
07-12-2022 18:51:03.692029,"(6.0, 9.4, 7.9)","(1.7, 1.75, 1.7041176470588235)","(31.0, 130.0, 66.25)","(5.0, 9.0, 8.120000000000001)","(17.0, 65.0, 26.666666666666668)","(4.2, 6.6, 5.877777777777777)"
07-12-2022 18:51:04.870090,"(6.0, 9.4, 7.9)","(1.7, 1.75, 1.7041176470588235)","(31.0, 130.0, 66.25)","(5.0, 9.0, 7.8)","(17.0, 65.0, 25.0)","(4.2, 6.6, 5.6)"
07-12-2022 18:51:06.039662,"(6.0, 10.0, 8.8)","(1.7, 1.75, 1.738235294117647)","(31.0, 130.0, 66.25)","(5.0, 9.0, 7.9)","(17.0, 65.0, 26.25)","(4.2, 6.6, 5.483333333333333)"
07-12-2022 18:51:07.157569,"(6.0, 10.0, 8.266666666666667)","(1.7, 1.74, 1.7297058823529412)","(31.0, 130.0, 66.25)","(5.0, 9.0, 7.8)","(17.0, 65.0, 26.25)","(4.2, 6.4, 5.6)"
07-12-2022 18:51:08.199627,"(6.0, 10.0, 8.533333333333333)","(1.7, 1.74, 1.7297058823529412)","(31.0, 130.0, 66.25)","(5.0, 9.0, 8.1)","(17.0, 65.0, 26.25)","(4.2, 6.2, 5.483333333333333)"
07-12-2022 18:51:09.273373,"(6.0, 10.0, 8.266666666666667)","(1.7, 1.74, 1.7297058823529412)","(31.0, 130.0, 66.25)","(5.0, 9.0, 6.971428571428571)","(17.0, 65.0, 30.0)","(4.2, 6.4, 5.316666666666666)"
07-12-2022 18:51:10.443185,"(6.0, 10.5, 8.02)","(1.7, 1.74, 1.7297058823529412)","(31.0, 130.0, 66.25)","(5.0, 9.2, 6.971428571428571)","(17.0, 65.0, 30.0)","(4.2, 6.4, 5.316666666666666)"
07-12-2022 18:51:11.564396,"(6.0, 10.5, 8.02)","(1.7, 1.74, 1.7297058823529412)","(31.0, 130.0, 66.25)","(5.0, 9.2, 7.119999999999999)","(17.0, 65.0, 30.714285714285715)","(4.2, 6.4, 5.6)"
07-12-2022 18:51:12.617665,"(6.0, 9.8, 7.8)","(1.7, 1.75, 1.6806666666666665)","(31.0, 130.0, 66.25)","(5.0, 9.2, 7.119999999999999)","(17.0, 65.0, 30.714285714285715)","(4.2, 6.6, 5.733333333333333)"
07-12-2022 18:51:13.597855,"(6.0, 9.8, 8.355555555555556)","(1.7, 1.75, 1.6806666666666665)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 7.625)","(17.0, 65.0, 26.666666666666668)","(4.2, 6.4, 5.733333333333333)"
07-12-2022 18:51:14.567743,"(6.0, 10.5, 7.86)","(1.7, 1.75, 1.6806666666666665)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 7.285714285714286)","(17.0, 65.0, 25.0)","(4.2, 6.4, 5.316666666666666)"
07-12-2022 18:51:15.799262,"(6.0, 10.5, 7.582352941176471)","(1.7, 1.74, 1.7081818181818182)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 6.8)","(17.0, 65.0, 24.166666666666664)","(4.2, 6.4, 5.35)"
07-12-2022 18:51:16.810181,"(6.0, 10.5, 7.388888888888889)","(1.7, 1.74, 1.7081818181818182)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 6.8)","(17.0, 65.0, 34.375)","(4.2, 6.6, 5.433333333333334)"
07-12-2022 18:51:17.999244,"(6.0, 10.0, 7.857142857142857)","(1.7, 1.74, 1.6806666666666665)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 7.5)","(17.0, 65.0, 25.416666666666668)","(4.2, 6.6, 5.822222222222222)"
07-12-2022 18:51:19.099822,"(6.0, 9.8, 8.05)","(1.7, 1.75, 1.6879545454545455)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 7.5)","(17.0, 65.0, 25.416666666666668)","(4.2, 6.6, 5.822222222222222)"
07-12-2022 18:51:20.101452,"(6.0, 9.8, 8.05)","(1.7, 1.75, 1.6879545454545455)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 7.5)","(17.0, 65.0, 25.416666666666668)","(4.2, 6.6, 5.822222222222222)"
07-12-2022 18:51:21.250170,"(6.0, 9.8, 8.05)","(1.7, 1.75, 1.6879545454545455)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 7.5)","(17.0, 65.0, 25.416666666666668)","(4.2, 6.6, 5.822222222222222)"
07-12-2022 18:51:22.702242,"(6.0, 9.8, 7.552631578947368)","(1.7, 1.75, 1.6739024390243902)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 6.8)","(17.0, 65.0, 33.75)","(4.2, 6.6, 5.457142857142857)"
07-12-2022 18:51:23.897493,"(6.0, 10.5, 7.388888888888889)","(1.7, 1.75, 1.7081818181818182)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 6.8)","(17.0, 65.0, 24.166666666666664)","(4.2, 6.6, 5.35)"
07-12-2022 18:51:25.102561,"(6.0, 10.5, 7.388888888888889)","(1.7, 1.74, 1.7081818181818182)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 6.8)","(17.0, 65.0, 24.166666666666664)","(4.2, 6.6, 5.35)"
07-12-2022 18:51:26.155370,"(6.0, 10.5, 7.388888888888889)","(1.7, 1.74, 1.7081818181818182)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 7.285714285714286)","(17.0, 65.0, 30.714285714285715)","(4.2, 6.6, 5.516666666666667)"
07-12-2022 18:51:27.185539,"(6.0, 10.0, 7.666666666666667)","(1.7, 1.74, 1.7081818181818182)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 7.285714285714286)","(17.0, 65.0, 30.714285714285715)","(4.2, 6.6, 5.6)"
07-12-2022 18:51:28.296706,"(6.0, 10.0, 8.125)","(1.7, 1.75, 1.6806666666666665)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 7.166666666666666)","(17.0, 65.0, 26.25)","(4.2, 6.6, 5.483333333333333)"
07-12-2022 18:51:29.264610,"(6.0, 10.0, 7.636363636363637)","(1.7, 1.74, 1.7081818181818182)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 7.428571428571429)","(17.0, 65.0, 26.25)","(4.2, 6.4, 5.483333333333333)"
07-12-2022 18:51:30.253865,"(6.0, 10.0, 7.833333333333334)","(1.7, 1.74, 1.7081818181818182)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 7.428571428571429)","(17.0, 65.0, 32.14285714285714)","(4.2, 6.4, 5.516666666666667)"
07-12-2022 18:51:31.242303,"(6.0, 10.0, 7.666666666666667)","(1.7, 1.74, 1.7081818181818182)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 6.8)","(17.0, 70.0, 25.0)","(4.2, 6.6, 5.35)"
07-12-2022 18:51:32.275276,"(6.0, 10.5, 7.388888888888889)","(1.7, 1.74, 1.7081818181818182)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 6.8)","(17.0, 70.0, 35.625)","(4.2, 6.6, 5.457142857142857)"
07-12-2022 18:51:33.342229,"(6.0, 10.5, 7.388888888888889)","(1.7, 1.75, 1.6806666666666665)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 7.285714285714286)","(17.0, 70.0, 32.14285714285714)","(4.2, 6.6, 5.6)"
07-12-2022 18:51:34.321365,"(6.0, 10.0, 8.125)","(1.7, 1.75, 1.6806666666666665)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 7.0)","(17.0, 70.0, 32.14285714285714)","(4.2, 6.6, 5.516666666666667)"
07-12-2022 18:51:35.442936,"(6.0, 10.0, 7.454545454545455)","(1.7, 1.74, 1.7081818181818182)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 7.0)","(17.0, 70.0, 32.14285714285714)","(4.2, 6.6, 5.516666666666667)"
07-12-2022 18:51:36.824151,"(6.0, 10.0, 7.454545454545455)","(1.7, 1.74, 1.7081818181818182)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 7.285714285714286)","(17.0, 70.0, 32.14285714285714)","(4.2, 6.6, 5.516666666666667)"
07-12-2022 18:51:38.052104,"(6.0, 10.0, 7.666666666666667)","(1.7, 1.74, 1.6806666666666665)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 6.8)","(17.0, 70.0, 35.625)","(4.2, 6.6, 5.457142857142857)"
07-12-2022 18:51:39.293513,"(6.0, 10.5, 7.388888888888889)","(1.7, 1.75, 1.69625)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 7.0)","(17.0, 70.0, 25.833333333333336)","(4.2, 6.6, 5.671428571428571)"
07-12-2022 18:51:40.484173,"(6.0, 10.0, 7.666666666666667)","(1.7, 1.74, 1.69625)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 7.0)","(17.0, 70.0, 25.833333333333336)","(4.2, 6.6, 5.671428571428571)"
07-12-2022 18:51:41.825729,"(6.0, 10.0, 7.666666666666667)","(1.7, 1.74, 1.69625)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 7.0)","(17.0, 70.0, 25.833333333333336)","(4.2, 6.6, 5.671428571428571)"
07-12-2022 18:51:43.028505,"(6.0, 10.0, 7.666666666666667)","(1.7, 1.74, 1.7081818181818182)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 7.285714285714286)","(17.0, 70.0, 32.14285714285714)","(4.2, 6.6, 5.516666666666667)"
07-12-2022 18:51:44.111700,"(6.0, 10.0, 7.666666666666667)","(1.7, 1.74, 1.7081818181818182)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 7.285714285714286)","(17.0, 70.0, 32.14285714285714)","(4.2, 6.6, 5.516666666666667)"
07-12-2022 18:51:45.148438,"(6.0, 10.0, 7.666666666666667)","(1.7, 1.74, 1.7081818181818182)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 7.285714285714286)","(17.0, 70.0, 32.14285714285714)","(4.2, 6.6, 5.516666666666667)"
07-12-2022 18:51:46.220745,"(6.0, 10.0, 7.666666666666667)","(1.7, 1.74, 1.7081818181818182)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 6.8)","(17.0, 70.0, 35.625)","(4.2, 6.6, 5.457142857142857)"
07-12-2022 18:51:47.251354,"(6.0, 10.5, 7.388888888888889)","(1.7, 1.75, 1.6806666666666665)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 6.8)","(17.0, 70.0, 35.625)","(4.2, 6.6, 5.457142857142857)"
07-12-2022 18:51:48.218959,"(6.0, 10.5, 7.388888888888889)","(1.7, 1.75, 1.6879545454545455)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 6.8)","(17.0, 70.0, 35.625)","(4.2, 6.6, 5.457142857142857)"
07-12-2022 18:51:49.231523,"(6.0, 10.5, 7.388888888888889)","(1.7, 1.75, 1.6879545454545455)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 7.285714285714286)","(17.0, 70.0, 32.14285714285714)","(4.2, 6.6, 5.6)"
07-12-2022 18:51:50.198349,"(6.0, 10.0, 8.125)","(1.7, 1.75, 1.6879545454545455)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 7.285714285714286)","(17.0, 70.0, 32.14285714285714)","(4.2, 6.6, 5.6)"
07-12-2022 18:51:51.239151,"(6.0, 10.0, 8.125)","(1.7, 1.75, 1.6879545454545455)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 7.285714285714286)","(17.0, 70.0, 32.14285714285714)","(4.2, 6.6, 5.6)"
07-12-2022 18:51:52.445666,"(6.0, 10.0, 8.125)","(1.7, 1.75, 1.6739024390243902)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 6.8)","(17.0, 70.0, 45.0)","(4.2, 6.6, 5.457142857142857)"
07-12-2022 18:51:53.549185,"(6.0, 10.5, 7.388888888888889)","(1.7, 1.75, 1.6806666666666665)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 6.8)","(17.0, 70.0, 45.0)","(4.2, 6.6, 5.457142857142857)"
07-12-2022 18:51:54.527258,"(6.0, 10.5, 7.388888888888889)","(1.7, 1.75, 1.6806666666666665)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 6.8)","(17.0, 70.0, 45.0)","(4.2, 6.6, 5.266666666666667)"
07-12-2022 18:51:55.446786,"(6.0, 10.0, 7.666666666666667)","(1.7, 1.74, 1.7081818181818182)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 7.285714285714286)","(17.0, 70.0, 32.14285714285714)","(4.2, 6.6, 5.516666666666667)"
07-12-2022 18:51:56.441184,"(6.0, 10.0, 7.666666666666667)","(1.7, 1.74, 1.7081818181818182)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 7.285714285714286)","(17.0, 70.0, 32.14285714285714)","(4.2, 6.6, 5.516666666666667)"
07-12-2022 18:51:57.459435,"(6.0, 10.0, 7.666666666666667)","(1.7, 1.74, 1.7081818181818182)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 6.971428571428571)","(17.0, 70.0, 45.0)","(4.2, 6.6, 5.457142857142857)"
07-12-2022 18:51:58.469733,"(6.0, 10.5, 7.388888888888889)","(1.7, 1.75, 1.6806666666666665)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 6.8)","(17.0, 70.0, 45.0)","(4.2, 6.6, 5.457142857142857)"
07-12-2022 18:51:59.439122,"(6.0, 10.5, 7.388888888888889)","(1.7, 1.75, 1.6806666666666665)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.2, 6.8)","(17.0, 70.0, 45.0)","(4.2, 6.6, 5.6)"
07-12-2022 18:52:00.461418,"(6.0, 10.0, 8.125)","(1.7, 1.75, 1.6806666666666665)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 7.285714285714286)","(17.0, 70.0, 32.14285714285714)","(4.2, 6.6, 5.6)"
07-12-2022 18:52:01.479524,"(6.0, 10.0, 8.125)","(1.7, 1.75, 1.6806666666666665)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 7.285714285714286)","(17.0, 70.0, 32.14285714285714)","(4.2, 6.6, 5.55)"
07-12-2022 18:52:02.498437,"(6.0, 10.0, 8.125)","(1.7, 1.75, 1.6806666666666665)","(31.0, 130.0, 57.14285714285714)","(5.0, 9.0, 7.285714285714286)","(17.0, 70.0, 32.14285714285714)","(4.2, 6.6, 5.55)"
07-12-2022 18:52:03.364874,"(6.0, 10.0, 9.133333333333333)","(1.7, 1.74, 1.6806521739130433)","(31.0, 120.0, 89.33333333333334)","(5.0, 9.2, 8.466666666666667)","(17.0, 65.0, 32.33333333333333)","(4.2, 6.4, 5.92)"
07-12-2022 18:52:04.285379,"(6.0, 10.0, 8.05)","(1.7, 1.74, 1.6806521739130433)","(31.0, 120.0, 108.625)","(5.0, 9.2, 7.55)","(17.0, 65.0, 46.0)","(4.2, 6.4, 6.0)"
07-12-2022 18:52:05.286129,"(6.0, 10.0, 8.05)","(1.7, 1.74, 1.6806521739130433)","(31.0, 120.0, 90.0)","(5.0, 9.2, 7.55)","(17.0, 65.0, 46.0)","(4.2, 6.4, 5.666666666666667)"
07-12-2022 18:52:06.290627,"(6.0, 10.0, 7.942857142857142)","(1.7, 1.73, 1.687142857142857)","(31.0, 120.0, 90.0)","(5.0, 9.2, 7.55)","(17.0, 65.0, 46.0)","(4.2, 6.4, 5.666666666666667)"
07-12-2022 18:52:07.302914,"(6.0, 10.0, 7.9)","(1.7, 1.73, 1.687142857142857)","(31.0, 120.0, 90.0)","(5.0, 9.2, 7.142857142857142)","(17.0, 65.0, 41.25)","(4.2, 6.6, 5.485714285714286)"
07-12-2022 18:52:08.263312,"(6.0, 10.0, 9.066666666666666)","(1.7, 1.73, 1.687142857142857)","(31.0, 120.0, 74.5)","(5.0, 9.2, 8.0)","(17.0, 65.0, 32.66666666666667)","(4.2, 6.6, 6.06875)"
