,Eight Gifts,Nick The Quick,Dashing Daph,Ferocious Barbie,River Raging,Velocity Lara
07-12-2022 18:54:33.765668,"(6.0, 9.8, 8.228571428571428)","(1.7, 1.87, 1.7881818181818183)","(31.0, 180.0, 106.0)","(5.0, 8.6, 6.26)","(17.0, 50.0, 47.9375)","(4.2, 7.8, 7.485714285714286)"
07-12-2022 18:54:34.771996,"(6.0, 9.8, 8.228571428571428)","(1.7, 1.87, 1.7881818181818183)","(31.0, 180.0, 106.0)","(5.0, 8.6, 6.26)","(17.0, 50.0, 48.05882352941177)","(4.2, 7.8, 7.38)"
07-12-2022 18:54:35.900576,"(6.0, 9.8, 8.228571428571428)","(1.7, 1.87, 1.7881818181818183)","(31.0, 180.0, 106.0)","(5.0, 8.6, 6.52)","(17.0, 50.0, 48.05882352941177)","(4.2, 7.8, 7.38)"
07-12-2022 18:54:37.033612,"(6.0, 9.8, 7.8315789473684205)","(1.7, 1.96, 1.8699999999999999)","(31.0, 180.0, 106.0)","(5.0, 8.6, 6.52)","(17.0, 50.0, 48.05882352941177)","(4.2, 7.8, 7.1)"
07-12-2022 18:54:38.106111,"(6.0, 9.8, 7.8315789473684205)","(1.7, 1.96, 1.8699999999999999)","(31.0, 180.0, 106.0)","(5.0, 8.6, 6.52)","(17.0, 50.0, 48.05882352941177)","(4.2, 7.8, 7.1)"
07-12-2022 18:54:39.142187,"(6.0, 9.8, 7.8315789473684205)","(1.7, 1.87, 1.7881818181818183)","(31.0, 180.0, 106.0)","(5.0, 8.6, 6.52)","(17.0, 50.0, 48.05882352941177)","(4.2, 7.8, 7.38)"
07-12-2022 18:54:40.240694,"(6.0, 9.8, 7.8315789473684205)","(1.7, 1.87, 1.7881818181818183)","(31.0, 180.0, 106.0)","(5.0, 8.6, 6.4)","(17.0, 50.0, 48.05882352941177)","(4.2, 7.8, 6.4)"
07-12-2022 18:54:41.341735,"(6.0, 9.6, 7.933333333333333)","(1.7, 1.87, 1.8442857142857143)","(31.0, 180.0, 106.0)","(5.0, 8.4, 6.4)","(17.0, 50.0, 39.33333333333333)","(4.2, 7.8, 6.4)"
07-12-2022 18:54:42.429177,"(6.0, 9.6, 7.933333333333333)","(1.7, 1.96, 1.9214285714285715)","(31.0, 180.0, 55.6)","(5.0, 8.4, 6.24)","(17.0, 50.0, 39.5)","(4.2, 7.8, 5.844444444444444)"
07-12-2022 18:54:43.450267,"(6.0, 9.6, 7.933333333333333)","(1.7, 1.87, 1.7881818181818183)","(31.0, 150.0, 55.6)","(5.5, 8.4, 7.2)","(18.0, 50.0, 45.57142857142857)","(4.2, 7.8, 5.844444444444444)"
07-12-2022 18:54:44.478316,"(6.0, 10.0, 8.4)","(1.7, 1.87, 1.7881818181818183)","(31.0, 140.0, 68.0)","(5.5, 8.6, 7.3)","(18.0, 50.0, 42.375)","(4.2, 7.8, 6.542857142857143)"
07-12-2022 18:54:45.562910,"(6.0, 10.0, 8.4)","(1.7, 1.87, 1.7881818181818183)","(31.0, 140.0, 68.0)","(5.5, 8.6, 7.3)","(18.0, 50.0, 42.5)","(4.2, 7.8, 6.4)"
07-12-2022 18:54:46.648868,"(6.0, 10.0, 8.4)","(1.7, 1.87, 1.7881818181818183)","(31.0, 140.0, 68.0)","(5.5, 8.6, 7.3)","(18.0, 50.0, 45.166666666666664)","(4.2, 7.8, 6.4)"
07-12-2022 18:54:47.663780,"(6.0, 9.8, 7.966666666666667)","(1.7, 1.96, 1.8699999999999999)","(31.0, 140.0, 68.0)","(5.5, 8.6, 6.371428571428571)","(18.0, 50.0, 45.85714285714286)","(4.2, 7.8, 7.1)"
07-12-2022 18:54:48.645179,"(6.0, 9.6, 7.933333333333333)","(1.7, 1.87, 1.7414285714285713)","(31.0, 140.0, 68.0)","(5.5, 8.6, 6.371428571428571)","(18.0, 50.0, 45.85714285714286)","(4.2, 7.8, 5.822222222222222)"
07-12-2022 18:54:49.645634,"(6.0, 9.6, 7.933333333333333)","(1.7, 1.87, 1.7881818181818183)","(31.0, 140.0, 68.0)","(5.5, 8.6, 6.26)","(18.0, 50.0, 45.85714285714286)","(4.2, 7.6, 6.658823529411764)"
07-12-2022 18:54:50.845701,"(6.0, 9.6, 7.933333333333333)","(1.7, 1.87, 1.7881818181818183)","(31.0, 140.0, 68.0)","(5.5, 8.6, 6.52)","(18.0, 50.0, 43.0)","(4.2, 7.6, 6.333333333333333)"
07-12-2022 18:54:52.066509,"(6.0, 10.0, 9.2)","(1.7, 1.87, 1.8442857142857143)","(31.0, 140.0, 68.0)","(5.5, 8.6, 6.52)","(18.0, 50.0, 46.14285714285714)","(4.2, 7.6, 6.333333333333333)"
07-12-2022 18:54:53.261922,"(6.0, 10.0, 8.036363636363635)","(1.7, 1.96, 1.8699999999999999)","(31.0, 140.0, 68.0)","(5.5, 8.6, 6.4)","(18.0, 50.0, 46.625)","(4.2, 7.6, 6.08)"
07-12-2022 18:54:54.399332,"(6.0, 9.8, 8.228571428571428)","(1.7, 1.87, 1.7414285714285713)","(31.0, 140.0, 68.0)","(5.5, 8.4, 6.16)","(18.0, 50.0, 46.625)","(4.2, 7.6, 5.822222222222222)"
07-12-2022 18:54:55.752534,"(6.0, 9.8, 7.966666666666667)","(1.7, 1.87, 1.7881818181818183)","(31.0, 140.0, 68.0)","(5.5, 8.4, 6.16)","(18.0, 50.0, 46.625)","(4.2, 7.6, 6.699999999999999)"
07-12-2022 18:54:56.994822,"(6.0, 9.8, 7.966666666666667)","(1.7, 1.87, 1.9214285714285715)","(31.0, 140.0, 68.0)","(5.5, 8.4, 6.24)","(18.0, 50.0, 47.83333333333333)","(4.2, 7.8, 6.371428571428571)"
07-12-2022 18:54:58.265117,"(6.0, 9.8, 8.228571428571428)","(1.7, 1.96, 1.7881818181818183)","(31.0, 140.0, 68.0)","(5.5, 8.4, 6.48)","(18.0, 50.0, 47.83333333333333)","(4.2, 7.4, 6.266666666666667)"
07-12-2022 18:54:59.389425,"(6.0, 10.0, 9.2)","(1.7, 1.87, 1.7881818181818183)","(31.0, 140.0, 68.0)","(5.5, 8.4, 6.48)","(18.0, 50.0, 47.83333333333333)","(4.2, 7.4, 6.266666666666667)"
07-12-2022 18:55:00.577742,"(6.0, 10.0, 8.133333333333333)","(1.7, 1.87, 1.7881818181818183)","(31.0, 140.0, 68.0)","(5.5, 8.4, 6.366666666666666)","(18.0, 50.0, 47.83333333333333)","(4.2, 7.4, 5.8)"
07-12-2022 18:55:01.767881,"(6.0, 10.0, 7.942857142857142)","(1.75, 1.87, 1.8442857142857143)","(31.0, 140.0, 68.0)","(5.5, 8.2, 6.2444444444444445)","(18.0, 50.0, 47.83333333333333)","(4.2, 7.4, 6.6)"
07-12-2022 18:55:03.038590,"(6.0, 9.8, 8.228571428571428)","(1.75, 1.96, 1.9214285714285715)","(31.0, 140.0, 68.0)","(5.5, 8.2, 6.55)","(18.0, 50.0, 47.83333333333333)","(4.2, 7.4, 6.266666666666667)"
07-12-2022 18:55:04.212120,"(6.0, 9.8, 8.228571428571428)","(1.75, 1.96, 1.9214285714285715)","(31.0, 140.0, 68.0)","(5.5, 8.2, 6.55)","(18.0, 50.0, 46.75)","(4.2, 7.4, 7.38)"
07-12-2022 18:55:05.569166,"(6.0, 9.8, 8.04)","(1.75, 1.96, 1.9214285714285715)","(31.0, 140.0, 68.0)","(5.5, 8.2, 6.55)","(18.0, 50.0, 46.75)","(4.2, 7.8, 6.08)"
07-12-2022 18:55:06.763327,"(6.0, 9.6, 7.933333333333333)","(1.75, 1.96, 1.9214285714285715)","(31.0, 140.0, 68.0)","(5.5, 8.2, 6.55)","(18.0, 50.0, 46.75)","(4.2, 7.2, 6.116666666666667)"
07-12-2022 18:55:07.938952,"(6.0, 9.6, 7.933333333333333)","(1.75, 1.96, 1.9214285714285715)","(31.0, 140.0, 68.0)","(5.5, 8.2, 6.55)","(18.0, 50.0, 46.75)","(4.2, 7.2, 7.6)"
07-12-2022 18:55:09.035852,"(6.0, 10.0, 7.866666666666666)","(1.75, 1.87, 1.7881818181818183)","(31.0, 140.0, 68.0)","(5.5, 8.2, 7.3)","(18.0, 50.0, 46.75)","(4.2, 7.8, 7.0)"
07-12-2022 18:55:10.118837,"(6.0, 9.8, 7.819999999999999)","(1.75, 1.87, 1.7414285714285713)","(31.0, 140.0, 68.0)","(5.5, 8.6, 7.3)","(18.0, 50.0, 46.75)","(4.2, 7.8, 7.1)"
07-12-2022 18:55:11.175251,"(6.0, 9.6, 7.933333333333333)","(1.75, 1.87, 1.7414285714285713)","(31.0, 140.0, 68.0)","(5.5, 8.6, 6.65)","(18.0, 50.0, 46.75)","(4.2, 7.8, 6.8)"
07-12-2022 18:55:12.351759,"(6.0, 9.6, 7.933333333333333)","(1.75, 1.96, 1.8699999999999999)","(31.0, 140.0, 68.0)","(5.5, 8.6, 6.325)","(18.0, 50.0, 46.75)","(4.2, 7.8, 6.8)"
07-12-2022 18:55:13.429250,"(6.0, 9.6, 7.933333333333333)","(1.75, 1.87, 1.7414285714285713)","(31.0, 140.0, 68.0)","(5.5, 8.6, 6.866666666666666)","(18.0, 50.0, 46.75)","(4.2, 7.8, 7.646153846153846)"
07-12-2022 18:55:14.386527,"(6.0, 9.8, 7.8933333333333335)","(1.75, 1.87, 1.76375)","(31.0, 140.0, 68.0)","(5.5, 8.6, 6.866666666666666)","(18.0, 50.0, 46.75)","(4.2, 7.8, 7.609999999999999)"
07-12-2022 18:55:15.477364,"(6.0, 9.8, 7.8933333333333335)","(1.75, 1.87, 1.7366666666666666)","(31.0, 140.0, 68.0)","(5.5, 8.6, 7.553846153846154)","(18.0, 50.0, 46.75)","(4.2, 7.8, 7.266666666666667)"
07-12-2022 18:55:16.612274,"(6.0, 9.6, 8.17142857142857)","(1.75, 1.87, 1.7266666666666666)","(31.0, 140.0, 68.0)","(5.5, 8.4, 7.28888888888889)","(18.0, 50.0, 46.75)","(4.2, 7.8, 7.6)"
07-12-2022 18:55:17.677902,"(6.0, 9.6, 8.17142857142857)","(1.75, 1.86, 1.7266666666666666)","(31.0, 140.0, 68.0)","(5.5, 8.4, 6.42)","(18.0, 50.0, 46.75)","(4.2, 7.8, 7.333333333333333)"
07-12-2022 18:55:18.755125,"(6.0, 9.6, 7.963636363636363)","(1.75, 1.86, 1.7266666666666666)","(31.0, 140.0, 68.0)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 46.75)","(4.2, 7.8, 7.333333333333333)"
07-12-2022 18:55:19.852789,"(6.0, 9.8, 7.8933333333333335)","(1.75, 1.86, 1.7266666666666666)","(31.0, 140.0, 116.0)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 46.75)","(4.2, 7.8, 7.466666666666667)"
07-12-2022 18:55:20.930845,"(6.0, 10.0, 8.2)","(1.75, 1.86, 1.7266666666666666)","(31.0, 140.0, 116.0)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 46.75)","(4.2, 7.8, 7.588888888888889)"
07-12-2022 18:55:21.998538,"(6.0, 10.0, 8.2)","(1.75, 1.86, 1.7266666666666666)","(31.0, 140.0, 87.0)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 46.75)","(4.2, 7.8, 7.2)"
07-12-2022 18:55:23.036677,"(6.0, 10.0, 8.2)","(1.75, 1.86, 1.7742857142857142)","(31.0, 140.0, 87.0)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 46.75)","(4.2, 7.8, 7.266666666666667)"
07-12-2022 18:55:24.064457,"(6.0, 10.0, 8.2)","(1.75, 1.86, 1.796842105263158)","(31.0, 140.0, 87.0)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 46.75)","(4.2, 7.8, 7.66)"
07-12-2022 18:55:25.028222,"(6.0, 10.0, 8.2)","(1.75, 1.87, 1.82)","(31.0, 140.0, 86.0)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 46.75)","(4.2, 7.8, 7.5)"
07-12-2022 18:55:26.108546,"(6.0, 10.0, 8.2)","(1.75, 1.87, 1.7972727272727274)","(31.0, 140.0, 110.28571428571429)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 46.75)","(4.2, 7.8, 7.5)"
07-12-2022 18:55:27.188376,"(6.0, 10.0, 8.2)","(1.75, 1.96, 1.9242857142857142)","(31.0, 140.0, 110.28571428571429)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 46.75)","(4.2, 7.8, 7.5)"
07-12-2022 18:55:28.220634,"(6.0, 9.8, 7.875)","(1.75, 1.96, 1.7516666666666667)","(31.0, 140.0, 110.28571428571429)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 46.75)","(4.2, 7.8, 7.02)"
07-12-2022 18:55:29.240814,"(6.0, 9.8, 7.875)","(1.75, 1.87, 1.7366666666666666)","(31.0, 140.0, 86.0)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 46.75)","(4.2, 8.0, 7.28)"
07-12-2022 18:55:30.414141,"(6.0, 9.6, 8.17142857142857)","(1.75, 1.86, 1.7742857142857142)","(31.0, 140.0, 116.0)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 46.75)","(4.2, 8.0, 7.64)"
07-12-2022 18:55:31.467751,"(6.0, 9.6, 7.963636363636363)","(1.75, 1.86, 1.7742857142857142)","(31.0, 140.0, 116.0)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 46.75)","(4.2, 8.0, 7.4)"
07-12-2022 18:55:32.523074,"(6.0, 9.6, 7.963636363636363)","(1.75, 1.86, 1.7742857142857142)","(31.0, 140.0, 116.0)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 46.75)","(4.2, 8.0, 7.625)"
07-12-2022 18:55:33.549097,"(6.0, 9.4, 8.114285714285714)","(1.75, 1.86, 1.7266666666666666)","(31.0, 140.0, 86.0)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 46.75)","(4.2, 8.0, 7.352380952380953)"
07-12-2022 18:55:34.575660,"(6.0, 9.4, 7.824999999999999)","(1.75, 1.86, 1.7266666666666666)","(31.0, 140.0, 86.0)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 46.75)","(4.2, 8.8, 7.704347826086957)"
07-12-2022 18:55:35.682970,"(6.0, 9.4, 7.927272727272727)","(1.75, 1.87, 1.7972727272727274)","(31.0, 140.0, 86.0)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 46.75)","(4.2, 8.8, 7.663157894736842)"
07-12-2022 18:55:36.700278,"(6.0, 9.4, 7.927272727272727)","(1.75, 1.87, 1.7972727272727274)","(31.0, 140.0, 86.0)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 46.75)","(4.2, 8.8, 7.771428571428571)"
07-12-2022 18:55:37.725205,"(6.0, 9.4, 7.927272727272727)","(1.75, 1.96, 1.8975)","(31.0, 140.0, 86.0)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 46.75)","(4.2, 8.8, 7.771428571428571)"
07-12-2022 18:55:38.724277,"(6.0, 9.4, 8.2)","(1.75, 1.96, 1.7457142857142858)","(31.0, 140.0, 86.0)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 46.75)","(4.2, 8.8, 7.969230769230769)"
07-12-2022 18:55:39.682141,"(6.0, 9.4, 8.2)","(1.75, 1.86, 1.7742857142857142)","(31.0, 140.0, 86.0)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 46.75)","(4.2, 8.8, 7.72)"
07-12-2022 18:55:40.584655,"(6.0, 9.4, 8.2)","(1.75, 1.86, 1.802857142857143)","(31.0, 140.0, 86.0)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 46.75)","(4.2, 8.8, 7.9)"
07-12-2022 18:55:41.597035,"(6.0, 9.4, 8.2)","(1.75, 1.86, 1.788)","(31.0, 140.0, 86.0)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 37.5)","(4.2, 8.8, 7.9)"
07-12-2022 18:55:42.593782,"(6.0, 9.2, 8.057142857142857)","(1.75, 1.86, 1.788)","(31.0, 140.0, 86.0)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 37.5)","(4.2, 8.8, 7.9)"
07-12-2022 18:55:43.621494,"(6.0, 9.2, 7.890909090909091)","(1.75, 1.86, 1.788)","(31.0, 140.0, 86.0)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 37.5)","(4.2, 8.8, 7.9)"
07-12-2022 18:55:44.627114,"(6.0, 9.2, 7.8)","(1.75, 1.86, 1.788)","(31.0, 140.0, 86.0)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 37.5)","(4.2, 8.8, 7.9)"
07-12-2022 18:55:45.603937,"(6.0, 9.2, 7.890909090909091)","(1.75, 1.86, 1.788)","(31.0, 140.0, 86.0)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 37.5)","(4.2, 8.8, 7.9)"
07-12-2022 18:55:46.672409,"(6.0, 9.2, 8.133333333333333)","(1.75, 1.85, 1.787777777777778)","(31.0, 140.0, 86.0)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 37.5)","(4.2, 8.8, 7.9)"
07-12-2022 18:55:47.728868,"(6.0, 9.2, 8.133333333333333)","(1.75, 1.85, 1.787777777777778)","(31.0, 140.0, 86.0)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 37.5)","(4.2, 8.8, 7.966666666666667)"
07-12-2022 18:55:48.713510,"(6.0, 9.2, 8.133333333333333)","(1.75, 1.85, 1.787777777777778)","(31.0, 140.0, 86.0)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 37.5)","(4.2, 8.8, 8.2)"
07-12-2022 18:55:49.742572,"(6.0, 9.2, 8.133333333333333)","(1.75, 1.85, 1.787777777777778)","(31.0, 140.0, 86.0)","(5.5, 8.4, 6.640000000000001)","(18.0, 50.0, 37.5)","(4.2, 9.8, 8.492307692307692)"
07-12-2022 18:55:50.753997,"(6.0, 9.2, 8.133333333333333)","(1.75, 1.85, 1.787777777777778)","(31.0, 140.0, 86.0)","(5.5, 8.4, 6.933333333333334)","(18.0, 50.0, 37.5)","(4.2, 9.6, 8.057142857142857)"
07-12-2022 18:55:51.819929,"(6.0, 9.2, 8.133333333333333)","(1.75, 1.85, 1.799090909090909)","(31.0, 140.0, 86.0)","(5.5, 8.4, 6.933333333333334)","(18.0, 50.0, 37.5)","(4.2, 9.6, 8.2)"
07-12-2022 18:55:52.826816,"(6.0, 9.2, 7.76)","(1.75, 1.85, 1.799090909090909)","(31.0, 140.0, 86.0)","(5.5, 8.4, 6.933333333333334)","(18.0, 50.0, 37.5)","(4.2, 9.4, 8.2)"
07-12-2022 18:55:54.166459,"(6.0, 9.2, 7.733333333333333)","(1.75, 1.85, 1.799090909090909)","(31.0, 140.0, 86.0)","(5.5, 8.4, 7.1)","(18.0, 50.0, 37.5)","(4.2, 9.4, 8.2)"
07-12-2022 18:55:55.149124,"(6.0, 9.2, 7.866666666666666)","(1.75, 1.85, 1.799090909090909)","(31.0, 140.0, 86.0)","(5.5, 8.0, 7.1)","(18.0, 50.0, 37.5)","(4.2, 9.4, 8.2)"
07-12-2022 18:55:56.074037,"(6.0, 9.2, 8.2)","(1.75, 1.86, 1.81)","(31.0, 140.0, 86.0)","(5.5, 8.0, 6.92)","(18.0, 50.0, 37.5)","(4.2, 9.4, 8.2)"
07-12-2022 18:55:57.136388,"(6.0, 9.2, 8.2)","(1.75, 1.86, 1.81)","(31.0, 140.0, 86.0)","(5.5, 8.0, 6.92)","(18.0, 50.0, 37.5)","(4.2, 9.4, 8.2)"
07-12-2022 18:55:58.159297,"(6.0, 9.2, 8.2)","(1.75, 1.86, 1.81)","(31.0, 140.0, 86.0)","(5.5, 8.0, 6.92)","(18.0, 50.0, 37.5)","(4.2, 9.4, 7.95)"
07-12-2022 18:55:59.136190,"(6.0, 9.2, 8.2)","(1.75, 1.96, 1.8544444444444443)","(31.0, 140.0, 86.0)","(5.5, 8.0, 6.92)","(18.0, 50.0, 37.5)","(4.2, 9.0, 7.95)"
07-12-2022 18:56:00.250256,"(6.0, 9.2, 8.2)","(1.75, 1.87, 1.8144444444444445)","(31.0, 140.0, 86.0)","(5.5, 8.0, 6.92)","(18.0, 50.0, 37.5)","(4.2, 9.0, 7.95)"
07-12-2022 18:56:01.310532,"(6.0, 9.2, 8.2)","(1.75, 1.87, 1.8144444444444445)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 50.0, 37.5)","(4.2, 9.0, 7.95)"
07-12-2022 18:56:02.409904,"(6.0, 9.2, 8.2)","(1.75, 1.87, 1.8144444444444445)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 50.0, 37.5)","(4.2, 9.0, 7.95)"
07-12-2022 18:56:03.476168,"(6.0, 9.2, 8.2)","(1.75, 1.96, 1.922)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 50.0, 37.5)","(4.2, 9.0, 7.95)"
07-12-2022 18:56:04.472019,"(6.0, 9.2, 8.2)","(1.75, 1.96, 1.8544444444444443)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 50.0, 37.5)","(4.2, 9.0, 7.95)"
07-12-2022 18:56:05.502225,"(6.0, 9.2, 8.2)","(1.75, 1.96, 1.8544444444444443)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 50.0, 37.5)","(4.2, 9.0, 8.1)"
07-12-2022 18:56:06.684563,"(6.0, 9.2, 8.2)","(1.75, 1.96, 1.8144444444444445)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 50.0, 37.5)","(4.2, 8.8, 7.975)"
07-12-2022 18:56:07.835029,"(6.0, 9.2, 8.2)","(1.75, 1.87, 1.8144444444444445)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 50.0, 37.5)","(4.2, 8.8, 8.02)"
07-12-2022 18:56:08.938325,"(6.0, 9.2, 8.2)","(1.75, 1.87, 1.8422222222222222)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 50.0, 37.5)","(4.2, 8.8, 8.02)"
07-12-2022 18:56:09.948665,"(6.0, 9.2, 8.2)","(1.75, 1.87, 1.8422222222222222)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 50.0, 37.5)","(4.2, 8.8, 8.02)"
07-12-2022 18:56:10.906043,"(6.0, 9.2, 8.2)","(1.75, 1.96, 1.8614814814814815)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 50.0, 37.5)","(4.2, 8.8, 8.02)"
07-12-2022 18:56:12.034890,"(6.0, 9.2, 8.2)","(1.75, 1.96, 1.8614814814814815)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 50.0, 37.5)","(4.2, 8.8, 8.02)"
07-12-2022 18:56:13.172937,"(6.0, 9.2, 8.2)","(1.75, 1.87, 1.8422222222222222)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 50.0, 37.5)","(4.2, 8.8, 8.2)"
07-12-2022 18:56:14.267609,"(6.0, 9.2, 8.2)","(1.75, 1.87, 1.8307142857142857)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 50.0, 46.75)","(4.2, 8.8, 8.333333333333334)"
07-12-2022 18:56:15.496423,"(6.0, 9.2, 8.2)","(1.75, 1.86, 1.82)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 50.0, 37.5)","(4.2, 8.8, 8.333333333333334)"
07-12-2022 18:56:16.581032,"(6.0, 9.2, 8.2)","(1.75, 1.86, 1.82)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 50.0, 37.5)","(4.2, 8.8, 8.333333333333334)"
07-12-2022 18:56:17.650772,"(6.0, 9.2, 8.2)","(1.75, 1.86, 1.8292307692307692)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 50.0, 37.5)","(4.2, 8.8, 9.066666666666666)"
07-12-2022 18:56:18.853172,"(6.0, 9.2, 8.2)","(1.75, 1.85, 1.8178571428571428)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 50.0, 42.5)","(4.2, 9.2, 8.527272727272727)"
07-12-2022 18:56:19.908195,"(6.0, 9.2, 8.2)","(1.75, 1.85, 1.8275000000000001)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 60.0, 42.5)","(4.2, 9.4, 8.527272727272727)"
07-12-2022 18:56:21.033861,"(6.0, 9.2, 8.2)","(1.75, 1.84, 1.82)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 60.0, 42.5)","(4.2, 9.4, 8.527272727272727)"
07-12-2022 18:56:22.172877,"(6.0, 9.2, 8.2)","(1.75, 1.86, 1.85)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 60.0, 42.5)","(4.2, 9.4, 8.527272727272727)"
07-12-2022 18:56:23.430220,"(6.0, 9.2, 8.2)","(1.75, 1.85, 1.8178571428571428)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 60.0, 42.5)","(4.2, 9.4, 8.527272727272727)"
07-12-2022 18:56:24.471279,"(6.0, 9.2, 8.2)","(1.75, 1.85, 1.8178571428571428)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 60.0, 42.5)","(4.2, 9.4, 8.527272727272727)"
07-12-2022 18:56:25.432935,"(6.0, 9.2, 8.2)","(1.75, 1.85, 1.8275000000000001)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 60.0, 42.5)","(4.2, 9.4, 8.527272727272727)"
07-12-2022 18:56:26.453577,"(6.0, 9.2, 8.2)","(1.75, 1.85, 1.8275000000000001)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 60.0, 42.5)","(4.2, 9.4, 8.527272727272727)"
07-12-2022 18:56:27.402109,"(6.0, 9.2, 8.2)","(1.75, 1.84, 1.832)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 60.0, 42.5)","(4.2, 9.4, 8.527272727272727)"
07-12-2022 18:56:28.488003,"(6.0, 9.2, 8.2)","(1.75, 1.84, 1.8283333333333334)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 60.0, 42.5)","(4.2, 9.4, 8.527272727272727)"
07-12-2022 18:56:29.607977,"(6.0, 9.2, 8.2)","(1.75, 1.84, 1.8283333333333334)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 60.0, 42.5)","(4.2, 9.4, 8.527272727272727)"
07-12-2022 18:56:30.694074,"(6.0, 9.2, 8.2)","(1.75, 1.84, 1.8050000000000002)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 60.0, 42.5)","(4.2, 9.4, 8.527272727272727)"
07-12-2022 18:56:31.731331,"(6.0, 9.2, 8.2)","(1.75, 1.84, 1.8114285714285714)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 60.0, 42.5)","(4.2, 9.4, 8.527272727272727)"
07-12-2022 18:56:32.754069,"(6.0, 9.2, 8.2)","(1.75, 1.84, 1.791304347826087)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 60.0, 42.5)","(4.2, 9.4, 8.527272727272727)"
07-12-2022 18:56:33.880008,"(6.0, 9.2, 8.2)","(1.75, 1.84, 1.82)","(31.0, 140.0, 104.0)","(5.5, 8.0, 6.92)","(18.0, 60.0, 42.5)","(4.2, 9.4, 8.527272727272727)"
