,Mammals Destiny,Twin Connection,Sporty Frank,Illawong Phillipa,Golden Jaylet,Im The Mighty Judd,Footlock,Indys Approval,Ima Workinclassman
09-01-2023 16:22:39.239064,"(26.0, 55.0, 33.666666666666664)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 50.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:22:40.432728,"(26.0, 55.0, 33.666666666666664)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 50.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:22:41.592227,"(26.0, 55.0, 33.666666666666664)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 50.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:22:42.836620,"(26.0, 55.0, 33.666666666666664)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 50.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:22:44.097219,"(26.0, 55.0, 33.666666666666664)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 50.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:22:45.303396,"(26.0, 55.0, 33.666666666666664)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 50.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:22:46.481145,"(26.0, 55.0, 33.666666666666664)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 50.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:22:47.657641,"(26.0, 55.0, 33.666666666666664)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 50.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:22:48.800900,"(26.0, 55.0, 33.666666666666664)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 50.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:22:49.893521,"(26.0, 55.0, 33.666666666666664)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 50.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:22:51.023737,"(26.0, 55.0, 33.666666666666664)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 50.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:22:52.221995,"(26.0, 55.0, 33.666666666666664)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 50.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:22:53.335500,"(26.0, 55.0, 33.666666666666664)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 50.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:22:54.449234,"(26.0, 55.0, 33.666666666666664)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 50.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:22:55.612665,"(26.0, 55.0, 33.666666666666664)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 50.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:22:56.765226,"(26.0, 55.0, 33.666666666666664)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 50.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:22:57.983756,"(26.0, 55.0, 33.666666666666664)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 50.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:22:59.199120,"(26.0, 55.0, 33.666666666666664)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 50.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:00.409576,"(26.0, 55.0, 33.666666666666664)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 50.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:01.632747,"(26.0, 55.0, 33.666666666666664)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 50.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:02.809074,"(26.0, 50.0, 29.75)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:03.996429,"(26.0, 50.0, 29.75)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:05.154579,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:06.262613,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:07.492661,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:08.929380,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:10.143925,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:11.441339,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:12.753840,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:13.964975,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:15.156956,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:16.329300,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:17.498734,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:18.736995,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:19.910685,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:21.134451,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:22.376927,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:23.543813,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:24.768608,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:25.993805,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:27.209941,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:28.405212,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:29.609163,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:30.779261,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:31.921126,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:33.134799,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:34.281298,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:35.412733,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:36.546950,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:37.656432,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:38.811179,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:40.007854,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:41.208497,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:42.373116,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:43.505887,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:44.666221,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:45.832941,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:46.986066,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 43.0)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:48.182714,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 60.0, 37.6)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:49.357700,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 55.0, 42.57142857142857)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:50.496526,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 55.0, 42.57142857142857)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:51.669136,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 55.0, 42.57142857142857)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:52.859390,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 55.0, 42.57142857142857)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:54.047611,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 55.0, 42.57142857142857)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:55.272400,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 55.0, 42.57142857142857)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:56.497689,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 55.0, 42.57142857142857)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:57.726306,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 55.0, 42.57142857142857)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:23:59.117644,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 55.0, 42.57142857142857)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:24:00.424009,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 55.0, 42.57142857142857)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:24:01.676382,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 55.0, 42.57142857142857)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:24:03.014188,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 55.0, 42.57142857142857)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:24:04.336144,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 55.0, 42.57142857142857)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
09-01-2023 16:24:05.508167,"(26.0, 48.0, 31.333333333333336)","(3.0, 4.3, 3.9666666666666663)","(3.6, 4.6, 3.9499999999999997)","(31.0, 55.0, 42.57142857142857)","(21.0, 46.0, 34.5)","(5.0, 8.2, 7.428571428571428)","(11.0, 20.0, 16.25)","(8.5, 14.5, 10.700000000000001)","(6.0, 9.0, 8.142857142857142)"
