,Mammals Destiny,Twin Connection,Sporty Frank,Illawong Phillipa,Golden Jaylet,Im The Mighty Judd,Footlock,Indys Approval,Ima Workinclassman
09-01-2023 16:41:53.911604,"(12.0, 14.0, 13.983050847457626)","(3.8, 5.7, 5.472727272727273)","(3.2, 3.45, 3.4174157303370785)","(31.0, 44.0, 40.4)","(21.0, 29.0, 26.2)","(5.5, 8.8, 8.788235294117646)","(14.0, 24.0, 22.5625)","(10.0, 16.0, 14.875)","(5.0, 6.2, 6.038461538461538)"
09-01-2023 16:41:55.235071,"(12.0, 14.0, 13.983050847457626)","(3.8, 5.7, 5.472727272727273)","(3.2, 3.45, 3.4174157303370785)","(31.0, 44.0, 39.333333333333336)","(21.0, 29.0, 26.2)","(5.5, 9.2, 8.7)","(14.0, 23.0, 22.5625)","(10.0, 16.0, 14.875)","(5.0, 6.2, 6.038461538461538)"
09-01-2023 16:41:56.638756,"(12.0, 14.0, 13.983870967741936)","(3.8, 5.7, 5.403125)","(3.2, 3.45, 3.4174157303370785)","(31.0, 44.0, 39.333333333333336)","(21.0, 29.0, 26.2)","(5.5, 9.0, 8.85)","(14.0, 23.0, 22.5625)","(10.0, 16.0, 14.875)","(5.0, 6.2, 6.038461538461538)"
09-01-2023 16:41:58.087873,"(12.0, 14.0, 13.983870967741936)","(3.8, 5.7, 5.348148148148148)","(3.2, 3.45, 3.4174157303370785)","(31.0, 44.0, 39.333333333333336)","(21.0, 29.0, 25.818181818181817)","(5.5, 9.0, 9.363636363636363)","(14.0, 23.0, 22.5625)","(10.0, 16.0, 14.928571428571429)","(5.0, 6.2, 6.0285714285714285)"
09-01-2023 16:41:59.436302,"(12.0, 14.0, 13.983870967741936)","(3.8, 5.7, 5.348148148148148)","(3.2, 3.45, 3.4157894736842103)","(31.0, 44.0, 39.333333333333336)","(21.0, 29.0, 25.818181818181817)","(5.5, 10.0, 9.2)","(14.0, 23.0, 22.5625)","(10.0, 16.0, 14.928571428571429)","(5.0, 6.2, 6.0285714285714285)"
09-01-2023 16:42:00.747811,"(12.0, 14.0, 13.983870967741936)","(3.9, 5.7, 5.348148148148148)","(3.2, 3.5, 3.4157894736842103)","(31.0, 44.0, 39.333333333333336)","(21.0, 29.0, 25.818181818181817)","(5.5, 9.8, 8.942857142857143)","(14.0, 23.0, 22.5625)","(10.0, 16.0, 14.928571428571429)","(5.0, 6.2, 6.0285714285714285)"
09-01-2023 16:42:02.262611,"(12.0, 14.5, 14.2)","(3.9, 5.7, 5.35)","(3.2, 3.5, 3.395652173913043)","(31.0, 44.0, 39.333333333333336)","(21.0, 29.0, 25.818181818181817)","(5.5, 9.8, 8.885714285714286)","(14.0, 23.0, 22.5625)","(10.0, 16.0, 14.928571428571429)","(5.0, 6.2, 6.0285714285714285)"
09-01-2023 16:42:03.742388,"(12.0, 14.5, 14.26)","(3.9, 5.5, 5.483333333333333)","(3.2, 3.5, 3.395652173913043)","(31.0, 44.0, 39.333333333333336)","(21.0, 29.0, 25.818181818181817)","(5.5, 9.6, 9.0)","(14.0, 23.0, 22.5625)","(10.0, 16.0, 14.928571428571429)","(5.0, 6.2, 6.038461538461538)"
09-01-2023 16:42:05.201222,"(12.0, 14.5, 14.45)","(3.9, 5.5, 5.436)","(3.2, 3.5, 3.2944444444444443)","(31.0, 44.0, 39.333333333333336)","(21.0, 29.0, 25.818181818181817)","(5.5, 9.6, 9.0)","(14.0, 23.0, 22.5625)","(10.0, 16.0, 14.928571428571429)","(5.0, 6.2, 6.0285714285714285)"
09-01-2023 16:42:06.655684,"(12.0, 14.5, 14.456521739130435)","(3.9, 5.7, 5.338095238095238)","(3.2, 3.3, 3.369565217391304)","(31.0, 44.0, 39.333333333333336)","(21.0, 29.0, 25.818181818181817)","(5.5, 9.6, 9.16842105263158)","(14.0, 23.0, 22.666666666666668)","(10.0, 16.0, 14.928571428571429)","(5.0, 6.2, 6.0285714285714285)"
09-01-2023 16:42:08.039771,"(12.0, 14.5, 14.456521739130435)","(3.9, 5.7, 5.449999999999999)","(3.2, 3.5, 3.3785714285714286)","(31.0, 44.0, 39.333333333333336)","(21.0, 29.0, 25.818181818181817)","(5.5, 9.8, 9.418181818181818)","(14.0, 23.0, 22.666666666666668)","(10.0, 16.0, 14.928571428571429)","(5.0, 6.2, 6.038461538461538)"
09-01-2023 16:42:09.391248,"(12.0, 14.5, 14.456521739130435)","(4.0, 5.6, 5.371428571428571)","(3.0, 3.45, 3.3785714285714286)","(31.0, 44.0, 39.333333333333336)","(21.0, 29.0, 26.0)","(6.0, 9.6, 9.100000000000001)","(15.0, 23.0, 22.857142857142858)","(10.0, 16.0, 14.928571428571429)","(5.0, 6.2, 6.038461538461538)"
09-01-2023 16:42:10.692196,"(12.0, 14.5, 14.456521739130435)","(4.0, 5.7, 5.383333333333333)","(3.0, 3.45, 3.2015625)","(31.0, 44.0, 39.333333333333336)","(21.0, 29.0, 26.0)","(6.0, 9.4, 9.25)","(15.0, 24.0, 22.857142857142858)","(10.0, 16.0, 14.928571428571429)","(5.0, 6.2, 6.033333333333333)"
09-01-2023 16:42:12.046860,"(12.0, 14.5, 14.456521739130435)","(4.0, 5.7, 5.383333333333333)","(3.0, 3.25, 3.1377245508982035)","(31.0, 44.0, 39.333333333333336)","(21.0, 29.0, 26.0)","(6.0, 9.4, 10.578947368421053)","(15.0, 24.0, 23.333333333333332)","(10.0, 16.0, 14.928571428571429)","(5.0, 6.2, 6.026666666666666)"
09-01-2023 16:42:13.433277,"(12.0, 14.5, 14.456521739130435)","(4.0, 5.7, 5.383333333333333)","(3.0, 3.25, 3.113138686131387)","(31.0, 44.0, 39.333333333333336)","(21.0, 29.0, 26.0)","(6.0, 11.0, 9.8)","(15.0, 25.0, 23.333333333333332)","(10.0, 16.0, 14.928571428571429)","(5.0, 6.4, 6.026666666666666)"
09-01-2023 16:42:14.891060,"(12.0, 14.5, 14.456521739130435)","(4.0, 5.7, 5.383333333333333)","(3.0, 3.25, 3.113138686131387)","(31.0, 44.0, 39.333333333333336)","(21.0, 29.0, 27.375)","(6.0, 10.0, 10.05)","(15.0, 25.0, 23.333333333333332)","(10.0, 16.0, 14.928571428571429)","(5.0, 6.4, 6.026666666666666)"
09-01-2023 16:42:16.320587,"(12.0, 14.5, 14.456521739130435)","(4.0, 5.7, 5.442857142857143)","(3.0, 3.25, 3.113138686131387)","(31.0, 44.0, 39.333333333333336)","(21.0, 28.0, 27.375)","(6.0, 10.5, 10.275)","(15.0, 25.0, 23.333333333333332)","(10.0, 16.0, 15.423076923076923)","(5.0, 6.4, 6.226923076923077)"
09-01-2023 16:42:17.716753,"(12.0, 14.5, 14.456521739130435)","(4.0, 5.7, 5.442857142857143)","(3.0, 3.25, 3.113138686131387)","(31.0, 44.0, 40.0)","(21.0, 28.0, 27.375)","(6.0, 10.5, 10.275)","(15.0, 25.0, 23.333333333333332)","(10.0, 16.0, 15.423076923076923)","(5.0, 6.4, 6.2875000000000005)"
09-01-2023 16:42:19.279820,"(12.0, 15.0, 14.9375)","(4.0, 5.7, 5.5)","(3.0, 3.25, 3.111111111111111)","(31.0, 42.0, 38.0)","(21.0, 28.0, 27.375)","(6.0, 10.5, 10.275)","(15.0, 25.0, 23.333333333333332)","(10.0, 16.0, 15.423076923076923)","(5.0, 6.4, 6.325)"
09-01-2023 16:42:20.978357,"(12.0, 15.0, 14.9375)","(4.0, 5.7, 5.5)","(3.0, 3.25, 3.111111111111111)","(31.0, 40.0, 34.54545454545455)","(21.0, 28.0, 27.375)","(6.0, 10.5, 10.670588235294117)","(15.0, 25.0, 23.333333333333332)","(10.0, 16.0, 15.423076923076923)","(5.0, 6.4, 6.325)"
09-01-2023 16:42:22.527577,"(12.0, 15.0, 14.95)","(4.0, 5.7, 5.5)","(3.0, 3.25, 3.061864406779661)","(31.0, 40.0, 34.54545454545455)","(21.0, 28.0, 27.375)","(6.0, 11.0, 10.353846153846154)","(15.0, 25.0, 23.333333333333332)","(10.0, 16.0, 15.423076923076923)","(5.0, 6.4, 6.2956521739130435)"
09-01-2023 16:42:24.116892,"(12.0, 15.0, 14.95)","(4.0, 5.7, 5.5)","(3.0, 3.15, 3.055454545454545)","(31.0, 40.0, 34.54545454545455)","(21.0, 28.0, 27.375)","(6.0, 11.0, 10.066666666666666)","(15.0, 25.0, 23.333333333333332)","(10.0, 16.0, 15.423076923076923)","(5.0, 6.4, 6.2956521739130435)"
09-01-2023 16:42:25.612943,"(12.0, 15.0, 14.95)","(4.0, 5.7, 5.557142857142857)","(2.8, 3.15, 3.055454545454545)","(31.0, 40.0, 34.54545454545455)","(21.0, 28.0, 27.375)","(6.5, 11.0, 10.066666666666666)","(15.0, 25.0, 23.333333333333332)","(11.0, 16.0, 15.423076923076923)","(5.0, 6.4, 6.2956521739130435)"
09-01-2023 16:42:27.043656,"(12.0, 15.0, 14.95)","(4.0, 5.7, 5.557142857142857)","(2.8, 3.15, 3.02)","(31.0, 40.0, 36.666666666666664)","(21.0, 28.0, 27.375)","(6.5, 11.0, 10.4)","(15.0, 25.0, 23.333333333333332)","(11.0, 16.0, 16.0)","(5.0, 6.4, 6.317241379310345)"
09-01-2023 16:42:28.530394,"(12.0, 15.0, 14.95)","(4.0, 5.7, 5.557142857142857)","(2.8, 3.15, 3.0188571428571427)","(31.0, 38.0, 34.0)","(21.0, 28.0, 27.375)","(6.5, 11.0, 10.4)","(15.0, 25.0, 23.333333333333332)","(11.0, 17.0, 15.75)","(5.0, 6.4, 6.317241379310345)"
09-01-2023 16:42:29.999805,"(12.0, 15.0, 14.95)","(4.0, 5.7, 5.557142857142857)","(2.8, 3.15, 3.0188571428571427)","(31.0, 38.0, 34.0)","(21.0, 28.0, 27.375)","(6.5, 11.0, 11.394736842105264)","(15.0, 25.0, 23.333333333333332)","(11.0, 17.5, 16.25)","(5.0, 6.4, 6.317241379310345)"
09-01-2023 16:42:31.536343,"(12.0, 15.0, 14.95)","(4.0, 5.7, 5.557142857142857)","(2.8, 3.15, 3.0188571428571427)","(31.0, 38.0, 35.0)","(21.0, 28.0, 27.375)","(6.5, 11.5, 11.38888888888889)","(15.0, 25.0, 22.1875)","(11.0, 18.0, 16.5)","(5.0, 6.4, 6.327272727272727)"
09-01-2023 16:42:32.726657,"(12.0, 15.0, 14.95)","(4.0, 5.7, 5.557142857142857)","(2.8, 3.15, 3.0188571428571427)","(31.0, 38.0, 35.0)","(21.0, 28.0, 27.375)","(6.5, 11.5, 11.38888888888889)","(15.0, 25.0, 22.916666666666668)","(11.0, 18.0, 16.666666666666668)","(5.0, 6.4, 6.327272727272727)"
09-01-2023 16:42:33.900521,"(12.0, 15.0, 14.875)","(4.0, 5.7, 5.557142857142857)","(2.8, 3.15, 3.0188571428571427)","(31.0, 38.0, 35.0)","(21.0, 28.0, 27.375)","(6.5, 11.5, 11.38888888888889)","(15.0, 25.0, 23.333333333333332)","(11.0, 17.5, 17.0)","(5.0, 6.4, 6.327272727272727)"
09-01-2023 16:42:35.116300,"(12.0, 15.0, 14.875)","(4.0, 5.7, 5.557142857142857)","(2.8, 3.15, 3.0188571428571427)","(31.0, 38.0, 35.0)","(21.0, 28.0, 27.2)","(6.5, 11.5, 11.4)","(15.0, 25.0, 23.333333333333332)","(11.0, 18.0, 17.0)","(5.0, 6.4, 6.327272727272727)"
09-01-2023 16:42:36.362500,"(12.0, 15.0, 14.875)","(4.0, 5.7, 5.5)","(2.8, 3.15, 3.0144303797468353)","(31.0, 38.0, 35.0)","(21.0, 28.0, 27.375)","(6.5, 11.5, 11.394736842105264)","(15.0, 25.0, 23.46153846153846)","(11.0, 18.0, 17.0)","(5.0, 6.4, 6.327272727272727)"
09-01-2023 16:42:37.596273,"(12.0, 15.0, 14.75)","(4.0, 5.7, 5.5)","(2.8, 3.15, 3.0127710843373494)","(31.0, 38.0, 35.0)","(21.0, 28.0, 30.714285714285715)","(6.5, 11.5, 11.394736842105264)","(15.0, 25.0, 24.5)","(11.0, 18.0, 16.214285714285715)","(5.0, 6.4, 6.300000000000001)"
09-01-2023 16:42:38.837087,"(12.0, 15.0, 14.25)","(4.0, 5.7, 5.5)","(2.8, 3.15, 3.0144303797468353)","(31.0, 38.0, 35.81818181818182)","(21.0, 32.0, 33.375)","(6.5, 11.5, 11.394736842105264)","(15.0, 25.0, 24.25)","(11.0, 18.0, 17.4)","(5.0, 6.4, 6.364179104477612)"
09-01-2023 16:42:40.083453,"(12.0, 15.0, 14.25)","(4.0, 5.7, 5.5)","(2.8, 3.15, 3.129)","(31.0, 38.0, 35.81818181818182)","(21.0, 36.0, 32.0)","(6.5, 11.5, 11.5625)","(15.0, 25.0, 24.555555555555557)","(11.0, 18.0, 17.571428571428573)","(5.0, 6.4, 6.331428571428572)"
09-01-2023 16:42:41.242423,"(12.0, 15.0, 14.25)","(4.0, 5.7, 5.5)","(2.8, 3.15, 3.105)","(31.0, 38.0, 35.42857142857143)","(21.0, 36.0, 32.0)","(6.5, 12.0, 11.444444444444445)","(15.0, 25.0, 23.666666666666668)","(11.0, 19.5, 17.0)","(5.0, 6.4, 6.331428571428572)"
09-01-2023 16:42:42.397114,"(12.0, 15.0, 14.25)","(4.0, 5.7, 5.5)","(2.8, 3.15, 3.105)","(31.0, 38.0, 35.2)","(21.0, 36.0, 31.5)","(6.5, 12.0, 11.444444444444445)","(15.0, 25.0, 23.0)","(11.0, 19.0, 16.25)","(5.0, 6.4, 6.305263157894737)"
09-01-2023 16:42:43.582203,"(12.0, 15.0, 14.25)","(4.0, 5.7, 5.5)","(2.8, 3.15, 3.103472222222222)","(31.0, 36.0, 33.77777777777778)","(21.0, 36.0, 32.888888888888886)","(6.5, 12.0, 12.476923076923077)","(15.0, 25.0, 22.615384615384617)","(11.0, 18.0, 16.63888888888889)","(5.0, 6.4, 6.348571428571429)"
09-01-2023 16:42:44.783298,"(12.0, 15.0, 14.25)","(4.0, 5.7, 5.4)","(2.8, 3.15, 3.103472222222222)","(31.0, 36.0, 33.77777777777778)","(21.0, 34.0, 32.888888888888886)","(6.5, 12.5, 13.389705882352942)","(15.0, 26.0, 23.0)","(11.0, 18.0, 16.642857142857142)","(5.0, 6.4, 6.348571428571429)"
09-01-2023 16:42:45.968045,"(12.0, 15.0, 14.25)","(4.0, 5.6, 5.428571428571428)","(2.7, 3.15, 3.103472222222222)","(31.0, 36.0, 33.77777777777778)","(21.0, 34.0, 32.888888888888886)","(6.5, 13.5, 13.35483870967742)","(15.0, 25.0, 23.0)","(11.0, 17.5, 15.3)","(5.0, 6.4, 6.348571428571429)"
09-01-2023 16:42:47.104262,"(12.0, 15.0, 14.25)","(4.0, 5.6, 5.39)","(2.7, 3.15, 3.103472222222222)","(31.0, 36.0, 33.77777777777778)","(21.0, 34.0, 33.285714285714285)","(6.5, 14.0, 13.389705882352942)","(15.0, 25.0, 22.88888888888889)","(11.0, 16.5, 15.166666666666666)","(5.0, 6.4, 6.348571428571429)"
09-01-2023 16:42:48.246046,"(12.0, 15.0, 14.25)","(4.0, 5.6, 5.39)","(2.7, 3.15, 3.103472222222222)","(31.0, 36.0, 34.0)","(21.0, 34.0, 33.30769230769231)","(6.5, 13.5, 13.323529411764707)","(15.0, 26.0, 23.0)","(11.0, 16.5, 14.875)","(5.0, 6.4, 6.757142857142857)"
09-01-2023 16:42:49.462126,"(12.0, 14.5, 14.394736842105264)","(4.0, 5.6, 5.35)","(2.7, 3.15, 3.0556338028169012)","(31.0, 36.0, 33.0)","(21.0, 36.0, 31.09090909090909)","(7.0, 13.5, 13.0)","(15.0, 25.0, 22.77777777777778)","(11.0, 16.0, 15.538461538461538)","(5.0, 6.8, 6.7)"
09-01-2023 16:42:50.638582,"(12.0, 14.5, 14.23913043478261)","(4.0, 5.5, 5.416666666666667)","(2.7, 3.15, 2.990875)","(31.0, 36.0, 33.0)","(21.0, 36.0, 31.09090909090909)","(7.0, 14.0, 12.884615384615385)","(15.0, 25.0, 22.77777777777778)","(11.0, 16.0, 15.357142857142858)","(5.0, 6.8, 6.6)"
09-01-2023 16:42:51.763216,"(12.0, 14.5, 14.23913043478261)","(4.0, 5.4, 5.325)","(2.7, 3.15, 2.990875)","(31.0, 36.0, 33.69230769230769)","(21.0, 36.0, 32.25)","(7.0, 15.0, 13.75)","(15.0, 25.0, 23.0)","(11.0, 16.0, 14.333333333333334)","(5.0, 7.0, 6.482352941176471)"
09-01-2023 16:42:52.887511,"(12.0, 15.0, 14.5625)","(3.9, 5.4, 5.2)","(2.7, 3.15, 3.0927272727272728)","(31.0, 36.0, 33.69230769230769)","(21.0, 36.0, 32.25)","(7.5, 14.5, 12.785714285714285)","(15.0, 24.0, 23.0)","(11.0, 16.0, 13.86111111111111)","(5.0, 6.8, 6.44)"
09-01-2023 16:42:54.039091,"(12.0, 15.0, 14.444444444444445)","(3.9, 5.4, 5.0888888888888895)","(2.7, 3.15, 3.0857142857142854)","(31.0, 36.0, 34.36363636363636)","(21.0, 36.0, 32.25)","(7.5, 14.5, 14.3)","(15.0, 24.0, 22.846153846153847)","(11.0, 16.0, 13.637931034482758)","(5.0, 6.8, 6.4)"
09-01-2023 16:42:55.240261,"(12.0, 14.5, 14.394736842105264)","(3.9, 5.3, 4.871428571428571)","(2.7, 3.15, 3.0857142857142854)","(31.0, 36.0, 34.36363636363636)","(21.0, 36.0, 34.5)","(7.5, 14.5, 13.928571428571429)","(15.0, 24.0, 22.2)","(11.0, 15.5, 13.75)","(5.0, 6.8, 6.575)"
09-01-2023 16:42:56.445328,"(12.0, 14.5, 14.394736842105264)","(3.9, 5.3, 4.912903225806452)","(2.7, 3.15, 3.0857142857142854)","(31.0, 36.0, 34.36363636363636)","(21.0, 36.0, 32.25)","(7.5, 14.5, 13.944444444444445)","(15.0, 24.0, 22.4)","(11.0, 14.5, 13.75)","(5.0, 6.8, 6.74)"
09-01-2023 16:42:57.591076,"(12.0, 14.5, 14.394736842105264)","(3.9, 5.3, 4.912903225806452)","(2.7, 3.15, 3.0857142857142854)","(31.0, 36.0, 34.36363636363636)","(21.0, 36.0, 32.25)","(7.5, 14.5, 13.272727272727273)","(15.0, 26.0, 22.77777777777778)","(11.0, 14.5, 13.75)","(5.0, 6.8, 6.742857142857143)"
09-01-2023 16:42:58.819736,"(12.0, 15.0, 14.5625)","(3.9, 5.3, 4.912903225806452)","(2.7, 3.15, 3.073076923076923)","(31.0, 36.0, 34.36363636363636)","(21.0, 36.0, 32.25)","(7.5, 14.0, 13.166666666666666)","(15.0, 25.0, 22.714285714285715)","(11.0, 14.5, 13.75)","(5.0, 6.8, 6.916129032258064)"
09-01-2023 16:43:00.105007,"(12.0, 15.0, 14.444444444444445)","(3.9, 5.2, 4.88)","(2.7, 3.15, 3.073076923076923)","(31.0, 36.0, 34.36363636363636)","(21.0, 36.0, 32.25)","(7.5, 13.5, 12.777777777777779)","(15.0, 24.0, 22.285714285714285)","(11.0, 14.5, 13.117647058823529)","(5.0, 7.4, 6.857142857142857)"
09-01-2023 16:43:01.449896,"(12.0, 14.5, 14.394736842105264)","(3.9, 5.2, 4.88)","(2.7, 3.15, 3.0749999999999997)","(31.0, 36.0, 34.36363636363636)","(21.0, 36.0, 32.25)","(7.5, 13.0, 12.777777777777779)","(15.0, 24.0, 23.0)","(11.0, 15.0, 13.666666666666666)","(5.0, 7.2, 7.05)"
09-01-2023 16:43:02.696955,"(12.0, 14.5, 14.394736842105264)","(3.9, 5.2, 4.88)","(2.7, 3.15, 3.0749999999999997)","(31.0, 36.0, 34.36363636363636)","(21.0, 36.0, 32.25)","(7.5, 13.0, 12.777777777777779)","(16.0, 24.0, 23.0)","(11.0, 14.5, 14.071428571428571)","(5.0, 7.2, 6.955555555555556)"
09-01-2023 16:43:03.895101,"(12.0, 14.5, 14.394736842105264)","(3.9, 5.2, 4.88)","(2.7, 3.15, 3.092)","(31.0, 36.0, 34.5)","(21.0, 36.0, 32.25)","(7.5, 13.0, 12.777777777777779)","(16.0, 24.0, 23.57142857142857)","(11.0, 14.5, 14.071428571428571)","(5.0, 7.4, 6.975)"
09-01-2023 16:43:05.115491,"(12.0, 14.5, 14.4)","(3.9, 5.2, 5.086363636363637)","(2.7, 3.1, 3.0625)","(31.0, 36.0, 34.5)","(21.0, 36.0, 35.333333333333336)","(7.5, 13.0, 12.636363636363637)","(16.0, 24.0, 23.4)","(11.0, 14.5, 14.2)","(5.0, 7.2, 6.975)"
09-01-2023 16:43:06.413515,"(12.0, 14.5, 14.41304347826087)","(3.9, 5.2, 5.086363636363637)","(2.7, 3.1, 3.0625)","(31.0, 36.0, 34.5)","(21.0, 36.0, 33.69230769230769)","(7.5, 13.0, 12.636363636363637)","(16.0, 24.0, 23.4)","(11.0, 15.0, 13.533333333333333)","(5.0, 7.2, 7.036363636363636)"
09-01-2023 16:43:07.510444,"(12.0, 15.0, 14.5)","(3.9, 5.2, 5.04)","(2.7, 3.1, 3.0625)","(31.0, 36.0, 34.36363636363636)","(21.0, 36.0, 33.69230769230769)","(7.5, 13.0, 12.636363636363637)","(16.0, 24.0, 23.4)","(11.0, 15.0, 13.9)","(5.0, 7.2, 7.036363636363636)"
09-01-2023 16:43:08.648680,"(12.0, 14.5, 14.42)","(3.9, 5.2, 5.0095238095238095)","(2.7, 3.1, 3.0548192771084337)","(31.0, 36.0, 33.69230769230769)","(21.0, 36.0, 33.69230769230769)","(7.5, 13.0, 13.076923076923077)","(16.0, 24.0, 23.4)","(11.0, 15.0, 13.9)","(5.0, 7.2, 7.036363636363636)"
09-01-2023 16:43:09.764167,"(12.0, 14.5, 14.42)","(3.9, 5.2, 5.0095238095238095)","(2.7, 3.15, 3.103529411764706)","(31.0, 36.0, 33.5)","(21.0, 36.0, 33.69230769230769)","(7.5, 14.0, 13.375)","(16.0, 24.0, 23.555555555555557)","(11.0, 15.0, 13.9)","(5.0, 7.2, 6.954545454545454)"
09-01-2023 16:43:10.874874,"(12.0, 14.5, 14.42)","(3.9, 5.1, 4.9363636363636365)","(2.7, 3.15, 3.1070652173913045)","(31.0, 36.0, 33.5)","(21.0, 36.0, 33.69230769230769)","(8.0, 14.0, 13.21875)","(16.0, 24.0, 23.555555555555557)","(11.0, 15.0, 13.73076923076923)","(5.0, 7.2, 7.0875)"
09-01-2023 16:43:11.975698,"(12.0, 14.5, 14.35)","(3.9, 5.1, 4.9363636363636365)","(2.7, 3.15, 3.1070652173913045)","(31.0, 36.0, 33.5)","(21.0, 36.0, 33.69230769230769)","(8.0, 13.5, 12.866666666666667)","(16.0, 24.0, 23.714285714285715)","(11.0, 15.0, 13.533333333333333)","(5.0, 7.2, 7.0875)"
09-01-2023 16:43:13.112504,"(12.0, 14.5, 14.35)","(3.9, 5.1, 4.9363636363636365)","(2.7, 3.15, 3.1070652173913045)","(31.0, 36.0, 33.5)","(21.0, 36.0, 33.69230769230769)","(8.0, 13.0, 12.866666666666667)","(16.0, 24.0, 23.714285714285715)","(11.0, 15.0, 13.533333333333333)","(5.0, 7.2, 7.0875)"
09-01-2023 16:43:14.257734,"(12.0, 14.5, 14.35)","(3.9, 5.1, 4.9363636363636365)","(2.7, 3.15, 3.1070652173913045)","(31.0, 36.0, 33.5)","(21.0, 36.0, 33.69230769230769)","(8.0, 13.0, 12.866666666666667)","(16.0, 24.0, 23.714285714285715)","(11.0, 15.0, 13.952380952380953)","(5.0, 7.2, 7.0875)"
09-01-2023 16:43:15.426775,"(12.0, 14.5, 14.35)","(3.9, 5.1, 4.788636363636364)","(2.7, 3.15, 3.110891089108911)","(31.0, 36.0, 34.2)","(21.0, 36.0, 33.69230769230769)","(8.0, 13.0, 12.866666666666667)","(16.0, 24.0, 23.22222222222222)","(11.0, 15.0, 13.952380952380953)","(5.0, 7.2, 7.0875)"
09-01-2023 16:43:16.575367,"(12.0, 14.5, 14.35)","(3.9, 5.0, 4.741666666666667)","(2.7, 3.15, 3.110891089108911)","(31.0, 36.0, 34.2)","(21.0, 36.0, 33.69230769230769)","(8.0, 13.0, 12.764705882352942)","(16.0, 25.0, 23.857142857142858)","(11.0, 15.0, 13.952380952380953)","(5.0, 7.2, 7.004651162790697)"
09-01-2023 16:43:17.664506,"(12.0, 14.5, 14.35)","(3.9, 5.0, 4.734883720930233)","(2.7, 3.15, 3.110891089108911)","(31.0, 36.0, 34.2)","(21.0, 36.0, 33.69230769230769)","(8.0, 13.0, 12.764705882352942)","(16.0, 25.0, 23.857142857142858)","(11.0, 15.0, 13.952380952380953)","(5.0, 7.2, 7.004651162790697)"
09-01-2023 16:43:18.797011,"(12.0, 14.5, 14.35)","(3.9, 5.0, 4.7375)","(2.7, 3.15, 3.112735849056604)","(31.0, 36.0, 34.2)","(21.0, 36.0, 33.69230769230769)","(8.0, 13.0, 12.764705882352942)","(16.0, 25.0, 23.666666666666668)","(11.0, 15.0, 13.952380952380953)","(5.0, 7.2, 7.069767441860465)"
09-01-2023 16:43:19.972714,"(12.0, 14.5, 14.35)","(3.9, 5.0, 4.7375)","(2.7, 3.15, 3.112735849056604)","(31.0, 36.0, 34.2)","(21.0, 36.0, 34.333333333333336)","(8.0, 13.5, 12.846153846153847)","(16.0, 25.0, 23.666666666666668)","(11.0, 15.0, 14.153846153846153)","(5.0, 7.2, 7.069767441860465)"
09-01-2023 16:43:21.356867,"(12.0, 15.0, 14.931818181818182)","(3.9, 5.0, 4.734883720930233)","(2.7, 3.15, 3.108974358974359)","(31.0, 36.0, 34.5)","(21.0, 36.0, 34.333333333333336)","(8.0, 13.0, 12.846153846153847)","(16.0, 25.0, 23.666666666666668)","(11.0, 14.5, 13.9375)","(5.0, 7.2, 7.131428571428572)"
09-01-2023 16:43:22.719389,"(12.0, 14.5, 14.41304347826087)","(3.9, 5.0, 4.734883720930233)","(2.7, 3.15, 3.108974358974359)","(31.0, 36.0, 34.5)","(21.0, 36.0, 34.333333333333336)","(8.0, 13.0, 12.846153846153847)","(16.0, 25.0, 23.666666666666668)","(11.0, 14.5, 13.9375)","(5.0, 7.2, 7.131428571428572)"
09-01-2023 16:43:24.014284,"(12.0, 14.5, 14.41304347826087)","(3.9, 5.0, 4.734883720930233)","(2.7, 3.15, 3.108974358974359)","(31.0, 36.0, 34.36363636363636)","(21.0, 36.0, 34.333333333333336)","(8.0, 13.0, 13.375)","(16.0, 25.0, 23.666666666666668)","(11.0, 14.5, 13.75)","(5.0, 7.2, 7.131428571428572)"
09-01-2023 16:43:25.434776,"(12.0, 15.0, 14.931818181818182)","(3.9, 5.0, 4.734883720930233)","(2.7, 3.15, 3.0833333333333335)","(31.0, 36.0, 33.69230769230769)","(21.0, 36.0, 34.333333333333336)","(8.0, 13.5, 13.442307692307692)","(16.0, 25.0, 23.666666666666668)","(11.0, 14.5, 13.75)","(5.0, 7.2, 7.127272727272727)"
09-01-2023 16:43:26.610540,"(12.0, 15.0, 14.833333333333334)","(3.9, 5.0, 4.746666666666667)","(2.7, 3.1, 3.06)","(31.0, 36.0, 33.69230769230769)","(21.0, 36.0, 34.333333333333336)","(8.0, 13.5, 12.862068965517242)","(16.0, 25.0, 23.22222222222222)","(11.0, 14.5, 13.5)","(5.0, 7.4, 7.305882352941177)"
09-01-2023 16:43:27.863302,"(12.0, 15.0, 14.88888888888889)","(3.9, 5.0, 4.746666666666667)","(2.7, 3.1, 3.06)","(31.0, 36.0, 33.69230769230769)","(21.0, 36.0, 34.333333333333336)","(8.0, 13.0, 13.442307692307692)","(16.0, 25.0, 23.22222222222222)","(11.0, 14.0, 13.333333333333334)","(5.0, 7.4, 7.286792452830189)"
