,Vive El Momento,Platinum Frolic,Gossiping,Party Monster,Sweet Annabella,Sarah Bellum,Awesome Incentive,Helluva Lady,Skyfly,Esperannna
07-01-2023 13:52:17.506940,"(31.0, 220.0, 170.25)","(6.5, 17.5, 14.5)","(21.0, 180.0, 125.33333333333333)","(31.0, 230.0, 179.5)","(21.0, 210.0, 146.33333333333331)","(51.0, 230.0, 132.0)","(8.0, 14.5, 12.7)","(1.7, 3.25, 3.0205882352941176)","(21.0, 230.0, 159.16666666666666)","(4.4, 5.2, 4.75)"
07-01-2023 13:52:18.915553,"(31.0, 220.0, 170.25)","(6.5, 17.5, 14.5)","(21.0, 180.0, 125.33333333333333)","(31.0, 230.0, 179.5)","(21.0, 210.0, 146.33333333333331)","(51.0, 230.0, 132.0)","(8.0, 230.0, 175.0)","(1.7, 2.18, 2.106666666666667)","(21.0, 230.0, 159.16666666666666)","(4.4, 5.2, 4.75)"
07-01-2023 13:52:20.324577,"(31.0, 220.0, 170.25)","(6.5, 17.5, 14.5)","(21.0, 180.0, 125.33333333333333)","(31.0, 230.0, 179.5)","(21.0, 210.0, 146.33333333333331)","(51.0, 230.0, 132.0)","(8.0, 230.0, 175.0)","(1.7, 2.18, 2.106666666666667)","(21.0, 230.0, 159.16666666666666)","(4.4, 5.2, 4.75)"
07-01-2023 13:52:21.595821,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.333333333333332)","(21.0, 180.0, 125.33333333333333)","(31.0, 230.0, 179.5)","(21.0, 210.0, 146.33333333333331)","(51.0, 230.0, 132.0)","(8.0, 230.0, 175.0)","(1.7, 2.18, 2.106666666666667)","(21.0, 230.0, 159.16666666666666)","(4.4, 5.2, 4.75)"
07-01-2023 13:52:22.832496,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.333333333333332)","(21.0, 180.0, 147.1)","(31.0, 230.0, 179.5)","(21.0, 210.0, 146.33333333333331)","(51.0, 230.0, 132.0)","(8.0, 230.0, 175.0)","(1.7, 2.18, 2.106666666666667)","(21.0, 230.0, 159.16666666666666)","(4.4, 5.2, 4.75)"
07-01-2023 13:52:24.223821,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.333333333333332)","(21.0, 180.0, 147.1)","(31.0, 230.0, 179.5)","(21.0, 210.0, 146.33333333333331)","(51.0, 230.0, 132.0)","(8.0, 230.0, 175.0)","(1.7, 2.18, 2.106666666666667)","(21.0, 230.0, 159.16666666666666)","(4.4, 5.2, 4.75)"
07-01-2023 13:52:25.594917,"(31.0, 220.0, 170.25)","(6.5, 17.5, 14.5)","(21.0, 180.0, 125.33333333333333)","(31.0, 230.0, 179.5)","(21.0, 210.0, 146.33333333333331)","(51.0, 230.0, 132.0)","(8.0, 230.0, 175.0)","(1.7, 2.18, 2.106666666666667)","(21.0, 230.0, 159.16666666666666)","(4.4, 5.2, 4.75)"
07-01-2023 13:52:26.887373,"(31.0, 220.0, 170.25)","(6.5, 17.5, 14.5)","(21.0, 180.0, 125.33333333333333)","(31.0, 230.0, 179.5)","(21.0, 210.0, 146.33333333333331)","(51.0, 230.0, 132.0)","(8.0, 230.0, 175.0)","(1.7, 2.18, 2.106666666666667)","(21.0, 230.0, 159.16666666666666)","(4.4, 5.2, 4.75)"
07-01-2023 13:52:28.230533,"(31.0, 220.0, 170.25)","(6.5, 17.5, 14.5)","(21.0, 180.0, 125.33333333333333)","(31.0, 230.0, 179.5)","(21.0, 210.0, 146.33333333333331)","(51.0, 230.0, 132.0)","(8.0, 230.0, 175.0)","(1.7, 2.18, 2.106666666666667)","(21.0, 230.0, 159.16666666666666)","(4.4, 5.2, 4.75)"
07-01-2023 13:52:29.608283,"(31.0, 220.0, 170.25)","(6.5, 17.5, 14.5)","(21.0, 180.0, 125.33333333333333)","(31.0, 230.0, 179.5)","(21.0, 210.0, 146.33333333333331)","(51.0, 230.0, 132.0)","(8.0, 230.0, 175.0)","(1.7, 2.18, 2.106666666666667)","(21.0, 230.0, 159.16666666666666)","(4.4, 5.2, 4.75)"
07-01-2023 13:52:31.086283,"(31.0, 220.0, 170.25)","(6.5, 17.5, 14.5)","(21.0, 180.0, 125.33333333333333)","(31.0, 230.0, 179.5)","(21.0, 210.0, 146.33333333333331)","(51.0, 230.0, 132.0)","(8.0, 230.0, 175.0)","(1.7, 2.18, 2.106666666666667)","(21.0, 230.0, 159.16666666666666)","(4.4, 5.2, 4.75)"
07-01-2023 13:52:32.532766,"(31.0, 220.0, 170.25)","(6.5, 17.5, 14.5)","(21.0, 180.0, 125.33333333333333)","(31.0, 230.0, 179.5)","(21.0, 210.0, 146.33333333333331)","(51.0, 230.0, 132.0)","(8.0, 230.0, 175.0)","(1.7, 2.18, 2.106666666666667)","(21.0, 230.0, 159.16666666666666)","(4.4, 5.2, 4.75)"
07-01-2023 13:52:33.957781,"(31.0, 220.0, 170.25)","(6.5, 17.5, 14.5)","(21.0, 180.0, 125.33333333333333)","(31.0, 230.0, 179.5)","(21.0, 210.0, 146.33333333333331)","(51.0, 230.0, 164.66666666666666)","(8.0, 230.0, 175.0)","(1.7, 2.18, 2.106666666666667)","(21.0, 230.0, 194.58333333333331)","(4.4, 5.2, 4.75)"
07-01-2023 13:52:35.229435,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.333333333333332)","(21.0, 180.0, 125.33333333333333)","(31.0, 230.0, 179.5)","(21.0, 210.0, 146.33333333333331)","(51.0, 230.0, 164.66666666666666)","(8.0, 230.0, 175.0)","(1.7, 2.18, 2.106666666666667)","(21.0, 230.0, 203.4375)","(4.4, 5.2, 4.75)"
07-01-2023 13:52:36.520429,"(31.0, 220.0, 170.25)","(6.5, 17.5, 14.5)","(21.0, 180.0, 125.33333333333333)","(31.0, 230.0, 179.5)","(21.0, 210.0, 146.33333333333331)","(51.0, 230.0, 164.66666666666666)","(8.0, 230.0, 175.0)","(1.7, 2.18, 2.106666666666667)","(21.0, 230.0, 203.4375)","(4.4, 5.2, 4.75)"
07-01-2023 13:52:37.934747,"(31.0, 220.0, 170.25)","(6.5, 17.5, 14.5)","(21.0, 180.0, 125.33333333333333)","(31.0, 230.0, 179.5)","(21.0, 210.0, 146.33333333333331)","(51.0, 230.0, 164.66666666666666)","(8.0, 230.0, 175.0)","(1.7, 2.18, 2.106666666666667)","(21.0, 230.0, 203.4375)","(4.4, 5.2, 4.75)"
07-01-2023 13:52:39.258408,"(31.0, 220.0, 170.25)","(6.5, 17.5, 14.5)","(21.0, 180.0, 125.33333333333333)","(31.0, 230.0, 179.5)","(21.0, 210.0, 146.33333333333331)","(51.0, 230.0, 164.66666666666666)","(8.0, 230.0, 175.0)","(1.7, 2.18, 2.106666666666667)","(21.0, 230.0, 203.4375)","(4.4, 5.2, 4.75)"
07-01-2023 13:52:40.581018,"(31.0, 220.0, 170.25)","(6.5, 17.5, 14.5)","(21.0, 180.0, 125.33333333333333)","(31.0, 230.0, 179.5)","(21.0, 210.0, 146.33333333333331)","(51.0, 230.0, 164.66666666666666)","(8.0, 230.0, 175.0)","(1.7, 2.18, 2.106666666666667)","(21.0, 230.0, 203.4375)","(4.4, 5.2, 4.75)"
07-01-2023 13:52:41.926322,"(31.0, 220.0, 170.25)","(6.5, 17.5, 14.5)","(21.0, 180.0, 125.33333333333333)","(31.0, 230.0, 179.5)","(21.0, 210.0, 146.33333333333331)","(51.0, 230.0, 164.66666666666666)","(8.0, 230.0, 175.0)","(1.7, 2.18, 2.106666666666667)","(21.0, 230.0, 159.16666666666666)","(4.4, 5.2, 4.75)"
07-01-2023 13:52:43.268306,"(31.0, 220.0, 170.25)","(6.5, 17.5, 14.5)","(21.0, 180.0, 125.33333333333333)","(31.0, 230.0, 179.5)","(21.0, 210.0, 146.33333333333331)","(51.0, 230.0, 164.66666666666666)","(8.0, 230.0, 175.0)","(1.7, 2.18, 2.106666666666667)","(21.0, 230.0, 159.16666666666666)","(4.4, 5.2, 4.75)"
07-01-2023 13:52:44.941672,"(31.0, 220.0, 170.25)","(6.5, 17.5, 14.5)","(21.0, 180.0, 125.33333333333333)","(31.0, 230.0, 179.5)","(21.0, 210.0, 146.33333333333331)","(51.0, 230.0, 164.66666666666666)","(8.0, 230.0, 175.0)","(1.7, 2.18, 2.106666666666667)","(21.0, 230.0, 159.16666666666666)","(4.4, 5.2, 4.75)"
07-01-2023 13:52:46.642508,"(31.0, 220.0, 170.25)","(6.5, 17.5, 14.5)","(21.0, 180.0, 125.33333333333333)","(31.0, 230.0, 179.5)","(21.0, 210.0, 146.33333333333331)","(51.0, 230.0, 164.66666666666666)","(8.0, 230.0, 175.0)","(1.7, 2.18, 2.106666666666667)","(21.0, 230.0, 159.16666666666666)","(4.4, 5.2, 4.75)"
07-01-2023 13:52:48.133048,"(31.0, 220.0, 170.25)","(6.5, 17.5, 14.5)","(21.0, 180.0, 125.33333333333333)","(31.0, 230.0, 179.5)","(21.0, 210.0, 146.33333333333331)","(51.0, 230.0, 164.66666666666666)","(8.0, 230.0, 175.0)","(1.7, 2.18, 2.106666666666667)","(21.0, 230.0, 159.16666666666666)","(4.4, 5.2, 4.75)"
07-01-2023 13:52:49.659318,"(31.0, 220.0, 170.25)","(6.5, 17.5, 14.9)","(21.0, 180.0, 125.33333333333333)","(31.0, 230.0, 179.5)","(21.0, 210.0, 146.33333333333331)","(51.0, 230.0, 164.66666666666666)","(8.0, 230.0, 175.0)","(1.7, 2.18, 2.106666666666667)","(21.0, 230.0, 159.16666666666666)","(4.4, 5.2, 4.75)"
07-01-2023 13:52:51.128893,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 180.0, 125.33333333333333)","(31.0, 230.0, 179.5)","(21.0, 210.0, 146.33333333333331)","(51.0, 230.0, 164.66666666666666)","(8.0, 230.0, 175.0)","(1.7, 2.18, 2.106666666666667)","(21.0, 230.0, 159.16666666666666)","(4.4, 5.2, 4.75)"
07-01-2023 13:52:52.545809,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 180.0, 125.33333333333333)","(31.0, 230.0, 179.5)","(21.0, 210.0, 146.33333333333331)","(51.0, 230.0, 164.66666666666666)","(8.0, 230.0, 175.0)","(1.7, 2.18, 2.106666666666667)","(21.0, 230.0, 159.16666666666666)","(4.4, 5.2, 4.75)"
07-01-2023 13:52:53.966268,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 180.0, 125.33333333333333)","(31.0, 230.0, 179.5)","(21.0, 210.0, 146.33333333333331)","(51.0, 230.0, 164.66666666666666)","(8.0, 230.0, 175.0)","(1.7, 2.18, 2.1733333333333333)","(21.0, 230.0, 159.16666666666666)","(4.4, 5.2, 4.22)"
07-01-2023 13:52:55.312526,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 180.0, 125.33333333333333)","(31.0, 230.0, 179.5)","(21.0, 210.0, 146.33333333333331)","(51.0, 230.0, 164.66666666666666)","(8.0, 230.0, 175.0)","(1.7, 2.28, 2.0246153846153847)","(21.0, 230.0, 159.16666666666666)","(4.4, 5.2, 4.619999999999999)"
07-01-2023 13:52:56.692098,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 180.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 210.0, 103.4)","(51.0, 230.0, 164.66666666666666)","(8.0, 230.0, 11.35)","(1.7, 2.24, 2.0971428571428574)","(21.0, 230.0, 159.16666666666666)","(4.4, 5.1, 4.266666666666667)"
07-01-2023 13:52:58.110150,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 103.4)","(51.0, 230.0, 164.66666666666666)","(8.0, 14.5, 11.35)","(1.7, 2.12, 2.0971428571428574)","(21.0, 230.0, 159.16666666666666)","(4.4, 4.9, 4.775)"
07-01-2023 13:52:59.604241,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 103.4)","(51.0, 230.0, 164.66666666666666)","(8.0, 14.5, 11.35)","(1.7, 2.12, 2.0971428571428574)","(21.0, 230.0, 208.75)","(4.4, 4.9, 4.800000000000001)"
07-01-2023 13:53:01.004636,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 71.75)","(51.0, 230.0, 132.0)","(8.0, 14.5, 11.35)","(1.7, 2.12, 2.0971428571428574)","(21.0, 230.0, 210.68181818181816)","(4.4, 4.9, 4.800000000000001)"
07-01-2023 13:53:02.410423,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 108.0)","(31.0, 230.0, 179.5)","(21.0, 230.0, 171.9090909090909)","(51.0, 230.0, 164.66666666666666)","(8.0, 14.5, 11.35)","(1.7, 2.12, 2.0971428571428574)","(21.0, 230.0, 210.68181818181816)","(4.4, 4.9, 4.800000000000001)"
07-01-2023 13:53:03.711327,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 171.9090909090909)","(51.0, 230.0, 164.66666666666666)","(8.0, 14.5, 11.35)","(1.7, 2.12, 2.0971428571428574)","(21.0, 230.0, 210.68181818181816)","(4.4, 4.9, 4.800000000000001)"
07-01-2023 13:53:05.050688,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 171.9090909090909)","(51.0, 230.0, 164.66666666666666)","(8.0, 14.5, 11.35)","(1.7, 2.12, 2.0971428571428574)","(21.0, 230.0, 210.68181818181816)","(4.4, 4.9, 4.800000000000001)"
07-01-2023 13:53:06.536185,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 206.33333333333334)","(51.0, 230.0, 164.66666666666666)","(8.0, 14.5, 11.35)","(1.7, 2.12, 2.0971428571428574)","(21.0, 230.0, 210.68181818181816)","(4.4, 4.9, 4.800000000000001)"
07-01-2023 13:53:07.966156,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 206.33333333333334)","(51.0, 230.0, 164.66666666666666)","(8.0, 14.5, 11.35)","(1.7, 2.12, 2.0971428571428574)","(21.0, 230.0, 210.68181818181816)","(4.4, 4.9, 4.800000000000001)"
07-01-2023 13:53:09.344970,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 206.33333333333334)","(51.0, 230.0, 164.66666666666666)","(8.0, 14.5, 11.35)","(1.7, 2.12, 2.0971428571428574)","(21.0, 230.0, 210.68181818181816)","(4.4, 4.9, 4.800000000000001)"
07-01-2023 13:53:10.757250,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 206.33333333333334)","(51.0, 230.0, 164.66666666666666)","(8.0, 14.5, 11.35)","(1.7, 2.12, 2.066666666666667)","(21.0, 230.0, 210.68181818181816)","(4.4, 4.9, 4.800000000000001)"
07-01-2023 13:53:12.220439,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 206.33333333333334)","(51.0, 230.0, 164.66666666666666)","(8.0, 14.5, 11.35)","(1.7, 2.12, 2.066666666666667)","(21.0, 230.0, 210.68181818181816)","(4.4, 4.9, 4.8500000000000005)"
07-01-2023 13:53:13.651626,"(31.0, 220.0, 170.25)","(6.5, 17.5, 15.5)","(21.0, 200.0, 138.66666666666669)","(31.0, 230.0, 179.5)","(21.0, 230.0, 206.33333333333334)","(51.0, 230.0, 164.66666666666666)","(8.0, 14.5, 11.35)","(1.7, 2.12, 2.066666666666667)","(21.0, 230.0, 210.68181818181816)","(4.4, 4.9, 4.8500000000000005)"
