,Vive El Momento,Platinum Frolic,Gossiping,Party Monster,Sweet Annabella,Sarah Bellum,Awesome Incentive,Helluva Lady,Skyfly,Esperannna
07-01-2023 14:04:32.840341,"(31.0, 220.0, 155.33333333333334)","(7.0, 15.0, 13.666666666666666)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(51.0, 220.0, 96.0)","(12.0, 16.5, 15.884615384615385)","(1.65, 2.14, 2.045925925925926)","(21.0, 220.0, 121.0)","(3.6, 4.5, 4.46875)"
07-01-2023 14:04:34.124322,"(31.0, 220.0, 124.0)","(7.0, 15.0, 13.666666666666666)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(51.0, 220.0, 96.0)","(12.0, 16.5, 15.884615384615385)","(1.65, 2.12, 2.045925925925926)","(21.0, 220.0, 121.0)","(3.6, 4.5, 4.46875)"
07-01-2023 14:04:35.455082,"(31.0, 220.0, 124.0)","(7.0, 15.0, 13.666666666666666)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(51.0, 220.0, 96.0)","(12.0, 16.5, 15.884615384615385)","(1.65, 2.12, 2.045925925925926)","(21.0, 220.0, 121.0)","(3.6, 4.5, 4.46875)"
07-01-2023 14:04:36.723137,"(31.0, 220.0, 124.0)","(7.0, 15.0, 13.666666666666666)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(51.0, 220.0, 96.0)","(12.0, 16.5, 15.333333333333334)","(1.65, 2.12, 2.1780487804878046)","(21.0, 220.0, 121.0)","(3.6, 4.5, 4.46)"
07-01-2023 14:04:38.049631,"(31.0, 220.0, 124.0)","(7.0, 15.0, 13.666666666666666)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(51.0, 220.0, 96.0)","(12.0, 16.5, 15.333333333333334)","(1.65, 2.26, 2.215)","(21.0, 220.0, 121.0)","(3.6, 4.5, 4.46)"
07-01-2023 14:04:39.332273,"(31.0, 220.0, 124.0)","(7.0, 15.0, 13.666666666666666)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(51.0, 220.0, 96.0)","(12.0, 16.5, 15.333333333333334)","(1.65, 2.28, 2.215)","(21.0, 220.0, 121.0)","(3.6, 4.5, 4.46)"
07-01-2023 14:04:40.640689,"(31.0, 220.0, 124.0)","(7.0, 15.0, 13.666666666666666)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(51.0, 220.0, 96.0)","(12.0, 16.5, 15.333333333333334)","(1.65, 2.28, 2.1626415094339624)","(21.0, 220.0, 121.0)","(3.6, 4.5, 4.46)"
07-01-2023 14:04:41.957312,"(41.0, 220.0, 124.0)","(7.0, 15.0, 13.666666666666666)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.333333333333334)","(1.7, 2.3, 2.1032432432432433)","(26.0, 220.0, 121.0)","(3.4, 4.5, 4.477777777777778)"
07-01-2023 14:04:43.226485,"(41.0, 220.0, 124.0)","(7.0, 15.0, 13.666666666666666)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.333333333333334)","(1.7, 2.3, 2.1032432432432433)","(26.0, 220.0, 121.0)","(3.4, 4.5, 4.477777777777778)"
07-01-2023 14:04:44.457719,"(41.0, 220.0, 124.0)","(7.0, 15.0, 13.666666666666666)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.333333333333334)","(1.7, 2.3, 2.1032432432432433)","(26.0, 220.0, 121.0)","(3.4, 4.5, 4.477777777777778)"
07-01-2023 14:04:45.684861,"(41.0, 220.0, 124.0)","(7.0, 15.0, 13.666666666666666)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.333333333333334)","(1.7, 2.32, 2.218)","(26.0, 220.0, 121.0)","(3.2, 4.5, 4.477777777777778)"
07-01-2023 14:04:46.934152,"(41.0, 220.0, 124.0)","(7.0, 15.0, 13.666666666666666)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.333333333333334)","(1.7, 2.38, 2.0452631578947367)","(26.0, 220.0, 121.0)","(3.2, 4.5, 4.4625)"
07-01-2023 14:04:48.180142,"(41.0, 220.0, 124.0)","(7.0, 15.0, 13.666666666666666)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.333333333333334)","(1.7, 2.18, 2.0452631578947367)","(26.0, 220.0, 121.0)","(3.2, 4.5, 4.4625)"
07-01-2023 14:04:49.492638,"(41.0, 220.0, 124.0)","(7.0, 15.0, 13.666666666666666)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.333333333333334)","(1.7, 2.18, 2.0452631578947367)","(26.0, 220.0, 121.0)","(3.2, 4.5, 4.4625)"
07-01-2023 14:04:50.806983,"(41.0, 220.0, 124.0)","(7.0, 15.0, 13.666666666666666)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.333333333333334)","(1.7, 2.18, 2.0452631578947367)","(26.0, 220.0, 121.0)","(3.2, 4.5, 4.55)"
07-01-2023 14:04:52.086060,"(41.0, 220.0, 124.0)","(7.0, 15.0, 13.666666666666666)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.333333333333334)","(1.7, 2.18, 2.0452631578947367)","(26.0, 220.0, 121.0)","(3.2, 4.6, 4.55)"
07-01-2023 14:04:53.380793,"(41.0, 220.0, 124.0)","(7.0, 15.0, 13.666666666666666)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.333333333333334)","(1.7, 2.18, 2.0452631578947367)","(26.0, 220.0, 121.0)","(3.2, 4.6, 4.55)"
07-01-2023 14:04:54.585518,"(41.0, 220.0, 124.0)","(7.0, 15.0, 13.666666666666666)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.333333333333334)","(1.7, 2.18, 2.0452631578947367)","(26.0, 220.0, 121.0)","(3.2, 4.6, 4.55)"
07-01-2023 14:04:55.898808,"(41.0, 220.0, 124.0)","(7.0, 15.0, 13.857142857142858)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.333333333333334)","(1.7, 2.18, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.6, 4.55)"
07-01-2023 14:04:57.236770,"(41.0, 220.0, 124.0)","(7.0, 15.0, 14.142857142857142)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.333333333333334)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.6, 4.55)"
07-01-2023 14:04:58.575528,"(41.0, 220.0, 124.0)","(7.0, 15.0, 14.142857142857142)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.333333333333334)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.6, 4.55)"
07-01-2023 14:04:59.867475,"(41.0, 220.0, 124.0)","(7.0, 15.0, 14.142857142857142)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.333333333333334)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.6, 4.55)"
07-01-2023 14:05:01.117177,"(41.0, 220.0, 143.2)","(7.0, 15.0, 14.142857142857142)","(21.0, 32.0, 22.666666666666668)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.333333333333334)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.8, 4.55)"
07-01-2023 14:05:02.367909,"(41.0, 220.0, 143.2)","(7.0, 15.0, 14.076923076923077)","(21.0, 32.0, 22.666666666666668)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.8, 4.55)"
07-01-2023 14:05:03.568433,"(41.0, 220.0, 143.2)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.8, 4.55)"
07-01-2023 14:05:04.784601,"(41.0, 220.0, 143.2)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.8, 4.6375)"
07-01-2023 14:05:06.075054,"(41.0, 220.0, 124.5)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:07.376208,"(41.0, 220.0, 124.5)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:08.731458,"(41.0, 220.0, 124.5)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:09.952625,"(41.0, 220.0, 124.5)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:11.207156,"(41.0, 220.0, 124.5)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:12.489959,"(41.0, 220.0, 124.5)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:13.769456,"(41.0, 220.0, 124.5)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:15.068273,"(41.0, 220.0, 124.5)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:16.310844,"(41.0, 220.0, 124.5)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:17.606123,"(41.0, 220.0, 124.5)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:18.857656,"(41.0, 220.0, 124.5)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:20.164460,"(41.0, 220.0, 124.5)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:21.412907,"(41.0, 220.0, 124.5)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:22.648890,"(41.0, 220.0, 124.5)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:23.979760,"(41.0, 220.0, 124.5)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:25.284114,"(41.0, 220.0, 124.5)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:26.569445,"(41.0, 220.0, 124.5)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:27.945076,"(41.0, 220.0, 124.5)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:29.261011,"(41.0, 220.0, 124.5)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:30.516937,"(41.0, 220.0, 124.5)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:31.679981,"(41.0, 220.0, 124.5)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:32.893811,"(41.0, 220.0, 124.5)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:34.100765,"(41.0, 220.0, 124.5)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:35.323254,"(41.0, 220.0, 124.5)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:36.521246,"(41.0, 220.0, 124.5)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:37.772028,"(41.0, 220.0, 124.5)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:39.029661,"(41.0, 220.0, 124.5)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:40.256895,"(41.0, 220.0, 124.5)","(7.0, 15.0, 13.8)","(21.0, 32.0, 26.4)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:41.480935,"(41.0, 220.0, 143.60000000000002)","(7.0, 15.0, 13.8)","(21.0, 32.0, 26.4)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:42.747755,"(41.0, 220.0, 143.60000000000002)","(7.0, 15.0, 13.8)","(21.0, 32.0, 26.4)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:44.017902,"(41.0, 220.0, 143.60000000000002)","(7.0, 15.0, 13.8)","(21.0, 32.0, 26.4)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:45.434563,"(41.0, 220.0, 143.60000000000002)","(7.0, 15.0, 13.8)","(21.0, 32.0, 26.4)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:46.641013,"(41.0, 220.0, 143.60000000000002)","(7.0, 15.0, 13.8)","(21.0, 32.0, 26.4)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:47.914764,"(41.0, 220.0, 143.60000000000002)","(7.0, 15.0, 13.8)","(21.0, 32.0, 26.4)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:49.256677,"(41.0, 220.0, 143.60000000000002)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 23.5)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:50.524188,"(41.0, 220.0, 143.60000000000002)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 23.5)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:51.758042,"(41.0, 220.0, 143.60000000000002)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 23.5)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:53.100648,"(41.0, 220.0, 143.60000000000002)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 23.5)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:54.287219,"(41.0, 220.0, 143.60000000000002)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 23.5)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:55.536007,"(41.0, 220.0, 143.60000000000002)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 23.5)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:56.744704,"(41.0, 220.0, 143.60000000000002)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 23.5)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:58.009926,"(41.0, 220.0, 143.60000000000002)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 23.5)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:05:59.463529,"(41.0, 220.0, 143.60000000000002)","(7.0, 15.0, 13.8)","(21.0, 32.0, 25.0)","(41.0, 220.0, 125.0)","(21.0, 27.0, 23.5)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:06:00.792053,"(41.0, 220.0, 143.60000000000002)","(7.0, 15.0, 14.11111111111111)","(21.0, 32.0, 22.666666666666668)","(41.0, 220.0, 125.0)","(21.0, 27.0, 22.8)","(61.0, 220.0, 144.8)","(13.0, 16.5, 15.333333333333334)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.6375)"
07-01-2023 14:06:02.156110,"(41.0, 220.0, 124.5)","(7.0, 15.0, 14.272727272727273)","(21.0, 32.0, 22.666666666666668)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.588888888888889)"
07-01-2023 14:06:03.521345,"(41.0, 220.0, 124.5)","(7.0, 15.0, 14.272727272727273)","(21.0, 32.0, 22.666666666666668)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.588888888888889)"
07-01-2023 14:06:04.789385,"(41.0, 220.0, 124.5)","(7.0, 15.0, 14.272727272727273)","(21.0, 32.0, 22.666666666666668)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.588888888888889)"
07-01-2023 14:06:05.970213,"(41.0, 220.0, 124.5)","(7.0, 15.0, 14.272727272727273)","(21.0, 32.0, 22.666666666666668)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.588888888888889)"
07-01-2023 14:06:07.258831,"(41.0, 220.0, 124.5)","(7.0, 15.0, 14.333333333333334)","(21.0, 32.0, 22.666666666666668)","(41.0, 220.0, 125.0)","(21.0, 27.0, 21.75)","(61.0, 220.0, 96.0)","(13.0, 16.5, 15.5)","(1.7, 2.16, 2.09)","(26.0, 220.0, 121.0)","(3.2, 4.7, 4.588888888888889)"
