,On Tilt,Salt Mine Teddy,Bahamian Beat,Cant Glide By Katz,Verrazano Legacy,War Doctor,Payster,No More,Golden Oak,Vaporized
07-12-2022 13:28:08.588351,"(26.0, 230.0, 96.0)","(15.0, 25.0, 24.375)","(15.0, 19.5, 18.041666666666668)","(4.4, 4.9, 4.2877551020408164)","(17.0, 42.0, 35.0)","(6.0, 10.0, 9.4)","(3.2, 3.85, 3.575)","(5.0, 5.5, 5.036363636363637)","(15.0, 30.0, 21.6)","(15.0, 32.0, 21.6)"
07-12-2022 13:28:09.753270,"(26.0, 230.0, 96.0)","(15.0, 25.0, 24.375)","(15.0, 19.5, 18.041666666666668)","(4.4, 4.9, 4.2877551020408164)","(17.0, 42.0, 35.0)","(6.0, 10.0, 9.4)","(3.2, 3.85, 3.575)","(5.0, 5.5, 5.177777777777778)","(15.0, 30.0, 21.6)","(15.0, 32.0, 21.6)"
07-12-2022 13:28:10.992884,"(26.0, 230.0, 96.0)","(15.0, 25.0, 24.375)","(15.0, 19.5, 18.041666666666668)","(4.4, 4.9, 4.18125)","(17.0, 42.0, 35.0)","(6.0, 10.0, 9.375)","(3.2, 3.85, 3.575)","(5.0, 5.4, 5.177777777777778)","(15.0, 30.0, 21.6)","(15.0, 32.0, 21.6)"
07-12-2022 13:28:12.198263,"(26.0, 230.0, 96.0)","(15.0, 25.0, 24.375)","(15.0, 19.5, 18.041666666666668)","(4.4, 4.9, 4.18125)","(17.0, 42.0, 35.0)","(6.0, 10.0, 9.375)","(3.2, 3.85, 3.575)","(5.0, 5.4, 5.177777777777778)","(15.0, 30.0, 21.6)","(15.0, 32.0, 21.6)"
07-12-2022 13:28:13.399702,"(26.0, 230.0, 96.0)","(15.0, 25.0, 24.5)","(15.0, 19.5, 18.041666666666668)","(4.4, 4.9, 4.18125)","(17.0, 42.0, 35.0)","(5.5, 10.0, 9.375)","(3.2, 3.85, 3.575)","(5.0, 5.4, 5.177777777777778)","(15.0, 30.0, 21.6)","(15.0, 32.0, 21.6)"
07-12-2022 13:28:14.757512,"(26.0, 230.0, 96.0)","(15.0, 25.0, 24.5)","(15.0, 19.5, 18.041666666666668)","(4.4, 4.9, 4.229268292682927)","(17.0, 42.0, 35.0)","(5.5, 10.0, 9.375)","(3.2, 3.85, 3.575)","(5.0, 5.4, 5.177777777777778)","(15.0, 30.0, 21.6)","(15.0, 32.0, 21.6)"
07-12-2022 13:28:16.449393,"(26.0, 230.0, 96.0)","(15.0, 25.0, 24.5)","(15.0, 19.5, 18.041666666666668)","(4.4, 4.9, 4.229268292682927)","(17.0, 42.0, 35.0)","(5.5, 10.0, 9.375)","(3.2, 3.85, 3.4954545454545456)","(5.0, 5.4, 5.177777777777778)","(15.0, 30.0, 21.6)","(15.0, 32.0, 21.6)"
07-12-2022 13:28:17.887525,"(26.0, 230.0, 96.0)","(15.0, 25.0, 24.5)","(15.0, 19.5, 18.041666666666668)","(4.4, 4.9, 4.229268292682927)","(17.0, 42.0, 35.0)","(6.0, 10.0, 9.375)","(3.2, 3.85, 3.575)","(5.0, 5.4, 5.177777777777778)","(15.0, 30.0, 21.6)","(15.0, 32.0, 21.6)"
07-12-2022 13:28:19.415341,"(26.0, 230.0, 96.0)","(15.0, 25.0, 24.5)","(15.0, 19.5, 18.041666666666668)","(4.4, 4.9, 4.170833333333333)","(17.0, 42.0, 35.0)","(6.0, 10.0, 9.375)","(3.2, 3.85, 3.575)","(5.0, 5.4, 5.177777777777778)","(15.0, 30.0, 21.6)","(15.0, 32.0, 21.6)"
07-12-2022 13:28:20.918131,"(26.0, 230.0, 96.0)","(15.0, 25.0, 24.5)","(15.0, 19.5, 18.041666666666668)","(4.4, 4.9, 4.0346153846153845)","(17.0, 42.0, 35.0)","(6.0, 10.0, 9.375)","(3.2, 3.85, 3.5369565217391306)","(5.0, 5.4, 5.036363636363637)","(15.0, 30.0, 21.6)","(15.0, 32.0, 21.6)"
07-12-2022 13:28:22.364238,"(26.0, 230.0, 96.0)","(15.0, 25.0, 24.5)","(15.0, 19.5, 18.041666666666668)","(4.4, 4.9, 4.066666666666666)","(17.0, 42.0, 35.0)","(6.0, 10.0, 9.375)","(3.2, 3.85, 3.5555555555555554)","(5.0, 5.5, 5.036363636363637)","(15.0, 30.0, 21.6)","(15.0, 32.0, 21.6)"
07-12-2022 13:28:23.885900,"(26.0, 230.0, 96.0)","(15.0, 25.0, 22.5)","(15.0, 19.5, 18.5)","(4.4, 4.9, 4.226923076923077)","(17.0, 42.0, 35.0)","(6.0, 10.0, 9.545454545454545)","(3.2, 3.8, 3.5973684210526318)","(5.0, 5.5, 5.145833333333333)","(15.0, 30.0, 19.875)","(15.0, 32.0, 21.6)"
07-12-2022 13:28:25.227866,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.0)","(15.0, 19.5, 18.5)","(4.4, 4.9, 4.445454545454545)","(17.0, 42.0, 35.0)","(6.0, 10.0, 9.545454545454545)","(3.2, 3.8, 3.6166666666666667)","(5.0, 5.5, 5.254545454545455)","(15.0, 30.0, 19.875)","(15.0, 32.0, 21.6)"
07-12-2022 13:28:26.604102,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.0)","(15.0, 19.5, 18.1875)","(4.4, 4.9, 4.385294117647059)","(17.0, 42.0, 35.0)","(6.0, 10.0, 9.666666666666666)","(3.2, 3.8, 3.6166666666666667)","(5.0, 5.4, 5.177777777777778)","(15.0, 30.0, 21.6)","(15.0, 32.0, 21.6)"
07-12-2022 13:28:27.968510,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.0)","(15.0, 19.5, 18.1875)","(4.4, 4.9, 4.525)","(17.0, 42.0, 35.0)","(6.0, 10.0, 9.454545454545455)","(3.2, 3.8, 3.567241379310345)","(5.0, 5.4, 5.233333333333333)","(15.0, 30.0, 23.0)","(15.0, 32.0, 21.6)"
07-12-2022 13:28:29.221454,"(26.0, 230.0, 96.0)","(15.0, 25.0, 24.5)","(15.0, 19.5, 18.333333333333332)","(4.4, 4.9, 4.525)","(17.0, 42.0, 35.0)","(6.0, 10.0, 9.545454545454545)","(3.2, 3.8, 3.5391304347826087)","(5.0, 5.4, 5.28)","(15.0, 30.0, 25.333333333333336)","(15.0, 32.0, 21.363636363636363)"
07-12-2022 13:28:30.555631,"(26.0, 230.0, 96.0)","(15.0, 25.0, 23.0)","(15.0, 19.5, 18.1875)","(4.4, 4.9, 4.225925925925926)","(17.0, 42.0, 35.0)","(6.0, 10.0, 9.545454545454545)","(3.2, 3.8, 3.5717391304347825)","(5.0, 5.4, 5.28)","(15.0, 30.0, 19.875)","(15.0, 32.0, 21.363636363636363)"
07-12-2022 13:28:31.961900,"(26.0, 230.0, 101.4)","(15.0, 25.0, 23.0)","(15.0, 19.5, 18.1875)","(4.4, 4.9, 4.225925925925926)","(17.0, 42.0, 35.0)","(6.0, 10.0, 9.636363636363637)","(3.2, 3.8, 3.6867647058823527)","(5.0, 5.4, 5.233333333333333)","(15.0, 30.0, 26.625)","(15.0, 32.0, 21.363636363636363)"
07-12-2022 13:28:33.282952,"(26.0, 210.0, 101.4)","(15.0, 25.0, 23.0)","(15.0, 19.5, 18.1875)","(4.4, 4.9, 4.225925925925926)","(17.0, 42.0, 35.0)","(6.0, 10.0, 9.727272727272727)","(3.2, 3.8, 3.646)","(5.0, 5.4, 5.233333333333333)","(15.0, 30.0, 20.25)","(15.0, 32.0, 21.363636363636363)"
07-12-2022 13:28:34.653355,"(26.0, 210.0, 101.4)","(15.0, 25.0, 23.0)","(15.0, 19.5, 18.1875)","(4.4, 4.9, 4.225925925925926)","(17.0, 42.0, 35.0)","(6.0, 10.0, 9.727272727272727)","(3.2, 3.8, 3.626315789473684)","(5.0, 5.4, 5.28)","(15.0, 30.0, 20.25)","(15.0, 32.0, 21.363636363636363)"
07-12-2022 13:28:36.005250,"(26.0, 210.0, 101.4)","(15.0, 25.0, 22.0)","(15.0, 19.5, 18.692307692307693)","(4.4, 4.9, 4.225925925925926)","(17.0, 42.0, 35.0)","(6.0, 10.0, 9.8125)","(3.2, 3.8, 3.626315789473684)","(5.0, 5.4, 5.145833333333333)","(15.0, 30.0, 20.25)","(15.0, 32.0, 21.363636363636363)"
07-12-2022 13:28:37.409971,"(26.0, 210.0, 101.4)","(15.0, 25.0, 22.0)","(15.0, 19.5, 18.625)","(4.4, 4.9, 4.225925925925926)","(17.0, 42.0, 35.0)","(6.0, 10.0, 9.7)","(3.2, 3.8, 3.646)","(5.0, 5.5, 5.145833333333333)","(15.0, 30.0, 19.875)","(15.0, 32.0, 21.363636363636363)"
07-12-2022 13:28:38.815547,"(26.0, 210.0, 101.4)","(15.0, 25.0, 23.75)","(15.0, 19.5, 18.625)","(4.4, 4.9, 4.225925925925926)","(17.0, 42.0, 35.0)","(6.0, 10.0, 9.7)","(3.2, 3.8, 3.643103448275862)","(5.0, 5.5, 5.056521739130435)","(15.0, 30.0, 21.6)","(15.0, 32.0, 21.363636363636363)"
07-12-2022 13:28:40.178633,"(26.0, 210.0, 119.5)","(15.0, 25.0, 23.75)","(15.0, 19.5, 18.625)","(4.4, 4.9, 4.225925925925926)","(17.0, 42.0, 35.0)","(6.0, 10.0, 9.7)","(3.2, 3.7, 3.490677966101695)","(5.0, 5.5, 5.024137931034483)","(15.0, 30.0, 21.6)","(15.0, 32.0, 21.363636363636363)"
07-12-2022 13:28:41.675509,"(26.0, 210.0, 101.4)","(15.0, 25.0, 24.666666666666664)","(15.0, 19.5, 18.625)","(4.4, 4.9, 4.322222222222222)","(17.0, 42.0, 35.0)","(6.0, 10.0, 9.7)","(3.2, 3.75, 3.490677966101695)","(5.0, 5.5, 5.024137931034483)","(15.0, 30.0, 21.6)","(15.0, 32.0, 21.363636363636363)"
07-12-2022 13:28:43.201927,"(26.0, 210.0, 101.4)","(15.0, 25.0, 24.666666666666664)","(15.0, 19.5, 18.625)","(4.4, 4.9, 4.322222222222222)","(17.0, 42.0, 35.0)","(6.0, 10.0, 9.7)","(3.2, 3.75, 3.490677966101695)","(5.0, 5.5, 5.066666666666667)","(15.0, 30.0, 21.6)","(15.0, 32.0, 21.363636363636363)"
07-12-2022 13:28:44.538852,"(26.0, 210.0, 101.4)","(15.0, 25.0, 24.666666666666664)","(15.0, 19.5, 18.625)","(4.4, 4.9, 4.322222222222222)","(17.0, 42.0, 35.0)","(6.0, 10.0, 9.7)","(3.2, 3.75, 3.5338983050847457)","(5.0, 5.4, 5.147368421052632)","(15.0, 30.0, 19.875)","(15.0, 32.0, 21.363636363636363)"
07-12-2022 13:28:45.932347,"(26.0, 210.0, 101.4)","(15.0, 25.0, 23.0)","(15.0, 19.5, 18.625)","(4.4, 4.9, 4.322222222222222)","(17.0, 42.0, 35.0)","(6.0, 10.0, 9.7)","(3.2, 3.75, 3.5338983050847457)","(5.0, 5.4, 5.147368421052632)","(15.0, 30.0, 23.25)","(15.0, 32.0, 21.363636363636363)"
07-12-2022 13:28:47.624892,"(26.0, 210.0, 101.4)","(15.0, 25.0, 24.666666666666664)","(15.0, 19.5, 18.625)","(4.4, 4.9, 4.322222222222222)","(17.0, 70.0, 35.0)","(6.0, 10.0, 9.7)","(3.2, 3.75, 3.490677966101695)","(5.0, 5.4, 5.08)","(15.0, 30.0, 26.5)","(15.0, 32.0, 21.88888888888889)"
07-12-2022 13:28:49.172677,"(26.0, 210.0, 101.4)","(15.0, 25.0, 22.5)","(15.0, 19.5, 18.625)","(4.4, 4.9, 4.6)","(17.0, 70.0, 45.5)","(6.0, 10.0, 10.581818181818182)","(3.2, 3.75, 3.4640625000000003)","(5.0, 5.4, 5.191304347826087)","(15.0, 30.0, 28.0)","(15.0, 32.0, 25.5)"
07-12-2022 13:28:50.646644,"(26.0, 210.0, 101.4)","(15.0, 25.0, 24.285714285714285)","(15.0, 19.5, 18.625)","(4.2, 4.9, 4.6)","(19.0, 70.0, 45.5)","(6.0, 12.0, 10.971428571428572)","(3.2, 3.75, 3.4640625000000003)","(5.0, 5.4, 5.25)","(15.0, 30.0, 25.5)","(15.0, 32.0, 25.5)"
07-12-2022 13:28:51.980934,"(26.0, 210.0, 101.4)","(15.0, 25.0, 24.285714285714285)","(15.0, 19.5, 18.625)","(4.2, 4.9, 4.6)","(19.0, 70.0, 45.5)","(6.0, 12.0, 10.971428571428572)","(3.2, 3.75, 3.4640625000000003)","(5.0, 5.4, 5.15)","(15.0, 30.0, 25.333333333333336)","(15.0, 32.0, 25.5)"
07-12-2022 13:28:53.234756,"(26.0, 210.0, 101.4)","(15.0, 25.0, 22.5)","(15.0, 19.5, 18.625)","(4.2, 4.9, 4.6)","(19.0, 70.0, 45.5)","(6.0, 12.0, 10.971428571428572)","(3.2, 3.75, 3.4640625000000003)","(5.0, 5.4, 5.15)","(15.0, 30.0, 25.333333333333336)","(15.0, 32.0, 25.5)"
07-12-2022 13:28:54.763794,"(31.0, 210.0, 101.4)","(16.0, 25.0, 21.0)","(15.0, 19.5, 18.625)","(4.2, 4.9, 4.6)","(19.0, 70.0, 45.5)","(6.0, 12.0, 10.971428571428572)","(3.2, 3.75, 3.466666666666667)","(4.8, 5.4, 5.306976744186047)","(16.0, 30.0, 26.5)","(16.0, 32.0, 25.5)"
07-12-2022 13:28:56.265869,"(31.0, 210.0, 101.4)","(16.0, 24.0, 23.357142857142858)","(15.0, 19.5, 18.625)","(4.2, 4.9, 4.6)","(19.0, 70.0, 45.5)","(6.0, 12.0, 10.971428571428572)","(3.2, 3.75, 3.466666666666667)","(4.8, 5.4, 5.2857142857142865)","(16.0, 30.0, 26.5)","(16.0, 32.0, 25.5)"
07-12-2022 13:28:57.654918,"(31.0, 210.0, 101.4)","(16.0, 24.0, 23.357142857142858)","(15.0, 19.5, 18.625)","(4.2, 4.9, 4.6)","(19.0, 70.0, 45.5)","(6.0, 12.0, 10.971428571428572)","(3.2, 3.75, 3.466666666666667)","(4.8, 5.4, 5.233333333333333)","(16.0, 30.0, 28.444444444444443)","(16.0, 32.0, 25.5)"
07-12-2022 13:28:59.182542,"(31.0, 210.0, 101.4)","(16.0, 24.0, 23.357142857142858)","(15.0, 19.5, 18.625)","(4.2, 4.9, 4.6)","(19.0, 70.0, 45.5)","(6.0, 12.0, 10.971428571428572)","(3.2, 3.75, 3.466666666666667)","(4.8, 5.4, 5.093939393939394)","(16.0, 30.0, 23.25)","(16.0, 32.0, 25.5)"
07-12-2022 13:29:00.614882,"(31.0, 230.0, 109.4)","(16.0, 24.0, 23.357142857142858)","(15.0, 19.5, 18.625)","(4.2, 4.9, 4.6)","(19.0, 70.0, 45.5)","(6.0, 12.0, 10.971428571428572)","(3.2, 3.75, 3.466666666666667)","(4.8, 5.3, 5.093939393939394)","(16.0, 30.0, 23.25)","(16.0, 32.0, 25.5)"
07-12-2022 13:29:02.030973,"(31.0, 230.0, 109.4)","(16.0, 24.0, 23.357142857142858)","(15.0, 19.5, 18.625)","(4.2, 4.9, 4.6)","(19.0, 70.0, 45.5)","(6.0, 12.0, 10.971428571428572)","(3.2, 3.75, 3.466666666666667)","(4.8, 5.3, 4.984848484848485)","(16.0, 30.0, 23.25)","(16.0, 32.0, 25.5)"
07-12-2022 13:29:03.350523,"(31.0, 230.0, 109.4)","(16.0, 24.0, 23.357142857142858)","(15.0, 19.5, 18.625)","(4.2, 4.9, 4.5)","(19.0, 70.0, 45.5)","(6.0, 12.0, 10.971428571428572)","(3.2, 3.75, 3.466666666666667)","(4.8, 5.3, 4.928571428571429)","(16.0, 30.0, 28.4375)","(16.0, 32.0, 25.5)"
07-12-2022 13:29:04.626590,"(31.0, 230.0, 129.5)","(16.0, 24.0, 23.357142857142858)","(15.0, 19.5, 18.625)","(4.2, 4.9, 4.5)","(19.0, 70.0, 45.5)","(6.0, 12.0, 10.971428571428572)","(3.2, 3.75, 3.466666666666667)","(4.8, 5.3, 4.928571428571429)","(16.0, 30.0, 24.0)","(16.0, 32.0, 25.5)"
07-12-2022 13:29:05.937461,"(31.0, 230.0, 129.5)","(16.0, 24.0, 23.357142857142858)","(15.0, 19.5, 18.625)","(4.2, 4.9, 4.5)","(19.0, 70.0, 45.5)","(6.0, 12.0, 10.971428571428572)","(3.2, 3.75, 3.466666666666667)","(4.8, 5.3, 4.928571428571429)","(16.0, 30.0, 24.0)","(16.0, 32.0, 25.5)"
07-12-2022 13:29:07.299780,"(31.0, 230.0, 129.5)","(16.0, 24.0, 22.5)","(15.0, 19.5, 18.625)","(4.2, 4.9, 4.5)","(20.0, 70.0, 45.5)","(6.0, 12.0, 10.971428571428572)","(3.2, 3.75, 3.466666666666667)","(4.6, 5.3, 4.928571428571429)","(16.0, 30.0, 24.0)","(16.0, 32.0, 25.5)"
07-12-2022 13:29:08.715067,"(31.0, 230.0, 129.5)","(16.0, 23.0, 22.363636363636363)","(15.0, 19.5, 18.625)","(4.2, 4.9, 4.5)","(20.0, 70.0, 45.5)","(6.0, 12.0, 10.971428571428572)","(3.2, 3.75, 3.466666666666667)","(4.6, 5.3, 4.928571428571429)","(16.0, 30.0, 24.0)","(16.0, 32.0, 25.5)"
07-12-2022 13:29:10.190970,"(31.0, 230.0, 129.5)","(16.0, 23.0, 22.81578947368421)","(15.0, 19.5, 18.625)","(4.2, 4.9, 4.888888888888889)","(20.0, 70.0, 45.5)","(6.0, 12.0, 10.971428571428572)","(3.2, 3.75, 3.466666666666667)","(4.6, 5.3, 4.928571428571429)","(16.0, 30.0, 24.0)","(17.0, 32.0, 25.5)"
07-12-2022 13:29:11.634151,"(31.0, 230.0, 129.5)","(16.0, 23.0, 21.75)","(15.0, 19.5, 22.75)","(4.2, 4.9, 4.5)","(20.0, 70.0, 45.5)","(6.0, 12.0, 10.971428571428572)","(3.2, 3.75, 3.604347826086957)","(4.6, 5.3, 4.928571428571429)","(16.0, 30.0, 24.0)","(17.0, 32.0, 25.5)"
07-12-2022 13:29:13.108194,"(31.0, 230.0, 129.5)","(16.0, 22.0, 21.75)","(15.0, 27.0, 22.75)","(4.2, 4.9, 4.5)","(20.0, 70.0, 45.5)","(6.0, 12.0, 10.971428571428572)","(3.2, 3.7, 3.604347826086957)","(4.6, 5.3, 4.928571428571429)","(16.0, 30.0, 24.0)","(17.0, 32.0, 25.5)"
07-12-2022 13:29:14.591331,"(31.0, 230.0, 129.5)","(16.0, 22.0, 21.86842105263158)","(15.0, 27.0, 23.923076923076923)","(4.2, 4.9, 4.8)","(20.0, 70.0, 45.5)","(6.0, 12.0, 10.971428571428572)","(3.2, 3.7, 3.472413793103448)","(4.6, 5.3, 4.928571428571429)","(16.0, 30.0, 24.0)","(17.0, 32.0, 25.5)"
07-12-2022 13:29:15.989892,"(31.0, 230.0, 129.5)","(16.0, 22.0, 21.545454545454547)","(15.0, 27.0, 20.75)","(4.2, 5.0, 4.8)","(20.0, 70.0, 45.5)","(6.0, 12.0, 10.971428571428572)","(3.2, 3.7, 3.472413793103448)","(4.6, 5.3, 4.928571428571429)","(16.0, 30.0, 24.0)","(17.0, 32.0, 25.5)"
07-12-2022 13:29:17.376884,"(31.0, 230.0, 130.0)","(16.0, 22.0, 21.545454545454547)","(15.0, 29.0, 20.6875)","(4.2, 5.0, 4.9)","(20.0, 70.0, 45.5)","(6.0, 12.0, 10.971428571428572)","(3.2, 3.7, 3.425)","(4.6, 5.3, 4.928571428571429)","(16.0, 30.0, 24.0)","(17.0, 32.0, 25.5)"
07-12-2022 13:29:18.700432,"(31.0, 230.0, 81.5)","(16.0, 22.0, 21.545454545454547)","(15.0, 28.0, 21.875)","(4.2, 5.0, 4.888888888888889)","(20.0, 70.0, 45.5)","(6.0, 12.0, 10.971428571428572)","(3.2, 3.7, 3.5842105263157897)","(4.6, 5.3, 4.928571428571429)","(16.0, 30.0, 24.0)","(17.0, 32.0, 25.5)"
07-12-2022 13:29:20.029255,"(31.0, 230.0, 81.5)","(16.0, 22.0, 21.545454545454547)","(15.0, 28.0, 22.4)","(4.2, 5.0, 4.888888888888889)","(20.0, 70.0, 51.2)","(6.0, 12.0, 11.446153846153846)","(3.2, 3.7, 3.55)","(4.6, 5.3, 4.928571428571429)","(16.0, 30.0, 24.0)","(17.0, 32.0, 25.5)"
07-12-2022 13:29:21.578205,"(31.0, 230.0, 81.5)","(16.0, 22.0, 21.545454545454547)","(15.0, 28.0, 22.4)","(4.2, 5.0, 4.888888888888889)","(20.0, 70.0, 51.2)","(6.0, 12.0, 11.446153846153846)","(3.2, 3.7, 3.55)","(4.6, 5.3, 4.928571428571429)","(16.0, 30.0, 24.0)","(17.0, 32.0, 25.5)"
07-12-2022 13:29:22.983639,"(31.0, 230.0, 81.5)","(16.0, 22.0, 21.545454545454547)","(15.0, 28.0, 21.875)","(4.2, 5.0, 4.7)","(20.0, 70.0, 47.0)","(6.5, 12.0, 11.057142857142857)","(3.2, 3.7, 3.446153846153846)","(4.6, 5.3, 4.92962962962963)","(17.0, 30.0, 24.0)","(17.0, 32.0, 25.5)"
07-12-2022 13:29:24.394945,"(31.0, 230.0, 81.5)","(16.0, 22.0, 21.545454545454547)","(15.0, 28.0, 21.875)","(4.2, 5.0, 4.7)","(20.0, 70.0, 47.0)","(6.5, 12.0, 11.057142857142857)","(3.2, 3.7, 3.588135593220339)","(4.6, 5.3, 4.92962962962963)","(17.0, 30.0, 24.0)","(17.0, 32.0, 25.5)"
07-12-2022 13:29:25.847556,"(31.0, 230.0, 81.5)","(16.0, 22.0, 21.545454545454547)","(15.0, 28.0, 21.875)","(4.2, 5.0, 4.7)","(20.0, 70.0, 47.0)","(6.5, 12.0, 11.057142857142857)","(3.2, 3.7, 3.5702127659574465)","(4.6, 5.3, 4.925000000000001)","(17.0, 30.0, 24.0)","(17.0, 32.0, 25.5)"
07-12-2022 13:29:27.340130,"(31.0, 230.0, 81.5)","(16.0, 22.0, 21.545454545454547)","(15.0, 28.0, 23.333333333333332)","(4.2, 5.0, 4.82)","(20.0, 70.0, 47.0)","(6.5, 12.0, 11.057142857142857)","(3.2, 3.65, 3.5206896551724136)","(4.6, 5.2, 4.906666666666666)","(17.0, 30.0, 24.0)","(17.0, 32.0, 25.5)"
07-12-2022 13:29:28.955380,"(31.0, 230.0, 81.5)","(16.0, 22.0, 21.545454545454547)","(15.0, 28.0, 23.333333333333332)","(4.2, 5.0, 4.792307692307692)","(20.0, 70.0, 47.0)","(6.5, 12.0, 11.057142857142857)","(3.2, 3.65, 3.4795454545454545)","(4.6, 5.2, 4.8352941176470585)","(17.0, 30.0, 24.0)","(17.0, 32.0, 25.5)"
07-12-2022 13:29:30.395312,"(31.0, 230.0, 81.5)","(16.0, 22.0, 21.86842105263158)","(15.0, 28.0, 21.318181818181817)","(4.2, 5.0, 4.792307692307692)","(20.0, 70.0, 47.0)","(6.5, 12.0, 11.057142857142857)","(3.2, 3.65, 3.429411764705882)","(4.6, 5.2, 4.8352941176470585)","(17.0, 30.0, 24.0)","(17.0, 32.0, 25.5)"
07-12-2022 13:29:32.052459,"(31.0, 230.0, 81.5)","(16.0, 22.0, 21.86842105263158)","(15.0, 28.0, 21.318181818181817)","(4.2, 5.0, 4.550000000000001)","(20.0, 70.0, 47.0)","(6.5, 12.0, 11.057142857142857)","(3.2, 3.65, 3.429411764705882)","(4.6, 5.2, 5.030769230769231)","(17.0, 30.0, 24.0)","(17.0, 32.0, 25.5)"
07-12-2022 13:29:33.436526,"(31.0, 230.0, 81.5)","(16.0, 22.0, 21.86842105263158)","(15.0, 28.0, 21.318181818181817)","(4.2, 5.0, 4.699999999999999)","(20.0, 70.0, 47.0)","(6.5, 12.0, 11.057142857142857)","(3.2, 3.65, 3.429411764705882)","(4.6, 5.2, 4.848387096774194)","(17.0, 30.0, 24.0)","(17.0, 32.0, 27.0)"
07-12-2022 13:29:34.853595,"(31.0, 230.0, 81.5)","(16.0, 22.0, 21.86842105263158)","(15.0, 28.0, 21.318181818181817)","(4.2, 5.0, 4.7749999999999995)","(20.0, 70.0, 47.0)","(6.5, 12.0, 11.057142857142857)","(3.2, 3.65, 3.429411764705882)","(4.6, 5.1, 4.967796610169492)","(17.0, 30.0, 24.0)","(17.0, 32.0, 28.57142857142857)"
07-12-2022 13:29:36.472083,"(31.0, 230.0, 170.6)","(16.0, 22.0, 22.854166666666668)","(15.0, 28.0, 21.318181818181817)","(4.2, 5.0, 3.9601809954751133)","(20.0, 70.0, 47.0)","(6.5, 12.0, 11.057142857142857)","(3.2, 3.65, 3.429411764705882)","(4.6, 5.1, 4.955555555555556)","(17.0, 30.0, 24.0)","(17.0, 32.0, 26.5)"
07-12-2022 13:29:37.901725,"(31.0, 230.0, 170.6)","(16.0, 23.0, 22.825)","(15.0, 28.0, 22.166666666666668)","(4.2, 4.4, 4.46)","(20.0, 70.0, 47.0)","(6.5, 12.0, 11.057142857142857)","(3.2, 3.65, 3.429411764705882)","(4.6, 5.1, 4.958181818181818)","(17.0, 30.0, 20.4)","(17.0, 32.0, 26.5)"
07-12-2022 13:29:39.280956,"(31.0, 230.0, 156.5)","(16.0, 23.0, 22.825)","(15.0, 28.0, 23.0)","(4.2, 5.0, 4.63076923076923)","(20.0, 70.0, 47.0)","(6.5, 12.0, 11.057142857142857)","(3.2, 3.65, 3.564772727272727)","(4.6, 5.1, 4.8999999999999995)","(17.0, 30.0, 20.4)","(17.0, 32.0, 26.5)"
07-12-2022 13:29:40.608038,"(31.0, 230.0, 155.75)","(16.0, 23.0, 22.825)","(15.0, 27.0, 23.0)","(4.2, 5.0, 4.026470588235294)","(20.0, 70.0, 47.0)","(6.5, 12.0, 11.057142857142857)","(3.2, 3.65, 3.5160714285714283)","(4.6, 5.1, 4.85625)","(17.0, 30.0, 20.4)","(17.0, 32.0, 26.5)"
07-12-2022 13:29:42.128024,"(31.0, 230.0, 66.66666666666666)","(16.0, 23.0, 22.825)","(15.0, 27.0, 24.0)","(4.2, 4.9, 4.036)","(20.0, 70.0, 47.0)","(6.5, 12.0, 11.057142857142857)","(3.2, 3.65, 3.4833333333333334)","(4.6, 5.1, 4.85625)","(17.0, 30.0, 20.4)","(17.0, 32.0, 26.5)"
07-12-2022 13:29:43.707998,"(31.0, 230.0, 63.333333333333336)","(16.0, 23.0, 22.825)","(15.0, 30.0, 24.0)","(4.2, 4.9, 4.245454545454545)","(20.0, 70.0, 47.0)","(6.5, 12.0, 11.057142857142857)","(3.2, 3.65, 3.4403225806451614)","(4.6, 5.1, 4.811111111111111)","(17.0, 30.0, 20.4)","(17.0, 32.0, 26.5)"
07-12-2022 13:29:44.985427,"(31.0, 230.0, 63.333333333333336)","(16.0, 23.0, 22.825)","(15.0, 30.0, 24.0)","(4.2, 4.9, 4.245454545454545)","(20.0, 70.0, 47.0)","(6.5, 12.0, 11.266666666666667)","(3.2, 3.65, 3.518918918918919)","(4.6, 5.1, 4.962650602409639)","(17.0, 30.0, 20.4)","(17.0, 32.0, 26.5)"
07-12-2022 13:29:46.426131,"(31.0, 230.0, 63.333333333333336)","(16.0, 23.0, 22.125)","(15.0, 30.0, 27.142857142857142)","(4.2, 4.9, 4.318181818181818)","(20.0, 70.0, 47.0)","(6.5, 12.0, 11.266666666666667)","(3.2, 3.6, 3.4125)","(4.6, 5.1, 4.921875)","(17.0, 30.0, 20.4)","(17.0, 32.0, 26.5)"
07-12-2022 13:29:48.130952,"(31.0, 230.0, 63.333333333333336)","(16.0, 23.0, 22.125)","(15.0, 30.0, 24.545454545454547)","(4.2, 4.9, 4.275609756097561)","(20.0, 70.0, 47.0)","(6.5, 12.0, 11.266666666666667)","(3.2, 3.6, 3.5166666666666666)","(4.6, 5.1, 4.921875)","(17.0, 30.0, 20.4)","(17.0, 32.0, 26.5)"
