,Daphs Yak,Master Class,Lucas Jebrynah,Show Me Ziway,Aubameyang,Call Me Marley,Maxed Out,Ali Starr
07-12-2022 19:31:27.966360,"(4.6, 11.5, 11.133333333333333)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.1, 4.8428571428571425)","(3.0, 4.1, 3.925)","(18.0, 19.0, 18.29310344827586)"
07-12-2022 19:31:29.050767,"(4.6, 11.5, 11.133333333333333)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.1, 4.8428571428571425)","(3.0, 4.1, 3.925)","(18.0, 18.5, 17.26086956521739)"
07-12-2022 19:31:30.239067,"(4.6, 11.5, 11.133333333333333)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.1, 4.4714285714285715)","(3.0, 4.1, 3.895454545454545)","(18.0, 18.5, 17.11111111111111)"
07-12-2022 19:31:31.705218,"(4.6, 11.5, 11.133333333333333)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.1, 4.6000000000000005)","(3.0, 4.1, 3.9625)","(18.0, 18.0, 17.384615384615383)"
07-12-2022 19:31:32.845421,"(4.6, 11.5, 11.133333333333333)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.0, 4.638461538461538)","(3.0, 4.0, 3.925)","(18.0, 18.0, 16.666666666666668)"
07-12-2022 19:31:33.885449,"(4.6, 11.5, 11.133333333333333)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.1, 4.638461538461538)","(3.0, 4.1, 3.925)","(18.0, 18.0, 16.363636363636363)"
07-12-2022 19:31:34.980712,"(4.6, 11.5, 11.133333333333333)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.1, 4.638461538461538)","(3.0, 4.1, 3.925)","(18.0, 18.0, 16.363636363636363)"
07-12-2022 19:31:36.283052,"(4.6, 11.5, 11.133333333333333)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.809016393442623)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.1, 4.6000000000000005)","(3.0, 4.1, 3.985)","(18.0, 18.0, 16.363636363636363)"
07-12-2022 19:31:37.509771,"(4.6, 11.5, 11.133333333333333)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.812121212121212)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.0, 4.6000000000000005)","(3.0, 4.0, 3.975)","(18.0, 18.0, 17.25)"
07-12-2022 19:31:38.699521,"(4.6, 11.5, 11.133333333333333)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.812121212121212)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.0, 4.676470588235294)","(3.0, 4.0, 3.9928571428571424)","(18.0, 17.5, 17.25)"
07-12-2022 19:31:39.823879,"(4.6, 11.5, 11.133333333333333)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.812121212121212)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.1, 4.638461538461538)","(3.0, 4.1, 3.9928571428571424)","(18.0, 17.5, 17.25)"
07-12-2022 19:31:40.840887,"(4.6, 11.0, 9.51764705882353)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.812121212121212)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.1, 4.725)","(3.0, 4.1, 3.933333333333333)","(18.0, 17.5, 16.62)"
07-12-2022 19:31:41.943031,"(4.6, 10.0, 9.8)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.812121212121212)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.1, 4.575)","(3.0, 4.1, 3.933333333333333)","(18.0, 17.5, 16.62)"
07-12-2022 19:31:43.241137,"(4.6, 10.0, 9.8)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.812121212121212)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.1, 4.875)","(3.0, 4.1, 4.010714285714285)","(18.0, 17.5, 16.7)"
07-12-2022 19:31:44.411174,"(4.6, 10.0, 9.8)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.812121212121212)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.1, 4.725)","(3.0, 4.1, 4.010714285714285)","(18.0, 17.5, 19.25)"
07-12-2022 19:31:45.473197,"(4.6, 10.0, 9.8)","(26.0, 130.0, 117.0)","(3.6, 3.85, 3.812121212121212)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.1, 4.725)","(3.0, 4.1, 4.010714285714285)","(18.0, 19.5, 19.25)"
07-12-2022 19:31:46.537666,"(4.6, 10.0, 9.8)","(26.0, 110.0, 101.0)","(3.6, 3.85, 3.812121212121212)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.1, 4.6000000000000005)","(3.0, 4.1, 3.9499999999999997)","(18.0, 19.5, 19.25)"
07-12-2022 19:31:47.572186,"(4.6, 10.0, 9.775)","(26.0, 110.0, 101.0)","(3.6, 3.85, 3.812121212121212)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.0, 4.857142857142857)","(3.0, 4.1, 4.0)","(18.0, 19.5, 18.88888888888889)"
07-12-2022 19:31:48.596219,"(4.6, 10.0, 9.775)","(26.0, 110.0, 101.0)","(3.6, 3.85, 3.812121212121212)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.0, 4.65)","(3.0, 4.1, 4.0)","(18.0, 19.0, 18.857142857142858)"
07-12-2022 19:31:49.719887,"(4.6, 10.0, 9.775)","(26.0, 110.0, 101.0)","(3.6, 3.85, 3.812121212121212)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.1, 4.725)","(3.0, 4.1, 4.0)","(18.0, 19.0, 18.857142857142858)"
07-12-2022 19:31:50.781967,"(4.6, 10.0, 9.775)","(26.0, 100.0, 93.0)","(3.6, 3.85, 3.812121212121212)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.1, 4.725)","(3.0, 4.1, 4.0)","(18.0, 19.0, 18.857142857142858)"
07-12-2022 19:31:51.834836,"(4.6, 10.0, 9.775)","(26.0, 95.0, 89.0)","(3.6, 3.85, 3.812121212121212)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.1, 4.6000000000000005)","(3.0, 4.1, 3.9499999999999997)","(18.0, 19.0, 18.857142857142858)"
07-12-2022 19:31:53.213082,"(4.6, 10.0, 9.775)","(26.0, 95.0, 89.0)","(3.6, 3.85, 3.812121212121212)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.0, 4.6000000000000005)","(3.0, 4.1, 4.022222222222222)","(18.0, 19.0, 18.857142857142858)"
07-12-2022 19:31:54.401392,"(4.6, 10.0, 9.775)","(26.0, 95.0, 89.0)","(3.6, 3.85, 3.812121212121212)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.0, 4.725)","(3.0, 4.2, 4.066666666666666)","(18.0, 19.0, 18.857142857142858)"
07-12-2022 19:31:55.596837,"(4.6, 10.0, 9.775)","(26.0, 95.0, 89.0)","(3.6, 3.85, 3.812121212121212)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.1, 4.725)","(3.0, 4.2, 4.007142857142857)","(18.0, 19.0, 18.77777777777778)"
07-12-2022 19:31:56.782041,"(4.6, 10.0, 9.1)","(26.0, 95.0, 89.0)","(3.6, 3.85, 3.812121212121212)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.1, 4.725)","(3.0, 4.2, 3.9428571428571426)","(18.0, 19.0, 22.75)"
07-12-2022 19:31:57.968154,"(4.6, 9.8, 9.266666666666667)","(26.0, 90.0, 72.14285714285714)","(3.6, 3.9, 3.8)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.1, 4.575)","(3.0, 4.2, 3.9428571428571426)","(18.0, 27.0, 22.5)"
07-12-2022 19:31:59.368798,"(4.6, 9.8, 8.555555555555555)","(26.0, 90.0, 72.14285714285714)","(3.6, 3.9, 3.8)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.1, 4.85)","(3.0, 4.2, 4.007142857142857)","(17.0, 24.0, 22.5)"
07-12-2022 19:32:00.676936,"(4.6, 9.6, 8.899999999999999)","(26.0, 85.0, 78.33333333333333)","(3.6, 3.9, 3.7987951807228915)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.0, 4.828571428571428)","(3.0, 4.2, 3.975)","(17.0, 23.0, 22.5)"
07-12-2022 19:32:01.921183,"(4.6, 9.8, 8.733333333333333)","(26.0, 85.0, 78.33333333333333)","(3.6, 3.9, 3.7987951807228915)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.0, 4.828571428571428)","(3.0, 4.2, 3.975)","(17.0, 23.0, 20.3)"
07-12-2022 19:32:03.140823,"(4.6, 9.8, 8.733333333333333)","(26.0, 90.0, 81.66666666666667)","(3.6, 3.9, 3.7987951807228915)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.0, 4.828571428571428)","(3.0, 4.2, 3.975)","(17.0, 23.0, 21.3)"
07-12-2022 19:32:04.362569,"(4.6, 9.8, 8.733333333333333)","(26.0, 90.0, 75.0)","(3.6, 3.9, 3.7987951807228915)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.0, 4.828571428571428)","(3.0, 4.2, 3.975)","(17.0, 22.0, 21.3)"
07-12-2022 19:32:05.597366,"(4.6, 9.8, 9.0)","(26.0, 90.0, 70.55555555555556)","(3.6, 3.9, 3.7987951807228915)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.0, 4.828571428571428)","(3.0, 4.2, 3.975)","(17.0, 22.0, 21.3)"
07-12-2022 19:32:06.837119,"(4.6, 9.8, 9.0)","(26.0, 90.0, 70.55555555555556)","(3.6, 3.9, 3.8330508474576273)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.0, 4.828571428571428)","(3.0, 4.2, 3.975)","(17.0, 22.0, 21.3)"
07-12-2022 19:32:08.120557,"(4.6, 9.6, 8.76)","(26.0, 85.0, 73.0)","(3.6, 3.85, 3.81484375)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.0, 4.875)","(3.0, 4.2, 4.007142857142857)","(17.0, 22.0, 19.833333333333332)"
07-12-2022 19:32:09.316407,"(4.6, 9.6, 8.549999999999999)","(26.0, 80.0, 75.0)","(3.6, 3.85, 3.81484375)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.1, 4.875)","(3.0, 4.2, 4.007142857142857)","(17.0, 22.0, 19.833333333333332)"
07-12-2022 19:32:10.541382,"(4.6, 9.6, 8.549999999999999)","(26.0, 80.0, 75.0)","(3.6, 3.85, 3.81484375)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.1, 4.875)","(3.0, 4.2, 4.007142857142857)","(17.0, 22.0, 19.833333333333332)"
07-12-2022 19:32:11.882511,"(4.6, 9.6, 8.549999999999999)","(26.0, 80.0, 75.0)","(3.6, 3.85, 3.81484375)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.1, 4.757142857142857)","(3.0, 4.2, 3.9428571428571426)","(17.0, 22.0, 19.833333333333332)"
07-12-2022 19:32:13.010905,"(4.6, 9.2, 8.7)","(26.0, 80.0, 75.0)","(3.6, 3.85, 3.81484375)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.1, 4.914285714285715)","(3.0, 4.2, 4.007142857142857)","(17.0, 22.0, 20.055555555555557)"
07-12-2022 19:32:14.176790,"(4.6, 9.2, 8.485714285714286)","(26.0, 85.0, 78.33333333333333)","(3.6, 3.85, 3.81484375)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.0, 4.914285714285715)","(3.0, 4.2, 4.007142857142857)","(17.0, 22.0, 20.055555555555557)"
07-12-2022 19:32:15.571047,"(4.6, 9.2, 8.485714285714286)","(26.0, 85.0, 106.25)","(3.6, 3.85, 3.81484375)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.0, 4.914285714285715)","(3.0, 4.2, 4.007142857142857)","(17.0, 22.0, 20.055555555555557)"
07-12-2022 19:32:16.900449,"(4.6, 9.2, 8.485714285714286)","(26.0, 110.0, 106.25)","(3.6, 3.85, 3.81484375)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.0, 4.6)","(3.0, 4.2, 3.9428571428571426)","(17.0, 22.0, 20.055555555555557)"
07-12-2022 19:32:18.195651,"(4.6, 9.2, 8.485714285714286)","(26.0, 110.0, 106.36363636363636)","(3.6, 3.85, 3.81484375)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.0, 4.6)","(3.0, 4.2, 3.9428571428571426)","(17.0, 22.0, 20.055555555555557)"
07-12-2022 19:32:19.452658,"(4.6, 9.2, 8.485714285714286)","(26.0, 110.0, 106.66666666666667)","(3.6, 3.85, 3.81484375)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.0, 4.775)","(3.0, 4.2, 4.007142857142857)","(17.0, 22.0, 20.055555555555557)"
07-12-2022 19:32:20.824605,"(4.6, 9.2, 8.485714285714286)","(26.0, 110.0, 106.66666666666667)","(3.6, 3.85, 3.81484375)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.0, 4.775)","(3.0, 4.2, 4.007142857142857)","(17.0, 22.0, 20.055555555555557)"
07-12-2022 19:32:22.277349,"(4.6, 9.2, 8.485714285714286)","(26.0, 110.0, 106.66666666666667)","(3.6, 3.85, 3.81484375)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.0, 4.66)","(3.0, 4.2, 3.9428571428571426)","(17.0, 22.0, 20.055555555555557)"
07-12-2022 19:32:23.653480,"(4.6, 9.2, 8.485714285714286)","(26.0, 110.0, 106.66666666666667)","(3.6, 3.85, 3.81484375)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 4.9, 4.66)","(3.0, 4.2, 3.9428571428571426)","(17.0, 22.0, 20.055555555555557)"
07-12-2022 19:32:24.920352,"(4.6, 9.2, 8.485714285714286)","(26.0, 110.0, 106.66666666666667)","(3.6, 3.85, 3.81484375)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 4.9, 4.775)","(3.0, 4.2, 4.007142857142857)","(17.0, 22.0, 20.055555555555557)"
07-12-2022 19:32:26.261910,"(4.6, 9.2, 8.366666666666665)","(26.0, 110.0, 97.5)","(3.6, 3.85, 3.7951219512195125)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.0, 4.828571428571428)","(3.0, 4.2, 4.007142857142857)","(17.0, 22.0, 20.055555555555557)"
07-12-2022 19:32:27.583501,"(4.6, 9.2, 8.446153846153846)","(26.0, 100.0, 97.5)","(3.6, 3.85, 3.7951219512195125)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.0, 4.7)","(3.0, 4.2, 4.007142857142857)","(17.0, 22.0, 20.055555555555557)"
07-12-2022 19:32:28.848609,"(4.6, 9.2, 8.309090909090909)","(26.0, 100.0, 97.5)","(3.6, 3.85, 3.7357142857142858)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.0, 4.916666666666667)","(3.0, 4.2, 4.039285714285715)","(17.0, 22.0, 20.055555555555557)"
07-12-2022 19:32:30.051813,"(4.6, 9.2, 8.309090909090909)","(26.0, 100.0, 97.5)","(3.6, 3.85, 3.7357142857142858)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.454545454545453)","(3.9, 5.0, 4.833333333333333)","(3.0, 4.2, 4.039285714285715)","(17.0, 22.0, 20.055555555555557)"
07-12-2022 19:32:31.304381,"(4.6, 9.2, 8.92)","(26.0, 100.0, 97.5)","(3.6, 3.85, 3.792307692307692)","(26.0, 30.0, 26.0)","(12.0, 24.0, 23.833333333333336)","(3.9, 5.0, 4.681818181818182)","(3.0, 4.2, 4.039285714285715)","(17.0, 22.0, 20.055555555555557)"
07-12-2022 19:32:32.586670,"(4.6, 9.2, 8.6)","(26.0, 100.0, 97.6923076923077)","(3.6, 3.85, 3.792307692307692)","(26.0, 30.0, 26.0)","(12.0, 25.0, 23.833333333333336)","(3.9, 5.0, 4.391304347826087)","(3.0, 4.2, 4.02)","(17.0, 22.0, 20.055555555555557)"
07-12-2022 19:32:33.914836,"(4.6, 9.2, 8.799999999999999)","(26.0, 100.0, 97.6923076923077)","(3.6, 3.85, 3.792307692307692)","(26.0, 30.0, 26.0)","(12.0, 25.0, 22.4)","(3.9, 5.0, 4.7125)","(3.0, 4.2, 4.071428571428571)","(17.0, 22.0, 20.055555555555557)"
07-12-2022 19:32:35.192574,"(4.6, 9.2, 8.799999999999999)","(26.0, 100.0, 97.6923076923077)","(3.6, 3.85, 3.792307692307692)","(26.0, 30.0, 26.0)","(12.0, 25.0, 24.07142857142857)","(3.9, 4.9, 4.7125)","(3.1, 4.2, 4.071428571428571)","(17.0, 22.0, 20.055555555555557)"
07-12-2022 19:32:36.538736,"(4.6, 9.2, 8.799999999999999)","(26.0, 100.0, 98.80952380952381)","(3.6, 3.85, 3.792307692307692)","(26.0, 30.0, 26.0)","(12.0, 25.0, 24.133333333333333)","(3.9, 4.9, 4.7125)","(3.1, 4.2, 4.071428571428571)","(17.0, 22.0, 20.055555555555557)"
07-12-2022 19:32:37.822851,"(4.6, 9.2, 8.799999999999999)","(26.0, 100.0, 98.80952380952381)","(3.6, 3.85, 3.792307692307692)","(26.0, 30.0, 26.0)","(12.0, 25.0, 24.133333333333333)","(3.9, 4.9, 4.642857142857143)","(3.1, 4.2, 3.975)","(17.0, 22.0, 20.055555555555557)"
07-12-2022 19:32:39.118360,"(4.6, 9.2, 8.799999999999999)","(26.0, 100.0, 90.0)","(3.6, 3.85, 3.792307692307692)","(26.0, 30.0, 26.0)","(12.0, 25.0, 24.133333333333333)","(3.9, 4.9, 4.75)","(3.1, 4.2, 4.135714285714285)","(17.0, 22.0, 20.055555555555557)"
07-12-2022 19:32:40.364194,"(4.6, 9.2, 8.92)","(26.0, 100.0, 98.82352941176471)","(3.6, 3.85, 3.792307692307692)","(26.0, 30.0, 26.0)","(12.0, 25.0, 24.07142857142857)","(3.9, 4.9, 4.75)","(3.1, 4.2, 4.135714285714285)","(17.0, 22.0, 20.055555555555557)"
07-12-2022 19:32:41.577121,"(4.6, 9.0, 8.563636363636364)","(26.0, 100.0, 98.82352941176471)","(3.6, 3.85, 3.7487179487179487)","(26.0, 30.0, 26.0)","(12.0, 25.0, 24.07142857142857)","(3.9, 4.9, 4.75)","(3.1, 4.2, 4.135714285714285)","(17.0, 22.0, 20.055555555555557)"
07-12-2022 19:32:42.826294,"(4.6, 9.0, 8.563636363636364)","(26.0, 100.0, 98.82352941176471)","(3.6, 3.8, 3.7161290322580642)","(26.0, 30.0, 25.714285714285715)","(12.0, 25.0, 23.214285714285715)","(3.9, 4.9, 4.48)","(3.1, 4.2, 3.9692307692307693)","(17.0, 22.0, 19.772727272727273)"
07-12-2022 19:32:44.024386,"(4.6, 9.0, 8.4)","(26.0, 100.0, 98.82352941176471)","(3.6, 3.8, 3.702857142857143)","(26.0, 30.0, 25.714285714285715)","(12.0, 24.0, 22.035714285714285)","(3.9, 4.9, 4.608333333333333)","(3.1, 4.2, 4.135714285714285)","(17.0, 22.0, 19.772727272727273)"
07-12-2022 19:32:45.229611,"(4.6, 9.0, 8.4)","(26.0, 100.0, 98.82352941176471)","(3.6, 3.8, 3.667924528301887)","(26.0, 30.0, 25.714285714285715)","(12.0, 24.0, 22.035714285714285)","(3.9, 4.9, 4.553846153846154)","(3.1, 4.2, 4.135714285714285)","(17.0, 22.0, 19.772727272727273)"
07-12-2022 19:32:46.734520,"(4.6, 9.0, 8.815384615384616)","(26.0, 110.0, 100.0)","(3.6, 3.8, 3.667924528301887)","(26.0, 30.0, 25.714285714285715)","(12.0, 24.0, 22.035714285714285)","(3.9, 4.8, 4.65)","(3.1, 4.2, 4.129411764705882)","(17.0, 22.0, 19.772727272727273)"
07-12-2022 19:32:47.955012,"(4.6, 9.0, 8.815384615384616)","(26.0, 110.0, 100.0)","(3.6, 3.8, 3.667924528301887)","(26.0, 30.0, 25.714285714285715)","(12.0, 24.0, 22.035714285714285)","(3.9, 4.7, 4.6)","(3.1, 4.2, 3.9692307692307693)","(17.0, 22.0, 19.772727272727273)"
07-12-2022 19:32:49.226618,"(4.6, 9.0, 8.815384615384616)","(26.0, 110.0, 99.2)","(3.6, 3.8, 3.667924528301887)","(26.0, 30.0, 25.714285714285715)","(12.0, 24.0, 22.035714285714285)","(3.9, 4.7, 4.65)","(3.1, 4.2, 4.135714285714285)","(17.0, 22.0, 19.772727272727273)"
07-12-2022 19:32:50.633724,"(4.6, 9.2, 8.7)","(26.0, 110.0, 99.2)","(3.6, 3.8, 3.667924528301887)","(26.0, 30.0, 25.714285714285715)","(12.0, 24.0, 22.035714285714285)","(3.9, 4.7, 4.65)","(3.1, 4.2, 4.155555555555556)","(17.0, 22.0, 19.772727272727273)"
07-12-2022 19:32:52.110744,"(4.6, 9.2, 8.7)","(26.0, 110.0, 99.61538461538461)","(3.6, 3.8, 3.667924528301887)","(26.0, 30.0, 25.714285714285715)","(12.0, 24.0, 22.035714285714285)","(3.9, 4.7, 4.65)","(3.1, 4.2, 4.115151515151515)","(17.0, 22.0, 19.772727272727273)"
07-12-2022 19:32:53.641703,"(4.6, 9.2, 8.7)","(26.0, 110.0, 99.61538461538461)","(3.6, 3.8, 3.667924528301887)","(26.0, 30.0, 25.714285714285715)","(12.0, 24.0, 22.035714285714285)","(3.9, 4.7, 4.6000000000000005)","(3.1, 4.2, 3.96)","(17.0, 22.0, 19.772727272727273)"
07-12-2022 19:32:55.000448,"(4.6, 9.2, 9.0)","(26.0, 110.0, 102.5)","(3.6, 3.8, 3.667924528301887)","(26.0, 30.0, 25.714285714285715)","(12.0, 24.0, 22.035714285714285)","(3.9, 4.7, 4.6000000000000005)","(3.1, 4.2, 4.120833333333333)","(17.0, 22.0, 19.772727272727273)"
07-12-2022 19:32:56.363473,"(4.6, 9.2, 8.466666666666667)","(26.0, 110.0, 92.0)","(3.6, 3.8, 3.667924528301887)","(26.0, 30.0, 25.714285714285715)","(12.0, 24.0, 22.035714285714285)","(3.9, 4.7, 4.6000000000000005)","(3.1, 4.2, 4.120833333333333)","(17.0, 22.0, 19.772727272727273)"
07-12-2022 19:32:57.810238,"(4.6, 9.4, 8.4375)","(26.0, 110.0, 92.0)","(3.6, 3.8, 3.667924528301887)","(26.0, 30.0, 25.714285714285715)","(12.0, 24.0, 22.035714285714285)","(3.9, 4.7, 4.6000000000000005)","(3.1, 4.2, 4.120833333333333)","(17.0, 22.0, 19.772727272727273)"
07-12-2022 19:32:59.172020,"(4.6, 9.2, 8.7)","(26.0, 110.0, 92.0)","(3.6, 3.8, 3.667924528301887)","(26.0, 30.0, 25.714285714285715)","(12.0, 24.0, 22.035714285714285)","(3.9, 4.7, 4.6000000000000005)","(3.1, 4.2, 3.9625000000000004)","(17.0, 22.0, 19.772727272727273)"
07-12-2022 19:33:00.473189,"(4.6, 9.4, 8.8)","(26.0, 110.0, 104.73684210526315)","(3.6, 3.8, 3.6818181818181817)","(26.0, 30.0, 25.714285714285715)","(12.0, 24.0, 22.035714285714285)","(3.9, 4.7, 4.6000000000000005)","(3.1, 4.2, 4.120833333333333)","(17.0, 22.0, 19.772727272727273)"
07-12-2022 19:33:01.790541,"(4.6, 9.2, 8.98181818181818)","(26.0, 110.0, 105.45454545454545)","(3.6, 3.8, 3.693877551020408)","(26.0, 30.0, 26.307692307692307)","(12.0, 24.0, 22.55263157894737)","(3.9, 4.7, 4.353846153846154)","(3.1, 4.2, 4.134482758620689)","(17.0, 22.0, 19.537037037037038)"
07-12-2022 19:33:03.017699,"(4.6, 9.2, 8.568421052631578)","(26.0, 110.0, 105.45454545454545)","(3.6, 3.8, 3.7)","(26.0, 30.0, 26.25)","(12.0, 24.0, 22.55263157894737)","(3.9, 4.7, 4.381818181818182)","(3.1, 4.2, 3.9625000000000004)","(17.0, 22.0, 19.537037037037038)"
07-12-2022 19:33:04.265448,"(4.6, 9.2, 8.635294117647058)","(26.0, 110.0, 105.45454545454545)","(3.6, 3.8, 3.7)","(26.0, 30.0, 26.25)","(12.0, 24.0, 22.55263157894737)","(3.9, 4.7, 4.325)","(3.1, 4.2, 4.1269230769230765)","(17.0, 22.0, 19.537037037037038)"
07-12-2022 19:33:05.500839,"(4.6, 9.2, 8.54)","(26.0, 110.0, 105.45454545454545)","(3.6, 3.8, 3.7)","(26.0, 30.0, 25.714285714285715)","(12.0, 24.0, 22.55263157894737)","(3.9, 4.7, 4.325)","(3.1, 4.2, 4.1125)","(17.0, 22.0, 19.537037037037038)"
07-12-2022 19:33:06.985711,"(4.6, 9.2, 8.352941176470589)","(26.0, 110.0, 105.45454545454545)","(3.6, 3.8, 3.7)","(26.0, 30.0, 25.714285714285715)","(12.0, 24.0, 22.55263157894737)","(3.9, 4.7, 4.325)","(3.1, 4.2, 4.1125)","(17.0, 22.0, 19.537037037037038)"
07-12-2022 19:33:08.263404,"(4.6, 9.2, 8.352941176470589)","(26.0, 110.0, 105.45454545454545)","(3.6, 3.8, 3.7)","(26.0, 30.0, 25.714285714285715)","(12.0, 24.0, 22.55263157894737)","(3.9, 4.7, 4.325)","(3.1, 4.2, 4.1125)","(17.0, 22.0, 19.537037037037038)"
07-12-2022 19:33:09.522576,"(4.6, 9.2, 8.352941176470589)","(26.0, 110.0, 105.45454545454545)","(3.6, 3.8, 3.7)","(26.0, 30.0, 26.25)","(12.0, 24.0, 22.55263157894737)","(3.9, 4.7, 4.325)","(3.1, 4.2, 4.14375)","(17.0, 22.0, 19.537037037037038)"
07-12-2022 19:33:10.820573,"(4.6, 9.2, 8.15)","(26.0, 110.0, 105.45454545454545)","(3.6, 3.8, 3.7)","(26.0, 30.0, 26.25)","(12.0, 24.0, 22.55263157894737)","(3.9, 4.7, 4.325)","(3.1, 4.2, 4.14375)","(17.0, 22.0, 19.537037037037038)"
