,Sasha,Oratoria,Some Change Nz,Blazing Banner Nz,Rocknroll Times,Scared Stiff Nz,The Banker Nz,Lifeinthebalance,Im In Trouble,Are Doubleyou
06-01-2023 16:35:44.751231,"(7.0, 9.4, 8.1)","(12.0, 14.5, 14.0)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.8, 8.5)","(14.0, 26.0, 17.071428571428573)"
06-01-2023 16:35:45.967148,"(7.0, 9.4, 8.1)","(12.0, 14.5, 14.0)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.8, 8.4)","(14.0, 26.0, 17.071428571428573)"
06-01-2023 16:35:47.264993,"(7.0, 9.4, 8.1)","(12.0, 14.5, 14.0)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 8.4)","(14.0, 26.0, 17.071428571428573)"
06-01-2023 16:35:48.541259,"(7.0, 9.4, 8.1)","(12.0, 14.5, 14.0)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 8.4)","(14.0, 26.0, 16.625)"
06-01-2023 16:35:49.831423,"(7.0, 9.4, 9.100000000000001)","(12.0, 14.5, 14.0)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 8.4)","(14.0, 26.0, 17.666666666666664)"
06-01-2023 16:35:51.071584,"(7.0, 9.4, 8.3)","(12.0, 14.5, 13.5)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 8.4)","(14.0, 26.0, 17.666666666666664)"
06-01-2023 16:35:52.321534,"(7.0, 9.4, 8.3)","(12.0, 14.5, 13.5)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 8.4)","(15.0, 26.0, 17.666666666666664)"
06-01-2023 16:35:53.725350,"(7.0, 9.4, 8.3)","(12.0, 14.5, 13.5)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 8.4)","(15.0, 26.0, 17.666666666666664)"
06-01-2023 16:35:55.007414,"(7.0, 9.4, 8.3)","(12.0, 14.5, 13.5)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 8.4)","(15.0, 26.0, 17.666666666666664)"
06-01-2023 16:35:56.235013,"(7.0, 9.4, 8.3)","(12.0, 14.5, 13.5)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 8.4)","(15.0, 26.0, 17.666666666666664)"
06-01-2023 16:35:57.620127,"(7.0, 9.4, 8.3)","(12.0, 14.5, 13.5)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 8.4)","(15.0, 26.0, 17.666666666666664)"
06-01-2023 16:35:59.122800,"(7.0, 9.4, 8.3)","(12.0, 14.5, 13.5)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 8.4)","(15.0, 26.0, 17.666666666666664)"
06-01-2023 16:36:00.503193,"(7.0, 9.4, 8.3)","(12.0, 14.5, 13.5)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 8.4)","(15.0, 26.0, 17.666666666666664)"
06-01-2023 16:36:02.089022,"(7.0, 9.4, 8.3)","(12.0, 14.5, 13.5)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 8.4)","(15.0, 26.0, 17.666666666666664)"
06-01-2023 16:36:03.760145,"(7.0, 9.4, 8.3)","(12.0, 14.5, 13.5)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 8.4)","(15.0, 26.0, 17.666666666666664)"
06-01-2023 16:36:05.290113,"(7.0, 9.4, 8.3)","(12.0, 14.5, 13.5)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 8.4)","(15.0, 26.0, 18.1875)"
06-01-2023 16:36:06.834563,"(7.0, 9.4, 8.96)","(12.0, 14.5, 14.0)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 8.4)","(15.0, 26.0, 17.071428571428573)"
06-01-2023 16:36:08.210628,"(7.0, 9.4, 9.24)","(12.0, 14.5, 14.083333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 9.285714285714285)","(15.0, 26.0, 20.545454545454547)"
06-01-2023 16:36:09.546194,"(7.0, 9.4, 9.253333333333334)","(12.0, 14.5, 14.083333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 8.4)","(15.0, 26.0, 17.071428571428573)"
06-01-2023 16:36:10.930632,"(7.0, 9.4, 8.666666666666668)","(12.0, 14.5, 14.083333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 40.8)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 44.22222222222222)","(7.5, 9.6, 9.285714285714285)","(15.0, 26.0, 20.545454545454547)"
06-01-2023 16:36:12.397449,"(7.0, 9.4, 9.246153846153847)","(12.0, 14.5, 14.083333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 35.6)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 39.6)","(7.5, 9.6, 8.4)","(15.0, 26.0, 17.071428571428573)"
06-01-2023 16:36:13.745339,"(7.0, 9.4, 8.666666666666668)","(12.0, 14.5, 14.083333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 37.66666666666667)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 40.0)","(7.5, 9.6, 8.4)","(15.0, 26.0, 17.071428571428573)"
06-01-2023 16:36:15.463052,"(7.0, 9.4, 9.085714285714285)","(12.0, 14.5, 14.083333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 37.66666666666667)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 40.0)","(7.5, 9.6, 8.4)","(15.0, 26.0, 17.071428571428573)"
06-01-2023 16:36:16.862352,"(7.0, 9.4, 9.085714285714285)","(12.0, 14.5, 14.083333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 37.66666666666667)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 40.0)","(7.5, 9.6, 8.4)","(15.0, 26.0, 17.071428571428573)"
06-01-2023 16:36:18.344487,"(7.0, 9.4, 8.666666666666668)","(12.0, 14.5, 14.083333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 30.0)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 34.0)","(7.5, 9.6, 8.266666666666666)","(15.0, 26.0, 16.416666666666668)"
06-01-2023 16:36:19.749108,"(7.0, 9.4, 8.5)","(12.0, 14.5, 13.5)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 30.0)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 34.0)","(7.5, 9.6, 8.933333333333334)","(15.0, 26.0, 16.142857142857142)"
06-01-2023 16:36:21.181568,"(7.0, 9.4, 9.142857142857142)","(12.0, 14.5, 13.5)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 36.8)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 40.8)","(7.5, 9.6, 8.266666666666666)","(15.0, 26.0, 16.142857142857142)"
06-01-2023 16:36:22.459866,"(7.0, 9.4, 9.142857142857142)","(12.0, 14.5, 13.5)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 36.8)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 40.8)","(7.5, 9.6, 8.266666666666666)","(15.0, 26.0, 16.142857142857142)"
06-01-2023 16:36:23.744175,"(7.0, 9.4, 9.142857142857142)","(12.0, 14.5, 13.5)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 36.8)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 40.8)","(7.5, 9.6, 8.266666666666666)","(15.0, 26.0, 16.142857142857142)"
06-01-2023 16:36:25.059980,"(7.0, 9.4, 9.142857142857142)","(12.0, 14.5, 13.5)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 36.8)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 40.8)","(7.5, 9.6, 8.266666666666666)","(15.0, 26.0, 16.142857142857142)"
06-01-2023 16:36:26.442143,"(7.0, 9.4, 9.266666666666667)","(12.0, 14.5, 13.5)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 37.2)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 41.2)","(7.5, 9.6, 9.323076923076922)","(15.0, 26.0, 20.5)"
06-01-2023 16:36:27.791167,"(7.0, 9.4, 8.5)","(12.0, 14.5, 13.5)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 30.0)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 34.0)","(7.5, 9.6, 8.266666666666666)","(15.0, 26.0, 16.142857142857142)"
06-01-2023 16:36:29.159395,"(7.0, 9.4, 8.5)","(12.0, 14.5, 13.5)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 30.0)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 34.0)","(7.5, 9.6, 8.266666666666666)","(15.0, 26.0, 16.142857142857142)"
06-01-2023 16:36:30.470186,"(7.0, 9.4, 8.5)","(12.0, 14.5, 13.5)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 30.0)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 34.0)","(7.5, 9.6, 8.266666666666666)","(15.0, 26.0, 16.142857142857142)"
06-01-2023 16:36:31.882954,"(7.0, 9.4, 8.5)","(12.0, 14.5, 13.5)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 30.0)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 34.0)","(7.5, 9.6, 8.266666666666666)","(15.0, 26.0, 16.142857142857142)"
06-01-2023 16:36:33.158148,"(7.0, 9.4, 8.5)","(12.0, 14.5, 13.5)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 30.0)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 34.0)","(7.5, 9.6, 8.266666666666666)","(15.0, 26.0, 16.142857142857142)"
06-01-2023 16:36:34.380951,"(7.0, 9.4, 8.5)","(12.0, 14.5, 13.5)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 8.866666666666667)","(15.0, 26.0, 17.071428571428573)"
06-01-2023 16:36:35.514369,"(7.0, 9.4, 9.0)","(12.0, 14.5, 14.083333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 9.16)","(15.0, 26.0, 17.071428571428573)"
06-01-2023 16:36:36.692222,"(7.0, 9.4, 9.177777777777777)","(12.0, 14.5, 14.083333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 9.16)","(15.0, 26.0, 17.071428571428573)"
06-01-2023 16:36:37.843580,"(7.0, 9.4, 9.177777777777777)","(12.0, 14.5, 14.083333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 9.292307692307691)","(15.0, 26.0, 17.071428571428573)"
06-01-2023 16:36:39.035436,"(7.0, 9.4, 9.25)","(12.0, 14.5, 14.083333333333334)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 8.719999999999999)","(15.0, 26.0, 20.545454545454547)"
06-01-2023 16:36:40.167637,"(7.0, 9.4, 8.9)","(12.0, 14.5, 14.0)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 37.33333333333333)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 8.719999999999999)","(15.0, 26.0, 17.071428571428573)"
06-01-2023 16:36:41.942936,"(7.0, 9.4, 9.25)","(12.0, 14.5, 14.0)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 9.292307692307691)","(15.0, 26.0, 17.071428571428573)"
06-01-2023 16:36:43.252816,"(7.0, 9.4, 9.25)","(12.0, 14.5, 14.0)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 9.292307692307691)","(15.0, 26.0, 17.071428571428573)"
06-01-2023 16:36:44.464304,"(7.0, 9.4, 8.9)","(12.0, 14.5, 14.0)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 8.6)","(15.0, 26.0, 17.071428571428573)"
06-01-2023 16:36:45.591999,"(7.0, 9.4, 8.9)","(12.0, 14.5, 14.0)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 8.6)","(15.0, 26.0, 17.071428571428573)"
06-01-2023 16:36:46.771932,"(7.0, 9.4, 8.9)","(12.0, 14.5, 14.0)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 8.6)","(15.0, 26.0, 17.071428571428573)"
06-01-2023 16:36:48.019776,"(7.0, 9.4, 8.9)","(12.0, 14.5, 14.0)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 8.8)","(15.0, 26.0, 17.666666666666664)"
06-01-2023 16:36:49.298129,"(7.0, 9.4, 9.066666666666666)","(12.0, 14.5, 13.75)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 39.375)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 9.36)","(15.0, 26.0, 20.0)"
06-01-2023 16:36:50.466874,"(7.0, 9.4, 9.25)","(12.0, 14.5, 13.75)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 31.555555555555557)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 39.6)","(7.5, 9.6, 9.36)","(15.0, 26.0, 20.0)"
06-01-2023 16:36:51.813759,"(7.0, 9.4, 9.066666666666666)","(12.0, 14.5, 13.75)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 31.555555555555557)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 9.36)","(15.0, 26.0, 20.0)"
06-01-2023 16:36:53.191725,"(7.0, 9.4, 9.25)","(12.0, 14.5, 13.75)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 31.555555555555557)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 9.36)","(15.0, 26.0, 20.0)"
06-01-2023 16:36:54.480938,"(7.0, 9.4, 9.25)","(12.0, 14.5, 13.75)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 31.555555555555557)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 39.6)","(7.5, 9.6, 8.7)","(15.0, 26.0, 20.0)"
06-01-2023 16:36:55.721362,"(7.0, 9.4, 9.08)","(12.0, 14.5, 13.75)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 33.95454545454545)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 39.6)","(7.5, 9.6, 8.7)","(15.0, 26.0, 17.666666666666664)"
06-01-2023 16:36:56.920015,"(7.0, 9.4, 9.08)","(12.0, 14.5, 13.75)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 33.95454545454545)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 39.6)","(7.5, 9.6, 8.7)","(15.0, 26.0, 17.666666666666664)"
06-01-2023 16:36:58.169299,"(7.0, 9.4, 9.08)","(12.0, 14.5, 13.75)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 33.95454545454545)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 39.6)","(7.5, 9.6, 8.7)","(15.0, 26.0, 17.666666666666664)"
06-01-2023 16:36:59.432308,"(7.0, 9.4, 9.08)","(12.0, 14.5, 13.75)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 33.95454545454545)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 9.6, 8.7)","(15.0, 26.0, 17.666666666666664)"
06-01-2023 16:37:00.708039,"(7.0, 9.4, 9.08)","(12.0, 14.5, 13.75)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 31.555555555555557)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 44.22222222222222)","(7.5, 9.6, 15.333333333333332)","(15.0, 26.0, 20.0)"
06-01-2023 16:37:01.914157,"(7.0, 9.4, 9.283333333333333)","(12.0, 14.5, 13.75)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 33.95454545454545)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 16.0, 13.95)","(15.0, 26.0, 17.666666666666664)"
06-01-2023 16:37:03.079709,"(7.0, 9.4, 9.08)","(12.0, 14.5, 13.75)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 23.916666666666668)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 16.0, 13.95)","(15.0, 26.0, 16.625)"
06-01-2023 16:37:04.239934,"(7.0, 9.4, 9.08)","(12.0, 14.5, 13.5)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 23.916666666666668)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 16.0, 14.971428571428572)","(15.0, 26.0, 16.625)"
06-01-2023 16:37:05.416349,"(7.0, 9.4, 8.75)","(12.0, 14.5, 14.1)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 23.916666666666668)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 16.0, 14.971428571428572)","(15.0, 26.0, 17.071428571428573)"
06-01-2023 16:37:06.814568,"(7.0, 9.4, 8.6)","(12.0, 14.5, 14.1)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 23.916666666666668)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 16.0, 14.971428571428572)","(15.0, 26.0, 17.071428571428573)"
06-01-2023 16:37:07.976783,"(7.0, 9.4, 8.6)","(12.0, 14.5, 14.1)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 23.916666666666668)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 16.0, 14.971428571428572)","(15.0, 26.0, 17.071428571428573)"
06-01-2023 16:37:09.111080,"(7.0, 9.4, 8.6)","(12.0, 14.5, 14.1)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 23.916666666666668)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 16.0, 14.971428571428572)","(15.0, 26.0, 17.071428571428573)"
06-01-2023 16:37:10.274329,"(7.0, 9.4, 8.6)","(12.0, 14.5, 14.1)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 23.916666666666668)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 16.0, 14.971428571428572)","(15.0, 26.0, 17.071428571428573)"
06-01-2023 16:37:11.486319,"(7.0, 9.4, 8.6)","(12.0, 14.5, 14.1)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 23.916666666666668)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 16.0, 13.600000000000001)","(15.0, 26.0, 17.071428571428573)"
06-01-2023 16:37:12.725603,"(7.0, 9.4, 8.6)","(12.0, 14.5, 14.1)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 23.916666666666668)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 16.0, 13.600000000000001)","(15.0, 26.0, 17.071428571428573)"
06-01-2023 16:37:13.968970,"(7.0, 9.4, 8.6)","(12.0, 14.5, 14.1)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 23.916666666666668)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 16.0, 13.600000000000001)","(15.0, 26.0, 17.071428571428573)"
06-01-2023 16:37:15.415695,"(7.0, 9.4, 8.6)","(12.0, 14.5, 14.1)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 23.916666666666668)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 16.0, 13.600000000000001)","(15.0, 26.0, 17.071428571428573)"
06-01-2023 16:37:16.694850,"(7.0, 9.4, 8.6)","(12.0, 14.5, 14.1)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 23.916666666666668)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 16.0, 13.600000000000001)","(15.0, 26.0, 19.75)"
06-01-2023 16:37:18.004992,"(7.0, 9.4, 8.6)","(12.0, 14.5, 14.1)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 23.916666666666668)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 16.0, 13.600000000000001)","(15.0, 26.0, 19.75)"
06-01-2023 16:37:19.300878,"(7.0, 9.4, 8.6)","(12.0, 14.5, 13.75)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 16.0, 10.4)","(15.0, 26.0, 21.0)"
06-01-2023 16:37:20.501698,"(7.0, 9.4, 8.8)","(12.0, 14.5, 13.75)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 16.0, 10.4)","(15.0, 26.0, 21.0)"
06-01-2023 16:37:21.696966,"(7.0, 9.4, 8.8)","(12.0, 14.5, 13.75)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 16.0, 10.4)","(15.0, 26.0, 21.0)"
06-01-2023 16:37:22.993790,"(7.0, 9.4, 8.8)","(12.0, 14.5, 13.75)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 16.0, 11.166666666666666)","(15.0, 26.0, 21.0)"
06-01-2023 16:37:24.228862,"(7.0, 9.4, 8.8)","(12.0, 14.5, 13.75)","(51.0, 99999, 99990)","(1.55, 99999, 99990)","(21.0, 46.0, 28.333333333333336)","(10.0, 99999, 99990)","(101.0, 99999, 99990)","(21.0, 50.0, 32.0)","(7.5, 15.5, 11.166666666666666)","(15.0, 26.0, 21.0)"
