,Zabellsareringing,Poppie Socks,Pride Of Dixie,Sharp Pride,Side Cash,Cellar Champ,Driving Ambition,Emmjay,Les Goh,Iron Ruler,Lonhro Lily,Military Manoeuver,Siasha Jewel,Grosses Plain
05-01-2023 13:35:53.275927,"(8.5, 10.5, 10.141836734693877)","(101.0, 250.0, 232.0)","(31.0, 55.0, 49.53125)","(51.0, 75.0, 67.66666666666667)","(26.0, 36.0, 35.142857142857146)","(11.0, 14.5, 14.128712871287128)","(101.0, 350.0, 277.5)","(10.0, 11.5, 10.970588235294118)","(5.0, 5.8, 5.783333333333333)","(13.0, 16.0, 15.756578947368421)","(15.0, 21.0, 19.546875)","(5.5, 6.4, 6.3472)","(4.4, 4.9, 4.778048780487805)","(71.0, 95.0, 86.17647058823529)"
05-01-2023 13:35:54.835257,"(8.5, 10.5, 9.643902439024389)","(101.0, 250.0, 228.57142857142858)","(31.0, 55.0, 48.39622641509434)","(51.0, 75.0, 67.66666666666667)","(26.0, 36.0, 35.68421052631579)","(11.0, 14.5, 13.972972972972974)","(101.0, 360.0, 277.5)","(10.0, 11.5, 10.434782608695652)","(5.0, 5.8, 5.791666666666666)","(13.0, 16.0, 15.756578947368421)","(15.0, 21.0, 19.708333333333332)","(5.5, 6.4, 6.3740000000000006)","(4.4, 4.9, 4.831707317073171)","(71.0, 95.0, 86.17647058823529)"
05-01-2023 13:35:56.416511,"(8.5, 10.5, 9.624324324324323)","(101.0, 250.0, 235.0)","(31.0, 55.0, 48.39622641509434)","(51.0, 75.0, 67.66666666666667)","(26.0, 36.0, 31.636363636363637)","(11.0, 14.0, 13.972972972972974)","(101.0, 360.0, 277.5)","(10.0, 11.0, 10.380952380952381)","(5.0, 5.8, 5.732)","(13.0, 16.0, 15.756578947368421)","(15.0, 21.0, 19.708333333333332)","(5.5, 6.4, 6.315151515151515)","(4.4, 4.9, 4.823076923076923)","(71.0, 95.0, 85.21739130434783)"
05-01-2023 13:35:57.923534,"(8.5, 10.5, 9.624324324324323)","(101.0, 250.0, 239.28571428571428)","(31.0, 55.0, 49.26229508196721)","(51.0, 75.0, 67.66666666666667)","(26.0, 36.0, 32.333333333333336)","(11.0, 14.0, 13.973333333333333)","(101.0, 360.0, 277.5)","(10.0, 11.0, 10.307692307692308)","(5.0, 5.9, 5.786486486486487)","(13.0, 16.0, 15.768292682926829)","(15.0, 21.0, 20.41509433962264)","(5.5, 6.4, 6.268235294117647)","(4.6, 4.9, 4.74375)","(71.0, 95.0, 84.28571428571429)"
05-01-2023 13:35:59.460220,"(8.5, 10.0, 9.77142857142857)","(101.0, 250.0, 220.0)","(31.0, 55.0, 49.354838709677416)","(51.0, 75.0, 68.88888888888889)","(26.0, 36.0, 31.789473684210527)","(11.0, 14.0, 13.685185185185185)","(101.0, 360.0, 277.5)","(10.0, 10.5, 11.380753138075313)","(5.0, 5.9, 5.8432432432432435)","(13.0, 16.0, 16.147058823529413)","(15.0, 21.0, 19.865853658536587)","(5.5, 6.4, 6.2990990990991)","(4.6, 4.9, 4.800990099009901)","(71.0, 95.0, 85.625)"
05-01-2023 13:36:00.976569,"(8.5, 10.0, 9.77142857142857)","(101.0, 250.0, 220.0)","(31.0, 55.0, 49.696969696969695)","(51.0, 75.0, 69.76190476190476)","(26.0, 36.0, 28.419354838709676)","(11.0, 14.0, 13.758064516129032)","(101.0, 360.0, 285.0)","(9.0, 11.5, 11.384615384615385)","(5.0, 5.9, 5.838970588235294)","(13.0, 16.5, 16.423076923076923)","(15.0, 21.0, 19.98913043478261)","(5.5, 6.4, 6.307438016528926)","(4.4, 4.9, 4.8186991869918705)","(71.0, 95.0, 85.9090909090909)"
05-01-2023 13:36:02.512344,"(8.5, 10.0, 9.9)","(101.0, 250.0, 220.0)","(31.0, 55.0, 49.696969696969695)","(51.0, 75.0, 69.76190476190476)","(26.0, 38.0, 29.514285714285712)","(11.0, 14.0, 13.807692307692308)","(101.0, 360.0, 285.0)","(9.0, 11.5, 11.347150259067357)","(5.0, 6.0, 5.815966386554622)","(13.0, 16.5, 16.43548387096774)","(15.0, 21.0, 19.966666666666665)","(5.5, 6.4, 6.2990990990991)","(4.4, 4.9, 4.9051282051282055)","(71.0, 95.0, 86.17647058823529)"
05-01-2023 13:36:04.034643,"(8.5, 10.0, 9.543396226415094)","(101.0, 250.0, 220.0)","(31.0, 55.0, 49.696969696969695)","(51.0, 75.0, 69.76190476190476)","(26.0, 38.0, 30.22222222222222)","(11.0, 14.0, 13.829545454545455)","(101.0, 360.0, 285.0)","(9.0, 11.5, 11.32768361581921)","(5.0, 6.0, 5.629411764705882)","(13.0, 16.5, 16.43548387096774)","(15.0, 21.0, 19.966666666666665)","(5.5, 6.4, 6.282)","(4.4, 5.1, 5.030232558139534)","(71.0, 95.0, 86.17647058823529)"
05-01-2023 13:36:05.582265,"(8.5, 9.6, 9.543396226415094)","(101.0, 250.0, 220.0)","(31.0, 55.0, 49.696969696969695)","(51.0, 75.0, 69.76190476190476)","(26.0, 38.0, 29.0)","(11.0, 14.0, 13.791666666666666)","(101.0, 360.0, 278.1818181818182)","(9.0, 11.5, 11.476377952755906)","(5.0, 5.7, 5.624087591240876)","(13.0, 16.5, 16.43548387096774)","(15.0, 21.0, 19.966666666666665)","(5.5, 6.4, 6.315492957746479)","(4.4, 5.1, 5.023076923076923)","(71.0, 95.0, 86.17647058823529)"
05-01-2023 13:36:07.144277,"(8.5, 9.6, 9.468)","(101.0, 250.0, 220.0)","(31.0, 55.0, 49.0)","(51.0, 75.0, 69.76190476190476)","(21.0, 30.0, 29.0)","(11.0, 14.0, 13.785714285714286)","(101.0, 360.0, 286.6666666666667)","(10.0, 11.5, 11.48360655737705)","(5.0, 5.7, 5.617391304347826)","(13.0, 16.5, 16.43548387096774)","(15.0, 21.0, 19.966666666666665)","(5.5, 6.4, 6.356521739130435)","(4.4, 5.1, 5.035643564356436)","(71.0, 95.0, 86.17647058823529)"
05-01-2023 13:36:08.726002,"(8.5, 9.6, 9.468)","(101.0, 250.0, 242.5)","(31.0, 55.0, 50.283018867924525)","(51.0, 75.0, 71.33333333333333)","(21.0, 30.0, 29.714285714285715)","(11.0, 14.0, 14.227272727272727)","(101.0, 360.0, 287.27272727272725)","(10.0, 11.5, 10.38888888888889)","(5.0, 5.7, 5.651072961373391)","(13.0, 16.5, 16.796296296296298)","(15.0, 21.0, 20.354166666666668)","(5.5, 6.6, 6.467716535433071)","(4.4, 5.1, 5.07986577181208)","(71.0, 95.0, 90.45454545454545)"
05-01-2023 13:36:10.289339,"(8.5, 9.6, 9.561538461538461)","(101.0, 250.0, 242.5)","(31.0, 55.0, 50.283018867924525)","(51.0, 75.0, 71.33333333333333)","(21.0, 30.0, 29.8)","(11.0, 14.5, 14.41304347826087)","(101.0, 360.0, 287.27272727272725)","(10.0, 10.5, 10.85)","(5.0, 5.7, 5.651953125)","(13.0, 17.0, 16.833333333333332)","(15.0, 21.0, 20.944444444444443)","(5.5, 6.6, 6.468852459016394)","(4.4, 5.1, 5.080898876404494)","(71.0, 95.0, 90.45454545454545)"
05-01-2023 13:36:11.817126,"(8.5, 9.6, 9.546564885496183)","(101.0, 250.0, 242.5)","(31.0, 55.0, 50.283018867924525)","(51.0, 75.0, 71.33333333333333)","(21.0, 30.0, 29.8)","(11.0, 14.5, 14.41304347826087)","(101.0, 360.0, 296.3636363636364)","(10.0, 11.5, 10.968354430379748)","(5.0, 5.7, 5.645959595959596)","(13.0, 17.0, 16.76)","(15.0, 21.0, 20.607142857142858)","(5.5, 6.6, 6.4419047619047625)","(4.4, 5.1, 5.079141104294478)","(71.0, 95.0, 90.45454545454545)"
05-01-2023 13:36:13.356457,"(8.5, 9.6, 9.546564885496183)","(101.0, 250.0, 242.5)","(31.0, 55.0, 50.283018867924525)","(51.0, 75.0, 72.10526315789474)","(26.0, 30.0, 29.8)","(11.0, 14.5, 14.166666666666666)","(101.0, 360.0, 296.3636363636364)","(10.0, 11.5, 10.71830985915493)","(5.0, 5.7, 5.645959595959596)","(13.0, 17.0, 16.594594594594593)","(15.0, 22.0, 20.470588235294116)","(5.5, 6.6, 6.432608695652174)","(4.4, 5.1, 4.934765625)","(71.0, 95.0, 90.45454545454545)"
05-01-2023 13:36:14.936381,"(8.5, 9.6, 9.776271186440677)","(101.0, 250.0, 242.5)","(31.0, 55.0, 50.283018867924525)","(51.0, 75.0, 72.10526315789474)","(26.0, 30.0, 29.914285714285715)","(11.0, 14.5, 14.166666666666666)","(101.0, 360.0, 305.45454545454544)","(10.0, 11.0, 10.71830985915493)","(5.0, 5.7, 5.651461988304093)","(13.0, 17.0, 16.65)","(15.0, 22.0, 20.470588235294116)","(5.5, 6.6, 6.432608695652174)","(4.4, 5.0, 4.939643652561247)","(71.0, 95.0, 90.45454545454545)"
05-01-2023 13:36:16.411312,"(8.5, 10.0, 9.776271186440677)","(101.0, 250.0, 242.5)","(31.0, 55.0, 50.6140350877193)","(51.0, 75.0, 72.5)","(26.0, 30.0, 29.863636363636363)","(11.0, 14.5, 13.873333333333333)","(101.0, 360.0, 305.45454545454544)","(9.0, 11.0, 10.707070707070708)","(5.0, 5.7, 5.6583732057416265)","(13.0, 17.0, 16.695652173913043)","(15.0, 22.0, 20.607142857142858)","(5.5, 6.6, 6.458064516129032)","(4.4, 5.0, 4.9377828054298645)","(71.0, 95.0, 90.71428571428571)"
05-01-2023 13:36:17.978281,"(8.5, 9.8, 9.792592592592593)","(101.0, 250.0, 242.5)","(31.0, 55.0, 50.6140350877193)","(51.0, 75.0, 72.5)","(26.0, 30.0, 29.857142857142858)","(11.0, 14.0, 13.85820895522388)","(101.0, 360.0, 305.45454545454544)","(9.0, 11.0, 10.714285714285714)","(5.0, 5.7, 5.52875816993464)","(13.0, 17.0, 16.695652173913043)","(15.0, 22.0, 20.7)","(5.5, 6.6, 6.458064516129032)","(4.4, 5.0, 4.940087145969499)","(71.0, 95.0, 90.71428571428571)"
05-01-2023 13:36:19.479810,"(8.5, 9.8, 9.792592592592593)","(101.0, 250.0, 242.5)","(31.0, 55.0, 50.52238805970149)","(51.0, 75.0, 72.5)","(26.0, 30.0, 29.857142857142858)","(11.0, 14.0, 13.827272727272728)","(101.0, 360.0, 305.45454545454544)","(9.0, 11.0, 10.714285714285714)","(5.0, 5.6, 5.526018099547511)","(13.0, 17.0, 16.695652173913043)","(15.0, 22.0, 20.7)","(5.5, 6.6, 6.461016949152542)","(4.4, 5.0, 4.940439560439561)","(71.0, 95.0, 90.71428571428571)"
05-01-2023 13:36:21.052154,"(8.5, 10.0, 9.836619718309858)","(101.0, 250.0, 242.5)","(31.0, 55.0, 50.703125)","(51.0, 75.0, 72.6086956521739)","(26.0, 30.0, 29.875)","(11.0, 14.0, 13.827272727272728)","(101.0, 360.0, 305.45454545454544)","(9.0, 11.0, 10.733333333333334)","(5.0, 5.6, 5.526869158878505)","(13.0, 17.0, 16.695652173913043)","(15.0, 22.0, 20.78125)","(5.5, 6.6, 6.52)","(4.4, 5.0, 4.934358974358974)","(71.0, 95.0, 90.71428571428571)"
05-01-2023 13:36:22.621959,"(8.5, 10.5, 9.982758620689655)","(101.0, 250.0, 242.5)","(31.0, 55.0, 50.703125)","(51.0, 75.0, 72.6086956521739)","(26.0, 30.0, 29.875)","(11.0, 14.0, 14.0625)","(101.0, 360.0, 305.45454545454544)","(9.0, 11.0, 10.752212389380531)","(5.0, 5.6, 5.529241071428571)","(13.0, 17.0, 16.711340206185568)","(15.0, 22.0, 20.852941176470587)","(5.5, 6.6, 6.507142857142857)","(4.4, 5.0, 4.936893203883495)","(71.0, 95.0, 90.83333333333333)"
05-01-2023 13:36:24.247001,"(8.5, 10.5, 9.982758620689655)","(101.0, 250.0, 242.5)","(31.0, 55.0, 50.703125)","(51.0, 75.0, 73.33333333333333)","(26.0, 30.0, 29.875)","(11.0, 14.5, 13.865079365079366)","(101.0, 360.0, 305.45454545454544)","(9.0, 11.0, 10.74561403508772)","(5.0, 5.6, 5.529241071428571)","(13.0, 17.0, 16.454545454545453)","(15.0, 22.0, 20.852941176470587)","(5.5, 6.8, 6.533333333333333)","(4.4, 5.0, 4.9367396593673964)","(71.0, 95.0, 90.83333333333333)"
05-01-2023 13:36:25.919300,"(8.5, 10.5, 9.982758620689655)","(101.0, 250.0, 242.5)","(31.0, 55.0, 50.703125)","(51.0, 75.0, 72.6086956521739)","(26.0, 30.0, 29.875)","(11.0, 14.5, 13.98936170212766)","(101.0, 360.0, 305.45454545454544)","(9.0, 11.0, 10.74561403508772)","(5.0, 5.6, 5.601550387596899)","(13.0, 17.0, 16.454545454545453)","(15.0, 22.0, 20.852941176470587)","(5.5, 6.8, 6.529032258064516)","(4.4, 5.0, 4.9368292682926835)","(71.0, 95.0, 90.45454545454545)"
05-01-2023 13:36:27.645874,"(8.5, 10.5, 10.074193548387097)","(101.0, 250.0, 242.5)","(31.0, 55.0, 50.8955223880597)","(51.0, 75.0, 72.14285714285714)","(26.0, 30.0, 29.946428571428573)","(11.0, 14.5, 13.794871794871796)","(101.0, 360.0, 305.45454545454544)","(9.0, 11.0, 11.136363636363637)","(5.0, 5.7, 5.423469387755103)","(13.0, 17.0, 16.471698113207548)","(15.0, 22.0, 20.852941176470587)","(5.5, 6.8, 6.533333333333333)","(4.4, 5.0, 4.936103151862464)","(71.0, 95.0, 90.45454545454545)"
05-01-2023 13:36:29.159182,"(8.5, 10.5, 10.069148936170212)","(101.0, 250.0, 242.5)","(31.0, 55.0, 50.175438596491226)","(51.0, 75.0, 72.22222222222223)","(26.0, 30.0, 29.946428571428573)","(11.0, 14.0, 13.794871794871796)","(101.0, 360.0, 305.45454545454544)","(9.0, 11.5, 11.430232558139535)","(5.0, 5.5, 5.413793103448276)","(13.0, 17.0, 16.471698113207548)","(15.0, 22.0, 20.721311475409838)","(5.5, 6.8, 6.688)","(4.4, 5.0, 4.936103151862464)","(71.0, 95.0, 90.45454545454545)"
05-01-2023 13:36:30.699905,"(8.5, 10.5, 9.786585365853657)","(101.0, 250.0, 242.5)","(31.0, 55.0, 48.79032258064516)","(51.0, 75.0, 70.83333333333333)","(26.0, 30.0, 29.942307692307693)","(11.0, 14.0, 13.818181818181818)","(101.0, 360.0, 321.1111111111111)","(9.0, 11.5, 11.166666666666666)","(5.0, 5.5, 5.413793103448276)","(13.0, 17.0, 16.471698113207548)","(15.0, 22.0, 20.721311475409838)","(5.5, 6.8, 6.697435897435897)","(4.4, 5.0, 4.935795454545455)","(71.0, 95.0, 90.45454545454545)"
05-01-2023 13:36:32.168893,"(8.5, 10.5, 9.556451612903226)","(101.0, 250.0, 242.5)","(31.0, 55.0, 48.79032258064516)","(51.0, 75.0, 70.83333333333333)","(21.0, 30.0, 29.946428571428573)","(11.0, 14.5, 13.804347826086957)","(101.0, 360.0, 321.1111111111111)","(10.0, 11.5, 11.166666666666666)","(5.0, 5.5, 5.413793103448276)","(13.0, 17.0, 16.377777777777776)","(15.0, 22.0, 20.721311475409838)","(5.5, 6.8, 6.707042253521126)","(4.4, 5.0, 4.935795454545455)","(71.0, 95.0, 90.45454545454545)"
05-01-2023 13:36:33.646977,"(8.5, 10.5, 9.556451612903226)","(101.0, 250.0, 242.5)","(31.0, 55.0, 48.79032258064516)","(51.0, 75.0, 70.83333333333333)","(21.0, 30.0, 31.29032258064516)","(11.0, 14.5, 14.1)","(101.0, 360.0, 350.90909090909093)","(10.0, 11.5, 11.366666666666667)","(5.0, 5.5, 5.449664429530202)","(13.0, 17.0, 16.6)","(15.0, 22.0, 21.113636363636363)","(5.5, 6.8, 6.7377358490566035)","(4.4, 5.0, 4.942784810126582)","(71.0, 95.0, 90.71428571428571)"
05-01-2023 13:36:35.222580,"(8.5, 10.5, 9.19047619047619)","(101.0, 250.0, 244.0)","(31.0, 55.0, 50.33898305084746)","(51.0, 75.0, 71.875)","(21.0, 34.0, 31.29032258064516)","(11.0, 14.5, 14.083333333333334)","(101.0, 360.0, 350.90909090909093)","(10.0, 11.5, 11.362068965517242)","(5.0, 5.5, 5.447133757961784)","(13.0, 17.0, 16.6)","(15.0, 22.0, 21.113636363636363)","(5.5, 6.8, 6.947826086956522)","(4.4, 5.0, 4.94010152284264)","(71.0, 95.0, 90.71428571428571)"
05-01-2023 13:36:36.735706,"(8.5, 10.0, 9.19047619047619)","(101.0, 250.0, 244.0)","(31.0, 55.0, 50.33898305084746)","(51.0, 75.0, 71.875)","(21.0, 34.0, 31.333333333333332)","(11.0, 14.5, 14.083333333333334)","(101.0, 360.0, 350.90909090909093)","(10.0, 11.5, 11.362068965517242)","(5.0, 5.5, 5.447133757961784)","(13.0, 17.0, 16.594594594594593)","(15.0, 22.0, 21.11111111111111)","(5.5, 7.0, 6.963636363636364)","(4.4, 5.0, 4.94010152284264)","(71.0, 95.0, 90.71428571428571)"
05-01-2023 13:36:38.290819,"(8.5, 10.0, 9.496296296296295)","(101.0, 250.0, 244.0)","(31.0, 55.0, 50.33898305084746)","(51.0, 75.0, 71.875)","(21.0, 34.0, 31.333333333333332)","(11.0, 14.5, 14.023809523809524)","(101.0, 360.0, 318.8235294117647)","(10.0, 11.5, 11.362068965517242)","(5.0, 5.5, 5.4467948717948715)","(13.0, 17.0, 16.6)","(16.0, 22.0, 21.11111111111111)","(5.5, 7.0, 6.890909090909091)","(4.4, 5.0, 4.94010152284264)","(71.0, 95.0, 90.71428571428571)"
05-01-2023 13:36:39.846930,"(8.5, 10.0, 9.456)","(101.0, 250.0, 244.0)","(31.0, 55.0, 50.258620689655174)","(51.0, 75.0, 71.875)","(21.0, 34.0, 31.125)","(11.0, 14.5, 14.023809523809524)","(101.0, 360.0, 314.54545454545456)","(10.0, 11.5, 11.094594594594595)","(5.0, 5.5, 5.446428571428571)","(13.0, 17.0, 16.594594594594593)","(16.0, 22.0, 21.09090909090909)","(5.5, 7.0, 6.9)","(4.4, 5.0, 4.936829836829837)","(71.0, 95.0, 90.44642857142857)"
05-01-2023 13:36:41.360527,"(8.5, 10.0, 9.456)","(101.0, 250.0, 244.0)","(31.0, 55.0, 49.1764705882353)","(51.0, 75.0, 71.875)","(21.0, 34.0, 31.125)","(11.0, 14.5, 13.547619047619047)","(101.0, 360.0, 314.54545454545456)","(10.0, 11.5, 11.125)","(5.0, 5.5, 5.446428571428571)","(13.0, 17.0, 16.594594594594593)","(16.0, 22.0, 20.602739726027398)","(5.5, 7.0, 6.9)","(4.4, 5.0, 4.935322195704058)","(71.0, 95.0, 90.44642857142857)"
05-01-2023 13:36:42.892731,"(8.5, 10.0, 9.541573033707865)","(101.0, 250.0, 244.0)","(31.0, 55.0, 47.243589743589745)","(51.0, 75.0, 72.32142857142857)","(21.0, 34.0, 31.125)","(11.0, 14.5, 13.670212765957446)","(101.0, 360.0, 314.54545454545456)","(10.0, 11.5, 11.125)","(5.0, 5.5, 5.445255474452555)","(13.0, 17.0, 16.594594594594593)","(16.0, 22.0, 20.61111111111111)","(5.5, 7.0, 6.9)","(4.4, 5.0, 4.935322195704058)","(71.0, 95.0, 90.44642857142857)"
05-01-2023 13:36:44.375605,"(8.5, 10.0, 9.656179775280899)","(101.0, 250.0, 244.0)","(31.0, 55.0, 46.160714285714285)","(51.0, 75.0, 71.73913043478261)","(21.0, 34.0, 30.933333333333334)","(11.0, 14.5, 13.548780487804878)","(101.0, 360.0, 315.0)","(9.0, 11.5, 11.079646017699115)","(4.8, 5.5, 5.445255474452555)","(13.0, 17.0, 16.594594594594593)","(16.0, 22.0, 20.619718309859156)","(6.0, 7.0, 6.780487804878049)","(4.4, 5.0, 4.935322195704058)","(71.0, 95.0, 90.71428571428571)"
05-01-2023 13:36:45.879455,"(8.5, 10.0, 9.656179775280899)","(101.0, 250.0, 244.0)","(31.0, 55.0, 46.160714285714285)","(51.0, 75.0, 71.73913043478261)","(21.0, 34.0, 30.933333333333334)","(11.0, 14.5, 13.666666666666666)","(101.0, 360.0, 323.3333333333333)","(9.0, 12.0, 11.079646017699115)","(4.8, 5.5, 5.445255474452555)","(13.0, 17.0, 16.151515151515152)","(16.0, 22.0, 20.6)","(6.0, 7.2, 6.778313253012048)","(4.4, 5.0, 4.935322195704058)","(71.0, 95.0, 88.15789473684211)"
05-01-2023 13:36:47.414734,"(8.5, 10.0, 9.656179775280899)","(101.0, 250.0, 244.0)","(31.0, 55.0, 47.333333333333336)","(51.0, 75.0, 71.25)","(21.0, 34.0, 30.933333333333334)","(11.0, 14.5, 13.666666666666666)","(101.0, 350.0, 320.0)","(10.0, 12.0, 11.079646017699115)","(4.8, 5.5, 5.445255474452555)","(13.0, 17.0, 16.53676470588235)","(15.0, 22.0, 20.6)","(6.0, 7.2, 6.7973333333333334)","(4.4, 5.0, 4.935322195704058)","(71.0, 95.0, 88.15789473684211)"
05-01-2023 13:36:48.966908,"(8.5, 9.6, 9.535714285714285)","(101.0, 250.0, 244.0)","(31.0, 50.0, 47.333333333333336)","(51.0, 75.0, 71.25)","(21.0, 34.0, 30.933333333333334)","(11.0, 14.5, 13.666666666666666)","(101.0, 340.0, 320.0)","(10.0, 12.0, 10.909090909090908)","(4.8, 5.5, 5.445255474452555)","(13.0, 17.0, 16.22222222222222)","(15.0, 22.0, 20.6)","(6.0, 7.2, 6.780555555555555)","(4.4, 5.0, 4.935322195704058)","(71.0, 95.0, 88.15789473684211)"
05-01-2023 13:36:50.533520,"(8.5, 9.6, 9.521739130434783)","(101.0, 250.0, 244.0)","(31.0, 50.0, 47.03947368421053)","(51.0, 75.0, 71.73913043478261)","(21.0, 34.0, 30.933333333333334)","(11.0, 14.5, 13.666666666666666)","(101.0, 340.0, 320.0)","(10.0, 12.0, 10.96)","(4.8, 5.5, 5.445255474452555)","(13.0, 17.0, 16.22222222222222)","(15.0, 22.0, 20.6)","(5.5, 7.2, 6.937662337662338)","(4.4, 5.0, 4.864705882352942)","(71.0, 95.0, 88.15789473684211)"
05-01-2023 13:36:52.042258,"(8.5, 9.6, 9.022222222222222)","(101.0, 250.0, 247.0)","(31.0, 55.0, 47.4375)","(51.0, 75.0, 72.11538461538461)","(21.0, 34.0, 31.444444444444443)","(11.0, 14.0, 13.789473684210526)","(101.0, 340.0, 320.0)","(10.0, 12.0, 11.065868263473053)","(4.8, 5.5, 5.459893048128342)","(13.0, 17.0, 16.5531914893617)","(15.0, 22.0, 20.759493670886076)","(5.5, 7.0, 6.924324324324324)","(4.4, 4.9, 4.884810126582279)","(71.0, 95.0, 88.5)"
05-01-2023 13:36:53.583221,"(8.5, 9.2, 9.052173913043479)","(101.0, 250.0, 246.25)","(31.0, 55.0, 47.79761904761905)","(51.0, 75.0, 72.11538461538461)","(21.0, 34.0, 31.294117647058822)","(11.0, 14.0, 13.789473684210526)","(101.0, 340.0, 332.8571428571429)","(9.0, 12.0, 11.060240963855422)","(4.8, 5.5, 5.453005464480874)","(13.0, 17.0, 16.464285714285715)","(16.0, 22.0, 20.759493670886076)","(5.5, 7.0, 6.935294117647059)","(4.4, 4.9, 4.884810126582279)","(71.0, 95.0, 87.97872340425532)"
05-01-2023 13:36:55.096305,"(8.5, 9.2, 9.0375)","(101.0, 250.0, 246.25)","(31.0, 55.0, 47.79761904761905)","(51.0, 75.0, 72.11538461538461)","(21.0, 34.0, 31.294117647058822)","(11.0, 14.0, 13.789473684210526)","(101.0, 340.0, 336.15384615384613)","(9.0, 12.0, 11.060240963855422)","(4.8, 5.5, 5.453005464480874)","(13.0, 17.0, 16.464285714285715)","(16.0, 22.0, 20.759493670886076)","(5.5, 7.0, 6.935294117647059)","(4.4, 4.9, 4.884810126582279)","(71.0, 95.0, 87.97872340425532)"
05-01-2023 13:36:56.759625,"(8.5, 9.2, 9.020689655172413)","(101.0, 250.0, 246.25)","(31.0, 55.0, 47.79761904761905)","(51.0, 75.0, 72.11538461538461)","(21.0, 34.0, 28.48)","(11.0, 14.0, 13.789473684210526)","(101.0, 340.0, 336.15384615384613)","(9.0, 12.0, 11.054545454545455)","(4.8, 5.5, 5.453005464480874)","(13.0, 17.0, 16.464285714285715)","(16.0, 22.0, 20.759493670886076)","(5.5, 7.0, 6.935294117647059)","(4.4, 4.9, 4.88375)","(71.0, 95.0, 87.97872340425532)"
05-01-2023 13:36:58.437820,"(8.5, 9.2, 9.063157894736841)","(101.0, 250.0, 246.25)","(31.0, 55.0, 47.79761904761905)","(51.0, 75.0, 72.11538461538461)","(21.0, 34.0, 28.48)","(11.0, 14.0, 13.892857142857142)","(101.0, 340.0, 336.15384615384613)","(9.0, 12.0, 11.054545454545455)","(4.8, 5.5, 5.453005464480874)","(13.0, 17.0, 16.464285714285715)","(16.0, 22.0, 20.759493670886076)","(5.5, 7.0, 6.935294117647059)","(4.4, 4.9, 4.877011494252874)","(71.0, 95.0, 87.97872340425532)"
05-01-2023 13:36:59.942107,"(8.5, 9.2, 9.061333333333334)","(101.0, 250.0, 246.25)","(31.0, 55.0, 48.125)","(51.0, 75.0, 72.11538461538461)","(21.0, 34.0, 28.48)","(11.0, 14.0, 13.892857142857142)","(101.0, 340.0, 336.15384615384613)","(10.0, 12.0, 11.054545454545455)","(4.8, 5.5, 5.457738095238096)","(13.0, 17.0, 16.464285714285715)","(16.0, 22.0, 20.759493670886076)","(6.0, 7.0, 6.895238095238095)","(4.4, 5.0, 4.877906976744186)","(71.0, 95.0, 87.97872340425532)"
05-01-2023 13:37:01.678303,"(8.5, 9.2, 9.34)","(101.0, 250.0, 254.28571428571428)","(31.0, 55.0, 46.869565217391305)","(51.0, 75.0, 71.42857142857143)","(21.0, 34.0, 31.0)","(11.0, 14.0, 13.892857142857142)","(101.0, 340.0, 332.8571428571429)","(10.0, 12.0, 10.955223880597014)","(4.8, 5.5, 5.461783439490446)","(13.0, 17.0, 16.57777777777778)","(16.0, 22.0, 20.869565217391305)","(6.0, 7.0, 6.958878504672898)","(4.4, 5.0, 4.879487179487179)","(71.0, 95.0, 91.08695652173913)"
05-01-2023 13:37:03.445047,"(8.5, 9.4, 9.38)","(101.0, 260.0, 254.28571428571428)","(31.0, 55.0, 46.869565217391305)","(51.0, 75.0, 71.42857142857143)","(21.0, 34.0, 31.0)","(11.0, 14.0, 13.892857142857142)","(101.0, 340.0, 318.0)","(10.0, 12.0, 11.037037037037036)","(4.8, 5.5, 5.461783439490446)","(13.0, 17.0, 16.57777777777778)","(16.0, 22.0, 20.869565217391305)","(6.0, 7.0, 6.963333333333333)","(4.4, 5.0, 4.879487179487179)","(71.0, 95.0, 91.08695652173913)"
05-01-2023 13:37:05.206897,"(8.5, 9.4, 10.5)","(101.0, 260.0, 250.0)","(31.0, 55.0, 61.33333333333333)","(51.0, 75.0, 84.66666666666666)","(21.0, 34.0, 31.6)","(11.0, 14.0, 12.736363636363636)","(101.0, 360.0, 575.0)","(10.0, 12.0, 9.645454545454545)","(4.8, 5.5, 4.357894736842105)","(13.0, 17.0, 16.68181818181818)","(16.0, 22.0, 20.333333333333332)","(6.0, 7.0, 6.1)","(4.4, 5.0, 4.105)","(71.0, 95.0, 84.0)"
05-01-2023 13:37:06.921057,"(8.5, 11.5, 9.299999999999999)","(101.0, 400.0, 375.0)","(31.0, 120.0, 58.5)","(51.0, 170.0, 101.0)","(21.0, 46.0, 34.0)","(11.0, 16.5, 12.736363636363636)","(101.0, 920.0, 575.0)","(10.0, 13.5, 8.217647058823529)","(4.8, 6.2, 5.12156862745098)","(13.0, 21.0, 17.0)","(16.0, 32.0, 27.5)","(6.0, 7.6, 6.1)","(4.4, 3.85, 3.837037037037037)","(71.0, 120.0, 84.0)"
