,Allegro Love,Claws In Cobra,Big Time Violet,Adobe Underworld,Claws In Creed,Mad World,Elusive Alibi
06-01-2023 14:46:12.081821,"(5.5, 8.8, 8.600000000000001)","(4.0, 9.0, 7.571428571428571)","(3.9, 5.7, 4.538888888888889)","(9.0, 24.0, 14.133333333333333)","(8.0, 27.0, 20.733333333333334)","(2.9, 4.8, 3.8277777777777775)","(17.0, 85.0, 29.8)"
06-01-2023 14:46:13.231164,"(5.5, 8.8, 8.600000000000001)","(4.0, 9.0, 7.571428571428571)","(3.9, 5.7, 4.538888888888889)","(9.0, 24.0, 14.133333333333333)","(8.0, 27.0, 20.733333333333334)","(2.9, 4.8, 3.8277777777777775)","(17.0, 85.0, 29.8)"
06-01-2023 14:46:14.302926,"(5.5, 8.8, 8.600000000000001)","(4.0, 9.0, 7.571428571428571)","(3.9, 5.7, 4.538888888888889)","(9.0, 24.0, 14.133333333333333)","(8.0, 27.0, 20.733333333333334)","(2.9, 4.8, 3.8277777777777775)","(17.0, 85.0, 29.8)"
06-01-2023 14:46:15.403569,"(5.5, 8.8, 8.600000000000001)","(4.0, 9.0, 7.571428571428571)","(3.9, 5.7, 4.538888888888889)","(9.0, 24.0, 14.133333333333333)","(8.0, 27.0, 20.733333333333334)","(2.9, 4.8, 3.8277777777777775)","(17.0, 85.0, 29.8)"
06-01-2023 14:46:16.598059,"(5.5, 8.8, 8.600000000000001)","(4.0, 9.0, 7.571428571428571)","(3.9, 5.7, 4.538888888888889)","(9.0, 24.0, 14.133333333333333)","(8.0, 27.0, 20.733333333333334)","(2.9, 4.8, 3.8277777777777775)","(17.0, 85.0, 29.8)"
06-01-2023 14:46:17.744479,"(5.5, 8.8, 8.600000000000001)","(4.0, 9.0, 7.571428571428571)","(3.9, 5.7, 4.538888888888889)","(9.0, 24.0, 14.133333333333333)","(8.0, 27.0, 20.733333333333334)","(2.9, 4.8, 3.8277777777777775)","(17.0, 85.0, 29.8)"
06-01-2023 14:46:18.963806,"(5.5, 8.8, 8.600000000000001)","(4.0, 9.0, 7.571428571428571)","(3.9, 5.7, 4.538888888888889)","(9.0, 24.0, 14.133333333333333)","(8.0, 27.0, 20.733333333333334)","(2.9, 4.8, 3.8277777777777775)","(17.0, 85.0, 29.8)"
06-01-2023 14:46:20.326017,"(5.5, 8.8, 8.600000000000001)","(4.0, 9.0, 7.571428571428571)","(3.9, 5.7, 4.538888888888889)","(9.0, 24.0, 14.133333333333333)","(8.0, 27.0, 20.733333333333334)","(2.9, 4.8, 3.8277777777777775)","(17.0, 85.0, 29.8)"
06-01-2023 14:46:22.269404,"(5.5, 8.8, 8.600000000000001)","(4.0, 9.0, 7.571428571428571)","(3.9, 5.7, 4.538888888888889)","(9.0, 24.0, 21.4)","(8.0, 27.0, 20.733333333333334)","(2.9, 4.8, 3.8277777777777775)","(17.0, 85.0, 29.8)"
06-01-2023 14:46:23.504888,"(5.5, 8.8, 8.600000000000001)","(4.0, 9.0, 8.363636363636363)","(3.9, 5.7, 4.538888888888889)","(9.0, 24.0, 21.4)","(8.0, 27.0, 14.600000000000001)","(2.9, 4.8, 3.8277777777777775)","(17.0, 85.0, 29.8)"
06-01-2023 14:46:24.751845,"(5.5, 8.8, 8.600000000000001)","(4.0, 8.8, 8.363636363636363)","(3.9, 5.7, 4.538888888888889)","(9.0, 24.0, 21.4)","(8.0, 27.0, 14.600000000000001)","(2.9, 4.8, 3.8277777777777775)","(17.0, 85.0, 29.8)"
06-01-2023 14:46:26.189340,"(5.5, 8.8, 8.600000000000001)","(4.0, 8.8, 8.363636363636363)","(3.9, 5.7, 4.538888888888889)","(9.0, 24.0, 14.266666666666666)","(8.0, 27.0, 14.600000000000001)","(2.9, 4.8, 3.8277777777777775)","(17.0, 85.0, 29.8)"
06-01-2023 14:46:27.489953,"(5.5, 8.8, 8.600000000000001)","(4.0, 8.8, 8.363636363636363)","(3.9, 5.7, 4.538888888888889)","(9.0, 24.0, 14.266666666666666)","(8.0, 27.0, 14.600000000000001)","(2.9, 4.8, 3.8277777777777775)","(17.0, 85.0, 29.8)"
06-01-2023 14:46:28.595004,"(5.5, 8.8, 8.600000000000001)","(4.0, 8.8, 8.363636363636363)","(3.9, 5.7, 4.538888888888889)","(9.0, 24.0, 14.266666666666666)","(8.0, 27.0, 14.600000000000001)","(2.9, 4.8, 3.8277777777777775)","(17.0, 85.0, 29.8)"
06-01-2023 14:46:29.721005,"(5.5, 8.8, 8.600000000000001)","(4.0, 8.8, 8.363636363636363)","(3.9, 5.7, 4.538888888888889)","(9.0, 24.0, 14.266666666666666)","(8.0, 27.0, 14.600000000000001)","(2.9, 4.8, 3.8277777777777775)","(17.0, 85.0, 29.8)"
06-01-2023 14:46:30.903233,"(5.5, 8.8, 8.600000000000001)","(4.0, 8.8, 8.363636363636363)","(3.9, 5.7, 4.538888888888889)","(9.0, 24.0, 14.266666666666666)","(8.0, 27.0, 12.0)","(2.9, 4.8, 3.8277777777777775)","(17.0, 85.0, 29.8)"
06-01-2023 14:46:32.219384,"(5.5, 8.8, 8.600000000000001)","(4.0, 8.8, 8.363636363636363)","(3.9, 5.7, 4.538888888888889)","(9.0, 24.0, 14.266666666666666)","(8.0, 30.0, 12.0)","(2.9, 4.8, 3.8277777777777775)","(17.0, 85.0, 29.8)"
06-01-2023 14:46:33.453602,"(5.5, 8.8, 8.600000000000001)","(4.0, 8.8, 8.363636363636363)","(3.9, 5.7, 4.538888888888889)","(9.0, 24.0, 14.266666666666666)","(8.0, 30.0, 11.100000000000001)","(2.9, 4.8, 3.8277777777777775)","(17.0, 85.0, 29.8)"
06-01-2023 14:46:34.633805,"(5.5, 8.8, 8.600000000000001)","(4.0, 8.8, 8.363636363636363)","(3.9, 5.7, 4.538888888888889)","(9.0, 24.0, 21.4)","(8.0, 30.0, 11.100000000000001)","(2.9, 4.8, 3.8277777777777775)","(17.0, 85.0, 29.8)"
06-01-2023 14:46:35.877727,"(5.5, 8.8, 8.600000000000001)","(4.2, 8.8, 8.363636363636363)","(4.0, 5.7, 4.538888888888889)","(10.0, 24.0, 21.4)","(8.0, 30.0, 11.100000000000001)","(2.9, 4.8, 3.8277777777777775)","(18.0, 85.0, 29.8)"
06-01-2023 14:46:37.062726,"(5.5, 8.8, 8.600000000000001)","(4.2, 8.8, 8.363636363636363)","(4.0, 5.7, 4.538888888888889)","(10.0, 24.0, 13.733333333333334)","(8.0, 30.0, 11.100000000000001)","(2.9, 4.8, 3.8277777777777775)","(18.0, 85.0, 29.8)"
06-01-2023 14:46:38.255093,"(5.5, 8.8, 8.600000000000001)","(4.2, 8.8, 8.363636363636363)","(4.0, 5.7, 4.538888888888889)","(10.0, 24.0, 13.733333333333334)","(8.0, 30.0, 11.100000000000001)","(2.9, 4.8, 3.8277777777777775)","(18.0, 85.0, 29.8)"
06-01-2023 14:46:39.464031,"(5.5, 8.8, 8.600000000000001)","(4.2, 8.8, 8.363636363636363)","(4.0, 5.7, 4.538888888888889)","(10.0, 24.0, 13.733333333333334)","(8.0, 30.0, 11.100000000000001)","(2.9, 4.8, 3.8277777777777775)","(18.0, 85.0, 29.8)"
06-01-2023 14:46:40.586777,"(5.5, 8.8, 8.600000000000001)","(4.2, 8.8, 8.363636363636363)","(4.0, 5.7, 4.538888888888889)","(10.0, 24.0, 14.066666666666666)","(8.0, 30.0, 11.100000000000001)","(2.9, 4.8, 3.8277777777777775)","(18.0, 85.0, 29.8)"
06-01-2023 14:46:41.792913,"(5.5, 8.8, 8.600000000000001)","(4.2, 8.8, 8.363636363636363)","(4.0, 5.7, 4.538888888888889)","(10.0, 25.0, 14.066666666666666)","(8.0, 30.0, 11.100000000000001)","(2.9, 4.8, 3.8277777777777775)","(18.0, 85.0, 29.8)"
06-01-2023 14:46:42.961881,"(5.5, 8.8, 8.3625)","(4.2, 8.8, 8.363636363636363)","(4.0, 5.7, 4.538888888888889)","(10.0, 25.0, 14.066666666666666)","(8.0, 30.0, 17.516666666666666)","(2.9, 4.8, 3.8277777777777775)","(18.0, 85.0, 29.8)"
06-01-2023 14:46:44.057133,"(5.5, 8.8, 8.3625)","(4.2, 8.8, 8.363636363636363)","(4.0, 5.7, 4.538888888888889)","(10.0, 25.0, 14.066666666666666)","(8.0, 30.0, 17.516666666666666)","(2.9, 4.8, 3.8277777777777775)","(18.0, 85.0, 29.8)"
06-01-2023 14:46:45.231048,"(5.5, 8.8, 8.3625)","(4.2, 8.8, 8.363636363636363)","(4.0, 5.7, 4.538888888888889)","(10.0, 25.0, 14.066666666666666)","(8.0, 30.0, 17.516666666666666)","(2.9, 4.8, 3.8277777777777775)","(18.0, 85.0, 29.8)"
06-01-2023 14:46:46.464132,"(5.5, 8.8, 8.3625)","(4.2, 8.8, 8.363636363636363)","(4.0, 5.7, 4.538888888888889)","(10.0, 25.0, 14.066666666666666)","(8.0, 30.0, 17.516666666666666)","(2.9, 4.8, 3.8277777777777775)","(18.0, 85.0, 29.8)"
06-01-2023 14:46:47.729586,"(5.5, 8.8, 8.3625)","(4.2, 8.8, 8.363636363636363)","(4.0, 5.7, 4.538888888888889)","(10.0, 25.0, 14.066666666666666)","(8.0, 30.0, 17.516666666666666)","(2.9, 4.8, 3.8277777777777775)","(18.0, 85.0, 29.8)"
06-01-2023 14:46:48.930775,"(5.5, 8.8, 8.3625)","(4.2, 8.8, 8.363636363636363)","(4.0, 5.7, 4.538888888888889)","(10.0, 25.0, 14.066666666666666)","(8.0, 30.0, 17.516666666666666)","(2.9, 4.8, 3.8277777777777775)","(18.0, 85.0, 29.8)"
06-01-2023 14:46:50.186950,"(5.5, 8.8, 8.3625)","(4.2, 8.8, 8.363636363636363)","(4.0, 5.7, 4.538888888888889)","(10.0, 25.0, 14.066666666666666)","(8.0, 30.0, 17.516666666666666)","(2.9, 4.8, 3.8277777777777775)","(18.0, 85.0, 29.8)"
06-01-2023 14:46:51.383238,"(5.5, 8.8, 8.3625)","(4.2, 8.8, 8.363636363636363)","(4.0, 5.7, 4.538888888888889)","(10.0, 25.0, 14.066666666666666)","(8.0, 30.0, 17.516666666666666)","(2.9, 4.8, 3.8277777777777775)","(18.0, 85.0, 29.8)"
06-01-2023 14:46:52.537685,"(5.5, 8.8, 8.3625)","(4.2, 8.8, 8.363636363636363)","(4.0, 5.7, 4.538888888888889)","(10.0, 25.0, 14.066666666666666)","(8.0, 30.0, 17.516666666666666)","(2.9, 4.8, 3.8277777777777775)","(18.0, 85.0, 29.8)"
06-01-2023 14:46:53.773543,"(5.5, 8.8, 8.3625)","(4.2, 8.8, 8.363636363636363)","(4.0, 5.7, 4.538888888888889)","(10.0, 25.0, 14.066666666666666)","(8.0, 30.0, 17.516666666666666)","(2.9, 4.8, 3.8277777777777775)","(18.0, 85.0, 29.8)"
06-01-2023 14:46:55.005349,"(5.5, 8.8, 8.3625)","(4.2, 8.8, 8.363636363636363)","(4.0, 5.7, 4.538888888888889)","(10.0, 25.0, 14.066666666666666)","(8.0, 30.0, 17.516666666666666)","(2.9, 4.8, 3.8277777777777775)","(18.0, 85.0, 29.8)"
06-01-2023 14:46:56.219500,"(5.5, 8.8, 8.3625)","(4.2, 8.8, 8.363636363636363)","(4.0, 5.7, 4.538888888888889)","(10.0, 25.0, 14.066666666666666)","(8.0, 30.0, 17.516666666666666)","(2.9, 4.8, 3.8277777777777775)","(18.0, 85.0, 29.8)"
06-01-2023 14:46:57.456528,"(5.5, 8.8, 8.3625)","(4.2, 8.8, 8.363636363636363)","(4.0, 5.7, 4.538888888888889)","(10.0, 25.0, 14.066666666666666)","(8.0, 30.0, 23.885714285714286)","(2.9, 4.8, 3.8277777777777775)","(18.0, 85.0, 29.8)"
06-01-2023 14:46:58.905416,"(5.5, 8.8, 8.3625)","(4.2, 8.8, 8.363636363636363)","(4.0, 5.7, 4.538888888888889)","(10.0, 25.0, 23.8)","(8.0, 30.0, 23.885714285714286)","(2.9, 4.8, 3.8277777777777775)","(18.0, 85.0, 66.6)"
06-01-2023 14:47:00.196677,"(5.5, 8.8, 8.3625)","(4.2, 8.8, 8.363636363636363)","(4.0, 5.7, 4.538888888888889)","(10.0, 25.0, 23.8)","(8.0, 30.0, 23.885714285714286)","(2.9, 4.8, 3.8277777777777775)","(18.0, 85.0, 66.6)"
06-01-2023 14:47:01.402728,"(5.5, 8.8, 8.3625)","(4.2, 8.8, 8.363636363636363)","(4.0, 5.7, 4.538888888888889)","(10.0, 25.0, 23.8)","(8.0, 30.0, 21.520000000000003)","(2.9, 4.8, 4.345)","(18.0, 85.0, 66.6)"
06-01-2023 14:47:02.655742,"(5.5, 8.8, 8.3625)","(4.2, 8.8, 8.363636363636363)","(4.0, 5.7, 4.538888888888889)","(10.0, 25.0, 23.8)","(8.0, 30.0, 21.520000000000003)","(2.9, 4.8, 4.345)","(18.0, 85.0, 66.6)"
06-01-2023 14:47:03.884757,"(5.5, 8.8, 8.3625)","(4.2, 8.8, 8.363636363636363)","(4.0, 5.7, 4.538888888888889)","(10.0, 25.0, 23.8)","(8.0, 30.0, 19.45)","(2.9, 4.8, 4.345)","(18.0, 85.0, 66.6)"
06-01-2023 14:47:05.167571,"(5.5, 8.8, 8.3625)","(4.2, 8.8, 8.363636363636363)","(4.0, 5.7, 4.538888888888889)","(10.0, 25.0, 23.8)","(8.0, 23.0, 19.45)","(2.9, 4.8, 4.345)","(18.0, 85.0, 39.33333333333333)"
06-01-2023 14:47:06.323492,"(5.5, 8.8, 8.3625)","(4.2, 8.8, 8.363636363636363)","(4.0, 5.7, 4.538888888888889)","(10.0, 25.0, 20.428571428571427)","(8.0, 23.0, 21.58)","(2.9, 4.8, 4.05)","(18.0, 85.0, 39.33333333333333)"
06-01-2023 14:47:07.519142,"(5.5, 8.8, 8.3625)","(4.2, 8.8, 7.571428571428571)","(4.0, 5.7, 4.538888888888889)","(10.0, 25.0, 20.428571428571427)","(8.0, 23.0, 21.58)","(2.9, 4.8, 4.05)","(18.0, 85.0, 39.33333333333333)"
06-01-2023 14:47:08.835234,"(5.5, 8.8, 8.670370370370371)","(4.2, 9.0, 7.571428571428571)","(4.0, 5.7, 4.538888888888889)","(10.0, 25.0, 20.428571428571427)","(8.0, 23.0, 21.58)","(2.9, 4.8, 4.05)","(18.0, 85.0, 39.33333333333333)"
06-01-2023 14:47:10.042477,"(5.5, 8.8, 8.670370370370371)","(4.2, 9.0, 7.571428571428571)","(4.0, 5.7, 4.538888888888889)","(10.0, 25.0, 20.428571428571427)","(8.5, 23.0, 21.58)","(2.9, 4.8, 4.05)","(19.0, 85.0, 39.33333333333333)"
06-01-2023 14:47:11.282099,"(5.5, 8.8, 8.670370370370371)","(4.2, 9.0, 7.571428571428571)","(4.0, 5.7, 4.56)","(10.0, 25.0, 21.0)","(8.5, 23.0, 21.58)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 42.84615384615385)"
06-01-2023 14:47:12.554889,"(5.5, 8.8, 7.1000000000000005)","(4.2, 9.0, 7.571428571428571)","(4.0, 5.7, 4.56)","(10.0, 25.0, 21.0)","(8.5, 23.0, 21.58)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 42.84615384615385)"
06-01-2023 14:47:13.733715,"(5.5, 8.8, 8.46)","(4.2, 9.0, 7.571428571428571)","(4.0, 5.7, 4.56)","(10.0, 25.0, 21.0)","(8.5, 23.0, 21.58)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:14.885309,"(5.5, 8.8, 8.46)","(4.2, 9.0, 7.571428571428571)","(4.0, 5.7, 4.56)","(10.0, 25.0, 21.0)","(8.5, 23.0, 21.58)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:16.084053,"(5.5, 8.8, 8.46)","(4.2, 9.0, 7.571428571428571)","(4.0, 5.7, 4.56)","(10.0, 25.0, 21.0)","(8.5, 23.0, 21.58)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:17.253049,"(5.5, 8.8, 8.46)","(4.2, 9.0, 7.571428571428571)","(4.0, 5.7, 4.56)","(10.0, 25.0, 21.0)","(8.5, 23.0, 20.97142857142857)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:18.484403,"(5.5, 8.8, 8.46)","(4.2, 9.0, 7.571428571428571)","(4.0, 5.7, 4.56)","(10.0, 25.0, 21.0)","(8.5, 23.0, 15.7)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:19.782817,"(5.5, 8.8, 8.46)","(4.2, 9.0, 7.571428571428571)","(4.0, 5.7, 4.56)","(10.0, 25.0, 21.0)","(8.5, 23.0, 15.6)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:21.096815,"(5.5, 8.8, 8.46)","(4.2, 9.0, 7.571428571428571)","(4.0, 5.7, 4.56)","(10.0, 25.0, 21.0)","(8.5, 23.0, 15.6)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:22.350955,"(5.5, 8.8, 8.46)","(4.2, 9.0, 7.571428571428571)","(4.0, 5.7, 4.56)","(10.0, 25.0, 21.0)","(8.5, 23.0, 15.6)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:23.579726,"(5.5, 10.0, 9.54)","(4.2, 9.0, 7.571428571428571)","(4.0, 5.7, 4.56)","(10.0, 25.0, 14.466666666666665)","(8.5, 23.0, 15.6)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:24.819885,"(5.5, 9.8, 9.360000000000001)","(4.2, 9.0, 7.571428571428571)","(4.0, 5.7, 4.56)","(10.0, 25.0, 14.466666666666665)","(8.5, 23.0, 15.6)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:26.044641,"(5.5, 9.8, 9.360000000000001)","(4.2, 9.0, 7.571428571428571)","(4.0, 5.7, 4.56)","(10.0, 25.0, 14.466666666666665)","(8.5, 23.0, 15.6)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:27.306332,"(5.5, 9.8, 9.360000000000001)","(4.2, 9.0, 7.571428571428571)","(4.0, 5.7, 4.523809523809524)","(10.0, 25.0, 14.466666666666665)","(8.5, 23.0, 15.6)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:28.486703,"(5.5, 9.8, 9.360000000000001)","(4.2, 9.0, 7.571428571428571)","(4.0, 5.7, 4.523809523809524)","(10.0, 25.0, 14.466666666666665)","(8.5, 23.0, 15.6)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:29.683359,"(5.5, 9.8, 9.360000000000001)","(4.2, 9.0, 8.166666666666668)","(4.0, 5.7, 4.523809523809524)","(10.0, 25.0, 14.466666666666665)","(8.5, 23.0, 20.466666666666665)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:30.890090,"(5.5, 9.8, 9.360000000000001)","(4.2, 9.2, 8.727272727272727)","(4.0, 5.7, 4.523809523809524)","(10.0, 25.0, 14.466666666666665)","(8.5, 23.0, 15.5)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:32.119434,"(5.5, 9.8, 9.360000000000001)","(4.2, 9.2, 8.727272727272727)","(4.0, 5.7, 4.523809523809524)","(10.0, 25.0, 14.466666666666665)","(8.5, 23.0, 15.5)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:33.344982,"(5.5, 9.8, 9.360000000000001)","(4.2, 9.2, 8.727272727272727)","(4.0, 5.7, 4.523809523809524)","(10.0, 25.0, 14.466666666666665)","(8.5, 23.0, 15.5)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:34.502888,"(5.5, 9.8, 9.360000000000001)","(4.2, 9.2, 8.727272727272727)","(4.0, 5.7, 4.523809523809524)","(10.0, 25.0, 14.466666666666665)","(8.5, 23.0, 15.5)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:35.670132,"(5.5, 9.8, 9.360000000000001)","(4.2, 9.2, 8.727272727272727)","(4.0, 5.7, 4.523809523809524)","(10.0, 25.0, 14.466666666666665)","(8.5, 23.0, 15.5)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:36.874661,"(5.5, 9.8, 9.360000000000001)","(4.2, 9.2, 8.727272727272727)","(4.0, 5.7, 4.523809523809524)","(10.0, 25.0, 14.466666666666665)","(8.5, 23.0, 15.5)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:38.059669,"(5.5, 9.8, 9.360000000000001)","(4.2, 9.2, 8.727272727272727)","(4.0, 5.7, 4.523809523809524)","(10.0, 25.0, 21.880000000000003)","(8.5, 23.0, 15.5)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:39.241307,"(5.5, 9.8, 9.360000000000001)","(4.2, 9.2, 8.727272727272727)","(4.0, 5.7, 4.523809523809524)","(10.0, 25.0, 21.880000000000003)","(8.5, 23.0, 15.5)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:40.443555,"(5.5, 9.8, 9.360000000000001)","(4.2, 9.2, 8.727272727272727)","(4.0, 5.7, 4.523809523809524)","(10.0, 25.0, 20.46666666666667)","(8.5, 23.0, 22.36)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:41.601732,"(5.5, 9.8, 9.360000000000001)","(4.2, 9.2, 8.727272727272727)","(4.0, 5.7, 4.523809523809524)","(10.0, 26.0, 20.46666666666667)","(8.5, 24.0, 20.466666666666665)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:42.688518,"(5.5, 9.8, 9.360000000000001)","(4.2, 9.2, 8.727272727272727)","(4.0, 5.7, 4.523809523809524)","(10.0, 26.0, 20.46666666666667)","(8.5, 23.0, 21.333333333333332)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:44.099302,"(5.5, 9.8, 9.360000000000001)","(4.2, 9.2, 8.727272727272727)","(4.0, 5.7, 4.523809523809524)","(10.0, 26.0, 20.46666666666667)","(8.5, 24.0, 21.333333333333332)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:45.778339,"(5.5, 9.8, 9.360000000000001)","(4.2, 9.2, 8.727272727272727)","(4.0, 5.7, 4.523809523809524)","(10.0, 26.0, 20.46666666666667)","(8.5, 24.0, 21.333333333333332)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:47.190062,"(5.5, 9.8, 9.360000000000001)","(4.2, 9.2, 8.727272727272727)","(4.0, 5.7, 4.523809523809524)","(10.0, 26.0, 25.235555555555553)","(8.5, 24.0, 21.333333333333332)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:48.607497,"(5.5, 9.8, 9.360000000000001)","(4.2, 9.2, 8.727272727272727)","(4.0, 5.7, 4.523809523809524)","(10.0, 26.0, 11.5)","(8.5, 24.0, 21.333333333333332)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:49.789530,"(5.5, 9.8, 9.360000000000001)","(4.2, 9.2, 8.727272727272727)","(4.0, 5.7, 4.523809523809524)","(10.0, 24.0, 10.4)","(8.5, 24.0, 21.333333333333332)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:51.383149,"(5.5, 9.8, 7.6000000000000005)","(4.2, 9.2, 8.727272727272727)","(4.0, 5.7, 4.523809523809524)","(10.0, 23.0, 10.4)","(8.5, 24.0, 18.625)","(2.9, 4.8, 4.107692307692307)","(19.0, 85.0, 30.6)"
06-01-2023 14:47:53.125615,"(5.5, 9.8, 9.322222222222223)","(4.2, 9.2, 7.924999999999999)","(4.0, 5.7, 4.725)","(10.0, 23.0, 17.666666666666664)","(8.5, 25.0, 16.6)","(2.9, 4.8, 3.55)","(19.0, 85.0, 51.0)"
06-01-2023 14:47:54.302693,"(5.5, 9.8, 9.322222222222223)","(4.2, 9.2, 7.924999999999999)","(4.0, 5.6, 4.2875)","(10.0, 22.0, 17.0)","(8.5, 25.0, 16.6)","(2.9, 4.8, 3.55)","(19.0, 85.0, 51.0)"
06-01-2023 14:47:55.540704,"(5.5, 9.8, 8.4)","(4.2, 9.2, 8.2)","(4.0, 5.6, 4.2875)","(10.0, 21.0, 17.0)","(8.5, 25.0, 18.625)","(2.9, 4.8, 3.55)","(19.0, 85.0, 51.0)"
06-01-2023 14:47:56.653036,"(5.5, 9.8, 8.4)","(4.2, 9.2, 8.149999999999999)","(4.0, 5.6, 4.52)","(10.0, 21.0, 17.0)","(8.5, 25.0, 18.625)","(2.9, 4.8, 3.55)","(19.0, 85.0, 51.0)"
06-01-2023 14:47:57.785721,"(5.5, 9.8, 8.4)","(4.2, 9.2, 7.924999999999999)","(4.0, 5.6, 4.52)","(10.0, 21.0, 17.0)","(8.5, 25.0, 15.727272727272727)","(2.9, 4.8, 3.55)","(19.0, 85.0, 51.0)"
06-01-2023 14:47:59.018457,"(5.5, 9.8, 8.4)","(4.2, 9.2, 7.924999999999999)","(4.0, 5.6, 4.52)","(10.0, 21.0, 17.0)","(8.5, 25.0, 15.727272727272727)","(2.9, 4.8, 3.55)","(19.0, 85.0, 51.0)"
06-01-2023 14:48:00.245314,"(5.5, 9.8, 8.4)","(4.2, 9.2, 7.924999999999999)","(4.0, 5.6, 4.52)","(10.0, 21.0, 17.0)","(8.5, 25.0, 15.727272727272727)","(2.9, 4.8, 3.55)","(19.0, 85.0, 51.0)"
06-01-2023 14:48:01.404190,"(5.5, 9.8, 8.4)","(4.2, 9.2, 7.924999999999999)","(4.0, 5.6, 4.52)","(10.0, 21.0, 17.0)","(8.5, 25.0, 15.727272727272727)","(2.9, 4.8, 3.55)","(19.0, 85.0, 51.0)"
06-01-2023 14:48:02.639483,"(5.5, 10.0, 8.533333333333333)","(4.2, 9.2, 7.924999999999999)","(4.0, 5.6, 4.52)","(10.0, 21.0, 17.0)","(8.5, 25.0, 15.727272727272727)","(2.9, 4.8, 3.55)","(19.0, 85.0, 51.0)"
06-01-2023 14:48:03.906753,"(5.5, 10.0, 7.8)","(4.2, 9.2, 7.924999999999999)","(4.0, 5.6, 4.52)","(10.0, 21.0, 17.0)","(8.5, 25.0, 15.727272727272727)","(2.9, 4.8, 3.55)","(19.0, 85.0, 51.0)"
06-01-2023 14:48:05.131873,"(5.5, 10.0, 7.8)","(4.2, 9.2, 7.924999999999999)","(4.0, 5.6, 4.52)","(10.0, 21.0, 17.0)","(8.5, 25.0, 15.727272727272727)","(2.9, 4.8, 3.55)","(19.0, 85.0, 51.0)"
06-01-2023 14:48:07.678077,"(5.5, 10.0, 7.8)","(4.2, 9.2, 7.8999999999999995)","(4.0, 5.6, 4.52)","(10.0, 19.5, 16.0)","(8.5, 25.0, 15.727272727272727)","(2.9, 4.8, 3.55)","(19.0, 85.0, 51.0)"
06-01-2023 14:48:09.499538,"(5.5, 10.0, 7.8)","(4.2, 9.2, 7.8999999999999995)","(4.0, 5.6, 4.828571428571428)","(10.0, 19.5, 16.0)","(8.5, 25.0, 15.727272727272727)","(2.9, 4.8, 3.55)","(19.0, 85.0, 54.09090909090909)"
