,Mr Blue Sky,Moth Rocks,Impress Browning,Claretown Ryan,Explosive Debt,Swift Robert,Roxy Ouzo,Fabs Udon
11-01-2023 19:32:13.781088,"(1.65, 1.85, 1.8416000000000001)","(8.0, 12.5, 11.166666666666666)","(9.0, 16.0, 13.391304347826086)","(10.0, 50.0, 46.0)","(10.0, 17.5, 14.125)","(21.0, 65.0, 58.333333333333336)","(31.0, 80.0, 48.333333333333336)","(5.0, 6.6, 6.35)"
11-01-2023 19:32:14.956162,"(1.65, 1.85, 1.8416000000000001)","(8.0, 12.5, 11.166666666666666)","(9.0, 16.0, 13.391304347826086)","(10.0, 50.0, 46.0)","(10.0, 17.5, 14.125)","(21.0, 65.0, 58.333333333333336)","(31.0, 80.0, 48.333333333333336)","(5.0, 6.6, 6.35)"
11-01-2023 19:32:16.060941,"(1.65, 1.85, 1.8416000000000001)","(8.0, 12.5, 11.166666666666666)","(9.0, 16.0, 13.391304347826086)","(10.0, 50.0, 46.0)","(10.0, 17.5, 14.125)","(21.0, 65.0, 58.333333333333336)","(31.0, 80.0, 48.333333333333336)","(5.0, 6.6, 6.35)"
11-01-2023 19:32:17.176276,"(1.65, 1.85, 1.8254545454545454)","(8.0, 12.5, 11.166666666666666)","(9.0, 15.5, 13.9375)","(10.0, 50.0, 46.0)","(10.0, 17.5, 14.125)","(21.0, 65.0, 58.333333333333336)","(31.0, 80.0, 48.333333333333336)","(5.0, 6.6, 6.35)"
11-01-2023 19:32:18.325814,"(1.65, 1.85, 1.8254545454545454)","(8.0, 12.5, 11.166666666666666)","(9.0, 15.5, 13.234375)","(10.0, 50.0, 45.0)","(10.0, 17.5, 14.125)","(21.0, 65.0, 58.333333333333336)","(31.0, 80.0, 48.333333333333336)","(5.0, 6.6, 6.35)"
11-01-2023 19:32:19.487273,"(1.65, 1.85, 1.8254545454545454)","(8.0, 12.5, 11.166666666666666)","(9.0, 15.5, 13.234375)","(10.0, 50.0, 45.0)","(10.0, 17.5, 14.35)","(21.0, 65.0, 58.333333333333336)","(31.0, 80.0, 48.333333333333336)","(5.0, 6.6, 6.324999999999999)"
11-01-2023 19:32:20.622093,"(1.65, 1.85, 1.8254545454545454)","(8.0, 12.5, 11.166666666666666)","(9.0, 15.5, 13.234375)","(10.0, 50.0, 45.0)","(10.0, 17.5, 14.125)","(21.0, 65.0, 58.333333333333336)","(31.0, 80.0, 48.333333333333336)","(5.0, 6.6, 5.735714285714286)"
11-01-2023 19:32:21.797260,"(1.65, 1.85, 1.8358823529411765)","(8.0, 12.5, 11.166666666666666)","(9.0, 15.5, 13.234375)","(10.0, 50.0, 45.0)","(10.0, 17.5, 14.125)","(21.0, 65.0, 58.75)","(31.0, 80.0, 48.333333333333336)","(5.0, 6.6, 5.72)"
11-01-2023 19:32:22.909091,"(1.65, 1.85, 1.8358823529411765)","(8.0, 12.5, 11.166666666666666)","(9.0, 15.5, 13.234375)","(10.0, 50.0, 43.75)","(10.0, 17.5, 14.125)","(21.0, 65.0, 61.42857142857143)","(31.0, 80.0, 48.333333333333336)","(5.0, 6.6, 5.72)"
11-01-2023 19:32:23.980674,"(1.65, 1.85, 1.8462264150943397)","(8.0, 12.5, 11.26923076923077)","(9.0, 15.5, 13.234375)","(10.0, 55.0, 43.75)","(10.0, 17.5, 14.125)","(21.0, 65.0, 61.42857142857143)","(31.0, 80.0, 48.333333333333336)","(5.0, 6.6, 5.72)"
11-01-2023 19:32:25.091373,"(1.65, 1.85, 1.8460784313725491)","(8.0, 12.5, 11.26923076923077)","(9.0, 15.5, 13.234375)","(10.0, 55.0, 43.75)","(10.0, 17.5, 14.125)","(21.0, 65.0, 61.16666666666667)","(31.0, 80.0, 48.333333333333336)","(5.0, 6.6, 5.606451612903226)"
11-01-2023 19:32:26.225711,"(1.65, 1.85, 1.8470588235294119)","(8.0, 12.5, 11.26923076923077)","(9.0, 15.5, 13.234375)","(10.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.4)","(31.0, 80.0, 48.333333333333336)","(5.0, 6.6, 5.733333333333333)"
11-01-2023 19:32:27.376900,"(1.65, 1.85, 1.8470588235294119)","(8.0, 12.5, 11.26923076923077)","(9.0, 15.5, 13.234375)","(10.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.4)","(31.0, 80.0, 48.333333333333336)","(5.0, 6.2, 5.733333333333333)"
11-01-2023 19:32:28.544068,"(1.65, 1.85, 1.8470588235294119)","(8.0, 12.5, 11.26923076923077)","(9.0, 15.5, 13.234375)","(10.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.4)","(31.0, 80.0, 48.333333333333336)","(5.0, 6.2, 5.6)"
11-01-2023 19:32:29.691140,"(1.65, 1.85, 1.8470588235294119)","(8.0, 12.5, 11.26923076923077)","(9.0, 15.5, 13.234375)","(10.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.4)","(31.0, 80.0, 48.333333333333336)","(5.0, 6.2, 5.6)"
11-01-2023 19:32:30.964819,"(1.65, 1.85, 1.8470588235294119)","(8.0, 12.5, 11.26923076923077)","(9.0, 15.5, 13.234375)","(10.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.4)","(31.0, 80.0, 48.333333333333336)","(5.0, 6.2, 5.6)"
11-01-2023 19:32:32.074105,"(1.6, 1.85, 1.8470588235294119)","(8.5, 12.5, 11.26923076923077)","(10.0, 15.5, 13.234375)","(10.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.4)","(31.0, 80.0, 48.333333333333336)","(5.0, 6.2, 5.6)"
11-01-2023 19:32:33.350902,"(1.6, 1.85, 1.8470588235294119)","(8.5, 12.5, 11.26923076923077)","(10.0, 15.5, 13.234375)","(10.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.4)","(31.0, 80.0, 48.333333333333336)","(5.0, 6.2, 5.6)"
11-01-2023 19:32:34.539534,"(1.6, 1.85, 1.8470588235294119)","(8.5, 12.5, 11.26923076923077)","(10.0, 15.5, 13.234375)","(10.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.4)","(31.0, 80.0, 48.333333333333336)","(5.0, 6.2, 5.6)"
11-01-2023 19:32:35.840465,"(1.6, 1.85, 1.8470588235294119)","(8.5, 12.5, 11.26923076923077)","(10.0, 15.5, 13.234375)","(10.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.4)","(31.0, 80.0, 48.333333333333336)","(5.0, 6.2, 5.6)"
11-01-2023 19:32:37.146460,"(1.6, 1.85, 1.8470588235294119)","(8.5, 12.5, 11.26923076923077)","(10.0, 15.5, 13.234375)","(10.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 80.0, 48.333333333333336)","(5.0, 6.2, 5.6)"
11-01-2023 19:32:38.541938,"(1.6, 1.85, 1.8354545454545454)","(8.5, 12.5, 11.26923076923077)","(10.0, 15.5, 13.234375)","(10.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 80.0, 48.333333333333336)","(5.0, 6.2, 5.6)"
11-01-2023 19:32:39.937349,"(1.6, 1.85, 1.8354545454545454)","(8.5, 12.5, 11.26923076923077)","(10.0, 15.5, 13.234375)","(10.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 80.0, 48.333333333333336)","(5.0, 6.2, 5.6)"
11-01-2023 19:32:41.146585,"(1.6, 1.85, 1.8354545454545454)","(8.5, 12.5, 11.26923076923077)","(10.0, 15.5, 13.234375)","(10.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 80.0, 48.333333333333336)","(5.0, 6.2, 5.76551724137931)"
11-01-2023 19:32:42.300558,"(1.6, 1.85, 1.8354545454545454)","(8.5, 12.5, 11.5)","(10.0, 15.5, 13.214285714285714)","(10.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 80.0, 66.75)","(5.0, 6.2, 5.57)"
11-01-2023 19:32:43.419182,"(1.6, 1.85, 1.8354545454545454)","(8.5, 12.5, 11.5)","(10.0, 15.5, 13.214285714285714)","(10.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 75.0, 66.75)","(5.0, 6.2, 5.560869565217391)"
11-01-2023 19:32:44.655800,"(1.6, 1.85, 1.8354545454545454)","(8.5, 12.5, 11.5)","(10.0, 15.5, 13.214285714285714)","(10.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 75.0, 66.75)","(5.0, 6.2, 5.560869565217391)"
11-01-2023 19:32:45.895497,"(1.6, 1.85, 1.8354545454545454)","(8.5, 12.5, 11.3)","(10.0, 15.5, 13.214285714285714)","(10.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 75.0, 66.75)","(5.0, 6.2, 5.560869565217391)"
11-01-2023 19:32:47.130979,"(1.6, 1.85, 1.8354545454545454)","(8.5, 12.5, 11.3)","(10.0, 15.5, 13.214285714285714)","(10.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 75.0, 64.4)","(5.0, 6.2, 5.560869565217391)"
11-01-2023 19:32:48.317572,"(1.6, 1.85, 1.8411111111111111)","(8.5, 12.5, 11.3)","(10.0, 15.5, 13.214285714285714)","(10.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 64.4)","(5.0, 6.2, 5.560869565217391)"
11-01-2023 19:32:49.499911,"(1.6, 1.85, 1.8411111111111111)","(8.5, 12.5, 11.3)","(10.0, 15.5, 13.214285714285714)","(10.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 54.44444444444444)","(5.0, 6.2, 5.560869565217391)"
11-01-2023 19:32:50.630471,"(1.6, 1.85, 1.8411111111111111)","(8.5, 12.5, 11.3)","(10.0, 15.5, 13.214285714285714)","(10.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 54.44444444444444)","(5.0, 6.2, 5.560869565217391)"
11-01-2023 19:32:51.939953,"(1.6, 1.85, 1.8411111111111111)","(8.5, 12.5, 11.3)","(10.0, 15.5, 13.214285714285714)","(10.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 54.44444444444444)","(5.0, 6.2, 5.560869565217391)"
11-01-2023 19:32:53.297837,"(1.6, 1.85, 1.8411111111111111)","(8.5, 12.5, 11.3)","(10.0, 15.5, 13.214285714285714)","(10.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 54.44444444444444)","(5.0, 6.2, 5.560869565217391)"
11-01-2023 19:32:54.639958,"(1.65, 1.85, 1.8411111111111111)","(8.5, 12.5, 11.3)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 54.44444444444444)","(5.0, 6.2, 5.560869565217391)"
11-01-2023 19:32:55.968230,"(1.65, 1.85, 1.8411111111111111)","(8.5, 12.5, 11.3)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 54.44444444444444)","(5.0, 6.2, 5.560869565217391)"
11-01-2023 19:32:57.161440,"(1.65, 1.85, 1.8411111111111111)","(8.5, 12.5, 11.3)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 52.5)","(5.0, 6.2, 5.560869565217391)"
11-01-2023 19:32:58.279485,"(1.65, 1.85, 1.8411111111111111)","(8.5, 12.5, 11.3)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 52.5)","(5.0, 6.2, 5.560869565217391)"
11-01-2023 19:32:59.452948,"(1.65, 1.85, 1.8411111111111111)","(8.5, 12.5, 11.5)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 52.5)","(5.0, 6.2, 5.560869565217391)"
11-01-2023 19:33:00.715658,"(1.65, 1.85, 1.8411111111111111)","(8.5, 12.5, 11.5)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 52.5)","(5.0, 6.2, 5.560869565217391)"
11-01-2023 19:33:02.049288,"(1.65, 1.85, 1.8411111111111111)","(8.5, 12.5, 11.5)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 46.666666666666664)","(5.0, 6.2, 5.560869565217391)"
11-01-2023 19:33:03.340263,"(1.65, 1.85, 1.8411111111111111)","(8.5, 12.5, 11.5)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 46.666666666666664)","(5.0, 6.2, 5.560869565217391)"
11-01-2023 19:33:04.638435,"(1.65, 1.85, 1.8411111111111111)","(8.5, 12.5, 11.5)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 45.5)","(5.0, 6.2, 5.560869565217391)"
11-01-2023 19:33:05.822255,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.3)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 45.5)","(5.0, 6.2, 5.560869565217391)"
11-01-2023 19:33:06.919993,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.3)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 45.5)","(5.0, 6.2, 5.560869565217391)"
11-01-2023 19:33:08.113955,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.3)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 45.5)","(5.0, 6.2, 5.560869565217391)"
11-01-2023 19:33:09.331842,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.3)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 45.5)","(5.0, 6.2, 5.560869565217391)"
11-01-2023 19:33:10.613359,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.3)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 45.5)","(5.0, 6.2, 5.560869565217391)"
11-01-2023 19:33:11.872569,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.3)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 58.42857142857143)","(31.0, 70.0, 45.5)","(5.0, 6.2, 5.560869565217391)"
11-01-2023 19:33:13.126376,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.3)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 58.42857142857143)","(31.0, 70.0, 45.5)","(5.0, 6.2, 5.560869565217391)"
11-01-2023 19:33:14.442024,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.3)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 58.42857142857143)","(31.0, 70.0, 45.5)","(5.0, 6.2, 5.560869565217391)"
11-01-2023 19:33:15.557916,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.3)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 58.42857142857143)","(31.0, 70.0, 45.5)","(5.0, 6.2, 5.560869565217391)"
11-01-2023 19:33:16.713746,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.3)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 58.42857142857143)","(31.0, 70.0, 45.5)","(5.0, 6.2, 5.611111111111111)"
11-01-2023 19:33:17.849364,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.3)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 58.42857142857143)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.555555555555555)"
11-01-2023 19:33:19.081663,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.3)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 58.42857142857143)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.555555555555555)"
11-01-2023 19:33:20.335391,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.3)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 58.42857142857143)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.555555555555555)"
11-01-2023 19:33:21.551342,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.3)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.555555555555555)"
11-01-2023 19:33:22.784545,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.3)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.555555555555555)"
11-01-2023 19:33:23.989651,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.3)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.555555555555555)"
11-01-2023 19:33:25.183096,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.3)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.555555555555555)"
11-01-2023 19:33:26.357454,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.3)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.555555555555555)"
11-01-2023 19:33:27.505216,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.166666666666666)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.555555555555555)"
11-01-2023 19:33:28.674017,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.166666666666666)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.555555555555555)"
11-01-2023 19:33:29.936361,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.166666666666666)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.555555555555555)"
11-01-2023 19:33:31.184274,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.166666666666666)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.555555555555555)"
11-01-2023 19:33:32.453272,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.166666666666666)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.555555555555555)"
11-01-2023 19:33:33.655927,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.166666666666666)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.555555555555555)"
11-01-2023 19:33:34.838596,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.166666666666666)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.555555555555555)"
11-01-2023 19:33:35.979873,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.166666666666666)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.555555555555555)"
11-01-2023 19:33:37.162535,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.166666666666666)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 60.81818181818181)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.555555555555555)"
11-01-2023 19:33:38.360547,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.166666666666666)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 51.0)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.555555555555555)"
11-01-2023 19:33:39.603267,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.166666666666666)","(9.0, 15.5, 13.214285714285714)","(11.0, 55.0, 43.75)","(10.0, 17.5, 14.35)","(21.0, 65.0, 51.0)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.555555555555555)"
11-01-2023 19:33:40.815266,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 10.875)","(9.0, 15.5, 13.35)","(11.0, 55.0, 47.5)","(10.0, 17.5, 14.35)","(21.0, 65.0, 62.0)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.633333333333334)"
11-01-2023 19:33:41.914268,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 10.875)","(9.0, 15.0, 13.35)","(11.0, 55.0, 45.0)","(10.0, 17.5, 14.35)","(21.0, 65.0, 62.0)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.659090909090909)"
11-01-2023 19:33:43.025170,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 10.875)","(9.0, 15.0, 12.666666666666666)","(11.0, 55.0, 45.0)","(10.0, 17.5, 14.35)","(21.0, 65.0, 62.0)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.659090909090909)"
11-01-2023 19:33:44.220226,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 10.875)","(9.0, 15.0, 12.666666666666666)","(11.0, 55.0, 45.0)","(10.0, 17.5, 14.35)","(21.0, 65.0, 62.0)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.659090909090909)"
11-01-2023 19:33:45.407465,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 10.875)","(9.0, 15.0, 12.666666666666666)","(11.0, 55.0, 45.0)","(10.0, 17.5, 14.35)","(21.0, 65.0, 62.0)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.694444444444445)"
11-01-2023 19:33:46.662077,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 10.875)","(9.0, 15.0, 12.666666666666666)","(11.0, 55.0, 45.0)","(10.0, 17.5, 14.35)","(21.0, 65.0, 62.0)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.694444444444445)"
11-01-2023 19:33:48.125363,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 10.875)","(9.0, 15.0, 12.666666666666666)","(11.0, 55.0, 45.0)","(10.0, 17.5, 14.35)","(21.0, 65.0, 62.0)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.694444444444445)"
11-01-2023 19:33:49.566785,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 10.875)","(9.0, 15.0, 12.666666666666666)","(11.0, 55.0, 49.333333333333336)","(10.0, 17.5, 14.35)","(21.0, 65.0, 62.0)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.694444444444445)"
11-01-2023 19:33:50.841306,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 10.875)","(9.0, 15.0, 12.666666666666666)","(11.0, 55.0, 47.6)","(10.0, 17.5, 14.35)","(21.0, 65.0, 62.0)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.694444444444445)"
11-01-2023 19:33:52.122990,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 10.875)","(9.0, 15.0, 12.666666666666666)","(11.0, 50.0, 47.6)","(10.0, 17.5, 14.35)","(21.0, 65.0, 62.0)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.694444444444445)"
11-01-2023 19:33:53.358946,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.5, 11.4)","(9.0, 15.0, 12.666666666666666)","(11.0, 50.0, 47.6)","(10.0, 17.5, 14.35)","(21.0, 65.0, 62.0)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.694444444444445)"
11-01-2023 19:33:54.623991,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.0, 11.4)","(9.0, 15.0, 12.666666666666666)","(11.0, 50.0, 47.6)","(10.0, 17.5, 14.35)","(21.0, 65.0, 62.0)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.694444444444445)"
11-01-2023 19:33:55.865172,"(1.65, 1.85, 1.8474193548387097)","(8.5, 12.0, 11.4)","(9.0, 15.0, 12.666666666666666)","(11.0, 50.0, 47.6)","(10.0, 17.5, 14.35)","(21.0, 65.0, 62.0)","(31.0, 70.0, 45.5)","(5.0, 6.0, 5.694444444444445)"
