,Chloes China,Seriously Fly,Mr Bean,Little Winnie,Juice,Angry Betty,Sekola,My Names Judy
12-01-2023 10:43:59.793269,"(10.0, 10.5, 9.672727272727272)","(3.1, 3.95, 3.85)","(5.5, 9.0, 8.747368421052633)","(13.0, 24.0, 22.838709677419356)","(7.0, 8.4, 7.433333333333334)","(4.8, 6.6, 6.3)","(4.6, 5.8, 5.666666666666667)","(61.0, 250.0, 194.0)"
12-01-2023 10:44:01.089890,"(10.0, 10.5, 9.672727272727272)","(3.1, 3.95, 3.8954545454545455)","(5.5, 9.0, 8.747368421052633)","(13.0, 24.0, 22.838709677419356)","(7.0, 8.4, 7.433333333333334)","(4.8, 6.6, 6.096)","(4.6, 5.8, 5.571428571428571)","(61.0, 250.0, 202.0)"
12-01-2023 10:44:02.334753,"(10.0, 10.5, 9.672727272727272)","(3.1, 3.95, 3.8954545454545455)","(5.5, 9.0, 8.771428571428572)","(13.0, 24.0, 22.838709677419356)","(7.0, 8.4, 7.433333333333334)","(4.8, 6.6, 6.096)","(4.6, 5.8, 5.571428571428571)","(61.0, 250.0, 202.0)"
12-01-2023 10:44:03.400753,"(10.0, 10.5, 9.672727272727272)","(3.1, 3.95, 3.8833333333333333)","(5.5, 9.0, 8.771428571428572)","(13.0, 24.0, 22.838709677419356)","(7.0, 8.4, 7.433333333333334)","(4.8, 6.6, 6.285)","(4.6, 5.8, 5.666666666666667)","(61.0, 250.0, 202.0)"
12-01-2023 10:44:04.465811,"(10.0, 10.5, 9.672727272727272)","(3.1, 3.95, 3.8261904761904764)","(5.5, 9.0, 8.771428571428572)","(13.0, 24.0, 22.838709677419356)","(7.0, 8.4, 7.433333333333334)","(4.8, 6.6, 6.326086956521739)","(4.6, 5.8, 5.571428571428571)","(61.0, 250.0, 202.0)"
12-01-2023 10:44:05.523049,"(10.0, 10.5, 9.74736842105263)","(3.1, 3.95, 3.8261904761904764)","(5.5, 9.0, 8.771428571428572)","(13.0, 24.0, 22.838709677419356)","(7.0, 8.4, 7.433333333333334)","(4.8, 6.6, 6.326086956521739)","(4.6, 5.8, 5.666666666666667)","(61.0, 250.0, 146.66666666666666)"
12-01-2023 10:44:06.650955,"(10.0, 10.5, 9.74736842105263)","(3.1, 3.95, 3.8954545454545455)","(5.5, 9.0, 8.771428571428572)","(13.0, 24.0, 22.838709677419356)","(7.0, 8.4, 7.433333333333334)","(4.8, 6.6, 6.326086956521739)","(4.6, 5.8, 5.68)","(61.0, 180.0, 166.66666666666669)"
12-01-2023 10:44:07.720391,"(10.0, 10.5, 9.74736842105263)","(3.1, 3.95, 3.8954545454545455)","(5.5, 9.0, 8.771428571428572)","(13.0, 24.0, 22.838709677419356)","(7.0, 8.4, 7.433333333333334)","(4.8, 6.6, 6.326086956521739)","(4.6, 5.8, 5.586666666666667)","(61.0, 180.0, 146.66666666666666)"
12-01-2023 10:44:08.994090,"(10.0, 10.5, 9.74736842105263)","(3.1, 3.95, 3.85)","(5.5, 9.0, 8.771428571428572)","(13.0, 24.0, 22.838709677419356)","(7.0, 8.4, 7.433333333333334)","(4.8, 6.6, 6.326086956521739)","(4.6, 5.8, 5.68)","(61.0, 180.0, 146.66666666666666)"
12-01-2023 10:44:10.178719,"(10.0, 10.5, 9.74736842105263)","(3.1, 3.95, 3.8954545454545455)","(5.5, 9.0, 8.771428571428572)","(13.0, 24.0, 22.838709677419356)","(7.0, 8.4, 7.433333333333334)","(4.8, 6.6, 6.326086956521739)","(4.6, 5.8, 5.575)","(61.0, 180.0, 165.71428571428572)"
12-01-2023 10:44:11.406537,"(9.0, 10.5, 9.74736842105263)","(3.1, 3.95, 3.85)","(5.5, 9.0, 8.771428571428572)","(14.0, 24.0, 22.838709677419356)","(7.0, 8.4, 7.433333333333334)","(4.8, 6.6, 6.326086956521739)","(4.6, 5.8, 5.533333333333333)","(81.0, 180.0, 176.2962962962963)"
12-01-2023 10:44:12.676122,"(9.0, 10.5, 9.74736842105263)","(3.1, 3.95, 3.85)","(5.5, 9.0, 8.771428571428572)","(14.0, 24.0, 22.838709677419356)","(7.0, 8.4, 7.433333333333334)","(4.8, 6.6, 6.326086956521739)","(4.6, 5.8, 5.575)","(81.0, 180.0, 175.83333333333334)"
12-01-2023 10:44:14.026863,"(9.0, 10.5, 9.74736842105263)","(3.1, 3.95, 3.8954545454545455)","(5.5, 9.0, 8.771428571428572)","(14.0, 24.0, 22.838709677419356)","(7.0, 8.4, 7.433333333333334)","(4.8, 6.6, 6.326086956521739)","(4.6, 5.8, 5.575)","(81.0, 180.0, 175.83333333333334)"
12-01-2023 10:44:15.304466,"(9.0, 10.5, 9.74736842105263)","(3.1, 3.95, 3.85)","(5.5, 9.0, 8.771428571428572)","(14.0, 24.0, 22.838709677419356)","(7.0, 8.4, 7.433333333333334)","(4.8, 6.6, 6.326086956521739)","(4.6, 5.8, 5.575)","(81.0, 180.0, 175.83333333333334)"
12-01-2023 10:44:16.506993,"(9.0, 10.5, 9.74736842105263)","(3.1, 3.95, 3.85)","(5.5, 9.0, 8.771428571428572)","(14.0, 24.0, 22.838709677419356)","(7.0, 8.4, 7.433333333333334)","(4.8, 6.6, 6.326086956521739)","(4.6, 5.8, 5.575)","(81.0, 180.0, 175.83333333333334)"
12-01-2023 10:44:17.639140,"(9.0, 10.5, 9.74736842105263)","(3.1, 3.95, 3.85)","(5.5, 9.0, 8.771428571428572)","(14.0, 24.0, 22.838709677419356)","(7.0, 8.4, 7.433333333333334)","(4.8, 6.6, 6.326086956521739)","(4.6, 5.8, 5.654545454545454)","(81.0, 180.0, 175.83333333333334)"
12-01-2023 10:44:18.794224,"(9.0, 10.5, 9.74736842105263)","(3.1, 3.95, 3.8954545454545455)","(5.5, 9.0, 8.771428571428572)","(14.0, 24.0, 22.838709677419356)","(7.0, 8.4, 7.433333333333334)","(4.8, 6.6, 6.326086956521739)","(4.6, 5.8, 5.575)","(81.0, 180.0, 175.83333333333334)"
12-01-2023 10:44:19.917040,"(9.0, 10.5, 9.74736842105263)","(3.1, 3.95, 3.85)","(5.5, 9.0, 8.771428571428572)","(14.0, 24.0, 22.838709677419356)","(7.0, 8.4, 7.433333333333334)","(4.8, 6.6, 6.326086956521739)","(4.6, 5.8, 5.575)","(81.0, 180.0, 175.83333333333334)"
12-01-2023 10:44:20.951788,"(9.0, 10.5, 9.74736842105263)","(3.1, 3.95, 3.85)","(5.5, 9.0, 8.771428571428572)","(14.0, 24.0, 22.838709677419356)","(7.0, 8.4, 7.433333333333334)","(4.8, 6.6, 6.326086956521739)","(4.6, 5.8, 5.654545454545454)","(81.0, 180.0, 175.83333333333334)"
12-01-2023 10:44:22.094259,"(9.0, 10.5, 9.74736842105263)","(3.1, 3.95, 3.8833333333333333)","(5.5, 9.0, 8.771428571428572)","(14.0, 24.0, 22.838709677419356)","(7.0, 8.4, 7.433333333333334)","(4.8, 6.6, 6.326086956521739)","(4.6, 5.8, 5.575)","(81.0, 180.0, 177.3913043478261)"
12-01-2023 10:44:23.515100,"(9.0, 10.5, 9.74736842105263)","(3.1, 3.95, 3.8833333333333333)","(5.5, 9.0, 8.771428571428572)","(14.0, 24.0, 22.071428571428573)","(7.0, 8.4, 7.433333333333334)","(4.8, 6.6, 6.326086956521739)","(4.6, 5.8, 5.575)","(81.0, 180.0, 177.3913043478261)"
12-01-2023 10:44:24.763879,"(9.0, 10.5, 9.74736842105263)","(3.1, 3.95, 3.9499999999999997)","(5.5, 9.0, 8.712)","(14.0, 24.0, 22.65)","(7.0, 8.4, 7.514285714285714)","(4.8, 6.6, 6.326086956521739)","(4.6, 5.8, 5.654545454545454)","(81.0, 180.0, 177.3913043478261)"
12-01-2023 10:44:26.045410,"(9.0, 10.5, 9.74736842105263)","(3.1, 4.1, 3.9055555555555554)","(5.5, 9.0, 8.712)","(14.0, 24.0, 22.65)","(7.0, 8.2, 7.514285714285714)","(4.8, 6.6, 6.326086956521739)","(4.6, 5.8, 5.526315789473684)","(81.0, 180.0, 177.3913043478261)"
12-01-2023 10:44:27.173915,"(9.0, 10.5, 9.74736842105263)","(3.1, 4.1, 3.8973684210526316)","(5.5, 9.0, 8.712)","(14.0, 24.0, 22.65)","(7.0, 8.2, 7.461538461538462)","(4.8, 6.6, 6.296)","(4.6, 5.8, 5.618181818181818)","(81.0, 180.0, 177.3913043478261)"
12-01-2023 10:44:28.306035,"(9.0, 10.5, 9.74736842105263)","(3.1, 4.1, 3.8973684210526316)","(5.5, 9.0, 8.712)","(14.0, 24.0, 22.65)","(7.0, 8.2, 7.434782608695652)","(4.8, 6.6, 6.22)","(4.6, 5.8, 5.633333333333334)","(81.0, 180.0, 177.3913043478261)"
12-01-2023 10:44:29.624923,"(9.0, 10.5, 9.74736842105263)","(3.1, 4.1, 3.8717391304347823)","(5.5, 9.0, 8.771428571428572)","(14.0, 24.0, 22.5)","(7.0, 8.2, 7.54)","(4.8, 6.6, 6.4)","(4.6, 5.8, 5.564705882352941)","(81.0, 180.0, 177.3913043478261)"
12-01-2023 10:44:30.731911,"(9.0, 10.5, 9.74736842105263)","(3.1, 4.1, 3.8717391304347823)","(5.5, 9.0, 8.771428571428572)","(14.0, 24.0, 22.5)","(7.0, 8.2, 7.423529411764705)","(4.8, 6.6, 6.423529411764706)","(4.6, 5.8, 5.54)","(81.0, 180.0, 177.3913043478261)"
12-01-2023 10:44:31.688714,"(9.0, 10.5, 9.74736842105263)","(3.1, 4.0, 3.861111111111111)","(5.5, 9.0, 8.771428571428572)","(14.0, 24.0, 22.941176470588236)","(7.0, 8.2, 7.423529411764705)","(4.8, 6.6, 6.423529411764706)","(4.6, 5.8, 5.54)","(81.0, 180.0, 177.85714285714286)"
12-01-2023 10:44:32.640714,"(9.0, 10.5, 9.904166666666667)","(3.1, 4.0, 3.8515625)","(5.5, 9.0, 8.660869565217391)","(14.0, 24.0, 22.5)","(7.0, 8.2, 7.331578947368421)","(4.8, 6.6, 6.477551020408163)","(4.6, 5.7, 5.523529411764706)","(81.0, 180.0, 177.85714285714286)"
12-01-2023 10:44:33.584708,"(9.0, 10.5, 10.25625)","(3.1, 3.95, 3.9029411764705886)","(5.5, 9.0, 8.7)","(14.0, 24.0, 22.941176470588236)","(7.0, 8.2, 7.438461538461539)","(4.8, 6.6, 6.477551020408163)","(4.6, 5.7, 5.523529411764706)","(81.0, 180.0, 177.85714285714286)"
12-01-2023 10:44:34.693485,"(9.0, 10.5, 10.25625)","(3.1, 3.95, 3.8462962962962965)","(5.5, 9.0, 8.7)","(14.0, 24.0, 22.5)","(7.0, 8.0, 7.513513513513514)","(4.8, 6.6, 6.477551020408163)","(4.6, 5.7, 5.792857142857143)","(81.0, 180.0, 177.85714285714286)"
12-01-2023 10:44:35.801247,"(9.0, 10.5, 10.25625)","(3.1, 3.95, 3.8462962962962965)","(5.5, 9.0, 8.7)","(14.0, 24.0, 23.444444444444443)","(7.0, 8.0, 7.615384615384615)","(4.8, 6.6, 6.477551020408163)","(4.6, 5.8, 5.819047619047619)","(81.0, 180.0, 177.85714285714286)"
12-01-2023 10:44:36.983241,"(9.0, 10.5, 10.25625)","(3.1, 3.95, 3.8462962962962965)","(5.5, 9.0, 8.7)","(14.0, 24.0, 23.444444444444443)","(7.0, 7.8, 7.615384615384615)","(4.8, 6.6, 6.477551020408163)","(4.6, 6.2, 6.09)","(81.0, 180.0, 177.85714285714286)"
12-01-2023 10:44:38.009643,"(9.0, 10.5, 10.25625)","(3.1, 3.95, 3.8462962962962965)","(5.5, 9.0, 8.7)","(14.0, 24.0, 23.444444444444443)","(7.0, 7.8, 7.636363636363637)","(4.8, 6.6, 6.484615384615385)","(4.6, 6.2, 5.865591397849463)","(81.0, 180.0, 177.77777777777777)"
12-01-2023 10:44:39.106393,"(9.0, 10.5, 10.25625)","(3.1, 3.85, 3.716666666666667)","(6.0, 9.0, 8.7)","(14.0, 24.0, 23.642857142857142)","(6.0, 7.8, 7.673684210526316)","(4.8, 6.6, 6.95)","(4.6, 5.9, 5.865591397849463)","(81.0, 180.0, 177.77777777777777)"
12-01-2023 10:44:40.444151,"(9.0, 10.5, 10.25625)","(3.1, 3.75, 3.616304347826087)","(6.0, 9.0, 8.7)","(14.0, 24.0, 23.642857142857142)","(6.0, 7.8, 7.6080000000000005)","(4.8, 7.0, 6.9625)","(4.6, 5.9, 5.865591397849463)","(81.0, 180.0, 177.77777777777777)"
12-01-2023 10:44:41.678889,"(9.0, 10.5, 10.25625)","(3.1, 3.65, 3.6333333333333333)","(6.0, 9.0, 8.7)","(14.0, 24.0, 23.642857142857142)","(6.0, 7.8, 7.548571428571429)","(4.8, 7.0, 7.0)","(4.6, 5.9, 5.865591397849463)","(81.0, 180.0, 177.77777777777777)"
12-01-2023 10:44:42.836500,"(9.0, 10.5, 10.25625)","(3.1, 3.65, 3.6333333333333333)","(6.0, 9.0, 8.92)","(14.0, 24.0, 23.642857142857142)","(6.0, 7.8, 7.548571428571429)","(4.8, 7.2, 6.857142857142857)","(4.6, 5.9, 6.158333333333333)","(81.0, 180.0, 177.77777777777777)"
12-01-2023 10:44:44.605158,"(9.0, 10.5, 10.25625)","(3.1, 3.65, 3.6166666666666667)","(6.0, 9.0, 8.790000000000001)","(14.0, 24.0, 23.642857142857142)","(6.0, 7.8, 6.843478260869565)","(4.8, 7.2, 7.0)","(4.6, 6.2, 6.119354838709677)","(81.0, 180.0, 177.77777777777777)"
12-01-2023 10:44:45.744408,"(9.0, 10.5, 10.25625)","(3.1, 3.7, 3.6142857142857143)","(6.0, 9.0, 8.825)","(14.0, 24.0, 23.642857142857142)","(6.0, 7.8, 6.837037037037037)","(4.8, 7.2, 7.104)","(4.6, 6.2, 6.133333333333334)","(81.0, 180.0, 177.77777777777777)"
12-01-2023 10:44:46.936525,"(9.0, 10.5, 10.175)","(3.1, 3.65, 3.4818181818181815)","(6.0, 9.0, 8.825)","(14.0, 24.0, 23.642857142857142)","(6.0, 7.8, 7.266666666666667)","(4.8, 7.2, 7.0)","(4.6, 6.2, 5.875)","(81.0, 180.0, 177.77777777777777)"
12-01-2023 10:44:48.186920,"(8.5, 10.5, 10.25625)","(3.0, 3.55, 3.5083333333333333)","(6.0, 9.0, 8.936842105263159)","(15.0, 24.0, 23.642857142857142)","(6.5, 7.8, 7.266666666666667)","(5.0, 7.2, 7.076923076923077)","(4.6, 5.9, 5.875)","(81.0, 180.0, 177.77777777777777)"
12-01-2023 10:44:49.339780,"(8.5, 10.5, 10.25625)","(3.0, 3.55, 3.5083333333333333)","(6.0, 9.0, 8.936842105263159)","(15.0, 24.0, 23.642857142857142)","(6.5, 7.8, 7.266666666666667)","(5.0, 7.2, 7.130434782608695)","(4.6, 5.9, 6.169512195121952)","(81.0, 180.0, 177.85714285714286)"
12-01-2023 10:44:50.365023,"(8.5, 10.5, 10.25625)","(3.0, 3.55, 3.5)","(6.0, 8.2, 8.018181818181818)","(15.0, 24.0, 23.642857142857142)","(6.5, 7.8, 7.266666666666667)","(5.0, 7.2, 7.04)","(4.6, 6.2, 5.92)","(81.0, 180.0, 177.85714285714286)"
12-01-2023 10:44:51.445648,"(8.5, 10.5, 10.25625)","(3.0, 3.7, 3.6)","(6.0, 8.2, 7.295238095238095)","(15.0, 24.0, 23.642857142857142)","(6.5, 7.8, 7.266666666666667)","(5.0, 7.6, 7.048)","(4.6, 6.2, 5.95)","(81.0, 180.0, 177.85714285714286)"
12-01-2023 10:44:52.531306,"(8.5, 10.5, 10.25625)","(3.0, 3.7, 3.571428571428571)","(6.0, 8.2, 7.25)","(15.0, 24.0, 23.642857142857142)","(6.5, 7.8, 6.837037037037037)","(5.0, 7.6, 7.048)","(4.6, 6.2, 5.933333333333334)","(81.0, 180.0, 177.85714285714286)"
12-01-2023 10:44:53.596344,"(8.5, 10.5, 10.25625)","(3.0, 3.7, 3.5588235294117645)","(6.0, 8.2, 7.25)","(15.0, 24.0, 23.314285714285713)","(6.5, 7.8, 6.837037037037037)","(5.0, 7.6, 7.2057142857142855)","(4.6, 6.2, 6.1085714285714285)","(81.0, 180.0, 177.85714285714286)"
12-01-2023 10:44:54.587703,"(8.5, 10.5, 10.25625)","(3.0, 3.7, 3.5142857142857142)","(6.0, 8.0, 7.72)","(15.0, 26.0, 23.393939393939394)","(6.5, 7.8, 7.129032258064516)","(5.0, 7.6, 7.303225806451613)","(4.6, 6.4, 6.16)","(81.0, 180.0, 177.85714285714286)"
12-01-2023 10:44:55.661745,"(8.5, 10.5, 10.25625)","(3.0, 3.55, 3.5083333333333333)","(6.0, 8.0, 7.764705882352941)","(15.0, 26.0, 23.393939393939394)","(6.5, 7.8, 7.129032258064516)","(5.0, 7.6, 7.375609756097561)","(4.6, 6.2, 6.166666666666667)","(81.0, 180.0, 177.85714285714286)"
12-01-2023 10:44:56.722989,"(8.5, 10.5, 10.25625)","(3.0, 3.75, 3.555405405405405)","(6.0, 7.8, 7.56)","(15.0, 26.0, 23.333333333333332)","(6.5, 7.8, 7.266666666666667)","(5.0, 7.6, 7.375609756097561)","(4.8, 6.2, 6.1)","(81.0, 180.0, 177.85714285714286)"
12-01-2023 10:44:57.696498,"(8.5, 10.5, 10.25625)","(3.0, 3.75, 3.5547619047619046)","(6.0, 7.8, 7.533333333333333)","(15.0, 26.0, 23.333333333333332)","(6.5, 7.8, 7.266666666666667)","(5.0, 7.6, 7.363636363636363)","(4.8, 6.2, 6.178947368421053)","(81.0, 180.0, 188.88888888888889)"
12-01-2023 10:44:58.665862,"(8.5, 10.5, 10.25625)","(3.0, 3.7, 3.6192307692307693)","(6.0, 8.2, 8.10909090909091)","(15.0, 25.0, 22.92)","(6.5, 7.8, 7.266666666666667)","(5.0, 7.6, 7.363636363636363)","(4.8, 6.2, 6.1)","(81.0, 250.0, 188.88888888888889)"
12-01-2023 10:44:59.674988,"(8.5, 10.5, 10.25625)","(3.0, 3.7, 3.55)","(6.0, 8.2, 7.856249999999999)","(15.0, 25.0, 22.92)","(6.5, 7.8, 7.266666666666667)","(5.0, 7.6, 7.419607843137255)","(4.8, 6.2, 6.16)","(81.0, 250.0, 196.66666666666669)"
12-01-2023 10:45:00.767331,"(8.5, 10.5, 10.25625)","(3.0, 3.7, 3.566666666666667)","(6.0, 8.2, 7.856249999999999)","(15.0, 25.0, 22.958333333333332)","(6.5, 7.8, 6.837037037037037)","(5.0, 7.6, 7.386046511627907)","(4.8, 6.2, 6.175)","(81.0, 250.0, 196.66666666666669)"
12-01-2023 10:45:01.913919,"(8.5, 10.5, 10.25625)","(3.0, 3.7, 3.5625)","(6.0, 8.2, 7.807142857142857)","(15.0, 25.0, 22.958333333333332)","(6.5, 7.8, 6.837037037037037)","(5.0, 7.6, 7.386046511627907)","(4.8, 6.2, 6.133333333333334)","(81.0, 250.0, 196.66666666666669)"
12-01-2023 10:45:03.012135,"(8.5, 10.5, 10.25625)","(3.0, 3.7, 3.5625)","(6.0, 8.2, 7.807142857142857)","(15.0, 25.0, 24.875)","(6.5, 7.8, 7.35)","(5.0, 7.6, 7.386046511627907)","(4.8, 6.2, 6.0)","(81.0, 250.0, 196.66666666666669)"
12-01-2023 10:45:04.053660,"(8.5, 10.5, 10.25625)","(3.0, 3.7, 3.5615384615384613)","(6.0, 8.2, 7.807142857142857)","(15.0, 25.0, 24.875)","(6.5, 7.6, 7.371428571428571)","(5.0, 7.6, 7.39047619047619)","(4.8, 6.2, 6.0200000000000005)","(81.0, 250.0, 208.33333333333334)"
12-01-2023 10:45:05.089006,"(8.5, 10.5, 10.25625)","(3.0, 3.6, 3.5166666666666666)","(6.0, 8.2, 7.833333333333333)","(15.0, 25.0, 24.892857142857142)","(6.5, 7.6, 7.542857142857143)","(5.0, 7.6, 7.248)","(4.8, 6.2, 5.751333333333333)","(81.0, 250.0, 208.33333333333334)"
12-01-2023 10:45:06.135356,"(8.5, 10.5, 10.25625)","(3.0, 3.6, 3.5142857142857142)","(6.0, 8.2, 7.742857142857143)","(15.0, 25.0, 24.90625)","(6.5, 7.6, 7.542857142857143)","(5.0, 7.6, 6.641666666666667)","(4.8, 5.8, 5.752027027027027)","(81.0, 250.0, 208.33333333333334)"
12-01-2023 10:45:07.116689,"(8.5, 10.5, 10.283333333333333)","(3.0, 3.7, 3.6625)","(6.0, 8.2, 7.78974358974359)","(15.0, 25.0, 24.79310344827586)","(6.5, 7.6, 7.542857142857143)","(5.0, 7.6, 6.641666666666667)","(4.8, 5.8, 5.752027027027027)","(81.0, 250.0, 208.33333333333334)"
12-01-2023 10:45:08.132817,"(8.5, 10.5, 10.283333333333333)","(3.0, 3.75, 3.6520408163265303)","(6.0, 8.2, 7.742857142857143)","(15.0, 25.0, 24.347826086956523)","(6.5, 7.6, 7.381818181818182)","(5.0, 7.4, 6.866666666666666)","(4.8, 5.8, 5.772897196261682)","(81.0, 250.0, 208.33333333333334)"
12-01-2023 10:45:09.195737,"(8.5, 10.5, 10.283333333333333)","(3.0, 3.75, 3.6646341463414633)","(6.0, 8.2, 7.844444444444444)","(15.0, 25.0, 24.347826086956523)","(6.5, 7.6, 7.381818181818182)","(5.0, 7.4, 6.786666666666666)","(4.8, 5.8, 5.774757281553398)","(81.0, 250.0, 208.33333333333334)"
12-01-2023 10:45:10.285585,"(8.5, 10.5, 10.283333333333333)","(3.0, 3.75, 3.6527777777777777)","(6.0, 8.2, 7.902325581395349)","(15.0, 22.0, 20.842105263157894)","(6.5, 7.6, 7.3428571428571425)","(5.0, 7.4, 6.786666666666666)","(4.8, 5.8, 5.775700934579439)","(81.0, 250.0, 175.0)"
12-01-2023 10:45:11.423107,"(8.5, 10.5, 10.283333333333333)","(3.0, 3.75, 3.6648936170212765)","(6.0, 8.2, 7.844444444444444)","(15.0, 22.0, 21.153846153846153)","(6.5, 7.6, 7.3428571428571425)","(5.0, 7.4, 6.76551724137931)","(4.8, 5.8, 5.776415094339622)","(81.0, 250.0, 175.0)"
12-01-2023 10:45:12.451542,"(8.5, 10.5, 10.283333333333333)","(3.0, 3.9, 3.8929245283018865)","(6.0, 8.2, 7.844444444444444)","(15.0, 22.0, 21.153846153846153)","(6.5, 7.6, 7.369230769230769)","(5.0, 7.4, 6.243181818181818)","(4.8, 5.8, 5.781818181818181)","(81.0, 250.0, 175.0)"
12-01-2023 10:45:13.487326,"(8.5, 10.5, 10.283333333333333)","(3.0, 4.0, 3.808695652173913)","(6.0, 8.2, 7.8999999999999995)","(15.0, 22.0, 21.428571428571427)","(6.5, 7.6, 7.4399999999999995)","(5.0, 6.4, 6.241379310344827)","(4.8, 5.8, 5.781818181818181)","(81.0, 250.0, 170.0)"
12-01-2023 10:45:14.479635,"(8.5, 10.5, 10.283333333333333)","(3.0, 4.0, 3.859459459459459)","(6.0, 8.2, 7.942857142857142)","(15.0, 22.0, 21.57894736842105)","(6.5, 7.6, 7.4399999999999995)","(5.0, 6.4, 6.241379310344827)","(4.8, 5.8, 5.781818181818181)","(81.0, 250.0, 170.0)"
12-01-2023 10:45:15.490366,"(8.5, 10.5, 10.283333333333333)","(3.0, 4.0, 3.86875)","(6.0, 8.2, 8.033333333333333)","(15.0, 22.0, 21.57894736842105)","(6.5, 7.6, 7.4399999999999995)","(5.0, 6.4, 6.241379310344827)","(4.8, 5.8, 5.797590361445783)","(81.0, 250.0, 175.0)"
12-01-2023 10:45:16.458527,"(8.5, 10.5, 10.283333333333333)","(3.0, 4.0, 3.895)","(6.0, 8.2, 8.033333333333333)","(15.0, 22.0, 21.652173913043477)","(6.5, 7.6, 7.4399999999999995)","(5.0, 6.4, 6.241379310344827)","(4.8, 5.8, 6.1308510638297875)","(81.0, 250.0, 175.0)"
12-01-2023 10:45:17.522608,"(8.5, 10.5, 10.283333333333333)","(3.0, 4.0, 3.892857142857143)","(6.0, 8.2, 7.8999999999999995)","(15.0, 22.0, 21.652173913043477)","(6.5, 7.6, 7.26)","(5.0, 6.4, 6.791666666666666)","(4.8, 6.2, 6.117525773195877)","(81.0, 250.0, 175.0)"
12-01-2023 10:45:18.508613,"(8.5, 10.5, 10.283333333333333)","(3.0, 4.0, 3.941176470588235)","(6.0, 8.2, 7.8999999999999995)","(15.0, 22.0, 21.428571428571427)","(6.5, 7.2, 7.019148936170213)","(5.0, 6.8, 7.183419689119171)","(4.8, 6.2, 5.996341463414634)","(81.0, 250.0, 175.0)"
12-01-2023 10:45:19.551127,"(8.5, 10.5, 10.283333333333333)","(3.0, 4.0, 3.9318181818181817)","(6.0, 8.2, 7.8999999999999995)","(15.0, 22.0, 21.25)","(6.5, 7.2, 6.66)","(5.0, 7.2, 7.183246073298429)","(4.8, 6.0, 6.109090909090909)","(81.0, 250.0, 175.0)"
12-01-2023 10:45:20.633940,"(8.5, 10.5, 10.004761904761905)","(3.0, 4.0, 3.8833333333333333)","(6.0, 8.2, 8.03157894736842)","(15.0, 22.0, 21.25)","(6.5, 7.0, 6.828282828282828)","(5.0, 7.2, 6.942857142857143)","(4.8, 6.2, 6.109090909090909)","(81.0, 250.0, 175.0)"
12-01-2023 10:45:21.777681,"(8.5, 10.5, 10.004761904761905)","(3.0, 3.9, 3.8352941176470585)","(6.0, 8.2, 8.03157894736842)","(15.0, 22.0, 21.25)","(6.5, 7.0, 6.832967032967033)","(5.0, 7.2, 6.9523809523809526)","(4.8, 6.2, 5.897560975609757)","(81.0, 250.0, 175.0)"
12-01-2023 10:45:22.929596,"(8.5, 10.5, 10.027272727272727)","(3.0, 4.0, 3.94)","(6.0, 8.2, 7.971428571428571)","(15.0, 22.0, 21.379310344827587)","(6.5, 7.0, 6.814634146341463)","(5.0, 7.2, 6.906666666666666)","(4.8, 5.9, 5.897560975609757)","(81.0, 250.0, 175.0)"
12-01-2023 10:45:24.015640,"(8.5, 10.5, 10.027272727272727)","(3.0, 4.1, 3.94)","(6.0, 8.2, 7.971428571428571)","(15.0, 22.0, 21.379310344827587)","(6.5, 7.0, 6.802597402597402)","(5.0, 7.2, 6.906666666666666)","(4.8, 5.9, 5.876271186440678)","(81.0, 250.0, 175.0)"
12-01-2023 10:45:25.041817,"(8.5, 10.5, 10.045)","(3.0, 4.1, 3.9375)","(6.0, 8.2, 7.9818181818181815)","(15.0, 22.0, 21.307692307692307)","(6.5, 7.0, 6.653333333333333)","(5.0, 7.2, 6.903225806451613)","(4.8, 5.9, 5.873684210526316)","(81.0, 250.0, 183.33333333333334)"
12-01-2023 10:45:26.162302,"(8.5, 10.5, 9.9)","(3.0, 4.1, 3.934782608695652)","(6.0, 8.2, 8.085714285714285)","(15.0, 22.0, 21.416666666666668)","(6.5, 7.0, 6.659259259259259)","(5.0, 7.2, 7.10935960591133)","(4.8, 5.9, 5.912)","(81.0, 250.0, 183.33333333333334)"
12-01-2023 10:45:27.437434,"(8.5, 10.5, 9.9)","(3.0, 4.1, 3.944444444444444)","(6.0, 8.2, 8.085714285714285)","(15.0, 22.0, 21.789473684210527)","(6.5, 7.0, 6.659259259259259)","(5.0, 7.2, 6.816666666666666)","(4.8, 6.0, 5.964705882352941)","(81.0, 250.0, 183.33333333333334)"
12-01-2023 10:45:28.672959,"(8.5, 10.5, 9.9)","(3.1, 4.1, 3.944444444444444)","(6.0, 8.2, 8.085714285714285)","(15.0, 22.0, 24.96551724137931)","(6.5, 7.0, 6.8253164556962025)","(5.0, 7.2, 6.808)","(4.8, 6.0, 5.951515151515151)","(81.0, 250.0, 183.33333333333334)"
12-01-2023 10:45:29.856469,"(8.5, 10.5, 9.987878787878788)","(3.1, 4.0, 3.9208333333333334)","(6.0, 8.2, 7.942857142857142)","(15.0, 26.0, 25.310344827586206)","(6.5, 7.0, 6.8253164556962025)","(5.0, 7.0, 6.622222222222222)","(4.8, 6.0, 5.886363636363637)","(81.0, 250.0, 183.33333333333334)"
