,Confusion,Tolkowsky,Valley Of Dreams,Gold Lunar,Silesian,Jumeirah Triangle
15-12-2022 13:48:31.152663,"(2.4, 2.88, 2.8645045045045046)","(6.0, 6.8, 6.751785714285714)","(2.6, 2.82, 2.811596638655462)","(13.0, 17.5, 17.336363636363636)","(12.0, 13.5, 13.105882352941176)","(51.0, 90.0, 87.29166666666667)"
15-12-2022 13:48:32.149040,"(2.4, 2.88, 2.8645045045045046)","(6.0, 6.8, 6.751785714285714)","(2.6, 2.82, 2.812307692307692)","(13.0, 17.5, 17.336363636363636)","(12.0, 13.5, 13.1045197740113)","(51.0, 90.0, 87.17391304347827)"
15-12-2022 13:48:33.516939,"(2.4, 2.88, 2.8645045045045046)","(6.0, 6.8, 6.751785714285714)","(2.6, 2.82, 2.8088888888888888)","(13.0, 17.5, 17.336363636363636)","(11.0, 13.5, 13.091160220994475)","(51.0, 90.0, 87.17391304347827)"
15-12-2022 13:48:34.655514,"(2.45, 2.88, 2.8645045045045046)","(6.0, 6.8, 6.751785714285714)","(2.6, 2.82, 2.8134615384615382)","(13.0, 17.5, 17.336363636363636)","(11.0, 13.5, 13.091160220994475)","(51.0, 90.0, 86.19047619047619)"
15-12-2022 13:48:35.710325,"(2.45, 2.88, 2.865079365079365)","(6.0, 6.8, 6.751785714285714)","(2.6, 2.82, 2.8134615384615382)","(13.0, 17.5, 17.336363636363636)","(11.0, 13.5, 13.091160220994475)","(51.0, 90.0, 86.19047619047619)"
15-12-2022 13:48:36.839112,"(2.45, 2.88, 2.8641379310344828)","(6.0, 6.8, 6.751785714285714)","(2.6, 2.84, 2.827027027027027)","(13.0, 17.5, 17.336363636363636)","(11.0, 13.0, 12.770833333333334)","(51.0, 90.0, 86.19047619047619)"
15-12-2022 13:48:38.158838,"(2.45, 2.88, 2.8641379310344828)","(6.0, 6.8, 6.751785714285714)","(2.6, 2.84, 2.8285714285714283)","(13.0, 17.5, 17.36)","(11.0, 13.0, 12.72887323943662)","(51.0, 90.0, 86.19047619047619)"
15-12-2022 13:48:39.279805,"(2.45, 2.88, 2.863934426229508)","(6.0, 6.8, 6.724137931034482)","(2.6, 2.84, 2.8344954128440367)","(13.0, 17.5, 17.36)","(11.0, 13.0, 12.72887323943662)","(51.0, 90.0, 86.19047619047619)"
15-12-2022 13:48:40.238742,"(2.45, 2.88, 2.863934426229508)","(6.0, 6.8, 6.68780487804878)","(2.6, 2.84, 2.834059405940594)","(13.0, 17.5, 17.36)","(11.0, 13.0, 12.72887323943662)","(51.0, 90.0, 86.19047619047619)"
15-12-2022 13:48:41.272985,"(2.45, 2.88, 2.863934426229508)","(6.0, 6.8, 6.6117647058823525)","(2.6, 2.84, 2.827222222222222)","(13.0, 17.5, 17.413793103448278)","(11.0, 13.0, 12.53020134228188)","(51.0, 90.0, 81.27118644067797)"
15-12-2022 13:48:42.608245,"(2.45, 2.88, 2.868155339805825)","(6.0, 6.8, 6.754054054054054)","(2.6, 2.86, 2.80375)","(13.0, 17.5, 17.508196721311474)","(11.0, 13.0, 12.69927536231884)","(51.0, 85.0, 80.92592592592592)"
15-12-2022 13:48:43.726101,"(2.45, 2.9, 2.866530612244898)","(6.0, 6.8, 6.754054054054054)","(2.6, 2.84, 2.80375)","(13.0, 18.0, 17.29090909090909)","(11.0, 13.0, 12.68)","(51.0, 85.0, 81.0)"
15-12-2022 13:48:44.715814,"(2.45, 2.9, 2.879417475728155)","(6.0, 6.8, 6.728909952606635)","(2.6, 2.78, 2.7772687224669603)","(13.0, 17.5, 17.355555555555554)","(11.0, 13.0, 12.707692307692307)","(51.0, 85.0, 81.14754098360656)"
15-12-2022 13:48:45.735579,"(2.45, 2.9, 2.892121212121212)","(6.0, 7.0, 6.801047120418848)","(2.6, 2.78, 2.7743333333333333)","(13.0, 17.5, 17.145833333333332)","(11.0, 13.0, 12.653125)","(51.0, 85.0, 81.14754098360656)"
15-12-2022 13:48:46.763373,"(2.45, 2.94, 2.921388888888889)","(6.0, 6.8, 6.745762711864407)","(2.6, 2.78, 2.76468085106383)","(13.0, 17.5, 17.125)","(11.0, 13.0, 12.62171052631579)","(51.0, 85.0, 77.5)"
15-12-2022 13:48:47.724857,"(2.45, 2.94, 2.924)","(6.0, 7.0, 6.749848942598187)","(2.6, 2.78, 2.76468085106383)","(13.0, 17.5, 17.125)","(11.0, 13.0, 12.62171052631579)","(51.0, 80.0, 81.92307692307692)"
15-12-2022 13:48:48.789336,"(2.45, 2.94, 2.922222222222222)","(6.0, 7.0, 6.749848942598187)","(2.6, 2.78, 2.76468085106383)","(13.0, 17.5, 17.25409836065574)","(11.0, 13.0, 12.62171052631579)","(51.0, 85.0, 82.66666666666667)"
15-12-2022 13:48:49.762818,"(2.45, 2.94, 2.93187969924812)","(6.0, 7.0, 6.856505576208178)","(2.6, 2.76, 2.755544041450777)","(13.0, 17.5, 17.381818181818183)","(11.0, 13.0, 12.552845528455284)","(51.0, 85.0, 82.66666666666667)"
15-12-2022 13:48:50.619202,"(2.45, 2.94, 2.9276923076923076)","(6.0, 7.0, 6.862307692307692)","(2.6, 2.76, 2.7558730158730156)","(13.0, 18.0, 17.41747572815534)","(11.0, 12.5, 12.327464788732394)","(51.0, 85.0, 82.66666666666667)"
15-12-2022 13:48:51.567674,"(2.45, 2.96, 2.959423076923077)","(6.0, 7.0, 6.862307692307692)","(2.6, 2.74, 2.7238655462184878)","(13.0, 18.0, 17.41747572815534)","(11.0, 12.5, 12.311538461538461)","(51.0, 85.0, 82.66666666666667)"
15-12-2022 13:48:52.633604,"(2.45, 2.96, 2.9592380952380952)","(6.0, 7.0, 6.87136563876652)","(2.6, 2.74, 2.7236800000000003)","(13.0, 18.0, 17.41747572815534)","(11.0, 12.5, 12.317164179104477)","(51.0, 85.0, 83.63636363636364)"
15-12-2022 13:48:53.608033,"(2.45, 2.96, 2.9595081967213113)","(6.0, 7.0, 6.87136563876652)","(2.6, 2.74, 2.7236800000000003)","(13.0, 18.0, 17.41747572815534)","(11.0, 12.5, 12.317164179104477)","(51.0, 85.0, 83.63636363636364)"
15-12-2022 13:48:54.553552,"(2.45, 3.0, 2.9824827586206895)","(6.0, 7.0, 6.871681415929204)","(2.6, 2.72, 2.7191208791208794)","(13.0, 18.0, 17.676470588235293)","(11.0, 12.5, 12.26158940397351)","(51.0, 85.0, 83.33333333333333)"
15-12-2022 13:48:55.544636,"(2.45, 2.98, 2.9765273311897107)","(6.0, 7.0, 6.871681415929204)","(2.6, 2.72, 2.714526315789474)","(13.0, 18.0, 17.676470588235293)","(11.0, 13.0, 12.637755102040817)","(51.0, 85.0, 82.77777777777777)"
15-12-2022 13:48:56.561037,"(2.45, 3.0, 2.988041237113402)","(6.0, 7.0, 6.886274509803921)","(2.6, 2.72, 2.702)","(13.0, 18.0, 17.676470588235293)","(11.0, 12.5, 12.097457627118644)","(51.0, 85.0, 83.57142857142857)"
15-12-2022 13:48:57.512171,"(2.45, 3.05, 3.0288461538461537)","(6.0, 7.0, 6.897887323943662)","(2.6, 2.68, 2.6754761904761906)","(13.0, 18.0, 17.676470588235293)","(11.0, 12.5, 12.110655737704919)","(51.0, 85.0, 83.57142857142857)"
15-12-2022 13:48:58.580410,"(2.45, 3.05, 3.0336805555555553)","(6.0, 7.0, 6.897887323943662)","(2.6, 2.68, 2.6735593220338982)","(13.0, 18.0, 17.676470588235293)","(11.0, 12.5, 11.98)","(51.0, 90.0, 82.77777777777777)"
15-12-2022 13:48:59.579389,"(2.45, 3.05, 3.0385767790262173)","(6.0, 7.0, 6.894160583941606)","(2.6, 2.68, 2.670877192982456)","(13.0, 18.0, 17.676470588235293)","(11.0, 12.0, 11.98)","(51.0, 90.0, 82.77777777777777)"
15-12-2022 13:49:00.547186,"(2.45, 3.05, 3.0471088435374147)","(6.0, 7.0, 6.882008368200837)","(2.6, 2.66, 2.640159362549801)","(13.0, 18.0, 18.365384615384617)","(11.0, 12.0, 11.42039800995025)","(51.0, 90.0, 82.77777777777777)"
15-12-2022 13:49:01.478532,"(2.45, 3.1, 3.0889583333333333)","(6.0, 7.0, 6.8779220779220775)","(2.6, 2.64, 2.635593220338983)","(13.0, 19.0, 18.65625)","(11.0, 11.5, 11.433333333333334)","(51.0, 90.0, 83.15789473684211)"
15-12-2022 13:49:02.474481,"(2.45, 3.1, 3.08363309352518)","(6.0, 7.0, 6.879838709677419)","(2.6, 2.64, 2.6343023255813955)","(13.0, 19.0, 18.586206896551722)","(11.0, 11.5, 11.436274509803921)","(51.0, 90.0, 83.15789473684211)"
15-12-2022 13:49:03.471705,"(2.45, 3.1, 3.0821428571428573)","(6.0, 7.0, 6.875313807531381)","(2.6, 2.64, 2.637948717948718)","(13.0, 19.5, 19.15909090909091)","(11.0, 11.5, 11.426553672316384)","(51.0, 90.0, 83.15789473684211)"
15-12-2022 13:49:04.506946,"(2.45, 3.1, 3.0821428571428573)","(6.0, 7.0, 6.875313807531381)","(2.6, 2.64, 2.637948717948718)","(13.0, 19.5, 19.15909090909091)","(11.0, 11.5, 11.426553672316384)","(51.0, 90.0, 83.15789473684211)"
15-12-2022 13:49:05.438783,"(2.45, 3.1, 3.0823287671232875)","(6.0, 7.0, 6.880357142857143)","(2.6, 2.66, 2.642661596958175)","(13.0, 19.0, 18.91025641025641)","(11.0, 11.5, 11.341530054644808)","(51.0, 85.0, 84.52380952380952)"
15-12-2022 13:49:06.423752,"(2.45, 3.1, 3.079901960784314)","(6.0, 7.0, 6.876497695852534)","(2.6, 2.66, 2.644)","(13.0, 19.0, 18.854166666666668)","(11.0, 11.5, 11.3)","(51.0, 85.0, 84.41176470588235)"
15-12-2022 13:49:07.328731,"(2.45, 3.1, 3.0851265822784812)","(6.0, 7.0, 6.876497695852534)","(2.6, 2.66, 2.644385964912281)","(13.0, 19.0, 18.702380952380953)","(11.0, 11.5, 11.295580110497237)","(51.0, 85.0, 81.95652173913044)"
15-12-2022 13:49:08.323991,"(2.45, 3.1, 3.05752427184466)","(6.0, 7.0, 6.876497695852534)","(2.5, 2.66, 2.64494623655914)","(14.0, 18.5, 18.1)","(10.0, 11.5, 11.541958041958042)","(51.0, 85.0, 81.95652173913044)"
15-12-2022 13:49:09.283612,"(2.45, 3.1, 3.0667844522968197)","(6.0, 7.0, 6.876497695852534)","(2.5, 2.68, 2.6634108527131786)","(14.0, 18.5, 18.161016949152543)","(10.0, 12.0, 11.562015503875969)","(51.0, 85.0, 81.95652173913044)"
15-12-2022 13:49:10.227905,"(2.45, 3.1, 3.061322645290581)","(6.0, 7.0, 6.88296943231441)","(2.5, 2.66, 2.6494630872483222)","(14.0, 18.5, 18.048387096774192)","(10.0, 12.0, 11.525210084033613)","(51.0, 85.0, 81.95652173913044)"
15-12-2022 13:49:11.264740,"(2.45, 3.1, 3.0542168674698797)","(6.0, 7.0, 6.88296943231441)","(2.5, 2.66, 2.6487857142857143)","(14.0, 18.5, 18.048387096774192)","(10.0, 12.0, 11.233333333333334)","(51.0, 85.0, 81.95652173913044)"
15-12-2022 13:49:12.226809,"(2.45, 3.05, 3.037005649717514)","(6.0, 7.0, 6.861855670103092)","(2.5, 2.7, 2.6842990654205607)","(14.0, 18.5, 18.007462686567163)","(10.0, 11.5, 11.375)","(51.0, 85.0, 82.72727272727272)"
15-12-2022 13:49:13.124761,"(2.45, 3.05, 3.0003048780487807)","(6.0, 7.0, 6.875925925925926)","(2.5, 2.68, 2.6798305084745766)","(14.0, 18.5, 18.125)","(10.0, 11.5, 11.320689655172414)","(51.0, 85.0, 84.84375)"
15-12-2022 13:49:14.101925,"(2.45, 3.05, 3.0134297520661155)","(6.0, 7.0, 6.888888888888888)","(2.5, 2.72, 2.7036781609195404)","(14.0, 18.5, 18.22826086956522)","(10.0, 11.5, 11.338509316770187)","(51.0, 90.0, 83.75)"
15-12-2022 13:49:15.044215,"(2.45, 3.05, 3.011036036036036)","(6.0, 7.0, 6.888888888888888)","(2.5, 2.72, 2.701397379912664)","(14.0, 18.5, 18.214285714285715)","(10.0, 11.5, 11.394618834080717)","(51.0, 85.0, 83.69565217391305)"
15-12-2022 13:49:15.946483,"(2.45, 3.0, 2.9954006968641114)","(6.0, 7.0, 6.913934426229508)","(2.5, 2.72, 2.7044318181818183)","(14.0, 18.5, 18.1875)","(10.0, 11.5, 11.575471698113208)","(51.0, 85.0, 83.69565217391305)"
15-12-2022 13:49:16.901854,"(2.45, 3.0, 2.992)","(6.0, 7.0, 6.917535545023696)","(2.5, 2.72, 2.7044318181818183)","(14.0, 18.5, 18.1875)","(10.0, 12.0, 11.575471698113208)","(51.0, 85.0, 83.69565217391305)"
15-12-2022 13:49:17.967904,"(2.45, 3.0, 2.9855072463768115)","(6.0, 7.0, 6.917535545023696)","(2.45, 2.72, 2.7079591836734695)","(14.0, 18.5, 18.055555555555557)","(10.0, 12.0, 11.560126582278482)","(51.0, 85.0, 83.69565217391305)"
15-12-2022 13:49:19.130401,"(2.45, 3.0, 2.9817283950617286)","(6.0, 7.0, 6.913861386138613)","(2.45, 2.72, 2.7079591836734695)","(14.0, 18.5, 18.204545454545453)","(10.0, 12.0, 11.540625)","(51.0, 85.0, 84.0909090909091)"
15-12-2022 13:49:20.312625,"(2.45, 3.0, 2.9779999999999998)","(6.0, 7.0, 6.93203125)","(2.45, 2.72, 2.7160402684563762)","(14.0, 18.5, 18.353658536585368)","(10.0, 12.0, 11.642156862745098)","(51.0, 85.0, 84.25925925925927)"
15-12-2022 13:49:21.412615,"(2.45, 3.0, 2.9858479532163744)","(6.0, 7.0, 6.914576271186441)","(2.45, 2.72, 2.7697931034482757)","(14.0, 18.5, 18.483333333333334)","(10.0, 12.0, 11.604651162790697)","(51.0, 85.0, 84.25925925925927)"
15-12-2022 13:49:22.317632,"(2.45, 2.96, 2.941578947368421)","(6.0, 7.0, 6.914576271186441)","(2.45, 2.78, 2.7697931034482757)","(14.0, 18.5, 18.483333333333334)","(10.0, 12.0, 11.604651162790697)","(51.0, 85.0, 84.25925925925927)"
15-12-2022 13:49:23.232501,"(2.45, 2.94, 2.9299999999999997)","(6.0, 7.0, 6.907491856677525)","(2.45, 2.78, 2.7668852459016393)","(14.0, 18.5, 18.470588235294116)","(10.0, 12.0, 11.644351464435147)","(51.0, 85.0, 84.25925925925927)"
15-12-2022 13:49:24.224897,"(2.45, 2.96, 2.9334375)","(6.0, 7.0, 6.907491856677525)","(2.45, 2.78, 2.770175438596491)","(14.0, 18.5, 18.37142857142857)","(10.0, 12.0, 11.684306569343066)","(51.0, 85.0, 83.06451612903226)"
15-12-2022 13:49:25.256493,"(2.45, 2.96, 2.9334375)","(6.0, 7.0, 6.904697986577181)","(2.45, 2.78, 2.7624999999999997)","(14.0, 18.5, 18.358974358974358)","(10.0, 12.0, 11.684306569343066)","(51.0, 85.0, 83.06451612903226)"
15-12-2022 13:49:26.295361,"(2.45, 2.96, 2.9334375)","(6.0, 7.0, 6.904697986577181)","(2.45, 2.78, 2.7624999999999997)","(14.0, 18.5, 18.4)","(10.0, 11.5, 11.490963855421686)","(51.0, 85.0, 84.2)"
15-12-2022 13:49:27.280068,"(2.45, 2.94, 2.9304761904761905)","(6.0, 7.0, 6.921008403361345)","(2.45, 2.78, 2.773540372670807)","(14.0, 18.5, 18.482758620689655)","(10.0, 11.5, 11.434911242603551)","(51.0, 85.0, 84.04761904761905)"
15-12-2022 13:49:28.270210,"(2.45, 2.94, 2.921111111111111)","(6.0, 7.0, 6.924242424242424)","(2.45, 2.8, 2.780232558139535)","(14.0, 18.5, 18.483870967741936)","(10.0, 11.5, 11.439024390243903)","(51.0, 85.0, 82.5)"
15-12-2022 13:49:29.176225,"(2.45, 2.94, 2.921111111111111)","(6.0, 7.0, 6.955696202531645)","(2.45, 2.78, 2.7754502369668246)","(14.0, 18.5, 18.483870967741936)","(10.0, 11.5, 11.430555555555555)","(51.0, 90.0, 82.10526315789474)"
15-12-2022 13:49:30.182879,"(2.45, 2.92, 2.9154074074074074)","(6.0, 7.0, 6.948837209302326)","(2.45, 2.78, 2.7673972602739725)","(14.0, 18.5, 18.4811320754717)","(10.0, 11.5, 11.38860103626943)","(51.0, 90.0, 82.5)"
15-12-2022 13:49:31.206224,"(2.45, 2.92, 2.916326530612245)","(6.0, 7.0, 6.965128205128205)","(2.45, 2.8, 2.78)","(14.0, 18.5, 18.377551020408163)","(10.0, 11.5, 11.388020833333334)","(51.0, 90.0, 82.5)"
15-12-2022 13:49:32.253378,"(2.45, 2.9, 2.8970048309178744)","(6.0, 7.0, 6.966336633663366)","(2.45, 2.78, 2.7766153846153845)","(14.0, 18.5, 18.46551724137931)","(10.0, 11.5, 11.45)","(51.0, 90.0, 82.5)"
15-12-2022 13:49:33.223962,"(2.45, 2.92, 2.8948)","(6.0, 7.0, 6.969473684210526)","(2.45, 2.8, 2.7830985915492956)","(14.0, 18.5, 18.46551724137931)","(10.0, 11.5, 11.587912087912088)","(51.0, 90.0, 82.5)"
15-12-2022 13:49:34.158289,"(2.45, 2.9, 2.893592233009709)","(6.0, 7.0, 6.94726368159204)","(2.45, 2.78, 2.7754901960784313)","(14.0, 18.5, 18.46551724137931)","(10.0, 12.0, 11.678191489361701)","(51.0, 90.0, 82.5)"
15-12-2022 13:49:35.174629,"(2.45, 2.88, 2.8747692307692305)","(6.0, 7.0, 6.963291139240506)","(2.45, 2.78, 2.8050761421319796)","(14.0, 18.5, 18.377777777777776)","(10.0, 12.0, 11.717289719626168)","(51.0, 90.0, 81.17647058823529)"
15-12-2022 13:49:36.165985,"(2.45, 2.88, 2.8746745562130176)","(6.0, 7.0, 6.9655502392344495)","(2.45, 2.84, 2.8138071065989845)","(14.0, 18.5, 18.377777777777776)","(10.0, 12.0, 11.722477064220184)","(51.0, 90.0, 86.66666666666667)"
15-12-2022 13:49:37.227000,"(2.45, 2.86, 2.840324324324324)","(6.0, 7.0, 6.989071038251366)","(2.45, 2.82, 2.8)","(14.0, 18.5, 18.291338582677167)","(10.0, 12.0, 11.693627450980392)","(51.0, 90.0, 86.80851063829788)"
15-12-2022 13:49:38.267943,"(2.45, 2.86, 2.8411999999999997)","(6.0, 7.2, 7.008965517241379)","(2.45, 2.82, 2.813333333333333)","(14.0, 19.0, 18.54945054945055)","(10.0, 12.0, 12.065989847715736)","(51.0, 90.0, 86.80851063829788)"
15-12-2022 13:49:39.322962,"(2.45, 2.84, 2.8312)","(6.0, 7.2, 7.03109756097561)","(2.45, 2.8, 2.7962626262626262)","(14.0, 19.0, 18.333333333333332)","(10.0, 12.5, 12.266272189349113)","(51.0, 90.0, 87.65625)"
15-12-2022 13:49:40.292737,"(2.45, 2.82, 2.8176923076923077)","(6.0, 7.2, 7.026537216828479)","(2.45, 2.8, 2.793913043478261)","(14.0, 18.5, 18.333333333333332)","(10.0, 13.0, 12.44767441860465)","(51.0, 90.0, 87.65625)"
15-12-2022 13:49:41.242510,"(2.45, 2.82, 2.8169047619047616)","(6.0, 7.2, 7.043523316062176)","(2.45, 2.8, 2.7965803108808287)","(14.0, 18.5, 18.424242424242426)","(10.0, 12.5, 12.433962264150944)","(51.0, 90.0, 87.65625)"
15-12-2022 13:49:42.229770,"(2.45, 2.82, 2.8148837209302324)","(6.0, 7.2, 7.047648902821317)","(2.45, 2.8, 2.787272727272727)","(14.0, 18.5, 18.330188679245282)","(10.0, 12.5, 12.433962264150944)","(51.0, 90.0, 87.65625)"
15-12-2022 13:49:43.240362,"(2.45, 2.84, 2.8087735849056603)","(6.0, 7.2, 7.047169811320755)","(2.45, 2.8, 2.786988847583643)","(14.0, 18.5, 18.357142857142858)","(10.0, 12.5, 12.46)","(51.0, 90.0, 87.83333333333333)"
15-12-2022 13:49:44.203994,"(2.45, 2.82, 2.8189189189189188)","(6.0, 7.2, 7.057478005865103)","(2.45, 2.8, 2.7893292682926827)","(14.0, 18.5, 18.20625)","(10.0, 13.0, 12.517094017094017)","(51.0, 90.0, 87.96875)"
15-12-2022 13:49:45.168134,"(2.45, 2.84, 2.813306451612903)","(6.0, 7.2, 7.057478005865103)","(2.45, 2.8, 2.7893292682926827)","(14.0, 18.5, 18.20625)","(10.0, 13.0, 12.517094017094017)","(51.0, 90.0, 87.96875)"
15-12-2022 13:49:46.190158,"(2.45, 2.84, 2.8128484848484847)","(6.0, 7.2, 7.046202531645569)","(2.45, 2.8, 2.789795918367347)","(14.0, 18.5, 18.20625)","(10.0, 13.0, 12.516666666666667)","(51.0, 90.0, 87.96875)"
15-12-2022 13:49:47.204964,"(2.45, 2.82, 2.8134426229508196)","(6.0, 7.2, 7.0643051771117165)","(2.45, 2.8, 2.7806060606060603)","(14.0, 18.5, 18.20625)","(10.0, 13.0, 12.67687074829932)","(51.0, 90.0, 87.96875)"
15-12-2022 13:49:48.152624,"(2.45, 2.84, 2.8350943396226413)","(6.0, 7.2, 7.069436201780415)","(2.45, 2.78, 2.7763636363636364)","(14.0, 18.5, 18.20625)","(10.0, 13.0, 12.488636363636363)","(51.0, 90.0, 87.75862068965517)"
15-12-2022 13:49:49.098713,"(2.45, 2.86, 2.856326530612245)","(6.0, 7.2, 7.070967741935484)","(2.45, 2.78, 2.777407407407407)","(14.0, 18.5, 18.01851851851852)","(10.0, 12.5, 12.135338345864662)","(51.0, 90.0, 88.14285714285714)"
15-12-2022 13:49:50.078705,"(2.45, 2.88, 2.8412422360248444)","(6.0, 7.2, 7.078116343490305)","(2.45, 2.78, 2.8028235294117647)","(14.0, 18.0, 17.198630136986303)","(10.0, 13.0, 12.329545454545455)","(51.0, 90.0, 89.0)"
15-12-2022 13:49:51.040763,"(2.45, 2.82, 2.8168421052631576)","(6.0, 7.4, 7.23932584269663)","(2.45, 2.84, 2.825233644859813)","(14.0, 17.5, 17.198630136986303)","(10.0, 12.5, 12.302083333333334)","(51.0, 90.0, 89.0)"
15-12-2022 13:49:52.129780,"(2.45, 2.82, 2.8106312292358804)","(6.0, 7.2, 7.0)","(2.45, 2.84, 2.7643312101910826)","(14.0, 17.5, 16.92105263157895)","(10.0, 12.5, 11.984444444444444)","(51.0, 90.0, 88.0)"
15-12-2022 13:49:53.173129,"(2.45, 3.05, 3.0391365888181174)","(6.0, 7.0, 6.9796875)","(2.45, 2.8, 2.7643312101910826)","(14.0, 17.5, 16.577464788732396)","(10.0, 12.0, 11.964285714285714)","(51.0, 90.0, 88.66666666666667)"
15-12-2022 13:49:54.049451,"(2.45, 3.0, 2.968888888888889)","(6.0, 6.8, 6.687687687687688)","(2.45, 2.8, 2.7857894736842104)","(14.0, 17.0, 16.577464788732396)","(10.0, 12.0, 11.964285714285714)","(51.0, 90.0, 88.66666666666667)"
15-12-2022 13:49:55.011413,"(2.45, 2.96, 2.9480434782608693)","(6.0, 6.8, 6.661756373937677)","(2.45, 2.8, 2.7823333333333333)","(14.0, 17.0, 16.604938271604937)","(10.0, 12.5, 12.029702970297029)","(51.0, 90.0, 88.33333333333333)"
15-12-2022 13:49:56.114904,"(2.45, 2.96, 2.9556701030927837)","(6.0, 6.6, 6.519587628865979)","(2.45, 2.8, 2.7927142857142857)","(14.0, 17.0, 16.6144578313253)","(10.0, 12.5, 12.13138686131387)","(51.0, 90.0, 86.25)"
15-12-2022 13:49:57.137765,"(2.45, 2.98, 2.9621153846153847)","(6.0, 6.6, 6.506024096385542)","(2.45, 2.8, 2.7927142857142857)","(14.0, 17.0, 16.6144578313253)","(10.0, 12.5, 11.88508064516129)","(51.0, 90.0, 81.42857142857143)"
15-12-2022 13:49:58.073979,"(2.45, 2.98, 2.970487804878049)","(6.0, 6.6, 6.503105590062112)","(2.45, 2.82, 2.8088888888888888)","(14.0, 17.0, 16.6144578313253)","(10.0, 12.0, 11.88508064516129)","(51.0, 85.0, 82.22222222222223)"
15-12-2022 13:49:59.076013,"(2.45, 3.0, 2.9823890784982936)","(6.0, 6.4, 6.391475409836066)","(2.45, 2.84, 2.8238)","(14.0, 17.0, 17.325)","(10.0, 12.0, 11.875432525951558)","(51.0, 85.0, 82.91666666666667)"
15-12-2022 13:50:00.252092,"(2.45, 3.0, 2.9722429906542054)","(6.0, 6.4, 6.36875)","(2.45, 2.86, 2.84)","(14.0, 18.0, 17.892857142857142)","(10.0, 12.0, 11.864661654135338)","(51.0, 85.0, 81.875)"
15-12-2022 13:50:01.464983,"(2.45, 3.0, 2.9738325991189427)","(6.0, 6.4, 6.336656891495601)","(2.45, 2.84, 2.8494382022471907)","(14.0, 18.0, 17.973684210526315)","(10.0, 12.0, 11.802507836990596)","(51.0, 85.0, 81.875)"
15-12-2022 13:50:02.617851,"(2.45, 3.0, 2.9734228187919465)","(6.0, 6.4, 6.322580645161291)","(2.45, 2.86, 2.8494382022471907)","(14.0, 18.0, 17.973684210526315)","(10.0, 12.0, 11.802507836990596)","(51.0, 85.0, 81.875)"
15-12-2022 13:50:03.756004,"(2.6, 2.98, 2.9630681818181817)","(6.0, 6.4, 6.331282051282051)","(2.5, 2.88, 2.866470588235294)","(14.0, 18.0, 17.752336448598133)","(10.0, 12.0, 11.790476190476191)","(51.0, 85.0, 81.25)"
15-12-2022 13:50:04.748515,"(2.6, 2.98, 2.9629714285714286)","(6.0, 6.4, 6.331282051282051)","(2.5, 2.88, 2.864388714733542)","(14.0, 18.0, 17.696969696969695)","(10.0, 12.0, 11.789808917197453)","(51.0, 85.0, 83.63636363636364)"
15-12-2022 13:50:05.788209,"(2.6, 2.98, 2.9605333333333332)","(6.0, 6.4, 6.381818181818182)","(2.5, 2.84, 2.836496350364963)","(14.0, 18.0, 17.720744680851062)","(10.0, 12.0, 12.05952380952381)","(51.0, 90.0, 86.30434782608695)"
15-12-2022 13:50:06.992758,"(2.6, 2.98, 2.978048780487805)","(6.0, 6.6, 6.450145772594753)","(2.5, 2.82, 2.7945599999999997)","(14.0, 18.0, 17.726775956284154)","(10.0, 12.5, 12.047987616099071)","(51.0, 90.0, 86.45833333333333)"
15-12-2022 13:50:08.161143,"(2.6, 2.98, 2.9777884615384616)","(6.0, 6.6, 6.430921052631579)","(2.5, 2.8, 2.7954901960784313)","(14.0, 18.0, 18.10185185185185)","(10.0, 12.5, 12.047987616099071)","(51.0, 90.0, 86.96428571428571)"
15-12-2022 13:50:09.062014,"(2.6, 2.98, 2.969268292682927)","(6.0, 6.6, 6.430921052631579)","(2.5, 2.8, 2.7954901960784313)","(14.0, 18.5, 18.10185185185185)","(10.0, 12.5, 12.047987616099071)","(51.0, 90.0, 86.96428571428571)"
15-12-2022 13:50:10.384672,"(2.6, 2.98, 2.9699543378995434)","(6.0, 6.6, 6.4325732899022805)","(2.5, 2.8, 2.7943859649122804)","(14.0, 18.5, 18.418803418803417)","(10.0, 12.5, 12.053516819571865)","(51.0, 90.0, 85.75)"
15-12-2022 13:50:11.633456,"(2.6, 2.98, 2.969908256880734)","(6.0, 6.6, 6.4325732899022805)","(2.5, 2.8, 2.792)","(14.0, 18.5, 18.068181818181817)","(10.0, 12.5, 12.052147239263803)","(51.0, 90.0, 84.33333333333333)"
15-12-2022 13:50:12.739135,"(2.6, 2.96, 2.958181818181818)","(6.0, 6.6, 6.510924369747899)","(2.5, 2.8, 2.792)","(14.0, 18.5, 17.583333333333332)","(10.0, 12.5, 12.067164179104477)","(51.0, 90.0, 84.33333333333333)"
15-12-2022 13:50:13.836574,"(2.6, 2.96, 2.9520833333333334)","(6.0, 6.8, 6.623214285714285)","(2.5, 2.8, 2.790833333333333)","(14.0, 18.0, 17.31578947368421)","(10.0, 12.5, 11.870833333333334)","(51.0, 90.0, 83.82352941176471)"
15-12-2022 13:50:14.863297,"(2.6, 2.96, 2.9594117647058824)","(6.0, 6.8, 6.611912225705328)","(2.5, 2.82, 2.8070588235294114)","(14.0, 17.5, 17.31578947368421)","(10.0, 12.0, 11.870833333333334)","(51.0, 85.0, 83.82352941176471)"
