,Hello Gorgeous Nz,Abbee Bee,Fleet Of Foot,Justfollowmehome,Ee Jay Why,Krafty Louise,Debrenika,Carmela Domenica,Bettor Be Bucks,My Precious Mama
11-01-2023 20:07:19.586061,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 160.0, 142.5)","(4.0, 4.6, 4.389473684210526)","(8.0, 9.6, 9.1)","(81.0, 130.0, 120.83333333333333)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.666666666666666)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:21.117547,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 160.0, 142.5)","(4.0, 4.6, 4.389473684210526)","(8.0, 9.6, 9.1)","(81.0, 130.0, 120.83333333333333)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.857142857142858)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:22.579657,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 160.0, 142.5)","(4.0, 4.6, 4.389473684210526)","(8.0, 9.6, 9.1)","(81.0, 130.0, 120.83333333333333)","(19.0, 30.0, 26.0)","(11.0, 12.5, 12.2)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:24.276675,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 160.0, 142.5)","(4.0, 4.6, 4.35)","(8.0, 9.6, 9.1)","(81.0, 130.0, 107.5)","(19.0, 30.0, 26.0)","(11.0, 12.5, 12.3125)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:25.903980,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 160.0, 142.5)","(4.0, 4.6, 4.35)","(8.0, 9.6, 9.1)","(81.0, 140.0, 107.5)","(19.0, 30.0, 26.0)","(11.0, 12.5, 12.3125)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:27.371550,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 160.0, 142.5)","(4.0, 4.6, 4.35)","(8.0, 9.6, 9.1)","(81.0, 140.0, 107.5)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.177215189873417)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:28.915214,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 160.0, 142.5)","(4.0, 4.6, 4.35)","(8.0, 9.6, 9.236363636363636)","(81.0, 140.0, 107.5)","(19.0, 30.0, 26.0)","(11.0, 13.0, 11.7)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:30.479728,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 160.0, 142.5)","(4.0, 4.6, 4.35)","(8.0, 9.6, 9.236363636363636)","(81.0, 140.0, 117.5)","(19.0, 30.0, 26.0)","(11.0, 12.5, 12.166666666666666)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:32.019612,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 160.0, 142.5)","(4.0, 4.6, 4.35)","(8.0, 9.6, 9.1)","(81.0, 140.0, 117.5)","(19.0, 30.0, 26.0)","(11.0, 12.5, 12.166666666666666)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:33.562252,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 160.0, 142.5)","(4.0, 4.5, 4.35)","(8.0, 9.6, 9.1)","(81.0, 140.0, 122.85714285714286)","(19.0, 30.0, 26.0)","(11.0, 12.5, 12.166666666666666)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:35.106313,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 160.0, 142.5)","(4.0, 4.5, 4.35)","(8.0, 9.6, 9.1)","(81.0, 140.0, 122.85714285714286)","(19.0, 30.0, 26.0)","(11.0, 12.5, 12.166666666666666)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:36.654465,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 160.0, 142.5)","(4.0, 4.5, 4.35)","(8.0, 9.6, 9.1)","(81.0, 140.0, 122.85714285714286)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.177215189873417)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:38.161723,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 160.0, 142.5)","(4.0, 4.5, 4.35)","(8.0, 9.6, 9.1)","(81.0, 140.0, 122.85714285714286)","(19.0, 30.0, 26.0)","(11.0, 13.0, 11.954545454545455)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:39.706653,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 160.0, 116.66666666666667)","(4.0, 4.5, 4.35)","(8.0, 9.6, 9.292307692307691)","(81.0, 140.0, 96.66666666666667)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.954545454545455)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:41.291122,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 170.0, 116.66666666666667)","(4.0, 4.5, 4.35)","(8.0, 9.6, 9.292307692307691)","(81.0, 140.0, 96.66666666666667)","(19.0, 30.0, 26.0)","(11.0, 12.5, 12.166666666666666)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:42.803834,"(1.75, 99999, 99990)","(6.5, 9.8, 9.3)","(81.0, 170.0, 116.66666666666667)","(4.0, 4.5, 4.418181818181818)","(8.0, 9.6, 9.292307692307691)","(81.0, 140.0, 96.66666666666667)","(19.0, 30.0, 26.0)","(11.0, 12.5, 12.166666666666666)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:44.236528,"(1.75, 99999, 99990)","(6.5, 9.8, 9.3)","(81.0, 170.0, 116.66666666666667)","(4.0, 4.6, 4.418181818181818)","(8.0, 9.6, 9.292307692307691)","(81.0, 140.0, 96.66666666666667)","(19.0, 30.0, 26.0)","(11.0, 12.5, 12.166666666666666)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:45.723855,"(1.75, 99999, 99990)","(6.5, 9.8, 9.3)","(81.0, 170.0, 116.66666666666667)","(4.0, 4.6, 4.418181818181818)","(8.0, 9.6, 9.292307692307691)","(81.0, 140.0, 96.66666666666667)","(19.0, 30.0, 26.0)","(11.0, 12.5, 12.166666666666666)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:47.093930,"(1.75, 99999, 99990)","(6.5, 9.8, 9.3)","(81.0, 170.0, 136.66666666666666)","(4.0, 4.6, 4.418181818181818)","(8.0, 9.6, 9.292307692307691)","(81.0, 140.0, 107.5)","(19.0, 30.0, 26.0)","(11.0, 12.5, 12.166666666666666)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:48.531243,"(1.75, 99999, 99990)","(6.5, 9.8, 9.3)","(81.0, 160.0, 127.5)","(4.0, 4.6, 4.4125)","(8.0, 9.6, 9.292307692307691)","(81.0, 140.0, 107.5)","(19.0, 30.0, 26.0)","(11.0, 12.5, 12.166666666666666)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:50.034658,"(1.75, 99999, 99990)","(6.5, 9.8, 8.942857142857143)","(81.0, 160.0, 127.5)","(4.0, 4.6, 4.4125)","(8.0, 9.6, 9.292307692307691)","(81.0, 140.0, 107.5)","(19.0, 30.0, 26.0)","(11.0, 12.5, 12.166666666666666)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:51.561473,"(1.8, 99999, 99990)","(7.0, 9.8, 8.942857142857143)","(91.0, 160.0, 127.5)","(4.0, 4.6, 4.4125)","(8.0, 9.6, 9.292307692307691)","(81.0, 140.0, 107.5)","(19.0, 30.0, 26.0)","(11.0, 12.5, 12.166666666666666)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:53.112052,"(1.8, 99999, 99990)","(7.0, 9.8, 9.266666666666667)","(91.0, 160.0, 127.5)","(4.0, 4.6, 4.4125)","(8.0, 9.6, 9.292307692307691)","(81.0, 140.0, 107.5)","(19.0, 30.0, 26.0)","(11.0, 12.5, 12.166666666666666)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:54.549045,"(1.8, 99999, 99990)","(7.0, 9.8, 9.266666666666667)","(91.0, 160.0, 127.5)","(4.0, 4.6, 4.4125)","(8.0, 9.6, 9.292307692307691)","(81.0, 140.0, 107.5)","(19.0, 30.0, 26.0)","(11.0, 12.5, 12.166666666666666)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:55.991345,"(1.8, 99999, 99990)","(7.0, 9.8, 9.266666666666667)","(91.0, 160.0, 127.5)","(4.0, 4.6, 4.4125)","(8.0, 9.6, 9.292307692307691)","(81.0, 140.0, 107.5)","(19.0, 30.0, 26.0)","(11.0, 12.5, 12.166666666666666)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:57.438508,"(1.8, 99999, 99990)","(7.0, 9.8, 9.266666666666667)","(91.0, 160.0, 127.5)","(4.0, 4.6, 4.4125)","(8.0, 9.6, 9.292307692307691)","(81.0, 140.0, 107.5)","(19.0, 30.0, 26.0)","(11.0, 12.5, 12.166666666666666)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:58.978468,"(1.8, 99999, 99990)","(7.0, 9.8, 9.266666666666667)","(91.0, 160.0, 127.5)","(4.0, 4.6, 4.4125)","(8.0, 9.6, 9.292307692307691)","(81.0, 140.0, 107.5)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.7)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:00.451378,"(1.8, 99999, 99990)","(7.0, 9.8, 9.266666666666667)","(91.0, 160.0, 127.5)","(4.0, 4.6, 4.4125)","(8.0, 9.6, 9.292307692307691)","(81.0, 140.0, 107.5)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.7)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:01.876343,"(1.8, 99999, 99990)","(7.0, 9.8, 9.0)","(91.0, 160.0, 110.0)","(4.0, 4.6, 4.4125)","(8.0, 9.6, 9.292307692307691)","(81.0, 140.0, 107.5)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.7)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:03.265249,"(1.8, 99999, 99990)","(7.0, 9.8, 8.942857142857143)","(91.0, 170.0, 116.66666666666667)","(4.0, 4.6, 4.4125)","(8.0, 9.6, 9.292307692307691)","(81.0, 140.0, 107.5)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.807692307692308)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:04.628129,"(1.8, 99999, 99990)","(7.0, 9.6, 8.885714285714286)","(91.0, 170.0, 122.0)","(4.0, 4.6, 4.4125)","(8.0, 9.6, 9.292307692307691)","(81.0, 140.0, 107.5)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.807692307692308)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:06.041121,"(1.8, 99999, 99990)","(7.0, 9.6, 8.885714285714286)","(91.0, 170.0, 122.0)","(4.0, 4.6, 4.4125)","(8.0, 9.6, 9.292307692307691)","(81.0, 140.0, 107.5)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.807692307692308)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:07.467216,"(1.8, 99999, 99990)","(7.0, 9.6, 8.885714285714286)","(91.0, 170.0, 122.0)","(4.0, 4.6, 4.50625)","(8.0, 9.6, 9.292307692307691)","(81.0, 140.0, 122.85714285714286)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.807692307692308)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:08.846454,"(1.8, 99999, 99990)","(7.0, 9.6, 8.885714285714286)","(91.0, 170.0, 122.0)","(4.0, 4.6, 4.484615384615385)","(8.0, 9.6, 9.100000000000001)","(81.0, 140.0, 122.85714285714286)","(19.0, 30.0, 27.0)","(11.0, 12.5, 11.642857142857142)","(21.0, 30.0, 27.5)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:10.311918,"(1.8, 99999, 99990)","(7.0, 9.6, 9.17142857142857)","(91.0, 170.0, 122.0)","(4.0, 4.6, 4.484615384615385)","(8.0, 10.0, 9.3)","(81.0, 140.0, 125.0)","(19.0, 30.0, 27.0)","(11.0, 12.5, 11.75)","(21.0, 30.0, 27.5)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:11.710145,"(1.8, 99999, 99990)","(7.0, 9.6, 9.17142857142857)","(91.0, 170.0, 122.0)","(4.0, 4.6, 4.484615384615385)","(8.0, 9.8, 9.133333333333335)","(81.0, 140.0, 103.33333333333333)","(19.0, 30.0, 27.0)","(11.0, 12.5, 11.75)","(21.0, 30.0, 27.5)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:13.211669,"(1.8, 99999, 99990)","(7.0, 9.6, 9.17142857142857)","(91.0, 170.0, 122.0)","(4.0, 4.6, 4.484615384615385)","(8.0, 9.8, 9.2)","(81.0, 140.0, 103.33333333333333)","(19.0, 30.0, 27.0)","(11.0, 12.5, 11.75)","(21.0, 30.0, 27.5)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:14.634258,"(1.8, 99999, 99990)","(7.0, 9.6, 9.17142857142857)","(91.0, 170.0, 110.0)","(4.0, 4.6, 4.484615384615385)","(8.0, 9.6, 9.066666666666666)","(81.0, 140.0, 103.33333333333333)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.75)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:16.132371,"(1.8, 99999, 99990)","(7.0, 9.6, 9.17142857142857)","(91.0, 170.0, 122.0)","(4.0, 4.6, 4.484615384615385)","(8.0, 9.6, 9.066666666666666)","(81.0, 140.0, 103.33333333333333)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.75)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:17.624671,"(1.8, 99999, 99990)","(7.0, 9.6, 9.17142857142857)","(91.0, 170.0, 146.0)","(4.0, 4.6, 4.484615384615385)","(8.0, 9.6, 9.066666666666666)","(81.0, 140.0, 103.33333333333333)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.75)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:19.293916,"(1.8, 99999, 99990)","(7.0, 9.6, 9.17142857142857)","(91.0, 160.0, 146.0)","(4.0, 4.6, 4.484615384615385)","(8.0, 9.6, 9.066666666666666)","(81.0, 140.0, 103.33333333333333)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.75)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:20.770993,"(1.8, 99999, 99990)","(7.0, 9.6, 9.17142857142857)","(91.0, 160.0, 146.0)","(4.0, 4.6, 4.484615384615385)","(8.0, 9.6, 9.066666666666666)","(81.0, 140.0, 103.33333333333333)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.75)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:22.190479,"(1.8, 99999, 99990)","(7.0, 9.6, 9.17142857142857)","(91.0, 160.0, 146.0)","(4.0, 4.6, 4.484615384615385)","(8.0, 9.6, 9.066666666666666)","(81.0, 140.0, 103.33333333333333)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.75)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:23.587618,"(1.8, 99999, 99990)","(7.0, 9.6, 9.17142857142857)","(91.0, 160.0, 146.0)","(4.0, 4.6, 4.484615384615385)","(8.0, 9.6, 9.066666666666666)","(81.0, 140.0, 103.33333333333333)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.75)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:24.999117,"(1.8, 99999, 99990)","(7.0, 9.6, 9.327272727272726)","(91.0, 160.0, 146.0)","(4.0, 4.6, 4.484615384615385)","(8.0, 9.6, 9.066666666666666)","(81.0, 140.0, 103.33333333333333)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.75)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:26.538242,"(1.8, 99999, 99990)","(7.0, 10.0, 9.425)","(91.0, 160.0, 146.0)","(4.0, 4.6, 4.484615384615385)","(8.0, 9.6, 9.066666666666666)","(81.0, 140.0, 103.33333333333333)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.75)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:28.087597,"(1.8, 99999, 99990)","(7.0, 9.8, 9.425)","(91.0, 160.0, 146.0)","(4.0, 4.6, 4.484615384615385)","(8.0, 9.6, 9.066666666666666)","(81.0, 140.0, 103.33333333333333)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.75)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:29.527010,"(1.8, 99999, 99990)","(7.0, 9.8, 9.425)","(91.0, 160.0, 146.0)","(4.0, 4.6, 4.484615384615385)","(8.0, 9.6, 9.066666666666666)","(81.0, 140.0, 103.33333333333333)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.75)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:30.974286,"(1.8, 99999, 99990)","(7.0, 9.8, 9.425)","(91.0, 160.0, 146.0)","(4.0, 4.6, 4.484615384615385)","(8.0, 9.6, 9.066666666666666)","(81.0, 140.0, 103.33333333333333)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.75)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:32.485167,"(1.8, 99999, 99990)","(7.0, 9.8, 9.425)","(91.0, 160.0, 127.14285714285714)","(4.0, 4.6, 4.484615384615385)","(8.0, 9.6, 9.066666666666666)","(81.0, 140.0, 125.71428571428572)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.75)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:33.964838,"(1.8, 99999, 99990)","(7.0, 9.8, 9.425)","(91.0, 170.0, 145.0)","(4.0, 4.6, 4.484615384615385)","(8.0, 9.6, 9.066666666666666)","(81.0, 140.0, 125.71428571428572)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.75)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:35.405390,"(1.8, 99999, 99990)","(7.0, 9.8, 9.425)","(91.0, 170.0, 145.0)","(4.0, 4.6, 4.484615384615385)","(8.0, 9.6, 9.066666666666666)","(81.0, 140.0, 125.71428571428572)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.75)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:36.914932,"(1.8, 99999, 99990)","(7.0, 9.8, 9.425)","(91.0, 170.0, 145.0)","(4.0, 4.6, 4.484615384615385)","(8.0, 9.6, 9.066666666666666)","(81.0, 140.0, 125.71428571428572)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.75)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:38.429857,"(1.8, 99999, 99990)","(7.0, 9.8, 9.425)","(91.0, 170.0, 145.0)","(4.0, 4.6, 4.484615384615385)","(8.0, 9.6, 9.066666666666666)","(81.0, 140.0, 125.71428571428572)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.75)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:39.904710,"(1.8, 99999, 99990)","(7.0, 9.8, 9.425)","(91.0, 170.0, 145.0)","(4.0, 4.6, 4.484615384615385)","(8.0, 9.6, 9.066666666666666)","(81.0, 140.0, 125.71428571428572)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.75)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:41.340250,"(1.8, 99999, 99990)","(7.0, 9.8, 9.425)","(91.0, 170.0, 145.0)","(4.0, 4.6, 4.484615384615385)","(8.0, 9.6, 9.066666666666666)","(81.0, 140.0, 125.71428571428572)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.75)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:42.829722,"(1.8, 99999, 99990)","(7.0, 9.8, 9.425)","(91.0, 170.0, 148.57142857142856)","(4.0, 4.6, 4.484615384615385)","(8.0, 9.6, 9.066666666666666)","(81.0, 140.0, 125.71428571428572)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.75)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:44.297551,"(1.8, 99999, 99990)","(7.0, 9.8, 9.425)","(91.0, 170.0, 145.0)","(4.0, 4.6, 4.54)","(8.0, 9.6, 9.066666666666666)","(81.0, 140.0, 125.71428571428572)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.75)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:45.790842,"(1.8, 99999, 99990)","(7.0, 9.8, 9.542857142857143)","(91.0, 170.0, 145.0)","(4.0, 4.6, 4.54)","(8.0, 9.6, 9.066666666666666)","(81.0, 140.0, 125.71428571428572)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.75)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:47.396843,"(1.8, 99999, 99990)","(7.0, 9.8, 9.371428571428572)","(91.0, 170.0, 145.0)","(4.0, 4.6, 4.54)","(8.0, 9.6, 9.066666666666666)","(91.0, 140.0, 125.71428571428572)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.75)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:48.791561,"(1.8, 99999, 99990)","(7.0, 9.8, 9.371428571428572)","(91.0, 170.0, 145.0)","(4.0, 4.6, 4.54)","(8.0, 9.6, 9.066666666666666)","(91.0, 140.0, 125.71428571428572)","(19.0, 30.0, 26.0)","(11.0, 12.5, 12.55)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:50.129900,"(1.8, 99999, 99990)","(7.0, 9.8, 9.371428571428572)","(91.0, 170.0, 145.0)","(4.0, 4.6, 4.54)","(8.0, 9.6, 9.066666666666666)","(91.0, 140.0, 125.71428571428572)","(19.0, 30.0, 26.0)","(11.0, 13.0, 12.55)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:51.503553,"(1.8, 99999, 99990)","(7.0, 9.8, 9.371428571428572)","(91.0, 170.0, 145.0)","(4.0, 4.6, 4.54)","(8.0, 9.6, 9.066666666666666)","(91.0, 140.0, 125.71428571428572)","(19.0, 30.0, 26.0)","(11.0, 13.0, 12.55)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:53.072599,"(1.8, 99999, 99990)","(7.0, 9.8, 9.371428571428572)","(91.0, 170.0, 145.0)","(4.0, 4.6, 4.54)","(8.0, 9.6, 9.066666666666666)","(91.0, 140.0, 125.71428571428572)","(19.0, 30.0, 26.0)","(11.0, 13.0, 12.55)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:08:54.639295,"(1.8, 99999, 99990)","(7.0, 9.8, 9.371428571428572)","(91.0, 170.0, 145.0)","(4.0, 4.6, 4.54)","(8.0, 9.6, 9.066666666666666)","(91.0, 140.0, 125.71428571428572)","(19.0, 30.0, 26.0)","(11.0, 13.0, 12.55)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 178.125)"
11-01-2023 20:08:56.261307,"(1.8, 99999, 99990)","(7.0, 9.8, 9.422222222222222)","(91.0, 170.0, 145.0)","(4.0, 4.6, 4.54)","(8.0, 9.6, 9.066666666666666)","(91.0, 140.0, 125.71428571428572)","(19.0, 30.0, 26.0)","(10.0, 13.0, 12.55)","(21.0, 32.0, 26.0)","(101.0, 190.0, 177.14285714285714)"
11-01-2023 20:08:57.747601,"(1.85, 99999, 99990)","(7.0, 9.6, 9.422222222222222)","(91.0, 170.0, 145.0)","(4.0, 4.6, 4.54)","(8.0, 9.6, 9.066666666666666)","(91.0, 140.0, 125.71428571428572)","(19.0, 32.0, 26.0)","(10.0, 13.0, 12.55)","(21.0, 32.0, 26.666666666666668)","(101.0, 190.0, 170.9090909090909)"
11-01-2023 20:08:59.232122,"(1.85, 99999, 99990)","(7.0, 9.6, 9.422222222222222)","(91.0, 170.0, 145.0)","(4.0, 4.6, 4.54)","(8.0, 9.6, 9.066666666666666)","(91.0, 140.0, 125.71428571428572)","(19.0, 30.0, 26.0)","(10.0, 13.0, 12.55)","(21.0, 30.0, 27.77777777777778)","(101.0, 180.0, 167.5)"
11-01-2023 20:09:00.630272,"(1.85, 99999, 99990)","(7.0, 9.6, 9.422222222222222)","(91.0, 170.0, 145.0)","(4.0, 4.6, 4.54)","(8.0, 9.6, 9.066666666666666)","(91.0, 140.0, 125.71428571428572)","(19.0, 30.0, 26.0)","(10.0, 13.0, 12.554054054054054)","(21.0, 30.0, 28.571428571428573)","(101.0, 180.0, 167.5)"
11-01-2023 20:09:02.548016,"(1.85, 99999, 99990)","(7.0, 10.0, 9.181818181818182)","(91.0, 170.0, 145.0)","(4.0, 4.6, 4.54)","(8.0, 9.6, 9.066666666666666)","(91.0, 140.0, 125.71428571428572)","(19.0, 30.0, 26.0)","(10.0, 13.0, 12.554054054054054)","(21.0, 30.0, 28.571428571428573)","(101.0, 180.0, 167.5)"
11-01-2023 20:09:04.433261,"(1.85, 99999, 99990)","(7.0, 9.8, 9.266666666666667)","(91.0, 170.0, 148.57142857142856)","(4.0, 4.6, 4.54)","(8.0, 9.6, 9.4)","(91.0, 140.0, 127.5)","(19.0, 30.0, 26.5)","(10.0, 13.0, 12.554054054054054)","(21.0, 30.0, 28.571428571428573)","(101.0, 180.0, 167.5)"
11-01-2023 20:09:06.481198,"(1.85, 99999, 99990)","(7.0, 9.6, 9.266666666666667)","(91.0, 170.0, 148.57142857142856)","(4.0, 4.6, 4.54)","(8.0, 10.0, 9.345454545454546)","(91.0, 140.0, 127.5)","(19.0, 29.0, 26.5)","(10.0, 13.0, 12.554054054054054)","(21.0, 30.0, 28.571428571428573)","(101.0, 180.0, 167.5)"
