,Bonnies Cam,Three Rivers Nz,King Of Trumps Nz,Arnold Street,Yep Got Chooks,Williewa Lightning,Shadow Minister Nz,Might As Well Nz,Be Rock Hard Nz
06-01-2023 16:05:57.558296,"(2.7, 5.0, 4.5777777777777775)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 52.77777777777778)","(6.0, 10.5, 7.633333333333334)","(71.0, 220.0, 194.16666666666666)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:05:58.769381,"(2.7, 5.0, 4.5777777777777775)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 52.77777777777778)","(6.0, 10.5, 7.633333333333334)","(71.0, 220.0, 194.16666666666666)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:05:59.892869,"(2.6, 5.0, 4.5777777777777775)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 52.77777777777778)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 194.16666666666666)","(4.4, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:01.072786,"(2.6, 5.0, 4.5777777777777775)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 52.77777777777778)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 194.16666666666666)","(4.4, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:02.225418,"(2.6, 5.0, 4.5777777777777775)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 52.77777777777778)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 194.16666666666666)","(4.4, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:03.381522,"(2.6, 5.0, 4.5777777777777775)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 52.77777777777778)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 194.16666666666666)","(4.4, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:04.652009,"(2.6, 5.0, 4.5777777777777775)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 52.77777777777778)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 194.16666666666666)","(4.4, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:05.892368,"(2.6, 5.0, 4.5777777777777775)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 52.77777777777778)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 194.16666666666666)","(4.4, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:07.120080,"(2.6, 5.0, 4.5777777777777775)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 52.77777777777778)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 194.16666666666666)","(4.4, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:08.323230,"(2.6, 5.0, 4.5777777777777775)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 194.16666666666666)","(4.4, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:09.495922,"(2.6, 5.0, 4.5777777777777775)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 194.16666666666666)","(4.4, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:10.745634,"(2.6, 5.0, 4.5777777777777775)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 194.16666666666666)","(4.4, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:11.938900,"(2.6, 5.0, 4.5777777777777775)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 194.16666666666666)","(4.4, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:13.098988,"(2.6, 5.0, 4.5777777777777775)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 194.16666666666666)","(4.4, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:14.222321,"(2.6, 5.0, 4.5777777777777775)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 194.16666666666666)","(4.4, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:15.331608,"(2.6, 5.0, 4.5777777777777775)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 194.16666666666666)","(4.4, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:16.479882,"(2.6, 5.0, 4.5777777777777775)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 194.16666666666666)","(4.4, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:17.569121,"(2.6, 5.0, 4.5777777777777775)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 194.16666666666666)","(4.4, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:18.751777,"(2.6, 5.0, 4.5777777777777775)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 194.16666666666666)","(4.4, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:19.999137,"(2.6, 5.0, 4.5777777777777775)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 194.16666666666666)","(4.4, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:21.202867,"(2.6, 5.0, 4.5777777777777775)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 56.0)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 194.16666666666666)","(4.4, 99999, 99990)","(7.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:22.407775,"(2.7, 5.0, 4.5777777777777775)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 56.0)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 194.16666666666666)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:23.659272,"(2.7, 5.0, 4.5777777777777775)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 56.0)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 194.16666666666666)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:24.912211,"(2.7, 5.0, 4.5777777777777775)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 56.0)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 194.16666666666666)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:26.148661,"(2.7, 5.0, 4.5777777777777775)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 194.16666666666666)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:27.327772,"(2.7, 5.0, 4.5777777777777775)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 194.16666666666666)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:28.456771,"(2.7, 5.0, 4.5777777777777775)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 194.16666666666666)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:29.646480,"(2.7, 5.0, 4.5777777777777775)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 194.16666666666666)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:30.801315,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 203.88888888888889)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:31.900677,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 203.88888888888889)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:32.996557,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 203.88888888888889)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:34.107847,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 203.88888888888889)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:35.244634,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 203.88888888888889)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:36.366014,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 203.88888888888889)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:37.589768,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 203.88888888888889)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:38.760003,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 203.88888888888889)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:40.081836,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 203.88888888888889)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:41.366236,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 203.88888888888889)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:42.618858,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 203.88888888888889)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:43.866909,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 203.88888888888889)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:45.073797,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 203.88888888888889)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:46.269294,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 203.88888888888889)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:47.380929,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 203.88888888888889)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:48.495401,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 203.88888888888889)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:49.607919,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 203.88888888888889)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:50.800681,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 203.88888888888889)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:52.033396,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 203.88888888888889)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:53.187562,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 203.88888888888889)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:54.307478,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 203.88888888888889)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:55.489455,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 203.88888888888889)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:56.660044,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 204.44444444444446)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:57.770479,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 204.44444444444446)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:58.833900,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 204.44444444444446)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:06:59.935713,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 204.44444444444446)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:01.120356,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 204.44444444444446)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:02.223521,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 204.44444444444446)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:03.452441,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 204.44444444444446)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:04.696099,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 204.44444444444446)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:05.910413,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 204.44444444444446)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:07.136605,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 204.44444444444446)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:08.382318,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 204.44444444444446)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:09.550784,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 204.44444444444446)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:10.741012,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 204.44444444444446)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:11.912412,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 204.44444444444446)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:13.086245,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 204.44444444444446)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:14.192522,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 204.44444444444446)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:15.329845,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 204.44444444444446)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:16.411119,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 204.44444444444446)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:17.576068,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 197.5)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:18.740625,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 197.5)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:19.940840,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 197.5)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:21.078118,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 197.5)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:22.309808,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 197.5)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:23.489929,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 197.5)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:24.732056,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 197.5)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:25.969815,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 56.0)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 197.5)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:27.184648,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 56.0)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 197.5)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:28.465534,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 56.0)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 197.5)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:29.688648,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 145.0)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:30.856882,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 205.5)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:32.032488,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 205.5)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:33.218835,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 205.5)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:34.297076,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 205.5)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
06-01-2023 16:07:35.460919,"(2.7, 4.9, 4.36)","(3.1, 99999, 99990)","(91.0, 99999, 99990)","(31.0, 85.0, 53.33333333333333)","(6.5, 10.5, 7.633333333333334)","(71.0, 220.0, 205.5)","(4.6, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
