,M And M Girl,Big Cyn,Shez A Grinder,Clubhouse Saint,Shoe Game,Rowangoeshollywood,Sue Ettas Ghost,Fire Diamonds,Tick Tock,Izanami
12-01-2023 08:04:41.978687,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:04:43.020912,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:04:44.024204,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:04:45.084333,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:04:46.128686,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:04:47.187355,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:04:48.179002,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:04:49.182191,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:04:50.234853,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:04:51.290265,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:04:52.323608,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:04:53.426335,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:04:54.573010,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:04:55.705702,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(11.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:04:56.817953,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(13.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:04:57.952918,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(13.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:04:59.053898,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(13.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:00.239205,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(13.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:01.314556,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(13.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:02.419612,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(13.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:03.584888,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(13.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:04.627360,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(13.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:05.682774,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(13.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:06.778051,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(13.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:07.818029,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(13.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:08.816421,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(13.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:09.844183,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(13.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:10.942235,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(13.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:12.072637,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(13.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:13.211377,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(13.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:14.262069,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(13.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:15.320961,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(13.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:16.392059,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(13.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:17.467787,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(13.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:18.513575,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(13.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:19.588138,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:20.601244,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:21.701508,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.1, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:22.727611,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:23.726692,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:24.731004,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:25.769727,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:26.844254,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:27.857231,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:28.956309,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:30.055435,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:31.126847,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:32.132953,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:33.174141,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:34.271915,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:35.324107,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:36.425686,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:37.571785,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:38.700608,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:39.831101,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:40.945032,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:42.069844,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:43.224654,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:44.352718,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:45.453274,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:46.632565,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:47.721046,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:48.937832,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:50.093367,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:51.197853,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:52.273586,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:53.353722,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:54.372208,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:55.397990,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:56.427812,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:57.448308,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:58.478229,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:05:59.573481,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:06:00.629286,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:06:01.653245,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:06:02.659244,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:06:03.643863,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:06:04.735478,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:06:05.817195,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:06:06.821647,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:06:07.915398,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:06:08.948428,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:06:09.993050,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:06:11.113799,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:06:12.240819,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:06:13.330270,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:06:14.490291,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
12-01-2023 08:06:15.597594,"(26.0, 99999, 99990)","(16.0, 99999, 99990)","(41.0, 99999, 99990)","(12.0, 99999, 99990)","(3.2, 99999, 99990)","(3.0, 99999, 99990)","(5.5, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)"
