,Tah Nathan,Jarrods Boy,Monos Thunder,Lost Magic,Just Casper,Nitro Disco,Tah Bamber,Tah Lindsey
10-01-2023 10:54:58.190585,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:54:59.140993,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:55:00.086320,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:55:01.016502,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:55:01.940880,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:55:02.887100,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:55:03.820235,"(6.0, 13.0, 6.688888888888889)","(6.5, 11.5, 10.583333333333334)","(7.5, 14.0, 13.0)","(8.5, 15.5, 10.766666666666667)","(3.3, 4.5, 3.4545454545454546)","(3.3, 5.8, 3.4041666666666663)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:55:04.771247,"(6.0, 13.0, 6.688888888888889)","(6.5, 10.5, 9.75)","(7.5, 14.0, 9.466666666666667)","(8.5, 15.0, 10.6)","(3.3, 4.5, 3.4545454545454546)","(3.3, 5.8, 3.4041666666666663)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:55:05.705956,"(6.0, 13.0, 6.688888888888889)","(6.5, 10.5, 9.75)","(7.5, 14.0, 9.466666666666667)","(8.5, 15.0, 10.6)","(3.3, 4.5, 3.4545454545454546)","(3.3, 5.8, 3.8172413793103446)","(10.0, 22.0, 17.5)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:06.653254,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 22.0, 17.5)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:07.598068,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 22.0, 17.5)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:08.532288,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 22.0, 17.5)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:09.484641,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 22.0, 17.5)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:10.434746,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 22.0, 17.5)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:11.365625,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 22.0, 17.5)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:12.332057,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 22.0, 17.5)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:13.264662,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 22.0, 17.5)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:14.228327,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 22.0, 17.5)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:15.175378,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 22.0, 17.5)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:16.117918,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 22.0, 17.5)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:17.055088,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 22.0, 17.5)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:18.004851,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 22.0, 17.5)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:18.952549,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 22.0, 17.5)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:19.888665,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 22.0, 17.5)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:20.830707,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 22.0, 17.5)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:21.776493,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 22.0, 17.5)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:22.706317,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 22.0, 17.5)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:23.636367,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 22.0, 17.5)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:24.580501,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 22.0, 17.5)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:25.512524,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 22.0, 17.5)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:26.448414,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 22.0, 17.5)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:27.373333,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 22.0, 17.5)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:28.322197,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 22.0, 17.5)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:29.241536,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 22.0, 17.5)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:30.177177,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 22.0, 17.5)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:31.114954,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 22.0, 17.5)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:32.056698,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 22.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:33.000674,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:33.940348,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:34.877943,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:35.825900,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:36.760408,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:37.696654,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:38.627530,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:39.576088,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:40.509811,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:41.452203,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:42.393715,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:43.322791,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:44.246324,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:45.175673,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:46.104797,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:47.044061,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:47.961880,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:48.897570,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:49.816285,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:50.756334,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:51.676404,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:52.618936,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:53.549386,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:54.475748,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:55.401681,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:56.338786,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:57.275881,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:58.222757,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:55:59.153890,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:56:00.101441,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:56:01.035751,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:56:01.980343,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:56:02.907665,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:56:03.844550,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:56:04.812058,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:56:05.755500,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:56:06.701130,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:56:07.624384,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:56:08.552757,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:56:09.480941,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:56:10.404125,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:56:11.333370,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:56:12.264281,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:56:13.209853,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:56:14.141339,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
10-01-2023 10:56:15.063411,"(6.0, 13.0, 8.942857142857143)","(6.5, 10.5, 9.75)","(7.5, 14.0, 12.057142857142857)","(8.5, 15.0, 13.114285714285714)","(3.3, 4.5, 3.78125)","(3.3, 5.8, 3.8172413793103446)","(10.0, 23.0, 18.142857142857142)","(21.0, 75.0, 40.0)"
