,Tah Nathan,Jarrods Boy,Monos Thunder,Lost Magic,Just Casper,Nitro Disco,Tah Bamber,Tah Lindsey
10-01-2023 10:51:40.911794,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:51:41.878116,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:51:42.839713,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:51:43.797444,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:51:44.761931,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:51:45.726872,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:51:46.691059,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:51:47.644015,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:51:48.601722,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:51:49.552107,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:51:50.491301,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:51:51.428679,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:51:52.358491,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:51:53.306115,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:51:54.236826,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:51:55.170848,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:51:56.124948,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:51:57.058575,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:51:57.990164,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:51:58.909521,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:51:59.854535,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:00.784350,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:01.728705,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:02.676909,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:03.614825,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:04.557696,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:05.502014,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:06.439469,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:07.379259,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:08.308596,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:09.251034,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:10.183083,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:11.111021,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:12.044545,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:12.971085,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:13.889203,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:14.825549,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:15.750328,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:16.688542,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:17.612013,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:18.551905,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:19.492455,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:20.480867,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:21.410096,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:22.339627,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:23.287729,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:24.236780,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:25.176867,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:26.121629,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:27.055378,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:28.025888,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:28.967809,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:29.886157,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:30.821114,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:31.758229,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:32.683425,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:33.616267,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:34.547640,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:35.474295,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:36.396518,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:37.339154,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:38.272379,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:39.201917,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:40.131273,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:41.071328,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:42.013568,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:42.935021,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:43.869535,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:44.802858,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:45.741136,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:46.672763,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:47.623961,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:48.550714,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:49.507531,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:50.440805,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:51.378511,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:52.316854,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:53.260094,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
10-01-2023 10:52:54.182784,"(6.0, 13.0, 6.688888888888889)","(6.5, 12.5, 10.431818181818182)","(7.5, 15.0, 12.052631578947368)","(8.5, 20.0, 10.333333333333334)","(3.3, 6.4, 4.615151515151515)","(3.3, 5.8, 3.9080645161290324)","(10.0, 22.0, 17.5)","(21.0, 75.0, 49.31818181818182)"
