,A Lot Of Booty,Gold Flash,Granite Prince,Red Deception,Time To Star,Zephalong,Sightseer,Worthy Essgee,Alcamo Beach,Serigala,Better Off Single
08-01-2023 13:29:51.071606,"(3.9, 4.5, 4.4397590361445785)","(21.0, 60.0, 54.46153846153846)","(51.0, 170.0, 150.0)","(15.0, 30.0, 28.08)","(31.0, 80.0, 79.23076923076923)","(51.0, 120.0, 117.77777777777777)","(2.0, 2.06, 2.054453781512605)","(26.0, 48.0, 47.25)","(41.0, 120.0, 84.28571428571429)","(5.0, 7.0, 6.82)","(19.0, 32.0, 29.076923076923077)"
08-01-2023 13:29:52.427939,"(3.9, 4.5, 4.4397590361445785)","(26.0, 60.0, 54.46153846153846)","(61.0, 170.0, 143.33333333333334)","(16.0, 30.0, 28.5)","(31.0, 80.0, 79.23076923076923)","(51.0, 120.0, 117.77777777777777)","(2.0, 2.06, 2.054453781512605)","(31.0, 48.0, 47.25)","(51.0, 120.0, 84.28571428571429)","(6.0, 7.0, 6.82)","(19.0, 30.0, 29.076923076923077)"
08-01-2023 13:29:53.782121,"(3.9, 4.5, 4.4397590361445785)","(26.0, 60.0, 54.46153846153846)","(61.0, 160.0, 130.0)","(16.0, 29.0, 28.03448275862069)","(31.0, 80.0, 79.23076923076923)","(51.0, 120.0, 117.77777777777777)","(2.0, 2.06, 2.054453781512605)","(31.0, 48.0, 47.0)","(51.0, 120.0, 84.28571428571429)","(6.0, 7.0, 6.82)","(19.0, 30.0, 29.076923076923077)"
08-01-2023 13:29:55.152936,"(3.9, 4.5, 4.4397590361445785)","(26.0, 60.0, 54.46153846153846)","(61.0, 160.0, 135.0)","(16.0, 30.0, 28.03448275862069)","(31.0, 80.0, 79.23076923076923)","(51.0, 120.0, 117.77777777777777)","(2.0, 2.06, 2.051543624161074)","(31.0, 48.0, 47.45454545454545)","(51.0, 120.0, 84.28571428571429)","(6.0, 7.0, 6.82)","(19.0, 30.0, 28.285714285714285)"
08-01-2023 13:29:56.438078,"(3.9, 4.5, 4.4397590361445785)","(26.0, 60.0, 54.46153846153846)","(61.0, 170.0, 135.0)","(16.0, 30.0, 28.428571428571427)","(31.0, 80.0, 79.23076923076923)","(51.0, 120.0, 117.77777777777777)","(2.0, 2.06, 2.051543624161074)","(31.0, 48.0, 47.53846153846154)","(51.0, 120.0, 84.28571428571429)","(6.0, 7.0, 6.82)","(19.0, 30.0, 28.285714285714285)"
08-01-2023 13:29:57.723585,"(3.9, 4.5, 4.4397590361445785)","(26.0, 60.0, 54.46153846153846)","(61.0, 170.0, 117.5)","(16.0, 29.0, 28.428571428571427)","(31.0, 80.0, 79.23076923076923)","(51.0, 120.0, 117.77777777777777)","(2.0, 2.06, 2.051543624161074)","(31.0, 48.0, 47.53846153846154)","(51.0, 120.0, 99.16666666666667)","(6.0, 7.0, 6.82)","(19.0, 30.0, 28.285714285714285)"
08-01-2023 13:29:59.019552,"(3.9, 4.5, 4.4397590361445785)","(26.0, 60.0, 54.46153846153846)","(61.0, 170.0, 117.5)","(16.0, 29.0, 28.428571428571427)","(31.0, 80.0, 79.23076923076923)","(51.0, 120.0, 117.77777777777777)","(2.0, 2.06, 2.051543624161074)","(31.0, 48.0, 47.53846153846154)","(51.0, 120.0, 105.29411764705883)","(6.0, 7.0, 6.82)","(19.0, 30.0, 28.08)"
08-01-2023 13:30:00.390596,"(3.9, 4.5, 4.445652173913044)","(26.0, 55.0, 53.7)","(61.0, 160.0, 130.0)","(16.0, 29.0, 28.416666666666668)","(31.0, 80.0, 79.23076923076923)","(51.0, 120.0, 117.77777777777777)","(2.0, 2.06, 2.051543624161074)","(31.0, 48.0, 47.53846153846154)","(51.0, 120.0, 105.29411764705883)","(6.0, 7.0, 6.870588235294117)","(19.0, 30.0, 28.08)"
08-01-2023 13:30:01.793927,"(3.9, 4.5, 4.445652173913044)","(26.0, 55.0, 53.14285714285714)","(61.0, 160.0, 130.0)","(16.0, 30.0, 28.416666666666668)","(31.0, 80.0, 79.23076923076923)","(51.0, 120.0, 117.77777777777777)","(2.0, 2.06, 2.051543624161074)","(31.0, 48.0, 47.53846153846154)","(51.0, 120.0, 105.29411764705883)","(6.0, 7.0, 6.942857142857143)","(19.0, 30.0, 28.4)"
08-01-2023 13:30:03.125907,"(3.9, 4.5, 4.450980392156863)","(26.0, 55.0, 53.14285714285714)","(61.0, 160.0, 120.0)","(16.0, 30.0, 28.416666666666668)","(31.0, 80.0, 79.23076923076923)","(51.0, 120.0, 117.77777777777777)","(2.0, 2.06, 2.051543624161074)","(31.0, 48.0, 47.53846153846154)","(51.0, 120.0, 105.29411764705883)","(6.0, 7.0, 6.942857142857143)","(19.0, 30.0, 28.4)"
08-01-2023 13:30:04.431086,"(3.9, 4.5, 4.450980392156863)","(26.0, 55.0, 53.14285714285714)","(61.0, 160.0, 120.0)","(16.0, 30.0, 28.416666666666668)","(31.0, 80.0, 79.23076923076923)","(51.0, 120.0, 117.77777777777777)","(2.0, 2.06, 2.051543624161074)","(31.0, 48.0, 47.53846153846154)","(51.0, 120.0, 105.29411764705883)","(6.0, 7.0, 6.942857142857143)","(19.0, 30.0, 28.4)"
08-01-2023 13:30:05.717185,"(3.9, 4.5, 4.450980392156863)","(26.0, 55.0, 53.14285714285714)","(61.0, 160.0, 120.0)","(16.0, 30.0, 28.416666666666668)","(31.0, 80.0, 79.23076923076923)","(51.0, 120.0, 117.77777777777777)","(2.0, 2.06, 2.0525)","(31.0, 48.0, 47.53846153846154)","(51.0, 120.0, 82.5)","(6.0, 7.0, 6.942857142857143)","(19.0, 30.0, 28.4)"
08-01-2023 13:30:06.994398,"(3.9, 4.5, 4.419642857142857)","(26.0, 55.0, 54.829268292682926)","(61.0, 160.0, 153.33333333333334)","(16.0, 30.0, 29.746478873239436)","(31.0, 80.0, 79.70588235294117)","(51.0, 170.0, 152.0)","(2.0, 2.06, 2.0537254901960784)","(31.0, 48.0, 47.45454545454545)","(51.0, 130.0, 93.63636363636364)","(6.0, 7.4, 7.283582089552239)","(19.0, 29.0, 27.55)"
08-01-2023 13:30:08.215614,"(3.9, 4.5, 4.419642857142857)","(26.0, 55.0, 54.829268292682926)","(61.0, 160.0, 153.33333333333334)","(16.0, 30.0, 29.746478873239436)","(31.0, 80.0, 79.70588235294117)","(51.0, 160.0, 152.0)","(2.0, 2.06, 2.0541891891891892)","(31.0, 48.0, 47.45454545454545)","(51.0, 130.0, 93.63636363636364)","(6.0, 7.4, 7.283582089552239)","(19.0, 29.0, 27.55)"
08-01-2023 13:30:09.491544,"(3.9, 4.5, 4.419642857142857)","(26.0, 55.0, 54.829268292682926)","(61.0, 160.0, 153.33333333333334)","(16.0, 30.0, 29.746478873239436)","(31.0, 80.0, 79.70588235294117)","(51.0, 160.0, 152.0)","(2.0, 2.06, 2.0541891891891892)","(31.0, 48.0, 47.0)","(51.0, 130.0, 93.63636363636364)","(6.0, 7.4, 7.283582089552239)","(19.0, 29.0, 27.555555555555557)"
08-01-2023 13:30:10.833848,"(3.9, 4.5, 4.4037037037037035)","(26.0, 60.0, 59.70731707317073)","(61.0, 160.0, 153.33333333333334)","(16.0, 30.0, 29.746478873239436)","(31.0, 80.0, 79.70588235294117)","(51.0, 160.0, 152.0)","(2.0, 2.06, 2.0541891891891892)","(31.0, 48.0, 47.0)","(51.0, 130.0, 93.63636363636364)","(6.0, 7.4, 7.296)","(19.0, 28.0, 27.555555555555557)"
08-01-2023 13:30:12.250121,"(3.9, 4.5, 4.396551724137931)","(26.0, 60.0, 59.70731707317073)","(61.0, 160.0, 154.54545454545453)","(16.0, 30.0, 29.746478873239436)","(31.0, 80.0, 79.70588235294117)","(51.0, 160.0, 152.0)","(2.0, 2.06, 2.0541891891891892)","(31.0, 48.0, 47.0)","(51.0, 130.0, 93.63636363636364)","(6.0, 7.4, 7.296)","(19.0, 28.0, 27.428571428571427)"
08-01-2023 13:30:13.574851,"(3.9, 4.5, 4.3933333333333335)","(26.0, 60.0, 59.70731707317073)","(61.0, 160.0, 154.54545454545453)","(16.0, 30.0, 29.746478873239436)","(31.0, 80.0, 79.76190476190476)","(51.0, 160.0, 152.0)","(2.0, 2.06, 2.0541891891891892)","(31.0, 48.0, 47.0)","(51.0, 130.0, 93.63636363636364)","(6.0, 7.4, 7.296)","(19.0, 29.0, 27.428571428571427)"
08-01-2023 13:30:14.856731,"(3.9, 4.5, 4.3933333333333335)","(26.0, 60.0, 59.70731707317073)","(61.0, 160.0, 154.54545454545453)","(17.0, 30.0, 29.746478873239436)","(31.0, 80.0, 79.76190476190476)","(51.0, 160.0, 152.0)","(1.95, 2.06, 2.054109589041096)","(31.0, 48.0, 47.0)","(41.0, 130.0, 93.63636363636364)","(6.0, 7.4, 7.296)","(20.0, 29.0, 27.428571428571427)"
08-01-2023 13:30:16.117513,"(3.9, 4.5, 4.3933333333333335)","(26.0, 60.0, 59.70731707317073)","(61.0, 160.0, 154.54545454545453)","(17.0, 30.0, 29.746478873239436)","(31.0, 80.0, 79.76190476190476)","(51.0, 160.0, 152.0)","(1.95, 2.06, 2.054109589041096)","(31.0, 48.0, 47.2)","(41.0, 130.0, 96.66666666666667)","(6.0, 7.4, 7.296)","(20.0, 29.0, 27.428571428571427)"
08-01-2023 13:30:17.438958,"(3.9, 4.5, 4.3933333333333335)","(26.0, 60.0, 59.70731707317073)","(61.0, 170.0, 166.66666666666669)","(17.0, 30.0, 29.746478873239436)","(31.0, 80.0, 79.76190476190476)","(51.0, 160.0, 152.0)","(1.95, 2.06, 2.054109589041096)","(31.0, 48.0, 47.2)","(41.0, 130.0, 96.66666666666667)","(6.0, 7.4, 7.296)","(20.0, 29.0, 27.428571428571427)"
08-01-2023 13:30:18.874248,"(3.9, 4.5, 4.3933333333333335)","(26.0, 60.0, 59.70731707317073)","(61.0, 170.0, 166.66666666666669)","(17.0, 30.0, 29.746478873239436)","(31.0, 80.0, 79.76190476190476)","(51.0, 160.0, 152.0)","(1.95, 2.06, 2.054109589041096)","(31.0, 48.0, 47.2)","(41.0, 130.0, 96.66666666666667)","(6.0, 7.4, 7.296)","(20.0, 29.0, 27.428571428571427)"
08-01-2023 13:30:20.282397,"(3.9, 4.5, 4.3933333333333335)","(26.0, 60.0, 59.70731707317073)","(61.0, 170.0, 158.0)","(17.0, 30.0, 29.746478873239436)","(31.0, 80.0, 79.76190476190476)","(51.0, 160.0, 140.0)","(1.95, 2.06, 2.054109589041096)","(31.0, 48.0, 47.2)","(41.0, 130.0, 96.66666666666667)","(6.0, 7.4, 7.244)","(20.0, 29.0, 27.428571428571427)"
08-01-2023 13:30:21.674946,"(3.9, 4.5, 4.421428571428572)","(26.0, 60.0, 59.70731707317073)","(51.0, 170.0, 158.0)","(17.0, 30.0, 29.746478873239436)","(31.0, 80.0, 79.76190476190476)","(51.0, 160.0, 152.0)","(1.95, 2.06, 2.054109589041096)","(31.0, 48.0, 47.2)","(41.0, 130.0, 96.66666666666667)","(6.0, 7.4, 7.2379310344827585)","(20.0, 29.0, 27.428571428571427)"
08-01-2023 13:30:22.936224,"(3.9, 4.5, 4.421428571428572)","(26.0, 60.0, 59.70731707317073)","(51.0, 170.0, 158.0)","(17.0, 30.0, 29.746478873239436)","(31.0, 80.0, 79.76190476190476)","(51.0, 160.0, 152.0)","(1.95, 2.06, 2.054109589041096)","(31.0, 48.0, 47.2)","(41.0, 130.0, 96.66666666666667)","(6.0, 7.4, 7.233333333333333)","(20.0, 29.0, 27.428571428571427)"
08-01-2023 13:30:24.266915,"(3.9, 4.5, 4.4)","(26.0, 60.0, 59.70731707317073)","(51.0, 170.0, 158.0)","(17.0, 30.0, 29.746478873239436)","(31.0, 80.0, 79.79166666666667)","(51.0, 160.0, 152.0)","(1.95, 2.06, 2.0452459016393445)","(31.0, 48.0, 47.2)","(41.0, 130.0, 96.66666666666667)","(6.0, 7.4, 7.589393939393939)","(20.0, 29.0, 26.4)"
08-01-2023 13:30:25.527758,"(3.9, 4.4, 4.368695652173913)","(26.0, 60.0, 59.70731707317073)","(51.0, 170.0, 158.0)","(17.0, 30.0, 29.746478873239436)","(31.0, 80.0, 79.79166666666667)","(51.0, 160.0, 152.0)","(1.95, 2.06, 2.044873949579832)","(31.0, 48.0, 47.2)","(41.0, 130.0, 96.66666666666667)","(6.0, 7.6, 7.683720930232558)","(20.0, 27.0, 25.428571428571427)"
08-01-2023 13:30:26.801634,"(3.9, 4.4, 4.368695652173913)","(26.0, 60.0, 59.70731707317073)","(51.0, 170.0, 158.0)","(17.0, 30.0, 29.746478873239436)","(31.0, 80.0, 79.79166666666667)","(51.0, 160.0, 152.0)","(1.95, 2.06, 2.0447154471544717)","(31.0, 48.0, 47.2)","(41.0, 130.0, 93.63636363636364)","(6.0, 7.8, 7.785882352941177)","(20.0, 26.0, 25.666666666666668)"
08-01-2023 13:30:28.108990,"(3.9, 4.4, 4.368695652173913)","(26.0, 60.0, 59.70731707317073)","(51.0, 170.0, 158.0)","(17.0, 30.0, 28.5)","(31.0, 80.0, 79.6875)","(51.0, 160.0, 144.0)","(1.95, 2.06, 2.047549668874172)","(31.0, 48.0, 47.2)","(41.0, 130.0, 93.63636363636364)","(6.0, 7.8, 7.785882352941177)","(20.0, 26.0, 25.666666666666668)"
08-01-2023 13:30:29.434338,"(3.9, 4.4, 4.368695652173913)","(26.0, 60.0, 58.8)","(51.0, 170.0, 158.0)","(17.0, 30.0, 28.5)","(31.0, 80.0, 79.6875)","(51.0, 160.0, 144.0)","(1.95, 2.06, 2.047549668874172)","(31.0, 48.0, 47.2)","(41.0, 130.0, 93.33333333333333)","(6.0, 7.8, 7.871111111111111)","(20.0, 26.0, 25.666666666666668)"
08-01-2023 13:30:30.722692,"(3.9, 4.4, 4.366037735849057)","(26.0, 60.0, 58.8)","(51.0, 170.0, 135.0)","(17.0, 29.0, 28.4)","(31.0, 80.0, 79.6875)","(51.0, 160.0, 144.0)","(1.95, 2.06, 2.0378867924528303)","(31.0, 48.0, 47.2)","(41.0, 130.0, 93.33333333333333)","(6.0, 8.0, 7.96144578313253)","(20.0, 26.0, 25.666666666666668)"
08-01-2023 13:30:32.018240,"(3.9, 4.4, 4.3539215686274515)","(26.0, 60.0, 58.8)","(51.0, 170.0, 135.0)","(17.0, 29.0, 28.25)","(31.0, 80.0, 79.61538461538461)","(51.0, 160.0, 144.0)","(1.95, 2.04, 2.0473809523809523)","(31.0, 48.0, 47.2)","(41.0, 130.0, 93.33333333333333)","(6.0, 8.0, 7.875)","(20.0, 26.0, 25.666666666666668)"
08-01-2023 13:30:33.225401,"(3.9, 4.4, 4.344047619047619)","(31.0, 60.0, 58.8)","(61.0, 170.0, 135.0)","(18.0, 29.0, 28.25)","(41.0, 80.0, 79.61538461538461)","(61.0, 160.0, 144.0)","(1.9, 2.06, 2.0473809523809523)","(31.0, 48.0, 47.2)","(51.0, 130.0, 93.33333333333333)","(6.0, 8.0, 7.875)","(20.0, 26.0, 25.666666666666668)"
08-01-2023 13:30:34.448990,"(3.9, 4.4, 4.344047619047619)","(31.0, 60.0, 58.666666666666664)","(61.0, 170.0, 135.0)","(18.0, 28.0, 27.454545454545453)","(41.0, 80.0, 79.61538461538461)","(61.0, 160.0, 144.0)","(1.9, 2.06, 2.0498076923076924)","(31.0, 48.0, 47.333333333333336)","(51.0, 130.0, 93.33333333333333)","(6.0, 8.0, 7.875)","(20.0, 26.0, 24.8)"
08-01-2023 13:30:35.693749,"(3.9, 4.4, 4.344047619047619)","(31.0, 60.0, 58.666666666666664)","(61.0, 170.0, 135.0)","(18.0, 28.0, 27.454545454545453)","(41.0, 80.0, 79.61538461538461)","(61.0, 160.0, 144.0)","(1.9, 2.06, 2.0498076923076924)","(31.0, 48.0, 47.333333333333336)","(51.0, 130.0, 93.33333333333333)","(6.0, 8.0, 7.968918918918919)","(20.0, 25.0, 24.8)"
08-01-2023 13:30:36.967725,"(3.9, 4.4, 4.370175438596491)","(31.0, 60.0, 58.666666666666664)","(61.0, 170.0, 135.0)","(18.0, 28.0, 27.454545454545453)","(41.0, 80.0, 79.61538461538461)","(61.0, 160.0, 144.0)","(1.9, 2.06, 2.0498076923076924)","(31.0, 48.0, 47.333333333333336)","(51.0, 130.0, 93.33333333333333)","(6.0, 8.0, 7.968918918918919)","(20.0, 25.0, 24.8)"
08-01-2023 13:30:38.279765,"(3.9, 4.4, 4.370175438596491)","(31.0, 60.0, 58.666666666666664)","(61.0, 170.0, 135.0)","(18.0, 28.0, 27.454545454545453)","(41.0, 80.0, 79.61538461538461)","(61.0, 160.0, 144.0)","(1.9, 2.06, 2.0498076923076924)","(31.0, 48.0, 47.333333333333336)","(51.0, 130.0, 93.33333333333333)","(6.0, 8.0, 7.968918918918919)","(20.0, 25.0, 24.8)"
08-01-2023 13:30:39.563676,"(3.9, 4.4, 4.370175438596491)","(31.0, 60.0, 58.666666666666664)","(61.0, 170.0, 135.0)","(18.0, 28.0, 27.454545454545453)","(41.0, 80.0, 79.28571428571429)","(61.0, 160.0, 144.0)","(1.9, 2.06, 2.0497087378640777)","(31.0, 48.0, 47.63636363636363)","(51.0, 130.0, 93.33333333333333)","(6.0, 8.0, 7.968918918918919)","(20.0, 25.0, 24.8)"
08-01-2023 13:30:40.844374,"(3.9, 4.4, 4.370175438596491)","(31.0, 60.0, 58.666666666666664)","(61.0, 170.0, 135.0)","(18.0, 28.0, 27.454545454545453)","(41.0, 80.0, 79.28571428571429)","(61.0, 160.0, 144.0)","(1.9, 2.06, 2.0497087378640777)","(31.0, 48.0, 47.63636363636363)","(51.0, 130.0, 93.33333333333333)","(6.0, 8.0, 7.968813559322034)","(20.0, 25.0, 24.8)"
08-01-2023 13:30:42.221599,"(3.9, 4.4, 4.370175438596491)","(31.0, 60.0, 58.5)","(61.0, 170.0, 135.0)","(18.0, 27.0, 26.736842105263158)","(41.0, 80.0, 79.28571428571429)","(61.0, 160.0, 144.0)","(1.9, 2.06, 2.0497087378640777)","(31.0, 48.0, 47.63636363636363)","(51.0, 130.0, 93.33333333333333)","(6.0, 8.0, 7.832727272727273)","(20.0, 25.0, 24.8)"
08-01-2023 13:30:43.564111,"(3.9, 4.4, 4.375714285714286)","(31.0, 60.0, 58.5)","(61.0, 170.0, 135.0)","(18.0, 27.0, 26.736842105263158)","(41.0, 80.0, 79.28571428571429)","(61.0, 160.0, 144.0)","(1.9, 2.06, 2.0473809523809523)","(31.0, 48.0, 47.63636363636363)","(51.0, 130.0, 93.63636363636364)","(6.0, 8.0, 7.759550561797752)","(20.0, 25.0, 24.8)"
08-01-2023 13:30:44.968135,"(3.9, 4.4, 4.3839080459770114)","(31.0, 60.0, 58.5)","(61.0, 170.0, 135.0)","(18.0, 27.0, 26.736842105263158)","(41.0, 80.0, 79.28571428571429)","(61.0, 160.0, 144.0)","(1.9, 2.06, 2.0473809523809523)","(31.0, 48.0, 47.733333333333334)","(51.0, 130.0, 93.63636363636364)","(6.0, 7.8, 7.766315789473684)","(20.0, 25.0, 24.77777777777778)"
08-01-2023 13:30:46.370033,"(3.9, 4.5, 4.414444444444444)","(31.0, 60.0, 57.33333333333333)","(61.0, 170.0, 135.0)","(18.0, 27.0, 26.736842105263158)","(41.0, 80.0, 79.28571428571429)","(61.0, 160.0, 144.0)","(1.9, 2.06, 2.0473809523809523)","(31.0, 48.0, 47.733333333333334)","(51.0, 130.0, 93.63636363636364)","(6.0, 7.8, 7.766315789473684)","(20.0, 25.0, 24.77777777777778)"
08-01-2023 13:30:47.711148,"(3.9, 4.5, 4.432380952380953)","(31.0, 60.0, 57.33333333333333)","(61.0, 170.0, 135.0)","(18.0, 27.0, 24.4)","(41.0, 80.0, 79.28571428571429)","(61.0, 160.0, 144.0)","(1.9, 2.06, 2.0473809523809523)","(31.0, 48.0, 47.75)","(51.0, 130.0, 93.63636363636364)","(6.0, 7.8, 7.766315789473684)","(20.0, 25.0, 24.80952380952381)"
08-01-2023 13:30:49.038799,"(3.9, 4.5, 4.432380952380953)","(31.0, 60.0, 57.33333333333333)","(61.0, 170.0, 135.0)","(18.0, 25.0, 25.333333333333332)","(41.0, 80.0, 79.28571428571429)","(61.0, 160.0, 144.0)","(1.9, 2.06, 2.0473809523809523)","(31.0, 48.0, 47.75)","(51.0, 130.0, 93.63636363636364)","(6.0, 7.8, 7.775555555555555)","(20.0, 25.0, 25.545454545454547)"
08-01-2023 13:30:50.289931,"(3.9, 4.5, 4.432380952380953)","(31.0, 60.0, 57.33333333333333)","(61.0, 170.0, 135.0)","(18.0, 26.0, 25.333333333333332)","(41.0, 80.0, 79.28571428571429)","(61.0, 160.0, 144.0)","(1.9, 2.06, 2.026761768901569)","(31.0, 48.0, 47.75)","(51.0, 130.0, 93.63636363636364)","(6.0, 7.8, 7.7926829268292686)","(20.0, 26.0, 25.642857142857142)"
08-01-2023 13:30:51.582442,"(3.9, 4.5, 4.463380281690141)","(31.0, 60.0, 57.33333333333333)","(61.0, 170.0, 135.0)","(18.0, 26.0, 25.333333333333332)","(41.0, 80.0, 79.28571428571429)","(61.0, 160.0, 144.0)","(1.9, 2.04, 2.026761768901569)","(31.0, 48.0, 47.75)","(51.0, 130.0, 93.63636363636364)","(6.0, 7.8, 7.7926829268292686)","(20.0, 26.0, 27.105263157894736)"
08-01-2023 13:30:52.922584,"(3.9, 4.5, 4.470454545454546)","(31.0, 60.0, 57.33333333333333)","(61.0, 170.0, 135.0)","(18.0, 26.0, 24.444444444444443)","(41.0, 80.0, 83.57142857142857)","(61.0, 160.0, 144.0)","(1.9, 2.04, 2.026761768901569)","(31.0, 48.0, 47.75)","(51.0, 130.0, 93.63636363636364)","(6.0, 7.8, 7.7926829268292686)","(20.0, 28.0, 26.413793103448278)"
08-01-2023 13:30:54.227196,"(3.9, 4.5, 4.46078431372549)","(31.0, 60.0, 57.33333333333333)","(61.0, 170.0, 135.0)","(18.0, 25.0, 24.444444444444443)","(41.0, 85.0, 83.57142857142857)","(61.0, 160.0, 144.0)","(1.9, 2.04, 2.026761768901569)","(31.0, 48.0, 47.75)","(51.0, 130.0, 93.63636363636364)","(6.0, 7.8, 7.7926829268292686)","(20.0, 27.0, 26.413793103448278)"
08-01-2023 13:30:55.459738,"(3.9, 4.5, 4.46078431372549)","(31.0, 60.0, 57.33333333333333)","(61.0, 170.0, 135.0)","(18.0, 26.0, 24.823529411764707)","(41.0, 85.0, 83.57142857142857)","(61.0, 160.0, 144.0)","(1.9, 2.04, 2.0271709531013618)","(31.0, 48.0, 47.75)","(51.0, 130.0, 93.63636363636364)","(6.0, 7.8, 7.7926829268292686)","(20.0, 27.0, 26.413793103448278)"
08-01-2023 13:30:56.691285,"(3.9, 4.5, 4.46078431372549)","(31.0, 60.0, 58.22222222222222)","(61.0, 170.0, 135.0)","(18.0, 26.0, 25.0625)","(41.0, 85.0, 83.57142857142857)","(61.0, 160.0, 144.0)","(1.9, 2.04, 2.027798561151079)","(31.0, 48.0, 47.75)","(51.0, 130.0, 93.63636363636364)","(6.0, 7.8, 7.606896551724137)","(20.0, 27.0, 26.413793103448278)"
08-01-2023 13:30:57.919508,"(3.9, 4.6, 4.522695035460993)","(31.0, 60.0, 58.22222222222222)","(61.0, 170.0, 135.0)","(18.0, 26.0, 25.0625)","(41.0, 85.0, 83.57142857142857)","(61.0, 160.0, 144.0)","(1.9, 2.02, 2.0153478260869564)","(31.0, 48.0, 47.75)","(51.0, 130.0, 93.63636363636364)","(6.0, 7.8, 7.744)","(20.0, 27.0, 26.413793103448278)"
08-01-2023 13:30:59.197299,"(3.9, 4.6, 4.525)","(31.0, 60.0, 56.8)","(61.0, 170.0, 135.0)","(18.0, 26.0, 24.666666666666668)","(41.0, 85.0, 83.57142857142857)","(61.0, 160.0, 144.0)","(1.9, 2.02, 2.0138976377952758)","(31.0, 48.0, 47.75)","(41.0, 130.0, 93.63636363636364)","(6.5, 7.8, 7.744)","(20.0, 27.0, 26.413793103448278)"
08-01-2023 13:31:00.469722,"(3.9, 4.6, 4.528)","(31.0, 60.0, 56.8)","(61.0, 170.0, 135.0)","(18.0, 26.0, 24.666666666666668)","(41.0, 85.0, 83.57142857142857)","(61.0, 160.0, 144.0)","(1.9, 2.02, 2.0138976377952758)","(31.0, 48.0, 47.75)","(41.0, 130.0, 93.63636363636364)","(6.5, 7.8, 7.744)","(20.0, 27.0, 26.413793103448278)"
08-01-2023 13:31:01.777139,"(3.9, 4.6, 4.528)","(31.0, 60.0, 56.8)","(61.0, 170.0, 152.5)","(18.0, 26.0, 25.23076923076923)","(41.0, 85.0, 83.75)","(61.0, 160.0, 144.0)","(1.9, 2.02, 2.0138976377952758)","(31.0, 48.0, 47.75)","(41.0, 130.0, 93.63636363636364)","(6.5, 7.8, 7.744)","(20.0, 27.0, 26.413793103448278)"
08-01-2023 13:31:03.135573,"(3.9, 4.6, 4.528)","(31.0, 60.0, 54.666666666666664)","(61.0, 170.0, 152.5)","(18.0, 26.0, 25.23076923076923)","(41.0, 85.0, 83.75)","(61.0, 160.0, 144.0)","(1.9, 2.02, 2.0138976377952758)","(31.0, 48.0, 47.75)","(41.0, 130.0, 93.63636363636364)","(6.5, 7.8, 7.744)","(20.0, 27.0, 26.413793103448278)"
08-01-2023 13:31:04.513933,"(3.9, 4.6, 4.528)","(31.0, 60.0, 52.0)","(61.0, 170.0, 152.5)","(18.0, 26.0, 25.23076923076923)","(41.0, 85.0, 83.75)","(61.0, 160.0, 135.0)","(1.9, 2.02, 2.0138976377952758)","(31.0, 48.0, 47.75)","(41.0, 130.0, 102.85714285714286)","(6.5, 7.8, 7.746666666666666)","(20.0, 27.0, 26.413793103448278)"
08-01-2023 13:31:05.819840,"(3.9, 4.6, 4.535251798561151)","(31.0, 55.0, 52.0)","(61.0, 170.0, 152.5)","(18.0, 26.0, 25.23076923076923)","(41.0, 85.0, 83.75)","(61.0, 160.0, 144.0)","(1.9, 2.02, 2.013980198019802)","(31.0, 48.0, 47.77777777777778)","(41.0, 120.0, 102.85714285714286)","(6.5, 7.8, 7.74)","(20.0, 27.0, 26.291666666666668)"
08-01-2023 13:31:07.113878,"(3.8, 4.6, 4.535251798561151)","(31.0, 55.0, 52.0)","(61.0, 170.0, 152.5)","(19.0, 26.0, 23.444444444444443)","(51.0, 85.0, 86.05263157894737)","(71.0, 160.0, 135.0)","(1.8, 2.02, 2.0146853146853148)","(31.0, 48.0, 47.75)","(51.0, 120.0, 109.0909090909091)","(6.5, 7.8, 7.775510204081632)","(20.0, 27.0, 26.291666666666668)"
08-01-2023 13:31:08.431316,"(3.8, 4.6, 4.545512820512821)","(31.0, 55.0, 52.0)","(61.0, 170.0, 152.5)","(19.0, 24.0, 23.444444444444443)","(51.0, 90.0, 86.05263157894737)","(71.0, 160.0, 135.0)","(1.8, 2.02, 1.993705583756345)","(31.0, 48.0, 47.75)","(51.0, 120.0, 110.0)","(6.5, 7.8, 7.854117647058823)","(20.0, 27.0, 26.291666666666668)"
08-01-2023 13:31:09.744348,"(3.8, 4.7, 4.636641221374045)","(31.0, 55.0, 52.9375)","(61.0, 170.0, 152.5)","(19.0, 24.0, 23.444444444444443)","(51.0, 90.0, 86.05263157894737)","(71.0, 160.0, 135.0)","(1.8, 2.0, 1.991948051948052)","(31.0, 48.0, 47.75)","(51.0, 120.0, 102.85714285714286)","(6.5, 8.0, 7.854117647058823)","(20.0, 27.0, 26.291666666666668)"
08-01-2023 13:31:11.155329,"(3.8, 4.7, 4.638059701492537)","(31.0, 55.0, 52.9375)","(61.0, 170.0, 152.5)","(19.0, 24.0, 22.652173913043477)","(51.0, 90.0, 86.05263157894737)","(71.0, 160.0, 135.0)","(1.8, 2.0, 2.0043715846994536)","(31.0, 48.0, 47.75)","(51.0, 120.0, 102.85714285714286)","(6.5, 8.0, 7.854117647058823)","(20.0, 27.0, 26.346153846153847)"
