,Jaziah,The Casual Goose,Mon Bel Ange,Recipe For Dreaming Nz,Purple Shades,Roclea Ruler,True Grit Shadow,Whata Terror,Bettor Getta Lover
05-01-2023 17:02:51.779388,"(1.55, 1.7, 1.6936585365853658)","(6.5, 11.0, 10.076923076923077)","(41.0, 95.0, 87.5)","(19.0, 99999, 99990)","(12.0, 19.5, 18.5)","(26.0, 55.0, 44.8)","(21.0, 36.0, 28.25)","(4.4, 6.6, 6.15)","(41.0, 170.0, 152.5)"
05-01-2023 17:02:53.068978,"(1.55, 1.71, 1.7026923076923077)","(6.5, 11.0, 10.18421052631579)","(41.0, 95.0, 87.5)","(19.0, 99999, 99990)","(12.0, 21.0, 20.333333333333332)","(26.0, 55.0, 56.0)","(21.0, 28.0, 25.4)","(4.4, 5.8, 5.793333333333333)","(41.0, 160.0, 154.0)"
05-01-2023 17:02:54.380222,"(1.55, 1.71, 1.6616666666666666)","(6.5, 11.0, 10.391304347826086)","(41.0, 100.0, 86.66666666666667)","(19.0, 99999, 99990)","(12.0, 22.0, 20.833333333333332)","(26.0, 65.0, 56.666666666666664)","(21.0, 29.0, 26.857142857142858)","(4.4, 6.0, 5.68)","(41.0, 160.0, 130.0)"
05-01-2023 17:02:55.608940,"(1.55, 1.71, 1.680612244897959)","(7.0, 11.0, 10.391304347826086)","(41.0, 100.0, 90.0)","(18.0, 99999, 99990)","(12.0, 23.0, 21.434782608695652)","(26.0, 65.0, 47.75)","(21.0, 29.0, 26.857142857142858)","(4.4, 6.0, 5.68)","(41.0, 170.0, 130.0)"
05-01-2023 17:02:56.872402,"(1.55, 1.71, 1.680612244897959)","(7.0, 11.0, 10.533333333333333)","(41.0, 100.0, 93.33333333333333)","(18.0, 99999, 99990)","(12.0, 23.0, 20.666666666666668)","(26.0, 65.0, 59.75)","(21.0, 29.0, 27.2)","(4.4, 6.0, 5.3999999999999995)","(41.0, 170.0, 130.0)"
05-01-2023 17:02:58.125859,"(1.55, 1.71, 1.6655555555555555)","(7.0, 11.0, 10.533333333333333)","(41.0, 100.0, 90.0)","(18.0, 99999, 99990)","(12.0, 23.0, 22.1)","(26.0, 65.0, 56.85714285714286)","(21.0, 29.0, 27.125)","(4.4, 6.0, 5.7)","(41.0, 170.0, 130.0)"
05-01-2023 17:02:59.395936,"(1.55, 1.71, 1.671290322580645)","(7.0, 11.0, 10.533333333333333)","(41.0, 100.0, 93.33333333333333)","(18.0, 99999, 99990)","(12.0, 23.0, 21.5)","(26.0, 60.0, 57.45454545454545)","(21.0, 29.0, 26.0)","(4.4, 6.0, 5.8)","(41.0, 170.0, 130.0)"
05-01-2023 17:03:00.662973,"(1.55, 1.71, 1.6694594594594594)","(7.0, 11.0, 10.533333333333333)","(41.0, 100.0, 93.33333333333333)","(18.0, 99999, 99990)","(12.0, 23.0, 20.666666666666668)","(26.0, 60.0, 57.45454545454545)","(21.0, 29.0, 26.0)","(4.4, 6.0, 5.8)","(41.0, 170.0, 130.0)"
05-01-2023 17:03:02.275063,"(1.55, 1.71, 1.6694594594594594)","(7.0, 11.0, 10.066666666666666)","(41.0, 100.0, 93.33333333333333)","(18.0, 99999, 99990)","(12.0, 23.0, 21.5)","(26.0, 60.0, 57.45454545454545)","(21.0, 29.0, 26.857142857142858)","(4.4, 6.0, 5.75)","(41.0, 170.0, 130.0)"
05-01-2023 17:03:03.712222,"(1.55, 1.71, 1.6694594594594594)","(7.0, 11.0, 10.066666666666666)","(41.0, 100.0, 93.33333333333333)","(18.0, 99999, 99990)","(12.0, 23.0, 21.25)","(26.0, 60.0, 55.0)","(21.0, 29.0, 26.6)","(4.4, 6.0, 5.625)","(41.0, 170.0, 150.0)"
05-01-2023 17:03:05.156694,"(1.55, 1.71, 1.6656451612903225)","(7.0, 11.0, 9.904347826086957)","(41.0, 100.0, 93.33333333333333)","(18.0, 99999, 99990)","(12.0, 23.0, 22.142857142857142)","(26.0, 60.0, 55.0)","(21.0, 29.0, 26.6)","(4.4, 6.0, 5.785714285714286)","(41.0, 170.0, 150.0)"
05-01-2023 17:03:06.725109,"(1.55, 1.71, 1.6656451612903225)","(7.0, 11.0, 10.066666666666666)","(41.0, 100.0, 93.33333333333333)","(18.0, 99999, 99990)","(12.0, 23.0, 22.142857142857142)","(26.0, 60.0, 55.0)","(21.0, 29.0, 26.6)","(4.4, 6.4, 6.109090909090909)","(41.0, 170.0, 150.0)"
05-01-2023 17:03:08.481231,"(1.55, 1.71, 1.6656451612903225)","(7.0, 11.0, 9.904347826086957)","(41.0, 100.0, 92.5)","(18.0, 99999, 99990)","(12.0, 23.0, 22.5)","(26.0, 60.0, 54.0)","(21.0, 29.0, 26.6)","(4.4, 6.4, 6.1)","(41.0, 170.0, 143.33333333333334)"
05-01-2023 17:03:09.873940,"(1.55, 1.7, 1.6641379310344826)","(7.0, 11.0, 9.904347826086957)","(41.0, 100.0, 92.5)","(18.0, 99999, 99990)","(12.0, 23.0, 22.125)","(26.0, 60.0, 63.333333333333336)","(21.0, 29.0, 26.0)","(4.4, 6.4, 6.1)","(41.0, 160.0, 140.0)"
05-01-2023 17:03:11.435964,"(1.55, 1.7, 1.6637499999999998)","(7.0, 11.0, 9.904347826086957)","(41.0, 100.0, 92.5)","(18.0, 99999, 99990)","(12.0, 23.0, 22.125)","(26.0, 70.0, 63.333333333333336)","(21.0, 29.0, 26.0)","(4.4, 6.4, 6.1)","(41.0, 160.0, 140.0)"
05-01-2023 17:03:12.766645,"(1.55, 1.7, 1.6637499999999998)","(7.0, 11.0, 9.690909090909091)","(41.0, 100.0, 92.5)","(18.0, 99999, 99990)","(12.0, 23.0, 22.125)","(26.0, 70.0, 63.333333333333336)","(21.0, 29.0, 31.0)","(4.4, 6.4, 6.1)","(41.0, 160.0, 140.0)"
05-01-2023 17:03:14.201053,"(1.55, 1.7, 1.6729166666666666)","(7.0, 11.0, 9.457142857142857)","(41.0, 100.0, 92.5)","(18.0, 99999, 99990)","(12.0, 23.0, 22.125)","(26.0, 70.0, 53.333333333333336)","(21.0, 34.0, 27.066666666666666)","(4.4, 6.4, 6.1)","(41.0, 160.0, 148.57142857142858)"
05-01-2023 17:03:15.841308,"(1.55, 1.7, 1.6947169811320755)","(7.0, 11.0, 9.58)","(41.0, 100.0, 92.5)","(18.0, 99999, 99990)","(12.0, 23.0, 22.125)","(26.0, 65.0, 53.333333333333336)","(21.0, 34.0, 28.105263157894736)","(4.4, 6.4, 6.133333333333334)","(41.0, 160.0, 141.8181818181818)"
05-01-2023 17:03:17.174494,"(1.55, 1.7, 1.6947169811320755)","(7.0, 10.5, 9.435294117647059)","(41.0, 100.0, 92.5)","(18.0, 99999, 99990)","(12.0, 23.0, 21.727272727272727)","(26.0, 65.0, 53.333333333333336)","(21.0, 34.0, 28.105263157894736)","(4.4, 6.4, 6.133333333333334)","(41.0, 160.0, 150.0)"
05-01-2023 17:03:18.552573,"(1.55, 1.7, 1.6694117647058824)","(7.0, 10.0, 9.377777777777778)","(41.0, 100.0, 93.18181818181819)","(18.0, 99999, 99990)","(12.0, 23.0, 22.363636363636363)","(26.0, 65.0, 53.333333333333336)","(21.0, 34.0, 28.666666666666668)","(4.4, 6.4, 6.133333333333334)","(41.0, 160.0, 150.0)"
05-01-2023 17:03:19.966531,"(1.55, 1.7, 1.6694117647058824)","(7.0, 10.0, 9.377777777777778)","(41.0, 130.0, 91.0)","(18.0, 99999, 99990)","(12.0, 23.0, 22.571428571428573)","(26.0, 65.0, 53.333333333333336)","(21.0, 34.0, 28.666666666666668)","(4.4, 6.4, 6.133333333333334)","(41.0, 160.0, 150.0)"
05-01-2023 17:03:21.360433,"(1.55, 1.7, 1.6754716981132074)","(7.0, 10.0, 9.3875)","(41.0, 130.0, 91.0)","(18.0, 99999, 99990)","(12.0, 23.0, 22.444444444444443)","(26.0, 65.0, 53.333333333333336)","(21.0, 34.0, 28.666666666666668)","(4.4, 6.4, 6.133333333333334)","(41.0, 160.0, 150.0)"
05-01-2023 17:03:22.668374,"(1.55, 1.7, 1.6741071428571428)","(7.0, 10.0, 9.57391304347826)","(41.0, 130.0, 94.0)","(18.0, 99999, 99990)","(12.0, 23.0, 22.444444444444443)","(26.0, 65.0, 53.333333333333336)","(21.0, 34.0, 28.666666666666668)","(4.4, 6.4, 6.133333333333334)","(41.0, 160.0, 150.0)"
05-01-2023 17:03:23.969449,"(1.55, 1.7, 1.6741071428571428)","(7.0, 10.0, 9.57391304347826)","(41.0, 130.0, 94.0)","(18.0, 99999, 99990)","(12.0, 23.0, 22.444444444444443)","(26.0, 65.0, 53.333333333333336)","(21.0, 34.0, 28.666666666666668)","(4.4, 6.4, 6.133333333333334)","(41.0, 160.0, 146.25)"
05-01-2023 17:03:25.530360,"(1.55, 1.7, 1.6754716981132074)","(7.0, 10.0, 9.57391304347826)","(41.0, 110.0, 92.5)","(18.0, 99999, 99990)","(12.0, 24.0, 22.333333333333332)","(26.0, 65.0, 56.25)","(21.0, 34.0, 29.0)","(4.4, 6.4, 6.133333333333334)","(41.0, 190.0, 129.33333333333334)"
05-01-2023 17:03:26.995234,"(1.55, 1.7, 1.6754716981132074)","(7.0, 10.0, 9.57391304347826)","(41.0, 110.0, 92.5)","(18.0, 99999, 99990)","(12.0, 24.0, 22.42105263157895)","(26.0, 65.0, 56.25)","(21.0, 34.0, 29.333333333333332)","(4.4, 6.4, 6.133333333333334)","(41.0, 190.0, 129.33333333333334)"
05-01-2023 17:03:28.371841,"(1.55, 1.7, 1.6741071428571428)","(7.0, 10.0, 9.714285714285715)","(41.0, 110.0, 92.5)","(18.0, 99999, 99990)","(12.0, 24.0, 22.42105263157895)","(26.0, 65.0, 53.333333333333336)","(21.0, 34.0, 29.714285714285715)","(4.4, 6.4, 6.133333333333334)","(41.0, 190.0, 150.0)"
05-01-2023 17:03:30.216494,"(1.55, 1.7, 1.6754716981132074)","(7.0, 10.0, 9.76)","(41.0, 110.0, 92.5)","(18.0, 99999, 99990)","(12.0, 24.0, 22.42105263157895)","(26.0, 65.0, 56.25)","(21.0, 34.0, 29.714285714285715)","(4.4, 6.4, 6.133333333333334)","(41.0, 180.0, 150.0)"
05-01-2023 17:03:31.862005,"(1.55, 1.7, 1.6489655172413793)","(7.0, 10.0, 10.038461538461538)","(41.0, 110.0, 92.5)","(20.0, 99999, 99990)","(12.0, 24.0, 22.42105263157895)","(26.0, 65.0, 56.25)","(21.0, 34.0, 28.923076923076923)","(4.6, 6.4, 6.133333333333334)","(41.0, 180.0, 152.72727272727272)"
05-01-2023 17:03:33.370727,"(1.55, 1.65, 1.6489655172413793)","(7.0, 10.5, 10.038461538461538)","(41.0, 110.0, 92.5)","(20.0, 99999, 99990)","(12.0, 24.0, 23.11764705882353)","(26.0, 65.0, 56.25)","(21.0, 34.0, 29.0)","(4.6, 6.4, 6.133333333333334)","(41.0, 180.0, 152.72727272727272)"
05-01-2023 17:03:34.728264,"(1.55, 1.65, 1.6489655172413793)","(7.0, 10.5, 9.928571428571429)","(41.0, 110.0, 97.5)","(20.0, 99999, 99990)","(12.0, 24.0, 23.11764705882353)","(26.0, 65.0, 56.25)","(21.0, 34.0, 29.0)","(4.6, 6.4, 6.133333333333334)","(41.0, 180.0, 152.72727272727272)"
05-01-2023 17:03:35.990747,"(1.55, 1.65, 1.6454545454545453)","(7.0, 10.5, 9.928571428571429)","(41.0, 110.0, 97.14285714285714)","(20.0, 99999, 99990)","(12.0, 24.0, 23.11764705882353)","(26.0, 65.0, 56.25)","(21.0, 34.0, 31.0)","(4.6, 6.4, 6.133333333333334)","(41.0, 180.0, 152.72727272727272)"
05-01-2023 17:03:37.372370,"(1.55, 1.7, 1.6647457627118645)","(7.0, 10.5, 9.633333333333333)","(41.0, 110.0, 91.25)","(20.0, 99999, 99990)","(12.0, 24.0, 22.125)","(26.0, 65.0, 56.92307692307692)","(21.0, 34.0, 29.0)","(4.6, 6.4, 6.167741935483871)","(41.0, 180.0, 152.22222222222223)"
05-01-2023 17:03:38.691438,"(1.5, 1.69, 1.6509999999999998)","(7.0, 10.5, 9.633333333333333)","(51.0, 110.0, 91.25)","(21.0, 99999, 99990)","(13.0, 24.0, 23.153846153846153)","(26.0, 65.0, 56.92307692307692)","(21.0, 34.0, 30.875)","(4.6, 6.4, 6.194285714285715)","(51.0, 180.0, 146.66666666666666)"
05-01-2023 17:03:44.120898,"(1.5, 1.64, 1.6341666666666665)","(7.0, 10.5, 9.766666666666667)","(51.0, 110.0, 98.0)","(21.0, 99999, 99990)","(13.0, 24.0, 23.181818181818183)","(26.0, 65.0, 56.92307692307692)","(21.0, 34.0, 29.0)","(4.6, 6.4, 6.205405405405406)","(51.0, 180.0, 150.0)"
05-01-2023 17:03:45.852953,"(1.5, 1.64, 1.6341666666666665)","(7.0, 10.5, 10.011111111111111)","(51.0, 110.0, 98.0)","(21.0, 99999, 99990)","(13.0, 24.0, 23.181818181818183)","(26.0, 65.0, 68.18181818181819)","(21.0, 34.0, 29.0)","(4.6, 6.4, 6.307692307692308)","(51.0, 180.0, 144.28571428571428)"
05-01-2023 17:03:47.618106,"(1.5, 1.65, 1.6410937499999998)","(7.0, 10.5, 10.14)","(51.0, 110.0, 98.0)","(21.0, 99999, 99990)","(13.0, 24.0, 23.181818181818183)","(26.0, 70.0, 65.0)","(21.0, 34.0, 29.0)","(4.6, 6.4, 6.307692307692308)","(51.0, 180.0, 144.28571428571428)"
05-01-2023 17:03:49.399938,"(1.5, 1.65, 1.641111111111111)","(7.0, 10.5, 10.14)","(51.0, 110.0, 98.0)","(21.0, 99999, 99990)","(13.0, 24.0, 23.181818181818183)","(26.0, 70.0, 65.0)","(21.0, 34.0, 29.0)","(4.6, 6.4, 6.307692307692308)","(51.0, 180.0, 144.28571428571428)"
05-01-2023 17:03:51.032395,"(1.5, 1.65, 1.6402317880794701)","(7.0, 11.0, 10.1)","(51.0, 110.0, 98.0)","(21.0, 99999, 99990)","(13.0, 24.0, 23.1)","(26.0, 70.0, 65.0)","(21.0, 34.0, 29.0)","(4.6, 6.4, 6.260869565217391)","(51.0, 180.0, 144.28571428571428)"
05-01-2023 17:03:52.916858,"(1.5, 1.63, 1.6202640264026404)","(7.0, 11.0, 10.16)","(51.0, 110.0, 98.0)","(21.0, 99999, 99990)","(13.0, 24.0, 23.1)","(26.0, 70.0, 65.0)","(21.0, 34.0, 31.5)","(4.6, 6.6, 6.260869565217391)","(51.0, 180.0, 170.0)"
05-01-2023 17:03:54.683253,"(1.5, 1.63, 1.6202640264026404)","(7.0, 11.0, 10.0)","(51.0, 110.0, 98.0)","(21.0, 99999, 99990)","(13.0, 24.0, 23.1)","(26.0, 70.0, 66.25)","(21.0, 34.0, 33.25)","(4.6, 6.6, 6.351219512195121)","(51.0, 180.0, 156.66666666666666)"
05-01-2023 17:03:56.223470,"(1.5, 1.64, 1.6213333333333335)","(7.0, 11.0, 10.16)","(51.0, 110.0, 95.0)","(21.0, 99999, 99990)","(13.0, 24.0, 23.1)","(26.0, 70.0, 66.25)","(21.0, 34.0, 33.25)","(4.6, 6.6, 6.389189189189189)","(51.0, 190.0, 161.25)"
05-01-2023 17:03:57.654704,"(1.5, 1.63, 1.62)","(7.0, 11.0, 10.16)","(51.0, 110.0, 108.33333333333333)","(21.0, 99999, 99990)","(13.0, 24.0, 23.1)","(26.0, 70.0, 66.25)","(21.0, 34.0, 33.69230769230769)","(4.6, 6.6, 6.389189189189189)","(51.0, 180.0, 172.5)"
05-01-2023 17:03:59.226806,"(1.5, 1.62, 1.6093333333333335)","(7.0, 11.0, 10.25)","(51.0, 120.0, 108.33333333333333)","(21.0, 99999, 99990)","(13.0, 24.0, 23.1)","(26.0, 70.0, 66.25)","(21.0, 34.0, 33.0)","(4.6, 6.6, 6.389189189189189)","(51.0, 180.0, 172.5)"
05-01-2023 17:04:00.948035,"(1.5, 1.62, 1.613846153846154)","(7.0, 11.0, 10.25)","(51.0, 120.0, 108.33333333333333)","(21.0, 99999, 99990)","(13.0, 24.0, 23.1)","(26.0, 70.0, 66.25)","(21.0, 34.0, 33.0)","(4.6, 6.6, 6.184615384615385)","(51.0, 180.0, 172.5)"
05-01-2023 17:04:02.519852,"(1.5, 1.62, 1.615952380952381)","(7.0, 11.0, 10.25)","(51.0, 120.0, 108.33333333333333)","(21.0, 99999, 99990)","(13.0, 24.0, 23.1)","(26.0, 70.0, 68.33333333333333)","(21.0, 34.0, 33.0)","(4.6, 6.6, 6.305454545454546)","(51.0, 180.0, 161.25)"
05-01-2023 17:04:04.492757,"(1.5, 1.62, 1.615952380952381)","(7.0, 11.0, 10.4)","(51.0, 120.0, 102.5)","(21.0, 99999, 99990)","(13.0, 24.0, 23.1)","(26.0, 70.0, 67.5)","(21.0, 34.0, 33.86666666666667)","(4.6, 6.6, 6.305454545454546)","(51.0, 180.0, 161.25)"
05-01-2023 17:04:06.345135,"(1.5, 1.62, 1.615952380952381)","(7.0, 11.0, 10.4)","(51.0, 120.0, 108.33333333333333)","(21.0, 99999, 99990)","(13.0, 24.0, 23.1)","(26.0, 70.0, 67.5)","(21.0, 34.0, 33.86666666666667)","(4.6, 6.6, 6.305454545454546)","(51.0, 180.0, 161.25)"
05-01-2023 17:04:08.116723,"(1.5, 1.62, 1.610606796116505)","(7.0, 11.0, 10.336842105263157)","(51.0, 120.0, 108.33333333333333)","(21.0, 99999, 99990)","(13.0, 24.0, 23.1)","(26.0, 70.0, 67.5)","(21.0, 34.0, 34.285714285714285)","(4.6, 6.6, 6.305454545454546)","(51.0, 180.0, 161.25)"
05-01-2023 17:04:09.725189,"(1.5, 1.61, 1.6058333333333334)","(7.0, 11.0, 10.318918918918918)","(51.0, 120.0, 108.33333333333333)","(21.0, 99999, 99990)","(13.0, 24.0, 23.1)","(26.0, 70.0, 67.5)","(21.0, 38.0, 34.285714285714285)","(4.6, 6.6, 6.305454545454546)","(51.0, 180.0, 161.25)"
05-01-2023 17:04:11.292887,"(1.4, 1.61, 1.6035714285714286)","(7.5, 11.0, 10.060869565217391)","(51.0, 120.0, 105.0)","(21.0, 99999, 99990)","(15.0, 24.0, 23.1)","(31.0, 70.0, 67.5)","(21.0, 38.0, 34.285714285714285)","(4.8, 6.6, 6.305454545454546)","(41.0, 180.0, 161.25)"
05-01-2023 17:04:12.916998,"(1.4, 1.61, 1.6)","(7.5, 11.0, 10.75)","(51.0, 120.0, 94.0)","(21.0, 99999, 99990)","(15.0, 24.0, 23.272727272727273)","(31.0, 70.0, 67.5)","(21.0, 38.0, 34.22222222222222)","(4.8, 6.6, 6.233898305084746)","(41.0, 180.0, 161.25)"
05-01-2023 17:04:14.418560,"(1.4, 1.6, 1.5878260869565217)","(7.5, 11.5, 10.75)","(51.0, 130.0, 94.0)","(21.0, 99999, 99990)","(15.0, 26.0, 23.272727272727273)","(31.0, 70.0, 67.5)","(21.0, 38.0, 34.22222222222222)","(4.8, 6.6, 6.233898305084746)","(41.0, 180.0, 161.25)"
05-01-2023 17:04:15.931588,"(1.4, 1.59, 1.5766666666666667)","(7.5, 11.5, 11.09090909090909)","(51.0, 130.0, 94.0)","(21.0, 99999, 99990)","(15.0, 26.0, 23.272727272727273)","(31.0, 70.0, 67.5)","(21.0, 38.0, 34.22222222222222)","(4.8, 6.6, 6.233898305084746)","(41.0, 180.0, 161.25)"
05-01-2023 17:04:17.519263,"(1.4, 1.62, 1.6183916083916086)","(7.5, 11.5, 11.09090909090909)","(51.0, 130.0, 94.0)","(21.0, 99999, 99990)","(15.0, 26.0, 23.272727272727273)","(31.0, 70.0, 67.5)","(21.0, 38.0, 35.806451612903224)","(4.8, 6.6, 6.278260869565218)","(41.0, 180.0, 161.25)"
05-01-2023 17:04:18.936167,"(1.4, 1.62, 1.6183916083916086)","(7.5, 11.5, 11.09090909090909)","(51.0, 130.0, 94.0)","(21.0, 99999, 99990)","(15.0, 26.0, 23.272727272727273)","(31.0, 70.0, 67.5)","(21.0, 38.0, 34.22222222222222)","(4.8, 6.4, 6.32)","(41.0, 180.0, 161.25)"
05-01-2023 17:04:20.403452,"(1.4, 1.6, 1.5961538461538463)","(7.5, 11.5, 11.09090909090909)","(51.0, 130.0, 94.0)","(21.0, 99999, 99990)","(15.0, 26.0, 23.272727272727273)","(31.0, 70.0, 67.5)","(21.0, 38.0, 36.111111111111114)","(4.8, 6.4, 6.32)","(41.0, 180.0, 161.25)"
05-01-2023 17:04:21.687189,"(1.4, 1.6, 1.5946153846153848)","(7.5, 11.5, 11.09090909090909)","(51.0, 130.0, 94.0)","(21.0, 99999, 99990)","(15.0, 26.0, 23.272727272727273)","(31.0, 70.0, 67.5)","(21.0, 38.0, 36.111111111111114)","(4.8, 6.4, 6.32)","(41.0, 180.0, 161.25)"
05-01-2023 17:04:23.182207,"(1.4, 1.6, 1.5946153846153848)","(7.5, 11.5, 11.09090909090909)","(51.0, 130.0, 94.0)","(21.0, 99999, 99990)","(15.0, 26.0, 23.272727272727273)","(31.0, 70.0, 67.5)","(21.0, 38.0, 36.111111111111114)","(4.8, 6.4, 6.32)","(41.0, 180.0, 161.25)"
05-01-2023 17:04:24.580986,"(1.4, 1.61, 1.590078125)","(7.5, 11.5, 11.25)","(51.0, 130.0, 94.0)","(21.0, 99999, 99990)","(15.0, 26.0, 23.24)","(31.0, 70.0, 67.5)","(21.0, 38.0, 36.111111111111114)","(4.8, 6.4, 6.32)","(41.0, 180.0, 161.25)"
05-01-2023 17:04:26.191387,"(1.4, 1.6, 1.5881818181818184)","(7.5, 11.5, 11.285714285714285)","(51.0, 130.0, 94.0)","(21.0, 99999, 99990)","(15.0, 26.0, 23.6)","(31.0, 70.0, 62.5)","(21.0, 38.0, 36.111111111111114)","(4.8, 6.4, 6.32)","(41.0, 180.0, 158.57142857142858)"
05-01-2023 17:04:27.810136,"(1.4, 1.59, 1.5881818181818184)","(7.5, 12.0, 10.916666666666666)","(51.0, 130.0, 94.0)","(21.0, 99999, 99990)","(15.0, 26.0, 23.774193548387096)","(31.0, 70.0, 62.5)","(21.0, 38.0, 36.111111111111114)","(4.8, 6.4, 6.32)","(41.0, 180.0, 158.57142857142858)"
05-01-2023 17:04:29.563781,"(1.4, 1.59, 1.5881818181818184)","(7.5, 12.0, 10.840909090909092)","(51.0, 130.0, 94.0)","(21.0, 99999, 99990)","(15.0, 26.0, 23.857142857142858)","(31.0, 70.0, 62.5)","(21.0, 38.0, 35.806451612903224)","(4.8, 6.4, 6.090361445783133)","(41.0, 180.0, 158.57142857142858)"
05-01-2023 17:04:31.025187,"(1.4, 1.6, 1.5950000000000002)","(7.5, 12.0, 10.840909090909092)","(51.0, 130.0, 93.18181818181819)","(21.0, 99999, 99990)","(15.0, 26.0, 23.857142857142858)","(31.0, 70.0, 62.5)","(21.0, 38.0, 35.806451612903224)","(4.8, 6.2, 6.052032520325203)","(41.0, 180.0, 158.57142857142858)"
05-01-2023 17:04:32.432434,"(1.4, 1.61, 1.5944444444444446)","(7.5, 12.0, 10.840909090909092)","(51.0, 130.0, 93.18181818181819)","(21.0, 99999, 99990)","(15.0, 26.0, 23.857142857142858)","(31.0, 70.0, 62.5)","(21.0, 38.0, 34.22222222222222)","(4.8, 6.2, 6.052032520325203)","(41.0, 180.0, 158.57142857142858)"
05-01-2023 17:04:33.787223,"(1.4, 1.61, 1.5944444444444446)","(7.5, 12.0, 10.840909090909092)","(51.0, 130.0, 93.18181818181819)","(21.0, 99999, 99990)","(15.0, 26.0, 23.857142857142858)","(31.0, 70.0, 62.5)","(21.0, 38.0, 34.22222222222222)","(4.8, 6.2, 6.02156862745098)","(41.0, 180.0, 158.57142857142858)"
05-01-2023 17:04:35.206089,"(1.4, 1.6, 1.5950000000000002)","(7.5, 12.0, 10.840909090909092)","(51.0, 130.0, 93.18181818181819)","(21.0, 99999, 99990)","(15.0, 26.0, 23.857142857142858)","(31.0, 70.0, 62.5)","(21.0, 38.0, 34.22222222222222)","(4.8, 6.2, 6.019298245614035)","(41.0, 180.0, 158.57142857142858)"
05-01-2023 17:04:36.539640,"(1.4, 1.6, 1.5950000000000002)","(7.5, 12.0, 10.840909090909092)","(51.0, 130.0, 93.18181818181819)","(21.0, 99999, 99990)","(15.0, 26.0, 23.857142857142858)","(31.0, 70.0, 62.5)","(21.0, 38.0, 34.22222222222222)","(4.8, 6.2, 6.0183333333333335)","(41.0, 180.0, 158.57142857142858)"
05-01-2023 17:04:37.974147,"(1.4, 1.6, 1.5966666666666667)","(7.5, 12.0, 10.840909090909092)","(51.0, 130.0, 93.18181818181819)","(21.0, 99999, 99990)","(15.0, 26.0, 23.857142857142858)","(31.0, 70.0, 65.0)","(21.0, 38.0, 34.25)","(4.8, 6.2, 6.0211538461538465)","(41.0, 180.0, 158.57142857142858)"
05-01-2023 17:04:39.243103,"(1.4, 1.61, 1.5739024390243903)","(7.5, 12.0, 11.076923076923077)","(51.0, 130.0, 94.0)","(21.0, 99999, 99990)","(15.0, 26.0, 24.285714285714285)","(31.0, 75.0, 69.0)","(21.0, 38.0, 34.25)","(4.8, 6.2, 6.00421052631579)","(41.0, 180.0, 165.0)"
05-01-2023 17:04:40.486879,"(1.4, 1.61, 1.5809803921568628)","(7.5, 12.0, 11.423076923076923)","(51.0, 130.0, 113.125)","(21.0, 99999, 99990)","(15.0, 26.0, 24.285714285714285)","(31.0, 75.0, 69.0)","(21.0, 38.0, 34.25)","(4.8, 6.2, 6.003846153846154)","(41.0, 190.0, 165.0)"
05-01-2023 17:04:41.807503,"(1.4, 1.59, 1.5791891891891892)","(8.0, 12.0, 11.833333333333334)","(51.0, 130.0, 113.125)","(21.0, 99999, 99990)","(16.0, 26.0, 24.0)","(31.0, 75.0, 69.0)","(21.0, 38.0, 34.25)","(4.8, 6.2, 6.002)","(41.0, 190.0, 165.0)"
05-01-2023 17:04:43.053788,"(1.4, 1.62, 1.6121176470588237)","(8.0, 12.0, 11.833333333333334)","(51.0, 130.0, 113.125)","(21.0, 99999, 99990)","(16.0, 26.0, 24.0)","(31.0, 75.0, 64.23076923076923)","(21.0, 38.0, 34.25)","(4.8, 6.2, 6.002)","(41.0, 190.0, 155.33333333333334)"
05-01-2023 17:04:44.585712,"(1.4, 1.62, 1.6122222222222222)","(8.0, 12.0, 11.833333333333334)","(51.0, 130.0, 110.0)","(21.0, 99999, 99990)","(16.0, 26.0, 24.0)","(31.0, 75.0, 66.25)","(21.0, 38.0, 34.25)","(4.8, 6.2, 5.916822429906542)","(41.0, 190.0, 156.66666666666666)"
05-01-2023 17:04:46.120730,"(1.4, 1.62, 1.6122222222222222)","(8.0, 12.0, 11.9)","(51.0, 120.0, 110.0)","(21.0, 99999, 99990)","(16.0, 26.0, 24.0)","(31.0, 70.0, 66.25)","(21.0, 38.0, 34.25)","(4.8, 6.2, 5.905263157894737)","(41.0, 190.0, 156.66666666666666)"
05-01-2023 17:04:47.617484,"(1.4, 1.62, 1.6113846153846154)","(8.0, 12.0, 11.9)","(51.0, 120.0, 110.0)","(21.0, 99999, 99990)","(16.0, 26.0, 24.285714285714285)","(31.0, 70.0, 66.25)","(21.0, 38.0, 34.25)","(4.8, 6.0, 5.765217391304348)","(41.0, 190.0, 165.0)"
05-01-2023 17:04:48.863703,"(1.4, 1.62, 1.6113846153846154)","(8.0, 12.0, 11.9)","(51.0, 120.0, 110.0)","(21.0, 99999, 99990)","(16.0, 26.0, 24.285714285714285)","(31.0, 70.0, 66.25)","(21.0, 38.0, 34.25)","(4.8, 6.0, 5.742857142857143)","(61.0, 190.0, 165.0)"
