,Barbara Ann,Ebony Riot,Aston Samba,Louie Zeus,Reinforcements,Town Rocker,Unleaded Diesel,Ida Nancy
14-12-2022 13:17:38.253172,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.8, 6.75)","(3.2, 3.8, 3.5846153846153848)","(61.0, 210.0, 135.0)","(2.15, 2.88, 2.7253333333333334)","(7.0, 11.5, 9.75)","(51.0, 390.0, 190.0)","(14.0, 55.0, 23.75)"
14-12-2022 13:17:39.653636,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.8, 6.75)","(3.2, 3.8, 3.5846153846153848)","(61.0, 210.0, 135.0)","(2.15, 2.88, 2.7253333333333334)","(7.0, 11.5, 9.75)","(51.0, 390.0, 190.0)","(14.0, 55.0, 23.75)"
14-12-2022 13:17:40.941353,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.8, 6.75)","(3.2, 3.8, 3.5846153846153848)","(61.0, 210.0, 135.0)","(2.15, 2.88, 2.7253333333333334)","(7.0, 11.5, 9.75)","(51.0, 390.0, 190.0)","(14.0, 55.0, 23.75)"
14-12-2022 13:17:42.316658,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.8, 6.75)","(3.2, 3.8, 3.646153846153846)","(61.0, 210.0, 135.0)","(2.15, 2.88, 2.7253333333333334)","(7.0, 11.5, 9.299999999999999)","(51.0, 390.0, 190.0)","(14.0, 46.0, 31.75)"
14-12-2022 13:17:43.620363,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.8, 6.75)","(3.2, 3.8, 3.533333333333333)","(61.0, 210.0, 135.0)","(2.15, 2.88, 2.7253333333333334)","(7.0, 11.5, 9.299999999999999)","(51.0, 390.0, 190.0)","(14.0, 46.0, 31.75)"
14-12-2022 13:17:44.847345,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.8, 6.75)","(3.2, 3.8, 3.533333333333333)","(61.0, 210.0, 135.0)","(2.15, 2.88, 2.7253333333333334)","(7.0, 11.5, 9.299999999999999)","(51.0, 390.0, 190.0)","(14.0, 46.0, 25.75)"
14-12-2022 13:17:45.944184,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.8, 6.75)","(3.2, 3.8, 3.533333333333333)","(61.0, 210.0, 135.0)","(2.15, 2.88, 2.7253333333333334)","(7.0, 11.5, 9.299999999999999)","(51.0, 390.0, 190.0)","(14.0, 34.0, 25.75)"
14-12-2022 13:17:47.112812,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.8, 6.75)","(3.2, 3.8, 3.6769230769230767)","(61.0, 210.0, 135.0)","(2.15, 2.88, 2.6222222222222222)","(7.0, 11.5, 9.299999999999999)","(51.0, 390.0, 190.0)","(14.0, 34.0, 25.75)"
14-12-2022 13:17:48.286545,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.8, 6.75)","(3.2, 3.8, 3.6769230769230767)","(61.0, 210.0, 135.0)","(2.15, 2.88, 2.6222222222222222)","(7.0, 11.5, 9.299999999999999)","(51.0, 390.0, 190.0)","(14.0, 34.0, 25.75)"
14-12-2022 13:17:49.540567,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.8, 6.75)","(3.2, 3.8, 3.533333333333333)","(61.0, 210.0, 135.0)","(2.15, 2.88, 2.6222222222222222)","(7.0, 11.5, 9.299999999999999)","(51.0, 390.0, 190.0)","(14.0, 34.0, 25.75)"
14-12-2022 13:17:50.798875,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.8, 6.75)","(3.2, 3.8, 3.7076923076923074)","(61.0, 210.0, 135.0)","(2.15, 2.88, 2.6222222222222222)","(7.0, 11.5, 9.299999999999999)","(51.0, 390.0, 190.0)","(14.0, 46.0, 31.75)"
14-12-2022 13:17:52.067489,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.8, 6.75)","(3.2, 3.8, 3.7076923076923074)","(61.0, 210.0, 135.0)","(2.15, 2.88, 2.6222222222222222)","(7.0, 11.5, 9.299999999999999)","(51.0, 390.0, 190.0)","(14.0, 46.0, 31.75)"
14-12-2022 13:17:53.388905,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.8, 6.75)","(3.2, 3.8, 3.7076923076923074)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.6222222222222222)","(7.0, 11.5, 9.299999999999999)","(51.0, 390.0, 190.0)","(14.0, 46.0, 31.75)"
14-12-2022 13:17:54.757629,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.8, 6.75)","(3.2, 3.8, 3.5846153846153848)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.6222222222222222)","(7.0, 11.5, 9.299999999999999)","(51.0, 390.0, 190.0)","(14.0, 46.0, 31.75)"
14-12-2022 13:17:56.132027,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.8, 6.75)","(3.2, 3.8, 3.5846153846153848)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.6222222222222222)","(7.0, 11.5, 9.299999999999999)","(51.0, 390.0, 190.0)","(14.0, 46.0, 31.75)"
14-12-2022 13:17:57.475240,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.8, 6.75)","(3.2, 3.8, 3.5846153846153848)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.6222222222222222)","(7.0, 11.5, 9.299999999999999)","(51.0, 390.0, 190.0)","(14.0, 46.0, 31.75)"
14-12-2022 13:17:58.915482,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.8, 6.75)","(3.2, 3.8, 3.646153846153846)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.6222222222222222)","(7.0, 11.5, 9.299999999999999)","(51.0, 390.0, 190.0)","(14.0, 46.0, 31.75)"
14-12-2022 13:18:00.263019,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.8, 6.75)","(3.2, 3.8, 3.646153846153846)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.6222222222222222)","(7.0, 11.5, 9.299999999999999)","(51.0, 390.0, 190.0)","(14.0, 46.0, 31.75)"
14-12-2022 13:18:01.566855,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.8, 6.75)","(3.2, 3.8, 3.646153846153846)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.6222222222222222)","(7.0, 11.5, 9.299999999999999)","(51.0, 390.0, 190.0)","(14.0, 46.0, 31.75)"
14-12-2022 13:18:02.833182,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.8, 6.75)","(3.2, 3.8, 3.646153846153846)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.7306666666666666)","(7.0, 11.5, 9.299999999999999)","(51.0, 390.0, 190.0)","(14.0, 46.0, 31.75)"
14-12-2022 13:18:04.083078,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.8, 6.75)","(3.2, 3.8, 3.533333333333333)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.7306666666666666)","(7.0, 9.0, 8.259259259259258)","(51.0, 390.0, 190.0)","(14.0, 46.0, 31.75)"
14-12-2022 13:18:05.424994,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.8, 6.75)","(3.2, 3.8, 3.6769230769230767)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.7306666666666666)","(7.0, 9.0, 7.928571428571429)","(51.0, 390.0, 190.0)","(14.0, 46.0, 26.75)"
14-12-2022 13:18:06.656219,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.6, 6.766666666666667)","(3.2, 3.8, 3.6769230769230767)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.7306666666666666)","(7.0, 9.0, 7.928571428571429)","(51.0, 390.0, 190.0)","(14.0, 36.0, 26.75)"
14-12-2022 13:18:07.842969,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.6, 6.766666666666667)","(3.2, 3.8, 3.533333333333333)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.7306666666666666)","(7.0, 9.0, 7.928571428571429)","(51.0, 390.0, 190.0)","(14.0, 36.0, 26.75)"
14-12-2022 13:18:09.008696,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.6, 6.766666666666667)","(3.2, 3.8, 3.533333333333333)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.7306666666666666)","(7.0, 9.0, 7.928571428571429)","(51.0, 390.0, 190.0)","(14.0, 36.0, 26.75)"
14-12-2022 13:18:10.250573,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.6, 6.699999999999999)","(3.2, 3.8, 3.7076923076923074)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.631111111111111)","(7.0, 9.0, 7.928571428571429)","(51.0, 390.0, 190.0)","(14.0, 36.0, 26.75)"
14-12-2022 13:18:11.653617,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.6, 6.699999999999999)","(3.2, 3.8, 3.7076923076923074)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.631111111111111)","(7.0, 9.0, 7.928571428571429)","(51.0, 390.0, 190.0)","(14.0, 36.0, 26.75)"
14-12-2022 13:18:13.172225,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.6, 6.699999999999999)","(3.2, 3.8, 3.7076923076923074)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.631111111111111)","(7.0, 9.0, 7.928571428571429)","(51.0, 390.0, 190.0)","(14.0, 36.0, 26.75)"
14-12-2022 13:18:14.465440,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.6, 6.699999999999999)","(3.2, 3.8, 3.5846153846153848)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.631111111111111)","(7.0, 9.0, 7.928571428571429)","(51.0, 390.0, 190.0)","(14.0, 36.0, 26.75)"
14-12-2022 13:18:15.806473,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.6, 6.699999999999999)","(3.2, 3.8, 3.5846153846153848)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.631111111111111)","(7.0, 9.0, 7.928571428571429)","(51.0, 390.0, 190.0)","(14.0, 36.0, 26.75)"
14-12-2022 13:18:17.304722,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.6, 6.699999999999999)","(3.2, 3.8, 3.5846153846153848)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.631111111111111)","(7.0, 9.0, 7.928571428571429)","(51.0, 390.0, 190.0)","(14.0, 36.0, 26.75)"
14-12-2022 13:18:19.020974,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.6, 6.699999999999999)","(3.2, 3.8, 3.646153846153846)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.631111111111111)","(7.0, 9.0, 7.928571428571429)","(51.0, 390.0, 190.0)","(14.0, 36.0, 27.0)"
14-12-2022 13:18:20.353092,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.6, 6.699999999999999)","(3.2, 3.8, 3.646153846153846)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.631111111111111)","(7.0, 9.0, 7.928571428571429)","(51.0, 390.0, 190.0)","(14.0, 36.0, 27.0)"
14-12-2022 13:18:21.573964,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.6, 6.699999999999999)","(3.2, 3.8, 3.646153846153846)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.631111111111111)","(7.0, 9.0, 7.928571428571429)","(51.0, 390.0, 190.0)","(14.0, 36.0, 27.0)"
14-12-2022 13:18:22.858235,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.6, 6.699999999999999)","(3.2, 3.8, 3.533333333333333)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.631111111111111)","(7.0, 9.0, 7.928571428571429)","(51.0, 390.0, 190.0)","(14.0, 36.0, 27.0)"
14-12-2022 13:18:24.150546,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.6, 6.699999999999999)","(3.2, 3.8, 3.6769230769230767)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.631111111111111)","(7.0, 9.0, 7.897297297297297)","(51.0, 390.0, 190.0)","(14.0, 36.0, 27.0)"
14-12-2022 13:18:25.420869,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.6, 6.699999999999999)","(3.2, 3.8, 3.6769230769230767)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.631111111111111)","(7.0, 9.0, 7.897297297297297)","(51.0, 390.0, 190.0)","(14.0, 36.0, 27.0)"
14-12-2022 13:18:26.673628,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.6, 6.699999999999999)","(3.2, 3.8, 3.6769230769230767)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.631111111111111)","(7.0, 9.0, 7.897297297297297)","(51.0, 390.0, 190.0)","(14.0, 36.0, 27.0)"
14-12-2022 13:18:27.911566,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.6, 6.699999999999999)","(3.2, 3.8, 3.6769230769230767)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.631111111111111)","(7.0, 8.8, 8.0)","(51.0, 390.0, 190.0)","(14.0, 36.0, 27.0)"
14-12-2022 13:18:29.192143,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.6, 6.699999999999999)","(3.2, 3.8, 3.533333333333333)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.631111111111111)","(7.0, 8.8, 8.0)","(51.0, 390.0, 190.0)","(14.0, 36.0, 27.0)"
14-12-2022 13:18:30.402248,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.6, 6.699999999999999)","(3.2, 3.8, 3.533333333333333)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.631111111111111)","(7.0, 8.8, 8.0)","(51.0, 390.0, 190.0)","(14.0, 36.0, 27.0)"
14-12-2022 13:18:31.728946,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.6, 6.699999999999999)","(3.2, 3.8, 3.7076923076923074)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.631111111111111)","(7.0, 8.8, 8.0)","(51.0, 390.0, 190.0)","(14.0, 36.0, 27.0)"
14-12-2022 13:18:33.007292,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.6, 6.699999999999999)","(3.2, 3.8, 3.7076923076923074)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.631111111111111)","(7.0, 8.8, 8.0)","(51.0, 390.0, 190.0)","(14.0, 36.0, 27.0)"
14-12-2022 13:18:34.241969,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.6, 6.699999999999999)","(3.2, 3.8, 3.7076923076923074)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.631111111111111)","(7.0, 8.8, 8.0)","(51.0, 390.0, 190.0)","(14.0, 36.0, 27.0)"
14-12-2022 13:18:35.450750,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.6, 6.699999999999999)","(3.2, 3.8, 3.5846153846153848)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.631111111111111)","(7.0, 8.8, 8.0)","(51.0, 390.0, 190.0)","(14.0, 36.0, 27.0)"
14-12-2022 13:18:36.652736,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.6, 6.699999999999999)","(3.2, 3.8, 3.5846153846153848)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.631111111111111)","(7.0, 8.8, 8.0)","(51.0, 390.0, 190.0)","(14.0, 36.0, 27.0)"
14-12-2022 13:18:37.905100,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.6, 6.699999999999999)","(3.2, 3.8, 3.646153846153846)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.79)","(7.0, 8.8, 8.145454545454545)","(51.0, 390.0, 190.0)","(14.0, 36.0, 32.4)"
14-12-2022 13:18:39.169060,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.6, 7.0375)","(3.2, 3.8, 3.646153846153846)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.88, 2.6005714285714285)","(7.0, 8.6, 8.145454545454545)","(51.0, 390.0, 190.0)","(14.0, 36.0, 27.0)"
14-12-2022 13:18:40.328044,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.6, 7.0375)","(3.2, 3.8, 3.646153846153846)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.82, 2.553170731707317)","(7.0, 8.6, 8.145454545454545)","(51.0, 390.0, 190.0)","(14.0, 36.0, 34.05555555555556)"
14-12-2022 13:18:41.509000,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.6, 7.0375)","(3.2, 3.8, 3.5777777777777775)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.8, 2.6355555555555554)","(7.0, 8.6, 8.145454545454545)","(51.0, 390.0, 190.0)","(14.0, 36.0, 33.16666666666667)"
14-12-2022 13:18:42.816004,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.6, 7.65)","(3.2, 3.8, 3.6769230769230767)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.76, 2.4591304347826086)","(7.0, 8.6, 7.933333333333333)","(51.0, 390.0, 190.0)","(14.0, 36.0, 34.166666666666664)"
14-12-2022 13:18:44.119815,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.8, 7.657142857142857)","(3.2, 3.8, 3.6769230769230767)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.74, 2.495)","(7.0, 8.6, 7.933333333333333)","(51.0, 390.0, 190.0)","(14.0, 36.0, 33.33333333333333)"
14-12-2022 13:18:45.391986,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.8, 7.657142857142857)","(3.2, 3.8, 3.6769230769230767)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.72, 2.413684210526316)","(7.0, 8.6, 7.933333333333333)","(51.0, 390.0, 190.0)","(14.0, 36.0, 33.85714285714286)"
14-12-2022 13:18:46.655031,"(21.0, 75.0, 66.81818181818181)","(4.6, 7.8, 7.65)","(3.2, 3.8, 3.6769230769230767)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.7, 2.413684210526316)","(7.0, 8.6, 7.933333333333333)","(51.0, 390.0, 190.0)","(14.0, 36.0, 33.85714285714286)"
14-12-2022 13:18:47.868706,"(21.0, 75.0, 53.5)","(4.6, 7.8, 7.65)","(3.2, 3.8, 3.533333333333333)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.7, 2.413684210526316)","(7.0, 8.6, 7.933333333333333)","(51.0, 390.0, 190.0)","(14.0, 36.0, 33.85714285714286)"
14-12-2022 13:18:49.145988,"(21.0, 75.0, 53.5)","(4.6, 7.8, 7.199999999999999)","(3.2, 3.8, 3.7076923076923074)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.68, 2.409411764705882)","(7.0, 8.6, 7.933333333333333)","(51.0, 390.0, 190.0)","(14.0, 36.0, 33.83333333333333)"
14-12-2022 13:18:50.397978,"(21.0, 75.0, 53.5)","(4.6, 7.8, 7.199999999999999)","(3.2, 3.8, 3.7076923076923074)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.64, 2.4)","(7.0, 8.6, 7.933333333333333)","(51.0, 390.0, 190.0)","(14.0, 36.0, 33.83333333333333)"
14-12-2022 13:18:51.830919,"(21.0, 75.0, 53.5)","(4.6, 7.8, 7.199999999999999)","(3.2, 3.8, 3.5846153846153848)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.62, 2.4)","(7.0, 8.6, 8.044444444444444)","(51.0, 390.0, 190.0)","(14.0, 36.0, 33.83333333333333)"
14-12-2022 13:18:53.125854,"(21.0, 75.0, 53.5)","(4.6, 7.8, 7.199999999999999)","(3.2, 3.8, 3.5846153846153848)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.62, 2.4)","(7.0, 8.6, 8.044444444444444)","(51.0, 390.0, 190.0)","(14.0, 36.0, 34.42857142857143)"
14-12-2022 13:18:54.614837,"(21.0, 75.0, 53.5)","(4.6, 7.8, 7.199999999999999)","(3.2, 3.8, 3.646153846153846)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.62, 2.4114285714285715)","(7.0, 8.6, 8.044444444444444)","(51.0, 390.0, 190.0)","(14.0, 36.0, 34.42857142857143)"
14-12-2022 13:18:56.170276,"(21.0, 75.0, 53.5)","(4.6, 7.8, 7.199999999999999)","(3.2, 3.8, 3.646153846153846)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.6, 2.4114285714285715)","(7.0, 8.6, 8.044444444444444)","(51.0, 390.0, 190.0)","(14.0, 36.0, 33.5)"
14-12-2022 13:18:57.702815,"(21.0, 75.0, 53.5)","(4.6, 7.8, 7.199999999999999)","(3.2, 3.8, 3.533333333333333)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.6, 2.4114285714285715)","(7.0, 8.6, 8.322222222222221)","(51.0, 390.0, 130.0)","(14.0, 36.0, 34.714285714285715)"
14-12-2022 13:18:59.523395,"(21.0, 75.0, 53.5)","(4.6, 7.8, 7.199999999999999)","(3.2, 3.8, 3.6933333333333334)","(61.0, 210.0, 141.8181818181818)","(2.15, 2.6, 2.4114285714285715)","(7.0, 8.6, 8.322222222222221)","(51.0, 390.0, 130.0)","(14.0, 36.0, 34.714285714285715)"
14-12-2022 13:19:01.301726,"(21.0, 75.0, 53.5)","(4.6, 7.8, 7.199999999999999)","(3.2, 3.8, 3.6933333333333334)","(61.0, 210.0, 172.5)","(2.15, 2.6, 2.4114285714285715)","(7.0, 8.6, 8.322222222222221)","(51.0, 390.0, 130.0)","(14.0, 36.0, 34.714285714285715)"
14-12-2022 13:19:02.777009,"(21.0, 75.0, 35.166666666666664)","(4.6, 7.8, 7.199999999999999)","(3.2, 3.8, 3.7199999999999998)","(61.0, 210.0, 187.69230769230768)","(2.15, 2.6, 2.4036363636363633)","(7.0, 8.6, 8.2875)","(51.0, 390.0, 153.63636363636363)","(14.0, 36.0, 35.1)"
14-12-2022 13:19:04.181614,"(21.0, 70.0, 35.166666666666664)","(4.6, 7.8, 7.199999999999999)","(3.2, 3.8, 3.7076923076923074)","(61.0, 210.0, 170.0)","(2.15, 2.6, 2.4036363636363633)","(7.0, 8.6, 8.2875)","(51.0, 390.0, 153.125)","(14.0, 36.0, 35.1)"
14-12-2022 13:19:05.489796,"(21.0, 70.0, 35.166666666666664)","(4.6, 7.8, 7.199999999999999)","(3.2, 3.8, 3.7333333333333334)","(61.0, 210.0, 170.0)","(2.15, 2.6, 2.4036363636363633)","(7.0, 8.6, 8.123809523809523)","(51.0, 300.0, 153.125)","(14.0, 36.0, 35.1)"
14-12-2022 13:19:06.871012,"(21.0, 70.0, 35.166666666666664)","(4.6, 7.8, 7.628571428571428)","(3.2, 3.8, 3.7333333333333334)","(61.0, 210.0, 170.0)","(2.15, 2.6, 2.448)","(7.0, 8.6, 8.123809523809523)","(51.0, 300.0, 153.125)","(14.0, 36.0, 35.1)"
14-12-2022 13:19:08.251289,"(21.0, 70.0, 35.166666666666664)","(4.6, 7.8, 7.199999999999999)","(3.2, 3.8, 3.6933333333333334)","(61.0, 210.0, 170.0)","(2.15, 2.58, 2.42)","(7.0, 8.6, 8.53913043478261)","(51.0, 300.0, 153.125)","(14.0, 36.0, 44.099999999999994)"
14-12-2022 13:19:09.646017,"(21.0, 70.0, 35.166666666666664)","(4.6, 7.8, 7.199999999999999)","(3.2, 3.8, 3.6933333333333334)","(61.0, 210.0, 140.0)","(2.15, 2.58, 2.4171428571428573)","(7.0, 8.8, 7.975609756097561)","(51.0, 300.0, 112.0)","(14.0, 46.0, 44.099999999999994)"
14-12-2022 13:19:10.884467,"(21.0, 60.0, 50.66666666666667)","(4.6, 7.8, 6.72)","(3.2, 3.8, 3.6933333333333334)","(61.0, 210.0, 140.0)","(2.15, 2.56, 2.432)","(7.0, 9.0, 7.975609756097561)","(51.0, 300.0, 161.42857142857144)","(14.0, 46.0, 44.099999999999994)"
14-12-2022 13:19:12.209238,"(21.0, 60.0, 43.285714285714285)","(4.6, 7.8, 6.72)","(3.2, 3.8, 3.6933333333333334)","(61.0, 210.0, 140.0)","(2.15, 2.54, 2.432)","(7.0, 9.0, 7.975609756097561)","(51.0, 290.0, 161.42857142857144)","(14.0, 46.0, 44.099999999999994)"
14-12-2022 13:19:13.511571,"(21.0, 60.0, 48.44444444444444)","(4.6, 7.8, 6.72)","(3.2, 3.8, 3.6933333333333334)","(61.0, 210.0, 110.0)","(2.15, 2.54, 2.42)","(7.0, 8.8, 8.15)","(51.0, 290.0, 161.42857142857144)","(14.0, 46.0, 44.099999999999994)"
14-12-2022 13:19:14.915331,"(21.0, 60.0, 48.44444444444444)","(4.6, 7.8, 6.72)","(3.2, 3.8, 3.6933333333333334)","(61.0, 210.0, 140.0)","(2.15, 2.54, 2.42)","(7.0, 8.8, 8.15)","(51.0, 290.0, 161.42857142857144)","(14.0, 46.0, 44.099999999999994)"
14-12-2022 13:19:16.250820,"(21.0, 60.0, 43.17647058823529)","(4.6, 7.8, 6.72)","(3.2, 3.8, 3.64)","(61.0, 210.0, 140.0)","(2.15, 2.54, 2.42)","(7.0, 8.8, 8.15)","(51.0, 290.0, 161.42857142857144)","(14.0, 46.0, 44.099999999999994)"
14-12-2022 13:19:17.613635,"(21.0, 55.0, 43.69230769230769)","(4.6, 7.8, 6.72)","(3.2, 3.8, 3.64)","(61.0, 210.0, 140.0)","(2.15, 2.54, 2.443076923076923)","(7.0, 8.8, 8.15)","(51.0, 290.0, 161.42857142857144)","(14.0, 46.0, 44.099999999999994)"
14-12-2022 13:19:18.931241,"(21.0, 55.0, 43.69230769230769)","(4.6, 7.8, 7.08)","(3.2, 3.8, 3.64)","(61.0, 210.0, 140.0)","(2.15, 2.54, 2.468)","(7.0, 8.8, 8.15)","(51.0, 290.0, 161.42857142857144)","(14.0, 46.0, 44.099999999999994)"
14-12-2022 13:19:20.228122,"(21.0, 60.0, 43.17647058823529)","(4.6, 7.8, 7.08)","(3.2, 3.8, 3.64)","(61.0, 210.0, 140.0)","(2.15, 2.54, 2.432)","(7.0, 8.8, 8.15)","(51.0, 290.0, 200.0)","(14.0, 46.0, 44.099999999999994)"
14-12-2022 13:19:21.453083,"(21.0, 60.0, 43.17647058823529)","(4.8, 7.8, 6.72)","(3.1, 3.8, 3.6933333333333334)","(61.0, 210.0, 170.0)","(2.15, 2.54, 2.432)","(7.0, 8.8, 8.15)","(51.0, 290.0, 200.0)","(15.0, 46.0, 44.099999999999994)"
14-12-2022 13:19:22.699509,"(21.0, 60.0, 43.17647058823529)","(4.8, 7.8, 7.145454545454545)","(3.1, 3.8, 3.64)","(61.0, 210.0, 170.0)","(2.15, 2.54, 2.4139999999999997)","(7.0, 8.8, 8.15)","(51.0, 290.0, 200.0)","(15.0, 46.0, 44.099999999999994)"
14-12-2022 13:19:23.996002,"(21.0, 60.0, 43.17647058823529)","(4.8, 7.6, 6.766666666666667)","(3.1, 3.8, 3.7333333333333334)","(61.0, 210.0, 186.66666666666666)","(2.15, 2.54, 2.4139999999999997)","(7.0, 8.8, 8.15)","(51.0, 290.0, 200.0)","(15.0, 46.0, 44.099999999999994)"
14-12-2022 13:19:25.273893,"(21.0, 60.0, 43.17647058823529)","(4.8, 7.6, 6.766666666666667)","(3.1, 3.8, 3.7333333333333334)","(61.0, 210.0, 186.66666666666666)","(2.15, 2.54, 2.4139999999999997)","(7.0, 8.8, 8.15)","(51.0, 290.0, 200.0)","(15.0, 46.0, 44.099999999999994)"
14-12-2022 13:19:26.558345,"(21.0, 60.0, 43.17647058823529)","(4.8, 7.6, 6.766666666666667)","(3.1, 3.8, 3.7333333333333334)","(61.0, 210.0, 186.66666666666666)","(2.15, 2.54, 2.4392)","(7.0, 8.8, 8.15)","(51.0, 290.0, 235.0)","(15.0, 46.0, 44.733333333333334)"
