,Barbara Ann,Ebony Riot,Aston Samba,Louie Zeus,Reinforcements,Town Rocker,Unleaded Diesel,Ida Nancy
14-12-2022 13:13:58.719603,"(21.0, 75.0, 47.5)","(4.6, 9.0, 5.533333333333333)","(3.2, 3.9, 3.4041666666666663)","(51.0, 450.0, 247.0)","(2.15, 3.2, 2.595)","(7.0, 12.5, 8.714285714285715)","(51.0, 410.0, 248.22222222222223)","(14.0, 42.0, 21.166666666666668)"
14-12-2022 13:13:59.941511,"(21.0, 75.0, 57.8125)","(4.6, 9.0, 6.111111111111111)","(3.2, 3.9, 3.5429999999999997)","(51.0, 450.0, 305.0)","(2.15, 3.2, 2.6097560975609757)","(7.0, 12.5, 10.363636363636363)","(51.0, 410.0, 288.66666666666663)","(14.0, 42.0, 21.166666666666668)"
14-12-2022 13:14:01.332175,"(21.0, 75.0, 57.8125)","(4.6, 9.0, 6.111111111111111)","(3.2, 3.9, 3.5445454545454544)","(51.0, 450.0, 305.0)","(2.15, 3.2, 2.6097560975609757)","(7.0, 12.5, 10.25)","(51.0, 410.0, 288.66666666666663)","(14.0, 42.0, 21.166666666666668)"
14-12-2022 13:14:02.545364,"(21.0, 75.0, 57.8125)","(4.6, 9.0, 6.111111111111111)","(3.2, 3.9, 3.5445454545454544)","(51.0, 450.0, 305.0)","(2.15, 3.2, 2.6097560975609757)","(7.0, 12.5, 10.25)","(51.0, 410.0, 288.66666666666663)","(14.0, 42.0, 21.166666666666668)"
14-12-2022 13:14:03.773537,"(21.0, 75.0, 57.8125)","(4.6, 9.0, 6.111111111111111)","(3.2, 3.9, 3.5445454545454544)","(51.0, 450.0, 305.0)","(2.15, 3.2, 2.6097560975609757)","(7.0, 12.5, 10.25)","(51.0, 410.0, 101.42857142857143)","(14.0, 42.0, 21.166666666666668)"
14-12-2022 13:14:05.026401,"(21.0, 75.0, 51.36363636363637)","(4.6, 9.0, 6.111111111111111)","(3.2, 3.9, 3.417567567567567)","(51.0, 450.0, 180.66666666666666)","(2.15, 3.2, 2.6097560975609757)","(7.0, 12.5, 10.545454545454545)","(51.0, 410.0, 101.42857142857143)","(14.0, 42.0, 21.166666666666668)"
14-12-2022 13:14:06.334910,"(21.0, 75.0, 51.36363636363637)","(4.6, 9.0, 6.111111111111111)","(3.2, 3.9, 3.417567567567567)","(51.0, 450.0, 180.66666666666666)","(2.15, 3.2, 2.6097560975609757)","(7.0, 12.5, 10.923076923076923)","(51.0, 410.0, 101.42857142857143)","(14.0, 42.0, 21.166666666666668)"
14-12-2022 13:14:07.614504,"(21.0, 75.0, 51.36363636363637)","(4.6, 9.0, 6.111111111111111)","(3.2, 3.9, 3.410958904109589)","(51.0, 450.0, 229.86666666666667)","(2.15, 3.2, 2.2283333333333335)","(7.0, 12.5, 10.329411764705883)","(51.0, 410.0, 82.72727272727272)","(14.0, 42.0, 25.5)"
14-12-2022 13:14:08.793418,"(21.0, 75.0, 48.0)","(4.6, 9.0, 6.695454545454545)","(3.2, 3.9, 3.4684931506849312)","(51.0, 440.0, 99.71428571428572)","(2.15, 3.2, 2.645)","(7.0, 12.5, 10.654545454545454)","(51.0, 410.0, 87.77777777777777)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:09.869503,"(21.0, 75.0, 51.78947368421053)","(4.6, 9.0, 5.793333333333333)","(3.2, 3.85, 3.73)","(51.0, 410.0, 99.71428571428572)","(2.15, 3.15, 2.645)","(7.0, 11.5, 10.307692307692308)","(51.0, 390.0, 215.0)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:10.990928,"(21.0, 75.0, 51.78947368421053)","(4.6, 9.0, 6.3277777777777775)","(3.2, 3.85, 3.678571428571429)","(51.0, 400.0, 82.2)","(2.15, 3.05, 2.694)","(7.0, 11.5, 10.307692307692308)","(51.0, 380.0, 215.0)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:12.070716,"(21.0, 75.0, 51.78947368421053)","(4.6, 9.0, 6.3277777777777775)","(3.2, 3.85, 3.678571428571429)","(51.0, 390.0, 82.2)","(2.15, 3.05, 2.694)","(7.0, 11.5, 9.5625)","(51.0, 380.0, 215.0)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:13.459421,"(21.0, 75.0, 51.78947368421053)","(4.6, 9.0, 6.472222222222222)","(3.2, 3.85, 3.575)","(51.0, 390.0, 82.2)","(2.15, 3.05, 2.575454545454545)","(7.0, 11.5, 9.5625)","(51.0, 380.0, 215.0)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:14.723247,"(21.0, 75.0, 51.78947368421053)","(4.6, 9.0, 6.472222222222222)","(3.2, 3.85, 3.575)","(51.0, 390.0, 82.2)","(2.15, 3.05, 2.575454545454545)","(7.0, 11.5, 9.5625)","(51.0, 380.0, 215.0)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:16.055720,"(21.0, 75.0, 51.78947368421053)","(4.6, 9.0, 6.99090909090909)","(3.2, 3.85, 3.5026315789473683)","(51.0, 390.0, 82.2)","(2.15, 3.05, 2.575454545454545)","(7.0, 11.5, 9.5625)","(51.0, 380.0, 215.0)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:17.399462,"(21.0, 75.0, 51.78947368421053)","(4.6, 9.0, 6.140000000000001)","(3.2, 3.85, 3.5026315789473683)","(51.0, 390.0, 82.2)","(2.15, 3.05, 2.575454545454545)","(7.0, 11.5, 9.5625)","(51.0, 380.0, 87.77777777777777)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:18.683086,"(21.0, 75.0, 51.78947368421053)","(4.6, 9.0, 6.761111111111111)","(3.2, 3.85, 3.5166666666666666)","(51.0, 390.0, 82.2)","(2.15, 3.05, 2.75)","(7.0, 11.5, 9.0)","(51.0, 390.0, 215.0)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:19.906439,"(21.0, 75.0, 51.78947368421053)","(4.6, 9.0, 6.728571428571429)","(3.2, 3.85, 3.5954545454545452)","(51.0, 390.0, 82.2)","(2.15, 3.05, 2.795)","(7.0, 11.5, 9.545454545454545)","(51.0, 380.0, 215.0)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:21.126806,"(21.0, 75.0, 51.78947368421053)","(4.6, 8.8, 7.25)","(3.2, 3.8, 3.4921052631578946)","(51.0, 390.0, 82.2)","(2.15, 3.05, 2.795)","(7.0, 11.0, 9.25)","(51.0, 380.0, 215.0)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:22.234287,"(21.0, 75.0, 51.78947368421053)","(4.6, 8.6, 7.25)","(3.2, 3.8, 3.4921052631578946)","(51.0, 390.0, 112.4)","(2.15, 3.05, 2.795)","(7.0, 10.5, 9.25)","(51.0, 380.0, 215.0)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:23.311108,"(21.0, 80.0, 64.57142857142857)","(4.6, 8.6, 7.25)","(3.2, 3.8, 3.5214285714285714)","(51.0, 370.0, 94.0)","(2.15, 3.05, 2.795)","(7.0, 10.5, 9.25)","(51.0, 380.0, 215.0)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:24.384174,"(21.0, 80.0, 64.57142857142857)","(4.6, 8.8, 7.800000000000001)","(3.2, 3.8, 3.552380952380952)","(51.0, 370.0, 94.0)","(2.15, 3.05, 2.795)","(7.0, 10.5, 9.25)","(51.0, 380.0, 215.0)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:25.562968,"(21.0, 80.0, 64.57142857142857)","(4.6, 8.8, 7.800000000000001)","(3.2, 3.8, 3.552380952380952)","(51.0, 370.0, 94.0)","(2.15, 3.05, 2.795)","(7.0, 10.5, 9.25)","(51.0, 380.0, 215.0)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:26.751896,"(21.0, 80.0, 64.57142857142857)","(4.6, 8.8, 7.800000000000001)","(3.2, 3.8, 3.552380952380952)","(51.0, 370.0, 94.0)","(2.15, 3.05, 2.795)","(7.0, 10.5, 9.25)","(51.0, 380.0, 215.0)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:27.959204,"(21.0, 80.0, 64.57142857142857)","(4.6, 8.8, 7.2444444444444445)","(3.2, 3.8, 3.475)","(51.0, 370.0, 94.0)","(2.15, 3.05, 2.795)","(7.0, 10.5, 9.25)","(51.0, 380.0, 87.77777777777777)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:29.203917,"(21.0, 80.0, 64.57142857142857)","(4.6, 8.8, 8.07777777777778)","(3.2, 3.8, 3.5833333333333335)","(51.0, 370.0, 94.0)","(2.15, 3.05, 2.795)","(7.0, 10.5, 9.25)","(51.0, 390.0, 87.77777777777777)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:30.502973,"(21.0, 80.0, 64.57142857142857)","(4.6, 8.8, 8.07777777777778)","(3.2, 3.8, 3.5833333333333335)","(51.0, 370.0, 94.0)","(2.15, 3.05, 2.795)","(7.0, 10.5, 9.25)","(51.0, 390.0, 87.77777777777777)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:31.798738,"(21.0, 80.0, 64.57142857142857)","(4.6, 8.8, 8.07777777777778)","(3.2, 3.8, 3.5833333333333335)","(51.0, 370.0, 94.0)","(2.15, 3.05, 2.795)","(7.0, 10.5, 9.25)","(51.0, 390.0, 87.77777777777777)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:33.060091,"(21.0, 80.0, 64.57142857142857)","(4.6, 8.8, 7.800000000000001)","(3.2, 3.8, 3.605)","(51.0, 370.0, 130.0)","(2.15, 3.05, 2.795)","(7.0, 10.5, 9.25)","(51.0, 390.0, 146.36363636363637)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:34.321800,"(21.0, 80.0, 64.57142857142857)","(4.6, 8.8, 7.876923076923077)","(3.2, 3.8, 3.605)","(51.0, 370.0, 195.45454545454544)","(2.15, 3.05, 2.795)","(7.0, 10.5, 9.25)","(51.0, 390.0, 211.33333333333331)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:35.581993,"(21.0, 80.0, 64.57142857142857)","(4.6, 8.8, 7.876923076923077)","(3.2, 3.8, 3.605)","(51.0, 370.0, 195.45454545454544)","(2.15, 3.05, 2.795)","(7.0, 10.5, 9.25)","(51.0, 390.0, 211.33333333333331)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:36.883998,"(21.0, 80.0, 64.57142857142857)","(4.6, 8.8, 7.876923076923077)","(3.2, 3.8, 3.605)","(51.0, 370.0, 195.45454545454544)","(2.15, 3.05, 2.795)","(7.0, 10.5, 9.25)","(51.0, 390.0, 211.33333333333331)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:38.126932,"(21.0, 80.0, 64.57142857142857)","(4.6, 8.8, 7.300000000000001)","(3.2, 3.8, 3.54)","(51.0, 370.0, 195.45454545454544)","(2.15, 3.05, 2.795)","(7.0, 10.5, 9.25)","(51.0, 390.0, 211.33333333333331)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:39.316822,"(21.0, 80.0, 64.57142857142857)","(4.6, 8.8, 7.953846153846154)","(3.2, 3.8, 3.6374999999999997)","(51.0, 370.0, 195.45454545454544)","(2.15, 3.05, 2.795)","(7.0, 10.5, 9.25)","(51.0, 390.0, 211.33333333333331)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:40.507310,"(21.0, 80.0, 64.57142857142857)","(4.6, 8.8, 7.953846153846154)","(3.2, 3.8, 3.6374999999999997)","(51.0, 370.0, 195.45454545454544)","(2.15, 3.05, 2.8181818181818183)","(7.0, 10.5, 9.25)","(51.0, 390.0, 211.33333333333331)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:41.731347,"(21.0, 80.0, 64.57142857142857)","(4.6, 12.0, 8.76)","(3.2, 3.8, 3.5538461538461537)","(51.0, 370.0, 195.45454545454544)","(2.15, 3.05, 2.8181818181818183)","(7.0, 10.5, 9.75)","(51.0, 390.0, 211.33333333333331)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:42.911775,"(21.0, 80.0, 64.57142857142857)","(4.6, 11.5, 8.7)","(3.2, 3.8, 3.5538461538461537)","(51.0, 370.0, 195.45454545454544)","(2.15, 3.05, 2.8181818181818183)","(7.0, 11.5, 9.75)","(51.0, 390.0, 211.33333333333331)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:44.100633,"(21.0, 80.0, 65.6)","(4.6, 11.5, 8.7)","(3.2, 3.8, 3.5538461538461537)","(51.0, 370.0, 195.45454545454544)","(2.15, 3.05, 2.8181818181818183)","(7.0, 11.5, 9.75)","(51.0, 390.0, 211.33333333333331)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:45.395799,"(21.0, 80.0, 65.6)","(4.6, 11.5, 8.7)","(3.2, 3.8, 3.5846153846153848)","(51.0, 370.0, 195.45454545454544)","(2.15, 3.05, 2.8181818181818183)","(7.0, 11.5, 9.75)","(51.0, 390.0, 211.33333333333331)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:46.695793,"(21.0, 85.0, 66.5625)","(4.6, 11.5, 8.7)","(3.2, 3.8, 3.5846153846153848)","(51.0, 370.0, 195.45454545454544)","(2.15, 3.05, 2.8181818181818183)","(7.0, 11.5, 9.75)","(51.0, 390.0, 211.33333333333331)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:47.943375,"(21.0, 85.0, 66.5625)","(4.6, 11.5, 8.7)","(3.2, 3.8, 3.4727272727272727)","(51.0, 370.0, 195.45454545454544)","(2.15, 3.05, 2.8181818181818183)","(7.0, 11.5, 9.75)","(51.0, 390.0, 211.33333333333331)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:49.236366,"(21.0, 90.0, 76.28571428571428)","(4.6, 11.5, 8.7)","(3.2, 3.8, 3.6222222222222222)","(51.0, 370.0, 195.45454545454544)","(2.15, 3.05, 2.8181818181818183)","(7.0, 11.5, 9.75)","(51.0, 390.0, 211.33333333333331)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:50.557015,"(21.0, 95.0, 70.25)","(4.6, 11.5, 8.7)","(3.2, 3.8, 3.6222222222222222)","(51.0, 370.0, 195.45454545454544)","(2.15, 3.05, 2.8181818181818183)","(7.0, 11.5, 9.75)","(51.0, 390.0, 211.33333333333331)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:51.812268,"(21.0, 85.0, 70.25)","(4.6, 11.5, 8.7)","(3.2, 3.8, 3.5538461538461537)","(51.0, 370.0, 195.45454545454544)","(2.15, 3.05, 2.8181818181818183)","(7.0, 11.5, 9.75)","(51.0, 390.0, 211.33333333333331)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:53.028194,"(21.0, 85.0, 70.25)","(4.6, 11.5, 8.7)","(3.2, 3.8, 3.5538461538461537)","(51.0, 370.0, 195.45454545454544)","(2.15, 3.05, 2.8181818181818183)","(7.0, 11.5, 9.75)","(51.0, 390.0, 211.33333333333331)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:54.290564,"(21.0, 85.0, 70.25)","(4.6, 11.5, 8.7)","(3.2, 3.8, 3.5538461538461537)","(51.0, 370.0, 195.45454545454544)","(2.15, 3.05, 2.8181818181818183)","(7.0, 11.5, 9.75)","(51.0, 390.0, 211.33333333333331)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:55.572385,"(21.0, 85.0, 70.25)","(4.6, 11.5, 8.7)","(3.2, 3.8, 3.635294117647059)","(51.0, 370.0, 195.45454545454544)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 9.75)","(51.0, 390.0, 211.33333333333331)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:56.732764,"(21.0, 85.0, 70.25)","(4.6, 11.5, 8.7)","(3.2, 3.8, 3.6)","(51.0, 370.0, 195.45454545454544)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 9.75)","(51.0, 390.0, 211.33333333333331)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:58.082440,"(21.0, 85.0, 70.25)","(4.6, 11.5, 8.7)","(3.2, 3.8, 3.488888888888889)","(51.0, 370.0, 244.0)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 9.75)","(51.0, 390.0, 211.33333333333331)","(14.0, 34.0, 25.5)"
14-12-2022 13:14:59.315345,"(21.0, 85.0, 70.25)","(4.6, 11.5, 8.7)","(3.2, 3.8, 3.6153846153846154)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 9.75)","(51.0, 390.0, 211.33333333333331)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:00.625829,"(21.0, 85.0, 70.25)","(4.6, 11.5, 8.75)","(3.2, 3.8, 3.6153846153846154)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 9.75)","(51.0, 390.0, 211.33333333333331)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:01.900230,"(21.0, 85.0, 70.25)","(4.6, 11.5, 8.75)","(3.2, 3.8, 3.6153846153846154)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 9.75)","(51.0, 390.0, 211.33333333333331)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:03.153608,"(21.0, 85.0, 70.25)","(4.6, 11.5, 8.75)","(3.2, 3.8, 3.488888888888889)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 9.75)","(51.0, 390.0, 234.70588235294116)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:04.358006,"(21.0, 85.0, 70.25)","(4.6, 11.5, 8.75)","(3.2, 3.8, 3.488888888888889)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 9.75)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:05.531881,"(21.0, 85.0, 70.25)","(4.6, 11.5, 8.75)","(3.2, 3.8, 3.488888888888889)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 9.75)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:06.803864,"(21.0, 85.0, 70.25)","(4.6, 11.5, 8.75)","(3.2, 3.8, 3.488888888888889)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 9.75)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:08.054456,"(21.0, 85.0, 70.25)","(4.6, 11.5, 8.75)","(3.2, 3.8, 3.6153846153846154)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 9.75)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:09.289509,"(21.0, 85.0, 70.25)","(4.6, 11.5, 8.75)","(3.2, 3.8, 3.6153846153846154)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 9.75)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:10.548202,"(21.0, 85.0, 62.2)","(4.6, 11.5, 8.75)","(3.2, 3.8, 3.6153846153846154)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 9.75)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:11.778793,"(21.0, 85.0, 68.71428571428571)","(4.6, 11.5, 8.75)","(3.2, 3.8, 3.5538461538461537)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 9.75)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:12.970999,"(21.0, 85.0, 68.71428571428571)","(4.6, 11.5, 8.75)","(3.2, 3.8, 3.5538461538461537)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 9.75)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:14.155929,"(21.0, 85.0, 68.71428571428571)","(4.6, 11.5, 7.466666666666667)","(3.2, 3.8, 3.635294117647059)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 9.75)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:15.492070,"(21.0, 85.0, 68.71428571428571)","(4.6, 11.5, 7.466666666666667)","(3.2, 3.8, 3.635294117647059)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 9.75)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:16.733888,"(21.0, 85.0, 68.71428571428571)","(4.6, 11.5, 7.466666666666667)","(3.2, 3.8, 3.635294117647059)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 9.75)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:17.899571,"(21.0, 85.0, 68.71428571428571)","(4.6, 11.5, 7.466666666666667)","(3.2, 3.8, 3.566666666666667)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 9.75)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:19.087469,"(21.0, 85.0, 71.84615384615385)","(4.6, 11.5, 7.466666666666667)","(3.2, 3.8, 3.6153846153846154)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 9.75)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:20.336320,"(21.0, 90.0, 75.6923076923077)","(4.6, 11.5, 7.466666666666667)","(3.2, 3.8, 3.6153846153846154)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 9.75)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:21.680397,"(21.0, 90.0, 75.6923076923077)","(4.6, 11.0, 10.04)","(3.2, 3.8, 3.6153846153846154)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 9.75)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:22.859804,"(21.0, 90.0, 75.6923076923077)","(4.6, 11.0, 10.04)","(3.2, 3.8, 3.5846153846153848)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 9.75)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:24.044012,"(21.0, 90.0, 75.6923076923077)","(4.6, 11.0, 10.04)","(3.2, 3.8, 3.646153846153846)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 9.75)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:25.514767,"(21.0, 90.0, 66.75)","(4.6, 11.0, 10.04)","(3.2, 3.8, 3.646153846153846)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 9.75)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:26.831920,"(21.0, 90.0, 64.28571428571428)","(4.6, 11.0, 10.04)","(3.2, 3.8, 3.5846153846153848)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 9.75)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:28.290975,"(21.0, 90.0, 64.28571428571428)","(4.6, 11.0, 10.04)","(3.2, 3.8, 3.5846153846153848)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 10.625)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:29.491637,"(21.0, 90.0, 64.28571428571428)","(4.6, 11.0, 10.04)","(3.2, 3.8, 3.5846153846153848)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 10.625)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:30.684852,"(21.0, 90.0, 64.28571428571428)","(4.6, 11.0, 10.04)","(3.2, 3.8, 3.5846153846153848)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 9.75)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:31.941516,"(21.0, 90.0, 64.28571428571428)","(4.6, 11.0, 10.04)","(3.2, 3.8, 3.646153846153846)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 10.442857142857143)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:33.070750,"(21.0, 90.0, 64.28571428571428)","(4.6, 11.0, 10.04)","(3.2, 3.8, 3.646153846153846)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 10.442857142857143)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:34.236372,"(21.0, 90.0, 64.28571428571428)","(4.6, 11.0, 10.04)","(3.2, 3.8, 3.646153846153846)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 10.442857142857143)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:35.446924,"(21.0, 90.0, 64.28571428571428)","(4.6, 11.0, 10.04)","(3.2, 3.8, 3.646153846153846)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 10.625)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:36.591309,"(21.0, 90.0, 64.28571428571428)","(4.6, 11.0, 10.04)","(3.2, 3.8, 3.646153846153846)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 10.442857142857143)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:37.722391,"(21.0, 90.0, 64.28571428571428)","(4.6, 11.0, 10.04)","(3.2, 3.8, 3.646153846153846)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 10.442857142857143)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:38.905289,"(21.0, 90.0, 64.28571428571428)","(4.6, 11.0, 10.04)","(3.2, 3.8, 3.5846153846153848)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 10.442857142857143)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:40.108934,"(21.0, 90.0, 64.28571428571428)","(4.6, 11.0, 10.04)","(3.2, 3.8, 3.5846153846153848)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 10.442857142857143)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
14-12-2022 13:15:41.286536,"(21.0, 90.0, 64.28571428571428)","(4.6, 11.0, 10.04)","(3.2, 3.8, 3.646153846153846)","(51.0, 370.0, 200.9090909090909)","(2.15, 3.05, 2.6081818181818184)","(7.0, 11.5, 10.442857142857143)","(51.0, 390.0, 190.0)","(14.0, 34.0, 22.666666666666668)"
