,Saint Max,Chasing Her Tail,Thai Gem,All Day Drive,Distal,Screaming Izzy,Lothbrok Girl,Who Told Sarah
09-01-2023 14:56:54.241929,"(10.0, 18.5, 14.863636363636363)","(21.0, 60.0, 51.75)","(17.0, 22.0, 19.27777777777778)","(5.0, 7.8, 7.703225806451613)","(3.2, 4.7, 4.033333333333333)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.8, 5.5120000000000005)"
09-01-2023 14:56:55.277432,"(10.0, 18.5, 14.863636363636363)","(21.0, 60.0, 51.75)","(17.0, 22.0, 19.27777777777778)","(5.0, 7.8, 7.703225806451613)","(3.2, 4.7, 4.033333333333333)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.8, 5.5120000000000005)"
09-01-2023 14:56:56.387932,"(10.0, 18.5, 14.863636363636363)","(21.0, 60.0, 51.75)","(17.0, 22.0, 19.27777777777778)","(5.0, 7.8, 7.703225806451613)","(3.2, 4.7, 4.033333333333333)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.8, 5.5120000000000005)"
09-01-2023 14:56:57.554985,"(10.0, 18.5, 14.863636363636363)","(21.0, 60.0, 51.75)","(17.0, 22.0, 19.27777777777778)","(5.0, 7.8, 7.703225806451613)","(3.2, 4.7, 4.033333333333333)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.8, 5.5120000000000005)"
09-01-2023 14:56:58.725192,"(10.0, 18.5, 14.863636363636363)","(21.0, 60.0, 51.75)","(17.0, 22.0, 19.27777777777778)","(5.0, 7.8, 7.703225806451613)","(3.2, 4.7, 4.033333333333333)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.8, 5.5120000000000005)"
09-01-2023 14:56:59.927088,"(10.0, 18.5, 14.863636363636363)","(21.0, 60.0, 51.75)","(17.0, 22.0, 19.27777777777778)","(5.0, 7.8, 7.703225806451613)","(3.2, 4.7, 4.033333333333333)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.8, 5.5120000000000005)"
09-01-2023 14:57:01.103586,"(10.0, 18.5, 14.863636363636363)","(21.0, 60.0, 51.75)","(17.0, 22.0, 19.27777777777778)","(5.0, 7.8, 7.703225806451613)","(3.2, 4.7, 4.033333333333333)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.8, 5.507692307692308)"
09-01-2023 14:57:02.350778,"(10.0, 18.5, 14.863636363636363)","(21.0, 60.0, 51.75)","(17.0, 22.0, 19.27777777777778)","(5.0, 7.8, 7.703225806451613)","(3.2, 4.7, 4.033333333333333)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.8, 5.507692307692308)"
09-01-2023 14:57:03.552528,"(10.0, 18.5, 14.863636363636363)","(21.0, 60.0, 51.75)","(17.0, 22.0, 19.27777777777778)","(5.0, 7.8, 7.703225806451613)","(3.2, 4.7, 4.033333333333333)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.8, 5.507692307692308)"
09-01-2023 14:57:04.724929,"(10.0, 18.0, 17.125)","(21.0, 60.0, 51.75)","(17.0, 22.0, 19.27777777777778)","(5.0, 7.8, 7.703225806451613)","(3.2, 4.7, 4.033333333333333)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.8, 5.507692307692308)"
09-01-2023 14:57:05.898039,"(10.0, 18.0, 16.25)","(21.0, 60.0, 51.75)","(17.0, 22.0, 19.27777777777778)","(5.0, 7.8, 7.703225806451613)","(3.2, 4.7, 4.033333333333333)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.8, 5.507692307692308)"
09-01-2023 14:57:06.995064,"(10.0, 18.0, 16.25)","(21.0, 60.0, 51.75)","(17.0, 22.0, 19.27777777777778)","(5.0, 7.8, 7.703225806451613)","(3.2, 4.7, 4.033333333333333)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.8, 5.507692307692308)"
09-01-2023 14:57:08.147334,"(10.0, 18.0, 14.833333333333334)","(21.0, 60.0, 51.75)","(17.0, 22.0, 19.27777777777778)","(5.0, 7.8, 7.703225806451613)","(3.2, 4.7, 4.033333333333333)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.8, 5.507692307692308)"
09-01-2023 14:57:09.322911,"(10.0, 18.0, 14.833333333333334)","(21.0, 60.0, 51.75)","(17.0, 22.0, 19.27777777777778)","(5.0, 7.8, 7.703225806451613)","(3.2, 4.7, 4.033333333333333)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.8, 5.507692307692308)"
09-01-2023 14:57:10.514342,"(10.0, 18.0, 14.833333333333334)","(21.0, 60.0, 51.75)","(17.0, 22.0, 19.11764705882353)","(5.0, 7.8, 7.703225806451613)","(3.2, 4.7, 4.033333333333333)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.8, 5.507692307692308)"
09-01-2023 14:57:11.850892,"(10.0, 18.0, 16.0)","(21.0, 60.0, 51.75)","(17.0, 22.0, 20.0)","(5.0, 7.8, 7.703225806451613)","(3.2, 4.7, 4.033333333333333)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.8, 5.507692307692308)"
09-01-2023 14:57:13.096938,"(10.0, 17.5, 16.0)","(21.0, 60.0, 51.75)","(17.0, 21.0, 20.0)","(5.0, 7.8, 7.703225806451613)","(3.2, 4.7, 4.033333333333333)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.8, 5.507692307692308)"
09-01-2023 14:57:14.398691,"(10.0, 17.5, 14.81578947368421)","(21.0, 60.0, 51.75)","(17.0, 21.0, 18.875)","(5.0, 7.8, 7.703225806451613)","(3.2, 4.7, 4.033333333333333)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.8, 5.507692307692308)"
09-01-2023 14:57:15.856070,"(10.0, 17.5, 14.81578947368421)","(21.0, 60.0, 51.75)","(17.0, 21.0, 18.875)","(5.0, 7.8, 7.703225806451613)","(3.2, 4.7, 4.033333333333333)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.8, 6.2)"
09-01-2023 14:57:17.312213,"(10.0, 17.5, 14.81578947368421)","(21.0, 60.0, 51.75)","(17.0, 21.0, 18.875)","(5.0, 7.8, 7.703225806451613)","(3.2, 4.7, 4.033333333333333)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.6, 6.2)"
09-01-2023 14:57:18.601420,"(10.0, 17.5, 14.81578947368421)","(21.0, 60.0, 51.75)","(17.0, 21.0, 18.875)","(5.0, 7.8, 7.703225806451613)","(3.2, 4.7, 4.033333333333333)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.6, 6.2)"
09-01-2023 14:57:19.843867,"(10.0, 17.5, 14.81578947368421)","(21.0, 60.0, 51.75)","(17.0, 21.0, 18.916666666666668)","(5.0, 7.8, 7.703225806451613)","(3.2, 4.7, 4.033333333333333)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.6, 6.2)"
09-01-2023 14:57:20.997661,"(10.0, 17.0, 15.75)","(21.0, 60.0, 51.75)","(17.0, 21.0, 18.916666666666668)","(5.0, 7.8, 7.703225806451613)","(3.2, 4.7, 4.033333333333333)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.6, 6.2)"
09-01-2023 14:57:22.136861,"(10.0, 17.0, 15.75)","(21.0, 60.0, 51.75)","(17.0, 21.0, 18.916666666666668)","(5.0, 7.8, 7.703225806451613)","(3.2, 4.7, 4.033333333333333)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.6, 6.2)"
09-01-2023 14:57:23.264743,"(10.0, 17.0, 15.75)","(21.0, 60.0, 51.75)","(17.0, 21.0, 18.916666666666668)","(5.0, 7.8, 7.703225806451613)","(3.2, 4.7, 4.033333333333333)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.6, 6.2)"
09-01-2023 14:57:24.382108,"(10.0, 17.0, 15.75)","(21.0, 60.0, 51.75)","(17.0, 21.0, 18.767857142857142)","(5.0, 7.8, 7.703225806451613)","(3.2, 4.7, 4.033333333333333)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.6, 6.2)"
09-01-2023 14:57:25.594968,"(10.0, 17.0, 15.620689655172415)","(21.0, 60.0, 51.75)","(17.0, 21.0, 18.767857142857142)","(5.0, 7.8, 7.726829268292683)","(3.2, 4.7, 3.9142857142857146)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.6, 6.2)"
09-01-2023 14:57:26.783208,"(10.0, 17.0, 15.620689655172415)","(21.0, 60.0, 51.75)","(17.0, 21.0, 18.767857142857142)","(5.0, 7.8, 7.726829268292683)","(3.2, 4.7, 4.547058823529412)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.6, 5.584615384615385)"
09-01-2023 14:57:27.990816,"(10.0, 17.0, 15.620689655172415)","(21.0, 60.0, 51.75)","(17.0, 21.0, 18.767857142857142)","(5.0, 7.8, 7.726829268292683)","(3.2, 4.6, 4.4937499999999995)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.6, 6.066666666666667)"
09-01-2023 14:57:29.116488,"(10.0, 17.0, 15.75)","(21.0, 60.0, 51.75)","(17.0, 21.0, 18.767857142857142)","(5.0, 7.8, 7.726829268292683)","(3.2, 4.6, 4.569642857142857)","(21.0, 55.0, 38.529411764705884)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.4, 5.5)"
09-01-2023 14:57:30.128098,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.0)","(17.0, 21.0, 18.767857142857142)","(5.0, 7.8, 7.726829268292683)","(3.2, 4.6, 4.546666666666666)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3692307692307693)","(4.8, 6.4, 5.5)"
09-01-2023 14:57:31.131276,"(10.0, 17.0, 15.75)","(21.0, 60.0, 51.75)","(17.0, 21.0, 18.767857142857142)","(5.0, 7.8, 7.726829268292683)","(3.2, 4.6, 4.492857142857143)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.370833333333333)","(4.8, 6.4, 5.5)"
09-01-2023 14:57:32.206958,"(10.0, 17.0, 15.75)","(21.0, 60.0, 51.75)","(17.0, 21.0, 18.767857142857142)","(5.0, 8.0, 7.84)","(3.2, 4.6, 4.492857142857143)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.375)","(4.8, 6.4, 5.5)"
09-01-2023 14:57:33.275675,"(10.0, 17.0, 15.75)","(21.0, 60.0, 51.75)","(17.0, 21.0, 18.767857142857142)","(5.0, 8.0, 7.84)","(3.2, 4.6, 4.114705882352941)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.375)","(4.8, 6.4, 5.5)"
09-01-2023 14:57:34.376558,"(10.0, 17.0, 15.75)","(21.0, 60.0, 51.75)","(17.0, 21.0, 18.767857142857142)","(5.0, 8.0, 7.84)","(3.2, 4.6, 4.0375)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3785714285714286)","(4.8, 6.4, 5.466666666666667)"
09-01-2023 14:57:35.420645,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.578947368421055)","(17.0, 21.0, 18.767857142857142)","(5.0, 8.0, 7.84)","(3.2, 4.6, 4.4071428571428575)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.38)","(4.8, 6.4, 5.466666666666667)"
09-01-2023 14:57:36.481522,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.578947368421055)","(17.0, 21.0, 18.767857142857142)","(5.0, 8.0, 7.84)","(3.2, 4.5, 4.4071428571428575)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.38)","(4.8, 6.4, 5.7153846153846155)"
09-01-2023 14:57:37.511129,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.578947368421055)","(17.0, 21.0, 18.767857142857142)","(5.0, 8.0, 7.84)","(3.2, 4.5, 4.4071428571428575)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.38)","(4.8, 6.2, 5.7153846153846155)"
09-01-2023 14:57:38.648367,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.578947368421055)","(17.0, 21.0, 18.767857142857142)","(5.0, 8.0, 7.84)","(3.2, 4.5, 4.4071428571428575)","(21.0, 55.0, 38.529411764705884)","(2.9, 3.4, 3.3375)","(4.8, 6.2, 5.7153846153846155)"
09-01-2023 14:57:39.843706,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.578947368421055)","(17.0, 21.0, 18.767857142857142)","(5.0, 8.0, 7.999999999999999)","(3.2, 4.5, 4.4071428571428575)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.2, 5.7153846153846155)"
09-01-2023 14:57:41.045071,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.578947368421055)","(17.0, 21.0, 18.767857142857142)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.4071428571428575)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.2, 5.6)"
09-01-2023 14:57:42.183329,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.578947368421055)","(17.0, 21.0, 18.767857142857142)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.4071428571428575)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.2, 5.6)"
09-01-2023 14:57:43.331567,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.578947368421055)","(17.0, 21.0, 18.767857142857142)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.4071428571428575)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.2, 5.6)"
09-01-2023 14:57:44.448516,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.578947368421055)","(17.0, 21.0, 18.767857142857142)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.4071428571428575)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.2, 5.6)"
09-01-2023 14:57:45.502253,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.578947368421055)","(17.0, 21.0, 18.767857142857142)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.2, 5.6)"
09-01-2023 14:57:46.599091,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.578947368421055)","(17.0, 20.0, 18.640625)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.2, 5.6)"
09-01-2023 14:57:47.677638,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.578947368421055)","(17.0, 20.0, 18.640625)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.2, 5.6)"
09-01-2023 14:57:48.696124,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.578947368421055)","(17.0, 20.0, 18.640625)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.2, 5.6)"
09-01-2023 14:57:49.811139,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.578947368421055)","(17.0, 20.0, 18.640625)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.2, 5.6)"
09-01-2023 14:57:50.872938,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.578947368421055)","(17.0, 20.0, 18.640625)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.2, 5.6)"
09-01-2023 14:57:52.031625,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.578947368421055)","(17.0, 20.0, 18.640625)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.2, 5.6)"
09-01-2023 14:57:53.195758,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.578947368421055)","(17.0, 20.0, 18.640625)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.2, 5.6)"
09-01-2023 14:57:54.342483,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.578947368421055)","(17.0, 20.0, 18.640625)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.2, 5.6)"
09-01-2023 14:57:55.459644,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.578947368421055)","(17.0, 20.0, 18.640625)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.2, 5.6)"
09-01-2023 14:57:56.578983,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.578947368421055)","(17.0, 20.0, 18.640625)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.2, 5.6)"
09-01-2023 14:57:57.640900,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.578947368421055)","(17.0, 20.0, 18.640625)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.2, 5.6)"
09-01-2023 14:57:58.672051,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.578947368421055)","(17.0, 20.0, 18.640625)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.2, 5.6)"
09-01-2023 14:57:59.726612,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.578947368421055)","(17.0, 20.0, 18.43243243243243)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.2, 5.6)"
09-01-2023 14:58:00.785007,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.578947368421055)","(17.0, 20.0, 18.43243243243243)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.2, 5.6)"
09-01-2023 14:58:01.889775,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.578947368421055)","(17.0, 20.0, 18.43243243243243)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.2, 5.6)"
09-01-2023 14:58:03.006883,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.578947368421055)","(17.0, 20.0, 18.43243243243243)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.2, 5.6)"
09-01-2023 14:58:04.149900,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.578947368421055)","(17.0, 20.0, 18.43243243243243)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.2, 5.6)"
09-01-2023 14:58:05.318529,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.578947368421055)","(17.0, 20.0, 18.43243243243243)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.2, 5.859999999999999)"
09-01-2023 14:58:06.389120,"(10.0, 17.0, 15.75)","(21.0, 60.0, 49.578947368421055)","(17.0, 20.0, 18.43243243243243)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.0, 5.742105263157895)"
09-01-2023 14:58:07.523427,"(10.0, 17.0, 15.75)","(21.0, 60.0, 51.75)","(17.0, 20.0, 18.43243243243243)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.0, 5.742105263157895)"
09-01-2023 14:58:08.646690,"(10.0, 17.0, 15.75)","(21.0, 60.0, 51.75)","(17.0, 20.0, 18.43243243243243)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.0, 5.742105263157895)"
09-01-2023 14:58:09.676861,"(10.0, 17.0, 15.75)","(21.0, 60.0, 51.75)","(17.0, 20.0, 18.43243243243243)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.0, 5.742105263157895)"
09-01-2023 14:58:10.765594,"(10.0, 17.0, 15.75)","(21.0, 60.0, 51.75)","(17.0, 20.0, 18.43243243243243)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.0, 5.742105263157895)"
09-01-2023 14:58:11.796988,"(10.0, 17.0, 15.75)","(21.0, 60.0, 51.75)","(17.0, 20.0, 18.43243243243243)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.0, 5.742105263157895)"
09-01-2023 14:58:12.820797,"(10.0, 17.0, 15.75)","(21.0, 60.0, 51.75)","(17.0, 20.0, 18.43243243243243)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.0, 5.742105263157895)"
09-01-2023 14:58:13.920632,"(10.0, 17.0, 15.75)","(21.0, 60.0, 51.75)","(17.0, 20.0, 18.43243243243243)","(5.0, 8.2, 7.999999999999999)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.0, 5.742105263157895)"
09-01-2023 14:58:15.018493,"(10.0, 17.0, 16.09722222222222)","(21.0, 60.0, 51.75)","(17.0, 20.0, 18.38888888888889)","(5.0, 8.2, 8.004347826086956)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.0, 5.742105263157895)"
09-01-2023 14:58:16.071076,"(10.0, 17.0, 16.09722222222222)","(21.0, 60.0, 51.75)","(17.0, 20.0, 18.304347826086957)","(5.0, 8.2, 8.004347826086956)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.0, 5.742105263157895)"
09-01-2023 14:58:17.116752,"(10.0, 17.0, 16.09722222222222)","(21.0, 60.0, 51.75)","(17.0, 20.0, 18.304347826086957)","(5.0, 8.2, 8.039285714285715)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.0, 5.742105263157895)"
09-01-2023 14:58:18.129552,"(10.0, 17.0, 16.09722222222222)","(21.0, 60.0, 51.75)","(17.0, 20.0, 18.304347826086957)","(5.0, 8.2, 8.039285714285715)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.0, 5.742105263157895)"
09-01-2023 14:58:19.168423,"(10.0, 17.0, 16.09722222222222)","(21.0, 60.0, 51.75)","(17.0, 20.0, 18.304347826086957)","(5.0, 8.2, 8.039285714285715)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.0, 5.742105263157895)"
09-01-2023 14:58:20.225640,"(10.0, 17.0, 16.09722222222222)","(21.0, 60.0, 51.75)","(17.0, 20.0, 18.304347826086957)","(5.0, 8.2, 8.039285714285715)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.0, 5.742105263157895)"
09-01-2023 14:58:21.265903,"(10.0, 17.0, 16.09722222222222)","(21.0, 60.0, 51.75)","(17.0, 20.0, 18.304347826086957)","(5.0, 8.2, 8.039285714285715)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.0, 5.742105263157895)"
09-01-2023 14:58:22.323992,"(10.0, 17.0, 16.09722222222222)","(21.0, 60.0, 51.75)","(17.0, 20.0, 18.304347826086957)","(5.0, 8.2, 8.039285714285715)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.0, 5.742105263157895)"
09-01-2023 14:58:23.394251,"(10.0, 17.0, 16.09722222222222)","(21.0, 60.0, 51.75)","(17.0, 20.0, 18.304347826086957)","(5.0, 8.2, 8.039285714285715)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.3722222222222222)","(4.8, 6.0, 5.742105263157895)"
09-01-2023 14:58:24.415935,"(10.0, 17.0, 16.09722222222222)","(21.0, 60.0, 51.75)","(17.0, 20.0, 18.304347826086957)","(5.0, 8.2, 8.039285714285715)","(3.2, 4.5, 4.027272727272727)","(21.0, 55.0, 39.44444444444444)","(2.9, 3.4, 3.388888888888889)","(4.8, 6.0, 5.742105263157895)"
