,Saint Max,Chasing Her Tail,Thai Gem,All Day Drive,Distal,Screaming Izzy,Lothbrok Girl,Who Told Sarah
09-01-2023 14:43:48.953060,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:43:50.269803,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:43:51.543096,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:43:52.837282,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:43:54.131392,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:43:55.396348,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:43:56.619968,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:43:57.800158,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:43:59.036187,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:00.285148,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:01.536928,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:02.765975,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:03.872063,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:04.950436,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:06.050569,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:07.275048,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:08.704385,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:10.055731,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:11.424477,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:12.715426,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:14.133372,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:15.315129,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:16.491496,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:17.719766,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:18.866257,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:20.034054,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:21.196322,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:22.315541,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:23.477192,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:24.655205,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:25.872678,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:27.096743,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:28.321145,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:29.534651,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:30.678593,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:31.842647,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:32.981111,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:34.154618,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:35.296909,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:36.436686,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:37.560070,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:38.680546,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:39.797825,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:40.861122,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:41.932671,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:43.063586,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:44.149271,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:45.254692,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:46.360456,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:47.379586,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:48.459838,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:49.540538,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:50.604220,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:51.713893,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:52.787779,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:53.893567,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:54.998135,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:56.148670,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:57.234185,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:58.301049,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:44:59.362615,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:45:00.396403,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:45:01.453738,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:45:02.487394,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:45:03.520249,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:45:04.528188,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:45:05.616136,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:45:06.683206,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:45:07.817526,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:45:08.963991,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:45:10.060307,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:45:11.150339,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:45:12.189070,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:45:13.216744,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:45:14.257447,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:45:15.314893,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:45:16.420529,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:45:17.468350,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:45:18.505711,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:45:19.559381,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:45:20.576807,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:45:21.573386,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:45:22.678154,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:45:23.802447,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
09-01-2023 14:45:25.005526,"(10.0, 24.0, 23.013333333333335)","(21.0, 85.0, 52.25)","(17.0, 48.0, 31.75)","(5.0, 8.6, 5.640000000000001)","(3.2, 5.4, 3.64)","(21.0, 85.0, 55.22727272727273)","(2.8, 3.95, 2.9875)","(4.8, 7.8, 7.378947368421052)"
