,Almighty Virtue,Katzenjammer,Puma,Rockierro,Gotchagood,Kreglinger,Gee Gees Flyby
11-01-2023 11:27:34.929704,"(71.0, 120.0, 118.28571428571428)","(1.85, 2.12, 2.1141463414634147)","(10.0, 14.0, 13.804347826086957)","(4.8, 5.5, 5.498516320474778)","(71.0, 150.0, 129.1304347826087)","(3.7, 4.4, 4.362085308056872)","(21.0, 38.0, 37.03030303030303)"
11-01-2023 11:27:36.125914,"(71.0, 120.0, 118.28571428571428)","(1.85, 2.12, 2.1141463414634147)","(10.0, 14.0, 13.804347826086957)","(4.8, 5.5, 5.498516320474778)","(71.0, 150.0, 129.1304347826087)","(3.7, 4.4, 4.362085308056872)","(21.0, 38.0, 37.03030303030303)"
11-01-2023 11:27:37.129164,"(71.0, 120.0, 118.28571428571428)","(1.85, 2.12, 2.1141463414634147)","(10.0, 14.0, 13.804347826086957)","(4.8, 5.5, 5.498516320474778)","(71.0, 150.0, 129.1304347826087)","(3.7, 4.4, 4.3447098976109215)","(21.0, 38.0, 37.03030303030303)"
11-01-2023 11:27:38.221292,"(71.0, 120.0, 118.28571428571428)","(1.85, 2.12, 2.1141463414634147)","(10.0, 14.0, 13.804347826086957)","(4.8, 5.6, 5.516071428571428)","(71.0, 150.0, 129.1304347826087)","(3.7, 4.4, 4.3447098976109215)","(21.0, 38.0, 37.03030303030303)"
11-01-2023 11:27:39.428107,"(71.0, 120.0, 118.28571428571428)","(1.85, 2.12, 2.109430894308943)","(10.0, 14.0, 13.804347826086957)","(4.8, 5.6, 5.501219512195122)","(71.0, 150.0, 129.1304347826087)","(3.7, 4.4, 4.3447098976109215)","(21.0, 38.0, 37.03030303030303)"
11-01-2023 11:27:40.526306,"(71.0, 120.0, 118.5)","(1.85, 2.12, 2.1)","(10.0, 14.0, 13.85)","(4.8, 5.6, 5.54375)","(71.0, 150.0, 129.1304347826087)","(3.7, 4.4, 4.34671052631579)","(21.0, 38.0, 37.03030303030303)"
11-01-2023 11:27:41.527923,"(71.0, 120.0, 118.5)","(1.85, 2.1, 2.0969333333333333)","(10.0, 14.0, 13.85)","(4.8, 5.6, 5.55)","(71.0, 150.0, 123.33333333333333)","(3.7, 4.4, 4.3447098976109215)","(21.0, 38.0, 37.08571428571429)"
11-01-2023 11:27:42.781073,"(71.0, 120.0, 117.77777777777777)","(1.85, 2.12, 2.104114832535885)","(10.0, 14.0, 13.84375)","(4.8, 5.6, 5.544444444444444)","(71.0, 150.0, 123.33333333333333)","(3.7, 4.4, 4.346785714285715)","(21.0, 38.0, 37.08571428571429)"
11-01-2023 11:27:44.013990,"(71.0, 120.0, 117.77777777777777)","(1.85, 2.12, 2.106526315789474)","(10.0, 14.0, 13.84375)","(4.8, 5.6, 5.536619718309859)","(71.0, 150.0, 127.14285714285714)","(3.7, 4.4, 4.347349823321555)","(21.0, 38.0, 37.111111111111114)"
11-01-2023 11:27:45.027753,"(71.0, 120.0, 118.5)","(1.85, 2.12, 2.106526315789474)","(10.0, 14.0, 13.84375)","(4.8, 5.6, 5.536619718309859)","(71.0, 150.0, 129.28571428571428)","(3.7, 4.4, 4.347349823321555)","(21.0, 38.0, 37.111111111111114)"
11-01-2023 11:27:46.045433,"(71.0, 120.0, 118.5)","(1.85, 2.12, 2.1096470588235294)","(10.0, 14.0, 13.84375)","(4.8, 5.6, 5.536619718309859)","(71.0, 140.0, 129.28571428571428)","(3.7, 4.4, 4.3533333333333335)","(21.0, 38.0, 37.111111111111114)"
11-01-2023 11:27:47.079938,"(71.0, 120.0, 118.5)","(1.85, 2.1, 2.0876923076923077)","(10.0, 14.0, 13.884615384615385)","(4.8, 5.6, 5.521705426356589)","(71.0, 140.0, 134.54545454545453)","(3.7, 4.4, 4.411976047904192)","(21.0, 38.0, 37.13513513513514)"
11-01-2023 11:27:48.177104,"(71.0, 120.0, 118.0)","(1.85, 2.1, 2.081237693389592)","(10.0, 14.0, 13.88888888888889)","(4.8, 5.6, 5.572992700729927)","(71.0, 140.0, 137.0)","(3.7, 4.5, 4.38)","(21.0, 38.0, 37.2)"
11-01-2023 11:27:49.230915,"(71.0, 120.0, 118.27586206896552)","(1.85, 2.1, 2.0660724779627815)","(10.0, 14.5, 14.033333333333333)","(4.8, 5.6, 5.572992700729927)","(71.0, 140.0, 137.85714285714286)","(3.7, 4.5, 4.38)","(21.0, 38.0, 37.2)"
11-01-2023 11:27:50.318172,"(71.0, 120.0, 118.27586206896552)","(1.85, 2.1, 2.0660724779627815)","(10.0, 14.5, 13.98)","(4.8, 5.6, 5.572992700729927)","(71.0, 140.0, 137.85714285714286)","(3.7, 4.5, 4.38)","(21.0, 38.0, 37.2)"
11-01-2023 11:27:51.580150,"(71.0, 120.0, 118.27586206896552)","(1.85, 2.1, 2.0660724779627815)","(10.0, 14.5, 14.25)","(4.8, 5.6, 5.572992700729927)","(71.0, 140.0, 137.85714285714286)","(3.7, 4.5, 4.3765217391304345)","(21.0, 38.0, 37.2)"
11-01-2023 11:27:52.663254,"(71.0, 120.0, 118.27586206896552)","(1.85, 2.1, 2.0660724779627815)","(10.0, 14.5, 14.25)","(4.8, 5.6, 5.572992700729927)","(71.0, 140.0, 137.85714285714286)","(3.7, 4.5, 4.386096256684492)","(21.0, 38.0, 36.88)"
11-01-2023 11:27:53.752768,"(71.0, 130.0, 122.0)","(1.85, 2.1, 2.0660724779627815)","(10.0, 14.5, 14.25)","(4.8, 5.6, 5.579444444444444)","(71.0, 140.0, 137.85714285714286)","(3.7, 4.5, 4.386096256684492)","(21.0, 38.0, 36.88)"
11-01-2023 11:27:54.779196,"(71.0, 130.0, 122.0)","(1.85, 2.1, 2.0660724779627815)","(10.0, 14.5, 14.233333333333333)","(4.8, 5.6, 5.579444444444444)","(71.0, 140.0, 137.85714285714286)","(3.7, 4.5, 4.386096256684492)","(21.0, 38.0, 36.88)"
11-01-2023 11:27:55.914430,"(71.0, 130.0, 121.11111111111111)","(1.85, 2.1, 2.0660724779627815)","(10.0, 14.5, 14.271428571428572)","(4.8, 5.6, 5.582183908045977)","(71.0, 140.0, 137.69230769230768)","(3.7, 4.5, 4.386096256684492)","(21.0, 38.0, 37.57142857142857)"
11-01-2023 11:27:56.954603,"(71.0, 130.0, 118.14814814814815)","(1.85, 2.1, 2.06719696969697)","(10.0, 14.5, 14.313953488372093)","(4.8, 5.6, 5.544444444444444)","(71.0, 140.0, 137.0)","(3.7, 4.5, 4.418260869565217)","(21.0, 38.0, 37.5)"
11-01-2023 11:27:57.946491,"(71.0, 130.0, 117.09677419354838)","(1.85, 2.08, 2.0753246753246755)","(10.0, 14.5, 14.313953488372093)","(4.8, 5.6, 5.544444444444444)","(71.0, 140.0, 137.0)","(3.7, 4.5, 4.418260869565217)","(21.0, 38.0, 37.57142857142857)"
11-01-2023 11:27:58.990773,"(71.0, 130.0, 121.7948717948718)","(1.85, 2.08, 2.077883597883598)","(10.0, 14.5, 14.313953488372093)","(4.8, 5.6, 5.544444444444444)","(71.0, 140.0, 138.125)","(3.7, 4.5, 4.4189655172413795)","(21.0, 38.0, 37.57142857142857)"
11-01-2023 11:27:59.970800,"(71.0, 130.0, 121.7948717948718)","(1.85, 2.08, 2.0782300884955753)","(10.0, 14.5, 14.313953488372093)","(4.8, 5.6, 5.560273972602739)","(71.0, 140.0, 138.125)","(3.7, 4.5, 4.4189655172413795)","(21.0, 38.0, 37.57142857142857)"
11-01-2023 11:28:00.950470,"(71.0, 130.0, 121.7948717948718)","(1.85, 2.08, 2.0588704318936877)","(10.0, 14.5, 14.313953488372093)","(4.8, 5.7, 5.626153846153846)","(71.0, 140.0, 138.125)","(3.7, 4.5, 4.435849056603773)","(21.0, 38.0, 37.57142857142857)"
11-01-2023 11:28:02.029923,"(71.0, 130.0, 121.7948717948718)","(1.85, 2.08, 2.061818181818182)","(10.0, 14.5, 14.322222222222223)","(4.8, 5.7, 5.605882352941176)","(71.0, 140.0, 138.125)","(3.7, 4.5, 4.421457489878542)","(21.0, 38.0, 37.57142857142857)"
11-01-2023 11:28:03.060036,"(71.0, 130.0, 121.7948717948718)","(1.85, 2.1, 2.062372528616025)","(10.0, 14.5, 14.21111111111111)","(4.8, 5.7, 5.602739726027397)","(71.0, 140.0, 126.66666666666667)","(3.7, 4.5, 4.4208633093525185)","(21.0, 38.0, 37.294117647058826)"
11-01-2023 11:28:04.107210,"(71.0, 130.0, 121.7948717948718)","(1.85, 2.1, 2.0644563279857397)","(10.0, 14.5, 14.3)","(4.8, 5.6, 5.567816091954023)","(71.0, 140.0, 137.14285714285714)","(3.7, 4.5, 4.4208633093525185)","(21.0, 38.0, 37.294117647058826)"
11-01-2023 11:28:05.177733,"(71.0, 130.0, 121.7948717948718)","(1.85, 2.1, 2.0643928571428574)","(10.0, 14.5, 14.3)","(4.8, 5.6, 5.583098591549295)","(71.0, 140.0, 137.14285714285714)","(3.7, 4.5, 4.445409429280398)","(21.0, 38.0, 37.294117647058826)"
11-01-2023 11:28:06.173570,"(71.0, 130.0, 121.7948717948718)","(1.85, 2.1, 2.0643928571428574)","(10.0, 14.5, 14.3)","(4.8, 5.7, 5.581379310344827)","(71.0, 130.0, 127.85714285714286)","(3.7, 4.5, 4.390818858560794)","(21.0, 38.0, 37.294117647058826)"
11-01-2023 11:28:07.141545,"(71.0, 130.0, 121.7948717948718)","(1.85, 2.1, 2.051659090909091)","(10.0, 14.5, 14.3)","(4.8, 5.7, 5.618867924528302)","(71.0, 130.0, 121.66666666666667)","(3.7, 4.5, 4.390818858560794)","(21.0, 38.0, 37.294117647058826)"
11-01-2023 11:28:08.135663,"(71.0, 130.0, 120.58823529411765)","(1.85, 2.08, 2.0674107142857143)","(10.0, 14.5, 14.214285714285714)","(4.8, 5.7, 5.604210526315789)","(71.0, 130.0, 122.5)","(3.7, 4.5, 4.394484412470024)","(21.0, 38.0, 37.25)"
11-01-2023 11:28:09.153963,"(71.0, 110.0, 106.25)","(1.85, 2.08, 2.0674107142857143)","(11.0, 14.5, 14.214285714285714)","(4.8, 5.7, 5.604210526315789)","(71.0, 130.0, 122.85714285714286)","(3.8, 4.5, 4.394484412470024)","(26.0, 38.0, 37.25)"
11-01-2023 11:28:10.097585,"(71.0, 110.0, 106.25)","(1.85, 2.08, 2.0673258426966292)","(11.0, 14.5, 14.214285714285714)","(4.8, 5.7, 5.627272727272727)","(71.0, 130.0, 120.625)","(3.8, 4.5, 4.394484412470024)","(26.0, 38.0, 37.25)"
11-01-2023 11:28:11.120873,"(71.0, 110.0, 106.25)","(1.85, 2.08, 2.0673258426966292)","(11.0, 14.5, 14.214285714285714)","(4.8, 5.7, 5.627272727272727)","(71.0, 130.0, 120.625)","(3.8, 4.5, 4.394484412470024)","(26.0, 38.0, 37.25)"
11-01-2023 11:28:12.110163,"(71.0, 110.0, 106.25)","(1.85, 2.08, 2.0673258426966292)","(11.0, 14.5, 14.214285714285714)","(4.8, 5.7, 5.627272727272727)","(71.0, 130.0, 120.625)","(3.8, 4.5, 4.391203703703703)","(26.0, 38.0, 36.888888888888886)"
11-01-2023 11:28:13.074533,"(71.0, 130.0, 122.5)","(1.85, 2.08, 2.068009950248756)","(11.0, 14.0, 13.854545454545455)","(4.8, 5.7, 5.6457943925233645)","(71.0, 130.0, 113.33333333333333)","(3.8, 4.5, 4.374528301886793)","(26.0, 38.0, 36.888888888888886)"
11-01-2023 11:28:14.156467,"(71.0, 130.0, 120.45454545454545)","(1.85, 2.08, 2.0635907335907335)","(11.0, 14.0, 14.122641509433961)","(4.8, 5.7, 5.725423728813559)","(71.0, 130.0, 121.66666666666667)","(3.8, 4.4, 4.387719298245615)","(26.0, 38.0, 37.0)"
11-01-2023 11:28:15.102568,"(71.0, 130.0, 121.42857142857143)","(1.85, 2.06, 2.0561662817551962)","(11.0, 14.5, 14.287234042553191)","(4.8, 5.8, 5.725423728813559)","(71.0, 130.0, 107.27272727272727)","(3.8, 4.4, 4.368103448275862)","(26.0, 38.0, 36.416666666666664)"
11-01-2023 11:28:16.023721,"(71.0, 130.0, 121.42857142857143)","(1.85, 2.06, 2.058996138996139)","(11.0, 14.5, 14.277777777777779)","(4.8, 5.8, 5.719230769230769)","(71.0, 120.0, 108.0)","(3.8, 4.4, 4.368776371308017)","(26.0, 38.0, 36.27272727272727)"
11-01-2023 11:28:16.942356,"(71.0, 130.0, 121.42857142857143)","(1.85, 2.06, 2.0586767485822306)","(11.0, 14.5, 14.277777777777779)","(4.8, 5.8, 5.720909090909091)","(71.0, 120.0, 102.85714285714286)","(3.8, 4.4, 4.368776371308017)","(26.0, 38.0, 36.27272727272727)"
11-01-2023 11:28:18.117651,"(71.0, 130.0, 120.0)","(1.85, 2.08, 2.057447916666667)","(11.0, 14.5, 14.346153846153847)","(4.8, 5.8, 5.772649572649573)","(71.0, 120.0, 112.22222222222223)","(3.8, 4.4, 4.3501845018450185)","(26.0, 38.0, 37.04)"
11-01-2023 11:28:19.229477,"(71.0, 130.0, 123.33333333333333)","(1.85, 2.08, 2.0653716216216216)","(11.0, 14.5, 14.46376811594203)","(4.8, 5.8, 5.772649572649573)","(71.0, 120.0, 102.5)","(3.8, 4.4, 4.339516129032258)","(26.0, 38.0, 37.04)"
11-01-2023 11:28:20.302774,"(71.0, 170.0, 137.27272727272728)","(1.85, 2.08, 2.064645390070922)","(11.0, 14.5, 14.46376811594203)","(4.8, 5.8, 5.773983739837398)","(71.0, 120.0, 102.5)","(3.8, 4.4, 4.336974789915966)","(26.0, 38.0, 36.857142857142854)"
11-01-2023 11:28:21.440937,"(71.0, 160.0, 151.66666666666669)","(1.85, 2.08, 2.0678864353312303)","(11.0, 14.5, 14.470149253731343)","(5.0, 5.8, 5.773109243697479)","(71.0, 120.0, 105.0)","(3.8, 4.4, 4.334645669291339)","(26.0, 38.0, 36.857142857142854)"
11-01-2023 11:28:22.527349,"(71.0, 160.0, 151.66666666666669)","(1.85, 2.08, 2.0678864353312303)","(11.0, 14.5, 14.470149253731343)","(5.0, 5.8, 5.79009900990099)","(71.0, 110.0, 105.0)","(3.8, 4.4, 4.303846153846154)","(26.0, 38.0, 36.857142857142854)"
11-01-2023 11:28:23.609459,"(71.0, 160.0, 143.33333333333334)","(1.85, 2.06, 2.051404958677686)","(11.0, 15.0, 14.6)","(5.0, 5.8, 5.79009900990099)","(71.0, 110.0, 102.5)","(3.8, 4.4, 4.345)","(26.0, 38.0, 36.857142857142854)"
11-01-2023 11:28:24.680330,"(71.0, 160.0, 143.33333333333334)","(1.85, 2.06, 2.051404958677686)","(11.0, 15.0, 14.6)","(5.0, 5.8, 5.79009900990099)","(71.0, 120.0, 102.5)","(3.8, 4.4, 4.345)","(26.0, 38.0, 36.857142857142854)"
11-01-2023 11:28:25.720497,"(71.0, 160.0, 144.375)","(1.85, 2.06, 2.051404958677686)","(11.0, 15.0, 14.5)","(5.0, 5.8, 5.791071428571429)","(71.0, 120.0, 102.5)","(3.8, 4.4, 4.345901639344262)","(26.0, 38.0, 36.857142857142854)"
11-01-2023 11:28:26.816316,"(71.0, 160.0, 144.375)","(1.85, 2.06, 2.051404958677686)","(11.0, 14.5, 14.372093023255815)","(5.0, 5.8, 5.819117647058824)","(71.0, 120.0, 106.0)","(3.8, 4.4, 4.38409090909091)","(26.0, 38.0, 36.857142857142854)"
11-01-2023 11:28:27.767262,"(71.0, 160.0, 149.58333333333334)","(1.85, 2.06, 2.0476959619952493)","(11.0, 14.5, 14.372093023255815)","(5.0, 5.9, 5.819117647058824)","(71.0, 120.0, 110.66666666666667)","(3.8, 4.4, 4.383536585365854)","(26.0, 38.0, 36.857142857142854)"
11-01-2023 11:28:28.799270,"(71.0, 160.0, 149.58333333333334)","(1.85, 2.06, 2.05011655011655)","(11.0, 14.5, 14.446969696969697)","(5.0, 5.9, 5.820481927710843)","(71.0, 120.0, 110.66666666666667)","(3.8, 4.4, 4.244017094017094)","(26.0, 38.0, 36.857142857142854)"
11-01-2023 11:28:29.756570,"(71.0, 160.0, 150.0)","(1.85, 2.06, 2.052054794520548)","(11.0, 14.5, 14.4453125)","(5.0, 5.9, 5.820481927710843)","(71.0, 120.0, 110.66666666666667)","(3.8, 4.3, 4.239874411302983)","(26.0, 38.0, 37.25581395348837)"
11-01-2023 11:28:30.753658,"(71.0, 150.0, 138.75)","(1.85, 2.08, 2.0670877192982458)","(11.0, 15.0, 14.907407407407407)","(5.0, 5.9, 5.8533333333333335)","(71.0, 120.0, 113.63636363636364)","(3.8, 4.3, 4.234974533106961)","(26.0, 38.0, 37.25581395348837)"
11-01-2023 11:28:31.698271,"(71.0, 150.0, 137.14285714285714)","(1.85, 2.08, 2.066989619377163)","(11.0, 15.0, 14.907407407407407)","(5.0, 5.9, 5.8533333333333335)","(71.0, 120.0, 113.63636363636364)","(3.8, 4.3, 4.234974533106961)","(26.0, 38.0, 37.25581395348837)"
11-01-2023 11:28:32.676088,"(71.0, 140.0, 136.0)","(1.85, 2.1, 2.0858854166666667)","(11.0, 15.0, 14.882978723404255)","(5.0, 5.8, 5.782539682539682)","(71.0, 120.0, 113.63636363636364)","(3.8, 4.2, 4.070338983050847)","(26.0, 38.0, 37.25581395348837)"
11-01-2023 11:28:33.649413,"(71.0, 140.0, 134.70588235294116)","(1.85, 2.12, 2.1100000000000003)","(11.0, 15.0, 14.8625)","(5.0, 5.8, 5.810843373493976)","(71.0, 120.0, 113.63636363636364)","(3.8, 4.1, 4.033625730994152)","(26.0, 38.0, 37.25581395348837)"
11-01-2023 11:28:34.721966,"(71.0, 140.0, 131.0)","(1.85, 2.12, 2.11578231292517)","(11.0, 15.0, 14.78)","(5.0, 5.9, 5.844776119402985)","(71.0, 120.0, 114.61538461538461)","(3.8, 4.1, 4.039627659574468)","(26.0, 38.0, 37.319148936170215)"
11-01-2023 11:28:35.726183,"(71.0, 140.0, 131.8181818181818)","(1.85, 2.12, 2.11502538071066)","(11.0, 15.0, 14.85135135135135)","(5.0, 5.9, 5.844776119402985)","(71.0, 120.0, 115.625)","(3.8, 4.1, 4.038978494623656)","(26.0, 38.0, 37.319148936170215)"
11-01-2023 11:28:36.691643,"(81.0, 140.0, 131.8181818181818)","(1.85, 2.12, 2.1120238095238095)","(11.0, 15.0, 14.85135135135135)","(5.0, 5.9, 5.844776119402985)","(71.0, 120.0, 115.625)","(3.7, 4.1, 4.038814016172506)","(26.0, 38.0, 37.333333333333336)"
11-01-2023 11:28:37.748024,"(81.0, 140.0, 127.14285714285714)","(1.85, 2.12, 2.109924812030075)","(11.0, 15.0, 14.833333333333334)","(5.0, 5.9, 5.879069767441861)","(71.0, 120.0, 115.625)","(3.7, 4.1, 4.026495726495726)","(26.0, 38.0, 37.333333333333336)"
11-01-2023 11:28:38.724259,"(81.0, 140.0, 127.14285714285714)","(1.85, 2.12, 2.111625)","(11.0, 15.0, 14.816666666666666)","(5.0, 5.9, 5.879069767441861)","(71.0, 120.0, 115.625)","(3.7, 4.1, 4.034579439252337)","(26.0, 38.0, 37.361702127659576)"
11-01-2023 11:28:39.767268,"(71.0, 140.0, 127.14285714285714)","(1.85, 2.12, 2.106608695652174)","(11.0, 15.5, 14.75)","(5.0, 6.0, 5.870588235294117)","(71.0, 120.0, 116.11111111111111)","(3.7, 4.1, 4.027777777777778)","(26.0, 38.0, 37.80821917808219)"
11-01-2023 11:28:40.739023,"(71.0, 140.0, 132.5)","(1.85, 2.12, 2.106608695652174)","(11.0, 15.0, 14.75)","(5.0, 6.0, 5.877005347593583)","(71.0, 120.0, 118.0)","(3.7, 4.1, 4.056923076923077)","(26.0, 40.0, 38.61538461538461)"
11-01-2023 11:28:41.744773,"(71.0, 140.0, 135.0)","(1.85, 2.1, 2.088251928020566)","(11.0, 15.5, 15.044444444444444)","(5.0, 6.0, 5.923333333333334)","(71.0, 120.0, 137.69230769230768)","(3.7, 4.1, 4.061333333333333)","(26.0, 40.0, 38.588235294117645)"
11-01-2023 11:28:42.668016,"(71.0, 140.0, 133.47826086956522)","(1.85, 2.1, 2.0870621468926553)","(11.0, 15.5, 15.04)","(5.0, 6.0, 5.923333333333334)","(71.0, 140.0, 131.1764705882353)","(3.7, 4.1, 4.061204013377926)","(26.0, 40.0, 38.57692307692308)"
11-01-2023 11:28:43.730274,"(71.0, 140.0, 134.54545454545453)","(1.85, 2.1, 2.0889818181818183)","(11.0, 15.5, 15.03921568627451)","(5.0, 6.0, 5.930088495575221)","(71.0, 140.0, 131.1764705882353)","(3.7, 4.1, 4.061204013377926)","(26.0, 40.0, 38.57692307692308)"
11-01-2023 11:28:44.672712,"(71.0, 140.0, 133.47826086956522)","(1.85, 2.1, 2.08896174863388)","(11.0, 15.5, 15.03921568627451)","(5.0, 6.0, 5.928571428571429)","(71.0, 140.0, 131.1764705882353)","(3.7, 4.1, 4.056088560885609)","(26.0, 40.0, 38.57692307692308)"
11-01-2023 11:28:45.867729,"(71.0, 140.0, 135.71428571428572)","(1.85, 2.1, 2.0880092592592594)","(11.0, 15.5, 15.03076923076923)","(5.0, 6.0, 5.925373134328359)","(71.0, 140.0, 130.625)","(3.7, 4.1, 4.064935064935065)","(26.0, 40.0, 38.70886075949367)"
11-01-2023 11:28:46.834651,"(71.0, 140.0, 137.0)","(1.85, 2.1, 2.0880092592592594)","(11.0, 15.5, 15.03076923076923)","(5.0, 6.0, 5.925373134328359)","(71.0, 140.0, 130.625)","(3.7, 4.1, 4.064935064935065)","(26.0, 40.0, 38.70886075949367)"
11-01-2023 11:28:47.794859,"(71.0, 140.0, 135.71428571428572)","(1.85, 2.1, 2.0880092592592594)","(11.0, 15.5, 15.0234375)","(5.0, 6.0, 5.925373134328359)","(71.0, 120.0, 115.0)","(3.7, 4.1, 4.064935064935065)","(26.0, 40.0, 38.7710843373494)"
11-01-2023 11:28:48.757356,"(71.0, 140.0, 130.0)","(1.85, 2.1, 2.0900192678227363)","(11.0, 15.5, 15.098684210526315)","(5.0, 6.0, 5.9393939393939394)","(71.0, 120.0, 115.45454545454545)","(3.7, 4.1, 4.054964539007092)","(26.0, 40.0, 38.84090909090909)"
11-01-2023 11:28:49.696735,"(71.0, 140.0, 137.0)","(1.85, 2.1, 2.0925036179450074)","(11.0, 15.5, 15.158823529411764)","(5.0, 6.0, 5.948717948717949)","(71.0, 120.0, 115.83333333333333)","(3.7, 4.1, 4.054964539007092)","(26.0, 40.0, 38.84090909090909)"
11-01-2023 11:28:50.643560,"(71.0, 150.0, 142.5)","(1.85, 2.06, 2.0445652173913045)","(11.0, 15.5, 15.365546218487395)","(5.0, 6.0, 5.989539748953975)","(71.0, 120.0, 116.3157894736842)","(3.7, 4.2, 4.152830188679245)","(26.0, 40.0, 38.98)"
11-01-2023 11:28:51.572455,"(71.0, 150.0, 145.71428571428572)","(1.85, 2.06, 2.051919191919192)","(11.0, 15.5, 15.38425925925926)","(5.0, 6.2, 6.024742268041237)","(71.0, 120.0, 116.66666666666667)","(3.7, 4.2, 4.15395537525355)","(26.0, 40.0, 39.03846153846154)"
11-01-2023 11:28:52.534726,"(71.0, 150.0, 135.0)","(1.85, 2.06, 2.051276595744681)","(11.0, 15.5, 15.357758620689655)","(5.0, 6.2, 6.106145251396648)","(71.0, 120.0, 116.66666666666667)","(3.7, 4.2, 4.15635593220339)","(26.0, 40.0, 39.03846153846154)"
11-01-2023 11:28:53.550522,"(71.0, 150.0, 118.0)","(1.85, 2.06, 2.0528695652173914)","(11.0, 15.5, 15.333333333333334)","(5.0, 6.2, 6.077319587628866)","(71.0, 120.0, 116.66666666666667)","(3.7, 4.2, 4.145533769063181)","(26.0, 40.0, 39.03846153846154)"
11-01-2023 11:28:54.599763,"(71.0, 130.0, 126.66666666666667)","(1.85, 2.06, 2.052813852813853)","(11.0, 15.5, 15.221153846153847)","(5.0, 6.2, 6.063218390804598)","(71.0, 120.0, 116.92307692307692)","(3.7, 4.2, 4.14047619047619)","(26.0, 40.0, 39.03846153846154)"
11-01-2023 11:28:55.664893,"(71.0, 130.0, 126.66666666666667)","(1.85, 2.06, 2.053413654618474)","(11.0, 15.5, 15.205357142857142)","(5.0, 6.2, 6.069230769230769)","(71.0, 120.0, 116.92307692307692)","(3.7, 4.2, 4.141958041958042)","(26.0, 40.0, 39.03846153846154)"
11-01-2023 11:28:56.644011,"(71.0, 130.0, 126.66666666666667)","(1.85, 2.06, 2.053413654618474)","(11.0, 15.5, 15.205357142857142)","(5.0, 6.2, 6.069230769230769)","(71.0, 120.0, 116.92307692307692)","(3.7, 4.2, 4.141958041958042)","(31.0, 40.0, 39.03846153846154)"
11-01-2023 11:28:57.692268,"(71.0, 140.0, 126.0)","(1.85, 2.06, 2.057742782152231)","(11.0, 15.5, 15.311688311688311)","(5.0, 6.2, 6.115533980582525)","(71.0, 130.0, 123.33333333333333)","(3.7, 4.2, 4.148241206030151)","(31.0, 40.0, 39.152542372881356)"
11-01-2023 11:28:58.746900,"(81.0, 140.0, 126.0)","(1.85, 2.08, 2.061962025316456)","(11.0, 15.5, 15.306666666666667)","(5.0, 6.2, 6.115533980582525)","(71.0, 130.0, 123.33333333333333)","(3.7, 4.2, 4.1405189620758485)","(31.0, 40.0, 39.152542372881356)"
11-01-2023 11:28:59.814669,"(81.0, 140.0, 126.0)","(1.85, 2.06, 2.046375)","(11.0, 15.5, 15.154761904761905)","(5.0, 6.2, 6.111737089201878)","(71.0, 130.0, 123.33333333333333)","(3.7, 4.2, 4.1405189620758485)","(31.0, 40.0, 39.14529914529915)"
11-01-2023 11:29:00.811678,"(81.0, 140.0, 126.0)","(1.85, 2.06, 2.045562913907285)","(11.0, 15.5, 15.141304347826088)","(5.0, 6.2, 6.11090047393365)","(71.0, 130.0, 121.11111111111111)","(3.7, 4.2, 4.146838407494145)","(31.0, 40.0, 39.02290076335878)"
11-01-2023 11:29:01.851515,"(71.0, 130.0, 126.0)","(1.85, 2.06, 2.050173913043478)","(11.0, 15.5, 14.986238532110091)","(5.0, 6.2, 6.089922480620155)","(71.0, 130.0, 123.10344827586206)","(3.7, 4.2, 4.1724867724867725)","(31.0, 40.0, 39.03030303030303)"
11-01-2023 11:29:02.825468,"(71.0, 120.0, 117.6923076923077)","(1.85, 2.06, 2.051625615763547)","(11.0, 15.0, 14.925373134328359)","(5.0, 6.2, 6.10479704797048)","(71.0, 130.0, 121.33333333333333)","(3.7, 4.2, 4.192415730337078)","(31.0, 40.0, 39.05882352941177)"
11-01-2023 11:29:03.862800,"(71.0, 120.0, 119.33333333333333)","(1.85, 2.06, 2.0487755102040817)","(11.0, 15.0, 14.909090909090908)","(5.0, 6.2, 6.10479704797048)","(71.0, 130.0, 121.33333333333333)","(3.7, 4.2, 4.195601173020528)","(31.0, 40.0, 39.1496062992126)"
11-01-2023 11:29:04.836390,"(71.0, 120.0, 118.33333333333333)","(1.85, 2.06, 2.0448863636363637)","(11.0, 15.0, 14.90566037735849)","(5.0, 6.2, 6.096385542168675)","(71.0, 130.0, 121.25)","(3.6, 4.2, 4.212231759656652)","(31.0, 40.0, 39.1496062992126)"
11-01-2023 11:29:05.751504,"(71.0, 120.0, 118.57142857142857)","(1.85, 2.06, 2.044843304843305)","(11.0, 15.0, 14.891304347826086)","(5.0, 6.2, 6.047337278106509)","(71.0, 130.0, 121.66666666666667)","(3.6, 4.3, 4.212231759656652)","(31.0, 40.0, 39.1496062992126)"
11-01-2023 11:29:06.735281,"(71.0, 120.0, 118.88888888888889)","(1.85, 2.06, 2.043940298507463)","(11.0, 15.0, 14.891304347826086)","(5.0, 6.2, 6.046242774566474)","(71.0, 130.0, 121.66666666666667)","(3.6, 4.3, 4.2174000000000005)","(31.0, 40.0, 39.1496062992126)"
