,Lycallegro,Move Like Jagger,Flying Billie,Angeli,Depasser,Gee Gees Choris,Bellasario,Elmajay,Royal Molly
11-01-2023 12:27:29.950098,"(10.0, 11.5, 10.875)","(3.0, 3.75, 3.646)","(11.0, 16.0, 15.666666666666666)","(26.0, 90.0, 54.0)","(21.0, 55.0, 45.5)","(12.0, 16.0, 15.2)","(8.0, 12.5, 12.166666666666666)","(3.9, 4.7, 4.593333333333334)","(4.4, 6.0, 5.819354838709677)"
11-01-2023 12:27:31.176802,"(10.0, 11.5, 10.875)","(3.0, 3.75, 3.646)","(11.0, 16.0, 15.666666666666666)","(26.0, 90.0, 54.0)","(21.0, 55.0, 45.5)","(12.0, 16.0, 15.2)","(8.0, 12.5, 12.166666666666666)","(3.9, 4.7, 4.593333333333334)","(4.4, 6.0, 5.819354838709677)"
11-01-2023 12:27:32.405361,"(10.0, 11.5, 10.875)","(3.0, 3.75, 3.646)","(11.0, 16.0, 15.666666666666666)","(26.0, 90.0, 54.0)","(21.0, 55.0, 45.5)","(12.0, 16.0, 15.2)","(8.0, 12.5, 12.166666666666666)","(3.9, 4.7, 4.593333333333334)","(4.4, 6.0, 5.819354838709677)"
11-01-2023 12:27:33.623580,"(10.0, 11.5, 10.875)","(3.0, 3.75, 3.646)","(11.0, 16.0, 15.666666666666666)","(26.0, 90.0, 58.0)","(21.0, 55.0, 45.5)","(12.0, 16.0, 15.5)","(8.0, 12.5, 12.166666666666666)","(3.9, 4.7, 4.593333333333334)","(4.4, 6.0, 5.819354838709677)"
11-01-2023 12:27:34.807155,"(10.0, 11.5, 10.875)","(3.0, 3.75, 3.646)","(11.0, 16.0, 15.666666666666666)","(26.0, 90.0, 58.0)","(21.0, 55.0, 45.5)","(12.0, 16.0, 15.5)","(8.0, 12.5, 12.166666666666666)","(3.9, 4.7, 4.593333333333334)","(4.4, 6.0, 5.819354838709677)"
11-01-2023 12:27:35.968620,"(10.0, 11.5, 10.875)","(3.0, 3.75, 3.646)","(11.0, 16.0, 15.666666666666666)","(26.0, 90.0, 58.0)","(21.0, 55.0, 45.5)","(12.0, 16.0, 15.5)","(8.0, 12.5, 12.166666666666666)","(3.9, 4.7, 4.593333333333334)","(4.4, 6.0, 5.819354838709677)"
11-01-2023 12:27:37.117647,"(10.0, 11.5, 10.875)","(3.0, 3.75, 3.646)","(11.0, 16.0, 15.666666666666666)","(26.0, 90.0, 58.0)","(21.0, 55.0, 45.5)","(12.0, 16.0, 15.5)","(8.0, 12.5, 12.166666666666666)","(3.9, 4.7, 4.593333333333334)","(4.4, 6.0, 5.819354838709677)"
11-01-2023 12:27:38.215336,"(10.0, 11.5, 10.875)","(3.0, 3.75, 3.646)","(11.0, 16.0, 15.666666666666666)","(26.0, 90.0, 58.0)","(21.0, 55.0, 45.5)","(12.0, 16.0, 15.5)","(8.0, 12.5, 12.166666666666666)","(3.9, 4.7, 4.593333333333334)","(4.4, 6.0, 5.819354838709677)"
11-01-2023 12:27:39.481275,"(10.0, 11.5, 10.875)","(3.0, 3.75, 3.646)","(11.0, 16.0, 15.666666666666666)","(26.0, 90.0, 58.0)","(21.0, 55.0, 45.5)","(12.0, 16.0, 15.5)","(8.0, 12.5, 12.166666666666666)","(3.9, 4.7, 4.593333333333334)","(4.4, 6.0, 5.819354838709677)"
11-01-2023 12:27:40.731539,"(10.0, 11.5, 10.875)","(3.0, 3.75, 3.646)","(11.0, 16.0, 15.666666666666666)","(26.0, 90.0, 58.0)","(21.0, 55.0, 45.5)","(12.0, 16.0, 15.607142857142858)","(8.0, 12.5, 12.166666666666666)","(3.9, 4.7, 4.593333333333334)","(4.4, 6.0, 5.819354838709677)"
11-01-2023 12:27:42.004551,"(10.0, 11.5, 10.875)","(3.0, 3.75, 3.646)","(11.0, 16.0, 15.666666666666666)","(26.0, 90.0, 58.0)","(21.0, 55.0, 45.5)","(12.0, 16.5, 15.323529411764707)","(8.0, 12.5, 12.166666666666666)","(3.9, 4.7, 4.593333333333334)","(4.4, 6.0, 5.819354838709677)"
11-01-2023 12:27:43.205396,"(10.0, 11.5, 10.875)","(3.0, 3.75, 3.646)","(11.0, 16.0, 15.666666666666666)","(26.0, 90.0, 58.0)","(21.0, 55.0, 45.5)","(12.0, 16.5, 15.323529411764707)","(8.0, 12.5, 12.166666666666666)","(3.9, 4.7, 4.593333333333334)","(4.4, 6.0, 5.819354838709677)"
11-01-2023 12:27:44.372488,"(10.0, 11.5, 10.875)","(3.0, 3.75, 3.646)","(11.0, 16.0, 15.666666666666666)","(26.0, 90.0, 58.0)","(21.0, 55.0, 45.5)","(12.0, 16.5, 15.323529411764707)","(8.0, 12.5, 12.166666666666666)","(3.9, 4.7, 4.593333333333334)","(4.4, 6.0, 5.819354838709677)"
11-01-2023 12:27:45.663609,"(10.0, 11.5, 10.875)","(3.0, 3.75, 3.646)","(11.0, 16.0, 15.666666666666666)","(26.0, 90.0, 58.0)","(21.0, 55.0, 45.5)","(12.0, 16.5, 15.636363636363637)","(8.0, 12.5, 12.166666666666666)","(3.9, 4.7, 4.593333333333334)","(4.4, 6.0, 5.819354838709677)"
11-01-2023 12:27:46.994082,"(10.0, 11.5, 10.875)","(3.0, 3.85, 3.775)","(11.0, 16.0, 15.666666666666666)","(26.0, 90.0, 76.28571428571428)","(21.0, 55.0, 45.5)","(12.0, 16.0, 15.636363636363637)","(8.0, 12.5, 12.166666666666666)","(3.9, 4.7, 4.593333333333334)","(4.4, 6.0, 5.819354838709677)"
11-01-2023 12:27:48.281392,"(10.0, 11.5, 10.785714285714286)","(3.0, 3.85, 3.727777777777778)","(11.0, 16.0, 15.666666666666666)","(26.0, 90.0, 76.28571428571428)","(21.0, 55.0, 45.5)","(12.0, 16.0, 15.636363636363637)","(8.0, 12.5, 12.166666666666666)","(3.9, 4.7, 4.593333333333334)","(4.4, 6.0, 5.819354838709677)"
11-01-2023 12:27:49.679613,"(10.0, 11.5, 10.785714285714286)","(3.0, 3.85, 3.7441176470588236)","(11.0, 16.0, 15.25)","(26.0, 90.0, 58.0)","(21.0, 55.0, 52.285714285714285)","(12.0, 16.0, 15.5)","(8.0, 12.5, 11.75)","(3.9, 4.7, 4.593333333333334)","(4.4, 6.0, 5.819354838709677)"
11-01-2023 12:27:51.118346,"(10.0, 11.5, 11.3)","(3.0, 3.85, 3.625)","(11.0, 16.0, 15.25)","(26.0, 90.0, 58.0)","(21.0, 55.0, 45.5)","(12.0, 16.0, 15.5)","(8.0, 12.5, 11.75)","(3.9, 4.7, 4.593333333333334)","(4.4, 6.0, 5.819354838709677)"
11-01-2023 12:27:52.635601,"(10.0, 12.5, 12.323529411764707)","(3.0, 3.85, 3.625)","(11.0, 16.0, 15.25)","(26.0, 90.0, 58.0)","(21.0, 55.0, 45.5)","(12.0, 16.0, 15.09090909090909)","(8.0, 12.5, 11.75)","(3.9, 4.7, 4.573684210526316)","(4.4, 6.0, 5.817142857142857)"
11-01-2023 12:27:54.136170,"(10.0, 12.5, 12.323529411764707)","(3.0, 3.85, 3.625)","(11.0, 16.0, 15.25)","(26.0, 90.0, 58.0)","(21.0, 55.0, 45.5)","(12.0, 16.0, 15.09090909090909)","(8.0, 12.5, 11.75)","(3.9, 4.7, 4.573684210526316)","(4.4, 6.0, 5.817142857142857)"
11-01-2023 12:27:55.533527,"(10.0, 12.5, 12.323529411764707)","(3.0, 3.85, 3.61)","(11.0, 16.0, 15.25)","(26.0, 90.0, 58.0)","(21.0, 55.0, 45.5)","(12.0, 16.0, 15.125)","(8.0, 12.5, 11.75)","(3.9, 4.7, 4.593333333333334)","(4.4, 6.0, 5.819354838709677)"
11-01-2023 12:27:57.084995,"(10.0, 12.5, 12.373239436619718)","(3.0, 3.85, 3.716666666666667)","(11.0, 16.0, 15.25)","(26.0, 90.0, 58.0)","(21.0, 55.0, 45.5)","(12.0, 15.5, 15.125)","(8.0, 12.5, 11.75)","(3.9, 4.7, 4.593333333333334)","(4.4, 6.0, 5.811538461538461)"
11-01-2023 12:27:58.554842,"(10.0, 12.5, 12.365671641791044)","(3.0, 3.85, 3.716666666666667)","(11.0, 16.0, 15.25)","(26.0, 90.0, 58.0)","(21.0, 55.0, 45.5)","(12.0, 15.5, 14.333333333333334)","(8.0, 12.5, 11.75)","(3.9, 4.7, 4.593333333333334)","(4.4, 6.0, 5.811538461538461)"
11-01-2023 12:27:59.943941,"(10.0, 12.5, 12.365671641791044)","(3.0, 3.85, 3.716666666666667)","(11.0, 16.0, 15.25)","(26.0, 90.0, 58.0)","(21.0, 55.0, 45.5)","(12.0, 16.0, 14.333333333333334)","(8.0, 12.5, 11.75)","(3.9, 4.7, 4.593333333333334)","(4.4, 6.0, 5.8125)"
11-01-2023 12:28:01.193795,"(10.0, 12.5, 12.373239436619718)","(3.0, 3.85, 3.716666666666667)","(11.0, 16.0, 15.25)","(26.0, 90.0, 58.0)","(21.0, 55.0, 45.5)","(12.0, 16.0, 14.333333333333334)","(8.0, 12.5, 11.75)","(3.9, 4.7, 4.593333333333334)","(4.4, 6.0, 5.8125)"
11-01-2023 12:28:02.353607,"(10.0, 12.5, 12.05)","(3.0, 3.85, 3.716666666666667)","(11.0, 16.0, 15.25)","(26.0, 90.0, 58.0)","(21.0, 55.0, 45.5)","(12.0, 16.0, 14.75)","(8.0, 12.5, 11.75)","(3.9, 4.7, 4.593333333333334)","(4.4, 6.0, 5.811538461538461)"
11-01-2023 12:28:03.599155,"(10.0, 12.5, 12.05)","(3.0, 3.85, 3.716666666666667)","(11.0, 16.0, 15.25)","(26.0, 90.0, 54.0)","(21.0, 55.0, 45.5)","(12.0, 15.5, 14.75)","(8.0, 12.5, 11.75)","(3.9, 4.7, 4.593333333333334)","(4.4, 6.0, 5.811538461538461)"
11-01-2023 12:28:04.721059,"(10.0, 12.5, 12.05)","(3.0, 3.85, 3.716666666666667)","(11.0, 16.0, 15.25)","(26.0, 90.0, 54.0)","(21.0, 55.0, 38.5)","(12.0, 15.5, 14.166666666666666)","(8.0, 12.5, 11.75)","(3.9, 4.7, 4.517948717948718)","(4.4, 6.0, 5.9526315789473685)"
11-01-2023 12:28:05.892517,"(10.0, 12.5, 12.371428571428572)","(3.0, 3.7, 3.5456140350877194)","(11.0, 16.0, 15.25)","(26.0, 90.0, 76.66666666666667)","(21.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 12.5, 11.75)","(3.9, 4.6, 4.517948717948718)","(4.4, 6.0, 5.9526315789473685)"
11-01-2023 12:28:07.089429,"(10.0, 14.0, 13.1875)","(3.0, 3.7, 3.5456140350877194)","(11.0, 16.0, 15.25)","(26.0, 90.0, 76.66666666666667)","(21.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 12.5, 11.75)","(3.9, 4.6, 4.517948717948718)","(4.4, 6.0, 5.9526315789473685)"
11-01-2023 12:28:08.365910,"(10.0, 14.0, 13.1875)","(3.0, 3.7, 3.5456140350877194)","(11.0, 16.0, 15.25)","(26.0, 90.0, 76.66666666666667)","(21.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 12.5, 11.75)","(3.9, 4.6, 4.5175)","(4.4, 6.0, 5.9526315789473685)"
11-01-2023 12:28:09.572624,"(10.0, 14.0, 13.1875)","(3.0, 3.7, 3.5456140350877194)","(11.0, 16.0, 15.25)","(26.0, 90.0, 76.66666666666667)","(21.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 12.5, 11.75)","(3.9, 4.6, 4.5175)","(4.4, 6.0, 5.9526315789473685)"
11-01-2023 12:28:10.820615,"(10.0, 14.0, 13.1875)","(3.0, 3.7, 3.5456140350877194)","(11.0, 16.0, 15.25)","(26.0, 90.0, 76.66666666666667)","(21.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 12.5, 11.75)","(3.9, 4.6, 4.5175)","(4.4, 6.0, 5.9526315789473685)"
11-01-2023 12:28:12.057067,"(10.0, 14.0, 13.1875)","(3.0, 3.7, 3.5456140350877194)","(11.0, 16.0, 15.25)","(26.0, 90.0, 76.66666666666667)","(21.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 12.5, 11.75)","(3.9, 4.6, 4.5175)","(4.4, 6.0, 5.9526315789473685)"
11-01-2023 12:28:13.289655,"(10.0, 14.0, 13.370967741935484)","(3.0, 3.7, 3.5456140350877194)","(11.0, 16.0, 15.25)","(26.0, 90.0, 76.66666666666667)","(21.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 12.5, 11.75)","(3.9, 4.6, 4.5175)","(4.4, 6.0, 5.9526315789473685)"
11-01-2023 12:28:14.462693,"(10.0, 14.0, 13.322916666666666)","(3.0, 3.7, 3.5456140350877194)","(11.0, 16.0, 15.25)","(26.0, 90.0, 76.66666666666667)","(21.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 12.5, 11.75)","(3.9, 4.6, 4.5175)","(4.4, 6.0, 5.981967213114754)"
11-01-2023 12:28:15.713716,"(10.0, 13.5, 13.042857142857143)","(3.0, 3.7, 3.5580645161290323)","(11.0, 16.0, 15.25)","(26.0, 90.0, 63.75)","(21.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 12.5, 11.75)","(3.9, 4.6, 4.5175)","(4.4, 6.0, 5.981967213114754)"
11-01-2023 12:28:17.107783,"(10.0, 13.5, 13.042857142857143)","(3.0, 3.7, 3.5580645161290323)","(11.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(21.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 12.5, 11.75)","(3.9, 4.6, 4.5175)","(4.4, 6.0, 5.981967213114754)"
11-01-2023 12:28:18.501791,"(10.0, 13.5, 13.042857142857143)","(3.0, 3.7, 3.5580645161290323)","(11.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(21.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 12.5, 11.75)","(3.9, 4.6, 4.5175)","(4.4, 6.0, 5.981967213114754)"
11-01-2023 12:28:19.864568,"(10.0, 13.5, 13.042857142857143)","(3.0, 3.7, 3.5580645161290323)","(11.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(21.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 12.5, 11.75)","(3.9, 4.6, 4.5175)","(4.4, 6.0, 5.983076923076923)"
11-01-2023 12:28:21.377419,"(10.0, 13.5, 13.042857142857143)","(3.0, 3.7, 3.5580645161290323)","(11.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(21.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 12.5, 11.75)","(3.9, 4.6, 4.5175)","(4.4, 6.0, 5.983076923076923)"
11-01-2023 12:28:22.862438,"(10.0, 13.5, 13.042857142857143)","(3.0, 3.7, 3.5580645161290323)","(11.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(21.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 12.5, 11.75)","(3.9, 4.6, 4.5175)","(4.4, 6.0, 5.983076923076923)"
11-01-2023 12:28:24.415607,"(10.0, 13.5, 12.907407407407408)","(3.0, 3.7, 3.5580645161290323)","(11.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(21.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 12.5, 11.75)","(3.9, 4.6, 4.5175)","(4.4, 6.0, 5.983076923076923)"
11-01-2023 12:28:25.685744,"(10.0, 13.5, 12.738095238095237)","(3.0, 3.7, 3.5580645161290323)","(11.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(21.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 12.5, 11.75)","(3.9, 4.6, 4.5175)","(4.4, 6.0, 5.983076923076923)"
11-01-2023 12:28:26.886469,"(10.0, 13.5, 12.738095238095237)","(3.0, 3.7, 3.5580645161290323)","(11.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(21.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 12.5, 11.75)","(3.9, 4.6, 4.5175)","(4.4, 6.0, 5.983076923076923)"
11-01-2023 12:28:28.032726,"(10.0, 13.5, 12.738095238095237)","(3.0, 3.7, 3.5580645161290323)","(11.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(21.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 12.5, 11.75)","(3.9, 4.6, 4.5175)","(4.4, 6.0, 5.983076923076923)"
11-01-2023 12:28:29.269395,"(10.0, 13.5, 12.738095238095237)","(3.0, 3.7, 3.5580645161290323)","(11.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(21.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 12.5, 11.75)","(3.9, 4.6, 4.5175)","(4.4, 6.0, 5.983076923076923)"
11-01-2023 12:28:30.489476,"(10.0, 13.5, 12.738095238095237)","(3.0, 3.7, 3.5580645161290323)","(11.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(21.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 12.5, 11.615384615384615)","(3.9, 4.6, 4.5175)","(4.4, 6.0, 5.983076923076923)"
11-01-2023 12:28:31.630070,"(10.0, 13.5, 12.738095238095237)","(3.0, 3.7, 3.5620689655172413)","(11.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(21.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 13.0, 11.615384615384615)","(3.9, 4.6, 4.5175)","(4.4, 6.0, 5.987096774193549)"
11-01-2023 12:28:32.821206,"(10.0, 13.5, 12.738095238095237)","(3.0, 3.7, 3.5620689655172413)","(11.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(21.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 13.0, 11.615384615384615)","(3.9, 4.6, 4.5175)","(4.4, 6.0, 5.987096774193549)"
11-01-2023 12:28:33.975394,"(10.0, 13.5, 12.54)","(3.0, 3.7, 3.570967741935484)","(11.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(21.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 13.0, 11.65)","(3.9, 4.6, 4.5175)","(4.4, 6.0, 5.987096774193549)"
11-01-2023 12:28:35.175535,"(10.0, 13.0, 11.91891891891892)","(3.0, 3.7, 3.5620689655172413)","(11.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(21.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 13.0, 11.65)","(3.9, 4.6, 4.5175)","(4.4, 6.0, 5.993103448275862)"
11-01-2023 12:28:36.422073,"(10.0, 13.0, 11.31578947368421)","(3.0, 3.7, 3.5620689655172413)","(11.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(21.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 13.0, 11.7)","(3.9, 4.6, 4.5175)","(4.4, 6.0, 6.571428571428571)"
11-01-2023 12:28:37.654322,"(10.0, 12.5, 11.166666666666666)","(3.0, 3.7, 3.5620689655172413)","(11.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(21.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 12.5, 11.7)","(3.9, 4.6, 4.5175)","(4.4, 6.6, 6.571428571428571)"
11-01-2023 12:28:38.905276,"(10.0, 12.5, 11.26923076923077)","(3.0, 3.7, 3.5620689655172413)","(11.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(21.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 12.5, 11.7)","(3.9, 4.6, 4.5175)","(4.4, 6.6, 6.571428571428571)"
11-01-2023 12:28:40.153180,"(10.0, 12.5, 11.26923076923077)","(3.0, 3.7, 3.5620689655172413)","(11.0, 16.0, 15.25)","(26.0, 90.0, 78.33333333333333)","(21.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 12.5, 11.7)","(3.9, 4.6, 4.5175)","(4.4, 6.6, 6.571428571428571)"
11-01-2023 12:28:41.385152,"(10.0, 11.5, 10.863636363636363)","(3.0, 3.7, 3.5620689655172413)","(11.0, 16.0, 15.25)","(26.0, 90.0, 78.33333333333333)","(21.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 12.5, 11.7)","(3.9, 4.6, 4.5175)","(4.4, 6.6, 6.571428571428571)"
11-01-2023 12:28:42.460937,"(10.0, 11.5, 10.863636363636363)","(3.1, 3.7, 3.5620689655172413)","(12.0, 16.0, 15.25)","(26.0, 90.0, 78.33333333333333)","(26.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 12.5, 11.7)","(4.0, 4.6, 4.5175)","(4.6, 6.6, 6.571428571428571)"
11-01-2023 12:28:43.598322,"(10.0, 11.5, 10.863636363636363)","(3.1, 3.7, 3.5620689655172413)","(12.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(26.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 12.5, 11.7)","(4.0, 4.6, 4.5175)","(4.6, 6.6, 6.571428571428571)"
11-01-2023 12:28:44.709298,"(10.0, 11.5, 10.863636363636363)","(3.1, 3.7, 3.5620689655172413)","(12.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(26.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 12.5, 11.7)","(4.0, 4.6, 4.5175)","(4.6, 6.6, 6.571428571428571)"
11-01-2023 12:28:45.858328,"(10.0, 11.5, 11.022727272727273)","(3.1, 3.7, 3.5620689655172413)","(12.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(26.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 12.5, 11.7)","(4.0, 4.6, 4.5175)","(4.6, 6.6, 6.571428571428571)"
11-01-2023 12:28:47.113361,"(10.0, 11.5, 11.022727272727273)","(3.1, 3.7, 3.5620689655172413)","(12.0, 16.0, 15.25)","(26.0, 90.0, 78.33333333333333)","(26.0, 46.0, 38.5)","(12.0, 15.0, 14.166666666666666)","(8.0, 12.5, 11.7)","(4.0, 4.6, 4.5175)","(4.6, 6.6, 6.571428571428571)"
11-01-2023 12:28:48.295276,"(10.0, 11.5, 10.947368421052632)","(3.1, 3.7, 3.5775862068965516)","(12.0, 16.0, 15.25)","(26.0, 90.0, 78.33333333333333)","(26.0, 46.0, 45.5)","(12.0, 15.0, 15.153846153846153)","(8.0, 12.5, 11.7)","(4.0, 4.6, 4.616666666666667)","(4.6, 6.6, 6.55)"
11-01-2023 12:28:49.636308,"(10.0, 11.5, 10.947368421052632)","(3.1, 3.75, 3.7045454545454546)","(12.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(26.0, 55.0, 45.5)","(12.0, 15.5, 15.153846153846153)","(8.0, 12.5, 11.7)","(4.0, 4.7, 4.616666666666667)","(4.6, 6.6, 6.55)"
11-01-2023 12:28:50.941791,"(10.0, 11.5, 10.947368421052632)","(3.1, 3.7, 3.6636363636363636)","(12.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(26.0, 55.0, 45.5)","(12.0, 15.5, 15.153846153846153)","(8.0, 12.5, 11.7)","(4.0, 4.7, 4.616666666666667)","(4.6, 6.6, 6.55)"
11-01-2023 12:28:52.333351,"(10.0, 11.5, 10.947368421052632)","(3.1, 3.7, 3.651724137931035)","(12.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(26.0, 55.0, 45.5)","(12.0, 15.5, 15.153846153846153)","(8.0, 12.5, 11.7)","(4.0, 4.7, 4.616666666666667)","(4.6, 6.6, 6.514285714285714)"
11-01-2023 12:28:53.603899,"(10.0, 11.5, 10.947368421052632)","(3.1, 3.7, 3.6575757575757577)","(12.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(26.0, 55.0, 45.5)","(12.0, 15.5, 15.153846153846153)","(8.0, 12.5, 11.7)","(4.0, 4.7, 4.616666666666667)","(4.6, 6.6, 6.514285714285714)"
11-01-2023 12:28:54.892737,"(10.0, 11.5, 10.947368421052632)","(3.1, 3.7, 3.6575757575757577)","(12.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(26.0, 55.0, 45.5)","(12.0, 15.5, 15.153846153846153)","(8.0, 12.5, 11.7)","(4.0, 4.7, 4.661538461538462)","(4.6, 6.6, 6.514285714285714)"
11-01-2023 12:28:56.212359,"(10.0, 11.5, 10.947368421052632)","(3.1, 3.7, 3.6575757575757577)","(12.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(26.0, 55.0, 45.5)","(12.0, 15.5, 15.071428571428571)","(8.0, 12.5, 11.7)","(4.0, 4.8, 4.661538461538462)","(4.6, 6.6, 6.514285714285714)"
11-01-2023 12:28:57.406085,"(10.0, 11.5, 10.947368421052632)","(3.1, 3.7, 3.6375)","(12.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(26.0, 55.0, 45.5)","(12.0, 15.5, 15.64)","(8.0, 12.5, 11.7)","(4.0, 4.8, 4.661538461538462)","(4.6, 6.6, 6.514285714285714)"
11-01-2023 12:28:58.678057,"(10.0, 11.5, 10.947368421052632)","(3.1, 3.7, 3.6375)","(12.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(26.0, 55.0, 45.5)","(12.0, 16.0, 15.64)","(8.0, 12.5, 11.7)","(4.0, 4.8, 4.661538461538462)","(4.6, 6.6, 6.514285714285714)"
11-01-2023 12:28:59.940045,"(10.0, 11.5, 10.947368421052632)","(3.1, 3.7, 3.6375)","(12.0, 16.0, 15.25)","(26.0, 90.0, 66.66666666666667)","(26.0, 55.0, 45.5)","(12.0, 16.0, 15.64)","(8.0, 12.5, 11.7)","(4.0, 4.8, 4.661538461538462)","(4.6, 6.6, 6.3)"
11-01-2023 12:29:01.083051,"(10.0, 11.5, 10.947368421052632)","(3.1, 3.7, 3.6375)","(12.0, 16.0, 15.25)","(31.0, 90.0, 66.66666666666667)","(26.0, 55.0, 45.5)","(12.0, 16.0, 15.64)","(8.0, 12.5, 11.7)","(3.9, 4.8, 4.623529411764705)","(4.6, 6.6, 6.3)"
11-01-2023 12:29:02.399783,"(10.0, 11.5, 10.947368421052632)","(3.1, 3.7, 3.6375)","(12.0, 16.0, 15.25)","(31.0, 90.0, 66.66666666666667)","(26.0, 55.0, 45.5)","(12.0, 16.0, 15.64)","(8.0, 12.5, 11.7)","(3.9, 4.8, 4.6909090909090905)","(4.6, 6.6, 6.15)"
11-01-2023 12:29:03.706310,"(10.0, 11.5, 10.947368421052632)","(3.1, 3.7, 3.6375)","(12.0, 16.0, 15.052631578947368)","(31.0, 90.0, 69.33333333333333)","(26.0, 55.0, 43.0)","(12.0, 16.0, 18.178571428571427)","(8.0, 12.5, 11.566666666666666)","(3.9, 4.8, 4.714285714285714)","(4.6, 6.6, 6.05)"
11-01-2023 12:29:04.834997,"(10.0, 11.5, 10.214285714285714)","(3.1, 3.7, 3.64)","(12.0, 16.0, 15.052631578947368)","(31.0, 85.0, 69.33333333333333)","(26.0, 50.0, 43.0)","(12.0, 23.0, 17.0)","(8.0, 12.5, 11.566666666666666)","(3.9, 4.8, 4.714285714285714)","(4.6, 6.6, 6.05)"
