,Hopes Girl,Weblec Breeze,Nova Cascade,Beautiful Bounty,Follow You,Shrinking
07-12-2022 13:49:54.998890,"(26.0, 130.0, 78.5)","(20.0, 65.0, 31.181818181818183)","(7.5, 13.0, 12.569230769230769)","(2.2, 3.3, 2.456666666666667)","(2.9, 4.7, 3.54)","(4.0, 7.0, 5.81)"
07-12-2022 13:49:56.098431,"(26.0, 130.0, 78.5)","(20.0, 65.0, 31.181818181818183)","(7.5, 13.0, 12.569230769230769)","(2.2, 3.3, 2.456666666666667)","(2.9, 4.7, 3.54)","(4.0, 7.0, 6.118181818181818)"
07-12-2022 13:49:57.473600,"(26.0, 130.0, 78.5)","(20.0, 65.0, 34.0)","(7.5, 13.0, 12.569230769230769)","(2.2, 3.3, 2.456666666666667)","(2.9, 4.7, 3.54)","(4.0, 6.8, 6.118181818181818)"
07-12-2022 13:49:58.477932,"(26.0, 130.0, 78.5)","(20.0, 65.0, 34.0)","(7.5, 13.0, 12.569230769230769)","(2.2, 3.3, 2.456666666666667)","(2.9, 4.7, 3.54)","(4.0, 6.8, 6.118181818181818)"
07-12-2022 13:49:59.774980,"(26.0, 130.0, 78.5)","(20.0, 65.0, 36.69230769230769)","(7.5, 13.0, 12.569230769230769)","(2.2, 3.3, 2.456666666666667)","(2.9, 4.7, 3.54)","(4.0, 6.8, 5.81)"
07-12-2022 13:50:00.897713,"(26.0, 120.0, 73.5)","(20.0, 65.0, 36.69230769230769)","(7.5, 13.0, 12.569230769230769)","(2.2, 3.3, 2.456666666666667)","(2.9, 4.7, 3.54)","(4.0, 7.0, 5.81)"
07-12-2022 13:50:01.967127,"(26.0, 120.0, 73.5)","(20.0, 65.0, 36.69230769230769)","(7.5, 13.0, 12.569230769230769)","(2.2, 3.3, 2.456666666666667)","(2.9, 4.7, 3.54)","(4.0, 7.0, 5.81)"
07-12-2022 13:50:02.992436,"(26.0, 120.0, 73.5)","(20.0, 65.0, 36.69230769230769)","(7.5, 13.0, 12.569230769230769)","(2.2, 3.3, 2.3184615384615386)","(2.9, 4.7, 3.37)","(4.0, 7.0, 5.81)"
07-12-2022 13:50:04.067953,"(26.0, 120.0, 48.44444444444444)","(20.0, 65.0, 39.72222222222222)","(7.5, 13.0, 12.89433962264151)","(2.2, 3.3, 2.3184615384615386)","(2.9, 4.6, 3.37)","(4.0, 7.0, 6.118181818181818)"
07-12-2022 13:50:04.991867,"(26.0, 120.0, 66.33333333333334)","(20.0, 65.0, 39.72222222222222)","(7.5, 13.0, 12.89433962264151)","(2.2, 3.3, 2.3184615384615386)","(2.9, 4.6, 3.37)","(4.0, 6.8, 6.118181818181818)"
07-12-2022 13:50:05.997104,"(26.0, 120.0, 66.33333333333334)","(20.0, 65.0, 39.72222222222222)","(7.5, 13.0, 12.89433962264151)","(2.2, 3.3, 2.3184615384615386)","(2.9, 4.6, 3.278888888888889)","(4.0, 6.8, 6.118181818181818)"
07-12-2022 13:50:07.117817,"(26.0, 120.0, 66.33333333333334)","(20.0, 65.0, 39.72222222222222)","(7.5, 13.0, 12.89433962264151)","(2.2, 3.3, 2.316666666666667)","(2.9, 4.6, 3.1110526315789473)","(4.0, 6.8, 6.118181818181818)"
07-12-2022 13:50:08.244334,"(26.0, 120.0, 74.5)","(20.0, 65.0, 50.322580645161295)","(7.5, 13.0, 12.89433962264151)","(2.2, 3.3, 2.316666666666667)","(2.9, 4.6, 3.1110526315789473)","(4.0, 6.8, 6.118181818181818)"
07-12-2022 13:50:09.312665,"(26.0, 120.0, 74.5)","(20.0, 65.0, 50.322580645161295)","(7.5, 13.0, 12.89433962264151)","(2.2, 3.3, 2.6083333333333334)","(2.9, 4.6, 3.63375)","(4.0, 6.8, 5.8625)"
07-12-2022 13:50:10.416637,"(26.0, 120.0, 42.85714285714286)","(20.0, 65.0, 50.322580645161295)","(7.5, 13.0, 12.600000000000001)","(2.2, 3.25, 2.3707317073170735)","(2.9, 4.5, 3.256470588235294)","(4.0, 6.8, 5.8625)"
07-12-2022 13:50:11.540619,"(26.0, 120.0, 42.85714285714286)","(20.0, 65.0, 50.322580645161295)","(7.5, 13.0, 12.600000000000001)","(2.2, 3.2, 2.3707317073170735)","(2.9, 4.4, 3.256470588235294)","(4.0, 6.8, 6.118181818181818)"
07-12-2022 13:50:12.709828,"(26.0, 120.0, 42.85714285714286)","(20.0, 65.0, 50.322580645161295)","(7.5, 13.0, 12.600000000000001)","(2.2, 3.2, 2.3707317073170735)","(2.9, 4.4, 3.256470588235294)","(4.0, 6.8, 6.118181818181818)"
07-12-2022 13:50:13.846720,"(26.0, 120.0, 42.85714285714286)","(20.0, 65.0, 50.322580645161295)","(7.5, 13.0, 12.600000000000001)","(2.2, 3.2, 2.2972222222222225)","(2.9, 4.4, 3.096216216216216)","(4.0, 6.8, 6.118181818181818)"
07-12-2022 13:50:14.913191,"(26.0, 120.0, 79.38461538461539)","(20.0, 65.0, 50.322580645161295)","(7.5, 13.0, 12.88936170212766)","(2.2, 3.2, 2.2972222222222225)","(2.9, 4.4, 3.096216216216216)","(4.0, 6.8, 6.118181818181818)"
07-12-2022 13:50:15.960273,"(26.0, 120.0, 46.285714285714285)","(20.0, 65.0, 50.322580645161295)","(7.5, 13.0, 12.88936170212766)","(2.2, 3.2, 2.2972222222222225)","(2.9, 4.4, 3.087594936708861)","(4.0, 6.8, 6.118181818181818)"
07-12-2022 13:50:16.876310,"(26.0, 120.0, 46.285714285714285)","(20.0, 65.0, 50.322580645161295)","(7.5, 13.0, 12.88936170212766)","(2.2, 3.2, 2.2972222222222225)","(2.9, 4.4, 3.087594936708861)","(4.0, 6.8, 6.118181818181818)"
07-12-2022 13:50:17.938542,"(26.0, 120.0, 81.23076923076923)","(20.0, 65.0, 50.322580645161295)","(7.5, 13.0, 12.88936170212766)","(2.2, 3.2, 2.466)","(2.9, 4.4, 3.27)","(4.0, 6.8, 6.118181818181818)"
07-12-2022 13:50:19.054780,"(26.0, 120.0, 49.714285714285715)","(20.0, 65.0, 50.322580645161295)","(7.5, 13.0, 12.88936170212766)","(2.2, 3.15, 2.3702702702702703)","(2.9, 4.2, 3.2493333333333334)","(4.0, 6.8, 5.586363636363636)"
07-12-2022 13:50:20.954398,"(26.0, 120.0, 94.0)","(20.0, 65.0, 50.322580645161295)","(7.5, 13.0, 12.88936170212766)","(2.2, 3.1, 2.3000000000000003)","(2.9, 4.2, 3.084)","(4.0, 7.4, 5.503225806451613)"
07-12-2022 13:50:22.245550,"(26.0, 120.0, 94.0)","(20.0, 65.0, 50.322580645161295)","(7.5, 13.0, 12.88936170212766)","(2.2, 3.1, 2.3000000000000003)","(2.9, 4.2, 3.0757333333333334)","(4.0, 7.4, 5.81)"
07-12-2022 13:50:23.428815,"(26.0, 120.0, 94.0)","(20.0, 65.0, 50.322580645161295)","(7.5, 13.0, 12.166666666666668)","(2.2, 3.1, 2.571875)","(2.9, 4.2, 3.30695652173913)","(4.0, 7.0, 5.8625)"
07-12-2022 13:50:24.676620,"(26.0, 120.0, 107.0)","(20.0, 65.0, 50.322580645161295)","(7.5, 13.0, 12.600000000000001)","(2.2, 3.05, 2.3435897435897437)","(2.9, 4.1, 3.1948387096774193)","(4.0, 6.8, 5.646153846153846)"
07-12-2022 13:50:25.898769,"(26.0, 120.0, 107.0)","(20.0, 65.0, 50.322580645161295)","(7.5, 13.0, 12.52)","(2.2, 3.0, 2.335081967213115)","(2.9, 4.0, 3.1130434782608694)","(4.0, 6.8, 5.646153846153846)"
07-12-2022 13:50:27.071218,"(26.0, 120.0, 70.66666666666667)","(20.0, 65.0, 44.04761904761905)","(7.5, 13.0, 12.6)","(2.2, 3.0, 2.5620000000000003)","(2.9, 4.0, 3.0972222222222223)","(4.0, 6.8, 5.69375)"
07-12-2022 13:50:28.211475,"(26.0, 120.0, 90.4)","(20.0, 65.0, 44.04761904761905)","(7.5, 13.0, 12.6)","(2.2, 2.98, 2.5620000000000003)","(2.9, 4.0, 3.0972222222222223)","(4.0, 7.4, 5.69375)"
07-12-2022 13:50:29.342180,"(26.0, 120.0, 90.4)","(20.0, 65.0, 44.04761904761905)","(7.5, 13.0, 12.6)","(2.2, 2.96, 2.59)","(2.9, 3.95, 3.3694444444444445)","(4.0, 7.4, 5.69375)"
07-12-2022 13:50:30.701387,"(26.0, 120.0, 106.54545454545455)","(20.0, 65.0, 51.666666666666664)","(7.5, 13.0, 12.333333333333332)","(2.2, 2.96, 2.6133333333333333)","(2.9, 3.95, 3.2891304347826087)","(4.0, 7.4, 5.7384615384615385)"
07-12-2022 13:50:31.995654,"(26.0, 120.0, 104.0)","(20.0, 65.0, 51.666666666666664)","(7.5, 13.0, 12.878787878787879)","(2.2, 2.96, 2.625714285714286)","(2.9, 3.95, 3.0527777777777776)","(4.0, 7.2, 5.933333333333334)"
07-12-2022 13:50:33.082125,"(26.0, 120.0, 109.23076923076923)","(20.0, 65.0, 51.666666666666664)","(7.5, 13.0, 12.878787878787879)","(2.2, 2.96, 2.625714285714286)","(2.9, 3.95, 3.098076923076923)","(4.0, 7.2, 5.933333333333334)"
07-12-2022 13:50:34.195019,"(26.0, 120.0, 109.23076923076923)","(20.0, 65.0, 47.631578947368425)","(7.5, 13.0, 12.878787878787879)","(2.2, 2.96, 2.625714285714286)","(2.9, 3.85, 3.0944444444444446)","(4.0, 7.2, 6.091666666666667)"
07-12-2022 13:50:35.358924,"(26.0, 120.0, 109.23076923076923)","(20.0, 65.0, 47.631578947368425)","(7.5, 13.0, 12.878787878787879)","(2.2, 2.96, 2.625714285714286)","(2.9, 3.85, 3.0432203389830508)","(4.0, 7.2, 5.927272727272728)"
07-12-2022 13:50:36.517441,"(26.0, 120.0, 109.23076923076923)","(20.0, 65.0, 47.631578947368425)","(7.5, 13.0, 12.878787878787879)","(2.2, 2.96, 2.66)","(2.9, 3.85, 3.311111111111111)","(4.0, 7.2, 6.088888888888889)"
07-12-2022 13:50:37.598007,"(26.0, 120.0, 109.23076923076923)","(20.0, 65.0, 47.631578947368425)","(7.5, 13.0, 12.878787878787879)","(2.2, 2.94, 2.66)","(2.9, 3.8, 3.126315789473684)","(4.0, 7.2, 6.25)"
07-12-2022 13:50:38.631130,"(26.0, 120.0, 109.23076923076923)","(20.0, 65.0, 47.631578947368425)","(7.5, 13.0, 12.878787878787879)","(2.2, 2.94, 2.59)","(2.9, 3.8, 3.15)","(4.0, 7.2, 6.008333333333333)"
07-12-2022 13:50:39.747920,"(26.0, 120.0, 76.66666666666667)","(20.0, 65.0, 47.631578947368425)","(7.5, 13.0, 12.878787878787879)","(2.2, 2.94, 2.66)","(2.9, 3.75, 3.0865384615384617)","(4.0, 7.0, 5.83125)"
07-12-2022 13:50:40.900905,"(26.0, 120.0, 76.66666666666667)","(20.0, 65.0, 47.631578947368425)","(7.5, 13.0, 12.878787878787879)","(2.2, 2.94, 2.665)","(2.9, 3.75, 3.0865384615384617)","(4.0, 7.0, 5.68)"
07-12-2022 13:50:41.998340,"(26.0, 120.0, 76.66666666666667)","(20.0, 65.0, 47.631578947368425)","(7.5, 13.0, 12.878787878787879)","(2.2, 2.92, 2.665)","(2.9, 3.75, 3.0905172413793105)","(4.0, 7.0, 5.646153846153846)"
07-12-2022 13:50:42.965925,"(26.0, 120.0, 109.16666666666667)","(20.0, 65.0, 47.631578947368425)","(7.5, 13.0, 12.878787878787879)","(2.2, 2.92, 2.665)","(2.9, 3.75, 3.0905172413793105)","(4.0, 6.8, 5.646153846153846)"
07-12-2022 13:50:44.037935,"(26.0, 120.0, 109.16666666666667)","(20.0, 65.0, 30.0)","(7.5, 13.5, 10.8125)","(2.2, 2.92, 2.6073684210526316)","(2.9, 3.7, 3.175)","(4.0, 6.8, 5.675)"
07-12-2022 13:50:45.210142,"(26.0, 120.0, 109.16666666666667)","(20.0, 65.0, 30.0)","(7.5, 13.5, 10.8125)","(2.2, 2.92, 2.6073684210526316)","(2.9, 3.7, 3.0954545454545457)","(4.0, 6.8, 5.8)"
07-12-2022 13:50:46.285947,"(26.0, 120.0, 109.16666666666667)","(20.0, 65.0, 44.0)","(7.5, 13.5, 12.127659574468085)","(2.2, 2.92, 2.6073684210526316)","(2.9, 3.7, 3.123529411764706)","(4.0, 6.8, 6.05)"
07-12-2022 13:50:47.424215,"(26.0, 120.0, 109.16666666666667)","(20.0, 65.0, 44.0)","(7.5, 13.5, 12.127659574468085)","(2.2, 2.92, 2.524)","(2.9, 3.7, 3.1625)","(4.0, 6.8, 5.911111111111111)"
07-12-2022 13:50:48.501168,"(26.0, 120.0, 109.16666666666667)","(20.0, 65.0, 44.0)","(7.5, 13.5, 12.4)","(2.2, 2.92, 2.5359999999999996)","(2.9, 3.65, 3.1625)","(4.0, 6.8, 5.911111111111111)"
07-12-2022 13:50:49.498850,"(26.0, 120.0, 109.16666666666667)","(20.0, 65.0, 44.0)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.639130434782609)","(2.9, 3.65, 3.114705882352941)","(4.0, 6.8, 6.05)"
07-12-2022 13:50:50.478400,"(26.0, 120.0, 109.16666666666667)","(20.0, 65.0, 44.0)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.639130434782609)","(2.9, 3.65, 3.0541666666666667)","(4.0, 6.8, 6.05)"
07-12-2022 13:50:51.759809,"(26.0, 120.0, 109.16666666666667)","(20.0, 65.0, 44.0)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.639130434782609)","(2.9, 3.65, 3.0541666666666667)","(4.0, 6.8, 5.911111111111111)"
07-12-2022 13:50:52.923604,"(26.0, 120.0, 109.16666666666667)","(20.0, 65.0, 44.0)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.639130434782609)","(2.9, 3.65, 3.0541666666666667)","(4.0, 6.8, 5.911111111111111)"
07-12-2022 13:50:53.959609,"(26.0, 120.0, 109.16666666666667)","(20.0, 65.0, 44.0)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.639130434782609)","(2.9, 3.65, 3.0629032258064517)","(4.0, 6.8, 5.911111111111111)"
07-12-2022 13:50:54.963806,"(26.0, 120.0, 109.16666666666667)","(20.0, 65.0, 44.0)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.639130434782609)","(2.9, 3.6, 3.15)","(4.0, 6.8, 6.05)"
07-12-2022 13:50:56.049248,"(26.0, 120.0, 109.16666666666667)","(20.0, 65.0, 44.0)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.639130434782609)","(2.9, 3.6, 3.15)","(4.0, 6.8, 6.05)"
07-12-2022 13:50:57.270724,"(26.0, 120.0, 109.16666666666667)","(20.0, 65.0, 44.0)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.639130434782609)","(2.9, 3.6, 3.257142857142857)","(4.0, 6.8, 5.911111111111111)"
07-12-2022 13:50:58.524304,"(26.0, 120.0, 109.16666666666667)","(20.0, 65.0, 44.0)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.639130434782609)","(2.9, 3.6, 3.1375)","(4.0, 6.8, 5.911111111111111)"
07-12-2022 13:50:59.574504,"(26.0, 120.0, 109.16666666666667)","(20.0, 65.0, 44.0)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.639130434782609)","(2.9, 3.55, 3.126923076923077)","(4.0, 6.8, 6.05)"
07-12-2022 13:51:00.620683,"(26.0, 120.0, 109.16666666666667)","(20.0, 65.0, 44.0)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.639130434782609)","(2.9, 3.55, 3.126923076923077)","(4.0, 6.8, 6.05)"
07-12-2022 13:51:01.878669,"(26.0, 120.0, 109.16666666666667)","(20.0, 65.0, 37.72727272727273)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.639130434782609)","(2.9, 3.55, 3.126923076923077)","(4.0, 6.8, 6.05)"
07-12-2022 13:51:03.085075,"(26.0, 120.0, 109.16666666666667)","(20.0, 65.0, 46.25)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.639130434782609)","(2.9, 3.55, 3.20625)","(4.0, 6.8, 5.911111111111111)"
07-12-2022 13:51:04.393673,"(26.0, 120.0, 109.16666666666667)","(20.0, 65.0, 46.25)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.639130434782609)","(2.9, 3.55, 3.20625)","(4.0, 6.8, 5.911111111111111)"
07-12-2022 13:51:05.479967,"(26.0, 120.0, 109.16666666666667)","(20.0, 65.0, 46.25)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.639130434782609)","(2.9, 3.55, 3.125)","(4.0, 6.8, 6.05)"
07-12-2022 13:51:06.573378,"(26.0, 120.0, 109.16666666666667)","(20.0, 65.0, 46.25)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.639130434782609)","(2.9, 3.5, 3.125)","(4.0, 6.8, 6.05)"
07-12-2022 13:51:07.752641,"(26.0, 120.0, 109.16666666666667)","(20.0, 65.0, 46.25)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.639130434782609)","(2.9, 3.5, 3.125)","(4.0, 6.8, 6.05)"
07-12-2022 13:51:08.814964,"(26.0, 120.0, 109.16666666666667)","(20.0, 65.0, 46.25)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.639130434782609)","(2.9, 3.5, 3.2142857142857144)","(4.0, 6.8, 5.911111111111111)"
07-12-2022 13:51:09.851517,"(26.0, 120.0, 80.0)","(20.0, 65.0, 46.25)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.639130434782609)","(2.9, 3.5, 3.2142857142857144)","(4.0, 6.8, 5.911111111111111)"
07-12-2022 13:51:11.060816,"(26.0, 120.0, 80.0)","(20.0, 65.0, 46.25)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.639130434782609)","(2.9, 3.5, 3.2142857142857144)","(4.0, 6.8, 6.05)"
07-12-2022 13:51:12.305363,"(26.0, 120.0, 80.0)","(20.0, 65.0, 40.21739130434783)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.7125)","(2.9, 3.5, 3.2142857142857144)","(4.0, 6.8, 6.05)"
07-12-2022 13:51:13.398001,"(26.0, 120.0, 109.0909090909091)","(20.0, 65.0, 40.21739130434783)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.7125)","(2.9, 3.5, 3.2142857142857144)","(4.0, 6.8, 6.05)"
07-12-2022 13:51:14.403550,"(26.0, 120.0, 109.0909090909091)","(20.0, 65.0, 40.21739130434783)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.7125)","(2.9, 3.5, 3.2142857142857144)","(4.0, 6.8, 5.911111111111111)"
07-12-2022 13:51:15.605925,"(26.0, 120.0, 109.0909090909091)","(20.0, 65.0, 47.1875)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.7125)","(2.9, 3.5, 3.2142857142857144)","(4.0, 6.8, 5.911111111111111)"
07-12-2022 13:51:16.744832,"(26.0, 120.0, 109.0909090909091)","(20.0, 65.0, 47.1875)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.7125)","(2.9, 3.5, 3.2142857142857144)","(4.0, 6.8, 6.05)"
07-12-2022 13:51:17.790273,"(26.0, 120.0, 109.0909090909091)","(20.0, 65.0, 47.1875)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.7125)","(2.9, 3.5, 3.2142857142857144)","(4.0, 6.8, 6.05)"
07-12-2022 13:51:18.779403,"(26.0, 120.0, 109.0909090909091)","(20.0, 65.0, 47.1875)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.7125)","(2.9, 3.5, 3.2142857142857144)","(4.0, 6.8, 6.05)"
07-12-2022 13:51:19.839049,"(26.0, 120.0, 109.0909090909091)","(20.0, 65.0, 47.1875)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.7125)","(2.9, 3.5, 3.2142857142857144)","(4.0, 6.8, 6.05)"
07-12-2022 13:51:20.913395,"(26.0, 120.0, 109.0909090909091)","(20.0, 65.0, 47.1875)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.7125)","(2.9, 3.5, 3.2142857142857144)","(4.0, 6.8, 5.911111111111111)"
07-12-2022 13:51:22.001787,"(26.0, 120.0, 109.0909090909091)","(20.0, 65.0, 47.1875)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.7125)","(2.9, 3.5, 3.2142857142857144)","(4.0, 6.8, 6.05)"
07-12-2022 13:51:23.067772,"(26.0, 120.0, 109.0909090909091)","(20.0, 65.0, 47.1875)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.7125)","(2.9, 3.5, 3.2142857142857144)","(4.0, 6.8, 6.05)"
07-12-2022 13:51:24.174687,"(26.0, 120.0, 109.0909090909091)","(20.0, 65.0, 47.1875)","(7.5, 13.5, 12.4)","(2.2, 2.9, 2.7125)","(2.9, 3.5, 3.2142857142857144)","(4.0, 6.8, 6.05)"
07-12-2022 13:51:25.276414,"(26.0, 120.0, 109.0909090909091)","(20.0, 65.0, 47.1875)","(7.5, 13.5, 10.847058823529412)","(2.2, 2.9, 2.7125)","(2.9, 3.5, 3.2142857142857144)","(4.0, 6.8, 6.05)"
07-12-2022 13:51:26.244531,"(26.0, 120.0, 109.0909090909091)","(20.0, 65.0, 47.1875)","(7.5, 13.5, 11.45)","(2.2, 2.9, 2.7125)","(2.9, 3.5, 3.2142857142857144)","(4.0, 6.8, 5.911111111111111)"
07-12-2022 13:51:27.421896,"(26.0, 120.0, 109.0909090909091)","(20.0, 65.0, 47.1875)","(7.5, 13.5, 11.457142857142857)","(2.2, 2.9, 2.7125)","(2.9, 3.5, 3.2142857142857144)","(4.0, 6.8, 6.05)"
07-12-2022 13:51:28.558779,"(26.0, 120.0, 109.0909090909091)","(20.0, 65.0, 47.1875)","(7.5, 13.5, 11.457142857142857)","(2.2, 2.9, 2.7125)","(2.9, 3.5, 3.2142857142857144)","(4.0, 6.8, 6.05)"
07-12-2022 13:51:29.593728,"(26.0, 120.0, 109.0909090909091)","(20.0, 65.0, 47.1875)","(7.5, 13.5, 11.457142857142857)","(2.2, 2.9, 2.7125)","(2.9, 3.5, 3.2142857142857144)","(4.0, 6.8, 6.05)"
07-12-2022 13:51:30.577903,"(26.0, 120.0, 109.0909090909091)","(20.0, 65.0, 47.1875)","(7.5, 13.5, 12.340540540540541)","(2.2, 2.9, 2.7125)","(2.9, 3.5, 3.2142857142857144)","(4.0, 6.8, 5.911111111111111)"
07-12-2022 13:51:31.569393,"(26.0, 120.0, 109.0909090909091)","(20.0, 65.0, 47.1875)","(7.5, 13.5, 12.340540540540541)","(2.2, 2.9, 2.7125)","(2.9, 3.5, 3.2142857142857144)","(4.0, 6.8, 5.911111111111111)"
07-12-2022 13:51:32.829637,"(26.0, 120.0, 109.0909090909091)","(20.0, 65.0, 47.1875)","(7.5, 13.5, 12.340540540540541)","(2.2, 2.9, 2.5777777777777775)","(2.9, 3.5, 3.2142857142857144)","(4.0, 6.8, 6.05)"
07-12-2022 13:51:33.976239,"(26.0, 120.0, 109.0909090909091)","(20.0, 65.0, 47.1875)","(7.5, 13.5, 12.340540540540541)","(2.25, 2.9, 2.5777777777777775)","(3.0, 3.5, 3.2142857142857144)","(4.0, 6.8, 6.05)"
07-12-2022 13:51:35.069901,"(26.0, 120.0, 109.0909090909091)","(20.0, 65.0, 47.1875)","(7.5, 13.5, 12.340540540540541)","(2.25, 2.9, 2.5777777777777775)","(3.0, 3.5, 3.2142857142857144)","(4.0, 6.8, 6.05)"
07-12-2022 13:51:36.309996,"(26.0, 120.0, 109.0909090909091)","(20.0, 65.0, 47.1875)","(7.5, 13.5, 12.340540540540541)","(2.25, 2.9, 2.5777777777777775)","(3.0, 3.5, 3.2142857142857144)","(4.0, 6.8, 6.05)"
07-12-2022 13:51:37.369384,"(26.0, 120.0, 109.0909090909091)","(20.0, 65.0, 47.1875)","(7.5, 13.5, 12.340540540540541)","(2.25, 2.9, 2.5777777777777775)","(3.0, 3.5, 3.2142857142857144)","(4.0, 6.8, 5.911111111111111)"
07-12-2022 13:51:38.795592,"(26.0, 120.0, 83.33333333333333)","(20.0, 65.0, 47.1875)","(7.5, 13.5, 12.340540540540541)","(2.25, 2.9, 2.5777777777777775)","(3.0, 3.5, 3.2142857142857144)","(4.0, 6.8, 6.05)"
07-12-2022 13:51:40.097650,"(26.0, 120.0, 83.33333333333333)","(20.0, 65.0, 47.1875)","(7.5, 13.5, 12.340540540540541)","(2.25, 2.9, 2.5777777777777775)","(3.0, 3.5, 3.2142857142857144)","(4.0, 6.8, 6.05)"
07-12-2022 13:51:41.350455,"(26.0, 120.0, 83.33333333333333)","(20.0, 65.0, 47.1875)","(7.5, 13.5, 12.340540540540541)","(2.25, 2.9, 2.5777777777777775)","(3.0, 3.5, 3.2142857142857144)","(4.0, 6.8, 6.05)"
07-12-2022 13:51:42.446747,"(26.0, 120.0, 109.0)","(20.0, 65.0, 47.1875)","(7.5, 13.5, 12.340540540540541)","(2.25, 2.9, 2.4857142857142858)","(3.0, 3.5, 3.2142857142857144)","(4.0, 6.8, 5.542857142857143)"
07-12-2022 13:51:43.519193,"(26.0, 120.0, 109.0)","(20.0, 65.0, 47.1875)","(7.5, 12.0, 11.305263157894737)","(2.25, 2.9, 2.4857142857142858)","(3.0, 3.5, 3.2142857142857144)","(4.0, 6.4, 5.542857142857143)"
07-12-2022 13:51:44.794088,"(26.0, 120.0, 109.0)","(20.0, 65.0, 47.1875)","(7.5, 12.0, 11.661538461538461)","(2.25, 2.9, 2.4857142857142858)","(3.0, 3.5, 3.2142857142857144)","(4.0, 6.2, 5.6461538461538465)"
07-12-2022 13:51:46.013288,"(26.0, 120.0, 109.0)","(20.0, 65.0, 47.1875)","(7.5, 12.0, 11.661538461538461)","(2.25, 2.9, 2.4857142857142858)","(3.0, 3.5, 3.2142857142857144)","(4.0, 6.2, 5.6461538461538465)"
07-12-2022 13:51:47.071077,"(26.0, 120.0, 109.0)","(20.0, 65.0, 47.1875)","(7.5, 12.0, 11.661538461538461)","(2.25, 2.9, 2.4857142857142858)","(3.0, 3.5, 3.2142857142857144)","(4.0, 6.2, 5.771428571428571)"
07-12-2022 13:51:48.070113,"(26.0, 120.0, 109.0)","(20.0, 65.0, 47.1875)","(7.5, 12.0, 11.661538461538461)","(2.25, 2.9, 2.4857142857142858)","(3.0, 3.5, 3.2142857142857144)","(4.0, 6.2, 5.8625)"
07-12-2022 13:51:49.113401,"(26.0, 120.0, 109.0)","(20.0, 65.0, 47.1875)","(7.5, 12.0, 11.661538461538461)","(2.25, 2.9, 2.4857142857142858)","(3.0, 3.5, 3.2142857142857144)","(4.0, 6.2, 5.8625)"
07-12-2022 13:51:50.183317,"(26.0, 120.0, 109.0)","(20.0, 65.0, 47.1875)","(7.5, 12.0, 11.661538461538461)","(2.25, 2.9, 2.4857142857142858)","(3.0, 3.5, 3.2142857142857144)","(4.0, 6.2, 5.8625)"
07-12-2022 13:51:51.247243,"(26.0, 120.0, 109.0)","(20.0, 65.0, 47.1875)","(7.5, 12.0, 11.661538461538461)","(2.25, 2.9, 2.4857142857142858)","(3.0, 3.5, 3.2142857142857144)","(4.0, 6.2, 5.8625)"
07-12-2022 13:51:52.378304,"(26.0, 120.0, 109.0)","(20.0, 65.0, 47.1875)","(7.5, 12.0, 11.661538461538461)","(2.25, 2.9, 2.4857142857142858)","(3.0, 3.5, 3.2142857142857144)","(4.0, 6.2, 5.555555555555555)"
07-12-2022 13:51:53.464570,"(26.0, 120.0, 109.0)","(20.0, 65.0, 47.1875)","(7.5, 12.0, 11.661538461538461)","(2.25, 2.9, 2.4857142857142858)","(3.0, 3.5, 3.2142857142857144)","(4.0, 6.0, 5.484210526315789)"
