,Screaming Izzy,Echo Chamber,Blue Ability,Wood Carrier,Blazin Fury,Dr Cinny,Tinker Dan,Mekong Tash
07-01-2023 09:53:21.104050,"(21.0, 70.0, 36.54545454545455)","(81.0, 560.0, 310.0)","(19.0, 42.0, 25.666666666666664)","(2.7, 6.2, 4.722222222222222)","(71.0, 480.0, 161.25)","(3.8, 5.4, 4.384615384615385)","(2.6, 2.98, 2.54875)","(5.5, 10.5, 7.0600000000000005)"
07-01-2023 09:53:22.196673,"(21.0, 70.0, 36.54545454545455)","(81.0, 560.0, 310.0)","(19.0, 42.0, 25.666666666666664)","(2.7, 6.2, 4.933333333333334)","(71.0, 480.0, 161.25)","(3.8, 5.4, 4.384615384615385)","(2.6, 2.98, 2.5966666666666667)","(5.5, 10.5, 7.0600000000000005)"
07-01-2023 09:53:23.243969,"(21.0, 70.0, 36.54545454545455)","(81.0, 560.0, 310.0)","(19.0, 42.0, 25.666666666666664)","(2.7, 6.2, 4.7125)","(71.0, 480.0, 161.25)","(3.8, 5.4, 4.236363636363636)","(2.6, 2.98, 2.7800000000000002)","(5.5, 10.5, 7.0600000000000005)"
07-01-2023 09:53:24.258769,"(21.0, 95.0, 59.5)","(81.0, 560.0, 310.0)","(19.0, 48.0, 31.055555555555557)","(2.7, 6.2, 4.7125)","(71.0, 480.0, 161.25)","(3.8, 5.4, 4.236363636363636)","(2.6, 2.98, 2.7800000000000002)","(5.5, 10.5, 7.5181818181818185)"
07-01-2023 09:53:25.324286,"(21.0, 110.0, 60.85714285714286)","(81.0, 560.0, 310.0)","(19.0, 48.0, 31.055555555555557)","(2.7, 6.2, 5.08)","(71.0, 480.0, 161.25)","(3.8, 5.4, 4.233333333333333)","(2.6, 2.98, 2.7800000000000002)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:26.470550,"(21.0, 110.0, 60.85714285714286)","(81.0, 560.0, 310.0)","(19.0, 48.0, 31.055555555555557)","(2.7, 6.2, 5.08)","(71.0, 480.0, 161.25)","(3.8, 5.2, 4.06)","(2.6, 2.98, 2.7800000000000002)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:27.531657,"(21.0, 110.0, 60.85714285714286)","(81.0, 560.0, 310.0)","(19.0, 48.0, 31.055555555555557)","(2.7, 6.2, 5.08)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.06)","(2.6, 2.98, 2.7800000000000002)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:28.601630,"(21.0, 110.0, 60.85714285714286)","(81.0, 560.0, 310.0)","(19.0, 48.0, 27.666666666666664)","(2.7, 6.2, 5.08)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.06)","(2.6, 2.98, 2.7800000000000002)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:29.678575,"(21.0, 150.0, 61.8)","(81.0, 560.0, 310.0)","(19.0, 48.0, 31.055555555555557)","(2.7, 6.2, 5.08)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.233333333333333)","(2.6, 2.98, 2.7800000000000002)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:30.702493,"(21.0, 130.0, 69.42857142857143)","(81.0, 560.0, 310.0)","(19.0, 48.0, 31.055555555555557)","(2.7, 6.2, 5.08)","(71.0, 480.0, 161.25)","(3.8, 5.2, 4.233333333333333)","(2.6, 2.98, 2.7800000000000002)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:31.741763,"(21.0, 120.0, 72.0)","(81.0, 560.0, 310.0)","(19.0, 48.0, 31.055555555555557)","(2.7, 6.2, 5.08)","(71.0, 480.0, 161.25)","(3.8, 5.2, 4.233333333333333)","(2.6, 2.98, 2.7800000000000002)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:32.855524,"(21.0, 120.0, 72.0)","(81.0, 560.0, 310.0)","(19.0, 48.0, 31.055555555555557)","(2.7, 6.2, 5.08)","(71.0, 480.0, 161.25)","(3.8, 5.2, 4.233333333333333)","(2.6, 2.98, 2.7800000000000002)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:33.965165,"(21.0, 120.0, 72.0)","(81.0, 560.0, 310.0)","(19.0, 48.0, 31.055555555555557)","(2.7, 6.2, 5.08)","(71.0, 480.0, 161.25)","(3.8, 5.2, 4.233333333333333)","(2.6, 2.98, 2.7800000000000002)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:35.071252,"(21.0, 120.0, 72.0)","(81.0, 560.0, 310.0)","(19.0, 48.0, 31.055555555555557)","(2.7, 6.2, 5.08)","(71.0, 480.0, 161.25)","(3.8, 5.2, 4.233333333333333)","(2.6, 2.98, 2.7800000000000002)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:36.137124,"(21.0, 120.0, 72.0)","(81.0, 560.0, 310.0)","(19.0, 48.0, 31.055555555555557)","(2.7, 6.2, 5.08)","(71.0, 480.0, 161.25)","(3.8, 5.2, 4.233333333333333)","(2.6, 2.98, 2.7800000000000002)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:37.213581,"(21.0, 140.0, 82.0)","(81.0, 560.0, 310.0)","(19.0, 48.0, 31.055555555555557)","(2.7, 6.2, 5.08)","(71.0, 480.0, 161.25)","(3.8, 5.2, 3.9571428571428573)","(2.6, 2.98, 2.7800000000000002)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:38.245498,"(21.0, 140.0, 82.0)","(81.0, 560.0, 310.0)","(19.0, 48.0, 31.055555555555557)","(2.7, 6.2, 5.08)","(71.0, 480.0, 161.25)","(3.8, 5.2, 4.4)","(2.6, 2.98, 2.7800000000000002)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:39.329746,"(21.0, 130.0, 69.42857142857143)","(81.0, 560.0, 310.0)","(19.0, 48.0, 31.055555555555557)","(2.7, 6.2, 5.08)","(71.0, 480.0, 94.54545454545455)","(3.8, 5.2, 4.4)","(2.6, 2.98, 2.7800000000000002)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:40.490552,"(21.0, 120.0, 72.0)","(81.0, 560.0, 310.0)","(19.0, 48.0, 31.055555555555557)","(2.7, 6.2, 5.08)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.2, 4.4)","(2.6, 2.98, 2.7800000000000002)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:41.627381,"(21.0, 120.0, 56.0)","(81.0, 560.0, 310.0)","(19.0, 48.0, 31.055555555555557)","(2.7, 6.2, 5.08)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.2, 4.4)","(2.6, 2.98, 2.7800000000000002)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:42.747215,"(21.0, 120.0, 65.14285714285714)","(81.0, 560.0, 310.0)","(19.0, 48.0, 31.055555555555557)","(2.7, 6.2, 5.08)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.2, 4.433333333333334)","(2.6, 2.98, 2.7800000000000002)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:43.811935,"(21.0, 120.0, 65.14285714285714)","(81.0, 560.0, 310.0)","(19.0, 48.0, 31.055555555555557)","(2.7, 6.2, 5.08)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.8, 3.966666666666667)","(2.6, 2.98, 2.7800000000000002)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:44.935035,"(21.0, 80.0, 45.0)","(81.0, 560.0, 310.0)","(19.0, 42.0, 28.38888888888889)","(2.7, 6.2, 5.08)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.7, 4.366666666666666)","(2.6, 2.98, 2.7800000000000002)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:46.029786,"(21.0, 80.0, 45.0)","(81.0, 560.0, 310.0)","(19.0, 42.0, 28.38888888888889)","(2.7, 6.2, 5.08)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.6, 3.918181818181818)","(2.6, 2.98, 2.7800000000000002)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:47.070255,"(21.0, 80.0, 36.92307692307692)","(81.0, 560.0, 310.0)","(19.0, 42.0, 28.38888888888889)","(2.7, 6.2, 5.08)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.6, 4.916666666666667)","(2.6, 2.98, 2.7800000000000002)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:48.211403,"(21.0, 80.0, 36.92307692307692)","(81.0, 560.0, 310.0)","(19.0, 42.0, 25.666666666666664)","(2.7, 6.2, 5.08)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.5, 4.916666666666667)","(2.6, 2.98, 2.7800000000000002)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:49.346202,"(21.0, 80.0, 36.92307692307692)","(81.0, 560.0, 310.0)","(19.0, 42.0, 25.666666666666664)","(2.7, 6.2, 5.08)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.5, 4.003846153846154)","(2.6, 2.98, 2.7800000000000002)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:50.481477,"(21.0, 75.0, 54.599999999999994)","(81.0, 560.0, 310.0)","(19.0, 42.0, 25.666666666666664)","(2.7, 6.2, 5.08)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.4, 4.003846153846154)","(2.6, 2.98, 2.7800000000000002)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:51.631432,"(21.0, 75.0, 54.599999999999994)","(81.0, 560.0, 310.0)","(19.0, 42.0, 25.666666666666664)","(2.7, 6.2, 5.08)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.4, 4.783333333333333)","(2.6, 2.98, 2.755)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:52.798668,"(21.0, 75.0, 54.599999999999994)","(81.0, 560.0, 310.0)","(19.0, 42.0, 25.666666666666664)","(2.7, 6.2, 5.08)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.755)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:53.967450,"(21.0, 75.0, 54.599999999999994)","(81.0, 560.0, 310.0)","(19.0, 42.0, 25.666666666666664)","(2.7, 6.2, 5.08)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.755)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:55.038932,"(21.0, 75.0, 54.599999999999994)","(81.0, 560.0, 310.0)","(19.0, 42.0, 25.666666666666664)","(2.7, 6.2, 5.08)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.755)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:56.101471,"(21.0, 75.0, 54.599999999999994)","(81.0, 560.0, 310.0)","(19.0, 42.0, 25.666666666666664)","(2.7, 6.2, 5.08)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.801875)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:57.201214,"(21.0, 75.0, 54.599999999999994)","(81.0, 560.0, 310.0)","(19.0, 42.0, 25.666666666666664)","(2.7, 6.2, 5.684210526315789)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.801875)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:58.207431,"(21.0, 75.0, 54.599999999999994)","(81.0, 560.0, 310.0)","(19.0, 42.0, 25.666666666666664)","(2.7, 6.2, 5.684210526315789)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.801875)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:53:59.263948,"(21.0, 75.0, 54.599999999999994)","(81.0, 560.0, 310.0)","(19.0, 42.0, 25.666666666666664)","(2.7, 6.2, 5.684210526315789)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6425)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:00.334862,"(21.0, 75.0, 54.599999999999994)","(81.0, 560.0, 310.0)","(19.0, 42.0, 25.666666666666664)","(2.7, 6.2, 5.675)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6425)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:01.352952,"(21.0, 75.0, 54.599999999999994)","(81.0, 560.0, 310.0)","(19.0, 42.0, 25.666666666666664)","(2.7, 6.2, 5.675)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6425)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:02.368747,"(21.0, 75.0, 54.599999999999994)","(81.0, 560.0, 310.0)","(19.0, 42.0, 25.666666666666664)","(2.7, 6.2, 5.675)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6425)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:03.386258,"(21.0, 75.0, 54.599999999999994)","(81.0, 560.0, 310.0)","(19.0, 42.0, 25.666666666666664)","(2.7, 6.2, 5.675)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6425)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:04.384226,"(21.0, 75.0, 54.599999999999994)","(81.0, 560.0, 310.0)","(19.0, 42.0, 25.666666666666664)","(2.7, 6.2, 5.675)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6425)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:05.565648,"(21.0, 75.0, 54.599999999999994)","(81.0, 560.0, 310.0)","(19.0, 42.0, 25.666666666666664)","(2.7, 6.2, 5.675)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6425)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:06.713038,"(21.0, 75.0, 54.599999999999994)","(81.0, 560.0, 310.0)","(19.0, 42.0, 25.666666666666664)","(2.7, 6.2, 5.675)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6425)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:07.777152,"(21.0, 75.0, 54.599999999999994)","(81.0, 560.0, 310.0)","(19.0, 42.0, 25.666666666666664)","(2.7, 6.2, 5.675)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6425)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:08.840769,"(21.0, 75.0, 54.599999999999994)","(81.0, 560.0, 310.0)","(19.0, 42.0, 25.666666666666664)","(2.7, 6.2, 5.675)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6425)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:10.027433,"(21.0, 75.0, 54.599999999999994)","(81.0, 560.0, 310.0)","(19.0, 42.0, 26.0)","(2.7, 6.2, 5.675)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6425)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:11.243405,"(21.0, 75.0, 54.599999999999994)","(81.0, 560.0, 310.0)","(19.0, 42.0, 26.0)","(2.7, 6.2, 5.675)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6425)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:12.323244,"(21.0, 75.0, 54.599999999999994)","(81.0, 560.0, 310.0)","(19.0, 42.0, 26.0)","(2.7, 6.2, 5.675)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6425)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:13.496017,"(21.0, 75.0, 54.599999999999994)","(81.0, 560.0, 310.0)","(19.0, 42.0, 26.0)","(2.7, 6.2, 5.675)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6425)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:14.707590,"(21.0, 70.0, 41.25)","(81.0, 560.0, 310.0)","(19.0, 42.0, 26.0)","(2.7, 6.2, 5.675)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6425)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:15.902567,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 26.0)","(2.7, 6.2, 5.675)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6425)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:17.033540,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.675)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6425)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:18.205608,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.675)","(71.0, 490.0, 94.54545454545455)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6425)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:19.344220,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.675)","(71.0, 490.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6425)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:20.436326,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.675)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6425)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:21.494914,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.675)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6425)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:22.640785,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.675)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6425)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:23.776136,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.675)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6425)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:25.104432,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.675)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6425)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:26.229544,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.675)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6425)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:27.808119,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.675)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6425)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:29.131588,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.675)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6425)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:30.380478,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.675)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.54875)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:31.483312,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.675)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.54875)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:32.584543,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.607692307692307)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6925)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:33.883293,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.607692307692307)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6925)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:35.262570,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.607692307692307)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6925)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:36.472686,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.607692307692307)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6925)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:37.609944,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.733333333333333)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.6925)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:38.734248,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.733333333333333)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.5675)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:39.956322,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.733333333333333)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.5675)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:41.094770,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.733333333333333)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.5675)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:42.248827,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.733333333333333)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.5675)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:43.364975,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.733333333333333)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.5675)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:44.384294,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.733333333333333)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.5675)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:45.534058,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.733333333333333)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.5675)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:46.631100,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.733333333333333)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.5675)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:47.933938,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.733333333333333)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.5675)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:49.044522,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.733333333333333)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.5675)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:50.167021,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.733333333333333)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.5675)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:51.345309,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.733333333333333)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.5675)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:52.606965,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.733333333333333)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.5675)","(5.5, 10.5, 7.853846153846154)"
07-01-2023 09:54:53.836175,"(21.0, 70.0, 44.44444444444444)","(81.0, 560.0, 310.0)","(19.0, 42.0, 20.666666666666668)","(2.7, 6.2, 5.733333333333333)","(71.0, 480.0, 161.25)","(3.8, 5.3, 4.783333333333333)","(2.6, 2.98, 2.5675)","(5.5, 10.5, 7.853846153846154)"
