,Whose Me Mum,Aldebaran Leroy,Krakuer,Arrjays Trapper,Majestic Speed,Buslin Brody,So Vogue
11-01-2023 21:23:39.442478,"(10.0, 13.0, 12.272727272727273)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.5, 16.59090909090909)","(9.0, 11.5, 11.21875)","(2.25, 2.62, 2.586153846153846)","(20.0, 26.0, 24.133333333333333)","(2.15, 3.1, 3.0701492537313433)"
11-01-2023 21:23:40.604710,"(10.0, 13.0, 12.272727272727273)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.5, 16.59090909090909)","(9.0, 11.5, 10.818181818181818)","(2.25, 2.62, 2.586153846153846)","(20.0, 26.0, 24.0)","(2.15, 3.1, 3.0701492537313433)"
11-01-2023 21:23:41.767994,"(10.0, 13.0, 12.272727272727273)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.5, 16.59090909090909)","(9.0, 11.0, 11.333333333333334)","(2.25, 2.62, 2.5872727272727274)","(21.0, 26.0, 24.923076923076923)","(2.2, 3.1, 3.0701492537313433)"
11-01-2023 21:23:42.904926,"(10.0, 13.0, 12.272727272727273)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.5, 16.59090909090909)","(9.0, 12.0, 11.0)","(2.2, 2.62, 2.6020000000000003)","(21.0, 26.0, 24.923076923076923)","(2.2, 3.1, 3.0701492537313433)"
11-01-2023 21:23:44.118517,"(10.0, 13.0, 12.272727272727273)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.5, 16.4)","(9.0, 11.5, 10.785714285714286)","(2.2, 2.62, 2.615555555555556)","(21.0, 26.0, 24.923076923076923)","(2.2, 3.1, 3.0723076923076924)"
11-01-2023 21:23:45.264564,"(10.0, 13.0, 12.2)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.0, 16.0)","(9.0, 11.5, 10.785714285714286)","(2.2, 2.62, 2.6166666666666667)","(21.0, 26.0, 23.2)","(2.2, 3.1, 3.0723076923076924)"
11-01-2023 21:23:46.455779,"(10.0, 13.0, 12.2)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.0, 16.0)","(9.0, 11.5, 10.9)","(2.2, 2.62, 2.6166666666666667)","(21.0, 26.0, 22.0)","(2.2, 3.1, 3.0723076923076924)"
11-01-2023 21:23:47.679255,"(10.0, 13.0, 12.2)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.0, 16.0)","(9.0, 11.5, 10.9)","(2.2, 2.62, 2.6166666666666667)","(21.0, 26.0, 22.0)","(2.2, 3.1, 3.0723076923076924)"
11-01-2023 21:23:49.005422,"(10.0, 13.0, 12.2)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.0, 16.0)","(9.0, 11.5, 10.9)","(2.2, 2.62, 2.6166666666666667)","(21.0, 26.0, 22.0)","(2.2, 3.1, 3.0723076923076924)"
11-01-2023 21:23:50.372503,"(10.0, 13.0, 12.2)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.0, 16.0)","(9.0, 11.0, 10.904761904761905)","(2.2, 2.72, 2.707826086956522)","(21.0, 26.0, 22.0)","(2.2, 3.1, 3.0723076923076924)"
11-01-2023 21:23:51.577000,"(10.0, 13.0, 12.2)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.0, 16.0)","(9.0, 11.0, 10.75)","(2.2, 2.72, 2.685714285714286)","(21.0, 26.0, 23.529411764705884)","(2.2, 3.1, 3.0723076923076924)"
11-01-2023 21:23:52.915189,"(10.0, 13.0, 12.2)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.0, 16.0)","(9.0, 11.0, 10.928571428571429)","(2.2, 2.72, 2.701538461538462)","(21.0, 26.0, 24.5)","(2.2, 3.1, 3.0723076923076924)"
11-01-2023 21:23:54.313850,"(10.0, 13.0, 12.2)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.0, 16.0)","(9.0, 12.0, 10.8)","(2.2, 2.72, 2.7123076923076925)","(21.0, 25.0, 23.583333333333336)","(2.2, 3.1, 3.055952380952381)"
11-01-2023 21:23:55.686517,"(10.0, 13.0, 12.2)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.0, 16.0)","(9.0, 12.0, 11.0)","(2.2, 2.72, 2.716)","(21.0, 24.0, 22.92857142857143)","(2.2, 3.1, 3.055952380952381)"
11-01-2023 21:23:57.056763,"(10.0, 13.0, 12.2)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.0, 16.0)","(9.0, 11.5, 11.0)","(2.2, 2.72, 2.716)","(21.0, 24.0, 22.92857142857143)","(2.2, 3.1, 3.055952380952381)"
11-01-2023 21:23:58.366103,"(10.0, 13.0, 12.2)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.0, 16.0)","(9.0, 11.5, 11.083333333333334)","(2.2, 2.72, 2.716)","(21.0, 24.0, 22.92857142857143)","(2.2, 3.1, 3.055952380952381)"
11-01-2023 21:23:59.598459,"(10.0, 13.0, 12.2)","(31.0, 80.0, 70.0)","(13.0, 17.0, 16.0)","(9.0, 11.5, 11.083333333333334)","(2.2, 2.72, 2.7164285714285716)","(21.0, 24.0, 22.92857142857143)","(2.2, 3.1, 3.055952380952381)"
11-01-2023 21:24:00.924540,"(10.0, 13.0, 12.2)","(31.0, 80.0, 62.5)","(13.0, 17.0, 16.0)","(9.0, 11.0, 10.866666666666667)","(2.2, 2.72, 2.7170370370370374)","(21.0, 24.0, 22.92857142857143)","(2.2, 3.1, 3.055952380952381)"
11-01-2023 21:24:02.282899,"(10.0, 13.0, 12.2)","(31.0, 80.0, 62.5)","(13.0, 17.0, 16.0)","(9.0, 11.0, 11.444444444444445)","(2.2, 2.72, 2.7171428571428575)","(21.0, 24.0, 22.92857142857143)","(2.2, 3.1, 3.055952380952381)"
11-01-2023 21:24:03.686810,"(10.0, 13.0, 12.2)","(31.0, 80.0, 62.5)","(13.0, 17.0, 16.0)","(9.0, 12.0, 11.0)","(2.2, 2.72, 2.7171428571428575)","(21.0, 24.0, 22.0)","(2.2, 3.1, 3.055952380952381)"
11-01-2023 21:24:04.984302,"(10.0, 13.0, 12.2)","(31.0, 80.0, 62.5)","(13.0, 17.0, 16.0)","(9.0, 12.0, 11.166666666666666)","(2.2, 2.72, 2.7171428571428575)","(21.0, 24.0, 22.0)","(2.2, 3.1, 3.055952380952381)"
11-01-2023 21:24:06.234331,"(10.0, 13.0, 12.2)","(31.0, 80.0, 62.5)","(13.0, 17.0, 16.0)","(9.0, 11.5, 11.166666666666666)","(2.2, 2.72, 2.7171428571428575)","(21.0, 24.0, 22.0)","(2.2, 3.1, 3.055952380952381)"
11-01-2023 21:24:07.516667,"(10.0, 13.0, 12.2)","(31.0, 80.0, 62.5)","(13.0, 17.0, 16.0)","(9.0, 11.5, 10.944444444444445)","(2.2, 2.72, 2.7171428571428575)","(21.0, 24.0, 22.0)","(2.2, 3.1, 3.055952380952381)"
11-01-2023 21:24:08.713891,"(10.0, 13.0, 12.2)","(31.0, 80.0, 62.5)","(13.0, 17.0, 16.0)","(9.0, 11.5, 11.071428571428571)","(2.2, 2.72, 2.7171428571428575)","(21.0, 24.0, 22.0)","(2.2, 3.1, 3.055952380952381)"
11-01-2023 21:24:09.970754,"(10.0, 13.0, 12.2)","(31.0, 80.0, 62.5)","(13.0, 17.0, 16.0)","(9.0, 11.5, 11.071428571428571)","(2.2, 2.72, 2.7176470588235295)","(21.0, 24.0, 22.0)","(2.2, 3.1, 3.036153846153846)"
11-01-2023 21:24:11.185809,"(10.0, 13.0, 12.2)","(31.0, 80.0, 62.5)","(13.0, 17.0, 16.0)","(9.0, 11.5, 11.071428571428571)","(2.2, 2.72, 2.7176470588235295)","(21.0, 24.0, 22.0)","(2.2, 3.05, 3.0349999999999997)"
11-01-2023 21:24:12.418691,"(10.0, 13.0, 12.2)","(31.0, 80.0, 62.5)","(13.0, 17.0, 16.0)","(9.0, 11.5, 11.071428571428571)","(2.2, 2.72, 2.717777777777778)","(21.0, 24.0, 22.0)","(2.2, 3.05, 3.0349999999999997)"
11-01-2023 21:24:13.650383,"(10.0, 13.0, 12.2)","(31.0, 75.0, 62.5)","(13.0, 17.0, 16.0)","(9.0, 11.5, 11.071428571428571)","(2.2, 2.72, 2.717777777777778)","(21.0, 24.0, 22.0)","(2.2, 3.05, 3.0349999999999997)"
11-01-2023 21:24:14.857677,"(10.0, 13.0, 12.2)","(31.0, 75.0, 62.5)","(13.0, 17.0, 16.0)","(9.0, 11.5, 11.071428571428571)","(2.2, 2.72, 2.717777777777778)","(21.0, 24.0, 22.0)","(2.2, 3.05, 3.0349999999999997)"
11-01-2023 21:24:16.077020,"(10.0, 13.0, 12.2)","(31.0, 75.0, 62.5)","(13.0, 17.0, 16.0)","(9.0, 11.5, 10.833333333333334)","(2.2, 2.72, 2.718235294117647)","(21.0, 24.0, 26.9)","(2.2, 3.05, 3.0349999999999997)"
11-01-2023 21:24:17.329244,"(10.0, 13.0, 12.2)","(31.0, 75.0, 73.0)","(13.0, 17.0, 16.4)","(9.0, 11.5, 10.833333333333334)","(2.2, 2.72, 2.718235294117647)","(21.0, 29.0, 26.75)","(2.2, 3.05, 3.0510204081632653)"
11-01-2023 21:24:18.618639,"(10.0, 13.0, 12.2)","(31.0, 85.0, 73.0)","(13.0, 17.0, 16.4)","(9.0, 11.5, 10.833333333333334)","(2.2, 2.72, 2.718235294117647)","(21.0, 29.0, 28.666666666666664)","(2.2, 3.1, 3.0510204081632653)"
11-01-2023 21:24:19.883750,"(10.0, 13.0, 12.2)","(31.0, 85.0, 73.0)","(13.0, 17.0, 16.4)","(9.0, 11.5, 10.833333333333334)","(2.2, 2.72, 2.7133333333333334)","(21.0, 30.0, 28.666666666666664)","(2.2, 3.1, 3.048076923076923)"
11-01-2023 21:24:21.143378,"(10.0, 13.0, 12.2)","(31.0, 85.0, 73.0)","(13.0, 17.0, 16.4)","(9.0, 11.5, 10.833333333333334)","(2.2, 2.72, 2.7133333333333334)","(21.0, 30.0, 28.666666666666664)","(2.2, 3.1, 3.048076923076923)"
11-01-2023 21:24:22.493725,"(10.0, 13.0, 12.2)","(31.0, 85.0, 73.0)","(13.0, 17.0, 16.4)","(9.0, 11.5, 10.833333333333334)","(2.2, 2.72, 2.7133333333333334)","(21.0, 30.0, 28.666666666666664)","(2.2, 3.1, 3.048076923076923)"
11-01-2023 21:24:23.824088,"(10.0, 13.0, 12.2)","(31.0, 85.0, 73.0)","(13.0, 17.0, 16.4)","(9.0, 11.5, 10.833333333333334)","(2.2, 2.72, 2.7133333333333334)","(21.0, 30.0, 28.666666666666664)","(2.2, 3.1, 3.048076923076923)"
11-01-2023 21:24:25.027187,"(10.0, 13.0, 12.2)","(31.0, 85.0, 73.0)","(13.0, 17.0, 16.4)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.72, 2.7133333333333334)","(21.0, 30.0, 28.666666666666664)","(2.2, 3.1, 3.0245098039215685)"
11-01-2023 21:24:26.262213,"(10.0, 13.0, 12.2)","(31.0, 85.0, 73.0)","(13.0, 17.0, 16.4)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.72, 2.7133333333333334)","(21.0, 30.0, 28.666666666666664)","(2.2, 3.05, 3.0470588235294116)"
11-01-2023 21:24:27.500379,"(10.0, 12.5, 11.447368421052632)","(31.0, 85.0, 73.0)","(13.0, 17.0, 16.4)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.72, 2.7133333333333334)","(21.0, 30.0, 28.666666666666664)","(2.2, 3.1, 3.0307692307692307)"
11-01-2023 21:24:28.762089,"(10.0, 12.5, 11.166666666666666)","(31.0, 85.0, 73.0)","(13.0, 17.0, 16.4)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.72, 2.7133333333333334)","(21.0, 30.0, 28.666666666666664)","(2.2, 3.1, 3.0324324324324325)"
11-01-2023 21:24:29.968492,"(10.0, 12.5, 11.447368421052632)","(31.0, 85.0, 73.0)","(13.0, 17.0, 16.4)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.72, 2.7133333333333334)","(21.0, 30.0, 28.2)","(2.2, 3.1, 3.0324324324324325)"
11-01-2023 21:24:31.133172,"(10.0, 12.5, 11.166666666666666)","(31.0, 85.0, 73.0)","(13.0, 17.0, 16.4)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.72, 2.7133333333333334)","(21.0, 30.0, 28.2)","(2.2, 3.1, 3.0324324324324325)"
11-01-2023 21:24:32.349589,"(10.0, 12.5, 11.433333333333334)","(31.0, 85.0, 67.85714285714286)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.72, 2.7133333333333334)","(21.0, 30.0, 28.2)","(2.2, 3.1, 3.0324324324324325)"
11-01-2023 21:24:33.566601,"(10.0, 12.5, 11.409090909090908)","(31.0, 85.0, 67.85714285714286)","(13.0, 18.0, 16.944444444444443)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.72, 2.7133333333333334)","(21.0, 30.0, 28.2)","(2.2, 3.1, 3.0324324324324325)"
11-01-2023 21:24:34.786771,"(10.0, 12.5, 11.409090909090908)","(31.0, 85.0, 67.85714285714286)","(13.0, 17.5, 16.944444444444443)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.72, 2.7133333333333334)","(21.0, 30.0, 28.666666666666664)","(2.2, 3.1, 3.0324324324324325)"
11-01-2023 21:24:36.054184,"(10.0, 12.5, 11.409090909090908)","(31.0, 85.0, 67.85714285714286)","(13.0, 17.5, 16.944444444444443)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.72, 2.7133333333333334)","(21.0, 30.0, 31.0)","(2.2, 3.1, 3.0324324324324325)"
11-01-2023 21:24:37.337072,"(10.0, 12.5, 11.7)","(31.0, 85.0, 67.85714285714286)","(13.0, 17.5, 16.944444444444443)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.72, 2.7133333333333334)","(21.0, 32.0, 29.6)","(2.2, 3.1, 3.0324324324324325)"
11-01-2023 21:24:38.554200,"(10.0, 12.5, 11.7)","(31.0, 85.0, 67.85714285714286)","(13.0, 17.5, 16.944444444444443)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.72, 2.7133333333333334)","(21.0, 32.0, 29.6)","(2.2, 3.1, 3.0324324324324325)"
11-01-2023 21:24:39.797134,"(10.0, 12.5, 11.7)","(31.0, 85.0, 67.85714285714286)","(13.0, 17.5, 17.625)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.72, 2.721818181818182)","(21.0, 32.0, 28.666666666666664)","(2.2, 3.1, 3.0324324324324325)"
11-01-2023 21:24:41.039927,"(10.0, 12.5, 11.7)","(31.0, 85.0, 67.85714285714286)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.74, 2.789333333333333)","(21.0, 30.0, 30.22222222222222)","(2.2, 3.1, 3.0324324324324325)"
11-01-2023 21:24:42.345592,"(10.0, 12.5, 11.7)","(31.0, 85.0, 64.375)","(13.0, 18.0, 16.3125)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.8, 2.7830303030303027)","(21.0, 32.0, 30.22222222222222)","(2.2, 3.1, 3.0324324324324325)"
11-01-2023 21:24:43.690049,"(10.0, 12.5, 11.7)","(31.0, 80.0, 64.375)","(13.0, 18.0, 16.944444444444443)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.8, 2.7830303030303027)","(21.0, 32.0, 28.307692307692307)","(2.2, 3.1, 3.0324324324324325)"
11-01-2023 21:24:44.969192,"(10.0, 12.5, 11.7)","(31.0, 80.0, 64.375)","(13.0, 17.5, 16.944444444444443)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.8, 2.7830303030303027)","(21.0, 32.0, 31.0)","(2.2, 3.1, 3.0324324324324325)"
11-01-2023 21:24:46.264367,"(10.0, 12.5, 11.7)","(31.0, 80.0, 64.375)","(13.0, 17.5, 16.944444444444443)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.8, 2.7830303030303027)","(21.0, 32.0, 31.0)","(2.2, 3.1, 3.0324324324324325)"
11-01-2023 21:24:47.500003,"(10.0, 12.5, 11.7)","(31.0, 80.0, 64.375)","(13.0, 17.5, 16.944444444444443)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.8, 2.7830303030303027)","(21.0, 32.0, 30.22222222222222)","(2.2, 3.1, 3.0324324324324325)"
11-01-2023 21:24:48.708030,"(10.0, 12.5, 11.7)","(31.0, 80.0, 64.375)","(13.0, 17.5, 16.944444444444443)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.8, 2.7830303030303027)","(21.0, 32.0, 28.307692307692307)","(2.2, 3.1, 3.018918918918919)"
11-01-2023 21:24:50.010613,"(10.0, 12.5, 11.7)","(31.0, 80.0, 64.375)","(13.0, 17.5, 16.944444444444443)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.8, 2.7830303030303027)","(21.0, 32.0, 28.307692307692307)","(2.2, 3.1, 3.016923076923077)"
11-01-2023 21:24:51.397139,"(10.0, 12.5, 11.7)","(31.0, 80.0, 64.375)","(13.0, 17.5, 16.944444444444443)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.8, 2.7830303030303027)","(21.0, 32.0, 27.818181818181817)","(2.2, 3.1, 3.016923076923077)"
11-01-2023 21:24:52.704701,"(10.0, 12.5, 11.7)","(31.0, 80.0, 64.375)","(13.0, 17.5, 16.944444444444443)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.8, 2.7830303030303027)","(21.0, 30.0, 27.818181818181817)","(2.2, 3.1, 3.016923076923077)"
11-01-2023 21:24:53.976115,"(10.0, 12.5, 11.7)","(31.0, 80.0, 64.375)","(13.0, 17.5, 16.944444444444443)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.8, 2.7830303030303027)","(21.0, 30.0, 27.818181818181817)","(2.2, 3.1, 3.016923076923077)"
11-01-2023 21:24:55.292347,"(10.0, 12.5, 11.7)","(31.0, 80.0, 64.375)","(13.0, 17.5, 16.944444444444443)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.8, 2.7830303030303027)","(21.0, 30.0, 28.666666666666664)","(2.2, 3.1, 3.016923076923077)"
11-01-2023 21:24:56.745068,"(10.0, 12.5, 11.7)","(31.0, 80.0, 64.375)","(13.0, 17.5, 16.944444444444443)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.8, 2.7830303030303027)","(21.0, 30.0, 31.0)","(2.2, 3.1, 3.016923076923077)"
11-01-2023 21:24:58.157812,"(10.0, 12.5, 11.7)","(31.0, 80.0, 66.11111111111111)","(13.0, 17.5, 16.944444444444443)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.8, 2.7830303030303027)","(21.0, 32.0, 29.6)","(2.2, 3.1, 3.0085148514851485)"
11-01-2023 21:24:59.533998,"(10.0, 12.5, 11.7)","(31.0, 80.0, 66.11111111111111)","(13.0, 17.5, 16.944444444444443)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.8, 2.7830303030303027)","(21.0, 32.0, 33.0)","(2.2, 3.1, 3.0085148514851485)"
11-01-2023 21:25:00.851401,"(10.0, 12.5, 11.7)","(31.0, 80.0, 66.11111111111111)","(13.0, 17.5, 16.944444444444443)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.8, 2.7830303030303027)","(21.0, 34.0, 33.0)","(2.2, 3.1, 3.0085148514851485)"
11-01-2023 21:25:02.142353,"(10.0, 12.5, 11.7)","(31.0, 80.0, 66.11111111111111)","(13.0, 17.5, 16.944444444444443)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.8, 2.7830303030303027)","(21.0, 34.0, 33.0)","(2.2, 3.1, 3.0085148514851485)"
11-01-2023 21:25:03.386609,"(10.0, 12.5, 11.7)","(31.0, 80.0, 66.11111111111111)","(13.0, 17.5, 16.944444444444443)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.8, 2.7830303030303027)","(21.0, 34.0, 33.0)","(2.2, 3.1, 3.0085148514851485)"
11-01-2023 21:25:04.558105,"(10.0, 12.5, 11.7)","(31.0, 80.0, 66.11111111111111)","(13.0, 17.5, 16.944444444444443)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.8, 2.7830303030303027)","(21.0, 34.0, 33.0)","(2.2, 3.1, 3.0085148514851485)"
11-01-2023 21:25:05.785035,"(10.0, 12.5, 11.7)","(31.0, 80.0, 66.11111111111111)","(13.0, 17.5, 16.944444444444443)","(9.0, 11.5, 11.055555555555555)","(2.2, 2.8, 2.7830303030303027)","(21.0, 34.0, 33.0)","(2.2, 3.1, 3.0085148514851485)"
11-01-2023 21:25:07.044866,"(10.0, 12.5, 11.954545454545455)","(41.0, 80.0, 66.11111111111111)","(13.0, 17.5, 16.944444444444443)","(9.0, 11.5, 11.431034482758621)","(2.2, 2.8, 2.7025)","(19.0, 34.0, 33.0)","(2.2, 3.1, 2.9428571428571426)"
11-01-2023 21:25:08.294364,"(10.0, 13.0, 11.666666666666666)","(41.0, 80.0, 66.11111111111111)","(13.0, 17.5, 16.944444444444443)","(9.0, 11.5, 10.99203187250996)","(2.2, 2.72, 2.713777777777778)","(19.0, 34.0, 33.0)","(2.2, 3.0, 2.9428571428571426)"
11-01-2023 21:25:09.595799,"(10.0, 13.0, 12.0)","(41.0, 80.0, 66.11111111111111)","(13.0, 17.5, 16.944444444444443)","(9.0, 11.0, 10.99203187250996)","(2.2, 2.72, 2.7006896551724138)","(19.0, 34.0, 33.0)","(2.2, 3.0, 2.9428571428571426)"
11-01-2023 21:25:10.830505,"(10.0, 13.0, 12.0)","(41.0, 80.0, 75.0)","(13.0, 17.5, 16.615384615384617)","(9.0, 11.0, 10.99203187250996)","(2.2, 2.72, 2.7088)","(19.0, 34.0, 33.0)","(2.2, 3.0, 2.9428571428571426)"
11-01-2023 21:25:12.050946,"(10.0, 13.0, 12.0)","(41.0, 85.0, 75.0)","(13.0, 18.0, 16.615384615384617)","(9.0, 11.0, 10.99203187250996)","(2.2, 2.72, 2.70962962962963)","(19.0, 34.0, 31.6)","(2.2, 3.0, 2.9428571428571426)"
11-01-2023 21:25:13.346277,"(10.0, 13.0, 12.0)","(41.0, 85.0, 75.0)","(13.0, 18.0, 16.615384615384617)","(9.0, 11.0, 10.99203187250996)","(2.2, 2.72, 2.70962962962963)","(19.0, 34.0, 33.0)","(2.2, 3.0, 2.9428571428571426)"
11-01-2023 21:25:14.614511,"(10.0, 13.0, 12.2)","(41.0, 85.0, 75.0)","(13.0, 18.0, 17.333333333333332)","(9.0, 11.0, 10.99203187250996)","(2.2, 2.72, 2.776470588235294)","(19.0, 34.0, 33.0)","(2.2, 3.0, 2.9428571428571426)"
11-01-2023 21:25:16.059804,"(10.0, 13.0, 12.2)","(41.0, 85.0, 75.0)","(13.0, 18.0, 17.625)","(9.0, 11.0, 11.44767441860465)","(2.2, 2.8, 2.737142857142857)","(19.0, 34.0, 33.0)","(2.2, 3.0, 2.9428571428571426)"
11-01-2023 21:25:17.450957,"(10.0, 13.0, 12.2)","(41.0, 85.0, 75.0)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.357142857142858)","(2.2, 2.76, 2.742857142857143)","(19.0, 34.0, 32.4)","(2.2, 3.0, 2.9425)"
11-01-2023 21:25:18.739425,"(10.0, 13.0, 12.2)","(41.0, 85.0, 67.5)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.357142857142858)","(2.2, 2.76, 2.742857142857143)","(19.0, 34.0, 32.4)","(2.2, 2.98, 2.9425)"
11-01-2023 21:25:20.003216,"(10.0, 12.5, 12.125)","(41.0, 80.0, 71.66666666666667)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.318181818181818)","(2.2, 2.76, 2.742857142857143)","(19.0, 34.0, 32.4)","(2.2, 2.98, 2.9425)"
11-01-2023 21:25:21.315927,"(10.0, 12.5, 12.285714285714285)","(41.0, 80.0, 71.66666666666667)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.0625)","(2.2, 2.76, 2.7439999999999998)","(19.0, 34.0, 32.0)","(2.2, 2.98, 2.9425)"
11-01-2023 21:25:22.608186,"(10.0, 12.5, 11.9)","(41.0, 80.0, 75.0)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.0625)","(2.2, 2.76, 2.7439999999999998)","(19.0, 34.0, 32.4)","(2.2, 2.98, 2.9425)"
11-01-2023 21:25:23.916291,"(10.0, 13.0, 12.2)","(41.0, 85.0, 65.9090909090909)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.142857142857142)","(2.2, 2.76, 2.7439999999999998)","(19.0, 34.0, 33.0)","(2.2, 2.98, 2.932)"
11-01-2023 21:25:25.164942,"(10.0, 13.0, 12.2)","(41.0, 85.0, 65.9090909090909)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.142857142857142)","(2.2, 2.76, 2.7439999999999998)","(19.0, 34.0, 30.57142857142857)","(2.2, 2.96, 2.952)"
11-01-2023 21:25:26.365149,"(10.0, 13.0, 12.2)","(41.0, 85.0, 65.9090909090909)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.142857142857142)","(2.2, 2.76, 2.7464999999999997)","(19.0, 34.0, 32.4)","(2.2, 2.96, 2.9314285714285715)"
11-01-2023 21:25:27.540656,"(10.0, 13.0, 12.2)","(41.0, 85.0, 75.0)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.142857142857142)","(2.2, 2.76, 2.7464999999999997)","(19.0, 34.0, 30.57142857142857)","(2.2, 2.96, 2.9314285714285715)"
11-01-2023 21:25:28.744477,"(10.0, 13.0, 12.2)","(41.0, 85.0, 75.0)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.142857142857142)","(2.2, 2.76, 2.7464999999999997)","(19.0, 34.0, 29.2)","(2.2, 2.96, 2.932)"
11-01-2023 21:25:29.943967,"(10.0, 13.0, 12.2)","(41.0, 85.0, 75.0)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.142857142857142)","(2.2, 2.76, 2.7464999999999997)","(19.0, 34.0, 29.555555555555557)","(2.2, 2.96, 2.932)"
11-01-2023 21:25:31.228520,"(10.0, 13.0, 12.2)","(41.0, 85.0, 75.0)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.142857142857142)","(2.2, 2.76, 2.7464999999999997)","(19.0, 34.0, 29.555555555555557)","(2.2, 2.96, 2.932)"
11-01-2023 21:25:32.616707,"(10.0, 13.0, 12.2)","(41.0, 85.0, 75.0)","(13.0, 18.0, 16.615384615384617)","(9.0, 11.5, 11.142857142857142)","(2.2, 2.76, 2.7464999999999997)","(19.0, 34.0, 29.555555555555557)","(2.2, 2.96, 2.932)"
11-01-2023 21:25:34.006797,"(10.0, 13.0, 12.2)","(41.0, 85.0, 75.0)","(13.0, 18.0, 16.615384615384617)","(9.0, 11.5, 11.142857142857142)","(2.2, 2.76, 2.7464999999999997)","(19.0, 34.0, 29.555555555555557)","(2.2, 2.96, 2.8983333333333334)"
11-01-2023 21:25:35.499003,"(10.0, 13.0, 12.2)","(41.0, 85.0, 75.0)","(13.0, 18.0, 16.615384615384617)","(9.0, 11.5, 11.282608695652174)","(2.2, 2.76, 2.7464999999999997)","(19.0, 34.0, 30.666666666666664)","(2.2, 2.94, 2.8955555555555557)"
11-01-2023 21:25:36.831607,"(10.0, 13.0, 12.2)","(41.0, 85.0, 75.0)","(13.0, 18.0, 17.625)","(9.0, 11.5, 11.205882352941176)","(2.2, 2.76, 2.7436363636363637)","(19.0, 34.0, 32.75)","(2.2, 2.94, 2.8507142857142855)"
11-01-2023 21:25:39.508229,"(10.0, 13.0, 12.2)","(41.0, 85.0, 75.0)","(13.0, 18.0, 17.333333333333332)","(9.0, 11.5, 11.205882352941176)","(2.2, 2.76, 2.7436363636363637)","(19.0, 34.0, 31.857142857142858)","(2.2, 2.94, 2.8507142857142855)"
