,Stella Star,Madi Moonshine,Destini Fresco,Magic Zimba,Elektra Storm,Up There Rocco
08-01-2023 17:04:35.780243,"(9.0, 20.0, 10.5)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 55.0, 39.230769230769226)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.33, 1.2389589905362777)"
08-01-2023 17:04:36.693489,"(9.0, 20.0, 10.5)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 55.0, 39.230769230769226)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.33, 1.2389589905362777)"
08-01-2023 17:04:37.549183,"(9.0, 20.0, 10.5)","(31.0, 130.0, 89.23076923076923)","(8.0, 16.0, 8.65)","(14.0, 55.0, 39.230769230769226)","(12.0, 34.0, 27.235294117647058)","(1.18, 1.33, 1.2389589905362777)"
08-01-2023 17:04:38.484686,"(9.0, 19.5, 14.82857142857143)","(31.0, 130.0, 77.0)","(8.0, 16.0, 11.1)","(14.0, 55.0, 29.6875)","(12.0, 34.0, 24.799999999999997)","(1.18, 1.33, 1.2389589905362777)"
08-01-2023 17:04:39.456400,"(9.0, 19.5, 14.82857142857143)","(31.0, 130.0, 77.0)","(8.0, 16.0, 11.1)","(14.0, 55.0, 29.6875)","(12.0, 34.0, 24.799999999999997)","(1.18, 1.33, 1.2389589905362777)"
08-01-2023 17:04:40.487740,"(9.0, 19.5, 14.82857142857143)","(31.0, 130.0, 77.0)","(8.0, 16.0, 11.1)","(14.0, 55.0, 29.6875)","(12.0, 34.0, 24.799999999999997)","(1.18, 1.33, 1.2389589905362777)"
08-01-2023 17:04:41.442289,"(9.0, 19.5, 14.82857142857143)","(31.0, 130.0, 77.0)","(8.0, 16.0, 11.1)","(14.0, 55.0, 29.6875)","(12.0, 34.0, 24.799999999999997)","(1.18, 1.33, 1.2389589905362777)"
08-01-2023 17:04:42.436048,"(9.0, 19.5, 14.82857142857143)","(31.0, 130.0, 77.0)","(8.0, 16.0, 11.1)","(14.0, 55.0, 31.857142857142858)","(12.0, 34.0, 24.799999999999997)","(1.18, 1.33, 1.2389589905362777)"
08-01-2023 17:04:43.351652,"(9.0, 19.5, 14.82857142857143)","(31.0, 130.0, 77.0)","(8.0, 16.0, 11.1)","(14.0, 55.0, 31.857142857142858)","(12.0, 34.0, 24.799999999999997)","(1.18, 1.33, 1.2121238938053096)"
08-01-2023 17:04:44.186258,"(9.0, 19.5, 14.914285714285715)","(31.0, 130.0, 77.0)","(8.0, 16.0, 10.781818181818181)","(14.0, 55.0, 32.14285714285714)","(12.0, 34.0, 19.0)","(1.18, 1.33, 1.2121238938053096)"
08-01-2023 17:04:45.145585,"(9.0, 21.0, 15.771428571428572)","(31.0, 130.0, 52.90909090909091)","(8.0, 17.0, 11.145454545454545)","(14.0, 65.0, 36.42857142857143)","(12.0, 38.0, 23.27777777777778)","(1.18, 1.33, 1.2121238938053096)"
08-01-2023 17:04:46.171859,"(9.0, 21.0, 15.771428571428572)","(31.0, 130.0, 52.90909090909091)","(8.0, 17.0, 11.145454545454545)","(14.0, 65.0, 36.42857142857143)","(12.0, 38.0, 23.27777777777778)","(1.18, 1.33, 1.2121238938053096)"
08-01-2023 17:04:47.168583,"(9.0, 21.0, 15.771428571428572)","(31.0, 130.0, 52.90909090909091)","(8.0, 17.0, 11.145454545454545)","(14.0, 65.0, 36.42857142857143)","(12.0, 38.0, 23.27777777777778)","(1.18, 1.33, 1.2121238938053096)"
08-01-2023 17:04:48.160377,"(9.0, 21.0, 15.771428571428572)","(31.0, 130.0, 52.90909090909091)","(8.0, 17.0, 11.145454545454545)","(14.0, 65.0, 36.42857142857143)","(12.0, 38.0, 23.27777777777778)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:04:49.011342,"(9.0, 21.0, 15.771428571428572)","(31.0, 130.0, 52.90909090909091)","(8.0, 17.0, 11.145454545454545)","(14.0, 65.0, 36.42857142857143)","(12.0, 38.0, 23.27777777777778)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:04:49.891159,"(9.0, 21.0, 15.771428571428572)","(31.0, 130.0, 52.90909090909091)","(8.0, 17.0, 11.145454545454545)","(14.0, 65.0, 36.42857142857143)","(12.0, 38.0, 20.333333333333336)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:04:50.884431,"(9.0, 21.0, 15.771428571428572)","(31.0, 130.0, 52.90909090909091)","(8.0, 17.0, 11.145454545454545)","(14.0, 65.0, 36.42857142857143)","(12.0, 38.0, 20.333333333333336)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:04:51.830539,"(9.0, 21.0, 15.771428571428572)","(31.0, 130.0, 52.90909090909091)","(8.0, 17.0, 11.145454545454545)","(14.0, 65.0, 36.42857142857143)","(12.0, 38.0, 20.333333333333336)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:04:52.854164,"(9.0, 21.0, 15.771428571428572)","(31.0, 130.0, 52.90909090909091)","(8.0, 17.0, 11.145454545454545)","(14.0, 65.0, 36.42857142857143)","(12.0, 38.0, 20.333333333333336)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:04:53.842560,"(9.0, 21.0, 15.771428571428572)","(31.0, 130.0, 52.90909090909091)","(8.0, 17.0, 11.145454545454545)","(14.0, 65.0, 33.75)","(12.0, 38.0, 20.333333333333336)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:04:54.772898,"(9.0, 21.0, 15.771428571428572)","(31.0, 130.0, 52.90909090909091)","(8.0, 17.0, 11.145454545454545)","(14.0, 65.0, 33.75)","(12.0, 38.0, 20.333333333333336)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:04:55.625013,"(9.0, 21.0, 15.771428571428572)","(31.0, 130.0, 52.90909090909091)","(8.0, 17.0, 11.145454545454545)","(14.0, 65.0, 33.75)","(12.0, 38.0, 20.333333333333336)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:04:56.531374,"(9.0, 21.0, 15.771428571428572)","(31.0, 130.0, 52.90909090909091)","(8.0, 17.0, 11.145454545454545)","(14.0, 65.0, 33.75)","(12.0, 38.0, 20.333333333333336)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:04:57.543070,"(9.0, 21.0, 15.771428571428572)","(31.0, 130.0, 52.90909090909091)","(8.0, 17.0, 11.145454545454545)","(14.0, 65.0, 33.75)","(12.0, 38.0, 20.333333333333336)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:04:58.526255,"(9.0, 21.0, 15.771428571428572)","(31.0, 130.0, 52.90909090909091)","(8.0, 17.0, 11.145454545454545)","(14.0, 65.0, 33.75)","(12.0, 38.0, 20.333333333333336)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:04:59.499870,"(9.0, 21.0, 15.771428571428572)","(31.0, 130.0, 52.90909090909091)","(8.0, 17.0, 11.145454545454545)","(14.0, 65.0, 33.75)","(12.0, 38.0, 20.333333333333336)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:00.476523,"(9.0, 21.0, 15.771428571428572)","(31.0, 130.0, 52.90909090909091)","(8.0, 17.0, 11.145454545454545)","(14.0, 65.0, 33.75)","(12.0, 38.0, 20.333333333333336)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:01.432937,"(9.0, 21.0, 15.771428571428572)","(31.0, 130.0, 52.90909090909091)","(8.0, 17.0, 11.145454545454545)","(14.0, 65.0, 33.75)","(12.0, 38.0, 20.333333333333336)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:02.336486,"(9.0, 21.0, 15.771428571428572)","(31.0, 130.0, 52.90909090909091)","(8.0, 17.0, 11.145454545454545)","(14.0, 65.0, 33.75)","(12.0, 38.0, 20.333333333333336)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:03.175274,"(9.0, 21.0, 15.771428571428572)","(31.0, 130.0, 52.90909090909091)","(8.0, 17.0, 11.145454545454545)","(14.0, 65.0, 33.75)","(12.0, 38.0, 20.333333333333336)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:04.155059,"(9.0, 21.0, 15.771428571428572)","(31.0, 130.0, 52.90909090909091)","(8.0, 17.0, 11.145454545454545)","(14.0, 65.0, 33.75)","(12.0, 38.0, 20.333333333333336)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:05.168215,"(9.0, 21.0, 14.222222222222221)","(31.0, 110.0, 56.25)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 33.75)","(12.0, 38.0, 20.333333333333336)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:06.061617,"(9.0, 21.0, 14.222222222222221)","(31.0, 110.0, 56.25)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 33.75)","(12.0, 38.0, 20.333333333333336)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:07.013380,"(9.0, 21.0, 14.222222222222221)","(31.0, 110.0, 56.25)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 33.75)","(12.0, 38.0, 20.333333333333336)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:07.941532,"(9.0, 21.0, 14.222222222222221)","(31.0, 110.0, 56.25)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 33.75)","(12.0, 38.0, 20.333333333333336)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:08.801220,"(9.0, 21.0, 14.222222222222221)","(31.0, 110.0, 56.25)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 33.75)","(12.0, 38.0, 20.333333333333336)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:09.720419,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 33.75)","(12.0, 38.0, 20.333333333333336)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:10.672342,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 33.75)","(12.0, 38.0, 20.333333333333336)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:11.615267,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 33.75)","(12.0, 38.0, 20.333333333333336)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:12.577935,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 33.75)","(12.0, 38.0, 20.333333333333336)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:13.453304,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 33.75)","(12.0, 38.0, 20.333333333333336)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:14.352856,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 50.294117647058826)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:15.261811,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.0625)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:16.173367,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.0625)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:17.177549,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.0625)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:18.138486,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:19.070969,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:19.949744,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 17.666666666666668)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:20.808337,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 17.666666666666668)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:21.691913,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 17.666666666666668)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:22.614592,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 17.666666666666668)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:23.574906,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 17.666666666666668)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:24.574560,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 17.666666666666668)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:25.529753,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 17.666666666666668)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:26.379242,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 17.666666666666668)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:27.333918,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 17.666666666666668)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:28.337078,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 17.666666666666668)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:29.349178,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 17.666666666666668)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:30.328767,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 17.666666666666668)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:31.304713,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 17.666666666666668)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:32.190920,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 17.666666666666668)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:33.108880,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 17.666666666666668)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:34.159511,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 17.666666666666668)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:35.160693,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 17.666666666666668)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:36.086444,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 17.666666666666668)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:37.026477,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 17.666666666666668)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:37.915741,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 17.666666666666668)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:38.827701,"(9.0, 20.0, 15.2)","(31.0, 110.0, 47.45454545454545)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 17.666666666666668)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:39.867811,"(9.0, 21.0, 14.222222222222221)","(31.0, 110.0, 56.25)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:40.897321,"(9.0, 21.0, 14.222222222222221)","(31.0, 110.0, 56.25)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:41.900355,"(9.0, 21.0, 14.222222222222221)","(31.0, 110.0, 56.25)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:42.791943,"(9.0, 21.0, 14.222222222222221)","(31.0, 110.0, 56.25)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:43.764014,"(9.0, 21.0, 14.222222222222221)","(31.0, 110.0, 56.25)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:44.798751,"(9.0, 21.0, 14.222222222222221)","(31.0, 110.0, 56.25)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:45.823733,"(9.0, 21.0, 14.222222222222221)","(31.0, 110.0, 56.25)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:46.796239,"(9.0, 21.0, 14.222222222222221)","(31.0, 110.0, 56.25)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:47.904670,"(9.0, 21.0, 14.222222222222221)","(31.0, 110.0, 56.25)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:48.822617,"(9.0, 21.0, 14.222222222222221)","(31.0, 110.0, 56.25)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:49.742925,"(9.0, 21.0, 14.222222222222221)","(31.0, 110.0, 56.25)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:50.709995,"(9.0, 21.0, 14.222222222222221)","(31.0, 110.0, 56.25)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:51.802005,"(9.0, 21.0, 14.222222222222221)","(31.0, 110.0, 56.25)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:52.817845,"(9.0, 21.0, 14.222222222222221)","(31.0, 110.0, 56.25)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:53.982627,"(9.0, 21.0, 14.222222222222221)","(31.0, 110.0, 56.25)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:54.932487,"(9.0, 21.0, 14.222222222222221)","(31.0, 110.0, 56.25)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.49, 1.2249333333333332)"
08-01-2023 17:05:55.896195,"(9.0, 21.0, 14.222222222222221)","(31.0, 110.0, 56.25)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.49, 1.282)"
08-01-2023 17:05:56.902421,"(9.0, 21.0, 14.222222222222221)","(31.0, 110.0, 56.25)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.48, 1.282)"
08-01-2023 17:05:57.940080,"(9.0, 21.0, 14.222222222222221)","(31.0, 110.0, 56.25)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.48, 1.282)"
08-01-2023 17:05:58.996058,"(9.0, 21.0, 14.222222222222221)","(31.0, 110.0, 56.25)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.48, 1.282)"
08-01-2023 17:06:00.071143,"(9.0, 21.0, 14.222222222222221)","(31.0, 110.0, 56.25)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.48, 1.282)"
08-01-2023 17:06:00.953199,"(9.0, 21.0, 14.222222222222221)","(31.0, 110.0, 56.25)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.48, 1.282)"
08-01-2023 17:06:01.959965,"(9.0, 21.0, 14.222222222222221)","(31.0, 110.0, 56.25)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.48, 1.282)"
08-01-2023 17:06:03.043180,"(9.0, 21.0, 14.9)","(31.0, 110.0, 56.25)","(8.0, 16.0, 10.781818181818181)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.48, 1.282)"
08-01-2023 17:06:04.110316,"(9.0, 21.0, 14.9)","(31.0, 110.0, 56.25)","(8.0, 16.0, 9.0)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.48, 1.282)"
08-01-2023 17:06:05.096648,"(9.0, 20.0, 14.4)","(31.0, 110.0, 56.25)","(8.0, 16.0, 9.0)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.48, 1.282)"
08-01-2023 17:06:06.071361,"(9.0, 20.0, 14.4)","(31.0, 110.0, 56.25)","(8.0, 16.0, 9.0)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.48, 1.282)"
08-01-2023 17:06:06.955420,"(9.0, 20.0, 14.4)","(31.0, 110.0, 56.25)","(8.0, 16.0, 9.0)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.48, 1.282)"
08-01-2023 17:06:07.984151,"(9.0, 20.0, 14.4)","(31.0, 110.0, 56.25)","(8.0, 16.0, 9.0)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.48, 1.282)"
08-01-2023 17:06:09.076309,"(9.0, 20.0, 14.4)","(31.0, 110.0, 56.25)","(8.0, 16.0, 9.0)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.48, 1.446629213483146)"
08-01-2023 17:06:10.190971,"(9.0, 20.0, 14.4)","(31.0, 110.0, 56.25)","(8.0, 16.0, 9.0)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.48, 1.446629213483146)"
08-01-2023 17:06:11.235490,"(9.0, 20.0, 14.4)","(31.0, 110.0, 56.25)","(8.0, 16.0, 9.0)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.48, 1.446629213483146)"
08-01-2023 17:06:12.116456,"(9.0, 20.0, 14.4)","(31.0, 110.0, 56.25)","(8.0, 16.0, 9.0)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.48, 1.446629213483146)"
08-01-2023 17:06:13.032563,"(9.0, 20.0, 14.4)","(31.0, 110.0, 56.25)","(8.0, 16.0, 9.0)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.48, 1.446629213483146)"
08-01-2023 17:06:14.007863,"(9.0, 20.0, 14.4)","(31.0, 110.0, 56.25)","(8.0, 16.0, 9.0)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.48, 1.446629213483146)"
08-01-2023 17:06:14.959521,"(9.0, 20.0, 14.4)","(31.0, 110.0, 56.25)","(8.0, 16.0, 9.0)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.48, 1.446629213483146)"
08-01-2023 17:06:16.045153,"(9.0, 20.0, 14.4)","(31.0, 110.0, 56.25)","(8.0, 16.0, 9.0)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.48, 1.446629213483146)"
08-01-2023 17:06:17.213627,"(9.0, 20.0, 14.4)","(31.0, 110.0, 56.25)","(8.0, 16.0, 9.0)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.48, 1.446629213483146)"
08-01-2023 17:06:18.200662,"(9.0, 20.0, 14.4)","(31.0, 110.0, 56.25)","(8.0, 16.0, 9.0)","(14.0, 65.0, 34.375)","(12.0, 30.0, 19.72222222222222)","(1.18, 1.48, 1.446629213483146)"
