,Office Bad Boy,Matai Reactor,Perfect Feeling,Duke Nz,Bettor Rocknroll,After Darn,Jang Pel,Abbey Diadema,Regal Nightshade Nz
07-12-2022 18:29:07.647141,"(4.8, 8.0, 7.640000000000001)","(3.3, 3.45, 3.423684210526316)","(10.0, 17.0, 13.666666666666666)","(9.0, 99999, 99990)","(2.7, 3.35, 3.022)","(31.0, 90.0, 64.0)","(21.0, 42.0, 36.333333333333336)","(15.0, 23.0, 21.555555555555557)","(19.0, 99999, 99990)"
07-12-2022 18:29:10.487395,"(4.8, 8.0, 7.640000000000001)","(3.3, 3.45, 3.65)","(10.0, 17.0, 13.666666666666666)","(9.0, 99999, 99990)","(2.7, 3.25, 3.1574999999999998)","(31.0, 90.0, 51.0)","(21.0, 42.0, 36.333333333333336)","(15.0, 23.0, 21.555555555555557)","(18.0, 99999, 99990)"
07-12-2022 18:29:12.984456,"(5.0, 8.0, 7.640000000000001)","(3.3, 3.9, 3.862121212121212)","(10.0, 17.0, 13.666666666666666)","(9.0, 99999, 99990)","(2.7, 3.2, 3.12)","(31.0, 90.0, 64.0)","(21.0, 42.0, 36.333333333333336)","(15.0, 23.0, 21.555555555555557)","(18.0, 99999, 99990)"
07-12-2022 18:29:15.478330,"(5.0, 8.0, 7.640000000000001)","(3.3, 3.9, 3.8696969696969696)","(10.0, 17.0, 13.666666666666666)","(9.0, 99999, 99990)","(2.7, 3.2, 3.12)","(31.0, 90.0, 64.0)","(21.0, 42.0, 36.333333333333336)","(15.0, 23.0, 21.555555555555557)","(18.0, 99999, 99990)"
07-12-2022 18:29:17.522371,"(5.0, 8.0, 7.6)","(3.3, 3.9, 4.287096774193548)","(10.0, 17.0, 14.25)","(9.0, 99999, 99990)","(2.7, 3.2, 3.123076923076923)","(31.0, 90.0, 64.0)","(21.0, 42.0, 36.333333333333336)","(15.0, 23.0, 21.555555555555557)","(18.0, 99999, 99990)"
07-12-2022 18:29:19.635842,"(5.0, 7.8, 7.640000000000001)","(3.3, 4.4, 4.1375)","(10.0, 16.5, 13.333333333333334)","(9.0, 99999, 99990)","(2.7, 3.2, 2.972)","(31.0, 90.0, 64.0)","(21.0, 42.0, 36.333333333333336)","(15.0, 23.0, 21.555555555555557)","(18.0, 99999, 99990)"
07-12-2022 18:29:21.572725,"(5.0, 8.0, 7.0)","(3.3, 4.4, 4.716666666666667)","(10.0, 16.0, 13.75)","(9.0, 99999, 99990)","(2.7, 3.2, 2.972)","(31.0, 90.0, 64.0)","(21.0, 42.0, 37.0)","(15.0, 23.0, 21.3125)","(18.0, 99999, 99990)"
07-12-2022 18:29:24.290402,"(5.0, 8.0, 7.32)","(3.3, 4.8, 4.716666666666667)","(10.0, 15.5, 12.583333333333334)","(9.0, 99999, 99990)","(2.7, 3.2, 2.972)","(31.0, 90.0, 64.0)","(21.0, 40.0, 33.666666666666664)","(15.0, 22.0, 21.3125)","(18.0, 99999, 99990)"
07-12-2022 18:29:26.747789,"(5.0, 7.6, 6.822222222222222)","(3.3, 4.8, 4.7407407407407405)","(10.0, 15.5, 12.583333333333334)","(9.0, 99999, 99990)","(2.7, 3.15, 3.084)","(31.0, 90.0, 64.0)","(21.0, 34.0, 31.0)","(15.0, 25.0, 20.46666666666667)","(18.0, 99999, 99990)"
07-12-2022 18:29:29.060572,"(5.0, 7.6, 6.733333333333333)","(3.3, 4.8, 4.7407407407407405)","(10.0, 15.5, 12.583333333333334)","(9.0, 99999, 99990)","(2.7, 3.1, 2.9923076923076923)","(31.0, 90.0, 64.0)","(21.0, 44.0, 40.2)","(15.0, 24.0, 20.53846153846154)","(18.0, 99999, 99990)"
07-12-2022 18:29:31.332119,"(5.0, 7.4, 7.48)","(3.3, 4.8, 4.7407407407407405)","(10.0, 15.5, 12.583333333333334)","(9.0, 99999, 99990)","(2.7, 3.1, 3.06)","(31.0, 90.0, 64.0)","(21.0, 44.0, 40.2)","(15.0, 24.0, 20.0)","(18.0, 99999, 99990)"
07-12-2022 18:29:33.724767,"(5.0, 7.8, 6.822222222222222)","(3.3, 4.8, 4.7407407407407405)","(10.0, 15.5, 12.583333333333334)","(9.0, 99999, 99990)","(2.7, 3.05, 3.0244444444444443)","(31.0, 90.0, 64.0)","(21.0, 44.0, 40.2)","(15.0, 23.0, 21.285714285714285)","(18.0, 99999, 99990)"
07-12-2022 18:29:35.491346,"(5.0, 7.6, 6.822222222222222)","(3.3, 4.8, 4.571428571428571)","(10.0, 15.5, 12.583333333333334)","(9.0, 99999, 99990)","(2.7, 3.05, 2.978666666666667)","(31.0, 90.0, 64.0)","(21.0, 44.0, 40.2)","(15.0, 23.0, 19.333333333333332)","(18.0, 99999, 99990)"
07-12-2022 18:29:37.268596,"(5.0, 7.6, 6.822222222222222)","(3.3, 4.8, 4.571428571428571)","(10.0, 15.5, 12.583333333333334)","(9.0, 99999, 99990)","(2.7, 3.1, 3.006666666666667)","(31.0, 90.0, 64.0)","(21.0, 44.0, 40.2)","(15.0, 25.0, 20.833333333333332)","(18.0, 99999, 99990)"
07-12-2022 18:29:39.115365,"(5.0, 7.6, 6.733333333333333)","(3.3, 4.8, 4.571428571428571)","(10.0, 15.5, 12.583333333333334)","(9.0, 99999, 99990)","(2.7, 3.1, 3.006666666666667)","(31.0, 90.0, 64.0)","(21.0, 44.0, 40.2)","(15.0, 22.0, 21.0)","(18.0, 99999, 99990)"
07-12-2022 18:29:40.765673,"(5.0, 7.4, 7.7)","(3.3, 4.8, 3.9083333333333337)","(10.0, 15.5, 13.75)","(9.0, 99999, 99990)","(2.7, 3.1, 3.00375)","(31.0, 90.0, 58.0)","(21.0, 44.0, 36.666666666666664)","(15.0, 22.0, 18.333333333333332)","(18.0, 99999, 99990)"
07-12-2022 18:29:42.408711,"(5.0, 8.0, 7.0)","(3.3, 3.95, 3.936842105263158)","(10.0, 15.5, 13.11111111111111)","(9.0, 99999, 99990)","(2.7, 3.1, 2.9625)","(31.0, 85.0, 56.0)","(21.0, 42.0, 34.8)","(15.0, 23.0, 19.333333333333332)","(18.0, 99999, 99990)"
07-12-2022 18:29:44.367224,"(5.0, 8.0, 7.6)","(3.3, 4.6, 4.0636363636363635)","(10.0, 17.0, 12.714285714285714)","(9.0, 99999, 99990)","(2.7, 3.05, 2.9749999999999996)","(31.0, 80.0, 56.0)","(21.0, 40.0, 34.8)","(15.0, 24.0, 19.333333333333332)","(18.0, 99999, 99990)"
07-12-2022 18:29:46.482201,"(5.0, 7.8, 7.825)","(3.3, 4.5, 4.0636363636363635)","(10.0, 17.0, 14.666666666666666)","(9.0, 99999, 99990)","(2.7, 3.05, 3.0)","(31.0, 80.0, 56.0)","(21.0, 40.0, 34.8)","(15.0, 23.0, 21.6)","(18.0, 99999, 99990)"
07-12-2022 18:29:48.903416,"(5.0, 8.0, 7.65)","(3.3, 4.5, 3.7285714285714286)","(10.0, 16.0, 14.666666666666666)","(9.0, 99999, 99990)","(2.7, 3.05, 3.0593548387096776)","(31.0, 80.0, 56.0)","(21.0, 40.0, 34.8)","(15.0, 23.0, 21.6)","(18.0, 99999, 99990)"
07-12-2022 18:29:52.131188,"(5.0, 8.0, 7.533333333333333)","(3.3, 4.3, 4.175)","(10.0, 16.0, 14.0)","(9.0, 99999, 99990)","(2.7, 3.1, 3.025333333333333)","(31.0, 80.0, 56.0)","(21.0, 40.0, 35.666666666666664)","(15.0, 23.0, 21.0)","(18.0, 99999, 99990)"
07-12-2022 18:29:53.798010,"(5.0, 8.0, 7.533333333333333)","(3.3, 4.3, 4.175)","(10.0, 16.0, 14.333333333333334)","(9.0, 99999, 99990)","(2.7, 3.1, 3.006666666666667)","(31.0, 80.0, 56.0)","(21.0, 40.0, 35.666666666666664)","(15.0, 23.0, 21.0)","(18.0, 99999, 99990)"
07-12-2022 18:29:55.614127,"(5.0, 8.0, 7.533333333333333)","(3.3, 4.3, 4.175)","(10.0, 15.5, 14.333333333333334)","(9.0, 99999, 99990)","(2.7, 3.1, 2.991111111111111)","(31.0, 80.0, 56.0)","(21.0, 40.0, 35.666666666666664)","(15.0, 23.0, 21.7)","(18.0, 99999, 99990)"
07-12-2022 18:29:57.804412,"(5.0, 8.0, 7.533333333333333)","(3.3, 4.3, 4.175)","(10.0, 15.5, 14.333333333333334)","(9.0, 99999, 99990)","(2.7, 3.1, 3.002)","(31.0, 80.0, 56.0)","(21.0, 40.0, 35.666666666666664)","(15.0, 23.0, 18.666666666666668)","(18.0, 99999, 99990)"
07-12-2022 18:30:00.215344,"(5.0, 8.0, 7.533333333333333)","(3.3, 4.3, 4.175)","(10.0, 15.5, 12.538461538461538)","(9.0, 99999, 99990)","(2.7, 3.1, 3.002)","(31.0, 80.0, 56.0)","(21.0, 40.0, 35.666666666666664)","(15.0, 23.0, 18.666666666666668)","(18.0, 99999, 99990)"
07-12-2022 18:30:01.933213,"(5.0, 8.0, 7.533333333333333)","(3.3, 4.3, 4.175)","(10.0, 15.5, 12.875)","(9.0, 99999, 99990)","(2.7, 3.1, 3.002)","(31.0, 80.0, 56.0)","(21.0, 40.0, 35.666666666666664)","(15.0, 23.0, 21.916666666666664)","(18.0, 99999, 99990)"
07-12-2022 18:30:04.073469,"(5.0, 8.0, 6.949999999999999)","(3.3, 4.3, 4.175)","(10.0, 15.5, 13.428571428571429)","(9.0, 99999, 99990)","(2.7, 3.1, 3.0533333333333332)","(31.0, 80.0, 56.0)","(21.0, 40.0, 35.666666666666664)","(15.0, 23.0, 18.666666666666668)","(18.0, 99999, 99990)"
07-12-2022 18:30:05.727215,"(5.0, 8.0, 7.3999999999999995)","(3.3, 4.3, 4.175)","(10.0, 17.0, 14.666666666666666)","(9.0, 99999, 99990)","(2.7, 3.1, 3.0533333333333332)","(31.0, 80.0, 53.6)","(21.0, 40.0, 35.666666666666664)","(15.0, 23.0, 21.0)","(18.0, 99999, 99990)"
07-12-2022 18:30:07.391208,"(5.0, 7.8, 7.533333333333333)","(3.3, 4.3, 4.175)","(10.0, 16.0, 14.666666666666666)","(9.0, 99999, 99990)","(2.7, 3.1, 3.0533333333333332)","(31.0, 80.0, 53.6)","(21.0, 40.0, 35.666666666666664)","(15.0, 23.0, 21.0)","(18.0, 99999, 99990)"
07-12-2022 18:30:08.987509,"(5.0, 8.0, 7.533333333333333)","(3.3, 4.3, 4.175)","(10.0, 16.0, 14.666666666666666)","(9.0, 99999, 99990)","(2.7, 3.1, 3.0533333333333332)","(31.0, 80.0, 53.6)","(21.0, 40.0, 35.666666666666664)","(15.0, 23.0, 18.666666666666668)","(18.0, 99999, 99990)"
07-12-2022 18:30:10.540386,"(5.0, 8.0, 7.533333333333333)","(3.3, 4.3, 4.175)","(10.0, 16.0, 13.0)","(9.0, 99999, 99990)","(2.7, 3.1, 3.0533333333333332)","(31.0, 80.0, 53.6)","(21.0, 40.0, 35.666666666666664)","(15.0, 23.0, 21.0)","(18.0, 99999, 99990)"
07-12-2022 18:30:12.469228,"(5.0, 8.0, 7.533333333333333)","(3.3, 4.3, 4.1499999999999995)","(10.0, 16.0, 13.0)","(9.0, 99999, 99990)","(2.7, 3.1, 3.0533333333333332)","(31.0, 80.0, 53.6)","(21.0, 40.0, 35.666666666666664)","(15.0, 23.0, 21.0)","(18.0, 99999, 99990)"
07-12-2022 18:30:14.119280,"(5.5, 8.0, 7.533333333333333)","(3.3, 4.3, 4.1499999999999995)","(10.0, 16.0, 14.666666666666666)","(9.0, 99999, 99990)","(2.7, 3.1, 3.0533333333333332)","(31.0, 80.0, 60.285714285714285)","(21.0, 40.0, 35.666666666666664)","(15.0, 23.0, 21.142857142857142)","(17.0, 99999, 99990)"
07-12-2022 18:30:16.887734,"(5.5, 8.0, 7.533333333333333)","(3.3, 4.3, 4.1499999999999995)","(10.0, 16.0, 13.0)","(9.0, 99999, 99990)","(2.7, 3.1, 3.0533333333333332)","(31.0, 70.0, 53.14285714285714)","(21.0, 40.0, 35.666666666666664)","(15.0, 23.0, 21.0)","(17.0, 99999, 99990)"
07-12-2022 18:30:19.123005,"(5.5, 8.0, 7.533333333333333)","(3.3, 4.3, 3.6928571428571426)","(10.0, 16.0, 13.0)","(9.0, 99999, 99990)","(2.7, 3.1, 3.0591666666666666)","(31.0, 60.0, 53.14285714285714)","(21.0, 40.0, 35.666666666666664)","(15.0, 23.0, 21.0)","(17.0, 99999, 99990)"
07-12-2022 18:30:20.870010,"(5.5, 8.0, 7.8)","(3.3, 4.3, 3.88)","(10.0, 16.0, 13.0)","(9.0, 99999, 99990)","(2.7, 3.1, 3.045217391304348)","(31.0, 60.0, 53.14285714285714)","(21.0, 40.0, 35.666666666666664)","(15.0, 23.0, 21.7)","(17.0, 99999, 99990)"
07-12-2022 18:30:22.574512,"(5.5, 8.0, 7.8)","(3.3, 4.1, 3.88)","(10.0, 16.0, 12.615384615384615)","(9.0, 99999, 99990)","(2.7, 3.1, 3.0515384615384615)","(31.0, 60.0, 53.14285714285714)","(21.0, 40.0, 35.666666666666664)","(15.0, 23.0, 21.142857142857142)","(17.0, 99999, 99990)"
07-12-2022 18:30:24.184376,"(5.5, 8.0, 7.8)","(3.3, 4.1, 3.88)","(10.0, 16.0, 13.0)","(9.0, 99999, 99990)","(2.7, 3.1, 3.037777777777778)","(31.0, 60.0, 53.14285714285714)","(21.0, 40.0, 35.666666666666664)","(15.0, 23.0, 21.142857142857142)","(17.0, 99999, 99990)"
07-12-2022 18:30:25.772188,"(5.5, 8.0, 7.8)","(3.3, 4.1, 3.88)","(10.0, 16.0, 13.0)","(9.0, 99999, 99990)","(2.7, 3.1, 3.037777777777778)","(31.0, 60.0, 53.14285714285714)","(21.0, 40.0, 35.666666666666664)","(15.0, 23.0, 21.7)","(17.0, 99999, 99990)"
07-12-2022 18:30:27.302957,"(5.5, 8.0, 7.86)","(3.3, 4.1, 3.88)","(10.0, 16.0, 14.666666666666666)","(9.0, 99999, 99990)","(2.7, 3.1, 3.037777777777778)","(31.0, 60.0, 53.14285714285714)","(21.0, 40.0, 35.666666666666664)","(15.0, 23.0, 18.666666666666668)","(17.0, 99999, 99990)"
07-12-2022 18:30:28.976320,"(5.5, 8.0, 7.86)","(3.3, 4.1, 4.1125)","(10.0, 16.0, 14.333333333333334)","(9.0, 99999, 99990)","(2.7, 3.1, 3.037777777777778)","(31.0, 60.0, 53.14285714285714)","(21.0, 40.0, 37.33333333333333)","(15.0, 23.0, 18.333333333333332)","(17.0, 99999, 99990)"
07-12-2022 18:30:34.097206,"(5.5, 8.0, 7.8)","(3.3, 4.2, 3.838888888888889)","(10.0, 15.5, 14.333333333333334)","(9.0, 99999, 99990)","(2.7, 3.1, 3.037777777777778)","(31.0, 60.0, 53.14285714285714)","(21.0, 40.0, 35.6)","(15.0, 22.0, 21.083333333333332)","(17.0, 99999, 99990)"
07-12-2022 18:30:35.918555,"(5.5, 8.0, 7.86)","(3.3, 4.2, 3.838888888888889)","(10.0, 15.5, 15.666666666666666)","(9.0, 99999, 99990)","(2.7, 3.1, 3.037777777777778)","(31.0, 60.0, 53.14285714285714)","(21.0, 40.0, 37.714285714285715)","(15.0, 22.0, 20.333333333333332)","(17.0, 99999, 99990)"
07-12-2022 18:30:37.592034,"(5.5, 8.0, 7.533333333333333)","(3.3, 4.2, 3.838888888888889)","(10.0, 17.5, 14.166666666666666)","(9.0, 99999, 99990)","(2.7, 3.1, 3.1559999999999997)","(31.0, 60.0, 53.14285714285714)","(21.0, 40.0, 42.0)","(15.0, 22.0, 20.9)","(17.0, 99999, 99990)"
07-12-2022 18:30:39.271732,"(5.5, 8.0, 7.533333333333333)","(3.3, 4.2, 3.838888888888889)","(10.0, 17.5, 15.125)","(9.0, 99999, 99990)","(2.7, 3.3, 3.1248484848484845)","(31.0, 60.0, 76.83333333333333)","(21.0, 46.0, 38.8)","(15.0, 22.0, 20.9)","(17.0, 99999, 99990)"
07-12-2022 18:30:41.085689,"(5.5, 8.0, 7.533333333333333)","(3.3, 4.2, 3.7714285714285714)","(10.0, 16.5, 13.454545454545455)","(9.0, 99999, 99990)","(2.7, 3.3, 3.1248484848484845)","(31.0, 85.0, 64.4375)","(21.0, 46.0, 38.8)","(15.0, 22.0, 20.571428571428573)","(17.0, 99999, 99990)"
07-12-2022 18:30:42.880722,"(5.5, 8.0, 7.533333333333333)","(3.3, 4.2, 3.84)","(10.0, 15.5, 13.181818181818182)","(9.0, 99999, 99990)","(2.7, 3.3, 3.0741176470588236)","(31.0, 85.0, 63.2)","(21.0, 46.0, 38.8)","(15.0, 22.0, 21.166666666666668)","(17.0, 99999, 99990)"
07-12-2022 18:30:44.791787,"(5.5, 8.0, 7.8)","(3.3, 4.1, 3.8291666666666666)","(10.0, 15.0, 12.90909090909091)","(9.0, 99999, 99990)","(2.7, 3.25, 3.146153846153846)","(31.0, 75.0, 60.2)","(21.0, 46.0, 38.8)","(15.0, 22.0, 20.428571428571427)","(17.0, 99999, 99990)"
07-12-2022 18:30:46.519369,"(5.5, 8.0, 7.86)","(3.3, 4.1, 3.8291666666666666)","(10.0, 14.5, 15.071428571428571)","(9.0, 99999, 99990)","(2.7, 3.25, 3.0936842105263156)","(31.0, 75.0, 57.5)","(21.0, 46.0, 38.8)","(15.0, 22.0, 20.9)","(17.0, 99999, 99990)"
07-12-2022 18:30:48.965091,"(5.5, 8.0, 7.86)","(3.3, 4.1, 3.69375)","(10.0, 16.0, 13.9)","(9.0, 99999, 99990)","(2.7, 3.25, 3.0828571428571427)","(31.0, 70.0, 57.5)","(21.0, 46.0, 38.8)","(15.0, 22.0, 20.2)","(17.0, 99999, 99990)"
07-12-2022 18:30:51.204255,"(5.5, 8.0, 7.533333333333333)","(3.3, 4.1, 3.69375)","(10.0, 16.0, 13.307692307692308)","(9.0, 99999, 99990)","(2.7, 3.25, 3.22)","(31.0, 70.0, 57.5)","(21.0, 46.0, 38.8)","(15.0, 22.0, 20.875)","(17.0, 99999, 99990)"
07-12-2022 18:30:53.140618,"(5.5, 8.0, 7.163636363636364)","(3.3, 4.1, 3.69375)","(10.0, 16.0, 13.307692307692308)","(9.0, 99999, 99990)","(2.7, 3.25, 3.1763636363636363)","(31.0, 70.0, 73.75)","(21.0, 46.0, 38.8)","(15.0, 22.0, 20.875)","(17.0, 99999, 99990)"
07-12-2022 18:30:54.931931,"(5.5, 7.8, 6.8)","(3.3, 4.1, 3.585714285714286)","(10.0, 16.0, 12.4)","(9.0, 99999, 99990)","(2.7, 3.25, 3.205)","(31.0, 75.0, 79.875)","(21.0, 46.0, 38.8)","(15.0, 22.0, 19.333333333333332)","(17.0, 99999, 99990)"
07-12-2022 18:30:56.603879,"(5.5, 7.8, 6.8)","(3.3, 4.1, 3.585714285714286)","(10.0, 16.0, 13.833333333333334)","(9.0, 99999, 99990)","(2.7, 3.25, 3.205)","(31.0, 85.0, 66.5)","(21.0, 46.0, 38.8)","(15.0, 22.0, 19.333333333333332)","(17.0, 99999, 99990)"
07-12-2022 18:30:58.195246,"(5.5, 7.8, 6.8)","(3.3, 4.1, 3.585714285714286)","(10.0, 15.0, 12.5)","(9.0, 99999, 99990)","(2.7, 3.25, 3.205)","(31.0, 85.0, 73.33333333333333)","(21.0, 46.0, 38.8)","(15.0, 22.0, 19.333333333333332)","(17.0, 99999, 99990)"
07-12-2022 18:30:59.803109,"(5.5, 7.8, 6.8)","(3.3, 4.1, 3.585714285714286)","(10.0, 15.0, 12.5)","(9.0, 99999, 99990)","(2.7, 3.25, 3.205)","(31.0, 85.0, 80.0)","(21.0, 46.0, 38.8)","(15.0, 22.0, 19.333333333333332)","(17.0, 99999, 99990)"
07-12-2022 18:31:01.333436,"(5.5, 7.8, 6.8)","(3.2, 4.1, 3.585714285714286)","(10.0, 15.0, 12.5)","(9.0, 99999, 99990)","(2.7, 3.25, 3.205)","(31.0, 85.0, 76.66666666666667)","(26.0, 46.0, 38.8)","(15.0, 22.0, 19.333333333333332)","(17.0, 99999, 99990)"
07-12-2022 18:31:04.653526,"(5.5, 7.8, 6.8)","(3.2, 4.1, 3.585714285714286)","(10.0, 15.0, 12.5)","(9.0, 99999, 99990)","(2.7, 3.25, 3.205)","(31.0, 85.0, 74.54545454545455)","(26.0, 46.0, 38.8)","(15.0, 22.0, 19.333333333333332)","(17.0, 99999, 99990)"
07-12-2022 18:31:06.596524,"(5.5, 7.8, 7.2615384615384615)","(3.2, 4.1, 3.5357142857142856)","(10.0, 15.0, 12.653846153846153)","(9.0, 99999, 99990)","(2.7, 3.25, 3.1705882352941175)","(31.0, 80.0, 74.54545454545455)","(26.0, 46.0, 38.8)","(15.0, 22.0, 19.333333333333332)","(17.0, 99999, 99990)"
07-12-2022 18:31:08.576876,"(5.5, 7.8, 7.2615384615384615)","(3.2, 3.75, 3.5500000000000003)","(10.0, 14.5, 13.571428571428571)","(9.0, 99999, 99990)","(2.7, 3.25, 3.1931818181818183)","(31.0, 80.0, 74.54545454545455)","(26.0, 46.0, 38.8)","(15.0, 22.0, 20.428571428571427)","(17.0, 99999, 99990)"
07-12-2022 18:31:10.782299,"(5.5, 7.8, 7.163636363636364)","(3.2, 3.75, 3.5500000000000003)","(10.0, 14.0, 14.375)","(9.0, 99999, 99990)","(2.7, 3.25, 3.2333333333333334)","(31.0, 75.0, 72.0)","(26.0, 46.0, 38.8)","(15.0, 22.0, 20.333333333333332)","(17.0, 99999, 99990)"
07-12-2022 18:31:12.389120,"(5.5, 7.8, 7.163636363636364)","(3.2, 3.75, 3.5500000000000003)","(10.0, 15.5, 12.615384615384615)","(9.0, 99999, 99990)","(2.7, 3.3, 3.2624999999999997)","(31.0, 75.0, 73.33333333333333)","(26.0, 46.0, 38.8)","(15.0, 22.0, 20.2)","(17.0, 99999, 99990)"
07-12-2022 18:31:13.937949,"(5.5, 7.8, 7.163636363636364)","(3.2, 3.75, 3.3874999999999997)","(10.0, 14.5, 12.615384615384615)","(9.0, 99999, 99990)","(2.7, 3.3, 3.28)","(31.0, 75.0, 72.5)","(26.0, 46.0, 38.8)","(15.0, 22.0, 20.2)","(17.0, 99999, 99990)"
07-12-2022 18:31:15.703267,"(5.5, 7.8, 7.628571428571428)","(3.2, 4.0, 3.3874999999999997)","(10.0, 14.5, 13.722222222222221)","(9.0, 99999, 99990)","(2.7, 3.3, 3.1666666666666665)","(31.0, 75.0, 72.5)","(26.0, 46.0, 41.0)","(15.0, 22.0, 21.0)","(17.0, 99999, 99990)"
07-12-2022 18:31:17.357851,"(5.5, 7.8, 7.65)","(3.2, 4.0, 3.475)","(10.0, 14.5, 13.5)","(9.0, 99999, 99990)","(2.7, 3.5, 3.275)","(31.0, 75.0, 72.5)","(26.0, 46.0, 41.0)","(15.0, 22.0, 20.0)","(17.0, 99999, 99990)"
07-12-2022 18:31:19.032330,"(5.5, 8.0, 7.2444444444444445)","(3.2, 4.0, 3.45625)","(10.0, 14.5, 13.59090909090909)","(9.0, 99999, 99990)","(2.7, 3.35, 3.275)","(31.0, 75.0, 72.5)","(26.0, 46.0, 41.0)","(15.0, 22.0, 21.22222222222222)","(17.0, 99999, 99990)"
07-12-2022 18:31:20.583252,"(5.5, 7.8, 7.383333333333333)","(3.2, 3.85, 3.432142857142857)","(10.0, 14.5, 13.73076923076923)","(9.0, 99999, 99990)","(2.7, 3.35, 3.2136363636363634)","(31.0, 75.0, 72.5)","(26.0, 46.0, 42.4)","(15.0, 22.0, 21.22222222222222)","(17.0, 99999, 99990)"
07-12-2022 18:31:22.823601,"(5.5, 7.8, 7.883333333333333)","(3.1, 3.85, 3.444444444444444)","(10.0, 14.5, 13.73076923076923)","(9.0, 99999, 99990)","(2.6, 3.35, 3.275)","(41.0, 75.0, 72.5)","(26.0, 46.0, 42.4)","(15.0, 22.0, 21.22222222222222)","(18.0, 99999, 99990)"
07-12-2022 18:31:24.535626,"(5.5, 8.0, 7.4)","(3.1, 3.8, 3.44375)","(10.0, 14.5, 13.884615384615385)","(9.0, 99999, 99990)","(2.6, 3.35, 3.3000000000000003)","(41.0, 75.0, 72.5)","(26.0, 46.0, 42.0)","(15.0, 22.0, 21.22222222222222)","(18.0, 99999, 99990)"
07-12-2022 18:31:26.337212,"(5.5, 8.0, 7.4)","(3.1, 3.75, 3.44375)","(10.0, 14.5, 13.884615384615385)","(9.0, 99999, 99990)","(2.6, 3.35, 3.216666666666667)","(41.0, 75.0, 72.5)","(26.0, 46.0, 42.0)","(15.0, 22.0, 21.22222222222222)","(18.0, 99999, 99990)"
07-12-2022 18:31:29.224843,"(5.5, 8.0, 7.916666666666667)","(3.1, 3.75, 3.421875)","(10.0, 14.5, 13.884615384615385)","(9.0, 99999, 99990)","(2.6, 3.35, 3.216666666666667)","(41.0, 75.0, 72.5)","(26.0, 46.0, 42.0)","(15.0, 22.0, 21.22222222222222)","(18.0, 99999, 99990)"
07-12-2022 18:31:31.153144,"(5.5, 8.0, 7.76)","(3.1, 3.75, 3.5625)","(10.0, 14.5, 13.6)","(9.0, 99999, 99990)","(2.6, 3.35, 3.31)","(41.0, 75.0, 72.85714285714286)","(26.0, 46.0, 42.0)","(15.0, 22.0, 20.666666666666668)","(18.0, 99999, 99990)"
07-12-2022 18:31:33.041512,"(5.5, 8.0, 8.25)","(3.1, 3.65, 3.5625)","(10.0, 14.5, 13.583333333333334)","(9.0, 99999, 99990)","(2.6, 3.35, 3.2964285714285717)","(41.0, 75.0, 72.85714285714286)","(26.0, 48.0, 42.54545454545455)","(15.0, 23.0, 21.0)","(18.0, 99999, 99990)"
07-12-2022 18:31:34.610497,"(5.5, 8.4, 7.8)","(3.1, 3.65, 3.5625)","(10.0, 16.5, 14.5)","(9.0, 99999, 99990)","(2.6, 3.35, 3.3142857142857145)","(41.0, 75.0, 72.85714285714286)","(26.0, 48.0, 41.75)","(15.0, 23.0, 21.0)","(18.0, 99999, 99990)"
07-12-2022 18:31:36.423529,"(5.5, 8.2, 7.3875)","(3.0, 3.65, 3.5625)","(10.0, 16.0, 13.375)","(9.0, 99999, 99990)","(2.6, 3.35, 3.3142857142857145)","(41.0, 75.0, 72.85714285714286)","(26.0, 48.0, 46.75)","(15.0, 22.0, 21.0)","(18.0, 99999, 99990)"
07-12-2022 18:31:37.991288,"(5.5, 8.2, 7.68)","(3.0, 3.65, 3.5625)","(10.0, 16.0, 13.375)","(9.0, 99999, 99990)","(2.6, 3.35, 3.31875)","(41.0, 75.0, 52.25)","(26.0, 48.0, 46.75)","(15.0, 22.0, 21.0)","(18.0, 99999, 99990)"
07-12-2022 18:31:39.643520,"(6.0, 8.0, 7.822222222222222)","(3.0, 3.65, 3.5625)","(10.0, 16.0, 14.25)","(9.0, 99999, 99990)","(2.6, 3.35, 3.238157894736842)","(41.0, 55.0, 52.25)","(26.0, 48.0, 46.75)","(16.0, 22.0, 21.0)","(18.0, 99999, 99990)"
07-12-2022 18:31:41.070834,"(6.0, 8.0, 7.822222222222222)","(3.0, 3.65, 3.6)","(10.0, 16.0, 14.25)","(9.0, 99999, 99990)","(2.6, 3.35, 3.2285714285714286)","(41.0, 55.0, 52.25)","(26.0, 48.0, 46.75)","(16.0, 22.0, 20.238095238095237)","(18.0, 99999, 99990)"
07-12-2022 18:31:42.505943,"(6.0, 8.0, 7.822222222222222)","(3.0, 3.65, 3.6)","(10.0, 16.0, 14.25)","(9.0, 99999, 99990)","(2.6, 3.35, 3.275)","(41.0, 55.0, 52.25)","(26.0, 48.0, 39.42857142857143)","(16.0, 25.0, 21.071428571428573)","(18.0, 99999, 99990)"
07-12-2022 18:31:43.983335,"(6.0, 8.0, 7.68)","(3.0, 3.65, 3.525)","(10.0, 16.0, 14.25)","(9.0, 99999, 99990)","(2.6, 3.35, 3.25)","(41.0, 55.0, 52.25)","(26.0, 48.0, 39.42857142857143)","(16.0, 25.0, 20.53846153846154)","(18.0, 99999, 99990)"
