,Art Major,Bucks,Jaffastock,Tametomo,Allyrock,Rippa Choice,Roederer
08-01-2023 14:54:44.718719,"(2.9, 3.45, 3.423684210526316)","(5.5, 8.0, 7.807142857142857)","(4.8, 7.0, 6.833333333333333)","(4.2, 5.6, 5.449999999999999)","(7.0, 8.8, 8.438095238095238)","(7.5, 9.0, 8.980487804878049)","(51.0, 100.0, 85.0)"
08-01-2023 14:54:45.790275,"(2.9, 3.45, 3.423684210526316)","(5.5, 8.0, 7.807142857142857)","(4.8, 7.0, 6.833333333333333)","(4.2, 5.6, 5.449999999999999)","(7.0, 8.8, 8.438095238095238)","(7.5, 9.0, 8.980487804878049)","(51.0, 100.0, 85.0)"
08-01-2023 14:54:46.817292,"(2.9, 3.45, 3.423684210526316)","(5.5, 8.0, 7.807142857142857)","(4.8, 7.0, 6.833333333333333)","(4.2, 5.6, 5.449999999999999)","(7.0, 8.8, 8.438095238095238)","(7.5, 9.0, 8.980487804878049)","(51.0, 100.0, 85.0)"
08-01-2023 14:54:47.733126,"(2.9, 3.45, 3.423684210526316)","(5.5, 8.0, 7.807142857142857)","(4.8, 7.0, 6.833333333333333)","(4.2, 5.6, 5.449999999999999)","(7.0, 8.8, 8.438095238095238)","(7.5, 9.0, 8.980487804878049)","(51.0, 100.0, 85.0)"
08-01-2023 14:54:48.718641,"(2.9, 3.45, 3.423684210526316)","(5.5, 8.0, 7.807142857142857)","(4.8, 7.0, 6.833333333333333)","(4.2, 5.6, 5.449999999999999)","(7.0, 8.8, 8.666666666666668)","(7.5, 9.0, 8.980487804878049)","(51.0, 100.0, 85.0)"
08-01-2023 14:54:49.718590,"(2.9, 3.45, 3.423684210526316)","(5.5, 8.0, 7.807142857142857)","(4.8, 7.0, 6.833333333333333)","(4.2, 5.6, 5.449999999999999)","(7.0, 8.8, 8.666666666666668)","(7.5, 9.0, 8.980487804878049)","(51.0, 100.0, 85.0)"
08-01-2023 14:54:50.769056,"(2.9, 3.4, 3.3675)","(5.5, 8.0, 7.807142857142857)","(4.8, 7.0, 6.833333333333333)","(4.2, 5.6, 5.449999999999999)","(7.0, 8.8, 8.666666666666668)","(7.5, 9.0, 8.980487804878049)","(51.0, 100.0, 85.0)"
08-01-2023 14:54:51.778717,"(2.9, 3.4, 3.3675)","(5.5, 8.0, 7.807142857142857)","(4.8, 7.0, 6.833333333333333)","(4.2, 5.6, 5.449999999999999)","(7.0, 8.8, 8.666666666666668)","(7.5, 9.0, 8.980487804878049)","(51.0, 100.0, 85.0)"
08-01-2023 14:54:52.780990,"(2.9, 3.4, 3.3675)","(5.5, 8.0, 7.807142857142857)","(4.8, 7.0, 6.833333333333333)","(4.2, 5.6, 5.449999999999999)","(7.0, 8.8, 8.666666666666668)","(7.5, 9.0, 8.980487804878049)","(51.0, 100.0, 85.0)"
08-01-2023 14:54:53.831133,"(2.9, 3.35, 3.2091836734693877)","(5.5, 8.0, 7.807142857142857)","(4.8, 7.0, 6.833333333333333)","(4.2, 5.8, 5.3625)","(7.0, 8.8, 8.666666666666668)","(7.5, 9.0, 8.980487804878049)","(51.0, 100.0, 85.0)"
08-01-2023 14:54:54.881336,"(2.9, 3.35, 3.2091836734693877)","(5.5, 8.0, 7.807142857142857)","(4.8, 7.0, 6.833333333333333)","(4.2, 5.8, 5.3625)","(7.0, 8.8, 8.666666666666668)","(7.5, 9.0, 8.980487804878049)","(51.0, 100.0, 85.0)"
08-01-2023 14:54:55.897063,"(2.9, 3.35, 3.2091836734693877)","(5.5, 8.0, 7.807142857142857)","(4.8, 7.0, 6.833333333333333)","(4.2, 5.8, 5.345454545454546)","(7.0, 8.8, 8.666666666666668)","(7.5, 9.0, 8.980487804878049)","(51.0, 100.0, 85.0)"
08-01-2023 14:54:56.877500,"(2.9, 3.35, 3.2091836734693877)","(5.5, 8.0, 7.807142857142857)","(4.8, 7.0, 6.833333333333333)","(4.2, 5.8, 5.345454545454546)","(7.0, 8.8, 8.666666666666668)","(7.5, 9.0, 9.1625)","(51.0, 100.0, 92.5)"
08-01-2023 14:54:57.933321,"(2.9, 3.35, 3.251075268817204)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.8, 5.341666666666667)","(7.0, 8.8, 8.72)","(7.5, 9.2, 9.174999999999999)","(51.0, 100.0, 92.5)"
08-01-2023 14:54:58.977246,"(2.9, 3.35, 3.251075268817204)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.8, 5.341666666666667)","(7.0, 8.8, 8.72)","(7.5, 9.2, 9.174999999999999)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:00.002061,"(2.9, 3.35, 3.251075268817204)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.8, 5.38)","(7.0, 8.8, 8.72)","(7.5, 9.2, 9.192307692307692)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:00.997431,"(2.9, 3.35, 3.251075268817204)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.7, 5.38)","(7.0, 8.8, 8.72)","(7.5, 9.2, 9.689655172413794)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:01.894593,"(2.9, 3.35, 3.251075268817204)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.7, 5.38)","(7.0, 8.8, 8.72)","(7.5, 9.8, 9.689655172413794)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:02.978383,"(2.9, 3.35, 3.251075268817204)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.7, 5.38)","(7.0, 8.8, 8.72)","(7.5, 9.8, 9.700000000000001)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:04.069516,"(2.9, 3.35, 3.251075268817204)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.7, 5.355555555555555)","(7.0, 8.8, 8.72)","(7.5, 9.8, 9.64)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:05.051626,"(2.9, 3.35, 3.251075268817204)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.8, 5.355555555555555)","(7.0, 8.8, 8.72)","(7.5, 9.8, 9.64)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:06.079486,"(2.9, 3.35, 3.251075268817204)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.8, 5.355555555555555)","(7.0, 8.8, 8.72)","(7.5, 9.8, 9.64)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:07.368958,"(2.9, 3.35, 3.251075268817204)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.8, 5.355555555555555)","(7.0, 8.8, 8.72)","(7.5, 9.8, 9.64)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:08.530375,"(2.9, 3.35, 3.251075268817204)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.8, 5.355555555555555)","(7.0, 8.8, 8.600000000000001)","(7.5, 9.8, 9.64)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:09.659389,"(2.9, 3.35, 3.251075268817204)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.8, 5.355555555555555)","(7.0, 8.8, 8.600000000000001)","(7.5, 9.8, 9.64)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:10.809829,"(2.9, 3.35, 3.251063829787234)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.8, 5.355555555555555)","(7.0, 8.8, 8.600000000000001)","(7.5, 9.8, 9.64)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:11.900149,"(2.9, 3.35, 3.251063829787234)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.8, 5.355555555555555)","(7.0, 8.8, 8.600000000000001)","(7.5, 9.8, 9.64)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:13.020598,"(2.9, 3.35, 3.251063829787234)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.8, 5.355555555555555)","(7.0, 8.8, 8.600000000000001)","(7.5, 9.8, 9.64)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:14.127156,"(2.9, 3.35, 3.251063829787234)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.8, 5.355555555555555)","(7.0, 8.8, 8.600000000000001)","(7.5, 9.8, 9.24)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:15.227953,"(2.9, 3.35, 3.251063829787234)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.8, 5.355555555555555)","(7.0, 8.8, 8.457142857142857)","(7.5, 9.8, 9.038709677419355)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:16.243839,"(2.9, 3.35, 3.251063829787234)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.8, 5.355555555555555)","(7.0, 8.8, 8.457142857142857)","(7.5, 9.4, 9.009302325581396)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:17.298521,"(2.9, 3.35, 3.3)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.8, 5.355555555555555)","(7.0, 8.8, 8.457142857142857)","(7.5, 9.4, 9.009302325581396)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:18.345975,"(2.9, 3.35, 3.3)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.8, 5.355555555555555)","(7.0, 8.8, 8.457142857142857)","(7.5, 9.4, 9.009302325581396)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:19.379230,"(2.9, 3.35, 3.3)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.8, 5.355555555555555)","(7.0, 8.8, 8.457142857142857)","(7.5, 9.4, 9.009302325581396)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:20.346885,"(2.9, 3.35, 3.3)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.8, 5.355555555555555)","(7.0, 8.8, 8.457142857142857)","(7.5, 9.4, 9.009302325581396)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:21.341721,"(2.9, 3.35, 3.3)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.8, 5.355555555555555)","(7.0, 8.8, 8.457142857142857)","(7.5, 9.4, 9.009302325581396)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:22.418113,"(2.9, 3.35, 3.3)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.8, 5.355555555555555)","(7.0, 8.8, 8.457142857142857)","(7.5, 9.4, 9.009302325581396)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:23.494645,"(2.9, 3.35, 3.3)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.8, 5.355555555555555)","(7.0, 8.8, 8.457142857142857)","(7.5, 9.4, 9.009302325581396)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:24.462873,"(2.9, 3.35, 3.3)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.8, 5.355555555555555)","(7.0, 8.8, 8.457142857142857)","(7.5, 9.4, 9.009302325581396)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:25.476234,"(2.9, 3.35, 3.3)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.7, 5.38)","(7.0, 8.8, 8.457142857142857)","(7.5, 9.4, 9.009302325581396)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:26.582912,"(2.9, 3.35, 3.3)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.7, 5.38)","(7.0, 8.8, 8.457142857142857)","(7.5, 9.4, 9.009302325581396)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:27.664385,"(2.9, 3.35, 3.3)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.7, 5.38)","(7.0, 8.8, 8.457142857142857)","(7.5, 9.4, 9.009302325581396)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:28.687177,"(2.9, 3.35, 3.2666666666666666)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.7, 5.62)","(7.0, 8.8, 8.457142857142857)","(7.5, 9.4, 9.009302325581396)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:29.713240,"(2.9, 3.35, 3.2666666666666666)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.7, 5.62)","(7.0, 8.8, 8.457142857142857)","(7.5, 9.4, 9.009302325581396)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:30.727183,"(2.9, 3.35, 3.2666666666666666)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.7, 5.62)","(7.0, 8.8, 8.457142857142857)","(7.5, 9.4, 9.009302325581396)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:31.765492,"(2.9, 3.35, 3.2666666666666666)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.7, 5.62)","(7.0, 8.8, 8.457142857142857)","(7.5, 9.4, 9.009302325581396)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:32.855218,"(2.9, 3.35, 3.2666666666666666)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.7, 5.565)","(7.0, 8.8, 8.457142857142857)","(7.5, 9.4, 9.009302325581396)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:33.902401,"(2.9, 3.35, 3.2666666666666666)","(5.5, 8.0, 7.843478260869565)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.7, 5.565)","(7.0, 8.8, 8.457142857142857)","(7.5, 9.4, 9.009302325581396)","(51.0, 100.0, 92.5)"
08-01-2023 14:55:34.802089,"(2.9, 3.35, 3.2666666666666666)","(5.5, 8.0, 7.899065420560747)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.7, 5.565)","(7.0, 8.6, 8.410526315789474)","(7.5, 9.4, 9.212903225806452)","(51.0, 100.0, 95.0)"
08-01-2023 14:55:35.823228,"(2.9, 3.35, 3.2666666666666666)","(5.5, 8.0, 7.899065420560747)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.7, 5.565)","(7.0, 8.6, 8.410526315789474)","(7.5, 9.4, 9.212903225806452)","(51.0, 100.0, 95.0)"
08-01-2023 14:55:36.870586,"(2.9, 3.35, 3.2666666666666666)","(5.5, 8.0, 7.899065420560747)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.7, 5.565)","(7.0, 8.6, 8.410526315789474)","(7.5, 9.4, 9.212903225806452)","(51.0, 100.0, 95.0)"
08-01-2023 14:55:37.848068,"(2.9, 3.35, 3.2666666666666666)","(5.5, 8.0, 7.899065420560747)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.7, 5.565)","(7.0, 8.6, 8.410526315789474)","(7.5, 9.4, 9.212903225806452)","(51.0, 100.0, 95.0)"
08-01-2023 14:55:38.884807,"(2.9, 3.35, 3.2666666666666666)","(5.5, 8.0, 7.899065420560747)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.7, 5.565)","(7.0, 8.6, 8.410526315789474)","(7.5, 9.4, 9.212903225806452)","(51.0, 100.0, 95.0)"
08-01-2023 14:55:39.904415,"(2.9, 3.35, 3.2666666666666666)","(5.5, 8.0, 7.899065420560747)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.7, 5.565)","(7.0, 8.6, 8.410526315789474)","(7.5, 9.4, 9.212903225806452)","(51.0, 100.0, 95.0)"
08-01-2023 14:55:40.908250,"(2.9, 3.35, 3.2818181818181817)","(5.5, 8.0, 7.899065420560747)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.7, 5.565)","(7.0, 8.6, 8.410526315789474)","(7.5, 9.4, 9.212903225806452)","(51.0, 100.0, 95.0)"
08-01-2023 14:55:41.887435,"(2.9, 3.35, 3.2818181818181817)","(5.5, 8.0, 7.899065420560747)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.7, 5.565)","(7.0, 8.6, 8.410526315789474)","(7.5, 9.4, 9.212903225806452)","(51.0, 100.0, 95.0)"
08-01-2023 14:55:42.899405,"(2.9, 3.35, 3.2818181818181817)","(5.5, 8.0, 7.899065420560747)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.6, 5.5375)","(7.0, 8.6, 8.410526315789474)","(7.5, 9.4, 9.212903225806452)","(51.0, 100.0, 95.0)"
08-01-2023 14:55:43.932708,"(2.9, 3.35, 3.2818181818181817)","(5.5, 8.0, 7.899065420560747)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.6, 5.5375)","(7.0, 8.6, 8.410526315789474)","(7.5, 9.4, 9.212903225806452)","(51.0, 100.0, 95.0)"
08-01-2023 14:55:45.017270,"(2.9, 3.35, 3.2818181818181817)","(5.5, 8.0, 7.899065420560747)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.6, 5.5375)","(7.0, 8.6, 8.410526315789474)","(7.5, 9.4, 9.212903225806452)","(51.0, 100.0, 95.0)"
08-01-2023 14:55:46.142848,"(2.9, 3.35, 3.2818181818181817)","(5.5, 8.0, 7.899065420560747)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.6, 5.5375)","(7.0, 8.6, 8.410526315789474)","(7.5, 9.4, 9.212903225806452)","(51.0, 100.0, 95.0)"
08-01-2023 14:55:47.122091,"(2.9, 3.35, 3.2818181818181817)","(5.5, 8.0, 7.899065420560747)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.6, 5.5375)","(7.0, 8.6, 8.410526315789474)","(7.5, 9.4, 9.212903225806452)","(51.0, 100.0, 95.0)"
08-01-2023 14:55:48.124186,"(2.9, 3.35, 3.2818181818181817)","(5.5, 8.0, 7.899065420560747)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.6, 5.5375)","(7.0, 8.6, 8.410526315789474)","(7.5, 9.4, 9.212903225806452)","(51.0, 100.0, 95.0)"
08-01-2023 14:55:49.345729,"(2.9, 3.35, 3.2818181818181817)","(5.5, 8.0, 7.899065420560747)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.6, 5.541176470588235)","(7.0, 8.6, 8.410526315789474)","(7.5, 9.4, 9.212903225806452)","(51.0, 100.0, 95.0)"
08-01-2023 14:55:50.473564,"(2.9, 3.35, 3.2818181818181817)","(5.5, 8.0, 7.875862068965517)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.6, 5.541176470588235)","(7.0, 8.6, 8.410526315789474)","(7.5, 9.4, 9.212903225806452)","(51.0, 100.0, 95.0)"
08-01-2023 14:55:51.582797,"(2.9, 3.35, 3.2818181818181817)","(5.5, 8.0, 7.875862068965517)","(4.8, 7.0, 6.857142857142857)","(4.2, 5.6, 5.541176470588235)","(7.0, 8.6, 8.410526315789474)","(7.5, 9.4, 9.212903225806452)","(51.0, 100.0, 95.0)"
08-01-2023 14:55:52.844052,"(2.9, 3.35, 3.2818181818181817)","(5.5, 8.0, 7.875862068965517)","(4.8, 7.0, 6.828571428571428)","(4.2, 5.6, 5.541176470588235)","(7.0, 8.6, 8.410526315789474)","(7.5, 9.4, 9.212903225806452)","(51.0, 100.0, 95.0)"
08-01-2023 14:55:53.843293,"(2.9, 3.35, 3.2818181818181817)","(5.5, 8.0, 7.875862068965517)","(4.8, 7.0, 6.828571428571428)","(4.2, 5.6, 5.541176470588235)","(7.0, 8.6, 8.410526315789474)","(7.5, 9.4, 9.221538461538461)","(51.0, 100.0, 95.0)"
08-01-2023 14:55:55.035357,"(2.9, 3.35, 3.269230769230769)","(5.5, 8.0, 7.875862068965517)","(4.8, 7.0, 6.676923076923077)","(4.2, 5.6, 5.66)","(7.0, 8.6, 8.408695652173913)","(7.5, 9.4, 9.221538461538461)","(51.0, 100.0, 95.0)"
08-01-2023 14:55:56.101302,"(2.9, 3.35, 3.269230769230769)","(5.5, 8.0, 7.875862068965517)","(4.8, 7.0, 6.676923076923077)","(4.2, 5.8, 5.66)","(7.0, 8.6, 8.408695652173913)","(7.5, 9.4, 9.221538461538461)","(51.0, 100.0, 95.0)"
08-01-2023 14:55:57.099541,"(2.9, 3.35, 3.269230769230769)","(5.5, 8.0, 7.881818181818182)","(4.8, 7.0, 6.79047619047619)","(4.2, 5.8, 5.66)","(7.0, 8.6, 8.2625)","(7.5, 9.4, 9.217721518987341)","(51.0, 100.0, 95.0)"
08-01-2023 14:55:58.111189,"(2.9, 3.35, 3.269230769230769)","(5.5, 8.0, 7.881818181818182)","(4.8, 7.0, 6.79047619047619)","(4.2, 5.8, 5.66)","(7.0, 8.6, 8.2625)","(7.5, 9.4, 9.217721518987341)","(51.0, 100.0, 95.0)"
08-01-2023 14:55:59.142686,"(2.9, 3.25, 3.1928571428571426)","(5.5, 8.0, 7.881818181818182)","(4.8, 7.0, 6.79047619047619)","(4.2, 5.9, 5.681818181818182)","(7.0, 8.4, 8.311111111111112)","(7.5, 9.4, 9.217721518987341)","(51.0, 100.0, 95.0)"
08-01-2023 14:56:00.151363,"(2.9, 3.25, 3.1928571428571426)","(5.5, 8.0, 7.881818181818182)","(4.8, 7.0, 6.79047619047619)","(4.2, 5.9, 5.681818181818182)","(7.0, 8.4, 8.311111111111112)","(7.5, 9.4, 9.217721518987341)","(51.0, 100.0, 95.0)"
08-01-2023 14:56:01.267528,"(2.9, 3.25, 3.1928571428571426)","(5.5, 8.0, 7.881818181818182)","(4.8, 7.0, 6.79047619047619)","(4.2, 5.9, 5.681818181818182)","(7.0, 8.4, 8.311111111111112)","(7.5, 9.4, 9.217721518987341)","(51.0, 100.0, 95.0)"
08-01-2023 14:56:02.329418,"(2.9, 3.25, 3.1928571428571426)","(5.5, 8.0, 7.881818181818182)","(4.8, 7.0, 6.79047619047619)","(4.2, 5.9, 5.681818181818182)","(7.0, 8.4, 8.311111111111112)","(7.5, 9.4, 9.217721518987341)","(51.0, 100.0, 95.0)"
08-01-2023 14:56:03.302729,"(2.9, 3.25, 3.1928571428571426)","(5.5, 8.0, 7.881818181818182)","(4.8, 7.0, 6.79047619047619)","(4.2, 5.9, 5.681818181818182)","(7.0, 8.4, 8.311111111111112)","(7.5, 9.4, 9.217721518987341)","(51.0, 100.0, 95.0)"
08-01-2023 14:56:04.400880,"(2.9, 3.25, 3.1928571428571426)","(5.5, 8.0, 7.881818181818182)","(4.8, 7.0, 6.79047619047619)","(4.2, 5.9, 5.681818181818182)","(7.0, 8.4, 8.311111111111112)","(7.5, 9.4, 9.217721518987341)","(51.0, 100.0, 95.0)"
08-01-2023 14:56:05.457858,"(2.9, 3.25, 3.1928571428571426)","(5.5, 8.0, 7.881818181818182)","(4.8, 7.0, 6.79047619047619)","(4.2, 5.9, 5.681818181818182)","(7.0, 8.4, 8.311111111111112)","(7.5, 9.4, 9.217721518987341)","(51.0, 100.0, 95.0)"
08-01-2023 14:56:06.458831,"(2.9, 3.25, 3.1928571428571426)","(5.5, 8.0, 7.881818181818182)","(4.8, 7.0, 6.79047619047619)","(4.2, 5.9, 5.681818181818182)","(7.0, 8.4, 8.311111111111112)","(7.5, 9.4, 9.217721518987341)","(51.0, 100.0, 95.0)"
08-01-2023 14:56:07.499602,"(2.9, 3.25, 3.1928571428571426)","(5.5, 8.0, 7.881818181818182)","(4.8, 7.0, 6.79047619047619)","(4.2, 5.9, 5.681818181818182)","(7.0, 8.4, 8.311111111111112)","(7.5, 9.4, 9.217721518987341)","(51.0, 100.0, 95.0)"
08-01-2023 14:56:08.499871,"(2.9, 3.25, 3.1928571428571426)","(5.5, 8.0, 7.881818181818182)","(4.8, 7.0, 6.79047619047619)","(4.2, 5.9, 5.681818181818182)","(7.0, 8.4, 8.311111111111112)","(7.5, 9.4, 9.217721518987341)","(51.0, 100.0, 95.0)"
08-01-2023 14:56:09.464872,"(2.9, 3.25, 3.1928571428571426)","(5.5, 8.0, 7.881818181818182)","(4.8, 7.0, 6.79047619047619)","(4.2, 5.9, 5.681818181818182)","(7.0, 8.4, 8.311111111111112)","(7.5, 9.4, 9.217721518987341)","(51.0, 100.0, 95.0)"
08-01-2023 14:56:10.456728,"(2.9, 3.25, 3.1928571428571426)","(5.5, 8.0, 7.881818181818182)","(4.8, 7.0, 6.79047619047619)","(4.2, 5.9, 5.681818181818182)","(7.0, 8.4, 8.311111111111112)","(7.5, 9.4, 9.22439024390244)","(51.0, 100.0, 95.0)"
08-01-2023 14:56:11.467909,"(2.9, 3.25, 3.2315789473684213)","(5.5, 8.0, 7.881818181818182)","(4.8, 7.0, 6.8428571428571425)","(4.2, 5.4, 5.354838709677419)","(7.0, 8.4, 8.311111111111112)","(7.5, 9.4, 9.243243243243242)","(51.0, 100.0, 95.0)"
08-01-2023 14:56:12.407075,"(2.9, 3.25, 3.225)","(5.5, 8.0, 7.881818181818182)","(4.8, 7.0, 6.8545454545454545)","(4.2, 5.8, 5.65)","(7.0, 8.4, 8.366666666666667)","(7.5, 9.4, 9.243243243243242)","(51.0, 100.0, 95.0)"
08-01-2023 14:56:13.430481,"(2.9, 3.25, 3.225)","(5.5, 8.0, 7.881818181818182)","(4.8, 7.0, 6.822222222222222)","(4.2, 5.8, 5.699999999999999)","(7.0, 8.4, 8.366666666666667)","(7.5, 9.4, 9.243243243243242)","(51.0, 100.0, 95.0)"
08-01-2023 14:56:14.497947,"(2.9, 3.25, 3.225)","(5.5, 8.0, 7.881818181818182)","(4.8, 7.0, 6.822222222222222)","(4.2, 5.8, 5.714285714285714)","(7.0, 8.4, 8.366666666666667)","(7.5, 9.4, 9.24)","(51.0, 100.0, 95.0)"
08-01-2023 14:56:15.519913,"(2.9, 3.25, 3.2125)","(5.5, 8.0, 7.881818181818182)","(4.8, 7.0, 6.822222222222222)","(4.2, 5.8, 5.714285714285714)","(7.0, 8.4, 8.345679012345679)","(7.5, 9.4, 9.229333333333333)","(51.0, 100.0, 95.0)"
08-01-2023 14:56:16.528515,"(2.9, 3.3, 3.267857142857143)","(5.5, 7.6, 7.41764705882353)","(4.8, 7.0, 6.753846153846154)","(4.2, 6.4, 5.866666666666666)","(7.0, 8.4, 8.345679012345679)","(7.5, 9.4, 9.095238095238095)","(51.0, 100.0, 92.5)"
08-01-2023 14:56:17.519869,"(2.9, 3.3, 3.2625)","(5.5, 7.4, 7.32)","(4.8, 7.0, 6.753846153846154)","(4.2, 6.4, 5.84)","(7.0, 8.4, 8.38)","(7.5, 9.4, 9.24390243902439)","(51.0, 100.0, 92.5)"
08-01-2023 14:56:18.503964,"(2.9, 3.3, 3.2625)","(5.5, 7.6, 7.5)","(4.8, 7.0, 6.8315789473684205)","(4.2, 6.4, 5.7700000000000005)","(7.0, 8.4, 8.38)","(7.5, 9.4, 9.247619047619047)","(51.0, 100.0, 92.5)"
08-01-2023 14:56:19.555251,"(2.9, 3.3, 3.2625)","(5.5, 7.6, 7.5)","(4.8, 7.0, 6.8315789473684205)","(4.2, 6.4, 5.7700000000000005)","(7.0, 8.6, 8.44)","(7.5, 9.4, 9.095238095238095)","(51.0, 100.0, 92.5)"
