,Lucky Fernando,Dewana Scotch,Dewana Burger,Deep Fever,Zippy Audi,Fabriola Yanis,Apache Shout,Arkansas
14-12-2022 19:24:05.296466,"(20.0, 65.0, 39.16666666666667)","(1.65, 1.83, 1.7189999999999999)","(4.6, 8.2, 5.070588235294117)","(11.0, 29.0, 23.0625)","(7.5, 19.0, 12.89090909090909)","(18.0, 70.0, 59.400000000000006)","(7.0, 13.5, 11.825)","(21.0, 85.0, 70.11363636363636)"
14-12-2022 19:24:06.544920,"(20.0, 65.0, 39.16666666666667)","(1.65, 1.83, 1.7189999999999999)","(4.6, 8.2, 5.925)","(11.0, 29.0, 23.0625)","(7.5, 19.0, 12.89090909090909)","(18.0, 70.0, 59.400000000000006)","(7.0, 13.5, 11.825)","(21.0, 85.0, 70.11363636363636)"
14-12-2022 19:24:07.963219,"(20.0, 65.0, 39.16666666666667)","(1.65, 1.83, 1.7189999999999999)","(4.6, 8.2, 5.925)","(11.0, 29.0, 23.0625)","(7.5, 19.0, 12.89090909090909)","(18.0, 70.0, 59.400000000000006)","(7.0, 13.5, 11.825)","(21.0, 85.0, 70.11363636363636)"
14-12-2022 19:24:09.287477,"(20.0, 65.0, 39.16666666666667)","(1.65, 1.83, 1.7189999999999999)","(4.6, 8.2, 5.925)","(11.0, 29.0, 23.0625)","(7.5, 19.0, 12.89090909090909)","(18.0, 70.0, 59.400000000000006)","(7.0, 13.5, 11.825)","(21.0, 85.0, 70.11363636363636)"
14-12-2022 19:24:10.633742,"(20.0, 65.0, 39.16666666666667)","(1.65, 1.83, 1.7189999999999999)","(4.6, 8.2, 5.925)","(11.0, 29.0, 23.0625)","(7.5, 19.0, 12.89090909090909)","(18.0, 70.0, 59.400000000000006)","(7.0, 13.5, 11.825)","(21.0, 85.0, 70.11363636363636)"
14-12-2022 19:24:12.127551,"(20.0, 65.0, 39.16666666666667)","(1.65, 1.83, 1.7189999999999999)","(4.6, 8.2, 5.925)","(11.0, 29.0, 23.0625)","(7.5, 19.0, 12.89090909090909)","(18.0, 70.0, 59.400000000000006)","(7.0, 13.5, 11.825)","(21.0, 85.0, 70.11363636363636)"
14-12-2022 19:24:13.526378,"(20.0, 65.0, 39.16666666666667)","(1.65, 1.83, 1.7189999999999999)","(4.6, 8.2, 5.070588235294117)","(11.0, 29.0, 23.0625)","(7.5, 19.0, 12.89090909090909)","(18.0, 70.0, 59.400000000000006)","(7.0, 13.5, 11.825)","(21.0, 85.0, 70.11363636363636)"
14-12-2022 19:24:15.050406,"(20.0, 65.0, 39.16666666666667)","(1.65, 1.83, 1.7189999999999999)","(4.6, 8.2, 5.070588235294117)","(11.0, 29.0, 14.0)","(7.5, 19.0, 12.89090909090909)","(18.0, 70.0, 59.400000000000006)","(7.0, 13.5, 11.825)","(21.0, 85.0, 70.11363636363636)"
14-12-2022 19:24:16.245325,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7189999999999999)","(4.6, 8.2, 5.070588235294117)","(11.0, 29.0, 14.0)","(7.5, 19.0, 9.571428571428571)","(18.0, 70.0, 26.25)","(7.0, 13.5, 11.825)","(21.0, 85.0, 70.11363636363636)"
14-12-2022 19:24:17.496159,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7189999999999999)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 13.738461538461538)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.25)","(21.0, 85.0, 30.833333333333336)"
14-12-2022 19:24:18.750518,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7189999999999999)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 13.738461538461538)","(18.0, 70.0, 26.25)","(7.0, 13.5, 12.120000000000001)","(21.0, 85.0, 30.833333333333336)"
14-12-2022 19:24:20.021585,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7189999999999999)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.571428571428571)","(18.0, 70.0, 26.25)","(7.0, 13.5, 12.350000000000001)","(21.0, 85.0, 30.833333333333336)"
14-12-2022 19:24:21.288215,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7189999999999999)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.571428571428571)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.25)","(21.0, 85.0, 30.833333333333336)"
14-12-2022 19:24:22.538530,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7189999999999999)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.571428571428571)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.25)","(21.0, 85.0, 30.833333333333336)"
14-12-2022 19:24:23.939572,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7189999999999999)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.571428571428571)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.25)","(21.0, 85.0, 30.833333333333336)"
14-12-2022 19:24:25.264351,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7189999999999999)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.571428571428571)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.25)","(21.0, 85.0, 30.833333333333336)"
14-12-2022 19:24:26.508441,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7189999999999999)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.571428571428571)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.25)","(21.0, 85.0, 30.833333333333336)"
14-12-2022 19:24:27.756615,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7189999999999999)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.571428571428571)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.25)","(21.0, 85.0, 30.833333333333336)"
14-12-2022 19:24:28.991916,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7189999999999999)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.571428571428571)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.25)","(21.0, 85.0, 30.833333333333336)"
14-12-2022 19:24:30.270712,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7189999999999999)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.571428571428571)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.25)","(21.0, 85.0, 30.833333333333336)"
14-12-2022 19:24:31.391976,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7189999999999999)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.571428571428571)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.25)","(21.0, 85.0, 30.833333333333336)"
14-12-2022 19:24:32.562305,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7189999999999999)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.571428571428571)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.25)","(21.0, 85.0, 30.833333333333336)"
14-12-2022 19:24:33.894464,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7189999999999999)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.571428571428571)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.25)","(21.0, 85.0, 30.833333333333336)"
14-12-2022 19:24:35.248325,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7189999999999999)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.571428571428571)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.25)","(21.0, 85.0, 35.0)"
14-12-2022 19:24:36.615731,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7189999999999999)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 14.44)","(18.0, 70.0, 26.25)","(7.0, 13.5, 12.120000000000001)","(21.0, 110.0, 30.0)"
14-12-2022 19:24:37.882902,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 13.738461538461538)","(18.0, 70.0, 26.25)","(7.0, 13.5, 12.120000000000001)","(21.0, 80.0, 30.0)"
14-12-2022 19:24:39.005736,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 13.738461538461538)","(18.0, 70.0, 26.25)","(7.0, 13.5, 12.120000000000001)","(21.0, 80.0, 30.0)"
14-12-2022 19:24:40.156863,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.571428571428571)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.25)","(21.0, 80.0, 30.0)"
14-12-2022 19:24:41.311092,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.571428571428571)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.25)","(21.0, 80.0, 30.0)"
14-12-2022 19:24:42.452760,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.571428571428571)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.25)","(21.0, 80.0, 30.0)"
14-12-2022 19:24:43.756096,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.571428571428571)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.25)","(21.0, 80.0, 30.0)"
14-12-2022 19:24:44.996883,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.571428571428571)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.25)","(21.0, 80.0, 30.0)"
14-12-2022 19:24:46.279301,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.571428571428571)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.25)","(21.0, 80.0, 30.0)"
14-12-2022 19:24:47.428911,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.571428571428571)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.25)","(21.0, 80.0, 30.0)"
14-12-2022 19:24:48.554212,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.571428571428571)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.25)","(21.0, 80.0, 30.0)"
14-12-2022 19:24:49.577345,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.571428571428571)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.25)","(21.0, 80.0, 30.0)"
14-12-2022 19:24:50.702967,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.571428571428571)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.25)","(21.0, 80.0, 30.0)"
14-12-2022 19:24:51.911675,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.571428571428571)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.25)","(21.0, 80.0, 30.0)"
14-12-2022 19:24:53.080087,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.571428571428571)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.25)","(21.0, 80.0, 30.0)"
14-12-2022 19:24:54.283072,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.571428571428571)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.25)","(21.0, 80.0, 30.0)"
14-12-2022 19:24:55.540920,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.228571428571428)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.25)","(21.0, 80.0, 30.0)"
14-12-2022 19:24:56.783248,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.4)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.15)","(21.0, 80.0, 30.0)"
14-12-2022 19:24:57.993410,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.4)","(18.0, 70.0, 26.25)","(7.0, 13.5, 12.120000000000001)","(21.0, 80.0, 30.0)"
14-12-2022 19:24:59.083665,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 13.738461538461538)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.35)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:00.184513,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.742857142857142)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.35)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:01.322878,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.742857142857142)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.35)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:02.508950,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.742857142857142)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.35)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:03.715997,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.742857142857142)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.35)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:04.927245,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.742857142857142)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.35)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:06.168686,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.742857142857142)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.35)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:07.472448,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.742857142857142)","(18.0, 70.0, 26.25)","(7.0, 13.5, 8.9)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:08.770720,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.742857142857142)","(18.0, 70.0, 26.25)","(7.0, 13.5, 12.120000000000001)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:09.935641,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.742857142857142)","(18.0, 70.0, 26.25)","(7.0, 13.5, 12.120000000000001)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:11.106529,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.742857142857142)","(18.0, 70.0, 26.25)","(7.0, 13.5, 12.350000000000001)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:12.293959,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.742857142857142)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.35)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:13.426868,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 13.738461538461538)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.35)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:14.491798,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.914285714285715)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.35)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:15.682264,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.914285714285715)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.35)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:16.898077,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.914285714285715)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.35)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:18.183152,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.914285714285715)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.35)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:19.595490,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.914285714285715)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.35)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:20.874310,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.914285714285715)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.35)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:22.149084,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.914285714285715)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.35)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:23.473584,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.914285714285715)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.35)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:24.859276,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.914285714285715)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.35)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:26.013443,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.914285714285715)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.35)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:27.195507,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.914285714285715)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.35)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:28.455184,"(20.0, 65.0, 26.666666666666668)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.152941176470588)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.914285714285715)","(18.0, 70.0, 26.25)","(7.0, 13.5, 10.35)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:29.732872,"(20.0, 65.0, 41.75)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 4.746666666666667)","(11.0, 28.0, 13.833333333333334)","(7.5, 19.0, 9.914285714285715)","(18.0, 70.0, 26.25)","(7.0, 13.5, 9.433333333333334)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:30.987430,"(20.0, 65.0, 41.75)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 4.84)","(11.0, 28.0, 15.857142857142858)","(7.5, 19.0, 9.914285714285715)","(18.0, 70.0, 26.25)","(7.0, 13.5, 9.433333333333334)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:32.186884,"(20.0, 65.0, 27.083333333333332)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.317647058823529)","(11.0, 28.0, 23.0)","(7.5, 19.0, 9.914285714285715)","(18.0, 70.0, 26.25)","(7.0, 13.5, 9.433333333333334)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:33.348689,"(20.0, 65.0, 27.083333333333332)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.473684210526316)","(11.0, 28.0, 22.705882352941178)","(7.5, 19.0, 9.914285714285715)","(18.0, 70.0, 26.25)","(7.0, 13.5, 9.433333333333334)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:34.472402,"(20.0, 65.0, 27.083333333333332)","(1.65, 1.83, 1.7375)","(4.6, 8.2, 5.473684210526316)","(11.0, 28.0, 16.214285714285715)","(7.5, 19.0, 9.914285714285715)","(18.0, 70.0, 26.25)","(7.0, 13.5, 9.433333333333334)","(21.0, 80.0, 30.0)"
14-12-2022 19:25:35.601483,"(20.0, 65.0, 27.083333333333332)","(1.65, 1.83, 1.735128205128205)","(4.6, 8.2, 5.473684210526316)","(11.0, 28.0, 16.214285714285715)","(7.5, 19.0, 9.914285714285715)","(18.0, 70.0, 43.75)","(7.0, 13.5, 9.433333333333334)","(21.0, 80.0, 50.0)"
14-12-2022 19:25:36.671208,"(20.0, 65.0, 27.083333333333332)","(1.65, 1.83, 1.6782051282051282)","(4.6, 8.2, 5.909090909090908)","(11.0, 28.0, 16.214285714285715)","(7.5, 19.0, 9.914285714285715)","(18.0, 70.0, 43.75)","(7.0, 13.5, 9.433333333333334)","(21.0, 80.0, 50.0)"
14-12-2022 19:25:37.826802,"(20.0, 65.0, 27.083333333333332)","(1.65, 1.83, 1.7897297297297299)","(4.6, 8.2, 5.909090909090908)","(11.0, 28.0, 16.214285714285715)","(7.5, 19.0, 9.914285714285715)","(18.0, 70.0, 43.75)","(7.0, 13.5, 9.433333333333334)","(21.0, 80.0, 50.0)"
14-12-2022 19:25:39.048026,"(20.0, 65.0, 27.083333333333332)","(1.65, 1.82, 1.785945945945946)","(4.6, 8.2, 5.909090909090908)","(11.0, 28.0, 16.214285714285715)","(7.5, 19.0, 9.914285714285715)","(18.0, 70.0, 43.75)","(7.0, 13.5, 9.433333333333334)","(21.0, 80.0, 50.0)"
14-12-2022 19:25:40.272341,"(20.0, 65.0, 27.083333333333332)","(1.65, 1.82, 1.785945945945946)","(4.6, 8.2, 5.909090909090908)","(11.0, 28.0, 16.214285714285715)","(7.5, 19.0, 9.914285714285715)","(18.0, 70.0, 43.75)","(7.0, 13.5, 9.433333333333334)","(21.0, 80.0, 50.0)"
14-12-2022 19:25:41.413074,"(20.0, 65.0, 27.083333333333332)","(1.65, 1.82, 1.785945945945946)","(4.6, 8.2, 5.909090909090908)","(11.0, 28.0, 16.214285714285715)","(7.5, 19.0, 9.914285714285715)","(18.0, 70.0, 43.75)","(7.0, 13.5, 9.433333333333334)","(21.0, 80.0, 50.0)"
14-12-2022 19:25:42.507509,"(20.0, 65.0, 24.05)","(1.65, 1.82, 1.7881818181818183)","(4.6, 8.2, 5.909090909090908)","(11.0, 28.0, 18.833333333333332)","(7.5, 19.0, 9.914285714285715)","(18.0, 70.0, 49.80769230769231)","(7.0, 13.5, 12.16)","(21.0, 80.0, 50.0)"
14-12-2022 19:25:43.585622,"(20.0, 65.0, 24.05)","(1.65, 1.82, 1.7881818181818183)","(4.6, 8.2, 5.909090909090908)","(11.0, 28.0, 18.833333333333332)","(7.5, 19.0, 12.4)","(18.0, 70.0, 49.80769230769231)","(7.0, 13.5, 12.571428571428571)","(21.0, 80.0, 50.0)"
14-12-2022 19:25:44.638419,"(20.0, 65.0, 33.15384615384615)","(1.65, 1.82, 1.7881818181818183)","(4.6, 8.2, 5.909090909090908)","(11.0, 28.0, 18.833333333333332)","(7.5, 19.0, 12.4)","(18.0, 70.0, 42.205882352941174)","(7.0, 13.5, 12.571428571428571)","(21.0, 80.0, 50.0)"
14-12-2022 19:25:45.723149,"(20.0, 65.0, 33.15384615384615)","(1.65, 1.82, 1.7881818181818183)","(4.6, 8.2, 5.909090909090908)","(11.0, 28.0, 18.833333333333332)","(7.5, 19.0, 12.4)","(18.0, 70.0, 42.205882352941174)","(7.0, 13.5, 12.571428571428571)","(21.0, 80.0, 50.0)"
