,My Best Buddy,Long Gully Brown,Fizzy Crest,Alaska Black,Emerley Cougar,Chilli On Ice
11-01-2023 11:20:28.768759,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:20:29.773595,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:20:30.799109,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:20:31.838191,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:20:33.042211,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:20:34.180844,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:20:35.223861,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:20:36.393709,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:20:37.423069,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:20:38.499373,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:20:39.498348,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:20:40.459393,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:20:41.465556,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:20:42.473013,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:20:43.559148,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:20:44.663918,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:20:45.678349,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:20:46.642093,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:20:47.521935,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:20:48.619972,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:20:49.757473,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:20:50.933717,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:20:52.090970,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:20:53.145228,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:20:54.228975,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:20:55.204384,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:20:56.291765,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:20:57.334036,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:20:58.322354,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:20:59.328553,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:00.348066,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:01.432822,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:02.432347,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:03.527109,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:04.533367,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:05.569727,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:06.635382,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:07.688075,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:08.682787,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:09.928377,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:11.104246,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:12.170145,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:13.413229,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:14.692348,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:16.148365,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:17.580387,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:18.699221,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:19.789551,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:20.870014,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:22.055963,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:23.089837,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:24.145975,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:25.340487,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:26.436855,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:27.639048,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:28.988865,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:30.174796,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:31.402621,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:32.540522,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:33.731417,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:34.806224,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:35.862723,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:36.915542,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:37.999772,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:39.336128,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:40.418757,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:41.518228,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:42.609155,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:43.726469,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:44.771025,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:45.739985,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:46.838799,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:48.011380,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:49.115159,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:50.101315,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:51.081208,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:52.081924,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:53.131786,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:54.151457,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:55.195673,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:56.251833,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:57.237928,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:58.255057,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:21:59.241070,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:22:00.206651,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:22:01.363417,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:22:02.443923,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:22:03.426645,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:22:04.604750,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:22:05.690394,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:22:06.830626,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:22:07.999707,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:22:09.038821,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:22:10.022835,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:22:10.958429,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:22:11.880463,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:22:13.034521,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:22:14.094321,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:22:15.148728,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
11-01-2023 11:22:16.286712,"(2.9, 4.6, 3.517333333333333)","(5.5, 9.8, 7.8965517241379315)","(6.5, 13.5, 11.553333333333333)","(8.0, 19.0, 16.409090909090907)","(3.2, 5.9, 3.465909090909091)","(5.5, 9.6, 8.992592592592592)"
