,Determination,Udella Bale,Laquita Star,Goolagong,Ocean Girl,Sir Les
12-01-2023 15:11:15.908932,"(4.4, 7.4, 6.575)","(2.35, 3.3, 2.7522222222222226)","(12.0, 22.0, 20.4)","(26.0, 170.0, 147.33333333333334)","(91.0, 610.0, 150.625)","(2.0, 2.46, 2.408235294117647)"
12-01-2023 15:11:16.890122,"(4.4, 7.2, 6.25)","(2.35, 3.3, 2.7522222222222226)","(12.0, 22.0, 20.4)","(26.0, 170.0, 153.25)","(91.0, 610.0, 150.625)","(2.0, 2.46, 2.408235294117647)"
12-01-2023 15:11:17.977137,"(4.4, 7.2, 6.144444444444444)","(2.35, 3.3, 2.7522222222222226)","(12.0, 22.0, 20.4)","(26.0, 170.0, 153.25)","(91.0, 610.0, 150.625)","(2.0, 2.46, 2.376842105263158)"
12-01-2023 15:11:19.080391,"(4.4, 7.2, 6.144444444444444)","(2.35, 3.25, 2.7641666666666667)","(12.0, 22.0, 20.4)","(26.0, 170.0, 153.25)","(91.0, 610.0, 306.6666666666667)","(2.0, 2.44, 2.376842105263158)"
12-01-2023 15:11:20.100588,"(4.4, 7.2, 5.7384615384615385)","(2.35, 3.2, 2.7520000000000002)","(12.0, 22.0, 20.4)","(26.0, 170.0, 153.25)","(91.0, 610.0, 382.5)","(2.0, 2.44, 2.376842105263158)"
12-01-2023 15:11:21.139147,"(4.4, 7.2, 5.7384615384615385)","(2.35, 3.2, 2.745263157894737)","(12.0, 22.0, 20.4)","(26.0, 170.0, 153.25)","(91.0, 610.0, 382.5)","(2.0, 2.44, 2.376842105263158)"
12-01-2023 15:11:22.107861,"(4.4, 7.2, 5.7384615384615385)","(2.35, 3.2, 2.745263157894737)","(12.0, 22.0, 20.4)","(26.0, 170.0, 153.25)","(91.0, 610.0, 382.5)","(2.0, 2.44, 2.376842105263158)"
12-01-2023 15:11:23.175858,"(4.4, 7.2, 5.7384615384615385)","(2.35, 3.2, 2.745263157894737)","(12.0, 22.0, 20.4)","(26.0, 170.0, 153.25)","(91.0, 610.0, 382.5)","(2.0, 2.44, 2.376842105263158)"
12-01-2023 15:11:24.239975,"(4.4, 7.0, 5.81)","(2.35, 3.2, 2.745263157894737)","(12.0, 22.0, 20.4)","(26.0, 170.0, 153.25)","(91.0, 610.0, 382.5)","(2.0, 2.44, 2.376842105263158)"
12-01-2023 15:11:25.261624,"(4.4, 7.0, 5.81)","(2.35, 3.2, 2.745263157894737)","(12.0, 22.0, 20.4)","(26.0, 170.0, 153.25)","(91.0, 610.0, 367.3333333333333)","(2.0, 2.44, 2.3049999999999997)"
12-01-2023 15:11:26.242518,"(4.4, 7.0, 5.918181818181818)","(2.35, 3.15, 2.7558333333333334)","(12.0, 22.0, 20.4)","(26.0, 170.0, 153.25)","(91.0, 610.0, 382.5)","(2.0, 2.44, 2.341818181818182)"
12-01-2023 15:11:27.274566,"(4.4, 7.0, 6.2125)","(2.35, 3.1, 2.74)","(12.0, 22.0, 19.714285714285715)","(26.0, 170.0, 153.25)","(91.0, 610.0, 382.5)","(2.0, 2.44, 2.341818181818182)"
12-01-2023 15:11:28.253969,"(4.4, 7.0, 5.81)","(2.35, 3.1, 2.74)","(12.0, 22.0, 19.714285714285715)","(26.0, 170.0, 153.25)","(91.0, 610.0, 382.5)","(2.0, 2.44, 2.341818181818182)"
12-01-2023 15:11:29.399556,"(4.4, 7.0, 5.81)","(2.35, 3.1, 2.74)","(12.0, 22.0, 19.714285714285715)","(26.0, 170.0, 120.0)","(91.0, 610.0, 382.5)","(2.0, 2.44, 2.341818181818182)"
12-01-2023 15:11:30.466664,"(4.4, 7.0, 5.81)","(2.35, 3.1, 2.74)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 113.53846153846153)","(91.0, 610.0, 382.5)","(2.0, 2.44, 2.341818181818182)"
12-01-2023 15:11:31.581971,"(4.4, 7.4, 6.0)","(2.35, 3.1, 2.74)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 113.53846153846153)","(91.0, 610.0, 382.5)","(2.0, 2.44, 2.341818181818182)"
12-01-2023 15:11:32.695731,"(4.4, 7.4, 5.825)","(2.35, 3.1, 2.74)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 113.53846153846153)","(91.0, 610.0, 382.5)","(2.0, 2.44, 2.341818181818182)"
12-01-2023 15:11:33.795331,"(4.4, 7.4, 5.06)","(2.35, 3.1, 2.740625)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 113.53846153846153)","(91.0, 610.0, 382.5)","(2.0, 2.44, 2.341818181818182)"
12-01-2023 15:11:34.724190,"(4.4, 7.4, 6.5)","(2.35, 3.05, 2.740625)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 113.53846153846153)","(91.0, 610.0, 382.5)","(2.0, 2.44, 2.341818181818182)"
12-01-2023 15:11:35.767763,"(4.4, 7.4, 6.714285714285714)","(2.35, 3.05, 2.740625)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 113.53846153846153)","(91.0, 610.0, 382.5)","(2.0, 2.44, 2.341818181818182)"
12-01-2023 15:11:36.813605,"(4.4, 7.4, 6.714285714285714)","(2.35, 3.05, 2.740625)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 113.53846153846153)","(91.0, 610.0, 382.5)","(2.0, 2.44, 2.341818181818182)"
12-01-2023 15:11:37.781191,"(4.4, 7.4, 6.714285714285714)","(2.35, 3.05, 2.740625)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 113.53846153846153)","(91.0, 610.0, 382.5)","(2.0, 2.44, 2.341818181818182)"
12-01-2023 15:11:38.886386,"(4.4, 7.4, 6.714285714285714)","(2.35, 3.05, 2.740625)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 113.53846153846153)","(91.0, 610.0, 382.5)","(2.0, 2.44, 2.341818181818182)"
12-01-2023 15:11:39.923049,"(4.4, 7.4, 6.1454545454545455)","(2.35, 3.05, 2.740625)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 56.57142857142857)","(91.0, 610.0, 402.0)","(2.0, 2.44, 2.341818181818182)"
12-01-2023 15:11:40.954368,"(4.4, 7.4, 6.5200000000000005)","(2.35, 3.05, 2.740625)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 58.285714285714285)","(91.0, 610.0, 382.5)","(2.0, 2.44, 2.341818181818182)"
12-01-2023 15:11:42.007146,"(4.4, 7.4, 6.5200000000000005)","(2.35, 3.0, 2.7433333333333336)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 58.285714285714285)","(91.0, 610.0, 382.5)","(2.0, 2.44, 2.341818181818182)"
12-01-2023 15:11:43.057512,"(4.4, 7.4, 6.5200000000000005)","(2.35, 3.0, 2.7375000000000003)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 58.285714285714285)","(91.0, 610.0, 382.5)","(2.0, 2.44, 2.341818181818182)"
12-01-2023 15:11:44.136496,"(4.4, 7.4, 6.254545454545455)","(2.35, 3.0, 2.7375000000000003)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 58.285714285714285)","(91.0, 610.0, 382.5)","(2.0, 2.44, 2.38)"
12-01-2023 15:11:45.201818,"(4.4, 7.4, 6.05)","(2.35, 3.0, 2.7375000000000003)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 58.285714285714285)","(91.0, 610.0, 382.5)","(2.0, 2.44, 2.389473684210526)"
12-01-2023 15:11:46.175632,"(4.4, 7.4, 6.05)","(2.35, 3.0, 2.7375000000000003)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 58.285714285714285)","(91.0, 610.0, 270.0)","(2.0, 2.44, 2.4034782608695653)"
12-01-2023 15:11:47.246926,"(4.4, 7.4, 6.05)","(2.35, 3.0, 2.7375000000000003)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 58.285714285714285)","(91.0, 610.0, 384.6875)","(2.0, 2.44, 2.4034782608695653)"
12-01-2023 15:11:48.365824,"(4.4, 7.4, 5.825)","(2.35, 3.0, 2.79)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 58.285714285714285)","(91.0, 610.0, 384.6875)","(2.0, 2.44, 2.4034782608695653)"
12-01-2023 15:11:49.392321,"(4.4, 7.4, 5.825)","(2.35, 3.0, 2.79)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 58.285714285714285)","(91.0, 610.0, 384.6875)","(2.0, 2.44, 2.4034782608695653)"
12-01-2023 15:11:50.472386,"(4.4, 7.4, 5.825)","(2.35, 3.0, 2.79)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 56.57142857142857)","(91.0, 610.0, 384.6875)","(2.0, 2.44, 2.4034782608695653)"
12-01-2023 15:11:51.602741,"(4.4, 7.4, 5.825)","(2.35, 3.0, 2.79)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 56.57142857142857)","(91.0, 610.0, 384.6875)","(2.0, 2.44, 2.4076923076923076)"
12-01-2023 15:11:52.527919,"(4.4, 7.4, 5.825)","(2.35, 3.0, 2.79)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 56.57142857142857)","(91.0, 610.0, 384.6875)","(2.0, 2.44, 2.4076923076923076)"
12-01-2023 15:11:53.672780,"(4.4, 7.4, 5.825)","(2.35, 3.0, 2.79)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 56.57142857142857)","(91.0, 610.0, 384.6875)","(2.0, 2.44, 2.4076923076923076)"
12-01-2023 15:11:54.808956,"(4.4, 7.4, 5.825)","(2.35, 3.0, 2.79)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 56.57142857142857)","(91.0, 610.0, 384.6875)","(2.0, 2.44, 2.4076923076923076)"
12-01-2023 15:11:55.833561,"(4.4, 7.4, 5.825)","(2.35, 3.0, 2.79)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 56.57142857142857)","(91.0, 610.0, 384.6875)","(2.0, 2.44, 2.396551724137931)"
12-01-2023 15:11:56.976709,"(4.4, 7.4, 5.72)","(2.35, 3.0, 2.8600000000000003)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 56.57142857142857)","(91.0, 610.0, 384.6875)","(2.0, 2.44, 2.396551724137931)"
12-01-2023 15:11:58.138400,"(4.4, 7.0, 6.2153846153846155)","(2.35, 3.0, 2.916)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 56.57142857142857)","(91.0, 610.0, 384.6875)","(2.0, 2.44, 2.411363636363636)"
12-01-2023 15:11:59.036500,"(4.4, 7.0, 5.725)","(2.35, 3.0, 2.916)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 56.57142857142857)","(91.0, 610.0, 384.6875)","(2.0, 2.44, 2.411363636363636)"
12-01-2023 15:12:00.117366,"(4.4, 7.0, 5.725)","(2.35, 3.0, 2.916)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 56.57142857142857)","(91.0, 610.0, 384.6875)","(2.0, 2.44, 2.411363636363636)"
12-01-2023 15:12:01.372755,"(4.4, 7.0, 5.725)","(2.35, 3.0, 2.916)","(12.0, 22.0, 19.714285714285715)","(26.0, 180.0, 56.57142857142857)","(91.0, 610.0, 279.0909090909091)","(2.0, 2.44, 2.411363636363636)"
12-01-2023 15:12:02.477798,"(4.4, 7.0, 5.725)","(2.35, 3.0, 2.916)","(12.0, 22.0, 18.0)","(26.0, 180.0, 52.2)","(91.0, 610.0, 279.0909090909091)","(2.0, 2.44, 2.337142857142857)"
12-01-2023 15:12:03.593397,"(4.4, 7.0, 5.542857142857143)","(2.35, 3.0, 2.916)","(12.0, 22.0, 15.176470588235293)","(26.0, 180.0, 52.2)","(91.0, 610.0, 279.0909090909091)","(2.0, 2.44, 2.337142857142857)"
12-01-2023 15:12:04.811761,"(4.4, 7.0, 5.542857142857143)","(2.35, 3.0, 2.916)","(12.0, 22.0, 15.176470588235293)","(26.0, 180.0, 52.2)","(91.0, 610.0, 298.0)","(2.0, 2.44, 2.337142857142857)"
12-01-2023 15:12:05.994713,"(4.4, 7.0, 6.15)","(2.35, 3.0, 2.916)","(12.0, 22.0, 15.176470588235293)","(26.0, 180.0, 52.2)","(91.0, 610.0, 279.0909090909091)","(2.0, 2.44, 2.414285714285714)"
12-01-2023 15:12:07.117606,"(4.4, 7.0, 6.16)","(2.35, 3.0, 2.7963636363636364)","(12.0, 22.0, 15.176470588235293)","(26.0, 180.0, 52.2)","(91.0, 610.0, 159.375)","(2.0, 2.44, 2.414285714285714)"
12-01-2023 15:12:08.250999,"(4.4, 7.0, 6.16)","(2.35, 3.0, 2.7963636363636364)","(12.0, 22.0, 15.176470588235293)","(26.0, 180.0, 52.2)","(91.0, 610.0, 159.375)","(2.0, 2.44, 2.414285714285714)"
12-01-2023 15:12:09.472077,"(4.4, 7.0, 6.16)","(2.35, 3.0, 2.7963636363636364)","(12.0, 22.0, 15.176470588235293)","(26.0, 180.0, 52.2)","(91.0, 610.0, 159.375)","(2.0, 2.44, 2.414285714285714)"
12-01-2023 15:12:10.677444,"(4.4, 7.0, 6.16)","(2.35, 3.0, 2.7963636363636364)","(12.0, 22.0, 15.176470588235293)","(26.0, 180.0, 52.2)","(91.0, 610.0, 168.57142857142856)","(2.0, 2.44, 2.414285714285714)"
12-01-2023 15:12:11.697158,"(4.4, 7.0, 6.16)","(2.35, 3.0, 2.7963636363636364)","(12.0, 22.0, 15.176470588235293)","(26.0, 180.0, 52.2)","(91.0, 610.0, 159.375)","(2.0, 2.44, 2.337142857142857)"
12-01-2023 15:12:12.795369,"(4.4, 7.0, 5.88)","(2.35, 3.0, 2.825)","(12.0, 22.0, 15.176470588235293)","(26.0, 180.0, 52.2)","(91.0, 610.0, 159.375)","(2.0, 2.44, 2.438181818181818)"
12-01-2023 15:12:13.793331,"(4.4, 7.0, 6.22)","(2.35, 2.94, 2.8025)","(12.0, 22.0, 15.176470588235293)","(26.0, 180.0, 52.2)","(91.0, 610.0, 159.375)","(2.0, 2.46, 2.438181818181818)"
12-01-2023 15:12:14.761753,"(4.4, 7.0, 6.22)","(2.35, 2.94, 2.7800000000000002)","(12.0, 22.0, 15.176470588235293)","(26.0, 180.0, 52.2)","(91.0, 610.0, 159.375)","(2.0, 2.46, 2.438181818181818)"
12-01-2023 15:12:15.904096,"(4.4, 7.0, 6.22)","(2.35, 2.94, 2.7800000000000002)","(12.0, 22.0, 15.176470588235293)","(26.0, 180.0, 52.2)","(91.0, 610.0, 159.375)","(2.0, 2.46, 2.438181818181818)"
12-01-2023 15:12:16.995266,"(4.4, 7.0, 6.22)","(2.35, 2.94, 2.7800000000000002)","(12.0, 22.0, 15.176470588235293)","(26.0, 180.0, 52.2)","(91.0, 610.0, 159.375)","(2.0, 2.46, 2.438181818181818)"
12-01-2023 15:12:18.083825,"(4.4, 7.0, 6.22)","(2.35, 2.94, 2.7800000000000002)","(12.0, 22.0, 15.142857142857142)","(26.0, 180.0, 52.2)","(91.0, 610.0, 159.375)","(2.0, 2.46, 2.438181818181818)"
12-01-2023 15:12:19.243921,"(4.4, 7.0, 6.22)","(2.35, 2.94, 2.7800000000000002)","(12.0, 22.0, 19.833333333333336)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.0, 2.46, 2.42)"
12-01-2023 15:12:20.397538,"(4.4, 7.0, 5.9437500000000005)","(2.35, 2.94, 2.7725)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.0, 2.46, 2.438181818181818)"
12-01-2023 15:12:21.461193,"(4.4, 7.0, 5.9437500000000005)","(2.35, 2.86, 2.7725)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.0, 2.46, 2.4415384615384617)"
12-01-2023 15:12:22.622672,"(4.4, 7.0, 6.0058823529411764)","(2.35, 2.86, 2.7725)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 52.72727272727273)","(91.0, 610.0, 159.375)","(2.0, 2.46, 2.4415384615384617)"
12-01-2023 15:12:23.642587,"(4.4, 7.0, 6.0058823529411764)","(2.35, 2.86, 2.7725)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 52.72727272727273)","(91.0, 610.0, 159.375)","(2.0, 2.46, 2.4415384615384617)"
12-01-2023 15:12:24.590005,"(4.4, 7.0, 6.0058823529411764)","(2.35, 2.86, 2.7725)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 52.72727272727273)","(91.0, 610.0, 159.375)","(2.0, 2.46, 2.4415384615384617)"
12-01-2023 15:12:25.660952,"(4.4, 7.0, 6.0058823529411764)","(2.35, 2.86, 2.7725)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 52.72727272727273)","(91.0, 610.0, 159.375)","(2.0, 2.46, 2.4415384615384617)"
12-01-2023 15:12:26.817296,"(4.4, 7.0, 6.0058823529411764)","(2.35, 2.86, 2.7725)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 52.72727272727273)","(91.0, 610.0, 159.375)","(2.0, 2.46, 2.412)"
12-01-2023 15:12:27.790882,"(4.4, 7.0, 6.0058823529411764)","(2.35, 3.3, 3.155)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 52.72727272727273)","(91.0, 610.0, 159.375)","(2.0, 2.46, 2.416)"
12-01-2023 15:12:28.824837,"(4.4, 7.0, 5.947619047619048)","(2.35, 3.25, 2.896666666666667)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 52.72727272727273)","(91.0, 610.0, 159.375)","(2.0, 2.48, 2.41)"
12-01-2023 15:12:29.912047,"(4.4, 7.0, 5.947619047619048)","(2.35, 3.15, 2.7958823529411765)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 52.72727272727273)","(91.0, 610.0, 159.375)","(2.0, 2.48, 2.41)"
12-01-2023 15:12:30.946748,"(4.4, 7.0, 5.947619047619048)","(2.35, 3.15, 2.767777777777778)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.0, 2.48, 2.41)"
12-01-2023 15:12:31.945439,"(4.4, 7.0, 5.947619047619048)","(2.35, 3.15, 2.767777777777778)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.0, 2.48, 2.41)"
12-01-2023 15:12:33.015371,"(4.4, 7.0, 5.947619047619048)","(2.35, 3.15, 2.767777777777778)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.0, 2.48, 2.41)"
12-01-2023 15:12:34.032897,"(4.4, 7.0, 5.947619047619048)","(2.35, 3.1, 2.7960000000000003)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 52.2)","(91.0, 610.0, 155.0)","(2.0, 2.48, 2.41)"
12-01-2023 15:12:35.126014,"(4.4, 7.0, 6.0058823529411764)","(2.35, 3.1, 2.8236363636363637)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.0, 2.48, 2.416)"
12-01-2023 15:12:36.213240,"(4.4, 7.0, 5.988888888888889)","(2.35, 2.96, 2.7854545454545456)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.0, 2.48, 2.416)"
12-01-2023 15:12:37.253020,"(4.4, 7.0, 5.988888888888889)","(2.35, 2.96, 2.7854545454545456)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.0, 2.48, 2.416)"
12-01-2023 15:12:38.283934,"(4.4, 7.0, 5.988888888888889)","(2.35, 2.96, 2.7854545454545456)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.0, 2.48, 2.416)"
12-01-2023 15:12:39.343211,"(4.4, 7.0, 5.988888888888889)","(2.35, 2.96, 2.7854545454545456)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.0, 2.48, 2.416)"
12-01-2023 15:12:40.285326,"(4.4, 7.0, 5.988888888888889)","(2.35, 2.96, 2.7854545454545456)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.0, 2.48, 2.416)"
12-01-2023 15:12:41.224933,"(4.4, 7.0, 5.988888888888889)","(2.35, 2.96, 2.7854545454545456)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.0, 2.48, 2.448)"
12-01-2023 15:12:42.287596,"(4.4, 7.0, 5.988888888888889)","(2.35, 2.96, 2.7680000000000002)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.0, 2.48, 2.491111111111111)"
12-01-2023 15:12:43.353473,"(4.4, 7.0, 5.988888888888889)","(2.35, 2.96, 2.7680000000000002)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.0, 2.5, 2.5)"
12-01-2023 15:12:44.293213,"(4.4, 7.0, 5.988888888888889)","(2.35, 2.94, 2.7588235294117647)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.0, 2.54, 2.5)"
12-01-2023 15:12:45.270856,"(4.4, 7.0, 5.988888888888889)","(2.35, 2.92, 2.87)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.0, 2.54, 2.5300000000000002)"
12-01-2023 15:12:46.314067,"(4.4, 7.0, 5.988888888888889)","(2.35, 2.92, 2.87)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.0, 2.54, 2.5300000000000002)"
12-01-2023 15:12:47.405392,"(4.4, 7.0, 5.988888888888889)","(2.35, 2.92, 2.87)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.0, 2.54, 2.5300000000000002)"
12-01-2023 15:12:48.336298,"(4.4, 7.0, 5.988888888888889)","(2.35, 2.92, 2.740689655172414)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.0, 2.54, 2.5300000000000002)"
12-01-2023 15:12:49.304713,"(4.4, 7.0, 5.988888888888889)","(2.35, 2.9, 2.855)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.0, 2.54, 2.5314285714285716)"
12-01-2023 15:12:50.385100,"(4.4, 7.0, 5.988888888888889)","(2.35, 2.9, 2.855)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.0, 2.54, 2.532)"
12-01-2023 15:12:51.461826,"(4.4, 7.0, 5.988888888888889)","(2.35, 2.72, 2.7)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 279.0909090909091)","(2.0, 2.54, 2.532)"
12-01-2023 15:12:52.430657,"(4.4, 7.0, 5.9363636363636365)","(2.35, 2.72, 2.7)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.0, 2.54, 2.5314285714285716)"
12-01-2023 15:12:53.373939,"(4.4, 7.0, 5.9363636363636365)","(2.35, 2.72, 2.7)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.0, 2.54, 2.5314285714285716)"
12-01-2023 15:12:54.379408,"(4.4, 7.0, 5.9363636363636365)","(2.35, 2.72, 2.6900000000000004)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.05, 2.54, 2.5314285714285716)"
12-01-2023 15:12:55.364103,"(4.4, 7.0, 5.9363636363636365)","(2.35, 2.72, 2.6900000000000004)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.05, 2.54, 2.5314285714285716)"
12-01-2023 15:12:56.294023,"(4.4, 7.0, 5.9363636363636365)","(2.35, 2.7, 2.6100000000000003)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.05, 2.54, 2.5314285714285716)"
12-01-2023 15:12:57.330038,"(4.4, 7.0, 5.988888888888889)","(2.35, 2.7, 2.6100000000000003)","(12.0, 21.0, 19.833333333333336)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.05, 2.54, 2.5314285714285716)"
12-01-2023 15:12:58.404795,"(4.4, 7.0, 5.988888888888889)","(2.35, 2.7, 2.647058823529412)","(12.0, 21.0, 15.823529411764707)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.05, 2.54, 2.526666666666667)"
12-01-2023 15:12:59.420124,"(4.4, 7.0, 5.988888888888889)","(2.35, 2.7, 2.647058823529412)","(12.0, 22.0, 15.823529411764707)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.05, 2.58, 2.526666666666667)"
12-01-2023 15:13:00.368501,"(4.4, 7.0, 5.988888888888889)","(2.35, 2.7, 2.647058823529412)","(12.0, 22.0, 15.823529411764707)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.05, 2.58, 2.526666666666667)"
12-01-2023 15:13:01.360700,"(4.4, 7.0, 5.988888888888889)","(2.35, 2.7, 2.647058823529412)","(12.0, 22.0, 15.823529411764707)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.05, 2.58, 2.526666666666667)"
12-01-2023 15:13:02.407983,"(4.4, 7.0, 5.988888888888889)","(2.35, 2.72, 2.704615384615385)","(12.0, 22.0, 15.785714285714285)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.05, 2.58, 2.526666666666667)"
12-01-2023 15:13:03.477930,"(4.4, 7.0, 5.988888888888889)","(2.35, 2.7, 2.647058823529412)","(12.0, 22.0, 15.823529411764707)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.05, 2.58, 2.526666666666667)"
12-01-2023 15:13:04.433382,"(4.4, 7.0, 5.988888888888889)","(2.35, 2.7, 2.647058823529412)","(12.0, 22.0, 16.484848484848484)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 159.375)","(2.05, 2.58, 2.526666666666667)"
12-01-2023 15:13:05.355430,"(4.4, 7.0, 5.988888888888889)","(2.35, 2.7, 2.647058823529412)","(12.0, 22.0, 16.484848484848484)","(26.0, 180.0, 50.90909090909091)","(91.0, 610.0, 352.5)","(2.05, 2.58, 2.526666666666667)"
12-01-2023 15:13:06.361830,"(4.4, 6.8, 5.958823529411765)","(2.35, 2.7, 2.647058823529412)","(12.0, 22.0, 16.90909090909091)","(26.0, 180.0, 54.54545454545455)","(91.0, 500.0, 442.1428571428571)","(2.05, 2.58, 2.526666666666667)"
12-01-2023 15:13:07.418864,"(4.4, 6.8, 5.958823529411765)","(2.35, 2.7, 2.647058823529412)","(12.0, 22.0, 17.333333333333332)","(26.0, 180.0, 54.54545454545455)","(91.0, 500.0, 442.1428571428571)","(2.05, 2.58, 2.526666666666667)"
