,Sailor,Valley Of Dreams,Ghostwriter,Two Smokin Barrels,Goldeel,Teranga,Oakfield Warpaint,The Love Rocket
11-01-2023 15:02:52.231381,"(4.6, 7.0, 6.44)","(10.0, 17.5, 16.375)","(2.15, 2.34, 2.3345454545454545)","(26.0, 50.0, 45.0)","(5.0, 7.0, 6.5200000000000005)","(7.5, 10.0, 8.892307692307693)","(18.0, 29.0, 24.5)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:02:53.378536,"(4.6, 7.0, 6.44)","(10.0, 17.5, 16.375)","(2.15, 2.34, 2.3345454545454545)","(26.0, 50.0, 45.0)","(5.0, 7.0, 6.5200000000000005)","(7.5, 10.0, 8.892307692307693)","(18.0, 29.0, 24.5)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:02:54.531791,"(4.6, 7.0, 6.44)","(10.0, 17.5, 16.375)","(2.15, 2.3, 2.2414634146341466)","(26.0, 50.0, 45.0)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 29.0, 24.5)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:02:55.758765,"(4.6, 7.0, 6.44)","(10.0, 17.5, 16.375)","(2.15, 2.3, 2.2414634146341466)","(26.0, 50.0, 45.0)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 29.0, 24.5)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:02:56.923417,"(4.6, 7.0, 6.44)","(10.0, 17.5, 16.375)","(2.15, 2.3, 2.2414634146341466)","(26.0, 50.0, 50.0)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 29.0, 27.875)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:02:58.116321,"(4.6, 7.0, 6.44)","(10.0, 17.5, 16.375)","(2.15, 2.3, 2.2414634146341466)","(26.0, 55.0, 51.42857142857143)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 29.0, 28.142857142857142)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:02:59.303081,"(4.6, 7.0, 6.6)","(10.0, 17.5, 16.375)","(2.15, 2.3, 2.2414634146341466)","(26.0, 60.0, 51.42857142857143)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 29.0, 27.22222222222222)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:03:00.476517,"(4.6, 7.6, 6.9)","(10.0, 17.5, 16.375)","(2.15, 2.3, 2.2433333333333336)","(26.0, 60.0, 51.42857142857143)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 29.0, 26.333333333333332)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:03:01.676114,"(4.6, 7.6, 6.9)","(10.0, 17.5, 16.375)","(2.15, 2.3, 2.2800000000000002)","(26.0, 60.0, 51.42857142857143)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 29.0, 26.333333333333332)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:03:02.949275,"(4.6, 7.6, 6.9)","(10.0, 17.5, 16.375)","(2.15, 2.34, 2.24)","(26.0, 60.0, 51.42857142857143)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 29.0, 26.333333333333332)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:03:04.205720,"(4.6, 7.6, 6.9)","(10.0, 17.5, 16.375)","(2.15, 2.34, 2.265)","(26.0, 60.0, 51.42857142857143)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 29.0, 26.333333333333332)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:03:05.550245,"(4.6, 7.6, 6.9)","(10.0, 17.5, 16.375)","(2.15, 2.34, 2.265)","(26.0, 60.0, 51.42857142857143)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 29.0, 26.333333333333332)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:03:06.905939,"(4.6, 7.6, 6.666666666666667)","(10.0, 17.5, 16.375)","(2.15, 2.34, 2.265)","(26.0, 60.0, 51.42857142857143)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 29.0, 26.333333333333332)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:03:08.175074,"(4.6, 7.6, 6.666666666666667)","(10.0, 17.5, 16.375)","(2.15, 2.34, 2.265)","(26.0, 60.0, 51.42857142857143)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 29.0, 26.333333333333332)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:03:09.467031,"(4.6, 7.6, 6.666666666666667)","(10.0, 17.5, 16.375)","(2.15, 2.34, 2.2600000000000002)","(26.0, 60.0, 51.42857142857143)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 29.0, 26.333333333333332)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:03:10.790240,"(4.6, 7.6, 6.9)","(10.0, 17.5, 16.375)","(2.15, 2.34, 2.2600000000000002)","(26.0, 60.0, 51.42857142857143)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 29.0, 26.333333333333332)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:03:12.068322,"(4.6, 7.6, 6.9)","(10.0, 17.5, 16.375)","(2.15, 2.34, 2.2672727272727276)","(26.0, 60.0, 51.42857142857143)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 29.0, 26.333333333333332)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:03:13.240507,"(4.6, 7.6, 6.9)","(10.0, 17.5, 16.375)","(2.15, 2.34, 2.2672727272727276)","(26.0, 60.0, 51.42857142857143)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 29.0, 26.333333333333332)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:03:14.503442,"(4.6, 7.6, 6.9)","(10.0, 17.5, 16.375)","(2.15, 2.34, 2.2672727272727276)","(26.0, 60.0, 51.42857142857143)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 29.0, 26.333333333333332)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:03:15.703543,"(4.6, 7.6, 6.9)","(10.0, 17.5, 15.25)","(2.15, 2.34, 2.2672727272727276)","(26.0, 60.0, 48.0)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 29.0, 26.333333333333332)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:03:17.023033,"(4.6, 7.6, 6.9)","(10.0, 17.5, 15.25)","(2.15, 2.34, 2.2672727272727276)","(26.0, 60.0, 50.0)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 29.0, 23.333333333333332)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:03:18.274008,"(4.6, 7.2, 6.7)","(10.0, 17.5, 15.25)","(2.15, 2.34, 2.2672727272727276)","(26.0, 60.0, 50.0)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 28.0, 23.333333333333332)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:03:19.572079,"(4.6, 7.2, 6.7)","(10.0, 17.5, 15.25)","(2.15, 2.34, 2.2672727272727276)","(26.0, 60.0, 50.0)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 28.0, 23.333333333333332)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:03:20.744629,"(4.6, 7.2, 6.7)","(10.0, 17.5, 15.25)","(2.15, 2.34, 2.2672727272727276)","(26.0, 60.0, 50.0)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 28.0, 23.333333333333332)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:03:21.918850,"(4.6, 7.2, 6.7)","(10.0, 17.5, 15.25)","(2.15, 2.34, 2.2672727272727276)","(26.0, 60.0, 50.0)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 28.0, 23.333333333333332)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:03:23.019248,"(4.6, 7.2, 6.7)","(10.0, 17.5, 15.25)","(2.15, 2.34, 2.2672727272727276)","(26.0, 60.0, 50.0)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 28.0, 23.333333333333332)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:03:24.201749,"(4.6, 7.2, 6.7)","(10.0, 17.5, 15.25)","(2.15, 2.34, 2.2672727272727276)","(26.0, 60.0, 50.0)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 28.0, 23.333333333333332)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:03:25.422935,"(4.6, 7.2, 6.7)","(10.0, 17.5, 15.25)","(2.15, 2.34, 2.2672727272727276)","(26.0, 60.0, 50.0)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 28.0, 23.333333333333332)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:03:26.600836,"(4.6, 7.2, 6.7)","(10.0, 17.5, 15.25)","(2.15, 2.34, 2.2672727272727276)","(26.0, 60.0, 50.0)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 28.0, 23.333333333333332)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:03:27.975529,"(4.6, 7.2, 6.7)","(10.0, 17.5, 15.25)","(2.15, 2.34, 2.315)","(26.0, 60.0, 50.0)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 28.0, 23.333333333333332)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:03:29.101742,"(4.6, 7.2, 6.7)","(10.0, 17.5, 15.25)","(2.15, 2.34, 2.315)","(26.0, 60.0, 50.0)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 28.0, 23.333333333333332)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:03:30.569273,"(4.6, 7.2, 6.276923076923077)","(10.0, 17.5, 15.25)","(2.15, 2.34, 2.308)","(26.0, 60.0, 50.0)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 28.0, 23.333333333333332)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:03:31.891937,"(4.6, 7.2, 6.276923076923077)","(10.0, 17.5, 15.25)","(2.15, 2.34, 2.308)","(26.0, 60.0, 50.0)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 28.0, 23.333333333333332)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:03:33.127832,"(4.6, 7.0, 6.44)","(10.0, 17.5, 15.25)","(2.15, 2.34, 2.308)","(26.0, 60.0, 50.0)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 28.0, 23.333333333333332)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:03:34.347694,"(4.6, 7.0, 6.44)","(10.0, 17.5, 15.25)","(2.15, 2.34, 2.308)","(26.0, 60.0, 50.0)","(5.0, 7.0, 6.6571428571428575)","(7.5, 10.0, 8.892307692307693)","(18.0, 28.0, 23.333333333333332)","(26.0, 50.0, 40.90909090909091)"
11-01-2023 15:03:35.494201,"(4.6, 7.0, 6.44)","(10.0, 17.5, 15.25)","(2.15, 2.34, 2.308)","(26.0, 60.0, 56.5)","(5.0, 7.0, 6.25)","(7.5, 10.0, 8.850000000000001)","(18.0, 28.0, 25.142857142857142)","(26.0, 50.0, 45.294117647058826)"
11-01-2023 15:03:36.634574,"(4.6, 7.0, 6.44)","(10.0, 15.5, 13.833333333333334)","(2.15, 2.34, 2.308)","(26.0, 60.0, 63.4)","(5.0, 6.8, 6.25)","(7.5, 9.6, 8.850000000000001)","(18.0, 28.0, 25.142857142857142)","(26.0, 50.0, 45.294117647058826)"
11-01-2023 15:03:37.716367,"(4.6, 7.0, 6.44)","(10.0, 15.5, 13.833333333333334)","(2.15, 2.34, 2.308)","(26.0, 75.0, 63.4)","(5.0, 6.8, 6.25)","(7.5, 9.6, 8.850000000000001)","(18.0, 28.0, 25.142857142857142)","(26.0, 50.0, 45.294117647058826)"
11-01-2023 15:03:38.853318,"(4.6, 7.0, 6.44)","(10.0, 15.5, 13.833333333333334)","(2.15, 2.34, 2.308)","(26.0, 75.0, 63.4)","(5.0, 6.8, 6.25)","(7.5, 9.6, 8.850000000000001)","(18.0, 28.0, 25.142857142857142)","(26.0, 50.0, 45.294117647058826)"
11-01-2023 15:03:40.054774,"(4.6, 7.0, 6.44)","(10.0, 15.5, 13.833333333333334)","(2.15, 2.34, 2.308)","(26.0, 75.0, 63.4)","(5.0, 6.8, 6.25)","(7.5, 9.6, 8.850000000000001)","(18.0, 28.0, 25.142857142857142)","(26.0, 50.0, 45.294117647058826)"
11-01-2023 15:03:41.184766,"(4.6, 7.0, 6.44)","(10.0, 15.5, 13.833333333333334)","(2.15, 2.34, 2.308)","(26.0, 75.0, 63.4)","(5.0, 6.8, 6.25)","(7.5, 9.6, 8.850000000000001)","(18.0, 28.0, 25.142857142857142)","(26.0, 50.0, 45.294117647058826)"
11-01-2023 15:03:42.327410,"(4.6, 7.0, 6.44)","(10.0, 15.5, 13.833333333333334)","(2.15, 2.34, 2.308)","(26.0, 75.0, 63.4)","(5.0, 6.8, 6.25)","(7.5, 9.6, 8.850000000000001)","(18.0, 28.0, 25.142857142857142)","(26.0, 50.0, 45.294117647058826)"
11-01-2023 15:03:43.514159,"(4.6, 7.0, 6.44)","(10.0, 15.5, 13.833333333333334)","(2.15, 2.34, 2.308)","(26.0, 75.0, 63.4)","(5.0, 6.8, 6.25)","(7.5, 9.6, 8.850000000000001)","(18.0, 28.0, 25.142857142857142)","(26.0, 50.0, 45.294117647058826)"
11-01-2023 15:03:44.687522,"(4.6, 7.0, 6.44)","(10.0, 15.5, 13.833333333333334)","(2.15, 2.34, 2.308)","(26.0, 75.0, 63.4)","(5.0, 6.8, 6.25)","(7.5, 9.6, 8.850000000000001)","(18.0, 28.0, 28.4)","(26.0, 50.0, 45.294117647058826)"
11-01-2023 15:03:45.886256,"(4.6, 7.0, 6.44)","(10.0, 15.5, 13.833333333333334)","(2.15, 2.34, 2.308)","(26.0, 75.0, 63.4)","(5.0, 6.8, 6.25)","(7.5, 9.6, 8.850000000000001)","(18.0, 32.0, 28.4)","(26.0, 50.0, 45.294117647058826)"
11-01-2023 15:03:47.102589,"(4.6, 7.0, 6.44)","(10.0, 15.5, 13.833333333333334)","(2.15, 2.34, 2.308)","(26.0, 75.0, 63.4)","(5.0, 6.8, 6.25)","(7.5, 9.6, 8.850000000000001)","(18.0, 32.0, 28.4)","(26.0, 50.0, 45.294117647058826)"
11-01-2023 15:03:48.286367,"(4.6, 7.4, 6.800000000000001)","(10.0, 15.5, 13.833333333333334)","(2.15, 2.34, 2.308)","(26.0, 70.0, 64.0)","(5.0, 6.8, 6.25)","(7.5, 9.6, 8.850000000000001)","(18.0, 32.0, 28.4)","(26.0, 50.0, 45.294117647058826)"
11-01-2023 15:03:49.466677,"(4.6, 7.4, 6.800000000000001)","(10.0, 15.5, 13.833333333333334)","(2.15, 2.34, 2.308)","(26.0, 70.0, 64.0)","(5.0, 6.8, 6.25)","(7.5, 9.6, 8.850000000000001)","(18.0, 32.0, 28.4)","(26.0, 50.0, 45.294117647058826)"
11-01-2023 15:03:50.619997,"(4.6, 7.4, 6.800000000000001)","(10.0, 15.5, 13.833333333333334)","(2.15, 2.34, 2.308)","(26.0, 70.0, 64.0)","(5.0, 6.8, 6.25)","(7.5, 9.6, 8.850000000000001)","(18.0, 32.0, 28.4)","(26.0, 50.0, 45.294117647058826)"
11-01-2023 15:03:51.812438,"(4.6, 7.4, 6.800000000000001)","(10.0, 15.5, 13.833333333333334)","(2.15, 2.34, 2.308)","(26.0, 70.0, 64.0)","(5.0, 6.8, 6.25)","(7.5, 9.6, 8.850000000000001)","(18.0, 32.0, 28.4)","(26.0, 50.0, 45.294117647058826)"
11-01-2023 15:03:53.091853,"(4.6, 7.4, 6.800000000000001)","(10.0, 15.5, 13.833333333333334)","(2.15, 2.34, 2.308)","(26.0, 70.0, 59.0)","(5.0, 6.8, 6.25)","(7.5, 9.6, 8.850000000000001)","(18.0, 32.0, 28.25)","(26.0, 50.0, 45.294117647058826)"
11-01-2023 15:03:54.411265,"(4.6, 7.4, 6.6000000000000005)","(10.0, 15.5, 13.833333333333334)","(2.15, 2.34, 2.308)","(26.0, 70.0, 59.0)","(5.0, 6.8, 6.25)","(7.5, 9.6, 8.850000000000001)","(18.0, 30.0, 28.25)","(26.0, 50.0, 45.294117647058826)"
11-01-2023 15:03:55.697519,"(4.6, 7.4, 6.6000000000000005)","(10.0, 15.5, 13.833333333333334)","(2.15, 2.34, 2.308)","(26.0, 70.0, 59.0)","(5.0, 6.8, 6.25)","(7.5, 9.6, 8.850000000000001)","(18.0, 30.0, 28.25)","(26.0, 50.0, 45.294117647058826)"
11-01-2023 15:03:57.016087,"(4.6, 7.4, 6.800000000000001)","(10.0, 15.5, 13.833333333333334)","(2.15, 2.34, 2.308)","(26.0, 70.0, 59.0)","(5.0, 6.8, 6.25)","(7.5, 9.6, 8.850000000000001)","(18.0, 30.0, 28.25)","(26.0, 50.0, 45.294117647058826)"
11-01-2023 15:03:58.152610,"(4.6, 7.4, 6.800000000000001)","(10.0, 15.5, 13.833333333333334)","(2.15, 2.34, 2.308)","(26.0, 70.0, 59.0)","(5.0, 6.8, 6.25)","(7.5, 9.6, 8.850000000000001)","(18.0, 30.0, 28.25)","(26.0, 50.0, 45.294117647058826)"
11-01-2023 15:03:59.289629,"(4.6, 7.4, 6.800000000000001)","(10.0, 15.5, 13.833333333333334)","(2.15, 2.34, 2.308)","(26.0, 70.0, 59.0)","(5.0, 6.8, 6.25)","(7.5, 9.6, 8.850000000000001)","(18.0, 30.0, 28.25)","(26.0, 50.0, 45.294117647058826)"
11-01-2023 15:04:00.423971,"(4.6, 7.4, 6.800000000000001)","(10.0, 15.5, 13.833333333333334)","(2.15, 2.34, 2.308)","(26.0, 70.0, 59.0)","(5.0, 6.8, 6.25)","(7.5, 9.6, 8.850000000000001)","(18.0, 30.0, 28.25)","(26.0, 50.0, 45.294117647058826)"
11-01-2023 15:04:01.521295,"(4.6, 7.4, 6.800000000000001)","(10.0, 15.5, 13.833333333333334)","(2.15, 2.34, 2.308)","(26.0, 70.0, 56.8)","(5.0, 6.8, 6.25)","(7.5, 9.6, 8.850000000000001)","(18.0, 30.0, 28.25)","(26.0, 50.0, 45.294117647058826)"
11-01-2023 15:04:02.591028,"(4.6, 7.4, 6.800000000000001)","(10.0, 15.5, 13.833333333333334)","(2.15, 2.34, 2.3117647058823527)","(26.0, 65.0, 54.8)","(5.0, 6.8, 6.428571428571429)","(7.5, 9.6, 8.92)","(18.0, 30.0, 25.57142857142857)","(26.0, 50.0, 45.294117647058826)"
11-01-2023 15:04:04.015647,"(4.6, 7.4, 7.04)","(10.0, 15.5, 14.5)","(2.15, 2.34, 2.3117647058823527)","(26.0, 65.0, 54.8)","(5.0, 6.6, 6.428571428571429)","(7.5, 9.4, 8.9)","(18.0, 29.0, 25.8)","(26.0, 50.0, 45.55555555555556)"
11-01-2023 15:04:05.364089,"(4.6, 7.4, 7.04)","(10.0, 15.5, 14.61111111111111)","(2.15, 2.34, 2.3117647058823527)","(26.0, 65.0, 54.8)","(5.0, 6.6, 6.428571428571429)","(7.5, 9.4, 8.9)","(18.0, 29.0, 26.88888888888889)","(26.0, 50.0, 45.55555555555556)"
11-01-2023 15:04:06.854023,"(4.6, 7.4, 6.9714285714285715)","(10.0, 15.5, 14.61111111111111)","(2.15, 2.34, 2.3117647058823527)","(26.0, 65.0, 54.8)","(5.0, 6.6, 6.428571428571429)","(7.5, 9.4, 8.955555555555556)","(18.0, 28.0, 26.88888888888889)","(26.0, 50.0, 45.55555555555556)"
11-01-2023 15:04:08.105642,"(4.6, 7.4, 6.9714285714285715)","(10.0, 15.5, 14.61111111111111)","(2.15, 2.34, 2.3117647058823527)","(26.0, 65.0, 54.8)","(5.0, 6.6, 6.428571428571429)","(7.5, 9.4, 8.955555555555556)","(18.0, 28.0, 26.88888888888889)","(26.0, 50.0, 45.55555555555556)"
11-01-2023 15:04:09.348880,"(4.6, 7.4, 6.9714285714285715)","(10.0, 15.5, 14.61111111111111)","(2.15, 2.34, 2.3117647058823527)","(26.0, 65.0, 54.8)","(5.0, 6.6, 6.428571428571429)","(7.5, 9.4, 8.955555555555556)","(18.0, 28.0, 26.88888888888889)","(26.0, 50.0, 45.55555555555556)"
11-01-2023 15:04:10.867797,"(4.6, 7.4, 6.9714285714285715)","(10.0, 15.5, 14.61111111111111)","(2.15, 2.34, 2.3117647058823527)","(26.0, 65.0, 54.8)","(5.0, 6.6, 6.428571428571429)","(7.5, 9.4, 8.955555555555556)","(18.0, 28.0, 26.88888888888889)","(26.0, 50.0, 45.55555555555556)"
11-01-2023 15:04:12.069091,"(4.6, 7.4, 6.9714285714285715)","(10.0, 15.5, 14.61111111111111)","(2.15, 2.34, 2.3117647058823527)","(26.0, 65.0, 54.8)","(5.0, 6.6, 6.428571428571429)","(7.5, 9.4, 8.955555555555556)","(18.0, 28.0, 26.88888888888889)","(26.0, 50.0, 45.55555555555556)"
11-01-2023 15:04:13.151402,"(4.6, 7.4, 6.9714285714285715)","(10.0, 15.5, 14.61111111111111)","(2.15, 2.34, 2.3117647058823527)","(26.0, 65.0, 54.8)","(5.0, 6.6, 6.428571428571429)","(7.5, 9.4, 8.955555555555556)","(18.0, 28.0, 26.88888888888889)","(26.0, 50.0, 45.55555555555556)"
11-01-2023 15:04:14.201696,"(4.6, 7.4, 6.9714285714285715)","(10.0, 15.5, 14.61111111111111)","(2.15, 2.34, 2.3117647058823527)","(26.0, 65.0, 54.8)","(5.0, 6.6, 6.428571428571429)","(7.5, 9.4, 8.955555555555556)","(18.0, 28.0, 26.88888888888889)","(26.0, 50.0, 45.55555555555556)"
11-01-2023 15:04:15.284061,"(4.6, 7.4, 7.127272727272728)","(10.0, 15.5, 14.61111111111111)","(2.15, 2.34, 2.3117647058823527)","(26.0, 65.0, 54.8)","(5.0, 6.6, 6.428571428571429)","(7.5, 9.4, 8.955555555555556)","(18.0, 28.0, 26.88888888888889)","(26.0, 50.0, 45.55555555555556)"
11-01-2023 15:04:16.418783,"(4.6, 7.4, 7.127272727272728)","(10.0, 15.5, 14.61111111111111)","(2.15, 2.34, 2.3117647058823527)","(26.0, 65.0, 54.8)","(5.0, 6.6, 6.428571428571429)","(7.5, 9.4, 8.955555555555556)","(18.0, 28.0, 26.88888888888889)","(26.0, 50.0, 45.55555555555556)"
11-01-2023 15:04:17.669591,"(4.6, 7.4, 7.127272727272728)","(10.0, 15.5, 14.61111111111111)","(2.15, 2.34, 2.3117647058823527)","(26.0, 65.0, 54.8)","(5.0, 6.6, 6.428571428571429)","(7.5, 9.4, 8.955555555555556)","(18.0, 28.0, 26.88888888888889)","(26.0, 50.0, 45.55555555555556)"
11-01-2023 15:04:18.894848,"(4.6, 7.4, 7.127272727272728)","(10.0, 15.5, 14.61111111111111)","(2.15, 2.34, 2.3117647058823527)","(26.0, 65.0, 54.8)","(5.0, 6.6, 6.428571428571429)","(7.5, 9.4, 8.955555555555556)","(18.0, 28.0, 26.88888888888889)","(26.0, 50.0, 45.55555555555556)"
11-01-2023 15:04:20.044282,"(4.6, 7.4, 7.127272727272728)","(10.0, 15.5, 14.61111111111111)","(2.15, 2.34, 2.3117647058823527)","(26.0, 65.0, 54.8)","(5.0, 6.6, 6.428571428571429)","(7.5, 9.4, 8.955555555555556)","(18.0, 28.0, 26.88888888888889)","(26.0, 50.0, 45.55555555555556)"
11-01-2023 15:04:21.206398,"(4.6, 7.4, 7.127272727272728)","(10.0, 15.5, 14.61111111111111)","(2.15, 2.34, 2.3117647058823527)","(26.0, 65.0, 54.8)","(5.0, 6.6, 6.428571428571429)","(7.5, 9.4, 8.955555555555556)","(18.0, 28.0, 26.88888888888889)","(26.0, 50.0, 45.55555555555556)"
11-01-2023 15:04:22.404538,"(4.6, 7.4, 7.127272727272728)","(10.0, 15.5, 13.9)","(2.15, 2.34, 2.3117647058823527)","(26.0, 65.0, 54.8)","(5.0, 6.6, 6.733333333333333)","(7.5, 9.4, 8.955555555555556)","(18.0, 28.0, 25.25)","(26.0, 50.0, 42.72727272727273)"
11-01-2023 15:04:23.681090,"(4.6, 7.4, 7.127272727272728)","(10.0, 17.5, 14.833333333333334)","(2.15, 2.34, 2.2866666666666666)","(26.0, 65.0, 54.8)","(5.0, 7.2, 6.7625)","(7.0, 9.4, 8.955555555555556)","(19.0, 32.0, 24.166666666666668)","(26.0, 50.0, 42.72727272727273)"
11-01-2023 15:04:24.864721,"(4.6, 7.4, 7.127272727272728)","(10.0, 17.5, 14.833333333333334)","(2.15, 2.34, 2.2866666666666666)","(26.0, 65.0, 48.8)","(5.0, 7.2, 6.7625)","(7.0, 9.4, 8.955555555555556)","(19.0, 30.0, 24.166666666666668)","(26.0, 50.0, 42.72727272727273)"
11-01-2023 15:04:25.982731,"(4.6, 7.4, 7.127272727272728)","(10.0, 17.5, 14.833333333333334)","(2.15, 2.34, 2.2866666666666666)","(26.0, 65.0, 50.0)","(5.0, 7.2, 6.9875)","(7.0, 9.4, 8.955555555555556)","(19.0, 30.0, 24.166666666666668)","(26.0, 50.0, 42.72727272727273)"
11-01-2023 15:04:27.044053,"(4.6, 7.4, 6.844444444444445)","(10.0, 17.5, 14.833333333333334)","(2.15, 2.34, 2.2866666666666666)","(26.0, 65.0, 50.0)","(5.0, 7.6, 6.9875)","(7.0, 9.4, 8.955555555555556)","(19.0, 30.0, 24.166666666666668)","(26.0, 50.0, 42.72727272727273)"
11-01-2023 15:04:28.130638,"(4.6, 7.4, 6.844444444444445)","(10.0, 17.5, 14.833333333333334)","(2.15, 2.34, 2.2866666666666666)","(26.0, 65.0, 50.0)","(5.0, 7.6, 6.9875)","(7.0, 9.4, 8.955555555555556)","(19.0, 30.0, 24.166666666666668)","(26.0, 50.0, 42.72727272727273)"
11-01-2023 15:04:29.255347,"(4.6, 7.4, 6.844444444444445)","(10.0, 17.5, 14.833333333333334)","(2.15, 2.34, 2.2866666666666666)","(26.0, 65.0, 50.0)","(5.0, 7.6, 6.9875)","(7.0, 9.4, 8.955555555555556)","(19.0, 30.0, 24.166666666666668)","(26.0, 50.0, 42.72727272727273)"
11-01-2023 15:04:30.424634,"(4.6, 7.4, 6.844444444444445)","(10.0, 17.5, 14.833333333333334)","(2.15, 2.34, 2.2866666666666666)","(26.0, 65.0, 50.0)","(5.0, 7.6, 6.863157894736842)","(7.0, 9.4, 8.955555555555556)","(19.0, 30.0, 24.166666666666668)","(26.0, 50.0, 42.72727272727273)"
11-01-2023 15:04:31.506105,"(4.6, 7.4, 6.844444444444445)","(10.0, 17.5, 14.833333333333334)","(2.15, 2.34, 2.2866666666666666)","(26.0, 65.0, 50.0)","(5.0, 7.6, 6.863157894736842)","(7.0, 9.4, 8.955555555555556)","(19.0, 30.0, 24.166666666666668)","(26.0, 50.0, 42.72727272727273)"
