,Tat Yap,Its Luigi,Villanova,Mibin Magic,Over Slips,Aston Gray,Juice,Chloes China
15-12-2022 12:36:56.844415,"(2.25, 2.48, 2.176842105263158)","(5.0, 8.2, 6.057142857142857)","(41.0, 310.0, 158.88888888888889)","(41.0, 290.0, 108.57142857142857)","(7.0, 15.5, 11.286666666666667)","(4.8, 8.0, 5.9375)","(6.0, 13.0, 10.8)","(10.0, 24.0, 13.166666666666666)"
15-12-2022 12:36:57.986547,"(2.25, 2.48, 2.176842105263158)","(5.0, 8.2, 6.057142857142857)","(41.0, 310.0, 158.88888888888889)","(41.0, 290.0, 108.57142857142857)","(7.0, 15.5, 11.286666666666667)","(4.8, 8.0, 5.9375)","(6.0, 13.0, 10.8)","(10.0, 24.0, 13.166666666666666)"
15-12-2022 12:36:59.148026,"(2.25, 2.48, 2.176842105263158)","(5.0, 8.2, 6.057142857142857)","(41.0, 310.0, 158.88888888888889)","(41.0, 290.0, 108.57142857142857)","(7.0, 15.5, 11.286666666666667)","(4.8, 8.0, 5.9375)","(6.0, 13.0, 10.8)","(10.0, 24.0, 13.166666666666666)"
15-12-2022 12:37:00.299697,"(2.25, 2.48, 2.176842105263158)","(5.0, 8.2, 6.057142857142857)","(41.0, 310.0, 158.88888888888889)","(41.0, 290.0, 108.57142857142857)","(7.0, 15.5, 11.286666666666667)","(4.8, 8.0, 5.9375)","(6.0, 13.0, 10.8)","(10.0, 24.0, 13.166666666666666)"
15-12-2022 12:37:01.483576,"(2.25, 2.48, 2.176842105263158)","(5.0, 8.2, 6.057142857142857)","(41.0, 310.0, 158.88888888888889)","(41.0, 290.0, 108.57142857142857)","(7.0, 15.5, 11.286666666666667)","(4.8, 8.0, 5.9375)","(6.0, 13.0, 10.8)","(10.0, 24.0, 13.166666666666666)"
15-12-2022 12:37:02.574318,"(2.25, 2.48, 2.176842105263158)","(5.0, 8.2, 6.057142857142857)","(41.0, 310.0, 158.88888888888889)","(41.0, 290.0, 108.57142857142857)","(7.0, 15.5, 11.286666666666667)","(4.8, 8.0, 5.9375)","(6.0, 13.0, 10.8)","(10.0, 24.0, 13.166666666666666)"
15-12-2022 12:37:03.602924,"(2.25, 2.48, 2.2295652173913045)","(5.0, 8.2, 6.057142857142857)","(41.0, 310.0, 85.0)","(41.0, 290.0, 80.0)","(7.0, 15.5, 11.286666666666667)","(4.8, 8.0, 5.9375)","(6.0, 13.0, 10.8)","(10.0, 24.0, 13.166666666666666)"
15-12-2022 12:37:04.671275,"(2.25, 2.48, 2.2295652173913045)","(5.0, 8.2, 6.057142857142857)","(41.0, 310.0, 85.0)","(41.0, 290.0, 80.0)","(7.0, 15.5, 11.286666666666667)","(4.8, 8.0, 5.9375)","(6.0, 13.0, 10.8)","(10.0, 24.0, 13.166666666666666)"
15-12-2022 12:37:05.660754,"(2.25, 2.48, 2.2295652173913045)","(5.0, 8.2, 6.057142857142857)","(41.0, 310.0, 85.0)","(41.0, 290.0, 80.0)","(7.0, 15.5, 11.286666666666667)","(4.8, 8.0, 5.9375)","(6.0, 13.0, 10.8)","(10.0, 24.0, 13.166666666666666)"
15-12-2022 12:37:06.803053,"(2.25, 2.48, 2.2295652173913045)","(5.0, 8.2, 6.057142857142857)","(41.0, 310.0, 85.0)","(41.0, 290.0, 80.0)","(7.0, 15.5, 11.286666666666667)","(4.8, 8.0, 5.9375)","(6.0, 13.0, 10.8)","(10.0, 24.0, 13.166666666666666)"
15-12-2022 12:37:08.038316,"(2.25, 2.48, 2.2295652173913045)","(5.0, 8.2, 6.057142857142857)","(41.0, 310.0, 85.0)","(41.0, 290.0, 80.0)","(7.0, 15.5, 11.286666666666667)","(4.8, 8.0, 5.9375)","(6.0, 13.0, 10.8)","(10.0, 24.0, 13.166666666666666)"
15-12-2022 12:37:09.205351,"(2.25, 2.48, 2.2295652173913045)","(5.0, 8.2, 6.057142857142857)","(41.0, 310.0, 85.0)","(41.0, 290.0, 80.0)","(7.0, 15.5, 11.286666666666667)","(4.8, 8.0, 5.9375)","(6.0, 13.0, 10.8)","(10.0, 24.0, 15.125)"
15-12-2022 12:37:10.293315,"(2.25, 2.48, 2.2295652173913045)","(5.0, 8.2, 6.057142857142857)","(41.0, 310.0, 85.0)","(41.0, 290.0, 80.0)","(7.0, 15.5, 11.286666666666667)","(4.8, 8.0, 5.9375)","(6.0, 13.0, 10.8)","(10.0, 24.0, 15.0)"
15-12-2022 12:37:11.387588,"(2.25, 2.48, 2.245217391304348)","(5.0, 8.2, 6.75)","(41.0, 310.0, 85.0)","(41.0, 290.0, 80.0)","(7.0, 15.5, 11.286666666666667)","(4.8, 8.0, 7.326923076923077)","(6.0, 13.0, 10.8)","(10.0, 24.0, 12.333333333333334)"
15-12-2022 12:37:12.489372,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.45)","(41.0, 310.0, 85.0)","(41.0, 290.0, 80.0)","(7.0, 15.5, 11.286666666666667)","(4.8, 8.0, 7.326923076923077)","(6.0, 13.0, 10.8)","(10.0, 24.0, 12.333333333333334)"
15-12-2022 12:37:13.589213,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.45)","(41.0, 310.0, 85.0)","(41.0, 290.0, 80.0)","(7.0, 15.5, 11.55)","(4.8, 8.0, 6.0)","(6.0, 13.0, 10.8)","(10.0, 24.0, 12.333333333333334)"
15-12-2022 12:37:14.752212,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.45)","(41.0, 310.0, 85.0)","(41.0, 290.0, 80.0)","(7.0, 15.5, 11.55)","(4.8, 8.0, 6.0)","(6.0, 13.0, 8.766666666666667)","(10.0, 24.0, 12.333333333333334)"
15-12-2022 12:37:15.840024,"(2.25, 2.48, 2.276521739130435)","(5.0, 8.2, 6.85)","(41.0, 310.0, 85.0)","(41.0, 290.0, 80.0)","(7.0, 15.5, 11.55)","(4.8, 8.0, 6.0)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 12.333333333333334)"
15-12-2022 12:37:16.858527,"(2.25, 2.48, 2.2742857142857145)","(5.0, 8.2, 6.574999999999999)","(41.0, 310.0, 85.0)","(41.0, 290.0, 80.0)","(7.0, 15.5, 11.55)","(4.8, 8.0, 6.0)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 12.333333333333334)"
15-12-2022 12:37:17.906115,"(2.25, 2.48, 2.2742857142857145)","(5.0, 8.2, 6.574999999999999)","(41.0, 310.0, 85.0)","(41.0, 290.0, 151.11111111111111)","(7.0, 15.5, 11.55)","(4.8, 8.0, 6.0)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 12.333333333333334)"
15-12-2022 12:37:19.005834,"(2.25, 2.48, 2.2742857142857145)","(5.0, 8.2, 6.574999999999999)","(41.0, 310.0, 161.11111111111111)","(41.0, 290.0, 151.11111111111111)","(7.0, 15.5, 11.55)","(4.8, 8.0, 6.0)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 12.333333333333334)"
15-12-2022 12:37:20.091388,"(2.25, 2.48, 2.2295652173913045)","(5.0, 8.2, 6.533333333333333)","(41.0, 310.0, 161.11111111111111)","(41.0, 290.0, 166.0)","(7.0, 15.5, 11.55)","(4.8, 8.0, 6.0)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 12.333333333333334)"
15-12-2022 12:37:21.167431,"(2.25, 2.48, 2.245217391304348)","(5.0, 8.2, 7.084615384615384)","(41.0, 310.0, 161.11111111111111)","(41.0, 290.0, 166.0)","(7.0, 15.5, 11.55)","(4.8, 8.0, 5.571428571428571)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 12.333333333333334)"
15-12-2022 12:37:22.513728,"(2.25, 2.48, 2.24)","(5.0, 8.2, 7.084615384615384)","(41.0, 310.0, 161.11111111111111)","(41.0, 290.0, 166.0)","(7.0, 15.5, 11.55)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 12.333333333333334)"
15-12-2022 12:37:23.885254,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.387499999999999)","(41.0, 310.0, 161.11111111111111)","(41.0, 290.0, 166.0)","(7.0, 15.5, 11.55)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 12.333333333333334)"
15-12-2022 12:37:25.203792,"(2.25, 2.48, 2.176842105263158)","(5.0, 8.2, 6.387499999999999)","(41.0, 310.0, 161.11111111111111)","(41.0, 290.0, 166.0)","(7.0, 15.5, 11.55)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 12.333333333333334)"
15-12-2022 12:37:26.565782,"(2.25, 2.48, 2.222857142857143)","(5.0, 8.2, 6.387499999999999)","(41.0, 310.0, 161.11111111111111)","(41.0, 290.0, 166.0)","(7.0, 15.5, 11.55)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 12.333333333333334)"
15-12-2022 12:37:27.853862,"(2.25, 2.48, 2.2723076923076926)","(5.0, 8.2, 6.512499999999999)","(41.0, 310.0, 161.11111111111111)","(41.0, 290.0, 166.0)","(7.0, 15.5, 11.55)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 12.333333333333334)"
15-12-2022 12:37:29.168510,"(2.25, 2.48, 2.2723076923076926)","(5.0, 8.2, 6.512499999999999)","(41.0, 310.0, 161.11111111111111)","(41.0, 290.0, 166.0)","(7.0, 15.5, 11.55)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 12.333333333333334)"
15-12-2022 12:37:30.540244,"(2.25, 2.48, 2.222857142857143)","(5.0, 8.2, 6.512499999999999)","(41.0, 310.0, 177.0)","(41.0, 290.0, 206.0)","(7.0, 15.5, 11.55)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 12.333333333333334)"
15-12-2022 12:37:31.760236,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.6375)","(41.0, 310.0, 139.0)","(41.0, 290.0, 102.5)","(7.0, 15.5, 10.11)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 11.4)"
15-12-2022 12:37:33.087142,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.6375)","(41.0, 310.0, 139.0)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:37:34.259129,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.6375)","(41.0, 310.0, 139.0)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:37:35.516739,"(2.25, 2.48, 2.205714285714286)","(5.0, 8.2, 6.387499999999999)","(41.0, 310.0, 139.0)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:37:36.741604,"(2.25, 2.48, 2.2295652173913045)","(5.0, 8.2, 6.387499999999999)","(41.0, 310.0, 139.0)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:37:37.899155,"(2.25, 2.48, 2.2295652173913045)","(5.0, 8.2, 6.387499999999999)","(41.0, 310.0, 139.0)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:37:39.081782,"(2.25, 2.48, 2.2295652173913045)","(5.0, 8.2, 6.387499999999999)","(41.0, 310.0, 139.0)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:37:40.238889,"(2.25, 2.48, 2.245217391304348)","(5.0, 8.2, 6.8)","(41.0, 310.0, 139.0)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:37:41.380327,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.512499999999999)","(41.0, 310.0, 139.0)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:37:42.518399,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.512499999999999)","(41.0, 310.0, 139.0)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:37:43.647834,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.512499999999999)","(41.0, 310.0, 139.0)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:37:44.847289,"(2.25, 2.48, 2.245217391304348)","(5.0, 8.2, 6.8999999999999995)","(41.0, 310.0, 139.0)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:37:46.078733,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.6375)","(41.0, 310.0, 139.0)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:37:47.184467,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.6375)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:37:48.197565,"(2.25, 2.48, 2.176842105263158)","(5.0, 8.2, 6.6375)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:37:49.243368,"(2.25, 2.48, 2.245217391304348)","(5.0, 8.2, 6.387499999999999)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:37:50.312801,"(2.25, 2.48, 2.257142857142857)","(5.0, 8.2, 6.8)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:37:51.408752,"(2.25, 2.48, 2.257142857142857)","(5.0, 8.2, 6.512499999999999)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:37:52.565298,"(2.25, 2.48, 2.257142857142857)","(5.0, 8.2, 6.512499999999999)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:37:53.604737,"(2.25, 2.48, 2.257142857142857)","(5.0, 8.2, 6.512499999999999)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:37:54.670275,"(2.25, 2.48, 2.2608695652173916)","(5.0, 8.2, 7.084615384615384)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:37:55.696509,"(2.25, 2.48, 2.2608695652173916)","(5.0, 8.2, 7.084615384615384)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:37:56.727986,"(2.25, 2.48, 2.257142857142857)","(5.0, 8.2, 7.084615384615384)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:37:57.799244,"(2.25, 2.48, 2.257142857142857)","(5.0, 8.2, 7.084615384615384)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:37:58.925217,"(2.25, 2.48, 2.245217391304348)","(5.0, 8.2, 6.387499999999999)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:00.005034,"(2.25, 2.48, 2.222857142857143)","(5.0, 8.2, 6.387499999999999)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:01.105388,"(2.25, 2.48, 2.257142857142857)","(5.0, 8.2, 6.8)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:02.216770,"(2.25, 2.48, 2.257142857142857)","(5.0, 8.2, 6.512499999999999)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:03.318467,"(2.25, 2.48, 2.257142857142857)","(5.0, 8.2, 6.512499999999999)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:04.429694,"(2.25, 2.48, 2.2496)","(5.0, 8.2, 6.533333333333333)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:05.490881,"(2.25, 2.48, 2.2496)","(5.0, 8.2, 6.387499999999999)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:06.518312,"(2.25, 2.48, 2.245217391304348)","(5.0, 8.2, 6.8)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:07.625991,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.512499999999999)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:08.749077,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.512499999999999)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 102.5)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:09.811403,"(2.25, 2.48, 2.2496)","(5.0, 8.2, 6.512499999999999)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 130.57142857142858)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:10.971306,"(2.25, 2.48, 2.245217391304348)","(5.0, 8.2, 6.8)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 130.57142857142858)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:12.083456,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.512499999999999)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 130.57142857142858)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:13.141197,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.512499999999999)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 130.57142857142858)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:14.149612,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.512499999999999)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 130.57142857142858)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:15.145583,"(2.25, 2.48, 2.205714285714286)","(5.0, 8.2, 6.512499999999999)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 130.57142857142858)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:16.197352,"(2.25, 2.48, 2.245217391304348)","(5.0, 8.2, 6.8999999999999995)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 130.57142857142858)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:17.330569,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.6375)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 130.57142857142858)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:18.437261,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.6375)","(41.0, 310.0, 170.23529411764707)","(41.0, 290.0, 130.57142857142858)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:19.542232,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.6375)","(41.0, 310.0, 141.57142857142858)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:20.711053,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.6375)","(41.0, 310.0, 141.57142857142858)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:21.830137,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.699999999999999)","(41.0, 310.0, 141.57142857142858)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:22.943151,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.7625)","(41.0, 310.0, 141.57142857142858)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:24.020382,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.7625)","(41.0, 310.0, 141.57142857142858)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:25.128623,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.7625)","(41.0, 310.0, 141.57142857142858)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:26.189586,"(2.25, 2.48, 2.245217391304348)","(5.0, 8.2, 6.75)","(41.0, 310.0, 141.57142857142858)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:27.217009,"(2.25, 2.48, 2.245217391304348)","(5.0, 8.2, 6.75)","(41.0, 310.0, 141.57142857142858)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:28.248598,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.45)","(41.0, 310.0, 141.57142857142858)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:29.281409,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.45)","(41.0, 310.0, 141.57142857142858)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:30.301228,"(2.25, 2.48, 2.339512195121951)","(5.0, 8.2, 6.45)","(41.0, 310.0, 115.0)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
