,Blackwood Johnny,Dewana Natural,Nitro Harvey,Disco Dance,Nitro Cannon,Dewana Boogie,Blitz Danger,Find Doh
251,"[datetime.datetime(2022, 11, 28, 18, 47, 8, 461660), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 8, 461660), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 18, 47, 8, 461660), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 8, 461660), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 18, 47, 8, 461660), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 8, 461660), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 8, 461660), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 8, 461660), 21.0, 70.0]"
252,"[datetime.datetime(2022, 11, 28, 18, 47, 9, 616112), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 9, 616112), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 18, 47, 9, 616112), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 9, 616112), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 18, 47, 9, 616112), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 9, 616112), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 9, 616112), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 9, 616112), 21.0, 70.0]"
253,"[datetime.datetime(2022, 11, 28, 18, 47, 10, 809420), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 10, 809420), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 18, 47, 10, 809420), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 10, 809420), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 18, 47, 10, 809420), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 10, 809420), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 10, 809420), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 10, 809420), 21.0, 70.0]"
254,"[datetime.datetime(2022, 11, 28, 18, 47, 11, 962789), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 11, 962789), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 18, 47, 11, 962789), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 11, 962789), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 18, 47, 11, 962789), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 11, 962789), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 11, 962789), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 11, 962789), 21.0, 70.0]"
255,"[datetime.datetime(2022, 11, 28, 18, 47, 13, 194280), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 13, 194280), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 18, 47, 13, 194280), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 13, 194280), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 18, 47, 13, 194280), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 13, 194280), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 13, 194280), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 13, 194280), 21.0, 70.0]"
256,"[datetime.datetime(2022, 11, 28, 18, 47, 14, 366885), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 14, 366885), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 18, 47, 14, 366885), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 14, 366885), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 18, 47, 14, 366885), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 14, 366885), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 14, 366885), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 14, 366885), 21.0, 70.0]"
257,"[datetime.datetime(2022, 11, 28, 18, 47, 15, 525233), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 15, 525233), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 15, 525233), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 15, 525233), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 18, 47, 15, 525233), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 15, 525233), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 15, 525233), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 15, 525233), 21.0, 70.0]"
258,"[datetime.datetime(2022, 11, 28, 18, 47, 16, 664564), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 16, 664564), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 16, 664564), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 16, 664564), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 18, 47, 16, 664564), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 16, 664564), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 16, 664564), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 16, 664564), 21.0, 70.0]"
259,"[datetime.datetime(2022, 11, 28, 18, 47, 17, 804749), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 17, 804749), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 17, 804749), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 17, 804749), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 18, 47, 17, 804749), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 17, 804749), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 17, 804749), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 17, 804749), 21.0, 70.0]"
260,"[datetime.datetime(2022, 11, 28, 18, 47, 18, 932027), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 18, 932027), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 18, 932027), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 18, 932027), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 18, 47, 18, 932027), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 18, 932027), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 18, 932027), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 18, 932027), 21.0, 70.0]"
261,"[datetime.datetime(2022, 11, 28, 18, 47, 20, 72626), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 20, 72626), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 20, 72626), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 20, 72626), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 18, 47, 20, 72626), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 20, 72626), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 20, 72626), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 20, 72626), 21.0, 70.0]"
262,"[datetime.datetime(2022, 11, 28, 18, 47, 21, 204787), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 21, 204787), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 21, 204787), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 21, 204787), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 18, 47, 21, 204787), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 21, 204787), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 21, 204787), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 21, 204787), 21.0, 70.0]"
263,"[datetime.datetime(2022, 11, 28, 18, 47, 22, 349476), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 22, 349476), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 22, 349476), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 22, 349476), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 18, 47, 22, 349476), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 22, 349476), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 22, 349476), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 22, 349476), 21.0, 70.0]"
264,"[datetime.datetime(2022, 11, 28, 18, 47, 23, 540159), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 23, 540159), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 23, 540159), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 23, 540159), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 18, 47, 23, 540159), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 23, 540159), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 23, 540159), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 23, 540159), 21.0, 70.0]"
265,"[datetime.datetime(2022, 11, 28, 18, 47, 24, 732650), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 24, 732650), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 24, 732650), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 24, 732650), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 18, 47, 24, 732650), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 24, 732650), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 24, 732650), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 24, 732650), 21.0, 70.0]"
266,"[datetime.datetime(2022, 11, 28, 18, 47, 25, 887275), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 25, 887275), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 25, 887275), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 25, 887275), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 18, 47, 25, 887275), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 25, 887275), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 25, 887275), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 25, 887275), 21.0, 70.0]"
267,"[datetime.datetime(2022, 11, 28, 18, 47, 27, 26599), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 27, 26599), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 27, 26599), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 27, 26599), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 18, 47, 27, 26599), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 27, 26599), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 27, 26599), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 27, 26599), 21.0, 70.0]"
268,"[datetime.datetime(2022, 11, 28, 18, 47, 28, 174326), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 28, 174326), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 28, 174326), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 28, 174326), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 18, 47, 28, 174326), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 28, 174326), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 28, 174326), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 28, 174326), 21.0, 70.0]"
269,"[datetime.datetime(2022, 11, 28, 18, 47, 29, 321777), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 29, 321777), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 29, 321777), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 29, 321777), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 18, 47, 29, 321777), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 29, 321777), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 29, 321777), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 29, 321777), 21.0, 70.0]"
270,"[datetime.datetime(2022, 11, 28, 18, 47, 30, 479639), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 30, 479639), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 30, 479639), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 30, 479639), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 18, 47, 30, 479639), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 30, 479639), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 30, 479639), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 30, 479639), 21.0, 70.0]"
271,"[datetime.datetime(2022, 11, 28, 18, 47, 31, 622556), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 31, 622556), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 31, 622556), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 31, 622556), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 18, 47, 31, 622556), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 31, 622556), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 31, 622556), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 31, 622556), 21.0, 70.0]"
272,"[datetime.datetime(2022, 11, 28, 18, 47, 32, 761631), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 32, 761631), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 32, 761631), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 32, 761631), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 18, 47, 32, 761631), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 32, 761631), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 32, 761631), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 32, 761631), 21.0, 70.0]"
273,"[datetime.datetime(2022, 11, 28, 18, 47, 33, 888003), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 33, 888003), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 33, 888003), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 33, 888003), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 18, 47, 33, 888003), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 33, 888003), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 33, 888003), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 33, 888003), 21.0, 70.0]"
274,"[datetime.datetime(2022, 11, 28, 18, 47, 35, 21338), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 35, 21338), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 35, 21338), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 35, 21338), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 18, 47, 35, 21338), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 35, 21338), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 35, 21338), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 35, 21338), 21.0, 70.0]"
275,"[datetime.datetime(2022, 11, 28, 18, 47, 36, 154016), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 36, 154016), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 36, 154016), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 36, 154016), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 18, 47, 36, 154016), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 36, 154016), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 36, 154016), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 36, 154016), 21.0, 70.0]"
276,"[datetime.datetime(2022, 11, 28, 18, 47, 37, 361401), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 37, 361401), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 37, 361401), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 37, 361401), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 18, 47, 37, 361401), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 37, 361401), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 37, 361401), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 37, 361401), 21.0, 70.0]"
277,"[datetime.datetime(2022, 11, 28, 18, 47, 38, 489793), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 38, 489793), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 38, 489793), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 38, 489793), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 18, 47, 38, 489793), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 38, 489793), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 38, 489793), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 38, 489793), 21.0, 70.0]"
278,"[datetime.datetime(2022, 11, 28, 18, 47, 39, 626153), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 39, 626153), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 39, 626153), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 39, 626153), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 18, 47, 39, 626153), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 39, 626153), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 39, 626153), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 39, 626153), 21.0, 70.0]"
279,"[datetime.datetime(2022, 11, 28, 18, 47, 40, 770051), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 40, 770051), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 40, 770051), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 40, 770051), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 18, 47, 40, 770051), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 40, 770051), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 40, 770051), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 40, 770051), 21.0, 70.0]"
280,"[datetime.datetime(2022, 11, 28, 18, 47, 41, 912888), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 41, 912888), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 41, 912888), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 41, 912888), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 18, 47, 41, 912888), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 41, 912888), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 41, 912888), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 41, 912888), 21.0, 70.0]"
281,"[datetime.datetime(2022, 11, 28, 18, 47, 43, 50172), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 43, 50172), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 43, 50172), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 43, 50172), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 18, 47, 43, 50172), 4.8, 9.8]","[datetime.datetime(2022, 11, 28, 18, 47, 43, 50172), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 43, 50172), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 43, 50172), 21.0, 70.0]"
282,"[datetime.datetime(2022, 11, 28, 18, 47, 44, 177723), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 44, 177723), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 44, 177723), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 44, 177723), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 18, 47, 44, 177723), 4.8, 8.2]","[datetime.datetime(2022, 11, 28, 18, 47, 44, 177723), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 44, 177723), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 44, 177723), 21.0, 70.0]"
283,"[datetime.datetime(2022, 11, 28, 18, 47, 45, 312673), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 45, 312673), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 45, 312673), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 45, 312673), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 18, 47, 45, 312673), 4.8, 8.2]","[datetime.datetime(2022, 11, 28, 18, 47, 45, 312673), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 45, 312673), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 45, 312673), 21.0, 70.0]"
284,"[datetime.datetime(2022, 11, 28, 18, 47, 46, 438672), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 46, 438672), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 46, 438672), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 46, 438672), 5.5, 11.0]","[datetime.datetime(2022, 11, 28, 18, 47, 46, 438672), 4.8, 8.2]","[datetime.datetime(2022, 11, 28, 18, 47, 46, 438672), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 46, 438672), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 46, 438672), 21.0, 70.0]"
285,"[datetime.datetime(2022, 11, 28, 18, 47, 47, 574563), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 47, 574563), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 47, 574563), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 47, 574563), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 18, 47, 47, 574563), 4.8, 8.2]","[datetime.datetime(2022, 11, 28, 18, 47, 47, 574563), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 47, 574563), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 47, 574563), 21.0, 70.0]"
286,"[datetime.datetime(2022, 11, 28, 18, 47, 48, 706584), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 48, 706584), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 48, 706584), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 48, 706584), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 18, 47, 48, 706584), 4.8, 8.2]","[datetime.datetime(2022, 11, 28, 18, 47, 48, 706584), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 48, 706584), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 48, 706584), 21.0, 70.0]"
287,"[datetime.datetime(2022, 11, 28, 18, 47, 49, 846227), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 49, 846227), 6.5, 13.5]","[datetime.datetime(2022, 11, 28, 18, 47, 49, 846227), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 49, 846227), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 18, 47, 49, 846227), 4.8, 8.2]","[datetime.datetime(2022, 11, 28, 18, 47, 49, 846227), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 49, 846227), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 49, 846227), 21.0, 70.0]"
288,"[datetime.datetime(2022, 11, 28, 18, 47, 50, 995291), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 50, 995291), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 18, 47, 50, 995291), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 50, 995291), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 18, 47, 50, 995291), 4.8, 8.2]","[datetime.datetime(2022, 11, 28, 18, 47, 50, 995291), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 50, 995291), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 50, 995291), 21.0, 70.0]"
289,"[datetime.datetime(2022, 11, 28, 18, 47, 52, 126399), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 52, 126399), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 18, 47, 52, 126399), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 52, 126399), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 18, 47, 52, 126399), 4.8, 8.2]","[datetime.datetime(2022, 11, 28, 18, 47, 52, 126399), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 52, 126399), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 52, 126399), 21.0, 70.0]"
290,"[datetime.datetime(2022, 11, 28, 18, 47, 53, 258138), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 18, 47, 53, 258138), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 18, 47, 53, 258138), 2.5, 3.85]","[datetime.datetime(2022, 11, 28, 18, 47, 53, 258138), 5.5, 11.5]","[datetime.datetime(2022, 11, 28, 18, 47, 53, 258138), 4.8, 8.2]","[datetime.datetime(2022, 11, 28, 18, 47, 53, 258138), 12.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 47, 53, 258138), 11.0, 24.0]","[datetime.datetime(2022, 11, 28, 18, 47, 53, 258138), 21.0, 70.0]"
